Time,long_legs
2022-06-26,82.0
2022-06-27,72.0
2022-06-28,59.0
2022-06-29,62.0
2022-06-30,68.0
2022-07-01,62.0
2022-07-02,76.0
2022-07-03,81.0
2022-07-04,89.0
2022-07-05,61.0
2022-07-06,61.0
2022-07-07,60.0
2022-07-08,59.0
2022-07-09,69.0
2022-07-10,71.0
2022-07-11,57.0
2022-07-12,59.0
2022-07-13,56.0
2022-07-14,59.0
2022-07-15,61.0
2022-07-16,70.0
2022-07-17,69.0
2022-07-18,58.0
2022-07-19,55.0
2022-07-20,53.0
2022-07-21,56.0
2022-07-22,56.0
2022-07-23,63.0
2022-07-24,71.0
2022-07-25,58.0
2022-07-26,57.0
2022-07-27,56.0
2022-07-28,55.0
2022-07-29,50.0
2022-07-30,63.0
2022-07-31,71.0
2022-08-01,54.0
2022-08-02,55.0
2022-08-03,56.0
2022-08-04,53.0
2022-08-05,52.0
2022-08-06,58.0
2022-08-07,66.0
2022-08-08,55.0
2022-08-09,52.0
2022-08-10,49.0
2022-08-11,48.0
2022-08-12,49.0
2022-08-13,59.0
2022-08-14,66.0
2022-08-15,52.0
2022-08-16,52.0
2022-08-17,50.0
2022-08-18,49.0
2022-08-19,47.0
2022-08-20,63.0
2022-08-21,60.0
2022-08-22,46.0
2022-08-23,48.0
2022-08-24,49.0
2022-08-25,48.0
2022-08-26,48.0
2022-08-27,55.0
2022-08-28,63.0
2022-08-29,43.086877278250306
2022-08-30,46.128797083839615
2022-08-31,44.35783718104496
2022-09-01,46.128797083839615
2022-09-02,44.85783718104496
2022-09-03,56.140036452004864
2022-09-04,63.994835965978126
2022-09-05,62.22387606318348
2022-09-06,41.815917375455655
2022-09-07,45.743317132442286
2022-09-08,43.086877278250306
2022-09-09,40.930437424058326
2022-09-10,50.056196840826246
2022-09-11,53.98359659781288
2022-09-12,46.128797083839615
2022-09-13,40.930437424058326
2022-09-14,47.899756986634266
2022-09-15,42.70139732685298
2022-09-16,40.044957472661
2022-09-17,51.327156743620904
2022-09-18,59.181956257594166
2022-09-19,47.014277035236944
2022-09-20,41.815917375455655
2022-09-21,42.70139732685298
2022-09-22,40.930437424058326
2022-09-23,40.930437424058326
2022-09-24,53.098116646415555
2022-09-25,60.952916160388824
2022-09-26,40.930437424058326
2022-09-27,43.086877278250306
2022-09-28,42.40279465370595
2022-09-29,43.17375455650061
2022-09-30,44.71567436208992
2022-10-01,48.57047387606319
2022-10-02,49.34143377885784
2022-10-03,39.31895504252734
2022-10-04,45.48663426488457
2022-10-05,41.6318347509113
2022-10-06,42.40279465370595
2022-10-07,41.6318347509113
2022-10-08,51.6543134872418
2022-10-09,57.05103280680438
2022-10-10,48.57047387606319
2022-10-11,40.08991494532199
2022-10-12,42.40279465370595
2022-10-13,42.40279465370595
2022-10-14,42.40279465370595
2022-10-15,54.73815309842042
2022-10-16,54.73815309842042
2022-10-17,44.71567436208992
2022-10-18,41.6318347509113
2022-10-19,39.31895504252734
2022-10-20,39.31895504252734
2022-10-21,40.86087484811665
2022-10-22,48.57047387606319
2022-10-23,52.42527339003646
2022-10-24,41.6318347509113
2022-10-25,38.54799513973269
2022-10-26,42.40279465370595
2022-10-27,39.31895504252734
2022-10-28,37.77703523693803
2022-10-29,43.17375455650061
2022-10-30,46.25759416767922
2022-10-31,37.77703523693803
2022-11-01,35.46415552855407
2022-11-02,37.00607533414338
2022-11-03,38.54799513973269
2022-11-04,37.77703523693803
2022-11-05,42.40279465370595
2022-11-06,47.79951397326853
2022-11-07,37.00607533414338
2022-11-08,33.922235722964764
2022-11-09,33.15127582017011
2022-11-10,33.15127582017011
2022-11-11,33.922235722964764
2022-11-12,37.77703523693803
2022-11-13,38.54799513973269
2022-11-14,31.609356014580804
2022-11-15,30.83839611178615
2022-11-16,32.380315917375455
2022-11-17,33.922235722964764
2022-11-18,33.922235722964764
2022-11-19,38.54799513973269
2022-11-20,37.77703523693803
2022-11-21,34.69319562575942
2022-11-22,34.69319562575942
2022-11-23,41.6318347509113
2022-11-24,77.09599027946538
2022-11-25,37.77703523693803
2022-11-26,37.77703523693803
2022-11-27,42.40279465370595
2022-11-28,30.83839611178615
2022-11-29,33.15127582017011
2022-11-30,32.380315917375455
2022-12-01,30.83839611178615
2022-12-02,28.52551640340219
2022-12-03,35.46415552855407
2022-12-04,39.31895504252734
2022-12-05,30.83839611178615
2022-12-06,30.067436208991495
2022-12-07,34.69319562575942
2022-12-08,34.69319562575942
2022-12-09,33.922235722964764
2022-12-10,35.46415552855407
2022-12-11,44.71567436208992
2022-12-12,35.46415552855407
2022-12-13,33.922235722964764
2022-12-14,37.77703523693803
2022-12-15,31.609356014580804
2022-12-16,33.922235722964764
2022-12-17,41.6318347509113
2022-12-18,40.86087484811665
2022-12-19,36.235115431348724
2022-12-20,37.77703523693803
2022-12-21,33.15127582017011
2022-12-22,35.46415552855407
2022-12-23,40.86087484811665
2022-12-24,45.48663426488457
2022-12-25,63.21871202916161
2022-12-26,39.31895504252734
2022-12-27,37.00607533414338
2022-12-28,37.77703523693803
2022-12-29,37.00607533414338
2022-12-30,36.235115431348724
2022-12-31,53.96719319562576
2023-01-01,63.98967193195626
2023-01-02,42.40279465370595
2023-01-03,35.46415552855407
2023-01-04,34.69319562575942
2023-01-05,33.922235722964764
2023-01-06,33.922235722964764
2023-01-07,40.86087484811665
2023-01-08,43.17375455650061
2023-01-09,35.46415552855407
2023-01-10,37.00607533414338
2023-01-11,36.235115431348724
2023-01-12,33.922235722964764
2023-01-13,28.52551640340219
2023-01-14,36.235115431348724
2023-01-15,41.6318347509113
2023-01-16,38.54799513973269
2023-01-17,33.15127582017011
2023-01-18,35.46415552855407
2023-01-19,33.15127582017011
2023-01-20,30.83839611178615
2023-01-21,39.31895504252734
2023-01-22,43.94471445929526
2023-01-23,35.46415552855407
2023-01-24,33.15127582017011
2023-01-25,31.609356014580804
2023-01-26,34.69319562575942
2023-01-27,34.69319562575942
2023-01-28,36.235115431348724
2023-01-29,41.6318347509113
2023-01-30,32.380315917375455
2023-01-31,35.46415552855407
2023-02-01,34.69319562575942
2023-02-02,33.922235722964764
2023-02-03,32.380315917375455
2023-02-04,34.69319562575942
2023-02-05,40.08991494532199
2023-02-06,33.922235722964764
2023-02-07,33.922235722964764
2023-02-08,33.922235722964764
2023-02-09,34.69319562575942
2023-02-10,33.15127582017011
2023-02-11,40.86087484811665
2023-02-12,48.57047387606319
2023-02-13,33.922235722964764
2023-02-14,41.6318347509113
2023-02-15,41.6318347509113
2023-02-16,34.69319562575942
2023-02-17,33.15127582017011
2023-02-18,39.31895504252734
2023-02-19,39.31895504252734
2023-02-20,38.54799513973269
2023-02-21,36.235115431348724
2023-02-22,33.15127582017011
2023-02-23,33.15127582017011
2023-02-24,33.15127582017011
2023-02-25,43.17375455650061
2023-02-26,46.25759416767922
2023-02-27,34.69319562575942
2023-02-28,33.922235722964764
2023-03-01,37.00607533414338
2023-03-02,33.15127582017011
2023-03-03,32.380315917375455
2023-03-04,45.48663426488457
2023-03-05,45.48663426488457
2023-03-06,35.46415552855407
2023-03-07,35.46415552855407
2023-03-08,38.54799513973269
2023-03-09,40.86087484811665
2023-03-10,36.235115431348724
2023-03-11,43.94471445929526
2023-03-12,50.11239368165249
2023-03-13,35.46415552855407
2023-03-14,40.08991494532199
2023-03-15,39.31895504252734
2023-03-16,34.69319562575942
2023-03-17,34.69319562575942
2023-03-18,40.08991494532199
2023-03-19,46.25759416767922
2023-03-20,35.46415552855407
2023-03-21,35.46415552855407
2023-03-22,36.235115431348724
2023-03-23,40.08991494532199
2023-03-24,40.86087484811665
2023-03-25,43.94471445929526
2023-03-26,50.88335358444715
2023-03-27,38.54799513973269
2023-03-28,39.31895504252734
2023-03-29,35.46415552855407
2023-03-30,38.54799513973269
2023-03-31,33.922235722964764
2023-04-01,38.54799513973269
2023-04-02,47.79951397326853
2023-04-03,37.00607533414338
2023-04-04,33.922235722964764
2023-04-05,37.00607533414338
2023-04-06,37.77703523693803
2023-04-07,37.00607533414338
2023-04-08,46.25759416767922
2023-04-09,48.57047387606319
2023-04-10,39.31895504252734
2023-04-11,40.08991494532199
2023-04-12,37.77703523693803
2023-04-13,39.31895504252734
2023-04-14,37.77703523693803
2023-04-15,47.02855407047388
2023-04-16,45.48663426488457
2023-04-17,37.77703523693803
2023-04-18,37.77703523693803
2023-04-19,37.00607533414338
2023-04-20,37.77703523693803
2023-04-21,38.54799513973269
2023-04-22,44.71567436208992
2023-04-23,48.57047387606319
2023-04-24,40.08991494532199
2023-04-25,40.86087484811665
2023-04-26,37.68452004860268
2023-04-27,38.47860874848117
2023-04-28,37.68452004860268
2023-04-29,45.62540704738761
2023-04-30,49.9813304981774
2023-05-01,39.272697448359665
2023-05-02,36.504951397326856
2023-05-03,38.47860874848117
2023-05-04,36.890431348724185
2023-05-05,36.890431348724185
2023-05-06,38.47860874848117
2023-05-07,51.184027946537064
2023-05-08,42.44905224787364
2023-05-09,44.037229647630625
2023-05-10,40.86087484811665
2023-05-11,41.654963547995145
2023-05-12,40.86087484811665
2023-05-13,48.801761846901584
2023-05-14,64.66040704738761
2023-05-15,46.419495747266105
2023-05-16,43.24314094775213
2023-05-17,41.654963547995145
2023-05-18,40.86087484811665
2023-05-19,40.06678614823815
2023-05-20,48.801761846901584
2023-05-21,51.569507897934386
2023-05-22,40.86087484811665
2023-05-23,40.06678614823815
2023-05-24,41.654963547995145
2023-05-25,41.654963547995145
2023-05-26,42.495309842041316
2023-05-27,50.66748481166465
2023-05-28,59.65687727825031
2023-05-29,62.92574726609964
2023-05-30,44.946962332928315
2023-05-31,44.12974483596599
2023-06-01,43.31252733900365
2023-06-02,42.495309842041316
2023-06-03,53.11913730255165
2023-06-04,55.57078979343865
2023-06-05,49.03304981773998
2023-06-06,42.495309842041316
2023-06-07,43.31252733900365
2023-06-08,43.31252733900365
2023-06-09,40.86087484811665
2023-06-10,53.11913730255165
2023-06-11,52.301919805589314
2023-06-12,44.12974483596599
2023-06-13,44.12974483596599
2023-06-14,45.76417982989065
2023-06-15,46.581397326852986
2023-06-16,46.581397326852986
2023-06-17,55.57078979343865
2023-06-18,73.54957472660998
2023-06-19,52.301919805589314
2023-06-20,49.850267314702315
2023-06-21,47.398614823815315
2023-06-22,43.31252733900365
2023-06-23,44.12974483596599
2023-06-24,49.850267314702315
2023-06-25,57.20522478736331
2023-06-26,45.76417982989065
2023-06-27,45.76417982989065
2023-06-28,46.581397326852986
2023-06-29,45.76417982989065
2023-06-30,46.581397326852986
2023-07-01,59.65687727825031
2023-07-02,64.5601822600243
2023-07-03,56.38800729040098
2023-07-04,66.19461725394898
2023-07-05,51.48470230862698
2023-07-06,44.946962332928315
2023-07-07,46.581397326852986
2023-07-08,65.37739975698665
2023-07-09,58.02244228432564
2023-07-10,47.398614823815315
2023-07-11,49.03304981773998
2023-07-12,46.581397326852986
2023-07-13,47.398614823815315
2023-07-14,45.76417982989065
2023-07-15,53.11913730255165
2023-07-16,57.20522478736331
2023-07-17,46.581397326852986
2023-07-18,48.21583232077765
2023-07-19,48.21583232077765
2023-07-20,47.398614823815315
2023-07-21,44.946962332928315
2023-07-22,53.11913730255165
2023-07-23,59.65687727825031
2023-07-24,46.581397326852986
2023-07-25,46.581397326852986
2023-07-26,44.946962332928315
2023-07-27,42.495309842041316
2023-07-28,45.76417982989065
2023-07-29,52.301919805589314
2023-07-30,56.38800729040098
2023-07-31,45.76417982989065
2023-08-01,46.581397326852986
2023-08-02,44.12974483596599
2023-08-03,43.31252733900365
2023-08-04,43.31252733900365
2023-08-05,53.11913730255165
2023-08-06,56.38800729040098
2023-08-07,45.76417982989065
2023-08-08,44.12974483596599
2023-08-09,44.946962332928315
2023-08-10,40.86087484811665
2023-08-11,45.76417982989065
2023-08-12,49.03304981773998
2023-08-13,57.20522478736331
2023-08-14,44.946962332928315
2023-08-15,44.12974483596599
2023-08-16,44.12974483596599
2023-08-17,41.67809234507899
2023-08-18,38.40922235722965
2023-08-19,52.301919805589314
2023-08-20,71.09792223572298
2023-08-21,41.67809234507899
2023-08-22,40.043657351154316
2023-08-23,42.495309842041316
2023-08-24,41.67809234507899
2023-08-25,39.22643985419199
2023-08-26,52.301919805589314
2023-08-27,53.93635479951398
2023-08-28,39.22643985419199
2023-08-29,38.40922235722965
2023-08-30,39.22643985419199
2023-08-31,37.592004860267316
2023-09-01,40.043657351154316
2023-09-02,50.66748481166465
2023-09-03,54.753572296476314
2023-09-04,59.65687727825031
2023-09-05,38.40922235722965
2023-09-06,41.67809234507899
2023-09-07,39.22643985419199
2023-09-08,40.86087484811665
2023-09-09,46.581397326852986
2023-09-10,48.21583232077765
2023-09-11,41.67809234507899
2023-09-12,38.40922235722965
2023-09-13,39.22643985419199
2023-09-14,40.043657351154316
2023-09-15,38.40922235722965
2023-09-16,40.86087484811665
2023-09-17,49.850267314702315
2023-09-18,37.592004860267316
2023-09-19,37.592004860267316
2023-09-20,40.043657351154316
2023-09-21,40.043657351154316
2023-09-22,39.22643985419199
2023-09-23,44.12974483596599
2023-09-24,49.850267314702315
2023-09-25,40.86087484811665
2023-09-26,36.77478736330499
2023-09-27,35.140352369380324
2023-09-28,38.40922235722965
2023-09-29,38.40922235722965
2023-09-30,43.31252733900365
2023-10-01,46.581397326852986
2023-10-02,40.86087484811665
2023-10-03,41.67809234507899
2023-10-04,41.67809234507899
2023-10-05,39.22643985419199
2023-10-06,40.043657351154316
2023-10-07,40.86087484811665
2023-10-08,41.67809234507899
2023-10-09,39.22643985419199
2023-10-10,35.95756986634265
2023-10-11,36.77478736330499
2023-10-12,39.22643985419199
2023-10-13,33.50591737545565
2023-10-14,40.86087484811665
2023-10-15,44.946962332928315
2023-10-16,40.043657351154316
2023-10-17,35.140352369380324
2023-10-18,39.22643985419199
2023-10-19,39.22643985419199
2023-10-20,36.77478736330499
2023-10-21,44.12974483596599
2023-10-22,47.398614823815315
2023-10-23,36.77478736330499
2023-10-24,37.592004860267316
2023-10-25,38.40922235722965
2023-10-26,36.77478736330499
2023-10-27,35.140352369380324
2023-10-28,37.592004860267316
2023-10-29,44.946962332928315
2023-10-30,32.688699878493324
2023-10-31,32.688699878493324
2023-11-01,34.32313487241799
2023-11-02,33.50591737545565
2023-11-03,36.77478736330499
2023-11-04,40.043657351154316
2023-11-05,41.67809234507899
2023-11-06,35.140352369380324
2023-11-07,34.32313487241799
2023-11-08,38.40922235722965
2023-11-09,31.87148238153099
2023-11-10,35.140352369380324
2023-11-11,37.592004860267316
2023-11-12,41.67809234507899
2023-11-13,35.140352369380324
2023-11-14,29.41982989064399
2023-11-15,33.50591737545565
2023-11-16,35.140352369380324
2023-11-17,35.95756986634265
2023-11-18,40.86087484811665
2023-11-19,45.76417982989065
2023-11-20,34.32313487241799
2023-11-21,34.32313487241799
2023-11-22,44.946962332928315
2023-11-23,81.7217496962333
2023-11-24,34.32313487241799
2023-11-25,35.140352369380324
2023-11-26,36.77478736330499
2023-11-27,31.054264884568656
2023-11-28,27.785394896719325
2023-11-29,33.50591737545565
2023-11-30,26.96817739975699
2023-12-01,27.785394896719325
2023-12-02,33.50591737545565
2023-12-03,39.22643985419199
2023-12-04,35.140352369380324
2023-12-05,32.688699878493324
2023-12-06,29.41982989064399
2023-12-07,30.23704738760632
2023-12-08,28.602612393681657
2023-12-09,34.32313487241799
2023-12-10,37.592004860267316
2023-12-11,32.688699878493324
2023-12-12,32.688699878493324
2023-12-13,32.688699878493324
2023-12-14,29.41982989064399
2023-12-15,31.87148238153099
2023-12-16,31.054264884568656
2023-12-17,40.86087484811665
2023-12-18,29.41982989064399
2023-12-19,30.23704738760632
2023-12-20,29.41982989064399
2023-12-21,33.50591737545565
2023-12-22,30.64565613608749
2023-12-23,38.20491798298907
2023-12-24,55.366485419198064
2023-12-25,63.334356014580806
2023-12-26,38.61352673147024
2023-12-27,31.87148238153099
2023-12-28,31.054264884568656
2023-12-29,30.64565613608749
2023-12-30,38.20491798298907
2023-12-31,62.92574726609965
2024-01-01,62.10852976913731
2024-01-02,32.688699878493324
2024-01-03,31.87148238153099
2024-01-04,31.462873633049824
2024-01-05,31.054264884568656
2024-01-06,41.06517922235724
2024-01-07,39.83935297691374
2024-01-08,31.054264884568656
2024-01-09,30.64565613608749
2024-01-10,31.054264884568656
2024-01-11,37.7963092345079
2024-01-12,30.64565613608749
2024-01-13,31.87148238153099
2024-01-14,38.61352673147024
2024-01-15,33.09730862697449
2024-01-16,31.462873633049824
2024-01-17,32.28009113001215
2024-01-18,31.054264884568656
2024-01-19,31.462873633049824
2024-01-20,39.0221354799514
2024-01-21,31.054264884568656
2024-01-22,38.81783110571082
2024-01-23,31.054264884568656
2024-01-24,31.054264884568656
2024-01-25,31.054264884568656
2024-01-26,31.054264884568656
2024-01-27,38.81783110571082
2024-01-28,46.581397326852986
2024-01-29,31.054264884568656
2024-01-30,38.81783110571082
2024-01-31,46.581397326852986
2024-02-01,31.054264884568656
2024-02-02,38.81783110571082
2024-02-03,54.34496354799515
2024-02-04,54.34496354799515
2024-02-05,38.81783110571082
2024-02-06,46.581397326852986
2024-02-07,38.81783110571082
2024-02-08,38.81783110571082
2024-02-09,38.81783110571082
2024-02-10,46.581397326852986
2024-02-11,54.34496354799515
2024-02-12,38.81783110571082
2024-02-13,38.81783110571082
2024-02-14,46.581397326852986
2024-02-15,38.81783110571082
2024-02-16,38.81783110571082
2024-02-17,46.581397326852986
2024-02-18,54.34496354799515
2024-02-19,38.81783110571082
2024-02-20,38.81783110571082
2024-02-21,38.81783110571082
2024-02-22,38.81783110571082
2024-02-23,38.81783110571082
2024-02-24,38.81783110571082
2024-02-25,46.581397326852986
2024-02-26,38.81783110571082
2024-02-27,38.81783110571082
2024-02-28,38.81783110571082
2024-02-29,38.81783110571082
2024-03-01,38.81783110571082
2024-03-02,38.81783110571082
2024-03-03,46.581397326852986
2024-03-04,38.81783110571082
2024-03-05,38.81783110571082
2024-03-06,38.81783110571082
2024-03-07,46.581397326852986
2024-03-08,38.81783110571082
2024-03-09,46.581397326852986
2024-03-10,46.581397326852986
2024-03-11,38.81783110571082
2024-03-12,38.81783110571082
2024-03-13,38.81783110571082
2024-03-14,38.81783110571082
2024-03-15,38.81783110571082
2024-03-16,54.34496354799515
2024-03-17,46.581397326852986
2024-03-18,38.81783110571082
2024-03-19,38.81783110571082
2024-03-20,38.81783110571082
2024-03-21,38.81783110571082
2024-03-22,38.81783110571082
2024-03-23,38.81783110571082
2024-03-24,46.581397326852986
2024-03-25,38.81783110571082
2024-03-26,38.81783110571082
2024-03-27,31.054264884568656
2024-03-28,31.054264884568656
2024-03-29,38.81783110571082
2024-03-30,46.581397326852986
2024-03-31,54.34496354799515
2024-04-01,38.81783110571082
2024-04-02,38.81783110571082
2024-04-03,38.81783110571082
2024-04-04,38.81783110571082
2024-04-05,38.81783110571082
2024-04-06,38.81783110571082
2024-04-07,46.581397326852986
2024-04-08,31.054264884568656
2024-04-09,38.81783110571082
2024-04-10,38.81783110571082
2024-04-11,38.81783110571082
2024-04-12,38.81783110571082
2024-04-13,38.81783110571082
2024-04-14,46.581397326852986
2024-04-15,38.81783110571082
2024-04-16,38.81783110571082
2024-04-17,38.81783110571082
2024-04-18,38.81783110571082
2024-04-19,38.81783110571082
2024-04-20,38.81783110571082
2024-04-21,46.581397326852986
2024-04-22,38.81783110571082
2024-04-23,38.81783110571082
2024-04-24,38.81783110571082
2024-04-25,38.81783110571082
2024-04-26,38.81783110571082
2024-04-27,46.581397326852986
2024-04-28,62.10852976913731
2024-04-29,46.581397326852986
2024-04-30,46.581397326852986
2024-05-01,38.81783110571082
2024-05-02,38.81783110571082
2024-05-03,46.581397326852986
2024-05-04,46.581397326852986
2024-05-05,46.581397326852986
2024-05-06,38.81783110571082
2024-05-07,38.81783110571082
2024-05-08,46.581397326852986
2024-05-09,46.581397326852986
2024-05-10,46.581397326852986
2024-05-11,46.581397326852986
2024-05-12,62.10852976913731
2024-05-13,46.581397326852986
2024-05-14,46.581397326852986
2024-05-15,46.581397326852986
2024-05-16,46.581397326852986
2024-05-17,46.581397326852986
2024-05-18,46.581397326852986
2024-05-19,62.10852976913731
2024-05-20,46.581397326852986
2024-05-21,54.34496354799515
2024-05-22,46.581397326852986
2024-05-23,46.581397326852986
2024-05-24,46.581397326852986
2024-05-25,54.34496354799515
2024-05-26,62.10852976913731
2024-05-27,62.10852976913731
2024-05-28,46.581397326852986
2024-05-29,46.581397326852986
2024-05-30,46.581397326852986
2024-05-31,46.581397326852986
2024-06-01,62.10852976913731
2024-06-02,69.87209599027948
2024-06-03,54.34496354799515
2024-06-04,54.34496354799515
2024-06-05,54.34496354799515
2024-06-06,54.34496354799515
2024-06-07,54.34496354799515
2024-06-08,62.10852976913731
2024-06-09,62.10852976913731
2024-06-10,54.34496354799515
2024-06-11,54.34496354799515
2024-06-12,54.34496354799515
2024-06-13,54.34496354799515
2024-06-14,54.34496354799515
2024-06-15,62.10852976913731
2024-06-16,85.3992284325638
2024-06-17,62.10852976913731
2024-06-18,85.3992284325638
2024-06-19,69.87209599027948
2024-06-20,54.34496354799515
2024-06-21,69.87209599027948
2024-06-22,85.3992284325638
2024-06-23,77.63566221142165
2024-06-24,69.87209599027948
2024-06-25,85.3992284325638
2024-06-26,77.63566221142165
2024-06-27,77.63566221142165
2024-06-28,85.3992284325638
2024-06-29,108.6899270959903
2024-06-30,116.45349331713246
2024-07-01,93.16279465370597
2024-07-02,100.92636087484813
2024-07-03,100.92636087484813
2024-07-04,124.21705953827463
2024-07-05,116.45349331713246
2024-07-06,116.45349331713246
2024-07-07,116.45349331713246
2024-07-08,155.2713244228433
2024-07-09,232.9069866342649
2024-07-10,232.9069866342649
2024-07-11,295.0155164034022
2024-07-12,574.5039003645202
2024-07-13,776.3566221142164
2024-07-14,659.9031287970839
2024-07-15,450.2868408262455
2024-07-16,364.8876123936817
2024-07-17,395.9418772782504
2024-07-18,326.0697812879709
2024-07-19,364.8876123936817
2024-07-20,465.8139732685298
2024-07-21,395.9418772782504
2024-07-22,279.4883839611179
2024-07-23,256.1976852976914
2024-07-24,256.1976852976914
2024-07-25,240.6705528554071
2024-07-26,248.43411907654925
2024-07-27,271.7248177399757
2024-07-28,271.7248177399757
2024-07-29,201.85272174969626
2024-07-30,186.32558930741195
2024-07-31,163.03489064398545
2024-08-01,147.5077582017011
2024-08-02,163.03489064398545
2024-08-03,194.0891555285541
2024-08-04,209.61628797083844
2024-08-05,131.9806257594168
2024-08-06,124.21705953827463
2024-08-07,124.21705953827463
2024-08-08,116.45349331713246
2024-08-09,124.21705953827463
2024-08-10,155.2713244228433
2024-08-11,155.2713244228433
2024-08-12,108.6899270959903
2024-08-13,93.16279465370597
2024-08-14,100.92636087484813
2024-08-15,85.3992284325638
2024-08-16,93.16279465370597
2024-08-17,124.21705953827463
2024-08-18,125.1875053159174
2024-08-19,84.42878265492104
2024-08-20,76.66521643377888
2024-08-21,69.87209599027948
2024-08-22,71.81298754556502
2024-08-23,99.95591509720536
2024-08-24,171.7689026427704
2024-08-25,194.0891555285541
2024-08-26,131.010179981774
2024-08-27,107.71948131834753
2024-08-28,94.13324043134874
2024-08-29,93.16279465370597
2024-08-30,99.95591509720536
2024-08-31,137.8033004252734
2024-09-01,149.44864975698664
2024-09-02,148.4782039793439
2024-09-03,86.36967421020657
2024-09-04,76.66521643377888
2024-09-05,71.81298754556502
2024-09-06,70.84254176792226
2024-09-07,102.86725243013368
2024-09-08,123.24661376063185
2024-09-09,78.60610798906441
2024-09-10,70.84254176792226
2024-09-11,62.10852976913731
2024-09-12,63.078975546780086
2024-09-13,76.66521643377888
2024-09-14,101.89680665249091
2024-09-15,100.92636087484813
2024-09-16,69.87209599027948
2024-09-17,62.10852976913731
2024-09-18,58.22674665856623
2024-09-19,62.10852976913731
2024-09-20,67.93120443499393
2024-09-21,91.22190309842043
2024-09-22,97.04457776427705
