Time,kendrick_lamar
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.1764705882352942
2022-08-30,1.2352941176470589
2022-08-31,1.9705882352941178
2022-09-01,2.0588235294117645
2022-09-02,2.0294117647058822
2022-09-03,1.8529411764705883
2022-09-04,1.7941176470588234
2022-09-05,1.1764705882352942
2022-09-06,1.2647058823529411
2022-09-07,1.8529411764705883
2022-09-08,1.2352941176470589
2022-09-09,1.2058823529411764
2022-09-10,1.9705882352941178
2022-09-11,1.7941176470588234
2022-09-12,1.1176470588235294
2022-09-13,1.1176470588235294
2022-09-14,1.2058823529411764
2022-09-15,1.9411764705882353
2022-09-16,1.8823529411764706
2022-09-17,1.8529411764705883
2022-09-18,1.7941176470588234
2022-09-19,1.0294117647058822
2022-09-20,1.0294117647058822
2022-09-21,1.0294117647058822
2022-09-22,0.9705882352941176
2022-09-23,0.9411764705882353
2022-09-24,0.9705882352941176
2022-09-25,1.0588235294117647
2022-09-26,0.9705882352941176
2022-09-27,0.9705882352941176
2022-09-28,0.9411764705882353
2022-09-29,0.9411764705882353
2022-09-30,0.9411764705882353
2022-10-01,1.1764705882352942
2022-10-02,3.176470588235294
2022-10-03,1.7058823529411764
2022-10-04,1.1176470588235294
2022-10-05,1.1176470588235294
2022-10-06,1.1176470588235294
2022-10-07,1.0
2022-10-08,1.0588235294117647
2022-10-09,1.0588235294117647
2022-10-10,1.0
2022-10-11,1.0588235294117647
2022-10-12,0.9411764705882353
2022-10-13,0.9411764705882353
2022-10-14,0.9411764705882353
2022-10-15,3.0588235294117645
2022-10-16,1.0588235294117647
2022-10-17,0.9411764705882353
2022-10-18,0.9411764705882353
2022-10-19,0.9411764705882353
2022-10-20,0.9411764705882353
2022-10-21,1.1176470588235294
2022-10-22,1.6470588235294117
2022-10-23,1.9411764705882353
2022-10-24,0.8823529411764706
2022-10-25,1.0
2022-10-26,0.9411764705882353
2022-10-27,0.9411764705882353
2022-10-28,0.9411764705882353
2022-10-29,0.9411764705882353
2022-10-30,0.8823529411764706
2022-10-31,1.0588235294117647
2022-11-01,1.0588235294117647
2022-11-02,1.0
2022-11-03,0.8823529411764706
2022-11-04,1.0
2022-11-05,1.0588235294117647
2022-11-06,0.9411764705882353
2022-11-07,0.9411764705882353
2022-11-08,1.0
2022-11-09,0.8235294117647058
2022-11-10,0.9411764705882353
2022-11-11,0.9411764705882353
2022-11-12,0.9411764705882353
2022-11-13,0.9411764705882353
2022-11-14,0.8823529411764706
2022-11-15,0.9411764705882353
2022-11-16,1.1176470588235294
2022-11-17,1.1176470588235294
2022-11-18,0.9411764705882353
2022-11-19,1.1176470588235294
2022-11-20,1.0
2022-11-21,0.8823529411764706
2022-11-22,0.8823529411764706
2022-11-23,0.9411764705882353
2022-11-24,1.0
2022-11-25,0.9411764705882353
2022-11-26,0.8235294117647058
2022-11-27,0.9411764705882353
2022-11-28,0.8823529411764706
2022-11-29,0.8823529411764706
2022-11-30,1.0588235294117647
2022-12-01,1.0588235294117647
2022-12-02,1.0
2022-12-03,1.0
2022-12-04,1.0588235294117647
2022-12-05,0.8823529411764706
2022-12-06,0.9411764705882353
2022-12-07,0.9411764705882353
2022-12-08,1.0
2022-12-09,1.0588235294117647
2022-12-10,1.0588235294117647
2022-12-11,0.9411764705882353
2022-12-12,1.0
2022-12-13,0.9411764705882353
2022-12-14,0.8823529411764706
2022-12-15,0.9411764705882353
2022-12-16,1.1176470588235294
2022-12-17,1.2352941176470589
2022-12-18,1.0
2022-12-19,0.9411764705882353
2022-12-20,0.9411764705882353
2022-12-21,0.9411764705882353
2022-12-22,0.9411764705882353
2022-12-23,1.0
2022-12-24,1.0
2022-12-25,0.9411764705882353
2022-12-26,0.8823529411764706
2022-12-27,1.0588235294117647
2022-12-28,1.1764705882352942
2022-12-29,1.0588235294117647
2022-12-30,1.0588235294117647
2022-12-31,1.0588235294117647
2023-01-01,1.1176470588235294
2023-01-02,0.8823529411764706
2023-01-03,0.8235294117647058
2023-01-04,0.8823529411764706
2023-01-05,0.9411764705882353
2023-01-06,0.9411764705882353
2023-01-07,0.8823529411764706
2023-01-08,1.0588235294117647
2023-01-09,0.8235294117647058
2023-01-10,1.0
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,1.0
2023-01-14,0.9411764705882353
2023-01-15,0.9411764705882353
2023-01-16,0.8235294117647058
2023-01-17,0.8235294117647058
2023-01-18,0.8235294117647058
2023-01-19,1.0588235294117647
2023-01-20,1.0
2023-01-21,1.0
2023-01-22,0.8823529411764706
2023-01-23,0.8823529411764706
2023-01-24,0.8823529411764706
2023-01-25,0.8235294117647058
2023-01-26,0.9411764705882353
2023-01-27,0.9411764705882353
2023-01-28,0.9411764705882353
2023-01-29,0.9411764705882353
2023-01-30,0.8823529411764706
2023-01-31,0.8235294117647058
2023-02-01,0.8823529411764706
2023-02-02,0.9411764705882353
2023-02-03,1.0
2023-02-04,0.9411764705882353
2023-02-05,1.1764705882352942
2023-02-06,5.88235294117647
2023-02-07,2.0588235294117645
2023-02-08,1.6470588235294117
2023-02-09,1.4705882352941175
2023-02-10,1.3529411764705883
2023-02-11,1.4705882352941175
2023-02-12,1.3529411764705883
2023-02-13,1.6470588235294117
2023-02-14,1.1764705882352942
2023-02-15,1.1176470588235294
2023-02-16,1.1176470588235294
2023-02-17,1.2352941176470589
2023-02-18,1.1176470588235294
2023-02-19,1.1176470588235294
2023-02-20,0.8823529411764706
2023-02-21,1.0
2023-02-22,1.0
2023-02-23,0.9411764705882353
2023-02-24,1.0588235294117647
2023-02-25,1.0588235294117647
2023-02-26,1.0
2023-02-27,0.9411764705882353
2023-02-28,1.0588235294117647
2023-03-01,1.0588235294117647
2023-03-02,1.0
2023-03-03,1.0588235294117647
2023-03-04,1.0
2023-03-05,1.0588235294117647
2023-03-06,0.8823529411764706
2023-03-07,0.8823529411764706
2023-03-08,1.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,1.0
2023-03-12,0.9411764705882353
2023-03-13,0.9411764705882353
2023-03-14,0.7647058823529411
2023-03-15,0.9411764705882353
2023-03-16,0.8823529411764706
2023-03-17,0.8823529411764706
2023-03-18,0.9411764705882353
2023-03-19,0.9411764705882353
2023-03-20,0.8823529411764706
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-24,1.0
2023-03-25,0.8823529411764706
2023-03-26,0.9411764705882353
2023-03-27,0.8823529411764706
2023-03-28,0.9411764705882353
2023-03-29,1.0
2023-03-30,0.9411764705882353
2023-03-31,0.8823529411764706
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,0.8823529411764706
2023-04-04,0.8235294117647058
2023-04-05,0.9411764705882353
2023-04-06,0.8823529411764706
2023-04-07,0.8235294117647058
2023-04-08,0.8823529411764706
2023-04-09,0.8823529411764706
2023-04-10,0.8235294117647058
2023-04-11,0.8823529411764706
2023-04-12,0.8823529411764706
2023-04-13,0.7647058823529411
2023-04-14,0.9411764705882353
2023-04-15,0.9411764705882353
2023-04-16,1.1764705882352942
2023-04-17,0.9411764705882353
2023-04-18,0.9411764705882353
2023-04-19,0.9411764705882353
2023-04-20,1.0
2023-04-21,1.0588235294117647
2023-04-22,1.0588235294117647
2023-04-23,1.0588235294117647
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,0.8832185126302773
2023-04-27,1.0579402932344109
2023-04-28,1.0579402932344109
2023-04-29,1.0675499028440205
2023-04-30,0.9900900900900901
2023-05-01,1.0483306836248012
2023-05-02,1.018918918918919
2023-05-03,0.9996996996996996
2023-05-04,1.116180886769122
2023-05-05,0.9510687157745981
2023-05-06,0.9996996996996996
2023-05-07,0.9414591061649885
2023-05-08,1.0093093093093093
2023-05-09,1.018918918918919
2023-05-10,0.9996996996996996
2023-05-11,0.9900900900900901
2023-05-12,1.0771595124536302
2023-05-13,0.9996996996996996
2023-05-14,1.018918918918919
2023-05-15,0.9414591061649885
2023-05-16,1.0579402932344109
2023-05-17,0.9414591061649885
2023-05-18,0.9996996996996996
2023-05-19,0.9510687157745981
2023-05-20,1.7664370252605546
2023-05-21,1.5238650415121002
2023-05-22,1.1257904963787317
2023-05-23,1.0579402932344109
2023-05-24,1.0093093093093093
2023-05-25,0.9900900900900901
2023-05-26,1.037837837837838
2023-05-27,1.0762762762762763
2023-05-28,0.960960960960961
2023-05-29,0.9801801801801802
2023-05-30,1.3069069069069068
2023-05-31,1.403003003003003
2023-06-01,1.2876876876876877
2023-06-02,1.23003003003003
2023-06-03,1.2108108108108107
2023-06-04,1.23003003003003
2023-06-05,1.057057057057057
2023-06-06,1.0186186186186186
2023-06-07,0.9993993993993994
2023-06-08,0.9993993993993994
2023-06-09,0.9993993993993994
2023-06-10,0.9801801801801802
2023-06-11,1.3837837837837836
2023-06-12,1.0954954954954954
2023-06-13,0.960960960960961
2023-06-14,0.9417417417417417
2023-06-15,0.9033033033033032
2023-06-16,1.1531531531531531
2023-06-17,1.6144144144144144
2023-06-18,1.3645645645645645
2023-06-19,1.0762762762762763
2023-06-20,0.884084084084084
2023-06-21,0.9801801801801802
2023-06-22,0.787987987987988
2023-06-23,0.9993993993993994
2023-06-24,0.9801801801801802
2023-06-25,0.9225225225225224
2023-06-26,0.9225225225225224
2023-06-27,0.9225225225225224
2023-06-28,0.8072072072072072
2023-06-29,0.8264264264264264
2023-06-30,0.884084084084084
2023-07-01,0.884084084084084
2023-07-02,0.8456456456456456
2023-07-03,0.9033033033033032
2023-07-04,0.960960960960961
2023-07-05,0.787987987987988
2023-07-06,0.9225225225225224
2023-07-07,0.8648648648648648
2023-07-08,0.9225225225225224
2023-07-09,1.057057057057057
2023-07-10,0.8264264264264264
2023-07-11,0.7495495495495496
2023-07-12,0.9417417417417417
2023-07-13,0.7495495495495496
2023-07-14,0.884084084084084
2023-07-15,1.057057057057057
2023-07-16,1.0186186186186186
2023-07-17,0.7687687687687688
2023-07-18,0.8264264264264264
2023-07-19,0.884084084084084
2023-07-20,0.8264264264264264
2023-07-21,0.9225225225225224
2023-07-22,0.9417417417417417
2023-07-23,0.8648648648648648
2023-07-24,0.8456456456456456
2023-07-25,0.7495495495495496
2023-07-26,0.787987987987988
2023-07-27,0.7495495495495496
2023-07-28,0.8648648648648648
2023-07-29,0.9801801801801802
2023-07-30,0.884084084084084
2023-07-31,0.7687687687687688
2023-08-01,0.787987987987988
2023-08-02,0.7495495495495496
2023-08-03,0.8648648648648648
2023-08-04,1.0762762762762763
2023-08-05,1.5375375375375375
2023-08-06,0.9801801801801802
2023-08-07,0.8648648648648648
2023-08-08,0.8072072072072072
2023-08-09,0.9033033033033032
2023-08-10,0.9993993993993994
2023-08-11,1.057057057057057
2023-08-12,1.1723723723723722
2023-08-13,0.9417417417417417
2023-08-14,0.8072072072072072
2023-08-15,0.7495495495495496
2023-08-16,0.9225225225225224
2023-08-17,0.787987987987988
2023-08-18,0.7495495495495496
2023-08-19,0.8648648648648648
2023-08-20,0.884084084084084
2023-08-21,0.7303303303303303
2023-08-22,0.8264264264264264
2023-08-23,0.8456456456456456
2023-08-24,0.787987987987988
2023-08-25,0.7495495495495496
2023-08-26,0.8648648648648648
2023-08-27,0.8456456456456456
2023-08-28,0.7687687687687688
2023-08-29,0.7303303303303303
2023-08-30,0.7495495495495496
2023-08-31,0.8648648648648648
2023-09-01,0.7687687687687688
2023-09-02,0.711111111111111
2023-09-03,0.7687687687687688
2023-09-04,0.7303303303303303
2023-09-05,0.9225225225225224
2023-09-06,0.8072072072072072
2023-09-07,0.9417417417417417
2023-09-08,0.9801801801801802
2023-09-09,1.057057057057057
2023-09-10,0.8456456456456456
2023-09-11,0.787987987987988
2023-09-12,0.8456456456456456
2023-09-13,0.8456456456456456
2023-09-14,0.9225225225225224
2023-09-15,0.9225225225225224
2023-09-16,0.884084084084084
2023-09-17,0.7303303303303303
2023-09-18,0.787987987987988
2023-09-19,0.8264264264264264
2023-09-20,0.787987987987988
2023-09-21,0.8648648648648648
2023-09-22,0.8264264264264264
2023-09-23,0.8072072072072072
2023-09-24,0.884084084084084
2023-09-25,0.7303303303303303
2023-09-26,0.8264264264264264
2023-09-27,0.8264264264264264
2023-09-28,0.8648648648648648
2023-09-29,0.787987987987988
2023-09-30,0.8072072072072072
2023-10-01,0.8072072072072072
2023-10-02,0.7303303303303303
2023-10-03,0.7687687687687688
2023-10-04,0.711111111111111
2023-10-05,0.8456456456456456
2023-10-06,0.960960960960961
2023-10-07,1.921921921921922
2023-10-08,1.037837837837838
2023-10-09,0.884084084084084
2023-10-10,0.8264264264264264
2023-10-11,0.9417417417417417
2023-10-12,0.9993993993993994
2023-10-13,0.8456456456456456
2023-10-14,1.0954954954954954
2023-10-15,0.8456456456456456
2023-10-16,0.8648648648648648
2023-10-17,0.884084084084084
2023-10-18,0.7687687687687688
2023-10-19,0.8264264264264264
2023-10-20,0.7303303303303303
2023-10-21,0.7303303303303303
2023-10-22,0.6726726726726726
2023-10-23,0.6534534534534534
2023-10-24,0.8072072072072072
2023-10-25,0.711111111111111
2023-10-26,0.711111111111111
2023-10-27,1.8834834834834835
2023-10-28,1.5183183183183182
2023-10-29,1.037837837837838
2023-10-30,0.8456456456456456
2023-10-31,0.8648648648648648
2023-11-01,0.787987987987988
2023-11-02,0.9033033033033032
2023-11-03,0.884084084084084
2023-11-04,0.9417417417417417
2023-11-05,0.7495495495495496
2023-11-06,0.787987987987988
2023-11-07,0.8456456456456456
2023-11-08,1.0186186186186186
2023-11-09,0.960960960960961
2023-11-10,0.884084084084084
2023-11-11,0.9033033033033032
2023-11-12,1.057057057057057
2023-11-13,0.9225225225225224
2023-11-14,0.8648648648648648
2023-11-15,0.8648648648648648
2023-11-16,0.9417417417417417
2023-11-17,0.9033033033033032
2023-11-18,0.8456456456456456
2023-11-19,0.960960960960961
2023-11-20,0.7687687687687688
2023-11-21,0.8072072072072072
2023-11-22,0.8648648648648648
2023-11-23,0.8264264264264264
2023-11-24,0.7687687687687688
2023-11-25,0.8072072072072072
2023-11-26,0.7495495495495496
2023-11-27,0.7303303303303303
2023-11-28,0.8456456456456456
2023-11-29,0.9801801801801802
2023-11-30,0.9993993993993994
2023-12-01,0.9225225225225224
2023-12-02,0.8456456456456456
2023-12-03,0.7495495495495496
2023-12-04,0.8648648648648648
2023-12-05,0.9225225225225224
2023-12-06,0.9225225225225224
2023-12-07,0.9993993993993994
2023-12-08,1.037837837837838
2023-12-09,1.3261261261261261
2023-12-10,1.1147147147147147
2023-12-11,0.9417417417417417
2023-12-12,0.9993993993993994
2023-12-13,0.8648648648648648
2023-12-14,0.960960960960961
2023-12-15,0.884084084084084
2023-12-16,0.8072072072072072
2023-12-17,0.884084084084084
2023-12-18,0.711111111111111
2023-12-19,0.787987987987988
2023-12-20,0.8648648648648648
2023-12-21,0.8264264264264264
2023-12-22,0.8264264264264264
2023-12-23,0.8744744744744745
2023-12-24,0.7975975975975975
2023-12-25,0.7783783783783784
2023-12-26,0.787987987987988
2023-12-27,0.787987987987988
2023-12-28,0.8264264264264264
2023-12-29,0.787987987987988
2023-12-30,0.8456456456456456
2023-12-31,0.7687687687687688
2024-01-01,0.787987987987988
2024-01-02,0.7303303303303303
2024-01-03,0.7783783783783784
2024-01-04,0.7687687687687688
2024-01-05,0.7975975975975975
2024-01-06,0.7783783783783784
2024-01-07,0.7975975975975975
2024-01-08,0.7687687687687688
2024-01-09,0.7495495495495494
2024-01-10,0.8072072072072072
2024-01-11,0.8168168168168168
2024-01-12,0.8936936936936937
2024-01-13,0.8168168168168168
2024-01-14,0.8072072072072072
2024-01-15,0.787987987987988
2024-01-16,0.7399399399399399
2024-01-17,0.7687687687687688
2024-01-18,0.787987987987988
2024-01-19,0.8264264264264264
2024-01-20,0.8552552552552553
2024-01-21,0.787987987987988
2024-01-22,0.787987987987988
2024-01-23,0.787987987987988
2024-01-24,0.787987987987988
2024-01-25,0.787987987987988
2024-01-26,0.787987987987988
2024-01-27,0.787987987987988
2024-01-28,0.787987987987988
2024-01-29,0.787987987987988
2024-01-30,0.787987987987988
2024-01-31,0.787987987987988
2024-02-01,0.787987987987988
2024-02-02,0.787987987987988
2024-02-03,0.787987987987988
2024-02-04,0.787987987987988
2024-02-05,1.575975975975976
2024-02-06,0.787987987987988
2024-02-07,0.787987987987988
2024-02-08,0.787987987987988
2024-02-09,0.787987987987988
2024-02-10,0.787987987987988
2024-02-11,0.787987987987988
2024-02-12,1.575975975975976
2024-02-13,0.787987987987988
2024-02-14,0.787987987987988
2024-02-15,0.787987987987988
2024-02-16,0.787987987987988
2024-02-17,0.787987987987988
2024-02-18,0.787987987987988
2024-02-19,0.787987987987988
2024-02-20,0.787987987987988
2024-02-21,0.787987987987988
2024-02-22,0.787987987987988
2024-02-23,0.787987987987988
2024-02-24,0.787987987987988
2024-02-25,0.787987987987988
2024-02-26,0.787987987987988
2024-02-27,0.787987987987988
2024-02-28,0.787987987987988
2024-02-29,0.787987987987988
2024-03-01,0.787987987987988
2024-03-02,0.787987987987988
2024-03-03,0.787987987987988
2024-03-04,0.787987987987988
2024-03-05,0.787987987987988
2024-03-06,0.787987987987988
2024-03-07,0.787987987987988
2024-03-08,0.787987987987988
2024-03-09,0.787987987987988
2024-03-10,0.787987987987988
2024-03-11,0.787987987987988
2024-03-12,0.787987987987988
2024-03-13,0.787987987987988
2024-03-14,0.787987987987988
2024-03-15,0.787987987987988
2024-03-16,0.787987987987988
2024-03-17,0.787987987987988
2024-03-18,0.787987987987988
2024-03-19,0.787987987987988
2024-03-20,0.787987987987988
2024-03-21,0.787987987987988
2024-03-22,8.667867867867868
2024-03-23,8.667867867867868
2024-03-24,7.091891891891891
2024-03-25,5.515915915915916
2024-03-26,3.93993993993994
2024-03-27,3.151951951951952
2024-03-28,3.151951951951952
2024-03-29,2.363963963963964
2024-03-30,2.363963963963964
2024-03-31,2.363963963963964
2024-04-01,2.363963963963964
2024-04-02,1.575975975975976
2024-04-03,1.575975975975976
2024-04-04,1.575975975975976
2024-04-05,8.667867867867868
2024-04-06,5.515915915915916
2024-04-07,3.93993993993994
2024-04-08,4.727927927927928
2024-04-09,3.93993993993994
2024-04-10,3.151951951951952
2024-04-11,3.151951951951952
2024-04-12,3.93993993993994
2024-04-13,5.515915915915916
2024-04-14,7.87987987987988
2024-04-15,5.515915915915916
2024-04-16,4.727927927927928
2024-04-17,3.93993993993994
2024-04-18,3.151951951951952
2024-04-19,4.727927927927928
2024-04-20,7.091891891891891
2024-04-21,4.727927927927928
2024-04-22,3.151951951951952
2024-04-23,3.151951951951952
2024-04-24,3.151951951951952
2024-04-25,3.151951951951952
2024-04-26,2.363963963963964
2024-04-27,2.363963963963964
2024-04-28,2.363963963963964
2024-04-29,2.363963963963964
2024-04-30,24.427627627627626
2024-05-01,23.63963963963964
2024-05-02,14.183783783783783
2024-05-03,18.91171171171171
2024-05-04,61.46306306306306
2024-05-05,78.7987987987988
2024-05-06,55.15915915915916
2024-05-07,34.67147147147147
2024-05-08,24.427627627627626
2024-05-09,21.275675675675675
2024-05-10,18.123723723723725
2024-05-11,15.75975975975976
2024-05-12,12.607807807807808
2024-05-13,9.455855855855855
2024-05-14,9.455855855855855
2024-05-15,7.87987987987988
2024-05-16,7.87987987987988
2024-05-17,7.091891891891891
2024-05-18,7.87987987987988
2024-05-19,7.87987987987988
2024-05-20,7.091891891891891
2024-05-21,6.303903903903904
2024-05-22,6.303903903903904
2024-05-23,5.515915915915916
2024-05-24,5.515915915915916
2024-05-25,5.515915915915916
2024-05-26,5.515915915915916
2024-05-27,4.727927927927928
2024-05-28,3.93993993993994
2024-05-29,4.727927927927928
2024-05-30,4.727927927927928
2024-05-31,4.727927927927928
2024-06-01,4.727927927927928
2024-06-02,3.93993993993994
2024-06-03,3.93993993993994
2024-06-04,3.93993993993994
2024-06-05,4.727927927927928
2024-06-06,5.515915915915916
2024-06-07,4.727927927927928
2024-06-08,5.515915915915916
2024-06-09,3.93993993993994
2024-06-10,3.93993993993994
2024-06-11,3.151951951951952
2024-06-12,3.151951951951952
2024-06-13,3.151951951951952
2024-06-14,3.151951951951952
2024-06-15,3.151951951951952
2024-06-16,3.151951951951952
2024-06-17,3.93993993993994
2024-06-18,3.151951951951952
2024-06-19,7.091891891891891
2024-06-20,26.003603603603604
2024-06-21,14.971771771771772
2024-06-22,10.243843843843843
2024-06-23,8.667867867867868
2024-06-24,7.091891891891891
2024-06-25,5.515915915915916
2024-06-26,4.727927927927928
2024-06-27,4.727927927927928
2024-06-28,3.93993993993994
2024-06-29,4.727927927927928
2024-06-30,3.93993993993994
2024-07-01,3.93993993993994
2024-07-02,3.151951951951952
2024-07-03,3.151951951951952
2024-07-04,4.727927927927928
2024-07-05,18.91171171171171
2024-07-06,10.243843843843843
2024-07-07,7.87987987987988
2024-07-08,5.515915915915916
2024-07-09,5.515915915915916
2024-07-10,4.727927927927928
2024-07-11,4.727927927927928
2024-07-12,5.515915915915916
2024-07-13,5.515915915915916
2024-07-14,3.93993993993994
2024-07-15,3.151951951951952
2024-07-16,3.151951951951952
2024-07-17,3.151951951951952
2024-07-18,3.93993993993994
2024-07-19,3.151951951951952
2024-07-20,3.151951951951952
2024-07-21,3.93993993993994
2024-07-22,3.151951951951952
2024-07-23,2.363963963963964
2024-07-24,3.151951951951952
2024-07-25,3.151951951951952
2024-07-26,3.151951951951952
2024-07-27,3.151951951951952
2024-07-28,3.151951951951952
2024-07-29,2.363963963963964
2024-07-30,2.363963963963964
2024-07-31,2.363963963963964
2024-08-01,2.363963963963964
2024-08-02,2.363963963963964
2024-08-03,2.363963963963964
2024-08-04,2.363963963963964
2024-08-05,2.363963963963964
2024-08-06,2.363963963963964
2024-08-07,2.363963963963964
2024-08-08,2.363963963963964
2024-08-09,2.363963963963964
2024-08-10,2.363963963963964
2024-08-11,2.363963963963964
2024-08-12,1.575975975975976
2024-08-13,1.575975975975976
2024-08-14,2.363963963963964
2024-08-15,2.363963963963964
2024-08-16,2.363963963963964
2024-08-17,2.363963963963964
2024-08-18,2.7579579579579576
2024-08-19,0.787987987987988
2024-08-20,0.787987987987988
2024-08-21,2.7579579579579576
2024-08-22,0.787987987987988
2024-08-23,2.7579579579579576
2024-08-24,2.7579579579579576
2024-08-25,2.7579579579579576
2024-08-26,0.787987987987988
2024-08-27,0.787987987987988
2024-08-28,0.787987987987988
2024-08-29,0.787987987987988
2024-08-30,0.787987987987988
2024-08-31,0.787987987987988
2024-09-01,0.787987987987988
2024-09-02,0.787987987987988
2024-09-03,0.787987987987988
2024-09-04,0.787987987987988
2024-09-05,0.787987987987988
