Time,arizona_basketball
2022-01-01,2.0
2022-01-02,3.0
2022-01-03,4.0
2022-01-04,7.0
2022-01-05,3.0
2022-01-06,2.0
2022-01-07,3.0
2022-01-08,5.0
2022-01-09,4.0
2022-01-10,3.0
2022-01-11,2.0
2022-01-12,3.0
2022-01-13,3.0
2022-01-14,7.0
2022-01-15,6.0
2022-01-16,8.0
2022-01-17,5.0
2022-01-18,4.0
2022-01-19,3.0
2022-01-20,4.0
2022-01-21,10.0
2022-01-22,7.0
2022-01-23,10.0
2022-01-24,7.0
2022-01-25,8.0
2022-01-26,15.0
2022-01-27,4.0
2022-01-28,3.0
2022-01-29,18.0
2022-01-30,7.0
2022-01-31,3.0
2022-02-01,3.0
2022-02-02,3.0
2022-02-03,6.0
2022-02-04,18.0
2022-02-05,14.0
2022-02-06,15.0
2022-02-07,7.0
2022-02-08,13.0
2022-02-09,4.0
2022-02-10,4.0
2022-02-11,11.0
2022-02-12,9.0
2022-02-13,10.0
2022-02-14,3.0
2022-02-15,3.0
2022-02-16,3.0
2022-02-17,5.0
2022-02-18,10.0
2022-02-19,9.0
2022-02-20,23.0
2022-02-21,7.0
2022-02-22,9.0
2022-02-23,6.0
2022-02-24,6.0
2022-02-25,14.0
2022-02-26,10.0
2022-02-27,21.0
2022-02-28,4.0
2022-03-01,6.0
2022-03-02,15.0
2022-03-03,7.0
2022-03-04,12.0
2022-03-05,12.0
2022-03-06,9.0
2022-03-07,4.0
2022-03-08,4.0
2022-03-09,9.0
2022-03-10,15.0
2022-03-11,11.0
2022-03-12,29.0
2022-03-13,41.0
2022-03-14,20.0
2022-03-15,16.0
2022-03-16,18.0
2022-03-17,23.0
2022-03-18,22.0
2022-03-19,39.0
2022-03-20,36.0
2022-03-21,100.0
2022-03-22,19.0
2022-03-23,8.0
2022-03-24,16.0
2022-03-25,80.0
2022-03-26,11.0
2022-03-27,7.0
2022-03-28,3.0
2022-03-29,2.0
2022-03-30,2.0
2022-03-31,2.0
2022-04-01,2.0
2022-04-02,3.0
2022-04-03,3.0
2022-04-04,2.0
2022-04-05,3.0
2022-04-06,1.0
2022-04-07,1.0
2022-04-08,1.0
2022-04-09,1.0
2022-04-10,1.0
2022-04-11,1.0
2022-04-12,1.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,1.0
2022-04-16,1.0
2022-04-17,1.0
2022-04-18,1.0
2022-04-19,1.0
2022-04-20,1.0
2022-04-21,1.0
2022-04-22,1.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,1.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,1.0
2022-05-14,1.0
2022-05-15,1.0
2022-05-16,1.0
2022-05-17,2.0
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,1.0
2022-05-21,1.0
2022-05-22,1.0
2022-05-23,1.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,1.0
2022-05-28,1.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,1.0
2022-06-02,1.0
2022-06-03,1.0
2022-06-04,1.0
2022-06-05,1.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,1.0
2022-06-09,1.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,2.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.0
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,0.5
2022-09-08,1.0
2022-09-09,0.5
2022-09-10,1.0
2022-09-11,1.0
2022-09-12,1.0
2022-09-13,1.0
2022-09-14,0.5
2022-09-15,1.0
2022-09-16,1.0
2022-09-17,1.0
2022-09-18,1.0
2022-09-19,1.0
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,0.5
2022-09-24,1.0
2022-09-25,1.0
2022-09-26,1.0
2022-09-27,1.0
2022-09-28,2.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-01,2.0
2022-10-02,1.0
2022-10-03,1.0
2022-10-04,1.0
2022-10-05,1.0
2022-10-06,1.0
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,1.0
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-15,1.0
2022-10-16,1.0
2022-10-17,1.0
2022-10-18,1.0
2022-10-19,1.0
2022-10-20,1.0
2022-10-21,1.0
2022-10-22,1.0
2022-10-23,1.0
2022-10-24,1.0
2022-10-25,2.0
2022-10-26,1.0
2022-10-27,2.0
2022-10-28,2.0
2022-10-29,2.0
2022-10-30,1.0
2022-10-31,2.0
2022-11-01,2.0
2022-11-02,4.0
2022-11-03,3.0
2022-11-04,2.0
2022-11-05,2.0
2022-11-06,2.0
2022-11-07,3.0
2022-11-08,8.0
2022-11-09,4.0
2022-11-10,4.0
2022-11-11,7.0
2022-11-12,9.0
2022-11-13,5.0
2022-11-14,4.0
2022-11-15,3.0
2022-11-16,3.0
2022-11-17,6.0
2022-11-18,10.0
2022-11-19,5.0
2022-11-20,4.0
2022-11-21,5.0
2022-11-22,14.0
2022-11-23,28.0
2022-11-24,12.0
2022-11-25,6.0
2022-11-26,5.0
2022-11-27,4.0
2022-11-28,4.0
2022-11-29,3.0
2022-11-30,3.0
2022-12-01,6.0
2022-12-02,15.0
2022-12-03,4.0
2022-12-04,8.0
2022-12-05,5.0
2022-12-06,3.0
2022-12-07,4.0
2022-12-08,5.0
2022-12-09,4.0
2022-12-10,10.0
2022-12-11,26.0
2022-12-12,6.0
2022-12-13,8.0
2022-12-14,8.0
2022-12-15,4.0
2022-12-16,3.0
2022-12-17,7.0
2022-12-18,18.0
2022-12-19,7.0
2022-12-20,5.0
2022-12-21,8.0
2022-12-22,8.0
2022-12-23,7.0
2022-12-24,3.0
2022-12-25,2.0
2022-12-26,3.0
2022-12-27,3.0
2022-12-28,3.0
2022-12-29,4.0
2022-12-30,4.0
2022-12-31,16.0
2023-01-01,5.0
2023-01-02,4.0
2023-01-03,3.0
2023-01-04,3.0
2023-01-05,5.0
2023-01-06,15.0
2023-01-07,12.0
2023-01-08,10.0
2023-01-09,4.0
2023-01-10,3.0
2023-01-11,3.0
2023-01-12,5.0
2023-01-13,10.0
2023-01-14,10.0
2023-01-15,11.0
2023-01-16,4.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,5.0
2023-01-20,14.0
2023-01-21,17.0
2023-01-22,8.0
2023-01-23,3.0
2023-01-24,3.0
2023-01-25,3.0
2023-01-26,5.0
2023-01-27,15.0
2023-01-28,11.0
2023-01-29,10.0
2023-01-30,3.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,6.0
2023-02-03,14.0
2023-02-04,9.0
2023-02-05,16.0
2023-02-06,4.0
2023-02-07,4.0
2023-02-08,3.0
2023-02-09,5.0
2023-02-10,14.0
2023-02-11,9.0
2023-02-12,17.0
2023-02-13,3.0
2023-02-14,3.0
2023-02-15,3.0
2023-02-16,6.0
2023-02-17,14.0
2023-02-18,11.0
2023-02-19,16.0
2023-02-20,5.0
2023-02-21,3.0
2023-02-22,4.0
2023-02-23,4.0
2023-02-24,6.0
2023-02-25,27.0
2023-02-26,12.0
2023-02-27,4.0
2023-02-28,4.0
2023-03-01,4.0
2023-03-02,7.0
2023-03-03,17.0
2023-03-04,9.0
2023-03-05,22.0
2023-03-06,4.0
2023-03-07,4.0
2023-03-08,7.0
2023-03-09,15.0
2023-03-10,25.0
2023-03-11,38.0
2023-03-12,44.0
2023-03-13,20.0
2023-03-14,16.0
2023-03-15,24.0
2023-03-16,100.0
2023-03-17,43.0
2023-03-18,34.0
2023-03-19,13.0
2023-03-20,7.0
2023-03-21,3.0
2023-03-22,3.0
2023-03-23,3.0
2023-03-24,4.0
2023-03-25,5.0
2023-03-26,4.0
2023-03-27,3.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,2.0
2023-04-01,3.0
2023-04-02,4.0
2023-04-03,2.0
2023-04-04,4.0
2023-04-05,2.0
2023-04-06,2.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,2.0
2023-04-12,2.0
2023-04-13,2.0
2023-04-14,1.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,2.0
2023-04-18,2.0
2023-04-19,2.0
2023-04-20,1.0
2023-04-21,2.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0
2023-04-27,1.0
2023-04-28,1.0
2023-04-29,1.0
2023-04-30,1.0
2023-05-01,1.0
2023-05-02,1.0
2023-05-03,1.0
2023-05-04,1.5
2023-05-05,1.0
2023-05-06,1.625
2023-05-07,1.625
2023-05-08,1.0
2023-05-09,1.0
2023-05-10,1.0
2023-05-11,1.625
2023-05-12,1.0
2023-05-13,1.0
2023-05-14,1.625
2023-05-15,1.625
2023-05-16,1.625
2023-05-17,1.75
2023-05-18,1.0
2023-05-19,1.625
2023-05-20,1.625
2023-05-21,1.625
2023-05-22,1.625
2023-05-23,1.0
2023-05-24,1.0
2023-05-25,1.0
2023-05-26,1.0
2023-05-27,1.0
2023-05-28,1.25
2023-05-29,0.75
2023-05-30,1.75
2023-05-31,1.75
2023-06-01,1.5
2023-06-02,1.25
2023-06-03,1.25
2023-06-04,1.0
2023-06-05,1.0
2023-06-06,0.75
2023-06-07,1.0
2023-06-08,0.75
2023-06-09,1.0
2023-06-10,1.0
2023-06-11,0.75
2023-06-12,0.75
2023-06-13,1.0
2023-06-14,1.25
2023-06-15,0.75
2023-06-16,1.0
2023-06-17,0.75
2023-06-18,0.75
2023-06-19,0.5
2023-06-20,0.75
2023-06-21,0.5
2023-06-22,1.0
2023-06-23,1.25
2023-06-24,1.0
2023-06-25,1.25
2023-06-26,0.75
2023-06-27,0.75
2023-06-28,0.75
2023-06-29,0.75
2023-06-30,0.75
2023-07-01,1.0
2023-07-02,0.75
2023-07-03,1.0
2023-07-04,0.75
2023-07-05,0.25
2023-07-06,0.75
2023-07-07,1.0
2023-07-08,0.5
2023-07-09,0.5
2023-07-10,0.75
2023-07-11,0.75
2023-07-12,0.5
2023-07-13,0.75
2023-07-14,0.75
2023-07-15,0.5
2023-07-16,0.75
2023-07-17,0.5
2023-07-18,0.75
2023-07-19,0.75
2023-07-20,0.25
2023-07-21,0.75
2023-07-22,0.75
2023-07-23,0.75
2023-07-24,0.5
2023-07-25,1.0
2023-07-26,0.75
2023-07-27,0.75
2023-07-28,0.5
2023-07-29,0.75
2023-07-30,0.5
2023-07-31,0.75
2023-08-01,0.75
2023-08-02,0.5
2023-08-03,1.0
2023-08-04,1.25
2023-08-05,1.25
2023-08-06,0.75
2023-08-07,0.5
2023-08-08,1.0
2023-08-09,0.75
2023-08-10,0.75
2023-08-11,0.75
2023-08-12,0.75
2023-08-13,0.75
2023-08-14,1.0
2023-08-15,1.0
2023-08-16,1.0
2023-08-17,1.5
2023-08-18,1.0
2023-08-19,1.0
2023-08-20,1.0
2023-08-21,0.75
2023-08-22,0.75
2023-08-23,0.75
2023-08-24,1.0
2023-08-25,0.75
2023-08-26,1.0
2023-08-27,0.75
2023-08-28,0.5
2023-08-29,0.5
2023-08-30,0.75
2023-08-31,0.75
2023-09-01,0.5
2023-09-02,0.5
2023-09-03,0.75
2023-09-04,0.75
2023-09-05,0.5
2023-09-06,0.75
2023-09-07,0.5
2023-09-08,0.5
2023-09-09,1.0
2023-09-10,0.75
2023-09-11,0.5
2023-09-12,0.75
2023-09-13,0.75
2023-09-14,0.75
2023-09-15,0.5
2023-09-16,0.75
2023-09-17,0.75
2023-09-18,0.75
2023-09-19,0.5
2023-09-20,1.0
2023-09-21,0.75
2023-09-22,0.5
2023-09-23,1.0
2023-09-24,1.0
2023-09-25,0.75
2023-09-26,1.0
2023-09-27,1.0
2023-09-28,0.75
2023-09-29,1.0
2023-09-30,1.25
2023-10-01,1.0
2023-10-02,0.75
2023-10-03,0.75
2023-10-04,1.0
2023-10-05,1.0
2023-10-06,1.0
2023-10-07,1.0
2023-10-08,1.5
2023-10-09,0.75
2023-10-10,0.75
2023-10-11,0.75
2023-10-12,0.75
2023-10-13,0.75
2023-10-14,0.75
2023-10-15,1.25
2023-10-16,1.5
2023-10-17,0.75
2023-10-18,1.0
2023-10-19,1.25
2023-10-20,1.25
2023-10-21,3.0
2023-10-22,1.0
2023-10-23,1.0
2023-10-24,1.25
2023-10-25,1.25
2023-10-26,1.5
2023-10-27,1.25
2023-10-28,1.75
2023-10-29,1.75
2023-10-30,1.75
2023-10-31,2.75
2023-11-01,1.75
2023-11-02,2.0
2023-11-03,1.5
2023-11-04,1.75
2023-11-05,1.75
2023-11-06,3.25
2023-11-07,7.75
2023-11-08,4.25
2023-11-09,5.75
2023-11-10,6.5
2023-11-11,25.0
2023-11-12,5.25
2023-11-13,5.5
2023-11-14,6.5
2023-11-15,4.25
2023-11-16,3.75
2023-11-17,5.0
2023-11-18,9.5
2023-11-19,5.25
2023-11-20,5.5
2023-11-21,3.25
2023-11-22,4.75
2023-11-23,21.5
2023-11-24,13.25
2023-11-25,5.5
2023-11-26,3.25
2023-11-27,3.0
2023-11-28,2.5
2023-11-29,2.75
2023-11-30,3.25
2023-12-01,2.5
2023-12-02,8.75
2023-12-03,6.0
2023-12-04,4.25
2023-12-05,4.0
2023-12-06,4.0
2023-12-07,4.75
2023-12-08,3.75
2023-12-09,16.5
2023-12-10,8.25
2023-12-11,3.5
2023-12-12,3.0
2023-12-13,3.25
2023-12-14,4.0
2023-12-15,3.75
2023-12-16,24.5
2023-12-17,9.25
2023-12-18,3.75
2023-12-19,2.75
2023-12-20,4.75
2023-12-21,16.25
2023-12-22,4.162271805273834
2023-12-23,17.79437119675456
2023-12-24,6.098123732251521
2023-12-25,2.726419878296146
2023-12-26,2.081135902636917
2023-12-27,2.081135902636917
2023-12-28,2.206135902636917
2023-12-29,5.973123732251521
2023-12-30,10.260395537525355
2023-12-31,8.699543610547668
2024-01-01,5.973123732251521
2024-01-02,2.601419878296146
2024-01-03,2.726419878296146
2024-01-04,4.412271805273834
2024-01-05,12.34153144016227
2024-01-06,6.888691683569979
2024-01-07,10.135395537525355
2024-01-08,2.206135902636917
2024-01-09,2.206135902636917
2024-01-10,2.726419878296146
2024-01-11,3.641987829614604
2024-01-12,4.807555780933063
2024-01-13,6.49340770791075
2024-01-14,7.533975659229208
2024-01-15,2.851419878296146
2024-01-16,2.081135902636917
2024-01-17,4.162271805273834
2024-01-18,12.8618154158215
