Time,f1
2022-06-18,32.0
2022-06-19,59.0
2022-06-20,17.0
2022-06-21,11.0
2022-06-22,10.0
2022-06-23,9.0
2022-06-24,10.0
2022-06-25,11.0
2022-06-26,13.0
2022-06-27,10.0
2022-06-28,11.0
2022-06-29,11.0
2022-06-30,10.0
2022-07-01,15.0
2022-07-02,27.0
2022-07-03,70.0
2022-07-04,29.0
2022-07-05,15.0
2022-07-06,11.0
2022-07-07,12.0
2022-07-08,21.0
2022-07-09,32.0
2022-07-10,51.0
2022-07-11,14.0
2022-07-12,11.0
2022-07-13,10.0
2022-07-14,10.0
2022-07-15,11.0
2022-07-16,13.0
2022-07-17,14.0
2022-07-18,10.0
2022-07-19,10.0
2022-07-20,10.0
2022-07-21,10.0
2022-07-22,14.0
2022-07-23,22.0
2022-07-24,44.0
2022-07-25,14.0
2022-07-26,10.0
2022-07-27,9.0
2022-07-28,11.0
2022-07-29,13.0
2022-07-30,25.0
2022-07-31,47.0
2022-08-01,17.0
2022-08-02,13.0
2022-08-03,10.0
2022-08-04,10.0
2022-08-05,11.0
2022-08-06,12.0
2022-08-07,12.0
2022-08-08,10.0
2022-08-09,11.0
2022-08-10,8.0
2022-08-11,9.0
2022-08-12,8.0
2022-08-13,9.0
2022-08-14,10.0
2022-08-15,8.0
2022-08-16,8.0
2022-08-17,8.0
2022-08-18,8.0
2022-08-19,9.0
2022-08-20,10.0
2022-08-21,13.0
2022-08-22,9.0
2022-08-23,9.0
2022-08-24,10.0
2022-08-25,11.0
2022-08-26,16.0
2022-08-27,26.0
2022-08-28,43.0
2022-08-29,12.831658291457286
2022-08-30,9.974874371859297
2022-08-31,9.522613065326633
2022-09-01,9.022613065326633
2022-09-02,11.879396984924622
2022-09-03,19.949748743718594
2022-09-04,36.59045226130653
2022-09-05,12.831658291457286
2022-09-06,9.022613065326633
2022-09-07,8.070351758793969
2022-09-08,8.070351758793969
2022-09-09,10.92713567839196
2022-09-10,23.758793969849243
2022-09-11,35.63819095477387
2022-09-12,10.92713567839196
2022-09-13,8.570351758793969
2022-09-14,8.070351758793969
2022-09-15,8.070351758793969
2022-09-16,9.022613065326633
2022-09-17,10.92713567839196
2022-09-18,10.92713567839196
2022-09-19,8.070351758793969
2022-09-20,9.022613065326633
2022-09-21,8.070351758793969
2022-09-22,8.070351758793969
2022-09-23,9.022613065326633
2022-09-24,9.974874371859297
2022-09-25,10.92713567839196
2022-09-26,7.118090452261306
2022-09-27,7.118090452261306
2022-09-28,7.236180904522612
2022-09-29,7.236180904522612
2022-09-30,10.854271356783919
2022-10-01,18.994974874371856
2022-10-02,42.51256281407035
2022-10-03,12.663316582914572
2022-10-04,9.045226130653266
2022-10-05,9.949748743718592
2022-10-06,9.045226130653266
2022-10-07,11.758793969849245
2022-10-08,22.613065326633162
2022-10-09,43.417085427135675
2022-10-10,12.663316582914572
2022-10-11,9.045226130653266
2022-10-12,9.045226130653266
2022-10-13,10.854271356783919
2022-10-14,8.140703517587939
2022-10-15,9.949748743718592
2022-10-16,10.854271356783919
2022-10-17,9.045226130653266
2022-10-18,9.045226130653266
2022-10-19,9.045226130653266
2022-10-20,9.949748743718592
2022-10-21,19.899497487437184
2022-10-22,31.65829145728643
2022-10-23,57.8894472361809
2022-10-24,18.994974874371856
2022-10-25,10.854271356783919
2022-10-26,10.854271356783919
2022-10-27,9.949748743718592
2022-10-28,11.758793969849245
2022-10-29,19.899497487437184
2022-10-30,39.79899497487437
2022-10-31,13.567839195979898
2022-11-01,9.045226130653266
2022-11-02,9.045226130653266
2022-11-03,9.045226130653266
2022-11-04,9.949748743718592
2022-11-05,10.854271356783919
2022-11-06,13.567839195979898
2022-11-07,8.140703517587939
2022-11-08,7.236180904522612
2022-11-09,6.331658291457286
2022-11-10,7.236180904522612
2022-11-11,14.472361809045225
2022-11-12,26.23115577889447
2022-11-13,40.70351758793969
2022-11-14,14.472361809045225
2022-11-15,9.949748743718592
2022-11-16,8.140703517587939
2022-11-17,9.949748743718592
2022-11-18,11.758793969849245
2022-11-19,18.09045226130653
2022-11-20,35.27638190954774
2022-11-21,12.663316582914572
2022-11-22,9.045226130653266
2022-11-23,9.949748743718592
2022-11-24,9.045226130653266
2022-11-25,8.140703517587939
2022-11-26,7.236180904522612
2022-11-27,8.140703517587939
2022-11-28,7.236180904522612
2022-11-29,7.236180904522612
2022-11-30,6.331658291457286
2022-12-01,6.331658291457286
2022-12-02,6.331658291457286
2022-12-03,5.427135678391959
2022-12-04,5.427135678391959
2022-12-05,5.427135678391959
2022-12-06,5.427135678391959
2022-12-07,6.331658291457286
2022-12-08,5.427135678391959
2022-12-09,5.427135678391959
2022-12-10,5.427135678391959
2022-12-11,5.427135678391959
2022-12-12,5.427135678391959
2022-12-13,5.427135678391959
2022-12-14,5.427135678391959
2022-12-15,6.331658291457286
2022-12-16,5.427135678391959
2022-12-17,5.427135678391959
2022-12-18,5.427135678391959
2022-12-19,5.427135678391959
2022-12-20,5.427135678391959
2022-12-21,5.427135678391959
2022-12-22,4.522613065326633
2022-12-23,5.427135678391959
2022-12-24,5.427135678391959
2022-12-25,6.331658291457286
2022-12-26,5.427135678391959
2022-12-27,5.427135678391959
2022-12-28,5.427135678391959
2022-12-29,5.427135678391959
2022-12-30,5.427135678391959
2022-12-31,4.522613065326633
2023-01-01,5.427135678391959
2023-01-02,5.427135678391959
2023-01-03,5.427135678391959
2023-01-04,5.427135678391959
2023-01-05,6.331658291457286
2023-01-06,6.331658291457286
2023-01-07,5.427135678391959
2023-01-08,6.331658291457286
2023-01-09,5.427135678391959
2023-01-10,5.427135678391959
2023-01-11,5.427135678391959
2023-01-12,5.427135678391959
2023-01-13,5.427135678391959
2023-01-14,6.331658291457286
2023-01-15,6.331658291457286
2023-01-16,5.427135678391959
2023-01-17,6.331658291457286
2023-01-18,6.331658291457286
2023-01-19,6.331658291457286
2023-01-20,5.427135678391959
2023-01-21,5.427135678391959
2023-01-22,6.331658291457286
2023-01-23,5.427135678391959
2023-01-24,6.331658291457286
2023-01-25,5.427135678391959
2023-01-26,5.427135678391959
2023-01-27,6.331658291457286
2023-01-28,6.331658291457286
2023-01-29,6.331658291457286
2023-01-30,6.331658291457286
2023-01-31,6.331658291457286
2023-02-01,6.331658291457286
2023-02-02,6.331658291457286
2023-02-03,9.949748743718592
2023-02-04,7.236180904522612
2023-02-05,7.236180904522612
2023-02-06,8.140703517587939
2023-02-07,7.236180904522612
2023-02-08,7.236180904522612
2023-02-09,6.331658291457286
2023-02-10,6.331658291457286
2023-02-11,7.236180904522612
2023-02-12,8.140703517587939
2023-02-13,8.140703517587939
2023-02-14,9.045226130653266
2023-02-15,9.045226130653266
2023-02-16,8.140703517587939
2023-02-17,9.045226130653266
2023-02-18,7.236180904522612
2023-02-19,8.140703517587939
2023-02-20,8.140703517587939
2023-02-21,9.045226130653266
2023-02-22,9.045226130653266
2023-02-23,12.663316582914572
2023-02-24,13.567839195979898
2023-02-25,25.326633165829143
2023-02-26,24.42211055276382
2023-02-27,20.804020100502512
2023-02-28,18.09045226130653
2023-03-01,16.281407035175878
2023-03-02,18.09045226130653
2023-03-03,27.135678391959797
2023-03-04,48.84422110552764
2023-03-05,71.4572864321608
2023-03-06,22.613065326633162
2023-03-07,14.472361809045225
2023-03-08,13.567839195979898
2023-03-09,12.663316582914572
2023-03-10,12.663316582914572
2023-03-11,14.472361809045225
2023-03-12,16.281407035175878
2023-03-13,9.949748743718592
2023-03-14,10.854271356783919
2023-03-15,10.854271356783919
2023-03-16,11.758793969849245
2023-03-17,17.185929648241206
2023-03-18,37.08542713567839
2023-03-19,75.0753768844221
2023-03-20,21.708542713567837
2023-03-21,11.758793969849245
2023-03-22,10.854271356783919
2023-03-23,10.854271356783919
2023-03-24,10.854271356783919
2023-03-25,12.663316582914572
2023-03-26,14.472361809045225
2023-03-27,9.949748743718592
2023-03-28,9.949748743718592
2023-03-29,9.949748743718592
2023-03-30,11.758793969849245
2023-03-31,16.281407035175878
2023-04-01,30.753768844221103
2023-04-02,58.793969849246224
2023-04-03,15.376884422110551
2023-04-04,9.949748743718592
2023-04-05,10.854271356783919
2023-04-06,9.949748743718592
2023-04-07,9.949748743718592
2023-04-08,10.854271356783919
2023-04-09,11.758793969849245
2023-04-10,9.949748743718592
2023-04-11,9.045226130653266
2023-04-12,9.045226130653266
2023-04-13,8.140703517587939
2023-04-14,9.949748743718592
2023-04-15,10.854271356783919
2023-04-16,12.663316582914572
2023-04-17,9.045226130653266
2023-04-18,8.140703517587939
2023-04-19,8.140703517587939
2023-04-20,8.140703517587939
2023-04-21,9.045226130653266
2023-04-22,10.854271356783919
2023-04-23,10.854271356783919
2023-04-24,8.140703517587939
2023-04-25,8.140703517587939
2023-04-26,8.786791098348885
2023-04-27,9.497487437185928
2023-04-28,18.73653984206748
2023-04-29,31.012203876525483
2023-04-30,41.41421392677674
2023-05-01,14.343144292893037
2023-05-02,9.949748743718592
2023-05-03,11.112706389088299
2023-05-04,11.564967695620961
2023-05-05,21.06245513280689
2023-05-06,40.96195262024408
2023-05-07,90.71069633883704
2023-05-08,25.45585068198133
2023-05-09,11.112706389088299
2023-05-10,9.949748743718592
2023-05-11,9.949748743718592
2023-05-12,9.949748743718592
2023-05-13,11.564967695620961
2023-05-14,11.564967695620961
2023-05-15,9.497487437185928
2023-05-16,8.786791098348885
2023-05-17,12.727925340990666
2023-05-18,8.786791098348885
2023-05-19,8.786791098348885
2023-05-20,11.112706389088299
2023-05-21,12.727925340990666
2023-05-22,8.786791098348885
2023-05-23,8.334529791816223
2023-05-24,8.786791098348885
2023-05-25,9.949748743718592
2023-05-26,12.792534099066762
2023-05-27,29.849246231155778
2023-05-28,56.855707106963386
2023-05-29,15.635319454414931
2023-05-30,9.949748743718592
2023-05-31,9.949748743718592
2023-06-01,9.949748743718592
2023-06-02,11.371141421392677
2023-06-03,25.585068198133524
2023-06-04,46.90595836324479
2023-06-05,11.371141421392677
2023-06-06,9.949748743718592
2023-06-07,9.949748743718592
2023-06-08,9.949748743718592
2023-06-09,9.949748743718592
2023-06-10,9.949748743718592
2023-06-11,11.371141421392677
2023-06-12,9.949748743718592
2023-06-13,8.528356066044507
2023-06-14,9.949748743718592
2023-06-15,9.949748743718592
2023-06-16,14.213926776740847
2023-06-17,28.427853553481693
2023-06-18,54.01292175161522
2023-06-19,15.635319454414931
2023-06-20,9.949748743718592
2023-06-21,9.949748743718592
2023-06-22,8.528356066044507
2023-06-23,8.528356066044507
2023-06-24,11.371141421392677
2023-06-25,11.371141421392677
2023-06-26,8.528356066044507
2023-06-27,8.528356066044507
2023-06-28,8.528356066044507
2023-06-29,9.949748743718592
2023-06-30,15.635319454414931
2023-07-01,25.585068198133524
2023-07-02,41.22038765254845
2023-07-03,12.792534099066762
2023-07-04,11.371141421392677
2023-07-05,9.949748743718592
2023-07-06,9.949748743718592
2023-07-07,12.792534099066762
2023-07-08,25.585068198133524
2023-07-09,46.90595836324479
2023-07-10,14.213926776740847
2023-07-11,15.635319454414931
2023-07-12,11.371141421392677
2023-07-13,9.949748743718592
2023-07-14,9.949748743718592
2023-07-15,12.792534099066762
2023-07-16,12.792534099066762
2023-07-17,9.949748743718592
2023-07-18,9.949748743718592
2023-07-19,8.528356066044507
2023-07-20,9.949748743718592
2023-07-21,12.792534099066762
2023-07-22,27.00646087580761
2023-07-23,46.90595836324479
2023-07-24,14.213926776740847
2023-07-25,9.949748743718592
2023-07-26,9.949748743718592
2023-07-27,9.949748743718592
2023-07-28,18.4781048097631
2023-07-29,32.692031586503944
2023-07-30,39.79899497487437
2023-07-31,12.792534099066762
2023-08-01,9.949748743718592
2023-08-02,8.528356066044507
2023-08-03,8.528356066044507
2023-08-04,8.528356066044507
2023-08-05,9.949748743718592
2023-08-06,11.371141421392677
2023-08-07,8.528356066044507
2023-08-08,8.528356066044507
2023-08-09,7.106963388370423
2023-08-10,8.528356066044507
2023-08-11,8.528356066044507
2023-08-12,8.528356066044507
2023-08-13,9.949748743718592
2023-08-14,7.106963388370423
2023-08-15,7.106963388370423
2023-08-16,7.106963388370423
2023-08-17,7.106963388370423
2023-08-18,8.528356066044507
2023-08-19,9.949748743718592
2023-08-20,9.949748743718592
2023-08-21,8.528356066044507
2023-08-22,8.528356066044507
2023-08-23,8.528356066044507
2023-08-24,8.528356066044507
2023-08-25,11.371141421392677
2023-08-26,21.32089016511127
2023-08-27,41.22038765254845
2023-08-28,11.371141421392677
2023-08-29,9.949748743718592
2023-08-30,8.528356066044507
2023-08-31,9.949748743718592
2023-09-01,12.792534099066762
2023-09-02,21.32089016511127
2023-09-03,39.79899497487437
2023-09-04,12.792534099066762
2023-09-05,9.949748743718592
2023-09-06,9.949748743718592
2023-09-07,8.528356066044507
2023-09-08,9.949748743718592
2023-09-09,9.949748743718592
2023-09-10,11.371141421392677
2023-09-11,8.528356066044507
2023-09-12,8.528356066044507
2023-09-13,8.528356066044507
2023-09-14,8.528356066044507
2023-09-15,11.371141421392677
2023-09-16,24.16367552045944
2023-09-17,44.06317300789662
2023-09-18,14.213926776740847
2023-09-19,9.949748743718592
2023-09-20,9.949748743718592
2023-09-21,11.371141421392677
2023-09-22,14.213926776740847
2023-09-23,24.16367552045944
2023-09-24,38.37760229720028
2023-09-25,12.792534099066762
2023-09-26,9.949748743718592
2023-09-27,8.528356066044507
2023-09-28,9.949748743718592
2023-09-29,11.371141421392677
2023-09-30,11.371141421392677
2023-10-01,11.371141421392677
2023-10-02,9.949748743718592
2023-10-03,9.949748743718592
2023-10-04,9.949748743718592
2023-10-05,9.949748743718592
2023-10-06,17.056712132089014
2023-10-07,31.270638908829863
2023-10-08,41.22038765254845
2023-10-09,14.213926776740847
2023-10-10,11.371141421392677
2023-10-11,8.528356066044507
2023-10-12,9.949748743718592
2023-10-13,9.949748743718592
2023-10-14,11.371141421392677
2023-10-15,12.792534099066762
2023-10-16,9.949748743718592
2023-10-17,9.949748743718592
2023-10-18,9.949748743718592
2023-10-19,12.792534099066762
2023-10-20,25.585068198133524
2023-10-21,39.79899497487437
2023-10-22,58.27709978463747
2023-10-23,29.849246231155778
2023-10-24,11.371141421392677
2023-10-25,11.371141421392677
2023-10-26,11.371141421392677
2023-10-27,14.213926776740847
2023-10-28,25.585068198133524
2023-10-29,49.74874371859296
2023-10-30,19.899497487437184
2023-10-31,11.371141421392677
2023-11-01,9.949748743718592
2023-11-02,11.371141421392677
2023-11-03,17.056712132089014
2023-11-04,28.427853553481693
2023-11-05,45.48456568557071
2023-11-06,19.899497487437184
2023-11-07,12.792534099066762
2023-11-08,12.792534099066762
2023-11-09,12.792534099066762
2023-11-10,18.4781048097631
2023-11-11,19.899497487437184
2023-11-12,21.32089016511127
2023-11-13,19.899497487437184
2023-11-14,19.899497487437184
2023-11-15,22.742282842785354
2023-11-16,31.270638908829863
2023-11-17,62.541277817659726
2023-11-18,89.54773869346734
2023-11-19,142.13926776740846
2023-11-20,32.692031586503944
2023-11-21,17.056712132089014
2023-11-22,14.213926776740847
2023-11-23,15.635319454414931
2023-11-24,18.4781048097631
2023-11-25,25.585068198133524
2023-11-26,44.06317300789662
2023-11-27,17.056712132089014
2023-11-28,11.371141421392677
2023-11-29,9.949748743718592
2023-11-30,8.528356066044507
2023-12-01,8.528356066044507
2023-12-02,9.949748743718592
2023-12-03,8.528356066044507
2023-12-04,7.106963388370423
2023-12-05,8.528356066044507
2023-12-06,8.528356066044507
2023-12-07,8.528356066044507
2023-12-08,7.106963388370423
2023-12-09,7.106963388370423
2023-12-10,7.106963388370423
2023-12-11,7.106963388370423
2023-12-12,7.106963388370423
2023-12-13,7.106963388370423
2023-12-14,7.106963388370423
2023-12-15,7.106963388370423
2023-12-16,7.106963388370423
2023-12-17,8.528356066044507
2023-12-18,7.106963388370423
2023-12-19,7.106963388370423
2023-12-20,7.106963388370423
2023-12-21,7.106963388370423
2023-12-22,6.712132089016511
2023-12-23,7.106963388370423
2023-12-24,7.106963388370423
2023-12-25,8.212491026561377
2023-12-26,7.106963388370423
2023-12-27,7.106963388370423
2023-12-28,7.106963388370423
2023-12-29,7.106963388370423
2023-12-30,7.106963388370423
2023-12-31,7.106963388370423
2024-01-01,7.106963388370423
2024-01-02,7.106963388370423
2024-01-03,7.106963388370423
2024-01-04,7.106963388370423
2024-01-05,7.106963388370423
2024-01-06,6.712132089016511
2024-01-07,7.106963388370423
2024-01-08,6.712132089016511
2024-01-09,6.712132089016511
2024-01-10,8.212491026561377
2024-01-11,7.106963388370423
2024-01-12,6.712132089016511
2024-01-13,6.712132089016511
2024-01-14,6.712132089016511
2024-01-15,6.712132089016511
2024-01-16,6.712132089016511
2024-01-17,7.106963388370423
2024-01-18,6.712132089016511
2024-01-19,6.712132089016511
2024-01-20,6.712132089016511
2024-01-21,6.317300789662599
2024-01-22,6.317300789662599
2024-01-23,7.106963388370423
2024-01-24,7.896625987078249
2024-01-25,7.106963388370423
2024-01-26,6.317300789662599
2024-01-27,7.106963388370423
2024-01-28,7.106963388370423
2024-01-29,7.106963388370423
2024-01-30,7.106963388370423
2024-01-31,7.896625987078249
2024-02-01,19.74156496769562
2024-02-02,14.213926776740847
2024-02-03,11.055276381909549
2024-02-04,11.055276381909549
2024-02-05,10.265613783201722
2024-02-06,10.265613783201722
2024-02-07,11.055276381909549
2024-02-08,10.265613783201722
2024-02-09,9.475951184493898
2024-02-10,9.475951184493898
2024-02-11,10.265613783201722
2024-02-12,8.686288585786073
2024-02-13,9.475951184493898
2024-02-14,11.844938980617373
2024-02-15,9.475951184493898
2024-02-16,10.265613783201722
2024-02-17,9.475951184493898
2024-02-18,11.844938980617373
2024-02-19,10.265613783201722
2024-02-20,11.055276381909549
2024-02-21,15.003589375448673
2024-02-22,13.424264178033022
2024-02-23,14.213926776740847
2024-02-24,19.74156496769562
2024-02-25,21.320890165111273
2024-02-26,20.531227566403444
2024-02-27,17.372577171572146
2024-02-28,20.531227566403444
2024-02-29,28.427853553481693
2024-03-01,40.27279253409907
2024-03-02,66.33165829145729
2024-03-03,28.427853553481693
2024-03-04,19.74156496769562
2024-03-05,15.003589375448673
2024-03-06,15.003589375448673
2024-03-07,19.74156496769562
2024-03-08,29.217516152189518
2024-03-09,60.01435750179469
2024-03-10,25.269203158650395
2024-03-11,14.213926776740847
2024-03-12,12.634601579325198
2024-03-13,13.424264178033022
2024-03-14,11.844938980617373
2024-03-15,11.055276381909549
2024-03-16,15.003589375448673
2024-03-17,15.003589375448673
2024-03-18,11.844938980617373
2024-03-19,11.055276381909549
2024-03-20,11.055276381909549
2024-03-21,11.055276381909549
2024-03-22,18.16223977027997
2024-03-23,30.007178750897346
2024-03-24,59.22469490308686
2024-03-25,15.793251974156497
2024-03-26,11.844938980617373
2024-03-27,11.844938980617373
2024-03-28,11.844938980617373
2024-03-29,11.844938980617373
2024-03-30,12.634601579325198
2024-03-31,15.003589375448673
2024-04-01,11.844938980617373
2024-04-02,11.055276381909549
2024-04-03,11.055276381909549
2024-04-04,10.265613783201722
2024-04-05,16.582914572864322
2024-04-06,28.427853553481693
2024-04-07,43.431442928930366
2024-04-08,12.634601579325198
2024-04-09,10.265613783201722
2024-04-10,10.265613783201722
2024-04-11,10.265613783201722
2024-04-12,11.055276381909549
2024-04-13,11.844938980617373
2024-04-14,12.634601579325198
2024-04-15,10.265613783201722
2024-04-16,9.475951184493898
2024-04-17,9.475951184493898
2024-04-18,10.265613783201722
2024-04-19,20.531227566403444
2024-04-20,33.165829145728644
2024-04-21,39.48312993539124
2024-04-22,12.634601579325198
2024-04-23,10.265613783201722
2024-04-24,11.844938980617373
2024-04-25,11.055276381909549
2024-04-26,11.055276381909549
2024-04-27,11.844938980617373
2024-04-28,13.424264178033022
2024-04-29,11.844938980617373
2024-04-30,11.055276381909549
2024-05-01,11.844938980617373
2024-05-02,13.424264178033022
2024-05-03,24.47954055994257
2024-05-04,42.641780330222545
2024-05-05,78.96625987078248
2024-05-06,32.376166547020816
2024-05-07,14.213926776740847
2024-05-08,11.055276381909549
2024-05-09,10.265613783201722
2024-05-10,11.055276381909549
2024-05-11,12.634601579325198
2024-05-12,12.634601579325198
2024-05-13,11.055276381909549
2024-05-14,10.265613783201722
2024-05-15,10.265613783201722
2024-05-16,10.265613783201722
2024-05-17,13.424264178033022
2024-05-18,25.269203158650395
2024-05-19,42.641780330222545
2024-05-20,13.424264178033022
2024-05-21,11.055276381909549
2024-05-22,11.055276381909549
2024-05-23,10.265613783201722
2024-05-24,15.793251974156497
2024-05-25,30.79684134960517
2024-05-26,67.91098348887294
2024-05-27,21.320890165111273
2024-05-28,13.424264178033022
2024-05-29,11.844938980617373
2024-05-30,11.055276381909549
2024-05-31,11.844938980617373
2024-06-01,12.634601579325198
2024-06-02,15.003589375448673
2024-06-03,10.265613783201722
2024-06-04,11.844938980617373
2024-06-05,10.265613783201722
2024-06-06,11.055276381909549
2024-06-07,14.213926776740847
2024-06-08,30.007178750897346
2024-06-09,60.01435750179469
2024-06-10,15.793251974156497
2024-06-11,11.055276381909549
2024-06-12,10.265613783201722
2024-06-13,9.475951184493898
2024-06-14,10.265613783201722
2024-06-15,11.055276381909549
2024-06-16,12.634601579325198
2024-06-17,9.475951184493898
2024-06-18,8.686288585786073
2024-06-19,8.686288585786073
2024-06-20,9.475951184493898
2024-06-21,11.844938980617373
2024-06-22,24.47954055994257
2024-06-23,42.641780330222545
2024-06-24,11.844938980617373
2024-06-25,9.475951184493898
2024-06-26,9.475951184493898
2024-06-27,9.475951184493898
2024-06-28,12.634601579325198
2024-06-29,22.110552763819097
2024-06-30,40.27279253409907
2024-07-01,12.634601579325198
2024-07-02,8.686288585786073
2024-07-03,9.475951184493898
2024-07-04,11.055276381909549
2024-07-05,13.424264178033022
2024-07-06,24.47954055994257
2024-07-07,52.90739411342427
2024-07-08,17.372577171572146
2024-07-09,11.844938980617373
2024-07-10,11.055276381909549
2024-07-11,10.265613783201722
2024-07-12,10.265613783201722
2024-07-13,11.055276381909549
2024-07-14,11.844938980617373
2024-07-15,8.686288585786073
2024-07-16,8.686288585786073
2024-07-17,8.686288585786073
2024-07-18,9.475951184493898
2024-07-19,11.844938980617373
2024-07-20,22.90021536252692
2024-07-21,47.37975592246949
2024-07-22,15.793251974156497
2024-07-23,11.055276381909549
2024-07-24,10.265613783201722
2024-07-25,11.055276381909549
2024-07-26,13.424264178033022
2024-07-27,22.110552763819097
2024-07-28,51.32806891600862
2024-07-29,19.74156496769562
2024-07-30,10.265613783201722
2024-07-31,8.686288585786073
2024-08-01,8.686288585786073
2024-08-02,8.686288585786073
2024-08-03,8.686288585786073
2024-08-04,9.475951184493898
2024-08-05,7.896625987078249
2024-08-06,7.106963388370423
2024-08-07,7.896625987078249
2024-08-08,7.106963388370423
2024-08-09,7.896625987078249
2024-08-10,8.686288585786073
2024-08-11,9.475951184493898
2024-08-12,7.896625987078249
2024-08-13,7.896625987078249
2024-08-14,7.896625987078249
2024-08-15,7.896625987078249
2024-08-16,9.475951184493898
2024-08-17,11.055276381909549
2024-08-18,11.844938980617371
2024-08-19,8.89889005466895
2024-08-20,8.443315478491357
2024-08-21,8.048484179137446
2024-08-22,8.443315478491357
2024-08-23,11.844938980617371
2024-08-24,19.893423159754818
2024-08-25,40.63725219504114
2024-08-26,12.695344856148875
2024-08-27,10.994533105085868
2024-08-28,9.29372135402286
2024-08-29,10.144127229554364
2024-08-30,13.090176155502789
2024-08-31,23.295046661880832
2024-09-01,43.58330112098956
2024-09-02,15.246562482743387
2024-09-03,9.749295930200454
2024-09-04,9.29372135402286
2024-09-05,9.29372135402286
2024-09-06,9.749295930200454
2024-09-07,11.844938980617371
2024-09-08,11.844938980617371
2024-09-09,9.29372135402286
2024-09-10,9.29372135402286
2024-09-11,8.443315478491357
2024-09-12,9.29372135402286
2024-09-13,11.844938980617371
2024-09-14,21.594234910817825
2024-09-15,39.33127174333204
2024-09-16,12.695344856148875
2024-09-17,10.933789828262189
2024-09-18,10.933789828262189
2024-09-19,10.933789828262189
2024-09-20,13.667237285327737
2024-09-21,22.77872880887956
2024-09-22,43.735159313048754
