Time,breadwinner
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,3.4964753272910376
2022-05-02,5.932386944625149
2022-05-03,5.433610866234404
2022-05-04,4.559902387097018
2022-05-05,4.248200394291346
2022-05-06,3.4365459787301895
2022-05-07,2.9371133360428456
2022-05-08,2.6250374663460554
2022-05-09,3.5630706272520727
2022-05-10,5.376645175956813
2022-05-11,5.7525988989426065
2022-05-12,4.377615749507975
2022-05-13,4.25316110231009
2022-05-14,2.2520018069006995
2022-05-15,2.94054206070286
2022-05-16,4.317595211461488
2022-05-17,4.631139231877062
2022-05-18,4.944774441778273
2022-05-19,4.757691237244636
2022-05-20,4.50794299958099
2022-05-21,0.0
2022-05-22,3.507199210802146
2022-05-23,4.823101073892369
2022-05-24,3.758807713972821
2022-05-25,5.451064533785646
2022-05-26,5.577187948570718
2022-05-27,3.948471580950032
2022-05-28,2.570014112112568
2022-05-29,3.1973118887606833
2022-05-30,3.323179972985968
2022-05-31,3.7626376723696446
2022-06-01,5.205738986175477
2022-06-02,2.7600700938780265
2022-06-03,5.019038777481521
2022-06-04,3.0118609760199786
2022-06-05,0.0
2022-06-06,2.3223176378757926
2022-06-07,3.954791012304792
2022-06-08,3.3903132909122706
2022-06-09,6.279269840990222
2022-06-10,3.516901772074101
2022-06-11,2.9521140064304077
2022-06-12,0.0
2022-06-13,3.706921278045304
2022-06-14,2.450693432956141
2022-06-15,2.0739645993424194
2022-06-16,2.3885481798942734
2022-06-17,3.269013799917485
2022-06-18,2.7664898336669888
2022-06-19,2.200936076343931
2022-06-20,3.8364734174903905
2022-06-21,2.830595660670088
2022-06-22,2.26480481068437
2022-06-23,4.026903276146967
2022-06-24,2.0137434444275275
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,2.770100937298281
2022-06-28,3.5260936722264797
2022-06-29,3.7785046428707747
2022-06-30,3.2121940128169153
2022-07-01,2.7717058722455215
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
