Time,amazon_prime_video
2022-04-16,39.0
2022-04-17,41.0
2022-04-18,34.0
2022-04-19,33.0
2022-04-20,30.0
2022-04-21,29.0
2022-04-22,35.0
2022-04-23,36.0
2022-04-24,39.0
2022-04-25,34.0
2022-04-26,29.0
2022-04-27,31.0
2022-04-28,32.0
2022-04-29,33.0
2022-04-30,36.0
2022-05-01,36.0
2022-05-02,32.0
2022-05-03,30.0
2022-05-04,30.0
2022-05-05,32.0
2022-05-06,36.0
2022-05-07,38.0
2022-05-08,43.0
2022-05-09,34.0
2022-05-10,33.0
2022-05-11,31.0
2022-05-12,34.0
2022-05-13,37.0
2022-05-14,38.0
2022-05-15,37.0
2022-05-16,35.0
2022-05-17,33.0
2022-05-18,36.0
2022-05-19,38.0
2022-05-20,40.0
2022-05-21,37.0
2022-05-22,40.0
2022-05-23,39.0
2022-05-24,39.0
2022-05-25,35.0
2022-05-26,38.0
2022-05-27,36.0
2022-05-28,38.0
2022-05-29,37.0
2022-05-30,40.0
2022-05-31,35.0
2022-06-01,33.0
2022-06-02,35.0
2022-06-03,44.0
2022-06-04,47.0
2022-06-05,47.0
2022-06-06,40.0
2022-06-07,39.0
2022-06-08,38.0
2022-06-09,37.0
2022-06-10,45.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,40.0
2022-06-14,37.0
2022-06-15,37.0
2022-06-16,37.0
2022-06-17,50.0
2022-06-18,61.0
2022-06-19,57.0
2022-06-20,57.0
2022-06-21,52.0
2022-06-22,48.0
2022-06-23,46.0
2022-06-24,52.0
2022-06-25,54.0
2022-06-26,51.0
2022-06-27,48.0
2022-06-28,43.0
2022-06-29,42.0
2022-06-30,41.0
2022-07-01,53.0
2022-07-02,53.0
2022-07-03,51.0
2022-07-04,52.0
2022-07-05,44.0
2022-07-06,42.0
2022-07-07,43.0
2022-07-08,52.0
2022-07-09,53.0
2022-07-10,52.0
2022-07-11,44.0
2022-07-12,43.0
2022-07-13,43.0
2022-07-14,41.0
2022-07-15,42.0
2022-07-16,50.0
2022-07-17,50.0
2022-07-18,44.0
2022-07-19,44.0
2022-07-20,40.0
2022-07-21,39.0
2022-07-22,38.0
2022-07-23,42.0
2022-07-24,47.0
2022-07-25,41.0
2022-07-26,39.0
2022-07-27,36.0
2022-07-28,37.0
2022-07-29,40.0
2022-07-30,40.0
2022-07-31,44.0
2022-08-01,38.0
2022-08-02,38.0
2022-08-03,36.0
2022-08-04,37.0
2022-08-05,39.0
2022-08-06,42.0
2022-08-07,43.0
2022-08-08,39.0
2022-08-09,36.0
2022-08-10,36.0
2022-08-11,37.0
2022-08-12,36.0
2022-08-13,41.0
2022-08-14,46.0
2022-08-15,38.0
2022-08-16,38.0
2022-08-17,36.0
2022-08-18,37.0
2022-08-19,38.0
2022-08-20,41.0
2022-08-21,45.0
2022-08-22,36.0
2022-08-23,38.0
2022-08-24,36.0
2022-08-25,37.0
2022-08-26,44.0
2022-08-27,46.0
2022-08-28,46.0
2022-08-29,38.0
2022-08-30,36.0
2022-08-31,36.0
2022-09-01,39.0
2022-09-02,50.0
2022-09-03,50.0
2022-09-04,50.0
2022-09-05,50.0
2022-09-06,43.0
2022-09-07,40.0
2022-09-08,38.0
2022-09-09,46.0
2022-09-10,46.0
2022-09-11,58.0
2022-09-12,39.0
2022-09-13,37.0
2022-09-14,36.0
2022-09-15,64.0
2022-09-16,100.0
2022-09-17,49.0
2022-09-18,49.0
2022-09-19,38.0
2022-09-20,36.0
2022-09-21,34.0
2022-09-22,49.0
2022-09-23,70.0
2022-09-24,47.0
2022-09-25,47.0
2022-09-26,36.0
2022-09-27,34.0
2022-09-28,34.0
2022-09-29,43.0
2022-09-30,73.0
2022-10-01,45.0
2022-10-02,44.0
2022-10-03,35.0
2022-10-04,33.0
2022-10-05,33.0
2022-10-06,39.0
2022-10-07,63.0
2022-10-08,43.0
2022-10-09,44.0
2022-10-10,38.0
2022-10-11,35.0
2022-10-12,32.0
2022-10-13,38.0
2022-10-14,56.0
2022-10-15,42.0
2022-10-16,42.0
2022-10-17,35.0
2022-10-18,34.0
2022-10-19,34.0
2022-10-20,38.0
2022-10-21,58.0
2022-10-22,41.0
2022-10-23,42.0
2022-10-24,35.0
2022-10-25,33.0
2022-10-26,33.0
2022-10-27,42.0
2022-10-28,57.0
2022-10-29,38.0
2022-10-30,42.0
2022-10-31,42.0
2022-11-01,35.0
2022-11-02,33.0
2022-11-03,39.0
2022-11-04,54.0
2022-11-05,42.0
2022-11-06,39.0
2022-11-07,33.0
2022-11-08,32.0
2022-11-09,31.0
2022-11-10,35.0
2022-11-11,51.0
2022-11-12,42.0
2022-11-13,43.0
2022-11-14,38.0
2022-11-15,34.0
2022-11-16,34.0
2022-11-17,38.0
2022-11-18,62.0
2022-11-19,42.0
2022-11-20,43.0
2022-11-21,37.0
2022-11-22,40.0
2022-11-23,37.0
2022-11-24,41.0
2022-11-25,41.0
2022-11-26,38.0
2022-11-27,41.0
2022-11-28,36.0
2022-11-29,34.0
2022-11-30,33.0
2022-12-01,35.0
2022-12-02,56.0
2022-12-03,39.0
2022-12-04,39.0
2022-12-05,35.0
2022-12-06,36.0
2022-12-07,34.0
2022-12-08,35.0
2022-12-09,52.0
2022-12-10,40.0
2022-12-11,45.0
2022-12-12,40.0
2022-12-13,39.0
2022-12-14,40.0
2022-12-15,50.0
2022-12-16,70.0
2022-12-17,44.0
2022-12-18,42.0
2022-12-19,42.0
2022-12-20,45.0
2022-12-21,46.0
2022-12-22,49.0
2022-12-23,64.0
2022-12-24,47.0
2022-12-25,49.0
2022-12-26,47.0
2022-12-27,41.0
2022-12-28,41.0
2022-12-29,43.0
2022-12-30,57.0
2022-12-31,41.0
2023-01-01,39.0
2023-01-02,43.0
2023-01-03,37.0
2023-01-04,35.0
2023-01-05,33.0
2023-01-06,37.0
2023-01-07,38.0
2023-01-08,42.0
2023-01-09,35.0
2023-01-10,33.0
2023-01-11,34.0
2023-01-12,35.0
2023-01-13,38.0
2023-01-14,45.0
2023-01-15,44.0
2023-01-16,41.0
2023-01-17,34.0
2023-01-18,34.0
2023-01-19,36.0
2023-01-20,40.0
2023-01-21,45.0
2023-01-22,45.0
2023-01-23,35.0
2023-01-24,37.0
2023-01-25,38.0
2023-01-26,35.0
2023-01-27,40.0
2023-01-28,44.0
2023-01-29,46.0
2023-01-30,37.0
2023-01-31,37.0
2023-02-01,35.0
2023-02-02,35.0
2023-02-03,39.0
2023-02-04,46.0
2023-02-05,47.0
2023-02-06,35.0
2023-02-07,33.0
2023-02-08,31.0
2023-02-09,32.0
2023-02-10,37.0
2023-02-11,40.0
2023-02-12,40.0
2023-02-13,30.0
2023-02-14,35.0
2023-02-15,34.0
2023-02-16,33.0
2023-02-17,38.0
2023-02-18,42.0
2023-02-19,43.0
2023-02-20,36.0
2023-02-21,33.0
2023-02-22,34.0
2023-02-23,32.0
2023-02-24,37.0
2023-02-25,42.0
2023-02-26,43.0
2023-02-27,33.0
2023-02-28,30.0
2023-03-01,33.0
2023-03-02,33.0
2023-03-03,37.0
2023-03-04,40.0
2023-03-05,40.0
2023-03-06,33.0
2023-03-07,32.0
2023-03-08,33.0
2023-03-09,33.0
2023-03-10,39.0
2023-03-11,39.0
2023-03-12,43.0
2023-03-13,34.0
2023-03-14,36.0
2023-03-15,33.0
2023-03-16,35.0
2023-03-17,37.0
2023-03-18,43.0
2023-03-19,43.0
2023-03-20,39.0
2023-03-21,35.0
2023-03-22,34.0
2023-03-23,32.0
2023-03-24,38.0
2023-03-25,41.0
2023-03-26,42.0
2023-03-27,35.0
2023-03-28,34.0
2023-03-29,34.0
2023-03-30,33.0
2023-03-31,36.0
2023-04-01,38.0
2023-04-02,41.0
2023-04-03,33.0
2023-04-04,33.0
2023-04-05,33.0
2023-04-06,35.0
2023-04-07,34.0
2023-04-08,40.0
2023-04-09,40.0
2023-04-10,35.0
2023-04-11,33.0
2023-04-12,33.0
2023-04-13,32.0
2023-04-14,35.0
2023-04-15,40.0
2023-04-16,42.0
2023-04-17,33.0
2023-04-18,33.0
2023-04-19,35.0
2023-04-20,35.0
2023-04-21,38.0
2023-04-22,43.0
2023-04-23,45.0
2023-04-24,38.0
2023-04-25,35.0
2023-04-26,34.99545336451026
2023-04-27,35.83190439075085
2023-04-28,37.841257469472595
2023-04-29,41.0235126006755
2023-04-30,44.70576773187841
2023-05-01,37.00480644323201
2023-05-02,34.15900233826968
2023-05-03,35.33190439075085
2023-05-04,34.65900233826968
2023-05-05,35.83190439075085
2023-05-06,39.85061054819434
2023-05-07,36.66835541699143
2023-05-08,36.66835541699143
2023-05-09,34.65900233826968
2023-05-10,34.99545336451026
2023-05-11,34.15900233826968
2023-05-12,39.01415952195376
2023-05-13,39.01415952195376
2023-05-14,43.86931670563783
2023-05-15,40.18706157443492
2023-05-16,38.177708495713176
2023-05-17,38.677708495713176
2023-05-18,40.68706157443492
2023-05-19,43.03286567939725
2023-05-20,40.18706157443492
2023-05-21,39.85061054819434
2023-05-22,38.177708495713176
2023-05-23,37.841257469472595
2023-05-24,39.01415952195376
2023-05-25,39.01415952195376
2023-05-26,40.37412314886984
2023-05-27,41.047025201351005
2023-05-28,40.37412314886984
2023-05-29,43.73863341127566
2023-05-30,37.68251493894518
2023-05-31,36.336710833982856
2023-06-01,36.336710833982856
2023-06-02,40.37412314886984
2023-06-03,43.065731358794494
2023-06-04,45.757339568719146
2023-06-05,40.37412314886984
2023-06-06,39.70122109638867
2023-06-07,38.355416991426345
2023-06-08,39.70122109638867
2023-06-09,38.355416991426345
2023-06-10,41.71992725383217
2023-06-11,41.71992725383217
2023-06-12,40.37412314886984
2023-06-13,35.66380878150169
2023-06-14,39.70122109638867
2023-06-15,37.68251493894518
2023-06-16,39.02831904390751
2023-06-17,39.02831904390751
2023-06-18,42.39282930631333
2023-06-19,37.68251493894518
2023-06-20,34.99090672902052
2023-06-21,35.66380878150169
2023-06-22,34.31800467653936
2023-06-23,34.99090672902052
2023-06-24,39.02831904390751
2023-06-25,40.37412314886984
2023-06-26,36.336710833982856
2023-06-27,34.31800467653936
2023-06-28,32.29929851909587
2023-06-29,31.626396466614707
2023-06-30,33.6451026240582
2023-07-01,39.02831904390751
2023-07-02,42.39282930631333
2023-07-03,37.00961288646402
2023-07-04,40.37412314886984
2023-07-05,32.972200571577034
2023-07-06,36.336710833982856
2023-07-07,37.00961288646402
2023-07-08,39.70122109638867
2023-07-09,43.065731358794494
2023-07-10,36.336710833982856
2023-07-11,36.336710833982856
2023-07-12,32.29929851909587
2023-07-13,34.99090672902052
2023-07-14,62.57989088074825
2023-07-15,51.81345804104963
2023-07-16,53.83216419849312
2023-07-17,41.047025201351005
2023-07-18,36.336710833982856
2023-07-19,35.66380878150169
2023-07-20,35.66380878150169
2023-07-21,47.77604572616264
2023-07-22,44.41153546375682
2023-07-23,45.757339568719146
2023-07-24,39.70122109638867
2023-07-25,36.336710833982856
2023-07-26,37.00961288646402
2023-07-27,37.68251493894518
2023-07-28,46.43024162120032
2023-07-29,47.77604572616264
2023-07-30,44.41153546375682
2023-07-31,37.00961288646402
2023-08-01,33.6451026240582
2023-08-02,32.29929851909587
2023-08-03,34.99090672902052
2023-08-04,44.41153546375682
2023-08-05,42.39282930631333
2023-08-06,43.73863341127566
2023-08-07,38.355416991426345
2023-08-08,36.336710833982856
2023-08-09,34.31800467653936
2023-08-10,37.68251493894518
2023-08-11,52.48636009353079
2023-08-12,50.467653936087295
2023-08-13,49.12184983112497
2023-08-14,42.39282930631333
2023-08-15,37.68251493894518
2023-08-16,36.336710833982856
2023-08-17,37.00961288646402
2023-08-18,51.140555988568465
2023-08-19,49.79475188360613
2023-08-20,46.43024162120032
2023-08-21,40.37412314886984
2023-08-22,36.336710833982856
2023-08-23,33.6451026240582
2023-08-24,34.99090672902052
2023-08-25,37.68251493894518
2023-08-26,41.047025201351005
2023-08-27,41.047025201351005
2023-08-28,35.66380878150169
2023-08-29,33.6451026240582
2023-08-30,32.972200571577034
2023-08-31,32.972200571577034
2023-09-01,34.99090672902052
2023-09-02,37.68251493894518
2023-09-03,37.68251493894518
2023-09-04,41.71992725383217
2023-09-05,33.6451026240582
2023-09-06,31.626396466614707
2023-09-07,32.972200571577034
2023-09-08,37.00961288646402
2023-09-09,37.00961288646402
2023-09-10,37.68251493894518
2023-09-11,34.31800467653936
2023-09-12,31.626396466614707
2023-09-13,32.972200571577034
2023-09-14,40.37412314886984
2023-09-15,67.2902052481164
2023-09-16,39.02831904390751
2023-09-17,39.70122109638867
2023-09-18,32.972200571577034
2023-09-19,33.6451026240582
2023-09-20,28.261886204208885
2023-09-21,37.00961288646402
2023-09-22,59.88828267082359
2023-09-23,41.047025201351005
2023-09-24,41.71992725383217
2023-09-25,34.31800467653936
2023-09-26,31.626396466614707
2023-09-27,30.953494414133544
2023-09-28,39.02831904390751
2023-09-29,57.8695765133801
2023-09-30,39.70122109638867
2023-10-01,42.39282930631333
2023-10-02,32.972200571577034
2023-10-03,32.972200571577034
2023-10-04,32.972200571577034
2023-10-05,34.99090672902052
2023-10-06,53.159262146011955
2023-10-07,40.37412314886984
2023-10-08,40.37412314886984
2023-10-09,32.972200571577034
2023-10-10,34.31800467653936
2023-10-11,32.29929851909587
2023-10-12,36.336710833982856
2023-10-13,53.159262146011955
2023-10-14,41.71992725383217
2023-10-15,42.39282930631333
2023-10-16,32.972200571577034
2023-10-17,32.29929851909587
2023-10-18,32.972200571577034
2023-10-19,35.66380878150169
2023-10-20,51.81345804104963
2023-10-21,39.70122109638867
2023-10-22,39.70122109638867
2023-10-23,33.6451026240582
2023-10-24,31.626396466614707
2023-10-25,33.6451026240582
2023-10-26,34.99090672902052
2023-10-27,49.79475188360613
2023-10-28,36.336710833982856
2023-10-29,39.02831904390751
2023-10-30,35.66380878150169
2023-10-31,37.00961288646402
2023-11-01,34.31800467653936
2023-11-02,34.99090672902052
2023-11-03,58.542478565861266
2023-11-04,42.39282930631333
2023-11-05,39.02831904390751
2023-11-06,34.99090672902052
2023-11-07,32.972200571577034
2023-11-08,30.953494414133544
2023-11-09,32.29929851909587
2023-11-10,51.81345804104963
2023-11-11,39.02831904390751
2023-11-12,39.02831904390751
2023-11-13,34.31800467653936
2023-11-14,32.29929851909587
2023-11-15,34.31800467653936
2023-11-16,34.31800467653936
2023-11-17,57.8695765133801
2023-11-18,39.70122109638867
2023-11-19,37.00961288646402
2023-11-20,37.00961288646402
2023-11-21,40.37412314886984
2023-11-22,34.99090672902052
2023-11-23,39.02831904390751
2023-11-24,56.52377240841777
2023-11-25,43.065731358794494
2023-11-26,43.065731358794494
2023-11-27,35.66380878150169
2023-11-28,34.31800467653936
2023-11-29,33.6451026240582
2023-11-30,32.972200571577034
2023-12-01,53.159262146011955
2023-12-02,38.355416991426345
2023-12-03,40.37412314886984
2023-12-04,32.972200571577034
2023-12-05,33.6451026240582
2023-12-06,32.29929851909587
2023-12-07,35.66380878150169
2023-12-08,46.43024162120032
2023-12-09,40.37412314886984
2023-12-10,41.047025201351005
2023-12-11,36.336710833982856
2023-12-12,34.99090672902052
2023-12-13,40.37412314886984
2023-12-14,39.02831904390751
2023-12-15,57.19667446089894
2023-12-16,42.39282930631333
2023-12-17,42.39282930631333
2023-12-18,41.71992725383217
2023-12-19,43.065731358794494
2023-12-20,45.757339568719146
2023-12-21,47.77604572616264
2023-12-22,60.60857219178935
2023-12-23,45.28820363072172
2023-12-24,42.426000534252545
2023-12-25,44.98492383242035
2023-12-26,42.426000534252545
2023-12-27,46.264385481504256
2023-12-28,44.64847280617977
2023-12-29,55.82717662169432
2023-12-30,43.065731358794494
2023-12-31,41.14653888516864
2024-01-01,42.426000534252545
2024-01-02,39.563797437783364
2024-01-03,37.64460496415751
2024-01-04,38.284335788699465
2024-01-05,38.284335788699465
2024-01-06,43.70546218333645
2024-01-07,43.70546218333645
2024-01-08,37.004874139615566
2024-01-09,35.0856816659897
2024-01-10,35.0856816659897
2024-01-11,36.36514331507361
2024-01-12,37.64460496415751
2024-01-13,41.786269709710595
2024-01-14,43.065731358794494
2024-01-15,41.14653888516864
2024-01-16,36.70159434131419
2024-01-17,37.004874139615566
2024-01-18,35.0856816659897
2024-01-19,43.065731358794494
2024-01-20,45.6246546569623
2024-01-21,44.27885055199997
2024-01-22,35.78701619956163
2024-01-23,34.57389700635615
2024-01-24,33.36077781315067
2024-01-25,32.754218216547926
2024-01-26,39.42637377917806
2024-01-27,44.885410148602716
2024-01-28,44.27885055199997
2024-01-29,38.213254585972585
2024-01-30,38.213254585972585
2024-01-31,36.39357579616436
2024-02-01,35.180456602958884
2024-02-02,44.885410148602716
2024-02-03,47.311648535013674
2024-02-04,46.70508893841093
2024-02-05,37.000135392767106
2024-02-06,34.57389700635615
2024-02-07,32.14765861994519
2024-02-08,31.541099023342447
2024-02-09,32.14765861994519
2024-02-10,39.42637377917806
2024-02-11,45.49196974520545
2024-02-12,34.57389700635615
2024-02-13,35.78701619956163
2024-02-14,35.180456602958884
2024-02-15,33.967337409753405
2024-02-16,37.000135392767106
2024-02-17,42.45917176219176
2024-02-18,43.67229095539724
2024-02-19,39.42637377917806
2024-02-20,33.36077781315067
2024-02-21,32.754218216547926
2024-02-22,31.541099023342447
2024-02-23,32.14765861994519
2024-02-24,35.78701619956163
2024-02-25,37.000135392767106
2024-02-26,32.14765861994519
2024-02-27,29.72142023353423
2024-02-28,29.11486063693149
2024-02-29,29.72142023353423
2024-03-01,34.57389700635615
2024-03-02,36.39357579616436
2024-03-03,36.39357579616436
2024-03-04,29.11486063693149
2024-03-05,29.72142023353423
2024-03-06,29.72142023353423
2024-03-07,30.327979830136968
2024-03-08,31.541099023342447
2024-03-09,33.967337409753405
2024-03-10,36.39357579616436
2024-03-11,28.508301040328753
2024-03-12,29.11486063693149
2024-03-13,28.508301040328753
2024-03-14,30.327979830136968
2024-03-15,33.36077781315067
2024-03-16,34.57389700635615
2024-03-17,37.000135392767106
2024-03-18,29.72142023353423
2024-03-19,29.11486063693149
2024-03-20,30.934539426739708
2024-03-21,34.57389700635615
2024-03-22,38.81981418257532
2024-03-23,40.639492972383536
2024-03-24,40.0329333757808
2024-03-25,33.967337409753405
2024-03-26,32.754218216547926
2024-03-27,30.934539426739708
2024-03-28,35.78701619956163
2024-03-29,34.57389700635615
2024-03-30,35.180456602958884
2024-03-31,37.000135392767106
2024-04-01,32.754218216547926
2024-04-02,29.72142023353423
2024-04-03,29.11486063693149
2024-04-04,33.36077781315067
2024-04-05,34.57389700635615
2024-04-06,33.967337409753405
2024-04-07,35.180456602958884
2024-04-08,27.901741443726014
2024-04-09,29.72142023353423
2024-04-10,32.14765861994519
2024-04-11,41.852612165589015
2024-04-12,44.27885055199997
2024-04-13,44.885410148602716
2024-04-14,43.67229095539724
2024-04-15,37.000135392767106
2024-04-16,37.000135392767106
2024-04-17,37.60669498936984
2024-04-18,37.000135392767106
2024-04-19,37.60669498936984
2024-04-20,38.81981418257532
2024-04-21,43.67229095539724
2024-04-22,38.213254585972585
2024-04-23,32.754218216547926
2024-04-24,33.967337409753405
2024-04-25,33.36077781315067
2024-04-26,35.180456602958884
2024-04-27,37.000135392767106
2024-04-28,37.60669498936984
2024-04-29,34.57389700635615
2024-04-30,31.541099023342447
2024-05-01,30.934539426739708
2024-05-02,31.541099023342447
2024-05-03,37.000135392767106
2024-05-04,40.0329333757808
2024-05-05,44.885410148602716
2024-05-06,35.180456602958884
2024-05-07,32.14765861994519
2024-05-08,31.541099023342447
2024-05-09,33.967337409753405
2024-05-10,35.78701619956163
2024-05-11,37.60669498936984
2024-05-12,34.57389700635615
2024-05-13,35.180456602958884
2024-05-14,35.78701619956163
2024-05-15,35.78701619956163
2024-05-16,35.180456602958884
2024-05-17,36.39357579616436
2024-05-18,33.967337409753405
2024-05-19,34.57389700635615
2024-05-20,36.39357579616436
2024-05-21,33.36077781315067
2024-05-22,36.39357579616436
2024-05-23,32.754218216547926
2024-05-24,32.754218216547926
2024-05-25,34.57389700635615
2024-05-26,33.967337409753405
2024-05-27,37.60669498936984
2024-05-28,33.967337409753405
2024-05-29,32.754218216547926
2024-05-30,33.36077781315067
2024-05-31,30.934539426739708
2024-06-01,33.36077781315067
2024-06-02,37.60669498936984
2024-06-03,31.541099023342447
2024-06-04,30.327979830136968
2024-06-05,31.541099023342447
2024-06-06,30.934539426739708
2024-06-07,32.754218216547926
2024-06-08,32.754218216547926
2024-06-09,33.967337409753405
2024-06-10,31.541099023342447
2024-06-11,29.11486063693149
2024-06-12,29.72142023353423
2024-06-13,36.39357579616436
2024-06-14,39.42637377917806
2024-06-15,37.60669498936984
2024-06-16,38.213254585972585
2024-06-17,36.39357579616436
2024-06-18,31.541099023342447
2024-06-19,38.213254585972585
2024-06-20,40.639492972383536
2024-06-21,35.180456602958884
2024-06-22,37.60669498936984
2024-06-23,39.42637377917806
2024-06-24,32.754218216547926
2024-06-25,32.754218216547926
2024-06-26,32.754218216547926
2024-06-27,36.39357579616436
2024-06-28,33.36077781315067
2024-06-29,34.57389700635615
2024-06-30,37.000135392767106
2024-07-01,31.541099023342447
2024-07-02,30.327979830136968
2024-07-03,31.541099023342447
2024-07-04,39.42637377917806
2024-07-05,39.42637377917806
2024-07-06,38.81981418257532
2024-07-07,39.42637377917806
2024-07-08,32.754218216547926
2024-07-09,30.327979830136968
2024-07-10,30.934539426739708
2024-07-11,37.000135392767106
2024-07-12,38.81981418257532
2024-07-13,35.78701619956163
2024-07-14,35.78701619956163
2024-07-15,33.967337409753405
2024-07-16,31.541099023342447
2024-07-17,35.180456602958884
2024-07-18,38.81981418257532
2024-07-19,38.213254585972585
2024-07-20,37.60669498936984
2024-07-21,35.180456602958884
2024-07-22,30.934539426739708
2024-07-23,30.327979830136968
2024-07-24,29.11486063693149
2024-07-25,30.327979830136968
2024-07-26,29.72142023353423
2024-07-27,31.541099023342447
2024-07-28,32.14765861994519
2024-07-29,29.11486063693149
2024-07-30,27.901741443726014
2024-07-31,26.082062653917795
2024-08-01,28.508301040328753
2024-08-02,28.508301040328753
2024-08-03,31.541099023342447
2024-08-04,33.36077781315067
2024-08-05,27.901741443726014
2024-08-06,25.475503057315056
2024-08-07,27.901741443726014
2024-08-08,27.901741443726014
2024-08-09,29.11486063693149
2024-08-10,28.508301040328753
2024-08-11,30.327979830136968
2024-08-12,27.901741443726014
2024-08-13,27.901741443726014
2024-08-14,25.475503057315056
2024-08-15,27.901741443726014
2024-08-16,26.688622250520535
2024-08-17,31.541099023342447
2024-08-18,32.948436806593136
2024-08-19,28.505492340718867
2024-08-20,26.29809348561424
2024-08-21,27.87078598845111
2024-08-22,27.236079636183362
2024-08-23,29.77490504525437
2024-08-24,28.505492340718867
2024-08-25,33.25171660489451
2024-08-26,28.2022125424175
2024-08-27,26.601373283915606
2024-08-28,25.3319605793801
2024-08-29,28.505492340718867
2024-08-30,30.409611397522124
2024-08-31,32.948436806593136
2024-09-01,33.58314315886089
2024-09-02,35.79054201396552
2024-09-03,26.93279983788199
2024-09-04,25.663387133346482
2024-09-05,27.87078598845111
2024-09-06,29.140198692986615
2024-09-07,32.948436806593136
2024-09-08,33.25171660489451
2024-09-09,26.29809348561424
2024-09-10,25.663387133346482
2024-09-11,25.3319605793801
2024-09-12,36.425248366233276
2024-09-13,60.1845164427765
2024-09-14,32.617010252626756
2024-09-15,33.88642295716226
2024-09-16,27.236079636183362
2024-09-17,26.514124317310678
2024-09-18,25.851271209377913
2024-09-19,31.816949180772816
2024-09-20,48.38827687909199
2024-09-21,34.468361612503884
2024-09-22,31.154096072840048
2024-09-23,26.514124317310678
2024-09-24,26.514124317310678
2024-09-25,24.52556499351238
2024-09-26,33.805508504571115
2024-09-27,52.36539552668859
2024-09-28,31.816949180772816
2024-09-29,32.479802288705585
2024-09-30,28.50268364110898
2024-10-01,27.176977425243447
2024-10-02,25.851271209377913
2024-10-03,31.154096072840048
2024-10-04,51.03968931082306
2024-10-05,33.805508504571115
2024-10-06,33.14265539663835
2024-10-07,25.851271209377913
2024-10-08,25.851271209377913
2024-10-09,25.851271209377913
2024-10-10,27.83983053317621
2024-10-11,47.06257066322645
2024-10-12,31.816949180772816
2024-10-13,33.805508504571115
2024-10-14,29.828389856974514
2024-10-15,30.49124296490728
2024-10-16,31.154096072840048
2024-10-17,32.479802288705585
2024-10-18,43.085452015629855
2024-10-19,33.14265539663835
2024-10-20,33.805508504571115
2024-10-21,29.165536749041745
2024-10-22,27.176977425243447
2024-10-23,25.851271209377913
2024-10-24,29.165536749041745
2024-10-25,47.06257066322645
2024-10-26,30.49124296490728
2024-10-27,32.479802288705585
2024-10-28,28.50268364110898
2024-10-29,26.514124317310678
2024-10-30,27.176977425243447
2024-10-31,37.11977404423495
2024-11-01,47.72542377115922
2024-11-02,33.14265539663835
2024-11-03,34.468361612503884
2024-11-04,27.83983053317621
2024-11-05,26.514124317310678
2024-11-06,21.87415256178131
2024-11-07,27.176977425243447
2024-11-08,48.38827687909199
2024-11-09,32.479802288705585
2024-11-10,35.13121472043665
2024-11-11,30.49124296490728
2024-11-12,27.83983053317621
2024-11-13,27.176977425243447
2024-11-14,29.828389856974514
2024-11-15,47.06257066322645
2024-11-16,28.50268364110898
2024-11-17,33.14265539663835
2024-11-18,30.49124296490728
2024-11-19,27.83983053317621
2024-11-20,30.49124296490728
2024-11-21,30.49124296490728
2024-11-22,56.34251417428519
2024-11-23,31.816949180772816
2024-11-24,34.468361612503884
