Time,amazon_prime_video
2022-04-16,39.0
2022-04-17,41.0
2022-04-18,34.0
2022-04-19,33.0
2022-04-20,30.0
2022-04-21,29.0
2022-04-22,35.0
2022-04-23,36.0
2022-04-24,39.0
2022-04-25,34.0
2022-04-26,29.0
2022-04-27,31.0
2022-04-28,32.0
2022-04-29,33.0
2022-04-30,36.0
2022-05-01,36.0
2022-05-02,32.0
2022-05-03,30.0
2022-05-04,30.0
2022-05-05,32.0
2022-05-06,36.0
2022-05-07,38.0
2022-05-08,43.0
2022-05-09,34.0
2022-05-10,33.0
2022-05-11,31.0
2022-05-12,34.0
2022-05-13,37.0
2022-05-14,38.0
2022-05-15,37.0
2022-05-16,35.0
2022-05-17,33.0
2022-05-18,36.0
2022-05-19,38.0
2022-05-20,40.0
2022-05-21,37.0
2022-05-22,40.0
2022-05-23,39.0
2022-05-24,39.0
2022-05-25,35.0
2022-05-26,38.0
2022-05-27,36.0
2022-05-28,38.0
2022-05-29,37.0
2022-05-30,40.0
2022-05-31,35.0
2022-06-01,33.0
2022-06-02,35.0
2022-06-03,44.0
2022-06-04,47.0
2022-06-05,47.0
2022-06-06,40.0
2022-06-07,39.0
2022-06-08,38.0
2022-06-09,37.0
2022-06-10,45.0
2022-06-11,46.0
2022-06-12,46.0
2022-06-13,40.0
2022-06-14,37.0
2022-06-15,37.0
2022-06-16,37.0
2022-06-17,50.0
2022-06-18,61.0
2022-06-19,57.0
2022-06-20,57.0
2022-06-21,52.0
2022-06-22,48.0
2022-06-23,46.0
2022-06-24,52.0
2022-06-25,54.0
2022-06-26,51.0
2022-06-27,48.0
2022-06-28,43.0
2022-06-29,42.0
2022-06-30,41.0
2022-07-01,53.0
2022-07-02,53.0
2022-07-03,51.0
2022-07-04,52.0
2022-07-05,44.0
2022-07-06,42.0
2022-07-07,43.0
2022-07-08,52.0
2022-07-09,53.0
2022-07-10,52.0
2022-07-11,44.0
2022-07-12,43.0
2022-07-13,43.0
2022-07-14,41.0
2022-07-15,42.0
2022-07-16,50.0
2022-07-17,50.0
2022-07-18,44.0
2022-07-19,44.0
2022-07-20,40.0
2022-07-21,39.0
2022-07-22,38.0
2022-07-23,42.0
2022-07-24,47.0
2022-07-25,41.0
2022-07-26,39.0
2022-07-27,36.0
2022-07-28,37.0
2022-07-29,40.0
2022-07-30,40.0
2022-07-31,44.0
2022-08-01,38.0
2022-08-02,38.0
2022-08-03,36.0
2022-08-04,37.0
2022-08-05,39.0
2022-08-06,42.0
2022-08-07,43.0
2022-08-08,39.0
2022-08-09,36.0
2022-08-10,36.0
2022-08-11,37.0
2022-08-12,36.0
2022-08-13,41.0
2022-08-14,46.0
2022-08-15,38.0
2022-08-16,38.0
2022-08-17,36.0
2022-08-18,37.0
2022-08-19,38.0
2022-08-20,41.0
2022-08-21,45.0
2022-08-22,36.0
2022-08-23,38.0
2022-08-24,36.0
2022-08-25,37.0
2022-08-26,44.0
2022-08-27,46.0
2022-08-28,46.0
2022-08-29,38.0
2022-08-30,36.0
2022-08-31,36.0
2022-09-01,39.0
2022-09-02,50.0
2022-09-03,50.0
2022-09-04,50.0
2022-09-05,50.0
2022-09-06,43.0
2022-09-07,40.0
2022-09-08,38.0
2022-09-09,46.0
2022-09-10,46.0
2022-09-11,58.0
2022-09-12,39.0
2022-09-13,37.0
2022-09-14,36.0
2022-09-15,64.0
2022-09-16,100.0
2022-09-17,49.0
2022-09-18,49.0
2022-09-19,38.0
2022-09-20,36.0
2022-09-21,34.0
2022-09-22,49.0
2022-09-23,70.0
2022-09-24,47.0
2022-09-25,47.0
2022-09-26,36.0
2022-09-27,34.0
2022-09-28,34.0
2022-09-29,43.0
2022-09-30,73.0
2022-10-01,45.0
2022-10-02,44.0
2022-10-03,35.0
2022-10-04,33.0
2022-10-05,33.0
2022-10-06,39.0
2022-10-07,63.0
2022-10-08,43.0
2022-10-09,44.0
2022-10-10,38.0
2022-10-11,35.0
2022-10-12,32.0
2022-10-13,38.0
2022-10-14,56.0
2022-10-15,42.0
2022-10-16,42.0
2022-10-17,35.0
2022-10-18,34.0
2022-10-19,34.0
2022-10-20,38.0
2022-10-21,58.0
2022-10-22,41.0
2022-10-23,42.0
2022-10-24,35.0
2022-10-25,33.0
2022-10-26,33.0
2022-10-27,42.0
2022-10-28,57.0
2022-10-29,38.0
2022-10-30,42.0
2022-10-31,42.0
2022-11-01,35.0
2022-11-02,33.0
2022-11-03,39.0
2022-11-04,54.0
2022-11-05,42.0
2022-11-06,39.0
2022-11-07,33.0
2022-11-08,32.0
2022-11-09,31.0
2022-11-10,35.0
2022-11-11,51.0
2022-11-12,42.0
2022-11-13,43.0
2022-11-14,38.0
2022-11-15,34.0
2022-11-16,34.0
2022-11-17,38.0
2022-11-18,62.0
2022-11-19,42.0
2022-11-20,43.0
2022-11-21,37.0
2022-11-22,40.0
2022-11-23,37.0
2022-11-24,41.0
2022-11-25,41.0
2022-11-26,38.0
2022-11-27,41.0
2022-11-28,36.0
2022-11-29,34.0
2022-11-30,33.0
2022-12-01,35.0
2022-12-02,56.0
2022-12-03,39.0
2022-12-04,39.0
2022-12-05,35.0
2022-12-06,36.0
2022-12-07,34.0
2022-12-08,35.0
2022-12-09,52.0
2022-12-10,40.0
2022-12-11,45.0
2022-12-12,40.0
2022-12-13,39.0
2022-12-14,40.0
2022-12-15,50.0
2022-12-16,70.0
2022-12-17,44.0
2022-12-18,42.0
2022-12-19,42.0
2022-12-20,45.0
2022-12-21,46.0
2022-12-22,49.0
2022-12-23,64.0
2022-12-24,47.0
2022-12-25,49.0
2022-12-26,47.0
2022-12-27,41.0
2022-12-28,41.0
2022-12-29,43.0
2022-12-30,57.0
2022-12-31,41.0
2023-01-01,39.0
2023-01-02,43.0
2023-01-03,37.0
2023-01-04,35.0
2023-01-05,33.0
2023-01-06,37.0
2023-01-07,38.0
2023-01-08,42.0
2023-01-09,35.0
2023-01-10,33.0
2023-01-11,34.0
2023-01-12,35.0
2023-01-13,38.0
2023-01-14,45.0
2023-01-15,44.0
2023-01-16,41.0
2023-01-17,34.0
2023-01-18,34.0
2023-01-19,36.0
2023-01-20,40.0
2023-01-21,45.0
2023-01-22,45.0
2023-01-23,35.0
2023-01-24,37.0
2023-01-25,38.0
2023-01-26,35.0
2023-01-27,40.0
2023-01-28,44.0
2023-01-29,46.0
2023-01-30,37.0
2023-01-31,37.0
2023-02-01,35.0
2023-02-02,35.0
2023-02-03,39.0
2023-02-04,46.0
2023-02-05,47.0
2023-02-06,35.0
2023-02-07,33.0
2023-02-08,31.0
2023-02-09,32.0
2023-02-10,37.0
2023-02-11,40.0
2023-02-12,40.0
2023-02-13,30.0
2023-02-14,35.0
2023-02-15,34.0
2023-02-16,33.0
2023-02-17,38.0
2023-02-18,42.0
2023-02-19,43.0
2023-02-20,36.0
2023-02-21,33.0
2023-02-22,34.0
2023-02-23,32.0
2023-02-24,37.0
2023-02-25,42.0
2023-02-26,43.0
2023-02-27,33.0
2023-02-28,30.0
2023-03-01,33.0
2023-03-02,33.0
2023-03-03,37.0
2023-03-04,40.0
2023-03-05,40.0
2023-03-06,33.0
2023-03-07,32.0
2023-03-08,33.0
2023-03-09,33.0
2023-03-10,39.0
2023-03-11,39.0
2023-03-12,43.0
2023-03-13,34.0
2023-03-14,36.0
2023-03-15,33.0
2023-03-16,35.0
2023-03-17,37.0
2023-03-18,43.0
2023-03-19,43.0
2023-03-20,39.0
2023-03-21,35.0
2023-03-22,34.0
2023-03-23,32.0
2023-03-24,38.0
2023-03-25,41.0
2023-03-26,42.0
2023-03-27,35.0
2023-03-28,34.0
2023-03-29,34.0
2023-03-30,33.0
2023-03-31,36.0
2023-04-01,38.0
2023-04-02,41.0
2023-04-03,33.0
2023-04-04,33.0
2023-04-05,33.0
2023-04-06,35.0
2023-04-07,34.0
2023-04-08,40.0
2023-04-09,40.0
2023-04-10,35.0
2023-04-11,33.0
2023-04-12,33.0
2023-04-13,32.0
2023-04-14,35.0
2023-04-15,40.0
2023-04-16,42.0
2023-04-17,33.0
2023-04-18,33.0
2023-04-19,35.0
2023-04-20,35.0
2023-04-21,38.0
2023-04-22,43.0
2023-04-23,45.0
2023-04-24,38.0
2023-04-25,35.0
2023-04-26,35.0
2023-04-27,35.83653846153846
2023-04-28,37.84615384615384
2023-04-29,41.02884615384615
2023-04-30,44.71153846153846
2023-05-01,37.00961538461539
2023-05-02,34.16346153846153
2023-05-03,35.33653846153846
2023-05-04,34.66346153846153
2023-05-05,35.83653846153846
2023-05-06,39.855769230769226
2023-05-07,36.67307692307692
2023-05-08,36.67307692307692
2023-05-09,34.66346153846153
2023-05-10,35.0
2023-05-11,34.16346153846153
2023-05-12,39.01923076923077
2023-05-13,39.01923076923077
2023-05-14,43.875
2023-05-15,40.19230769230769
2023-05-16,38.18269230769231
2023-05-17,38.68269230769231
2023-05-18,40.69230769230769
2023-05-19,43.03846153846153
2023-05-20,40.19230769230769
2023-05-21,39.855769230769226
2023-05-22,38.18269230769231
2023-05-23,37.84615384615384
2023-05-24,39.01923076923077
2023-05-25,39.01923076923077
2023-05-26,40.38461538461538
2023-05-27,41.05769230769231
2023-05-28,40.38461538461538
2023-05-29,43.74999999999999
2023-05-30,37.692307692307686
2023-05-31,36.34615384615384
2023-06-01,36.34615384615384
2023-06-02,40.38461538461538
2023-06-03,43.07692307692307
2023-06-04,45.76923076923077
2023-06-05,40.38461538461538
2023-06-06,39.71153846153846
2023-06-07,38.36538461538461
2023-06-08,39.71153846153846
2023-06-09,38.36538461538461
2023-06-10,41.730769230769226
2023-06-11,41.730769230769226
2023-06-12,40.38461538461538
2023-06-13,35.67307692307692
2023-06-14,39.71153846153846
2023-06-15,37.692307692307686
2023-06-16,39.03846153846153
2023-06-17,39.03846153846153
2023-06-18,42.40384615384615
2023-06-19,37.692307692307686
2023-06-20,35.0
2023-06-21,35.67307692307692
2023-06-22,34.32692307692307
2023-06-23,35.0
2023-06-24,39.03846153846153
2023-06-25,40.38461538461538
2023-06-26,36.34615384615384
2023-06-27,34.32692307692307
2023-06-28,32.30769230769231
2023-06-29,31.634615384615383
2023-06-30,33.65384615384615
2023-07-01,39.03846153846153
2023-07-02,42.40384615384615
2023-07-03,37.01923076923077
2023-07-04,40.38461538461538
2023-07-05,32.980769230769226
2023-07-06,36.34615384615384
2023-07-07,37.01923076923077
2023-07-08,39.71153846153846
2023-07-09,43.07692307692307
2023-07-10,36.34615384615384
2023-07-11,36.34615384615384
2023-07-12,32.30769230769231
2023-07-13,35.0
2023-07-14,62.59615384615384
2023-07-15,51.82692307692307
2023-07-16,53.84615384615384
2023-07-17,41.05769230769231
2023-07-18,36.34615384615384
2023-07-19,35.67307692307692
2023-07-20,35.67307692307692
2023-07-21,47.78846153846153
2023-07-22,44.42307692307692
2023-07-23,45.76923076923077
2023-07-24,39.71153846153846
2023-07-25,36.34615384615384
2023-07-26,37.01923076923077
2023-07-27,37.692307692307686
2023-07-28,46.442307692307686
2023-07-29,47.78846153846153
2023-07-30,44.42307692307692
2023-07-31,37.01923076923077
2023-08-01,33.65384615384615
2023-08-02,32.30769230769231
2023-08-03,35.0
2023-08-04,44.42307692307692
2023-08-05,42.40384615384615
2023-08-06,43.74999999999999
2023-08-07,38.36538461538461
2023-08-08,36.34615384615384
2023-08-09,34.32692307692307
2023-08-10,37.692307692307686
2023-08-11,52.49999999999999
2023-08-12,50.480769230769226
2023-08-13,49.13461538461538
2023-08-14,42.40384615384615
2023-08-15,37.692307692307686
2023-08-16,36.34615384615384
2023-08-17,37.01923076923077
2023-08-18,51.153846153846146
2023-08-19,49.80769230769231
2023-08-20,46.442307692307686
2023-08-21,40.38461538461538
2023-08-22,36.34615384615384
2023-08-23,33.65384615384615
2023-08-24,35.0
2023-08-25,37.692307692307686
2023-08-26,41.05769230769231
2023-08-27,41.05769230769231
2023-08-28,35.67307692307692
2023-08-29,33.65384615384615
2023-08-30,32.980769230769226
2023-08-31,32.980769230769226
2023-09-01,35.0
2023-09-02,37.692307692307686
2023-09-03,37.692307692307686
2023-09-04,41.730769230769226
2023-09-05,33.65384615384615
2023-09-06,31.634615384615383
2023-09-07,32.980769230769226
2023-09-08,37.01923076923077
2023-09-09,37.01923076923077
2023-09-10,37.692307692307686
2023-09-11,34.32692307692307
2023-09-12,31.634615384615383
2023-09-13,32.980769230769226
2023-09-14,40.38461538461538
2023-09-15,67.3076923076923
2023-09-16,39.03846153846153
2023-09-17,39.71153846153846
2023-09-18,32.980769230769226
2023-09-19,33.65384615384615
2023-09-20,28.269230769230766
2023-09-21,37.01923076923077
2023-09-22,59.903846153846146
2023-09-23,41.05769230769231
2023-09-24,41.730769230769226
2023-09-25,34.32692307692307
2023-09-26,31.634615384615383
2023-09-27,30.96153846153846
2023-09-28,39.03846153846153
2023-09-29,57.88461538461538
2023-09-30,39.71153846153846
2023-10-01,42.40384615384615
2023-10-02,32.980769230769226
2023-10-03,32.980769230769226
2023-10-04,32.980769230769226
2023-10-05,35.0
2023-10-06,53.17307692307692
2023-10-07,40.38461538461538
2023-10-08,40.38461538461538
2023-10-09,32.980769230769226
2023-10-10,34.32692307692307
2023-10-11,32.30769230769231
2023-10-12,36.34615384615384
2023-10-13,53.17307692307692
2023-10-14,41.730769230769226
2023-10-15,42.40384615384615
2023-10-16,32.980769230769226
2023-10-17,32.30769230769231
2023-10-18,32.980769230769226
2023-10-19,35.67307692307692
2023-10-20,51.82692307692307
2023-10-21,39.71153846153846
2023-10-22,39.71153846153846
2023-10-23,33.65384615384615
2023-10-24,31.634615384615383
2023-10-25,33.65384615384615
2023-10-26,35.0
2023-10-27,49.80769230769231
2023-10-28,36.34615384615384
2023-10-29,39.03846153846153
2023-10-30,35.67307692307692
2023-10-31,37.01923076923077
2023-11-01,34.32692307692307
2023-11-02,35.0
2023-11-03,58.5576923076923
2023-11-04,42.40384615384615
2023-11-05,39.03846153846153
2023-11-06,35.0
2023-11-07,32.980769230769226
2023-11-08,30.96153846153846
2023-11-09,32.30769230769231
2023-11-10,51.82692307692307
2023-11-11,39.03846153846153
2023-11-12,39.03846153846153
2023-11-13,34.32692307692307
2023-11-14,32.30769230769231
2023-11-15,34.32692307692307
2023-11-16,34.32692307692307
2023-11-17,57.88461538461538
2023-11-18,39.71153846153846
2023-11-19,37.01923076923077
2023-11-20,37.01923076923077
2023-11-21,40.38461538461538
2023-11-22,35.0
2023-11-23,39.03846153846153
2023-11-24,56.53846153846153
2023-11-25,43.07692307692307
2023-11-26,43.07692307692307
2023-11-27,35.67307692307692
2023-11-28,34.32692307692307
2023-11-29,33.65384615384615
2023-11-30,32.980769230769226
2023-12-01,53.17307692307692
2023-12-02,38.36538461538461
2023-12-03,40.38461538461538
2023-12-04,32.980769230769226
2023-12-05,33.65384615384615
2023-12-06,32.30769230769231
2023-12-07,35.67307692307692
2023-12-08,46.442307692307686
2023-12-09,40.38461538461538
2023-12-10,41.05769230769231
2023-12-11,36.34615384615384
2023-12-12,35.0
2023-12-13,40.38461538461538
2023-12-14,39.03846153846153
2023-12-15,57.21153846153846
2023-12-16,42.40384615384615
2023-12-17,42.40384615384615
2023-12-18,41.730769230769226
2023-12-19,43.07692307692307
2023-12-20,45.76923076923077
2023-12-21,47.78846153846153
2023-12-22,60.62432286023835
2023-12-23,45.29997291440953
2023-12-24,42.437026002166846
2023-12-25,44.99661430119176
2023-12-26,42.437026002166846
2023-12-27,46.276408450704224
2023-12-28,44.6600758396533
2023-12-29,55.84168472372697
2023-12-30,43.07692307692307
2023-12-31,41.15723185265439
2024-01-01,42.437026002166846
2024-01-02,39.574079089924155
2024-01-03,37.654387865655465
2024-01-04,38.2942849404117
2024-01-05,38.2942849404117
2024-01-06,43.7168201516793
2024-01-07,43.7168201516793
2024-01-08,37.01449079089924
2024-01-09,35.094799566630556
2024-01-10,35.094799566630556
2024-01-11,36.37459371614301
2024-01-12,37.654387865655465
2024-01-13,41.79712892741061
2024-01-14,43.07692307692307
2024-01-15,41.15723185265439
2024-01-16,36.71113217768147
2024-01-17,37.01449079089924
2024-01-18,35.094799566630556
2024-01-19,43.07692307692307
2024-01-20,45.63651137594799
2024-01-21,44.29035752979415
2024-01-22,35.79631635969664
2024-01-23,34.58288190682557
2024-01-24,33.36944745395449
2024-01-25,32.76273022751896
2024-01-26,39.436619718309856
2024-01-27,44.897074756229685
2024-01-28,44.29035752979415
2024-01-29,38.22318526543879
2024-01-30,38.22318526543879
2024-01-31,36.403033586132175
2024-02-01,35.189599133261105
2024-02-02,44.897074756229685
2024-02-03,47.32394366197183
2024-02-04,46.71722643553629
2024-02-05,37.00975081256771
2024-02-06,34.58288190682557
2024-02-07,32.15601300108342
2024-02-08,31.549295774647888
2024-02-09,32.15601300108342
2024-02-10,39.436619718309856
2024-02-11,45.50379198266522
2024-02-12,34.58288190682557
2024-02-13,35.79631635969664
2024-02-14,35.189599133261105
2024-02-15,33.97616468039003
2024-02-16,37.00975081256771
2024-02-17,42.47020585048754
2024-02-18,43.683640303358615
2024-02-19,39.436619718309856
2024-02-20,33.36944745395449
2024-02-21,32.76273022751896
2024-02-22,31.549295774647888
2024-02-23,32.15601300108342
2024-02-24,35.79631635969664
2024-02-25,37.00975081256771
2024-02-26,32.15601300108342
2024-02-27,29.729144095341276
2024-02-28,29.12242686890574
2024-02-29,29.729144095341276
2024-03-01,34.58288190682557
2024-03-02,36.403033586132175
2024-03-03,36.403033586132175
2024-03-04,29.12242686890574
2024-03-05,29.729144095341276
2024-03-06,29.729144095341276
2024-03-07,30.335861321776814
2024-03-08,31.549295774647888
2024-03-09,33.97616468039003
2024-03-10,36.403033586132175
2024-03-11,28.515709642470206
2024-03-12,29.12242686890574
2024-03-13,28.515709642470206
2024-03-14,30.335861321776814
2024-03-15,33.36944745395449
2024-03-16,34.58288190682557
2024-03-17,37.00975081256771
2024-03-18,29.729144095341276
2024-03-19,29.12242686890574
2024-03-20,30.94257854821235
2024-03-21,34.58288190682557
2024-03-22,38.82990249187432
2024-03-23,40.65005417118093
2024-03-24,40.04333694474539
2024-03-25,33.97616468039003
2024-03-26,32.76273022751896
2024-03-27,30.94257854821235
2024-03-28,35.79631635969664
2024-03-29,34.58288190682557
2024-03-30,35.189599133261105
2024-03-31,37.00975081256771
2024-04-01,32.76273022751896
2024-04-02,29.729144095341276
2024-04-03,29.12242686890574
2024-04-04,33.36944745395449
2024-04-05,34.58288190682557
2024-04-06,33.97616468039003
2024-04-07,35.189599133261105
2024-04-08,27.908992416034668
2024-04-09,29.729144095341276
2024-04-10,32.15601300108342
2024-04-11,41.863488624052
2024-04-12,44.29035752979415
2024-04-13,44.897074756229685
2024-04-14,43.683640303358615
2024-04-15,37.00975081256771
2024-04-16,37.00975081256771
2024-04-17,37.61646803900325
2024-04-18,37.00975081256771
2024-04-19,37.61646803900325
2024-04-20,38.82990249187432
2024-04-21,43.683640303358615
2024-04-22,38.22318526543879
2024-04-23,32.76273022751896
2024-04-24,33.97616468039003
2024-04-25,33.36944745395449
2024-04-26,35.189599133261105
2024-04-27,37.00975081256771
2024-04-28,37.61646803900325
2024-04-29,34.58288190682557
2024-04-30,31.549295774647888
2024-05-01,30.94257854821235
2024-05-02,31.549295774647888
2024-05-03,37.00975081256771
2024-05-04,40.04333694474539
2024-05-05,44.897074756229685
2024-05-06,35.189599133261105
2024-05-07,32.15601300108342
2024-05-08,31.549295774647888
2024-05-09,33.97616468039003
2024-05-10,35.79631635969664
2024-05-11,37.61646803900325
2024-05-12,34.58288190682557
2024-05-13,35.189599133261105
2024-05-14,35.79631635969664
2024-05-15,35.79631635969664
2024-05-16,35.189599133261105
2024-05-17,36.403033586132175
2024-05-18,33.97616468039003
2024-05-19,34.58288190682557
2024-05-20,36.403033586132175
2024-05-21,33.36944745395449
2024-05-22,36.403033586132175
2024-05-23,32.76273022751896
2024-05-24,32.76273022751896
2024-05-25,34.58288190682557
2024-05-26,33.97616468039003
2024-05-27,37.61646803900325
2024-05-28,33.97616468039003
2024-05-29,32.76273022751896
2024-05-30,33.36944745395449
2024-05-31,30.94257854821235
2024-06-01,33.36944745395449
2024-06-02,37.61646803900325
2024-06-03,31.549295774647888
2024-06-04,30.335861321776814
2024-06-05,31.549295774647888
2024-06-06,30.94257854821235
2024-06-07,32.76273022751896
2024-06-08,32.76273022751896
2024-06-09,33.97616468039003
2024-06-10,31.549295774647888
2024-06-11,29.12242686890574
2024-06-12,29.729144095341276
2024-06-13,36.403033586132175
2024-06-14,39.436619718309856
2024-06-15,37.61646803900325
2024-06-16,38.22318526543879
2024-06-17,36.403033586132175
2024-06-18,31.549295774647888
2024-06-19,38.22318526543879
2024-06-20,40.65005417118093
2024-06-21,35.189599133261105
2024-06-22,37.61646803900325
2024-06-23,39.436619718309856
2024-06-24,32.76273022751896
2024-06-25,32.76273022751896
2024-06-26,32.76273022751896
2024-06-27,36.403033586132175
2024-06-28,33.36944745395449
2024-06-29,34.58288190682557
2024-06-30,37.00975081256771
2024-07-01,31.549295774647888
2024-07-02,30.335861321776814
2024-07-03,31.549295774647888
2024-07-04,39.436619718309856
2024-07-05,39.436619718309856
2024-07-06,38.82990249187432
2024-07-07,39.436619718309856
2024-07-08,32.76273022751896
2024-07-09,30.335861321776814
2024-07-10,30.94257854821235
2024-07-11,37.00975081256771
2024-07-12,38.82990249187432
2024-07-13,35.79631635969664
2024-07-14,35.79631635969664
2024-07-15,33.97616468039003
2024-07-16,31.549295774647888
2024-07-17,35.189599133261105
2024-07-18,38.82990249187432
2024-07-19,38.22318526543879
2024-07-20,37.61646803900325
2024-07-21,35.189599133261105
2024-07-22,30.94257854821235
2024-07-23,30.335861321776814
2024-07-24,29.12242686890574
2024-07-25,30.335861321776814
2024-07-26,29.729144095341276
2024-07-27,31.549295774647888
2024-07-28,32.15601300108342
2024-07-29,29.12242686890574
2024-07-30,27.908992416034668
2024-07-31,26.08884073672806
2024-08-01,28.515709642470206
2024-08-02,28.515709642470206
2024-08-03,31.549295774647888
2024-08-04,33.36944745395449
2024-08-05,27.908992416034668
2024-08-06,25.482123510292524
2024-08-07,27.908992416034668
2024-08-08,27.908992416034668
2024-08-09,29.12242686890574
2024-08-10,28.515709642470206
2024-08-11,30.335861321776814
2024-08-12,27.908992416034668
2024-08-13,27.908992416034668
2024-08-14,25.482123510292524
2024-08-15,27.908992416034668
2024-08-16,26.695557963163594
2024-08-17,31.549295774647888
2024-08-18,32.94095633644104
2024-08-19,28.499103272741245
2024-08-20,26.292093346509276
2024-08-21,27.864552835069844
2024-08-22,27.230002397398444
2024-08-23,29.768204148084042
2024-08-24,28.499103272741245
2024-08-25,33.24431494965881
2024-08-26,28.195744659523477
2024-08-27,26.595451959727043
2024-08-28,25.32635108438425
2024-08-29,28.499103272741245
2024-08-30,30.402754585755442
2024-08-31,32.94095633644104
2024-09-01,33.57550677411244
2024-09-02,35.7825167003444
2024-09-03,26.926643784180676
2024-09-04,25.65754290883788
2024-09-05,27.864552835069844
2024-09-06,29.133653710412645
2024-09-07,32.94095633644104
2024-09-08,33.24431494965881
2024-09-09,26.292093346509276
2024-09-10,25.65754290883788
2024-09-11,25.32635108438425
2024-09-12,36.4170671380158
2024-09-13,60.170958733839484
2024-09-14,32.60976451198741
2024-09-15,33.87886538733021
2024-09-16,27.230002397398444
2024-09-17,26.495345956290496
2024-09-18,25.832962307383234
2024-09-19,31.794415147548598
2024-09-20,48.35400637023016
2024-09-21,34.44394974317765
2024-09-22,31.132031498641332
2024-09-23,26.495345956290496
2024-09-24,26.495345956290496
2024-09-25,24.50819500956871
2024-09-26,33.78156609427038
2024-09-27,52.32830826367373
2024-09-28,31.794415147548598
2024-09-29,32.45679879645586
2024-09-30,28.482496903012283
2024-10-01,27.15772960519776
2024-10-02,25.832962307383234
2024-10-03,31.132031498641332
2024-10-04,51.00354096585921
2024-10-05,33.78156609427038
2024-10-06,33.11918244536312
2024-10-07,25.832962307383234
2024-10-08,25.832962307383234
2024-10-09,25.832962307383234
2024-10-10,27.82011325410502
2024-10-11,47.029239072415635
2024-10-12,31.794415147548598
2024-10-13,33.78156609427038
2024-10-14,29.807264200826808
2024-10-15,30.46964784973407
2024-10-16,31.132031498641332
2024-10-17,32.45679879645586
2024-10-18,43.05493717897206
2024-10-19,33.11918244536312
2024-10-20,33.78156609427038
2024-10-21,29.144880551919545
2024-10-22,27.15772960519776
2024-10-23,25.832962307383234
2024-10-24,29.144880551919545
2024-10-25,47.029239072415635
2024-10-26,30.46964784973407
2024-10-27,32.45679879645586
2024-10-28,28.482496903012283
2024-10-29,26.495345956290496
2024-10-30,27.15772960519776
2024-10-31,37.0934843388067
2024-11-01,47.691622721322894
2024-11-02,33.11918244536312
2024-11-03,34.44394974317765
2024-11-04,27.82011325410502
2024-11-05,26.495345956290496
2024-11-06,21.85866041393966
2024-11-07,27.15772960519776
2024-11-08,48.35400637023016
2024-11-09,32.45679879645586
2024-11-10,35.106333392084906
2024-11-11,30.46964784973407
2024-11-12,27.82011325410502
2024-11-13,27.15772960519776
2024-11-14,29.807264200826808
2024-11-15,47.029239072415635
2024-11-16,28.482496903012283
2024-11-17,33.11918244536312
2024-11-18,30.46964784973407
2024-11-19,27.82011325410502
2024-11-20,30.46964784973407
2024-11-21,30.46964784973407
2024-11-22,56.30261015711731
2024-11-23,31.794415147548598
2024-11-24,34.44394974317765
2024-11-25,34.44394974317765
2024-11-26,35.106333392084906
2024-11-27,34.44394974317765
2024-11-28,33.11918244536312
