Time,spider_man_no_way_home
2022-08-29,3.8227848101265822
2022-08-30,3.8227848101265822
2022-08-31,3.2468354430379742
2022-09-01,5.81012658227848
2022-09-02,9.284810126582277
2022-09-03,15.094936708860757
2022-09-04,11.196202531645568
2022-09-05,7.0696202531645564
2022-09-06,3.8227848101265822
2022-09-07,3.170886075949367
2022-09-08,2.8670886075949364
2022-09-09,2.943037974683544
2022-09-10,3.9746835443037973
2022-09-11,4.20253164556962
2022-09-12,2.2151898734177213
2022-09-13,1.9873417721518987
2022-09-14,2.0632911392405062
2022-09-15,1.9873417721518987
2022-09-16,2.0632911392405062
2022-09-17,2.8670886075949364
2022-09-18,3.0189873417721516
2022-09-19,1.8354430379746836
2022-09-20,1.9873417721518987
2022-09-21,1.8354430379746836
2022-09-22,1.8354430379746836
2022-09-23,1.9113924050632911
2022-09-24,2.1392405063291138
2022-09-25,2.291139240506329
2022-09-26,1.2594936708860758
2022-09-27,1.2594936708860758
2022-09-28,1.3670886075949364
2022-09-29,1.5189873417721516
2022-09-30,1.5189873417721516
2022-10-01,1.670886075949367
2022-10-02,1.9746835443037971
2022-10-03,1.3670886075949364
2022-10-04,1.2151898734177213
2022-10-05,1.3670886075949364
2022-10-06,1.5189873417721516
2022-10-07,1.3670886075949364
2022-10-08,1.9746835443037971
2022-10-09,1.670886075949367
2022-10-10,1.670886075949367
2022-10-11,1.3670886075949364
2022-10-12,1.5189873417721516
2022-10-13,1.2151898734177213
2022-10-14,1.670886075949367
2022-10-15,1.670886075949367
2022-10-16,1.822784810126582
2022-10-17,1.5189873417721516
2022-10-18,1.670886075949367
2022-10-19,1.822784810126582
2022-10-20,1.3670886075949364
2022-10-21,1.5189873417721516
2022-10-22,1.822784810126582
2022-10-23,1.822784810126582
2022-10-24,1.5189873417721516
2022-10-25,1.670886075949367
2022-10-26,1.9746835443037971
2022-10-27,1.670886075949367
2022-10-28,1.3670886075949364
2022-10-29,1.5189873417721516
2022-10-30,2.2784810126582276
2022-10-31,1.3670886075949364
2022-11-01,1.3670886075949364
2022-11-02,1.2151898734177213
2022-11-03,1.3670886075949364
2022-11-04,1.2151898734177213
2022-11-05,1.822784810126582
2022-11-06,2.1265822784810124
2022-11-07,1.2151898734177213
2022-11-08,1.3670886075949364
2022-11-09,1.3670886075949364
2022-11-10,1.670886075949367
2022-11-11,1.822784810126582
2022-11-12,2.582278481012658
2022-11-13,2.734177215189873
2022-11-14,2.1265822784810124
2022-11-15,1.5189873417721516
2022-11-16,1.5189873417721516
2022-11-17,1.9746835443037971
2022-11-18,1.822784810126582
2022-11-19,2.1265822784810124
2022-11-20,2.4303797468354427
2022-11-21,1.822784810126582
2022-11-22,3.341772151898734
2022-11-23,2.886075949367088
2022-11-24,2.734177215189873
2022-11-25,3.645569620253164
2022-11-26,3.037974683544303
2022-11-27,2.734177215189873
2022-11-28,2.1265822784810124
2022-11-29,1.670886075949367
2022-11-30,1.5189873417721516
2022-12-01,1.5189873417721516
2022-12-02,1.822784810126582
2022-12-03,2.2784810126582276
2022-12-04,2.582278481012658
2022-12-05,1.670886075949367
2022-12-06,1.5189873417721516
2022-12-07,1.670886075949367
2022-12-08,1.822784810126582
2022-12-09,1.822784810126582
2022-12-10,2.4303797468354427
2022-12-11,3.037974683544303
2022-12-12,2.2784810126582276
2022-12-13,1.822784810126582
2022-12-14,1.670886075949367
2022-12-15,1.822784810126582
2022-12-16,2.582278481012658
2022-12-17,4.10126582278481
2022-12-18,4.253164556962025
2022-12-19,2.582278481012658
2022-12-20,2.582278481012658
2022-12-21,2.582278481012658
2022-12-22,2.734177215189873
2022-12-23,3.1898734177215187
2022-12-24,3.1898734177215187
2022-12-25,2.886075949367088
2022-12-26,3.493670886075949
2022-12-27,2.4303797468354427
2022-12-28,2.886075949367088
2022-12-29,3.037974683544303
2022-12-30,3.1898734177215187
2022-12-31,3.341772151898734
2023-01-01,3.797468354430379
2023-01-02,3.493670886075949
2023-01-03,2.2784810126582276
2023-01-04,2.1265822784810124
2023-01-05,2.2784810126582276
2023-01-06,2.4303797468354427
2023-01-07,2.886075949367088
2023-01-08,3.037974683544303
2023-01-09,2.1265822784810124
2023-01-10,1.9746835443037971
2023-01-11,2.4303797468354427
2023-01-12,2.2784810126582276
2023-01-13,2.1265822784810124
2023-01-14,2.886075949367088
2023-01-15,3.037974683544303
2023-01-16,3.1898734177215187
2023-01-17,1.822784810126582
2023-01-18,1.670886075949367
2023-01-19,1.5189873417721516
2023-01-20,1.822784810126582
2023-01-21,2.734177215189873
2023-01-22,2.2784810126582276
2023-01-23,1.670886075949367
2023-01-24,1.670886075949367
2023-01-25,1.670886075949367
2023-01-26,1.5189873417721516
2023-01-27,1.670886075949367
2023-01-28,3.037974683544303
2023-01-29,2.886075949367088
2023-01-30,1.822784810126582
2023-01-31,1.5189873417721516
2023-02-01,1.670886075949367
2023-02-02,1.3670886075949364
2023-02-03,1.5189873417721516
2023-02-04,1.9746835443037971
2023-02-05,2.2784810126582276
2023-02-06,1.3670886075949364
2023-02-07,1.670886075949367
2023-02-08,1.3670886075949364
2023-02-09,1.3670886075949364
2023-02-10,1.3670886075949364
2023-02-11,1.9746835443037971
2023-02-12,2.1265822784810124
2023-02-13,1.5189873417721516
2023-02-14,1.3670886075949364
2023-02-15,1.5189873417721516
2023-02-16,1.822784810126582
2023-02-17,1.670886075949367
2023-02-18,2.886075949367088
2023-02-19,2.734177215189873
2023-02-20,2.2784810126582276
2023-02-21,1.670886075949367
2023-02-22,1.9746835443037971
2023-02-23,1.822784810126582
2023-02-24,1.670886075949367
2023-02-25,2.582278481012658
2023-02-26,2.582278481012658
2023-02-27,1.822784810126582
2023-02-28,1.5189873417721516
2023-03-01,1.5189873417721516
2023-03-02,1.5189873417721516
2023-03-03,1.3670886075949364
2023-03-04,2.1265822784810124
2023-03-05,2.2784810126582276
2023-03-06,1.3670886075949364
2023-03-07,1.3670886075949364
2023-03-08,1.2151898734177213
2023-03-09,1.0632911392405062
2023-03-10,1.3670886075949364
2023-03-11,1.822784810126582
2023-03-12,2.2784810126582276
2023-03-13,1.3670886075949364
2023-03-14,1.2151898734177213
2023-03-15,1.2151898734177213
2023-03-16,1.0632911392405062
2023-03-17,1.3670886075949364
2023-03-18,1.822784810126582
2023-03-19,1.9746835443037971
2023-03-20,1.2151898734177213
2023-03-21,1.2151898734177213
2023-03-22,1.2151898734177213
2023-03-23,1.2151898734177213
2023-03-24,1.2151898734177213
2023-03-25,1.670886075949367
2023-03-26,2.2784810126582276
2023-03-27,1.5189873417721516
2023-03-28,1.3670886075949364
2023-03-29,1.0632911392405062
2023-03-30,1.2151898734177213
2023-03-31,1.3670886075949364
2023-04-01,1.670886075949367
2023-04-02,1.822784810126582
2023-04-03,1.2151898734177213
2023-04-04,1.2151898734177213
2023-04-05,1.670886075949367
2023-04-06,1.670886075949367
2023-04-07,1.5189873417721516
2023-04-08,1.822784810126582
2023-04-09,1.670886075949367
2023-04-10,1.2151898734177213
2023-04-11,1.3670886075949364
2023-04-12,1.0632911392405062
2023-04-13,1.3670886075949364
2023-04-14,1.5189873417721516
2023-04-15,1.822784810126582
2023-04-16,2.1265822784810124
2023-04-17,1.3670886075949364
2023-04-18,0.911392405063291
2023-04-19,1.0632911392405062
2023-04-20,0.911392405063291
2023-04-21,1.5189873417721516
2023-04-22,2.2784810126582276
2023-04-23,2.734177215189873
2023-04-24,1.822784810126582
2023-04-25,1.670886075949367
2023-04-26,1.6460214476833253
2023-04-27,1.338242250100602
2023-04-28,1.338242250100602
2023-04-29,2.2927559355298732
2023-04-30,2.4310574879806843
2023-05-01,1.4005944354628053
2023-05-02,1.1999406976497913
2023-05-03,1.0304630525178788
2023-05-04,1.0616391451989804
2023-05-05,1.3694183427817035
2023-05-06,2.0921021977168595
2023-05-07,2.877138238014218
2023-05-08,1.7083736330455284
2023-05-09,1.2311167903308928
2023-05-10,1.2311167903308928
2023-05-11,1.3694183427817035
2023-05-12,1.9849767379471501
2023-05-13,3.0154397904650287
2023-05-14,3.4926966331796647
2023-05-15,2.538182947750393
2023-05-16,1.9849767379471501
2023-05-17,1.9538006452660484
2023-05-18,1.9538006452660484
2023-05-19,2.123278290397961
2023-05-20,2.90831433069532
2023-05-21,3.216093528278043
2023-05-22,1.9849767379471501
2023-05-23,2.123278290397961
2023-05-24,1.9849767379471501
2023-05-25,1.9849767379471501
2023-05-26,1.995269931590503
2023-05-27,3.0552570827479575
2023-05-28,3.741131121732193
2023-05-29,2.9929048973857544
2023-05-30,2.6811439705747384
2023-05-31,2.244678673039316
2023-06-01,2.4940874144881287
2023-06-02,3.367018009558974
2023-06-03,4.177596419267616
2023-06-04,4.863470458251851
2023-06-05,3.49172238028338
2023-06-06,2.868200526661348
2023-06-07,3.179961453472364
2023-06-08,2.8058483412991446
2023-06-09,2.9929048973857544
2023-06-10,3.49172238028338
2023-06-11,4.551709531440835
2023-06-12,3.2423136388345672
2023-06-13,2.618791785212535
2023-06-14,3.367018009558974
2023-06-15,3.179961453472364
2023-06-16,3.1176092681101606
2023-06-17,3.6164267510077863
2023-06-18,6.235218536220321
2023-06-19,4.239948604629818
2023-06-20,3.1176092681101606
2023-06-21,2.868200526661348
2023-06-22,2.618791785212535
2023-06-23,2.6811439705747384
2023-06-24,3.179961453472364
2023-06-25,3.741131121732193
2023-06-26,2.6811439705747384
2023-06-27,2.4317352291259255
2023-06-28,2.119974302314909
2023-06-29,1.995269931590503
2023-06-30,2.244678673039316
2023-07-01,2.307030858401519
2023-07-02,2.4940874144881287
2023-07-03,2.244678673039316
2023-07-04,2.4940874144881287
2023-07-05,1.9329177462282998
2023-07-06,1.995269931590503
2023-07-07,2.057622116952706
2023-07-08,2.3693830437637224
2023-07-09,2.4317352291259255
2023-07-10,1.8082133755038932
2023-07-11,1.6211568194172836
2023-07-12,1.683509004779487
2023-07-13,1.3093958926062674
2023-07-14,1.6211568194172836
2023-07-15,1.683509004779487
2023-07-16,2.1823264876771127
2023-07-17,1.9329177462282998
2023-07-18,1.3717480779684708
2023-07-19,1.2470437072440643
2023-07-20,1.3093958926062674
2023-07-21,1.434100263330674
2023-07-22,1.8705655608660965
2023-07-23,2.057622116952706
2023-07-24,1.8705655608660965
2023-07-25,1.8082133755038932
2023-07-26,1.3717480779684708
2023-07-27,1.2470437072440643
2023-07-28,1.434100263330674
2023-07-29,2.119974302314909
2023-07-30,1.8705655608660965
2023-07-31,1.74586119014169
2023-08-01,1.3093958926062674
2023-08-02,1.4964524486928772
2023-08-03,1.3717480779684708
2023-08-04,1.1846915218818612
2023-08-05,1.5588046340550803
2023-08-06,1.683509004779487
2023-08-07,1.4964524486928772
2023-08-08,1.3717480779684708
2023-08-09,1.434100263330674
2023-08-10,1.0599871511574546
2023-08-11,1.3093958926062674
2023-08-12,1.8082133755038932
2023-08-13,2.057622116952706
2023-08-14,1.2470437072440643
2023-08-15,1.3717480779684708
2023-08-16,1.3093958926062674
2023-08-17,1.1846915218818612
2023-08-18,1.1846915218818612
2023-08-19,1.8082133755038932
2023-08-20,1.6211568194172836
2023-08-21,1.4964524486928772
2023-08-22,1.3093958926062674
2023-08-23,0.872930595070845
2023-08-24,1.0599871511574546
2023-08-25,1.122339336519658
2023-08-26,1.434100263330674
2023-08-27,1.8705655608660965
2023-08-28,1.0599871511574546
2023-08-29,1.122339336519658
2023-08-30,0.9352827804330482
2023-08-31,1.3717480779684708
2023-09-01,1.1846915218818612
2023-09-02,1.683509004779487
2023-09-03,1.8082133755038932
2023-09-04,1.74586119014169
2023-09-05,1.1846915218818612
2023-09-06,0.9976349657952515
2023-09-07,0.9352827804330482
2023-09-08,0.9976349657952515
2023-09-09,1.4964524486928772
2023-09-10,1.6211568194172836
2023-09-11,1.2470437072440643
2023-09-12,0.9352827804330482
2023-09-13,1.1846915218818612
2023-09-14,0.9976349657952515
2023-09-15,1.0599871511574546
2023-09-16,1.3717480779684708
2023-09-17,1.2470437072440643
2023-09-18,0.8105784097086418
2023-09-19,0.9976349657952515
2023-09-20,0.7482262243464386
2023-09-21,0.9352827804330482
2023-09-22,1.3093958926062674
2023-09-23,1.8082133755038932
2023-09-24,1.3093958926062674
2023-09-25,0.9352827804330482
2023-09-26,1.0599871511574546
2023-09-27,0.9976349657952515
2023-09-28,1.0599871511574546
2023-09-29,0.9352827804330482
2023-09-30,1.3717480779684708
2023-10-01,1.8082133755038932
2023-10-02,1.3093958926062674
2023-10-03,1.122339336519658
2023-10-04,1.2470437072440643
2023-10-05,1.122339336519658
2023-10-06,1.0599871511574546
2023-10-07,1.434100263330674
2023-10-08,1.3093958926062674
2023-10-09,1.2470437072440643
2023-10-10,1.1846915218818612
2023-10-11,0.9976349657952515
2023-10-12,0.872930595070845
2023-10-13,1.0599871511574546
2023-10-14,1.1846915218818612
2023-10-15,1.434100263330674
2023-10-16,0.9976349657952515
2023-10-17,0.8105784097086418
2023-10-18,1.2470437072440643
2023-10-19,1.122339336519658
2023-10-20,1.122339336519658
2023-10-21,1.434100263330674
2023-10-22,2.119974302314909
2023-10-23,1.683509004779487
2023-10-24,1.74586119014169
2023-10-25,1.4964524486928772
2023-10-26,1.3717480779684708
2023-10-27,1.4964524486928772
2023-10-28,1.9329177462282998
2023-10-29,1.8082133755038932
2023-10-30,1.4964524486928772
2023-10-31,1.4964524486928772
2023-11-01,1.434100263330674
2023-11-02,1.3717480779684708
2023-11-03,2.057622116952706
2023-11-04,3.803483307094396
2023-11-05,4.614061716803038
2023-11-06,2.7434961559369415
2023-11-07,2.5564395998503318
2023-11-08,2.1823264876771127
2023-11-09,1.9329177462282998
2023-11-10,2.307030858401519
2023-11-11,2.3693830437637224
2023-11-12,3.1176092681101606
2023-11-13,1.8082133755038932
2023-11-14,1.74586119014169
2023-11-15,1.9329177462282998
2023-11-16,1.6211568194172836
2023-11-17,1.683509004779487
2023-11-18,2.8058483412991446
2023-11-19,2.7434961559369415
2023-11-20,2.307030858401519
2023-11-21,1.8705655608660965
2023-11-22,2.4317352291259255
2023-11-23,2.7434961559369415
2023-11-24,2.5564395998503318
2023-11-25,3.179961453472364
2023-11-26,3.0552570827479575
2023-11-27,2.119974302314909
2023-11-28,1.5588046340550803
2023-11-29,1.434100263330674
2023-11-30,1.6211568194172836
2023-12-01,1.434100263330674
2023-12-02,1.9329177462282998
2023-12-03,1.8705655608660965
2023-12-04,1.3717480779684708
2023-12-05,1.3093958926062674
2023-12-06,1.3093958926062674
2023-12-07,1.122339336519658
2023-12-08,1.3717480779684708
2023-12-09,1.74586119014169
2023-12-10,1.8705655608660965
2023-12-11,1.5588046340550803
2023-12-12,1.122339336519658
2023-12-13,1.3093958926062674
2023-12-14,1.5588046340550803
2023-12-15,1.3717480779684708
2023-12-16,2.4317352291259255
2023-12-17,2.4940874144881287
2023-12-18,2.119974302314909
2023-12-19,1.3717480779684708
2023-12-20,1.74586119014169
2023-12-21,1.6211568194172836
2023-12-22,2.2342118793334302
2023-12-23,1.8235397520017969
2023-12-24,2.0551549441506047
2023-12-25,2.129095365401467
2023-12-26,1.8760980089677788
2023-12-27,1.9286562659337607
2023-12-28,1.697041073784953
2023-12-29,1.7282171664660546
2023-12-30,1.8547158446828984
2023-12-31,1.2436046178835591
2024-01-01,2.8141470134516684
2024-01-02,2.56114965701798
2024-01-03,1.8021575877169167
2024-01-04,1.675658909500073
2024-01-05,1.8760980089677788
2024-01-06,2.0551549441506047
2024-01-07,2.0551549441506047
2024-01-08,1.7282171664660546
2024-01-09,1.3914854603852833
2024-01-10,1.1910463609175772
2024-01-11,1.2436046178835591
2024-01-12,1.4752198100323668
2024-01-13,2.0025966871846226
2024-01-14,1.8760980089677788
2024-01-15,2.0765371084354847
2024-01-16,1.749599330750935
2024-01-17,3.351317819000146
2024-01-18,2.203035786652329
2024-01-19,1.675658909500073
2024-01-20,2.4346509788011366
2024-01-21,2.223745085627545
2024-01-22,1.7533374713601797
2024-01-23,1.2829298570928143
2024-01-24,1.2829298570928143
2024-01-25,1.4539871713718564
2024-01-26,1.5395158285113772
2024-01-27,2.052687771348503
2024-01-28,2.1809807570577844
2024-01-29,2.6941526998949104
2024-01-30,1.4112228428020959
2024-01-31,1.1974011999532934
2024-02-01,1.069108214244012
2024-02-02,1.1974011999532934
2024-02-03,1.7961017999299402
2024-02-04,3.763260914138922
2024-02-05,1.6678088142206586
2024-02-06,1.240165528523054
2024-02-07,1.1546368713835329
2024-02-08,1.069108214244012
2024-02-09,1.967159114208982
2024-02-10,1.9243947856392216
2024-02-11,1.7105731427904192
2024-02-12,1.1118725428137726
2024-02-13,1.4112228428020959
2024-02-14,1.1974011999532934
2024-02-15,1.2829298570928143
2024-02-16,1.4967514999416167
2024-02-17,2.223745085627545
2024-02-18,4.276432856976048
2024-02-19,2.0954520999182633
2024-02-20,1.3684585142323353
2024-02-21,1.5395158285113772
2024-02-22,1.5395158285113772
2024-02-23,1.8388661284997005
2024-02-24,1.881630457069461
2024-02-25,1.9243947856392216
2024-02-26,1.7105731427904192
2024-02-27,0.9408152285347305
2024-02-28,1.0263438856742515
2024-02-29,1.4967514999416167
2024-03-01,2.0099234427787427
2024-03-02,2.052687771348503
2024-03-03,2.0954520999182633
2024-03-04,1.5395158285113772
2024-03-05,1.240165528523054
2024-03-06,1.3256941856625748
2024-03-07,1.1118725428137726
2024-03-08,1.1974011999532934
2024-03-09,1.8388661284997005
2024-03-10,2.907974342743713
2024-03-11,2.3092737427670658
2024-03-12,1.3684585142323353
2024-03-13,1.4967514999416167
2024-03-14,1.7533374713601797
2024-03-15,1.967159114208982
2024-03-16,2.138216428488024
2024-03-17,3.121795985592515
2024-03-18,2.0954520999182633
2024-03-19,1.4539871713718564
2024-03-20,1.3684585142323353
2024-03-21,1.4967514999416167
2024-03-22,1.8388661284997005
2024-03-23,1.7533374713601797
2024-03-24,1.967159114208982
2024-03-25,1.0263438856742515
2024-03-26,1.3256941856625748
2024-03-27,1.1118725428137726
2024-03-28,1.8388661284997005
2024-03-29,1.9243947856392216
2024-03-30,2.052687771348503
2024-03-31,2.950738671313473
2024-04-01,2.779681357034431
2024-04-02,1.6678088142206586
2024-04-03,1.5395158285113772
2024-04-04,1.5395158285113772
2024-04-05,1.3684585142323353
2024-04-06,1.9243947856392216
2024-04-07,2.223745085627545
2024-04-08,1.5395158285113772
2024-04-09,1.5395158285113772
2024-04-10,2.052687771348503
2024-04-11,1.069108214244012
2024-04-12,1.5395158285113772
2024-04-13,1.625044485650898
2024-04-14,1.881630457069461
2024-04-15,1.2829298570928143
2024-04-16,1.1546368713835329
2024-04-17,1.240165528523054
2024-04-18,1.240165528523054
2024-04-19,1.3684585142323353
2024-04-20,1.7961017999299402
2024-04-21,2.3520380713368265
2024-04-22,2.138216428488024
2024-04-23,1.3684585142323353
2024-04-24,1.1974011999532934
2024-04-25,1.240165528523054
2024-04-26,1.240165528523054
2024-04-27,1.6678088142206586
2024-04-28,2.7369170284646707
2024-04-29,2.2665094141973054
2024-04-30,1.2829298570928143
2024-05-01,1.1974011999532934
2024-05-02,1.1546368713835329
2024-05-03,1.2829298570928143
2024-05-04,1.8388661284997005
2024-05-05,1.881630457069461
2024-05-06,1.5822801570811378
2024-05-07,1.2829298570928143
2024-05-08,1.240165528523054
2024-05-09,1.1974011999532934
2024-05-10,1.4112228428020959
2024-05-11,1.7105731427904192
2024-05-12,2.0954520999182633
2024-05-13,1.1546368713835329
2024-05-14,0.983579557104491
2024-05-15,1.1974011999532934
2024-05-16,1.069108214244012
2024-05-17,1.0263438856742515
2024-05-18,1.7105731427904192
2024-05-19,3.036267328452994
2024-05-20,1.7105731427904192
2024-05-21,1.2829298570928143
2024-05-22,1.1118725428137726
2024-05-23,1.3256941856625748
2024-05-24,1.5395158285113772
2024-05-25,1.7961017999299402
2024-05-26,1.967159114208982
2024-05-27,2.523095385615868
2024-05-28,2.6941526998949104
2024-05-29,1.4539871713718564
2024-05-30,1.2829298570928143
2024-05-31,1.5395158285113772
2024-06-01,2.138216428488024
2024-06-02,1.881630457069461
2024-06-03,2.223745085627545
2024-06-04,3.250088971301796
2024-06-05,2.0954520999182633
2024-06-06,1.7105731427904192
2024-06-07,1.4539871713718564
2024-06-08,1.5822801570811378
2024-06-09,2.0954520999182633
2024-06-10,1.3684585142323353
2024-06-11,1.240165528523054
2024-06-12,1.240165528523054
2024-06-13,1.2829298570928143
2024-06-14,1.069108214244012
2024-06-15,1.4112228428020959
2024-06-16,1.625044485650898
2024-06-17,1.3256941856625748
2024-06-18,1.1118725428137726
2024-06-19,1.1118725428137726
2024-06-20,1.3256941856625748
2024-06-21,1.069108214244012
2024-06-22,1.5395158285113772
2024-06-23,1.4967514999416167
2024-06-24,1.3256941856625748
2024-06-25,1.1118725428137726
2024-06-26,0.9408152285347305
2024-06-27,1.1118725428137726
2024-06-28,0.8980508999649701
2024-06-29,1.4539871713718564
2024-06-30,2.394802399906587
2024-07-01,1.4967514999416167
2024-07-02,1.1974011999532934
2024-07-03,1.1546368713835329
2024-07-04,1.3256941856625748
2024-07-05,0.8980508999649701
2024-07-06,1.4967514999416167
2024-07-07,1.3256941856625748
2024-07-08,1.240165528523054
2024-07-09,0.9408152285347305
2024-07-10,1.1974011999532934
2024-07-11,1.1118725428137726
2024-07-12,1.1974011999532934
2024-07-13,1.6678088142206586
2024-07-14,2.7369170284646707
2024-07-15,1.4539871713718564
2024-07-16,1.1546368713835329
2024-07-17,1.0263438856742515
2024-07-18,1.2829298570928143
2024-07-19,1.1974011999532934
2024-07-20,1.6678088142206586
2024-07-21,1.7961017999299402
2024-07-22,1.881630457069461
2024-07-23,2.3092737427670658
2024-07-24,1.3256941856625748
2024-07-25,1.1546368713835329
2024-07-26,1.4112228428020959
2024-07-27,1.9243947856392216
2024-07-28,2.907974342743713
2024-07-29,2.138216428488024
2024-07-30,1.7961017999299402
2024-07-31,1.7105731427904192
2024-08-01,1.7961017999299402
2024-08-02,1.881630457069461
2024-08-03,2.3092737427670658
2024-08-04,2.6513883713251496
2024-08-05,1.8388661284997005
2024-08-06,1.7105731427904192
2024-08-07,1.9243947856392216
2024-08-08,1.881630457069461
2024-08-09,1.7105731427904192
2024-08-10,2.779681357034431
2024-08-11,3.720496585569162
2024-08-12,2.052687771348503
2024-08-13,1.7105731427904192
2024-08-14,1.7533374713601797
2024-08-15,1.240165528523054
2024-08-16,1.4967514999416167
2024-08-17,2.523095385615868
2024-08-18,2.693042350117506
2024-08-19,1.9185416560983308
2024-08-20,2.4407788117609828
