Time,old_navy
2022-07-06,59.0
2022-07-07,57.0
2022-07-08,57.0
2022-07-09,68.0
2022-07-10,82.0
2022-07-11,73.0
2022-07-12,68.0
2022-07-13,61.0
2022-07-14,58.0
2022-07-15,59.0
2022-07-16,73.0
2022-07-17,79.0
2022-07-18,62.0
2022-07-19,59.0
2022-07-20,60.0
2022-07-21,61.0
2022-07-22,64.0
2022-07-23,71.0
2022-07-24,81.0
2022-07-25,66.0
2022-07-26,61.0
2022-07-27,56.0
2022-07-28,59.0
2022-07-29,63.0
2022-07-30,73.0
2022-07-31,77.0
2022-08-01,72.0
2022-08-02,63.0
2022-08-03,61.0
2022-08-04,61.0
2022-08-05,70.0
2022-08-06,83.0
2022-08-07,90.0
2022-08-08,69.0
2022-08-09,63.0
2022-08-10,60.0
2022-08-11,63.0
2022-08-12,59.0
2022-08-13,72.0
2022-08-14,75.0
2022-08-15,62.0
2022-08-16,57.0
2022-08-17,57.0
2022-08-18,58.0
2022-08-19,59.0
2022-08-20,73.0
2022-08-21,82.0
2022-08-22,60.0
2022-08-23,51.0
2022-08-24,51.0
2022-08-25,48.0
2022-08-26,52.0
2022-08-27,69.0
2022-08-28,70.0
2022-08-29,47.726041144004014
2022-08-30,49.54415454089312
2022-08-31,47.726041144004014
2022-09-01,54.680381334671345
2022-09-02,55.680381334671345
2022-09-03,67.77094831911691
2022-09-04,73.90717511289512
2022-09-05,83.67962870045157
2022-09-06,50.54415454089312
2022-09-07,45.4079277471149
2022-09-08,42.58981435022579
2022-09-09,46.726041144004014
2022-09-10,71.08906171600601
2022-09-11,71.58906171600601
2022-09-12,50.54415454089312
2022-09-13,52.362267937782235
2022-09-14,52.862267937782235
2022-09-15,55.180381334671345
2022-09-16,55.180381334671345
2022-09-17,67.77094831911691
2022-09-18,80.86151530356247
2022-09-19,55.680381334671345
2022-09-20,49.54415454089312
2022-09-21,47.226041144004014
2022-09-22,52.362267937782235
2022-09-23,60.81660812844957
2022-09-24,75.72528850978424
2022-09-25,73.90717511289512
2022-09-26,55.680381334671345
2022-09-27,52.362267937782235
2022-09-28,55.36076266934269
2022-09-29,57.99698946312091
2022-09-30,57.99698946312091
2022-10-01,71.17812343201203
2022-10-02,79.0868038133467
2022-10-03,60.63321625689914
2022-10-04,57.99698946312091
2022-10-05,57.99698946312091
2022-10-06,60.63321625689914
2022-10-07,60.63321625689914
2022-10-08,71.17812343201203
2022-10-09,71.17812343201203
2022-10-10,60.63321625689914
2022-10-11,50.08830908178624
2022-10-12,57.99698946312091
2022-10-13,60.63321625689914
2022-10-14,60.63321625689914
2022-10-15,76.45057701956847
2022-10-16,105.44907175112894
2022-10-17,94.90416457601604
2022-10-18,97.54039136979426
2022-10-19,81.72303060712493
2022-10-20,65.90566984445559
2022-10-21,63.26944305067736
2022-10-22,76.45057701956847
2022-10-23,76.45057701956847
2022-10-24,60.63321625689914
2022-10-25,60.63321625689914
2022-10-26,60.63321625689914
2022-10-27,60.63321625689914
2022-10-28,63.26944305067736
2022-10-29,71.17812343201203
2022-10-30,79.0868038133467
2022-10-31,52.72453587556447
2022-11-01,47.45208228800802
2022-11-02,57.99698946312091
2022-11-03,63.26944305067736
2022-11-04,65.90566984445559
2022-11-05,89.63171098845959
2022-11-06,102.8128449573507
2022-11-07,79.0868038133467
2022-11-08,65.90566984445559
2022-11-09,55.36076266934269
2022-11-10,60.63321625689914
2022-11-11,81.72303060712493
2022-11-12,94.90416457601604
2022-11-13,97.54039136979426
2022-11-14,81.72303060712493
2022-11-15,81.72303060712493
2022-11-16,73.81435022579025
2022-11-17,79.0868038133467
2022-11-18,84.35925740090315
2022-11-19,102.8128449573507
2022-11-20,108.08529854490716
2022-11-21,86.99548419468137
2022-11-22,79.0868038133467
2022-11-23,84.35925740090315
2022-11-24,110.72152533868538
2022-11-25,263.62267937782235
2022-11-26,176.62719518314097
2022-11-27,129.17511289513294
2022-11-28,118.63020572002004
2022-11-29,92.26793778223782
2022-11-30,71.17812343201203
2022-12-01,68.54189663823381
2022-12-02,71.17812343201203
2022-12-03,92.26793778223782
2022-12-04,97.54039136979426
2022-12-05,76.45057701956847
2022-12-06,73.81435022579025
2022-12-07,76.45057701956847
2022-12-08,73.81435022579025
2022-12-09,73.81435022579025
2022-12-10,94.90416457601604
2022-12-11,105.44907175112894
2022-12-12,86.99548419468137
2022-12-13,81.72303060712493
2022-12-14,73.81435022579025
2022-12-15,76.45057701956847
2022-12-16,81.72303060712493
2022-12-17,94.90416457601604
2022-12-18,94.90416457601604
2022-12-19,81.72303060712493
2022-12-20,79.0868038133467
2022-12-21,73.81435022579025
2022-12-22,73.81435022579025
2022-12-23,73.81435022579025
2022-12-24,71.17812343201203
2022-12-25,42.17962870045157
2022-12-26,73.81435022579025
2022-12-27,71.17812343201203
2022-12-28,57.99698946312091
2022-12-29,52.72453587556447
2022-12-30,60.63321625689914
2022-12-31,57.99698946312091
2023-01-01,47.45208228800802
2023-01-02,47.45208228800802
2023-01-03,36.907175112895125
2023-01-04,36.907175112895125
2023-01-05,36.907175112895125
2023-01-06,39.54340190667335
2023-01-07,50.08830908178624
2023-01-08,50.08830908178624
2023-01-09,34.270948319116904
2023-01-10,36.907175112895125
2023-01-11,36.907175112895125
2023-01-12,39.54340190667335
2023-01-13,36.907175112895125
2023-01-14,47.45208228800802
2023-01-15,50.08830908178624
2023-01-16,50.08830908178624
2023-01-17,39.54340190667335
2023-01-18,39.54340190667335
2023-01-19,36.907175112895125
2023-01-20,36.907175112895125
2023-01-21,47.45208228800802
2023-01-22,50.08830908178624
2023-01-23,42.17962870045157
2023-01-24,36.907175112895125
2023-01-25,34.270948319116904
2023-01-26,36.907175112895125
2023-01-27,42.17962870045157
2023-01-28,47.45208228800802
2023-01-29,52.72453587556447
2023-01-30,36.907175112895125
2023-01-31,36.907175112895125
2023-02-01,34.270948319116904
2023-02-02,34.270948319116904
2023-02-03,39.54340190667335
2023-02-04,47.45208228800802
2023-02-05,52.72453587556447
2023-02-06,42.17962870045157
2023-02-07,36.907175112895125
2023-02-08,36.907175112895125
2023-02-09,36.907175112895125
2023-02-10,39.54340190667335
2023-02-11,47.45208228800802
2023-02-12,47.45208228800802
2023-02-13,36.907175112895125
2023-02-14,31.63472152533868
2023-02-15,36.907175112895125
2023-02-16,39.54340190667335
2023-02-17,44.815855494229794
2023-02-18,63.26944305067736
2023-02-19,63.26944305067736
2023-02-20,57.99698946312091
2023-02-21,44.815855494229794
2023-02-22,42.17962870045157
2023-02-23,44.815855494229794
2023-02-24,42.17962870045157
2023-02-25,60.63321625689914
2023-02-26,71.17812343201203
2023-02-27,52.72453587556447
2023-02-28,42.17962870045157
2023-03-01,44.815855494229794
2023-03-02,42.17962870045157
2023-03-03,42.17962870045157
2023-03-04,52.72453587556447
2023-03-05,65.90566984445559
2023-03-06,47.45208228800802
2023-03-07,44.815855494229794
2023-03-08,42.17962870045157
2023-03-09,47.45208228800802
2023-03-10,44.815855494229794
2023-03-11,60.63321625689914
2023-03-12,63.26944305067736
2023-03-13,47.45208228800802
2023-03-14,44.815855494229794
2023-03-15,42.17962870045157
2023-03-16,44.815855494229794
2023-03-17,47.45208228800802
2023-03-18,55.36076266934269
2023-03-19,60.63321625689914
2023-03-20,47.45208228800802
2023-03-21,42.17962870045157
2023-03-22,42.17962870045157
2023-03-23,44.815855494229794
2023-03-24,47.45208228800802
2023-03-25,55.36076266934269
2023-03-26,71.17812343201203
2023-03-27,52.72453587556447
2023-03-28,50.08830908178624
2023-03-29,47.45208228800802
2023-03-30,47.45208228800802
2023-03-31,47.45208228800802
2023-04-01,57.99698946312091
2023-04-02,68.54189663823381
2023-04-03,50.08830908178624
2023-04-04,50.08830908178624
2023-04-05,50.08830908178624
2023-04-06,47.45208228800802
2023-04-07,63.26944305067736
2023-04-08,73.81435022579025
2023-04-09,71.17812343201203
2023-04-10,52.72453587556447
2023-04-11,52.72453587556447
2023-04-12,60.63321625689914
2023-04-13,57.99698946312091
2023-04-14,63.26944305067736
2023-04-15,84.35925740090315
2023-04-16,89.63171098845959
2023-04-17,55.36076266934269
2023-04-18,44.815855494229794
2023-04-19,55.36076266934269
2023-04-20,52.72453587556447
2023-04-21,57.99698946312091
2023-04-22,73.81435022579025
2023-04-23,81.72303060712493
2023-04-24,50.08830908178624
2023-04-25,44.815855494229794
2023-04-26,42.17962870045157
2023-04-27,42.17962870045157
2023-04-28,47.45208228800802
2023-04-29,52.72453587556447
2023-04-30,61.95132965378825
2023-05-01,47.45208228800802
2023-05-02,42.17962870045157
2023-05-03,44.815855494229794
2023-05-04,44.815855494229794
2023-05-05,42.17962870045157
2023-05-06,52.72453587556447
2023-05-07,63.26944305067736
2023-05-08,47.45208228800802
2023-05-09,47.45208228800802
2023-05-10,47.45208228800802
2023-05-11,50.08830908178624
2023-05-12,50.08830908178624
2023-05-13,76.45057701956847
2023-05-14,64.58755644756647
2023-05-15,63.26944305067736
2023-05-16,55.36076266934269
2023-05-17,60.63321625689914
2023-05-18,57.99698946312091
2023-05-19,57.99698946312091
2023-05-20,71.17812343201203
2023-05-21,81.72303060712493
2023-05-22,60.63321625689914
2023-05-23,52.72453587556447
2023-05-24,55.36076266934269
2023-05-25,52.72453587556447
2023-05-26,71.17812343201203
2023-05-27,89.63171098845959
2023-05-28,94.90416457601604
2023-05-29,100.17661816357248
2023-05-30,65.90566984445559
2023-05-31,57.99698946312091
2023-06-01,57.99698946312091
2023-06-02,63.26944305067736
2023-06-03,76.45057701956847
2023-06-04,92.26793778223782
2023-06-05,63.26944305067736
2023-06-06,57.99698946312091
2023-06-07,60.63321625689914
2023-06-08,57.99698946312091
2023-06-09,57.99698946312091
2023-06-10,71.17812343201203
2023-06-11,79.0868038133467
2023-06-12,55.36076266934269
2023-06-13,52.72453587556447
2023-06-14,52.72453587556447
2023-06-15,52.72453587556447
2023-06-16,57.99698946312091
2023-06-17,60.63321625689914
2023-06-18,60.63321625689914
2023-06-19,60.63321625689914
2023-06-20,55.36076266934269
2023-06-21,60.63321625689914
2023-06-22,55.36076266934269
2023-06-23,60.63321625689914
2023-06-24,68.54189663823381
2023-06-25,71.17812343201203
2023-06-26,55.36076266934269
2023-06-27,55.36076266934269
2023-06-28,52.72453587556447
2023-06-29,57.99698946312091
2023-06-30,55.36076266934269
2023-07-01,76.45057701956847
2023-07-02,73.81435022579025
2023-07-03,63.26944305067736
2023-07-04,76.45057701956847
2023-07-05,52.72453587556447
2023-07-06,50.08830908178624
2023-07-07,55.36076266934269
2023-07-08,71.17812343201203
2023-07-09,86.99548419468137
2023-07-10,65.90566984445559
2023-07-11,57.99698946312091
2023-07-12,52.72453587556447
2023-07-13,44.815855494229794
2023-07-14,47.45208228800802
2023-07-15,60.63321625689914
2023-07-16,63.26944305067736
2023-07-17,47.45208228800802
2023-07-18,47.45208228800802
2023-07-19,50.08830908178624
2023-07-20,47.45208228800802
2023-07-21,47.45208228800802
2023-07-22,60.63321625689914
2023-07-23,65.90566984445559
2023-07-24,50.08830908178624
2023-07-25,44.815855494229794
2023-07-26,42.17962870045157
2023-07-27,44.815855494229794
2023-07-28,52.72453587556447
2023-07-29,63.26944305067736
2023-07-30,63.26944305067736
2023-07-31,47.45208228800802
2023-08-01,47.45208228800802
2023-08-02,47.45208228800802
2023-08-03,52.72453587556447
2023-08-04,55.36076266934269
2023-08-05,68.54189663823381
2023-08-06,76.45057701956847
2023-08-07,57.99698946312091
2023-08-08,52.72453587556447
2023-08-09,47.45208228800802
2023-08-10,50.08830908178624
2023-08-11,55.36076266934269
2023-08-12,63.26944305067736
2023-08-13,76.45057701956847
2023-08-14,50.08830908178624
2023-08-15,50.08830908178624
2023-08-16,47.45208228800802
2023-08-17,50.08830908178624
2023-08-18,50.08830908178624
2023-08-19,63.26944305067736
2023-08-20,68.54189663823381
2023-08-21,52.72453587556447
2023-08-22,42.17962870045157
2023-08-23,44.815855494229794
2023-08-24,44.815855494229794
2023-08-25,50.08830908178624
2023-08-26,60.63321625689914
2023-08-27,65.90566984445559
2023-08-28,44.815855494229794
2023-08-29,44.815855494229794
2023-08-30,42.17962870045157
2023-08-31,42.17962870045157
2023-09-01,50.08830908178624
2023-09-02,57.99698946312091
2023-09-03,60.63321625689914
2023-09-04,71.17812343201203
2023-09-05,42.17962870045157
2023-09-06,36.907175112895125
2023-09-07,39.54340190667335
2023-09-08,42.17962870045157
2023-09-09,60.63321625689914
2023-09-10,57.99698946312091
2023-09-11,42.17962870045157
2023-09-12,42.17962870045157
2023-09-13,42.17962870045157
2023-09-14,44.815855494229794
2023-09-15,44.815855494229794
2023-09-16,63.26944305067736
2023-09-17,71.17812343201203
2023-09-18,47.45208228800802
2023-09-19,42.17962870045157
2023-09-20,42.17962870045157
2023-09-21,42.17962870045157
2023-09-22,44.815855494229794
2023-09-23,57.99698946312091
2023-09-24,60.63321625689914
2023-09-25,52.72453587556447
2023-09-26,47.45208228800802
2023-09-27,44.815855494229794
2023-09-28,47.45208228800802
2023-09-29,44.815855494229794
2023-09-30,55.36076266934269
2023-10-01,57.99698946312091
2023-10-02,50.08830908178624
2023-10-03,50.08830908178624
2023-10-04,47.45208228800802
2023-10-05,47.45208228800802
2023-10-06,50.08830908178624
2023-10-07,68.54189663823381
2023-10-08,81.72303060712493
2023-10-09,63.26944305067736
2023-10-10,52.72453587556447
2023-10-11,47.45208228800802
2023-10-12,52.72453587556447
2023-10-13,50.08830908178624
2023-10-14,71.17812343201203
2023-10-15,86.99548419468137
2023-10-16,65.90566984445559
2023-10-17,60.63321625689914
2023-10-18,52.72453587556447
2023-10-19,50.08830908178624
2023-10-20,57.99698946312091
2023-10-21,73.81435022579025
2023-10-22,100.17661816357248
2023-10-23,79.0868038133467
2023-10-24,81.72303060712493
2023-10-25,63.26944305067736
2023-10-26,44.815855494229794
2023-10-27,47.45208228800802
2023-10-28,60.63321625689914
2023-10-29,63.26944305067736
2023-10-30,57.99698946312091
2023-10-31,52.72453587556447
2023-11-01,57.99698946312091
2023-11-02,65.90566984445559
2023-11-03,68.54189663823381
2023-11-04,89.63171098845959
2023-11-05,92.26793778223782
2023-11-06,65.90566984445559
2023-11-07,63.26944305067736
2023-11-08,60.63321625689914
2023-11-09,68.54189663823381
2023-11-10,76.45057701956847
2023-11-11,89.63171098845959
2023-11-12,92.26793778223782
2023-11-13,68.54189663823381
2023-11-14,68.54189663823381
2023-11-15,63.26944305067736
2023-11-16,65.90566984445559
2023-11-17,65.90566984445559
2023-11-18,81.72303060712493
2023-11-19,92.26793778223782
2023-11-20,81.72303060712493
2023-11-21,79.0868038133467
2023-11-22,86.99548419468137
2023-11-23,113.3577521324636
2023-11-24,263.62267937782235
2023-11-25,168.7185148018063
2023-11-26,139.72002007024582
2023-11-27,121.26643251379828
2023-11-28,94.90416457601604
2023-11-29,73.81435022579025
2023-11-30,68.54189663823381
2023-12-01,71.17812343201203
2023-12-02,92.26793778223782
2023-12-03,92.26793778223782
2023-12-04,76.45057701956847
2023-12-05,71.17812343201203
2023-12-06,68.54189663823381
2023-12-07,76.45057701956847
2023-12-08,73.81435022579025
2023-12-09,89.63171098845959
2023-12-10,100.17661816357248
2023-12-11,76.45057701956847
2023-12-12,65.90566984445559
2023-12-13,65.90566984445559
2023-12-14,63.26944305067736
2023-12-15,68.54189663823381
2023-12-16,84.35925740090315
2023-12-17,89.63171098845959
2023-12-18,68.54189663823381
2023-12-19,65.90566984445559
2023-12-20,65.90566984445559
2023-12-21,65.90566984445559
2023-12-22,70.69405533813922
2023-12-23,72.92398675118764
2023-12-24,60.86251166978626
2023-12-25,38.91987929268206
2023-12-26,55.49083082753012
2023-12-27,53.260899414481706
2023-12-28,47.88921857222557
2023-12-29,49.663240977194334
2023-12-30,52.804990406402055
2023-12-31,52.804990406402055
2024-01-01,45.203378151097496
2024-01-02,36.68994787963365
2024-01-03,39.83169730884137
2024-01-04,37.60176589579295
2024-01-05,38.91987929268206
2024-01-06,44.291560134938194
2024-01-07,44.74746914301785
2024-01-08,32.23008505353681
2024-01-09,34.00410745850558
2024-01-10,34.46001646658523
2024-01-11,36.68994787963365
2024-01-12,39.37578830076171
2024-01-13,46.97740055606627
2024-01-14,44.291560134938194
2024-01-15,42.06162872188978
2024-01-16,34.00410745850558
2024-01-17,32.23008505353681
2024-01-18,32.23008505353681
2024-01-19,36.23403887155399
2024-01-20,42.51753772996943
2024-01-21,41.03181072716868
2024-01-22,31.00181254941634
2024-01-23,31.00181254941634
2024-01-24,31.913630565575644
2024-01-25,33.737266597894255
2024-01-26,34.64908461405356
2024-01-27,41.94362874332799
2024-01-28,43.767264775646595
2024-01-29,35.56090263021286
2024-01-30,31.913630565575644
2024-01-31,33.737266597894255
2024-02-01,34.64908461405356
2024-02-02,36.47272064637217
2024-02-03,49.238172872602426
2024-02-04,43.767264775646595
2024-02-05,34.64908461405356
2024-02-06,32.825448581734946
2024-02-07,36.47272064637217
2024-02-08,34.64908461405356
2024-02-09,36.47272064637217
2024-02-10,45.590900807965205
2024-02-11,41.94362874332799
2024-02-12,28.266358500938427
2024-02-13,35.56090263021286
2024-02-14,31.00181254941634
2024-02-15,33.737266597894255
2024-02-16,37.38453866253147
2024-02-17,45.590900807965205
2024-02-18,51.97362692108034
2024-02-19,44.679082791805904
2024-02-20,36.47272064637217
2024-02-21,34.64908461405356
2024-02-22,36.47272064637217
2024-02-23,35.56090263021286
2024-02-24,50.14999088876173
2024-02-25,54.70908096955825
2024-02-26,39.20817469485008
2024-02-27,36.47272064637217
2024-02-28,34.64908461405356
2024-02-29,36.47272064637217
2024-03-01,41.03181072716868
2024-03-02,70.20998724426642
2024-03-03,78.41634938970016
2024-03-04,52.88544493723964
2024-03-05,41.94362874332799
2024-03-06,44.679082791805904
2024-03-07,43.767264775646595
2024-03-08,42.85544675948729
2024-03-09,63.82726113115129
2024-03-10,73.85725930890364
2024-03-11,46.502718824124514
2024-03-12,41.03181072716868
2024-03-13,41.94362874332799
2024-03-14,42.85544675948729
2024-03-15,47.414536840283816
2024-03-16,65.65089716346989
2024-03-17,86.62271153513389
2024-03-18,56.532717001876854
2024-03-19,52.88544493723964
2024-03-20,56.532717001876854
2024-03-21,44.679082791805904
2024-03-22,41.94362874332799
2024-03-23,55.62089898571755
2024-03-24,58.356353034195465
2024-03-25,41.94362874332799
2024-03-26,37.38453866253147
2024-03-27,40.11999271100938
2024-03-28,40.11999271100938
2024-03-29,50.14999088876173
2024-03-30,60.179989066514075
2024-03-31,53.79726295339894
2024-04-01,41.03181072716868
2024-04-02,35.56090263021286
2024-04-03,34.64908461405356
2024-04-04,37.38453866253147
2024-04-05,39.20817469485008
2024-04-06,52.88544493723964
2024-04-07,57.44453501803616
2024-04-08,39.20817469485008
2024-04-09,38.29635667869077
2024-04-10,39.20817469485008
2024-04-11,36.47272064637217
2024-04-12,41.03181072716868
2024-04-13,56.532717001876854
2024-04-14,62.91544311499199
2024-04-15,41.94362874332799
2024-04-16,40.11999271100938
2024-04-17,37.38453866253147
2024-04-18,42.85544675948729
2024-04-19,40.11999271100938
2024-04-20,49.238172872602426
2024-04-21,56.532717001876854
2024-04-22,40.11999271100938
2024-04-23,38.29635667869077
2024-04-24,38.29635667869077
2024-04-25,39.20817469485008
2024-04-26,37.38453866253147
2024-04-27,51.06180890492103
2024-04-28,58.356353034195465
2024-04-29,45.590900807965205
2024-04-30,40.11999271100938
2024-05-01,39.20817469485008
2024-05-02,41.94362874332799
2024-05-03,41.03181072716868
2024-05-04,51.97362692108034
2024-05-05,56.532717001876854
2024-05-06,41.94362874332799
2024-05-07,40.11999271100938
2024-05-08,44.679082791805904
2024-05-09,43.767264775646595
2024-05-10,42.85544675948729
2024-05-11,51.97362692108034
2024-05-12,52.88544493723964
2024-05-13,45.590900807965205
2024-05-14,41.94362874332799
2024-05-15,42.85544675948729
2024-05-16,46.502718824124514
2024-05-17,46.502718824124514
2024-05-18,62.91544311499199
2024-05-19,67.47453319578851
2024-05-20,51.97362692108034
2024-05-21,46.502718824124514
2024-05-22,49.238172872602426
2024-05-23,48.32635485644312
2024-05-24,61.09180708267338
2024-05-25,72.03362327658503
2024-05-26,79.32816740585946
2024-05-27,91.18180161593041
2024-05-28,55.62089898571755
2024-05-29,46.502718824124514
2024-05-30,47.414536840283816
2024-05-31,51.97362692108034
2024-06-01,68.38635121194781
2024-06-02,72.94544129274433
2024-06-03,52.88544493723964
2024-06-04,51.06180890492103
2024-06-05,52.88544493723964
2024-06-06,51.97362692108034
2024-06-07,56.532717001876854
2024-06-08,67.47453319578851
2024-06-09,82.06362145433737
2024-06-10,53.79726295339894
2024-06-11,49.238172872602426
2024-06-12,46.502718824124514
2024-06-13,44.679082791805904
2024-06-14,49.238172872602426
2024-06-15,56.532717001876854
2024-06-16,60.179989066514075
2024-06-17,46.502718824124514
2024-06-18,48.32635485644312
2024-06-19,51.97362692108034
2024-06-20,45.590900807965205
2024-06-21,54.70908096955825
2024-06-22,60.179989066514075
2024-06-23,65.65089716346989
2024-06-24,48.32635485644312
2024-06-25,45.590900807965205
2024-06-26,45.590900807965205
2024-06-27,47.414536840283816
2024-06-28,49.238172872602426
2024-06-29,55.62089898571755
2024-06-30,62.91544311499199
2024-07-01,49.238172872602426
2024-07-02,51.06180890492103
2024-07-03,59.268171050354766
2024-07-04,74.76907732506294
2024-07-05,42.85544675948729
2024-07-06,55.62089898571755
2024-07-07,51.97362692108034
2024-07-08,42.85544675948729
2024-07-09,46.502718824124514
2024-07-10,39.20817469485008
2024-07-11,42.85544675948729
2024-07-12,51.06180890492103
2024-07-13,55.62089898571755
2024-07-14,51.97362692108034
2024-07-15,50.14999088876173
2024-07-16,51.06180890492103
2024-07-17,49.238172872602426
2024-07-18,60.179989066514075
2024-07-19,48.32635485644312
2024-07-20,55.62089898571755
2024-07-21,55.62089898571755
2024-07-22,43.767264775646595
2024-07-23,41.94362874332799
2024-07-24,40.11999271100938
2024-07-25,44.679082791805904
2024-07-26,51.97362692108034
2024-07-27,65.65089716346989
2024-07-28,78.41634938970016
2024-07-29,62.91544311499199
2024-07-30,52.88544493723964
2024-07-31,44.679082791805904
2024-08-01,45.590900807965205
2024-08-02,53.79726295339894
2024-08-03,75.68089534122224
2024-08-04,76.59271335738154
2024-08-05,54.70908096955825
2024-08-06,49.238172872602426
2024-08-07,51.06180890492103
2024-08-08,51.06180890492103
2024-08-09,49.238172872602426
2024-08-10,62.91544311499199
2024-08-11,73.85725930890364
2024-08-12,45.590900807965205
2024-08-13,41.03181072716868
2024-08-14,37.38453866253147
2024-08-15,38.29635667869077
2024-08-16,43.767264775646595
2024-08-17,53.79726295339894
2024-08-18,59.100204573693844
2024-08-19,41.15178678192649
2024-08-20,41.15178678192649
2024-08-21,39.20817469485008
2024-08-22,36.80865359969402
2024-08-23,39.20817469485008
2024-08-24,47.89444105931503
2024-08-25,51.325756225388204
2024-08-26,37.26456260777367
2024-08-27,35.32095052069725
2024-08-28,33.37733843362085
2024-08-29,34.86504151261761
2024-08-30,39.20817469485008
2024-08-31,45.49491996415897
2024-09-01,51.781665233467855
2024-09-02,51.781665233467855
2024-09-03,39.66408370292973
2024-09-04,36.80865359969402
2024-09-05,32.46552041746154
2024-09-06,33.37733843362085
2024-09-07,43.095398869002906
2024-09-08,48.926235130232136
2024-09-09,35.32095052069725
2024-09-10,35.32095052069725
2024-09-11,37.26456260777367
2024-09-12,32.92142942554119
2024-09-13,35.32095052069725
2024-09-14,43.55130787708255
2024-09-15,43.095398869002906
2024-09-16,34.86504151261761
2024-09-17,33.01741026934744
2024-09-18,35.08099841118165
2024-09-19,35.08099841118165
2024-09-20,35.08099841118165
2024-09-21,45.39893912035272
2024-09-22,45.39893912035272
