Time,mlb_standings
2022-07-10,68.0
2022-07-11,48.0
2022-07-12,38.0
2022-07-13,50.0
2022-07-14,51.0
2022-07-15,50.0
2022-07-16,61.0
2022-07-17,79.0
2022-07-18,41.0
2022-07-19,21.0
2022-07-20,20.0
2022-07-21,19.0
2022-07-22,33.0
2022-07-23,55.0
2022-07-24,66.0
2022-07-25,41.0
2022-07-26,43.0
2022-07-27,48.0
2022-07-28,48.0
2022-07-29,41.0
2022-07-30,56.0
2022-07-31,69.0
2022-08-01,43.0
2022-08-02,53.0
2022-08-03,57.0
2022-08-04,46.0
2022-08-05,50.0
2022-08-06,59.0
2022-08-07,95.0
2022-08-08,57.0
2022-08-09,46.0
2022-08-10,65.0
2022-08-11,64.0
2022-08-12,41.0
2022-08-13,64.0
2022-08-14,76.0
2022-08-15,52.0
2022-08-16,55.0
2022-08-17,68.0
2022-08-18,60.0
2022-08-19,49.0
2022-08-20,72.0
2022-08-21,88.0
2022-08-22,48.0
2022-08-23,47.0
2022-08-24,68.0
2022-08-25,52.0
2022-08-26,46.0
2022-08-27,68.0
2022-08-28,80.0
2022-08-29,46.0
2022-08-30,45.0
2022-08-31,51.0
2022-09-01,58.0
2022-09-02,46.0
2022-09-03,70.0
2022-09-04,100.0
2022-09-05,71.0
2022-09-06,49.0
2022-09-07,67.0
2022-09-08,64.0
2022-09-09,46.0
2022-09-10,82.0
2022-09-11,81.0
2022-09-12,54.0
2022-09-13,50.0
2022-09-14,81.0
2022-09-15,69.0
2022-09-16,50.0
2022-09-17,74.0
2022-09-18,91.0
2022-09-19,53.0
2022-09-20,58.0
2022-09-21,78.0
2022-09-22,63.0
2022-09-23,65.0
2022-09-24,90.0
2022-09-25,87.0
2022-09-26,59.0
2022-09-27,49.0
2022-09-28,75.0
2022-09-29,73.0
2022-09-30,53.0
2022-10-01,99.0
2022-10-02,98.0
2022-10-03,70.0
2022-10-04,73.0
2022-10-05,85.0
2022-10-06,46.0
2022-10-07,31.0
2022-10-08,33.0
2022-10-09,35.0
2022-10-10,25.0
2022-10-11,17.0
2022-10-12,17.0
2022-10-13,18.0
2022-10-14,15.0
2022-10-15,26.0
2022-10-16,41.0
2022-10-17,20.0
2022-10-18,18.0
2022-10-19,16.0
2022-10-20,12.0
2022-10-21,12.0
2022-10-22,15.0
2022-10-23,25.0
2022-10-24,19.0
2022-10-25,6.0
2022-10-26,5.0
2022-10-27,4.0
2022-10-28,5.0
2022-10-29,10.0
2022-10-30,8.0
2022-10-31,5.0
2022-11-01,6.0
2022-11-02,8.0
2022-11-03,7.0
2022-11-04,7.0
2022-11-05,5.0
2022-11-06,8.0
2022-11-07,2.0
2022-11-08,1.0
2022-11-09,1.0
2022-11-10,1.0
2022-11-11,2.0
2022-11-12,1.0
2022-11-13,1.0
2022-11-14,2.0
2022-11-15,1.0
2022-11-16,1.0
2022-11-17,1.0
2022-11-18,1.0
2022-11-19,1.0
2022-11-20,1.0
2022-11-21,1.0
2022-11-22,1.0
2022-11-23,1.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,1.0
2022-11-28,1.0
2022-11-29,1.0
2022-11-30,1.0
2022-12-01,1.0
2022-12-02,1.0
2022-12-03,2.0
2022-12-04,1.0
2022-12-05,2.0
2022-12-06,2.0
2022-12-07,2.0
2022-12-08,1.0
2022-12-09,2.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.0
2022-12-14,1.0
2022-12-15,1.0
2022-12-16,1.0
2022-12-17,1.0
2022-12-18,1.0
2022-12-19,1.0
2022-12-20,1.0
2022-12-21,2.0
2022-12-22,1.0
2022-12-23,1.0
2022-12-24,1.0
2022-12-25,1.0
2022-12-26,1.0
2022-12-27,1.0
2022-12-28,1.0
2022-12-29,1.0
2022-12-30,1.0
2022-12-31,1.0
2023-01-01,1.0
2023-01-02,1.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,1.0
2023-01-07,1.0
2023-01-08,1.0
2023-01-09,1.0
2023-01-10,1.0
2023-01-11,1.0
2023-01-12,1.0
2023-01-13,1.0
2023-01-14,1.0
2023-01-15,1.0
2023-01-16,1.0
2023-01-17,1.0
2023-01-18,1.0
2023-01-19,1.0
2023-01-20,1.0
2023-01-21,1.0
2023-01-22,1.0
2023-01-23,1.0
2023-01-24,1.0
2023-01-25,1.0
2023-01-26,1.0
2023-01-27,1.0
2023-01-28,1.0
2023-01-29,1.0
2023-01-30,1.0
2023-01-31,1.0
2023-02-01,1.0
2023-02-02,1.0
2023-02-03,1.0
2023-02-04,1.0
2023-02-05,1.0
2023-02-06,1.0
2023-02-07,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,1.0
2023-02-11,1.0
2023-02-12,1.0
2023-02-13,1.0
2023-02-14,1.0
2023-02-15,1.0
2023-02-16,1.0
2023-02-17,1.0
2023-02-18,1.0
2023-02-19,1.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,1.0
2023-02-23,1.0
2023-02-24,2.0
2023-02-25,2.0
2023-02-26,3.0
2023-02-27,2.0
2023-02-28,2.0
2023-03-01,2.0
2023-03-02,2.0
2023-03-03,2.0
2023-03-04,3.0
2023-03-05,3.0
2023-03-06,3.0
2023-03-07,3.0
2023-03-08,3.0
2023-03-09,3.0
2023-03-10,2.0
2023-03-11,3.0
2023-03-12,3.0
2023-03-13,3.0
2023-03-14,2.0
2023-03-15,2.0
2023-03-16,3.0
2023-03-17,2.0
2023-03-18,3.0
2023-03-19,3.0
2023-03-20,3.0
2023-03-21,3.0
2023-03-22,3.0
2023-03-23,2.0
2023-03-24,3.0
2023-03-25,3.0
2023-03-26,4.0
2023-03-27,3.0
2023-03-28,4.0
2023-03-29,5.0
2023-03-30,10.0
2023-03-31,19.0
2023-04-01,27.0
2023-04-02,42.0
2023-04-03,37.0
2023-04-04,36.0
2023-04-05,44.0
2023-04-06,36.0
2023-04-07,42.0
2023-04-08,53.0
2023-04-09,63.0
2023-04-10,48.0
2023-04-11,47.0
2023-04-12,54.0
2023-04-13,47.0
2023-04-14,43.0
2023-04-15,56.0
2023-04-16,58.0
2023-04-17,43.0
2023-04-18,41.0
2023-04-19,59.0
2023-04-20,44.0
2023-04-21,43.0
2023-04-22,60.0
2023-04-23,74.0
2023-04-24,44.0
2023-04-25,39.0
2023-04-26,50.0
2023-04-27,45.58064516129032
2023-04-28,38.85483870967742
2023-04-29,45.58064516129032
2023-04-30,56.225806451612904
2023-05-01,41.96774193548387
2023-05-02,40.16129032258065
2023-05-03,40.66129032258065
2023-05-04,51.80645161290323
2023-05-05,41.96774193548387
2023-05-06,54.91935483870968
2023-05-07,64.25806451612902
2023-05-08,40.16129032258065
2023-05-09,40.16129032258065
2023-05-10,43.7741935483871
2023-05-11,45.08064516129032
2023-05-12,37.04838709677419
2023-05-13,56.725806451612904
2023-05-14,64.25806451612902
2023-05-15,41.46774193548387
2023-05-16,45.08064516129032
2023-05-17,45.08064516129032
2023-05-18,43.2741935483871
2023-05-19,40.16129032258065
2023-05-20,59.83870967741936
2023-05-21,70.98387096774194
2023-05-22,46.88709677419355
2023-05-23,43.7741935483871
2023-05-24,48.693548387096776
2023-05-25,45.08064516129032
2023-05-26,43.5483870967742
2023-05-27,58.06451612903226
2023-05-28,58.06451612903226
2023-05-29,56.45161290322581
2023-05-30,40.322580645161295
2023-05-31,50.00000000000001
2023-06-01,43.5483870967742
2023-06-02,37.09677419354839
2023-06-03,53.225806451612904
2023-06-04,67.74193548387098
2023-06-05,45.16129032258065
2023-06-06,38.70967741935484
2023-06-07,45.16129032258065
2023-06-08,45.16129032258065
2023-06-09,50.00000000000001
2023-06-10,56.45161290322581
2023-06-11,54.83870967741936
2023-06-12,43.5483870967742
2023-06-13,43.5483870967742
2023-06-14,54.83870967741936
2023-06-15,53.225806451612904
2023-06-16,46.7741935483871
2023-06-17,67.74193548387098
2023-06-18,79.03225806451613
2023-06-19,58.06451612903226
2023-06-20,58.06451612903226
2023-06-21,69.35483870967742
2023-06-22,48.38709677419355
2023-06-23,41.935483870967744
2023-06-24,67.74193548387098
2023-06-25,70.96774193548387
2023-06-26,48.38709677419355
2023-06-27,41.935483870967744
2023-06-28,54.83870967741936
2023-06-29,54.83870967741936
2023-06-30,45.16129032258065
2023-07-01,61.29032258064517
2023-07-02,67.74193548387098
2023-07-03,51.612903225806456
2023-07-04,67.74193548387098
2023-07-05,50.00000000000001
2023-07-06,58.06451612903226
2023-07-07,56.45161290322581
2023-07-08,74.19354838709678
2023-07-09,77.41935483870968
2023-07-10,40.322580645161295
2023-07-11,20.967741935483872
2023-07-12,22.580645161290324
2023-07-13,16.129032258064516
2023-07-14,20.967741935483872
2023-07-15,59.67741935483871
2023-07-16,74.19354838709678
2023-07-17,51.612903225806456
2023-07-18,50.00000000000001
2023-07-19,66.12903225806453
2023-07-20,59.67741935483871
2023-07-21,48.38709677419355
2023-07-22,66.12903225806453
2023-07-23,80.64516129032259
2023-07-24,50.00000000000001
2023-07-25,50.00000000000001
2023-07-26,58.06451612903226
2023-07-27,58.06451612903226
2023-07-28,46.7741935483871
2023-07-29,69.35483870967742
2023-07-30,88.70967741935485
2023-07-31,54.83870967741936
2023-08-01,58.06451612903226
2023-08-02,64.51612903225806
2023-08-03,70.96774193548387
2023-08-04,62.903225806451616
2023-08-05,70.96774193548387
2023-08-06,96.7741935483871
2023-08-07,53.225806451612904
2023-08-08,53.225806451612904
2023-08-09,62.903225806451616
2023-08-10,64.51612903225806
2023-08-11,51.612903225806456
2023-08-12,79.03225806451613
2023-08-13,88.70967741935485
2023-08-14,53.225806451612904
2023-08-15,50.00000000000001
2023-08-16,54.83870967741936
2023-08-17,66.12903225806453
2023-08-18,48.38709677419355
2023-08-19,75.80645161290323
2023-08-20,104.83870967741936
2023-08-21,53.225806451612904
2023-08-22,59.67741935483871
2023-08-23,77.41935483870968
2023-08-24,66.12903225806453
2023-08-25,56.45161290322581
2023-08-26,77.41935483870968
2023-08-27,108.06451612903227
2023-08-28,56.45161290322581
2023-08-29,59.67741935483871
2023-08-30,82.25806451612904
2023-08-31,61.29032258064517
2023-09-01,46.7741935483871
2023-09-02,64.51612903225806
2023-09-03,104.83870967741936
2023-09-04,88.70967741935485
2023-09-05,59.67741935483871
2023-09-06,91.93548387096774
2023-09-07,72.58064516129033
2023-09-08,51.612903225806456
2023-09-09,67.74193548387098
2023-09-10,79.03225806451613
2023-09-11,54.83870967741936
2023-09-12,59.67741935483871
2023-09-13,74.19354838709678
2023-09-14,79.03225806451613
2023-09-15,56.45161290322581
2023-09-16,90.3225806451613
2023-09-17,116.12903225806453
2023-09-18,64.51612903225806
2023-09-19,69.35483870967742
2023-09-20,90.3225806451613
2023-09-21,70.96774193548387
2023-09-22,74.19354838709678
2023-09-23,114.51612903225808
2023-09-24,122.58064516129033
2023-09-25,82.25806451612904
2023-09-26,74.19354838709678
2023-09-27,109.67741935483872
2023-09-28,119.35483870967742
2023-09-29,103.22580645161291
2023-09-30,138.70967741935485
2023-10-01,161.29032258064518
2023-10-02,53.225806451612904
2023-10-03,35.483870967741936
2023-10-04,35.483870967741936
2023-10-05,32.25806451612903
2023-10-06,12.903225806451614
2023-10-07,19.35483870967742
2023-10-08,29.03225806451613
2023-10-09,20.967741935483872
2023-10-10,22.580645161290324
2023-10-11,24.193548387096776
2023-10-12,30.645161290322584
2023-10-13,25.806451612903228
2023-10-14,11.290322580645162
2023-10-15,11.290322580645162
2023-10-16,16.129032258064516
2023-10-17,12.903225806451614
2023-10-18,12.903225806451614
2023-10-19,12.903225806451614
2023-10-20,12.903225806451614
2023-10-21,17.741935483870968
2023-10-22,16.129032258064516
2023-10-23,17.741935483870968
2023-10-24,20.967741935483872
2023-10-25,19.35483870967742
2023-10-26,4.838709677419355
2023-10-27,6.451612903225807
2023-10-28,12.903225806451614
2023-10-29,9.67741935483871
2023-10-30,6.451612903225807
2023-10-31,8.064516129032258
2023-11-01,8.064516129032258
2023-11-02,9.67741935483871
2023-11-03,3.2258064516129035
2023-11-04,1.6129032258064517
2023-11-05,1.6129032258064517
2023-11-06,1.6129032258064517
2023-11-07,1.6129032258064517
2023-11-08,1.6129032258064517
2023-11-09,1.6129032258064517
2023-11-10,1.6129032258064517
2023-11-11,1.6129032258064517
2023-11-12,1.6129032258064517
2023-11-13,1.6129032258064517
2023-11-14,1.6129032258064517
2023-11-15,1.6129032258064517
2023-11-16,1.6129032258064517
2023-11-17,1.6129032258064517
2023-11-18,1.6129032258064517
2023-11-19,1.6129032258064517
2023-11-20,1.6129032258064517
2023-11-21,1.6129032258064517
2023-11-22,1.6129032258064517
2023-11-23,1.6129032258064517
2023-11-24,1.6129032258064517
2023-11-25,1.6129032258064517
2023-11-26,1.6129032258064517
2023-11-27,1.6129032258064517
2023-11-28,1.6129032258064517
2023-11-29,1.6129032258064517
2023-11-30,1.6129032258064517
2023-12-01,1.6129032258064517
2023-12-02,0.0
2023-12-03,1.6129032258064517
2023-12-04,1.6129032258064517
2023-12-05,1.6129032258064517
2023-12-06,1.6129032258064517
2023-12-07,1.6129032258064517
2023-12-08,1.6129032258064517
2023-12-09,3.2258064516129035
2023-12-10,1.6129032258064517
2023-12-11,1.6129032258064517
2023-12-12,1.6129032258064517
2023-12-13,1.6129032258064517
2023-12-14,0.0
2023-12-15,1.6129032258064517
2023-12-16,1.6129032258064517
2023-12-17,1.6129032258064517
2023-12-18,1.6129032258064517
2023-12-19,1.6129032258064517
2023-12-20,0.0
2023-12-21,0.0
2023-12-22,2.4193548387096775
2023-12-23,1.6129032258064517
2023-12-24,2.4193548387096775
2023-12-25,1.6129032258064517
2023-12-26,1.6129032258064517
2023-12-27,1.6129032258064517
2023-12-28,1.6129032258064517
2023-12-29,0.8064516129032259
2023-12-30,1.6129032258064517
2023-12-31,2.4193548387096775
2024-01-01,1.6129032258064517
2024-01-02,1.6129032258064517
2024-01-03,1.6129032258064517
2024-01-04,1.6129032258064517
2024-01-05,1.6129032258064517
2024-01-06,1.6129032258064517
2024-01-07,1.6129032258064517
2024-01-08,1.6129032258064517
2024-01-09,1.6129032258064517
2024-01-10,1.6129032258064517
2024-01-11,1.6129032258064517
2024-01-12,1.6129032258064517
2024-01-13,1.6129032258064517
2024-01-14,1.6129032258064517
2024-01-15,1.6129032258064517
2024-01-16,1.6129032258064517
2024-01-17,0.8064516129032259
2024-01-18,1.6129032258064517
2024-01-19,1.6129032258064517
2024-01-20,1.6129032258064517
2024-01-21,1.6129032258064517
2024-01-22,1.6129032258064517
2024-01-23,1.6129032258064517
2024-01-24,1.6129032258064517
2024-01-25,1.6129032258064517
2024-01-26,1.6129032258064517
2024-01-27,1.6129032258064517
2024-01-28,1.6129032258064517
2024-01-29,1.6129032258064517
2024-01-30,1.6129032258064517
2024-01-31,1.6129032258064517
2024-02-01,1.6129032258064517
2024-02-02,1.6129032258064517
2024-02-03,1.6129032258064517
2024-02-04,1.6129032258064517
2024-02-05,1.6129032258064517
2024-02-06,1.6129032258064517
2024-02-07,1.6129032258064517
2024-02-08,1.6129032258064517
2024-02-09,1.6129032258064517
2024-02-10,1.6129032258064517
2024-02-11,1.6129032258064517
2024-02-12,1.6129032258064517
2024-02-13,1.6129032258064517
2024-02-14,1.6129032258064517
2024-02-15,1.6129032258064517
2024-02-16,1.6129032258064517
2024-02-17,1.6129032258064517
2024-02-18,1.6129032258064517
2024-02-19,1.6129032258064517
2024-02-20,1.6129032258064517
2024-02-21,1.6129032258064517
2024-02-22,3.2258064516129035
2024-02-23,3.2258064516129035
2024-02-24,4.838709677419355
2024-02-25,4.838709677419355
2024-02-26,3.2258064516129035
2024-02-27,3.2258064516129035
2024-02-28,3.2258064516129035
2024-02-29,4.838709677419355
2024-03-01,4.838709677419355
2024-03-02,4.838709677419355
2024-03-03,6.451612903225807
2024-03-04,4.838709677419355
2024-03-05,3.2258064516129035
2024-03-06,3.2258064516129035
2024-03-07,3.2258064516129035
2024-03-08,4.838709677419355
2024-03-09,4.838709677419355
2024-03-10,6.451612903225807
2024-03-11,4.838709677419355
2024-03-12,3.2258064516129035
2024-03-13,4.838709677419355
2024-03-14,3.2258064516129035
2024-03-15,3.2258064516129035
2024-03-16,4.838709677419355
2024-03-17,6.451612903225807
2024-03-18,4.838709677419355
2024-03-19,4.838709677419355
2024-03-20,9.67741935483871
2024-03-21,11.290322580645162
2024-03-22,8.064516129032258
2024-03-23,6.451612903225807
2024-03-24,8.064516129032258
2024-03-25,8.064516129032258
2024-03-26,9.67741935483871
2024-03-27,9.67741935483871
2024-03-28,17.741935483870968
2024-03-29,29.03225806451613
2024-03-30,51.612903225806456
2024-03-31,79.03225806451613
2024-04-01,62.903225806451616
2024-04-02,79.03225806451613
2024-04-03,70.96774193548387
2024-04-04,69.35483870967742
2024-04-05,66.12903225806453
2024-04-06,77.41935483870968
2024-04-07,96.7741935483871
2024-04-08,59.67741935483871
2024-04-09,69.35483870967742
2024-04-10,70.96774193548387
2024-04-11,61.29032258064517
2024-04-12,54.83870967741936
2024-04-13,83.87096774193549
2024-04-14,90.3225806451613
2024-04-15,87.0967741935484
2024-04-16,64.51612903225806
2024-04-17,77.41935483870968
2024-04-18,66.12903225806453
2024-04-19,51.612903225806456
2024-04-20,90.3225806451613
2024-04-21,101.61290322580646
2024-04-22,66.12903225806453
2024-04-23,59.67741935483871
2024-04-24,72.58064516129033
2024-04-25,74.19354838709678
2024-04-26,54.83870967741936
2024-04-27,75.80645161290323
2024-04-28,93.5483870967742
2024-04-29,67.74193548387098
2024-04-30,66.12903225806453
2024-05-01,79.03225806451613
2024-05-02,74.19354838709678
2024-05-03,50.00000000000001
2024-05-04,88.70967741935485
2024-05-05,98.38709677419355
2024-05-06,72.58064516129033
2024-05-07,66.12903225806453
2024-05-08,75.80645161290323
2024-05-09,64.51612903225806
2024-05-10,51.612903225806456
2024-05-11,83.87096774193549
2024-05-12,87.0967741935484
2024-05-13,59.67741935483871
2024-05-14,69.35483870967742
2024-05-15,67.74193548387098
2024-05-16,66.12903225806453
2024-05-17,54.83870967741936
2024-05-18,85.48387096774194
2024-05-19,90.3225806451613
2024-05-20,69.35483870967742
2024-05-21,59.67741935483871
2024-05-22,80.64516129032259
2024-05-23,72.58064516129033
2024-05-24,54.83870967741936
2024-05-25,90.3225806451613
2024-05-26,93.5483870967742
2024-05-27,79.03225806451613
2024-05-28,56.45161290322581
2024-05-29,72.58064516129033
2024-05-30,72.58064516129033
2024-05-31,59.67741935483871
2024-06-01,83.87096774193549
2024-06-02,93.5483870967742
2024-06-03,61.29032258064517
2024-06-04,54.83870967741936
2024-06-05,77.41935483870968
2024-06-06,69.35483870967742
2024-06-07,58.06451612903226
2024-06-08,85.48387096774194
2024-06-09,91.93548387096774
2024-06-10,61.29032258064517
2024-06-11,58.06451612903226
2024-06-12,75.80645161290323
2024-06-13,70.96774193548387
2024-06-14,58.06451612903226
2024-06-15,82.25806451612904
2024-06-16,90.3225806451613
2024-06-17,70.96774193548387
2024-06-18,66.12903225806453
2024-06-19,82.25806451612904
2024-06-20,69.35483870967742
2024-06-21,64.51612903225806
2024-06-22,82.25806451612904
2024-06-23,98.38709677419355
2024-06-24,64.51612903225806
2024-06-25,70.96774193548387
2024-06-26,82.25806451612904
2024-06-27,77.41935483870968
2024-06-28,61.29032258064517
2024-06-29,90.3225806451613
2024-06-30,90.3225806451613
2024-07-01,64.51612903225806
2024-07-02,50.00000000000001
2024-07-03,90.3225806451613
2024-07-04,101.61290322580646
2024-07-05,77.41935483870968
2024-07-06,111.29032258064517
2024-07-07,98.38709677419355
2024-07-08,74.19354838709678
2024-07-09,56.45161290322581
2024-07-10,80.64516129032259
2024-07-11,85.48387096774194
2024-07-12,85.48387096774194
2024-07-13,100.00000000000001
2024-07-14,104.83870967741936
2024-07-15,58.06451612903226
2024-07-16,30.645161290322584
2024-07-17,30.645161290322584
2024-07-18,24.193548387096776
2024-07-19,27.41935483870968
2024-07-20,75.80645161290323
2024-07-21,100.00000000000001
2024-07-22,66.12903225806453
2024-07-23,74.19354838709678
2024-07-24,87.0967741935484
2024-07-25,85.48387096774194
2024-07-26,75.80645161290323
2024-07-27,106.45161290322581
2024-07-28,111.29032258064517
2024-07-29,70.96774193548387
2024-07-30,82.25806451612904
2024-07-31,100.00000000000001
2024-08-01,72.58064516129033
2024-08-02,75.80645161290323
2024-08-03,106.45161290322581
2024-08-04,111.29032258064517
2024-08-05,77.41935483870968
2024-08-06,79.03225806451613
2024-08-07,82.25806451612904
2024-08-08,98.38709677419355
2024-08-09,85.48387096774194
2024-08-10,103.22580645161291
2024-08-11,124.19354838709678
2024-08-12,80.64516129032259
2024-08-13,82.25806451612904
2024-08-14,101.61290322580646
2024-08-15,100.00000000000001
2024-08-16,77.41935483870968
2024-08-17,104.83870967741936
2024-08-18,132.23285329529105
2024-08-19,72.24152349562802
2024-08-20,82.87881396578653
2024-08-21,99.06134320465362
2024-08-22,99.06134320465362
2024-08-23,83.68526557868975
2024-08-24,118.82294344077823
2024-08-25,132.23285329529105
2024-08-26,89.58376889304293
2024-08-27,94.32255604884828
2024-08-28,109.34536912916755
2024-08-29,92.35638827739723
2024-08-30,90.39022050594616
2024-08-31,111.31153690061859
2024-09-01,161.82529238867096
2024-09-02,125.52789836803464
2024-09-03,92.35638827739723
2024-09-04,95.1290076617515
2024-09-05,106.57274974481325
2024-09-06,86.45788496304405
2024-09-07,113.27770467206966
2024-09-08,145.64276314980384
2024-09-09,81.7190978072387
2024-09-10,93.16283989030046
2024-09-11,109.34536912916755
2024-09-12,120.7891112122293
2024-09-13,83.68526557868975
2024-09-14,138.93780822254746
2024-09-15,148.41538253415814
2024-09-16,97.09517543320257
2024-09-17,102.05502195220937
2024-09-18,134.52707439154872
2024-09-19,176.27685609927073
2024-09-20,122.92991280607038
2024-09-21,171.63799146507938
2024-09-22,206.4294762215144
2024-09-23,155.4019652454097
2024-09-24,139.16593902574004
2024-09-25,197.15174695313172
2024-09-26,178.5962884163664
2024-09-27,162.3602621966967
2024-09-28,231.94323170956673
2024-09-29,227.3043670753754
2024-09-30,143.8048036599314
2024-10-01,74.22183414706136
2024-10-02,53.346943293200354
2024-10-03,53.346943293200354
2024-10-04,34.79148475643501
2024-10-05,34.79148475643501
2024-10-06,41.749781707722015
2024-10-07,30.152620122243675
2024-10-08,27.833187805148007
2024-10-09,32.47205243933934
2024-10-10,39.43034939062635
2024-10-11,34.79148475643501
2024-10-12,44.06921402481768
2024-10-13,25.513755488052343
2024-10-14,30.152620122243675
2024-10-15,18.55545853676534
2024-10-16,18.55545853676534
2024-10-17,18.55545853676534
2024-10-18,27.833187805148007
2024-10-19,23.194323170956675
2024-10-20,34.79148475643501
2024-10-21,25.513755488052343
2024-10-22,9.27772926838267
2024-10-23,6.958296951287002
2024-10-24,4.638864634191335
2024-10-25,9.27772926838267
2024-10-26,16.23602621966967
2024-10-27,16.23602621966967
2024-10-28,9.27772926838267
2024-10-29,16.23602621966967
2024-10-30,13.916593902574004
2024-10-31,13.916593902574004
2024-11-01,4.638864634191335
2024-11-02,4.638864634191335
2024-11-03,4.638864634191335
2024-11-04,2.3194323170956674
2024-11-05,2.3194323170956674
2024-11-06,2.3194323170956674
2024-11-07,2.3194323170956674
2024-11-08,2.3194323170956674
2024-11-09,2.3194323170956674
2024-11-10,2.3194323170956674
2024-11-11,2.3194323170956674
2024-11-12,2.3194323170956674
2024-11-13,2.3194323170956674
2024-11-14,2.3194323170956674
2024-11-15,2.3194323170956674
2024-11-16,2.3194323170956674
2024-11-17,2.3194323170956674
