Time,msn
2022-05-13,64.0
2022-05-14,46.0
2022-05-15,46.0
2022-05-16,68.0
2022-05-17,69.0
2022-05-18,70.0
2022-05-19,71.0
2022-05-20,68.0
2022-05-21,48.0
2022-05-22,44.0
2022-05-23,69.0
2022-05-24,79.0
2022-05-25,78.0
2022-05-26,74.0
2022-05-27,70.0
2022-05-28,49.0
2022-05-29,46.0
2022-05-30,50.0
2022-05-31,71.0
2022-06-01,73.0
2022-06-02,74.0
2022-06-03,67.0
2022-06-04,47.0
2022-06-05,45.0
2022-06-06,71.0
2022-06-07,70.0
2022-06-08,69.0
2022-06-09,72.0
2022-06-10,68.0
2022-06-11,44.0
2022-06-12,45.0
2022-06-13,71.0
2022-06-14,72.0
2022-06-15,72.0
2022-06-16,72.0
2022-06-17,65.0
2022-06-18,46.0
2022-06-19,44.0
2022-06-20,70.0
2022-06-21,70.0
2022-06-22,73.0
2022-06-23,72.0
2022-06-24,73.0
2022-06-25,49.0
2022-06-26,47.0
2022-06-27,74.0
2022-06-28,73.0
2022-06-29,72.0
2022-06-30,70.0
2022-07-01,65.0
2022-07-02,45.0
2022-07-03,44.0
2022-07-04,52.0
2022-07-05,75.0
2022-07-06,70.0
2022-07-07,69.0
2022-07-08,67.0
2022-07-09,47.0
2022-07-10,46.0
2022-07-11,72.0
2022-07-12,70.0
2022-07-13,68.0
2022-07-14,71.0
2022-07-15,68.0
2022-07-16,48.0
2022-07-17,46.0
2022-07-18,74.0
2022-07-19,73.0
2022-07-20,72.0
2022-07-21,72.0
2022-07-22,65.0
2022-07-23,46.0
2022-07-24,45.0
2022-07-25,71.0
2022-07-26,71.0
2022-07-27,71.0
2022-07-28,71.0
2022-07-29,69.0
2022-07-30,49.0
2022-07-31,47.0
2022-08-01,72.0
2022-08-02,74.0
2022-08-03,73.0
2022-08-04,73.0
2022-08-05,68.0
2022-08-06,47.0
2022-08-07,49.0
2022-08-08,72.0
2022-08-09,76.0
2022-08-10,75.0
2022-08-11,73.0
2022-08-12,72.0
2022-08-13,50.0
2022-08-14,48.0
2022-08-15,76.0
2022-08-16,76.0
2022-08-17,77.0
2022-08-18,73.0
2022-08-19,68.0
2022-08-20,45.0
2022-08-21,46.0
2022-08-22,71.0
2022-08-23,74.0
2022-08-24,74.0
2022-08-25,69.0
2022-08-26,68.0
2022-08-27,47.0
2022-08-28,45.0
2022-08-29,70.2439024390244
2022-08-30,69.82926829268294
2022-08-31,67.08536585365854
2022-09-01,68.91463414634146
2022-09-02,61.1829268292683
2022-09-03,43.97560975609756
2022-09-04,44.890243902439025
2022-09-05,48.963414634146346
2022-09-06,69.82926829268294
2022-09-07,67.08536585365854
2022-09-08,82.04878048780489
2022-09-09,68.0
2022-09-10,44.890243902439025
2022-09-11,48.048780487804876
2022-09-12,71.15853658536585
2022-09-13,75.23170731707317
2022-09-14,71.15853658536585
2022-09-15,70.7439024390244
2022-09-16,68.0
2022-09-17,47.13414634146342
2022-09-18,43.97560975609756
2022-09-19,73.90243902439025
2022-09-20,68.91463414634146
2022-09-21,70.2439024390244
2022-09-22,72.07317073170732
2022-09-23,66.17073170731707
2022-09-24,46.71951219512195
2022-09-25,46.21951219512195
2022-09-26,69.82926829268294
2022-09-27,71.15853658536585
2022-09-28,78.78048780487805
2022-09-29,72.97560975609757
2022-09-30,69.65853658536587
2022-10-01,45.60975609756098
2022-10-02,44.78048780487805
2022-10-03,68.0
2022-10-04,68.0
2022-10-05,69.65853658536587
2022-10-06,69.65853658536587
2022-10-07,68.0
2022-10-08,46.43902439024391
2022-10-09,43.951219512195124
2022-10-10,67.17073170731707
2022-10-11,66.34146341463415
2022-10-12,68.0
2022-10-13,71.31707317073172
2022-10-14,64.6829268292683
2022-10-15,43.951219512195124
2022-10-16,41.463414634146346
2022-10-17,67.17073170731707
2022-10-18,70.48780487804879
2022-10-19,69.65853658536587
2022-10-20,65.51219512195122
2022-10-21,66.34146341463415
2022-10-22,45.60975609756098
2022-10-23,43.1219512195122
2022-10-24,68.82926829268293
2022-10-25,68.82926829268293
2022-10-26,70.48780487804879
2022-10-27,69.65853658536587
2022-10-28,65.51219512195122
2022-10-29,46.43902439024391
2022-10-30,43.951219512195124
2022-10-31,68.82926829268293
2022-11-01,69.65853658536587
2022-11-02,68.0
2022-11-03,68.0
2022-11-04,68.0
2022-11-05,46.43902439024391
2022-11-06,42.29268292682927
2022-11-07,68.0
2022-11-08,71.31707317073172
2022-11-09,81.26829268292684
2022-11-10,73.8048780487805
2022-11-11,68.82926829268293
2022-11-12,52.243902439024396
2022-11-13,50.585365853658544
2022-11-14,71.31707317073172
2022-11-15,77.95121951219512
2022-11-16,75.46341463414635
2022-11-17,68.82926829268293
2022-11-18,68.0
2022-11-19,50.585365853658544
2022-11-20,48.926829268292686
2022-11-21,68.82926829268293
2022-11-22,72.97560975609757
2022-11-23,66.34146341463415
2022-11-24,42.29268292682927
2022-11-25,53.90243902439025
2022-11-26,46.43902439024391
2022-11-27,44.78048780487805
2022-11-28,63.024390243902445
2022-11-29,66.34146341463415
2022-11-30,68.0
2022-12-01,69.65853658536587
2022-12-02,61.365853658536594
2022-12-03,48.09756097560976
2022-12-04,45.60975609756098
2022-12-05,67.17073170731707
2022-12-06,75.46341463414635
2022-12-07,72.97560975609757
2022-12-08,77.95121951219512
2022-12-09,68.82926829268293
2022-12-10,48.926829268292686
2022-12-11,45.60975609756098
2022-12-12,66.34146341463415
2022-12-13,72.14634146341464
2022-12-14,73.8048780487805
2022-12-15,72.14634146341464
2022-12-16,70.48780487804879
2022-12-17,50.585365853658544
2022-12-18,46.43902439024391
2022-12-19,70.48780487804879
2022-12-20,75.46341463414635
2022-12-21,75.46341463414635
2022-12-22,73.8048780487805
2022-12-23,63.85365853658537
2022-12-24,48.09756097560976
2022-12-25,49.75609756097561
2022-12-26,57.21951219512196
2022-12-27,72.14634146341464
2022-12-28,69.65853658536587
2022-12-29,71.31707317073172
2022-12-30,65.51219512195122
2022-12-31,52.243902439024396
2023-01-01,53.07317073170732
2023-01-02,54.73170731707317
2023-01-03,82.92682926829269
2023-01-04,78.78048780487805
2023-01-05,78.78048780487805
2023-01-06,74.63414634146342
2023-01-07,54.73170731707317
2023-01-08,47.268292682926834
2023-01-09,73.8048780487805
2023-01-10,74.63414634146342
2023-01-11,77.95121951219512
2023-01-12,73.8048780487805
2023-01-13,77.1219512195122
2023-01-14,51.41463414634147
2023-01-15,48.926829268292686
2023-01-16,63.024390243902445
2023-01-17,76.29268292682927
2023-01-18,71.31707317073172
2023-01-19,70.48780487804879
2023-01-20,66.34146341463415
2023-01-21,51.41463414634147
2023-01-22,49.75609756097561
2023-01-23,70.48780487804879
2023-01-24,72.14634146341464
2023-01-25,69.65853658536587
2023-01-26,71.31707317073172
2023-01-27,68.82926829268293
2023-01-28,53.07317073170732
2023-01-29,45.60975609756098
2023-01-30,67.17073170731707
2023-01-31,71.31707317073172
2023-02-01,69.65853658536587
2023-02-02,68.0
2023-02-03,72.14634146341464
2023-02-04,52.243902439024396
2023-02-05,49.75609756097561
2023-02-06,71.31707317073172
2023-02-07,74.63414634146342
2023-02-08,72.14634146341464
2023-02-09,71.31707317073172
2023-02-10,68.82926829268293
2023-02-11,51.41463414634147
2023-02-12,45.60975609756098
2023-02-13,69.65853658536587
2023-02-14,75.46341463414635
2023-02-15,73.8048780487805
2023-02-16,74.63414634146342
2023-02-17,70.48780487804879
2023-02-18,48.926829268292686
2023-02-19,47.268292682926834
2023-02-20,66.34146341463415
2023-02-21,71.31707317073172
2023-02-22,72.97560975609757
2023-02-23,69.65853658536587
2023-02-24,68.82926829268293
2023-02-25,49.75609756097561
2023-02-26,47.268292682926834
2023-02-27,68.0
2023-02-28,68.0
2023-03-01,66.34146341463415
2023-03-02,68.82926829268293
2023-03-03,67.17073170731707
2023-03-04,49.75609756097561
2023-03-05,45.60975609756098
2023-03-06,69.65853658536587
2023-03-07,69.65853658536587
2023-03-08,70.48780487804879
2023-03-09,70.48780487804879
2023-03-10,68.82926829268293
2023-03-11,48.09756097560976
2023-03-12,48.09756097560976
2023-03-13,73.8048780487805
2023-03-14,72.14634146341464
2023-03-15,71.31707317073172
2023-03-16,71.31707317073172
2023-03-17,64.6829268292683
2023-03-18,49.75609756097561
2023-03-19,48.09756097560976
2023-03-20,71.31707317073172
2023-03-21,73.8048780487805
2023-03-22,72.14634146341464
2023-03-23,74.63414634146342
2023-03-24,65.51219512195122
2023-03-25,48.09756097560976
2023-03-26,48.09756097560976
2023-03-27,73.8048780487805
2023-03-28,71.31707317073172
2023-03-29,71.31707317073172
2023-03-30,73.8048780487805
2023-03-31,70.48780487804879
2023-04-01,48.926829268292686
2023-04-02,48.926829268292686
2023-04-03,72.97560975609757
2023-04-04,75.46341463414635
2023-04-05,72.97560975609757
2023-04-06,68.82926829268293
2023-04-07,63.85365853658537
2023-04-08,46.43902439024391
2023-04-09,43.951219512195124
2023-04-10,74.63414634146342
2023-04-11,69.65853658536587
2023-04-12,70.48780487804879
2023-04-13,68.0
2023-04-14,64.6829268292683
2023-04-15,44.78048780487805
2023-04-16,43.951219512195124
2023-04-17,67.17073170731707
2023-04-18,65.51219512195122
2023-04-19,68.82926829268293
2023-04-20,68.0
2023-04-21,64.6829268292683
2023-04-22,45.60975609756098
2023-04-23,45.60975609756098
2023-04-24,70.48780487804879
2023-04-25,68.0
2023-04-26,67.58536585365854
2023-04-27,68.82926829268293
2023-04-28,62.19512195121952
2023-04-29,45.60975609756098
2023-04-30,50.170731707317074
2023-05-01,71.31707317073172
2023-05-02,68.0
2023-05-03,70.90243902439025
2023-05-04,66.34146341463415
2023-05-05,64.6829268292683
2023-05-06,48.09756097560976
2023-05-07,47.268292682926834
2023-05-08,69.2439024390244
2023-05-09,71.73170731707319
2023-05-10,66.34146341463415
2023-05-11,67.17073170731707
2023-05-12,67.58536585365854
2023-05-13,46.85365853658537
2023-05-14,43.1219512195122
2023-05-15,70.07317073170734
2023-05-16,69.65853658536587
2023-05-17,68.0
2023-05-18,70.07317073170734
2023-05-19,67.58536585365854
2023-05-20,48.51219512195122
2023-05-21,42.29268292682927
2023-05-22,67.17073170731707
2023-05-23,70.48780487804879
2023-05-24,72.5609756097561
2023-05-25,71.31707317073172
2023-05-26,62.19512195121952
2023-05-27,43.951219512195124
2023-05-28,44.78048780487805
2023-05-29,44.78048780487805
2023-05-30,69.65853658536587
2023-05-31,68.82926829268293
2023-06-01,67.17073170731707
2023-06-02,64.6829268292683
2023-06-03,43.951219512195124
2023-06-04,42.29268292682927
2023-06-05,68.82926829268293
2023-06-06,69.65853658536587
2023-06-07,68.0
2023-06-08,68.0
2023-06-09,67.17073170731707
2023-06-10,48.09756097560976
2023-06-11,44.78048780487805
2023-06-12,68.0
2023-06-13,72.14634146341464
2023-06-14,70.48780487804879
2023-06-15,71.31707317073172
2023-06-16,63.024390243902445
2023-06-17,43.1219512195122
2023-06-18,43.1219512195122
2023-06-19,63.85365853658537
2023-06-20,74.63414634146342
2023-06-21,74.63414634146342
2023-06-22,82.92682926829269
2023-06-23,72.97560975609757
2023-06-24,52.243902439024396
2023-06-25,53.07317073170732
2023-06-26,73.8048780487805
2023-06-27,73.8048780487805
2023-06-28,72.14634146341464
2023-06-29,68.82926829268293
2023-06-30,62.19512195121952
2023-07-01,43.951219512195124
2023-07-02,43.1219512195122
2023-07-03,55.5609756097561
2023-07-04,46.43902439024391
2023-07-05,68.82926829268293
2023-07-06,74.63414634146342
2023-07-07,63.024390243902445
2023-07-08,43.1219512195122
2023-07-09,36.487804878048784
2023-07-10,68.82926829268293
2023-07-11,64.6829268292683
2023-07-12,68.82926829268293
2023-07-13,68.0
2023-07-14,64.6829268292683
2023-07-15,40.63414634146342
2023-07-16,34.82926829268293
2023-07-17,69.65853658536587
2023-07-18,66.34146341463415
2023-07-19,70.48780487804879
2023-07-20,67.17073170731707
2023-07-21,63.024390243902445
2023-07-22,35.65853658536586
2023-07-23,38.146341463414636
2023-07-24,67.17073170731707
2023-07-25,68.82926829268293
2023-07-26,68.0
2023-07-27,67.17073170731707
2023-07-28,63.024390243902445
2023-07-29,40.63414634146342
2023-07-30,36.487804878048784
2023-07-31,68.82926829268293
2023-08-01,71.31707317073172
2023-08-02,67.17073170731707
2023-08-03,66.34146341463415
2023-08-04,65.51219512195122
2023-08-05,38.97560975609756
2023-08-06,39.804878048780495
2023-08-07,71.31707317073172
2023-08-08,68.0
2023-08-09,69.65853658536587
2023-08-10,68.0
2023-08-11,67.17073170731707
2023-08-12,37.31707317073171
2023-08-13,34.0
2023-08-14,67.17073170731707
2023-08-15,70.48780487804879
2023-08-16,69.65853658536587
2023-08-17,66.34146341463415
2023-08-18,61.365853658536594
2023-08-19,39.804878048780495
2023-08-20,38.146341463414636
2023-08-21,68.82926829268293
2023-08-22,69.65853658536587
2023-08-23,68.82926829268293
2023-08-24,67.17073170731707
2023-08-25,62.19512195121952
2023-08-26,40.63414634146342
2023-08-27,38.146341463414636
2023-08-28,68.0
2023-08-29,68.82926829268293
2023-08-30,69.65853658536587
2023-08-31,65.51219512195122
2023-09-01,57.21951219512196
2023-09-02,35.65853658536586
2023-09-03,38.97560975609756
2023-09-04,38.146341463414636
2023-09-05,66.34146341463415
2023-09-06,63.85365853658537
2023-09-07,61.365853658536594
2023-09-08,58.04878048780488
2023-09-09,37.31707317073171
2023-09-10,34.0
2023-09-11,66.34146341463415
2023-09-12,64.6829268292683
2023-09-13,63.024390243902445
2023-09-14,62.19512195121952
2023-09-15,53.90243902439025
2023-09-16,37.31707317073171
2023-09-17,35.65853658536586
2023-09-18,61.365853658536594
2023-09-19,60.53658536585366
2023-09-20,62.19512195121952
2023-09-21,63.85365853658537
2023-09-22,60.53658536585366
2023-09-23,36.487804878048784
2023-09-24,34.82926829268293
2023-09-25,62.19512195121952
2023-09-26,63.85365853658537
2023-09-27,63.024390243902445
2023-09-28,63.024390243902445
2023-09-29,63.024390243902445
2023-09-30,39.804878048780495
2023-10-01,34.0
2023-10-02,63.024390243902445
2023-10-03,66.34146341463415
2023-10-04,66.34146341463415
2023-10-05,63.85365853658537
2023-10-06,58.87804878048781
2023-10-07,40.63414634146342
2023-10-08,39.804878048780495
2023-10-09,67.17073170731707
2023-10-10,68.0
2023-10-11,67.17073170731707
2023-10-12,68.0
2023-10-13,63.024390243902445
2023-10-14,38.97560975609756
2023-10-15,38.97560975609756
2023-10-16,67.17073170731707
2023-10-17,63.85365853658537
2023-10-18,64.6829268292683
2023-10-19,63.85365853658537
2023-10-20,62.19512195121952
2023-10-21,38.97560975609756
2023-10-22,36.487804878048784
2023-10-23,63.85365853658537
2023-10-24,68.82926829268293
2023-10-25,65.51219512195122
2023-10-26,69.65853658536587
2023-10-27,64.6829268292683
2023-10-28,39.804878048780495
2023-10-29,43.1219512195122
2023-10-30,67.17073170731707
2023-10-31,65.51219512195122
2023-11-01,66.34146341463415
2023-11-02,65.51219512195122
2023-11-03,61.365853658536594
2023-11-04,37.31707317073171
2023-11-05,36.487804878048784
2023-11-06,59.707317073170735
2023-11-07,65.51219512195122
2023-11-08,65.51219512195122
2023-11-09,60.53658536585366
2023-11-10,54.73170731707317
2023-11-11,34.82926829268293
2023-11-12,34.82926829268293
2023-11-13,59.707317073170735
2023-11-14,60.53658536585366
2023-11-15,63.024390243902445
2023-11-16,59.707317073170735
2023-11-17,58.87804878048781
2023-11-18,34.0
2023-11-19,37.31707317073171
2023-11-20,58.87804878048781
2023-11-21,58.87804878048781
2023-11-22,57.21951219512196
2023-11-23,33.170731707317074
2023-11-24,38.97560975609756
2023-11-25,34.0
2023-11-26,34.82926829268293
2023-11-27,56.39024390243903
2023-11-28,60.53658536585366
2023-11-29,58.87804878048781
2023-11-30,58.04878048780488
2023-12-01,56.39024390243903
2023-12-02,38.97560975609756
2023-12-03,32.34146341463415
2023-12-04,59.707317073170735
2023-12-05,61.365853658536594
2023-12-06,60.53658536585366
2023-12-07,61.365853658536594
2023-12-08,56.39024390243903
2023-12-09,36.487804878048784
2023-12-10,34.0
2023-12-11,58.87804878048781
2023-12-12,58.04878048780488
2023-12-13,58.87804878048781
2023-12-14,61.365853658536594
2023-12-15,60.53658536585366
2023-12-16,37.31707317073171
2023-12-17,34.0
2023-12-18,58.87804878048781
2023-12-19,63.024390243902445
2023-12-20,66.34146341463415
2023-12-21,65.51219512195122
2023-12-22,55.53792126303006
2023-12-23,37.16349222413386
2023-12-24,33.10764767398712
2023-12-25,35.67333265863779
2023-12-26,57.773160611274164
2023-12-27,60.66929123233142
2023-12-28,61.41437101507945
2023-12-29,57.3585264649327
2023-12-30,36.418412441385826
2023-12-31,35.67333265863779
2024-01-01,36.418412441385826
2024-01-02,62.90453058057552
2024-01-03,62.15945079782749
2024-01-04,66.21529534797423
2024-01-05,58.84868603042877
2024-01-06,38.65365178962993
2024-01-07,34.928252875889754
2024-01-08,65.4702155652262
2024-01-09,63.23497621698209
2024-01-10,64.72513578247816
2024-01-11,62.489896434234055
2024-01-12,58.10360624768074
2024-01-13,37.493937860540434
2024-01-14,36.418412441385826
2024-01-15,54.79284148028202
2024-01-16,62.15945079782749
2024-01-17,63.980055999730126
2024-01-18,59.5937658131768
2024-01-19,61.08392537867288
2024-01-20,38.23901764328846
2024-01-21,37.67080255034916
2024-01-22,63.445562190061736
2024-01-23,64.10645346287488
2024-01-24,65.42823600850116
2024-01-25,61.462888371622306
2024-01-26,56.83664946193031
2024-01-27,34.36634618628344
2024-01-28,31.722781095030868
2024-01-29,58.15843200755659
2024-01-30,60.80199709880917
2024-01-31,58.81932328036974
2024-02-01,55.514866916304015
2024-02-02,54.19308437067773
2024-02-03,34.36634618628344
2024-02-04,33.04456364065715
2024-02-05,58.15843200755659
2024-02-06,60.14110582599602
2024-02-07,59.480214553182876
2024-02-08,55.514866916304015
2024-02-09,56.83664946193031
2024-02-10,31.722781095030868
2024-02-11,31.061889822217726
2024-02-12,56.17575818911716
2024-02-13,58.15843200755659
2024-02-14,59.480214553182876
2024-02-15,64.10645346287488
2024-02-16,56.83664946193031
2024-02-17,33.04456364065715
2024-02-18,32.383672367844014
2024-02-19,52.87130182505145
2024-02-20,58.81932328036974
2024-02-21,59.480214553182876
2024-02-22,62.12377964443545
2024-02-23,56.17575818911716
2024-02-24,32.383672367844014
2024-02-25,31.722781095030868
2024-02-26,59.480214553182876
2024-02-27,56.17575818911716
2024-02-28,58.15843200755659
2024-02-29,57.497540734743446
2024-03-01,52.2104105522383
2024-03-02,33.04456364065715
2024-03-03,32.383672367844014
2024-03-04,58.81932328036974
2024-03-05,58.81932328036974
2024-03-06,60.14110582599602
2024-03-07,58.15843200755659
2024-03-08,60.14110582599602
2024-03-09,33.04456364065715
2024-03-10,33.04456364065715
2024-03-11,61.462888371622306
2024-03-12,58.15843200755659
2024-03-13,61.462888371622306
2024-03-14,57.497540734743446
2024-03-15,54.85397564349088
2024-03-16,32.383672367844014
2024-03-17,31.722781095030868
2024-03-18,58.81932328036974
2024-03-19,58.15843200755659
2024-03-20,60.80199709880917
2024-03-21,58.81932328036974
2024-03-22,57.497540734743446
2024-03-23,33.7054549134703
2024-03-24,31.722781095030868
2024-03-25,60.80199709880917
2024-03-26,64.76734473568803
2024-03-27,58.81932328036974
2024-03-28,60.14110582599602
2024-03-29,51.54951927942516
2024-03-30,30.400998549404584
2024-03-31,33.04456364065715
2024-04-01,58.81932328036974
2024-04-02,61.462888371622306
2024-04-03,58.81932328036974
2024-04-04,59.480214553182876
2024-04-05,56.83664946193031
2024-04-06,32.383672367844014
2024-04-07,29.079216003778296
2024-04-08,54.85397564349088
2024-04-09,58.81932328036974
2024-04-10,57.497540734743446
2024-04-11,57.497540734743446
2024-04-12,54.19308437067773
2024-04-13,33.04456364065715
2024-04-14,32.383672367844014
2024-04-15,55.514866916304015
2024-04-16,60.14110582599602
2024-04-17,57.497540734743446
2024-04-18,56.83664946193031
2024-04-19,57.497540734743446
2024-04-20,33.04456364065715
2024-04-21,29.740107276591438
2024-04-22,55.514866916304015
2024-04-23,56.17575818911716
2024-04-24,54.19308437067773
2024-04-25,56.17575818911716
2024-04-26,52.2104105522383
2024-04-27,31.722781095030868
2024-04-28,31.061889822217726
2024-04-29,55.514866916304015
2024-04-30,55.514866916304015
2024-05-01,52.2104105522383
2024-05-02,51.54951927942516
2024-05-03,51.54951927942516
2024-05-04,29.740107276591438
2024-05-05,29.079216003778296
2024-05-06,52.87130182505145
2024-05-07,54.19308437067773
2024-05-08,54.85397564349088
2024-05-09,54.85397564349088
2024-05-10,51.54951927942516
2024-05-11,31.722781095030868
2024-05-12,31.722781095030868
2024-05-13,54.85397564349088
2024-05-14,54.19308437067773
2024-05-15,53.53219309786459
2024-05-16,53.53219309786459
2024-05-17,51.54951927942516
2024-05-18,33.04456364065715
2024-05-19,31.722781095030868
2024-05-20,52.87130182505145
2024-05-21,56.17575818911716
2024-05-22,54.19308437067773
2024-05-23,54.19308437067773
2024-05-24,52.2104105522383
2024-05-25,29.740107276591438
2024-05-26,29.740107276591438
2024-05-27,32.383672367844014
2024-05-28,54.19308437067773
2024-05-29,58.15843200755659
2024-05-30,59.480214553182876
2024-05-31,57.497540734743446
2024-06-01,31.061889822217726
2024-06-02,29.079216003778296
2024-06-03,56.83664946193031
2024-06-04,57.497540734743446
2024-06-05,54.85397564349088
2024-06-06,54.19308437067773
2024-06-07,49.56684546098573
2024-06-08,31.061889822217726
2024-06-09,27.757433458152008
2024-06-10,54.19308437067773
2024-06-11,56.17575818911716
2024-06-12,56.17575818911716
2024-06-13,55.514866916304015
2024-06-14,48.905954188172586
2024-06-15,29.740107276591438
2024-06-16,29.740107276591438
2024-06-17,55.514866916304015
2024-06-18,54.85397564349088
2024-06-19,47.5841716425463
2024-06-20,54.85397564349088
2024-06-21,49.56684546098573
2024-06-22,32.383672367844014
2024-06-23,29.079216003778296
2024-06-24,57.497540734743446
2024-06-25,54.85397564349088
2024-06-26,54.85397564349088
2024-06-27,54.85397564349088
2024-06-28,56.83664946193031
2024-06-29,31.061889822217726
2024-06-30,29.079216003778296
2024-07-01,53.53219309786459
2024-07-02,56.17575818911716
2024-07-03,53.53219309786459
2024-07-04,29.740107276591438
2024-07-05,39.65347636878859
2024-07-06,33.04456364065715
2024-07-07,32.383672367844014
2024-07-08,52.87130182505145
2024-07-09,53.53219309786459
2024-07-10,54.85397564349088
2024-07-11,52.87130182505145
2024-07-12,52.2104105522383
2024-07-13,33.04456364065715
2024-07-14,38.3316938231623
2024-07-15,58.15843200755659
2024-07-16,54.85397564349088
2024-07-17,54.85397564349088
2024-07-18,55.514866916304015
2024-07-19,58.15843200755659
2024-07-20,31.722781095030868
2024-07-21,37.00991127753601
2024-07-22,58.81932328036974
2024-07-23,59.480214553182876
2024-07-24,58.15843200755659
2024-07-25,58.81932328036974
2024-07-26,54.19308437067773
2024-07-27,29.740107276591438
2024-07-28,31.722781095030868
2024-07-29,58.15843200755659
2024-07-30,58.15843200755659
2024-07-31,57.497540734743446
2024-08-01,60.14110582599602
2024-08-02,52.87130182505145
2024-08-03,33.7054549134703
2024-08-04,31.061889822217726
2024-08-05,63.445562190061736
2024-08-06,59.480214553182876
2024-08-07,60.80199709880917
2024-08-08,57.497540734743446
2024-08-09,54.85397564349088
2024-08-10,30.400998549404584
2024-08-11,30.400998549404584
2024-08-12,58.81932328036974
2024-08-13,58.15843200755659
2024-08-14,56.17575818911716
2024-08-15,58.81932328036974
2024-08-16,54.19308437067773
2024-08-17,31.061889822217726
2024-08-18,31.681000612266818
2024-08-19,54.86916854631417
2024-08-20,59.76508148111958
2024-08-21,57.48234783192015
2024-08-22,58.13564265332165
2024-08-23,55.52246336771566
2024-08-24,31.681000612266818
2024-08-25,30.374410969463824
2024-08-26,56.82905301051866
2024-08-27,56.17575818911716
2024-08-28,54.86916854631417
2024-08-29,54.53872290990759
2024-08-30,48.66666596870576
2024-08-31,30.69726015445875
2024-09-01,29.390670511655756
2024-09-02,30.374410969463824
2024-09-03,52.90928408210967
2024-09-04,57.48234783192015
2024-09-05,52.90928408210967
2024-09-06,48.98951515370069
2024-09-07,31.35055497586025
2024-09-08,28.41452650525933
2024-09-09,54.21587372491267
2024-09-10,52.255989260708176
2024-09-11,58.788937474723156
2024-09-12,56.17575818911716
2024-09-13,48.98951515370069
2024-09-14,29.067821326660827
2024-09-15,29.721116148062325
2024-09-16,57.48234783192015
2024-09-17,54.2386630791476
2024-09-18,53.59296470915775
2024-09-19,51.01017122919834
2024-09-20,50.36447285920849
2024-09-21,30.347823389523064
2024-09-22,29.702125019533213
2024-09-23,52.301567969178045
2024-09-24,53.59296470915775
2024-09-25,56.17575818911716
2024-09-26,54.88436144913746
2024-09-27,52.301567969178045
2024-09-28,29.056426649543358
2024-09-29,27.1193315395738
2024-09-30,53.59296470915775
2024-10-01,55.53005981912731
2024-10-02,56.82145655910701
