Time,us_bank
2022-04-02,70.0
2022-04-03,50.0
2022-04-04,76.0
2022-04-05,71.0
2022-04-06,76.0
2022-04-07,69.0
2022-04-08,72.0
2022-04-09,63.0
2022-04-10,49.0
2022-04-11,75.0
2022-04-12,78.0
2022-04-13,80.0
2022-04-14,79.0
2022-04-15,87.0
2022-04-16,65.0
2022-04-17,42.0
2022-04-18,77.0
2022-04-19,69.0
2022-04-20,68.0
2022-04-21,74.0
2022-04-22,81.0
2022-04-23,65.0
2022-04-24,42.0
2022-04-25,73.0
2022-04-26,68.0
2022-04-27,67.0
2022-04-28,70.0
2022-04-29,75.0
2022-04-30,70.0
2022-05-01,49.0
2022-05-02,73.0
2022-05-03,69.0
2022-05-04,69.0
2022-05-05,69.0
2022-05-06,83.0
2022-05-07,65.0
2022-05-08,40.0
2022-05-09,65.0
2022-05-10,70.0
2022-05-11,67.0
2022-05-12,71.0
2022-05-13,79.0
2022-05-14,62.0
2022-05-15,47.0
2022-05-16,70.0
2022-05-17,73.0
2022-05-18,71.0
2022-05-19,70.0
2022-05-20,74.0
2022-05-21,65.0
2022-05-22,44.0
2022-05-23,71.0
2022-05-24,80.0
2022-05-25,71.0
2022-05-26,72.0
2022-05-27,79.0
2022-05-28,67.0
2022-05-29,44.0
2022-05-30,50.0
2022-05-31,84.0
2022-06-01,87.0
2022-06-02,82.0
2022-06-03,88.0
2022-06-04,74.0
2022-06-05,52.0
2022-06-06,81.0
2022-06-07,74.0
2022-06-08,85.0
2022-06-09,80.0
2022-06-10,84.0
2022-06-11,75.0
2022-06-12,50.0
2022-06-13,73.0
2022-06-14,80.0
2022-06-15,74.0
2022-06-16,81.0
2022-06-17,83.0
2022-06-18,66.0
2022-06-19,49.0
2022-06-20,95.0
2022-06-21,78.0
2022-06-22,82.0
2022-06-23,74.0
2022-06-24,82.0
2022-06-25,68.0
2022-06-26,45.0
2022-06-27,81.0
2022-06-28,78.0
2022-06-29,81.0
2022-06-30,81.0
2022-07-01,100.0
2022-07-02,76.0
2022-07-03,48.0
2022-07-04,46.0
2022-07-05,87.0
2022-07-06,83.0
2022-07-07,76.0
2022-07-08,83.0
2022-07-09,66.0
2022-07-10,50.0
2022-07-11,75.0
2022-07-12,88.0
2022-07-13,83.0
2022-07-14,80.0
2022-07-15,84.0
2022-07-16,74.0
2022-07-17,47.0
2022-07-18,79.0
2022-07-19,81.0
2022-07-20,77.0
2022-07-21,76.0
2022-07-22,82.0
2022-07-23,64.0
2022-07-24,46.0
2022-07-25,79.0
2022-07-26,77.0
2022-07-27,78.0
2022-07-28,81.0
2022-07-29,98.0
2022-07-30,69.0
2022-07-31,52.0
2022-08-01,93.0
2022-08-02,86.0
2022-08-03,78.0
2022-08-04,78.0
2022-08-05,90.0
2022-08-06,73.0
2022-08-07,58.0
2022-08-08,81.0
2022-08-09,81.0
2022-08-10,85.0
2022-08-11,72.0
2022-08-12,81.0
2022-08-13,72.0
2022-08-14,62.0
2022-08-15,88.0
2022-08-16,80.0
2022-08-17,78.0
2022-08-18,76.0
2022-08-19,85.0
2022-08-20,68.0
2022-08-21,52.0
2022-08-22,76.0
2022-08-23,75.0
2022-08-24,70.0
2022-08-25,78.0
2022-08-26,74.0
2022-08-27,69.0
2022-08-28,50.0
2022-08-29,80.04993000466635
2022-08-30,76.08026131591228
2022-08-31,77.23681754549696
2022-09-01,82.86304246383574
2022-09-02,78.89337377508167
2022-09-03,72.11059262715818
2022-09-04,47.136024265049
2022-09-05,52.26224918338778
2022-09-06,78.89337377508167
2022-09-07,72.11059262715818
2022-09-08,73.76714885674289
2022-09-09,78.89337377508167
2022-09-10,69.7974801679888
2022-09-11,52.76224918338778
2022-09-12,77.23681754549696
2022-09-13,72.11059262715818
2022-09-14,76.58026131591228
2022-09-15,73.76714885674289
2022-09-16,78.39337377508167
2022-09-17,66.9843677088194
2022-09-18,42.009799346710224
2022-09-19,72.61059262715818
2022-09-20,76.58026131591228
2022-09-21,72.11059262715818
2022-09-22,73.76714885674289
2022-09-23,76.08026131591228
2022-09-24,63.01469902006533
2022-09-25,51.105692953803086
2022-09-26,70.9540363975735
2022-09-27,72.61059262715818
2022-09-28,76.16052263182455
2022-09-29,69.5949603359776
2022-09-30,82.7260849276715
2022-10-01,74.84741017265516
2022-10-02,52.52449836677555
2022-10-03,81.4129724685021
2022-10-04,73.53429771348577
2022-10-05,81.4129724685021
2022-10-06,77.47363509099394
2022-10-07,78.78674755016333
2022-10-08,66.96873541763883
2022-10-09,51.211385907606164
2022-10-10,82.7260849276715
2022-10-11,77.47363509099394
2022-10-12,70.90807279514699
2022-10-13,68.28184787680821
2022-10-14,80.09986000933272
2022-10-15,63.02939804013066
2022-10-16,45.95893607092861
2022-10-17,76.16052263182455
2022-10-18,76.16052263182455
2022-10-19,70.90807279514699
2022-10-20,74.84741017265516
2022-10-21,74.84741017265516
2022-10-22,63.02939804013066
2022-10-23,43.33271115258983
2022-10-24,70.90807279514699
2022-10-25,70.90807279514699
2022-10-26,69.5949603359776
2022-10-27,70.90807279514699
2022-10-28,77.47363509099394
2022-10-29,69.5949603359776
2022-10-30,49.898273448436775
2022-10-31,74.84741017265516
2022-11-01,78.78674755016333
2022-11-02,74.84741017265516
2022-11-03,74.84741017265516
2022-11-04,80.09986000933272
2022-11-05,64.34251049930005
2022-11-06,44.64582361175922
2022-11-07,72.22118525431638
2022-11-08,66.96873541763883
2022-11-09,65.65562295846944
2022-11-10,74.84741017265516
2022-11-11,76.16052263182455
2022-11-12,64.34251049930005
2022-11-13,47.272048530098
2022-11-14,76.16052263182455
2022-11-15,86.66542230517966
2022-11-16,82.7260849276715
2022-11-17,81.4129724685021
2022-11-18,82.7260849276715
2022-11-19,66.96873541763883
2022-11-20,53.83761082594494
2022-11-21,66.96873541763883
2022-11-22,72.22118525431638
2022-11-23,74.84741017265516
2022-11-24,47.272048530098
2022-11-25,76.16052263182455
2022-11-26,56.46383574428372
2022-11-27,43.33271115258983
2022-11-28,66.96873541763883
2022-11-29,68.28184787680821
2022-11-30,68.28184787680821
2022-12-01,80.09986000933272
2022-12-02,81.4129724685021
2022-12-03,72.22118525431638
2022-12-04,55.15072328511433
2022-12-05,68.28184787680821
2022-12-06,76.16052263182455
2022-12-07,64.34251049930005
2022-12-08,72.22118525431638
2022-12-09,74.84741017265516
2022-12-10,63.02939804013066
2022-12-11,45.95893607092861
2022-12-12,68.28184787680821
2022-12-13,68.28184787680821
2022-12-14,73.53429771348577
2022-12-15,76.16052263182455
2022-12-16,76.16052263182455
2022-12-17,69.5949603359776
2022-12-18,44.64582361175922
2022-12-19,68.28184787680821
2022-12-20,82.7260849276715
2022-12-21,72.22118525431638
2022-12-22,77.47363509099394
2022-12-23,77.47363509099394
2022-12-24,66.96873541763883
2022-12-25,31.51469902006533
2022-12-26,81.4129724685021
2022-12-27,78.78674755016333
2022-12-28,80.09986000933272
2022-12-29,78.78674755016333
2022-12-30,86.66542230517966
2022-12-31,69.5949603359776
2023-01-01,47.272048530098
2023-01-02,77.47363509099394
2023-01-03,77.47363509099394
2023-01-04,80.09986000933272
2023-01-05,74.84741017265516
2023-01-06,85.35230984601027
2023-01-07,74.84741017265516
2023-01-08,45.95893607092861
2023-01-09,69.5949603359776
2023-01-10,81.4129724685021
2023-01-11,72.22118525431638
2023-01-12,72.22118525431638
2023-01-13,80.09986000933272
2023-01-14,70.90807279514699
2023-01-15,53.83761082594494
2023-01-16,66.96873541763883
2023-01-17,74.84741017265516
2023-01-18,77.47363509099394
2023-01-19,76.16052263182455
2023-01-20,80.09986000933272
2023-01-21,66.96873541763883
2023-01-22,45.95893607092861
2023-01-23,72.22118525431638
2023-01-24,66.96873541763883
2023-01-25,73.53429771348577
2023-01-26,66.96873541763883
2023-01-27,69.5949603359776
2023-01-28,66.96873541763883
2023-01-29,44.64582361175922
2023-01-30,68.28184787680821
2023-01-31,78.78674755016333
2023-02-01,78.78674755016333
2023-02-02,78.78674755016333
2023-02-03,82.7260849276715
2023-02-04,74.84741017265516
2023-02-05,49.898273448436775
2023-02-06,81.4129724685021
2023-02-07,76.16052263182455
2023-02-08,69.5949603359776
2023-02-09,69.5949603359776
2023-02-10,74.84741017265516
2023-02-11,68.28184787680821
2023-02-12,47.272048530098
2023-02-13,65.65562295846944
2023-02-14,70.90807279514699
2023-02-15,76.16052263182455
2023-02-16,69.5949603359776
2023-02-17,80.09986000933272
2023-02-18,73.53429771348577
2023-02-19,53.83761082594494
2023-02-20,63.02939804013066
2023-02-21,72.22118525431638
2023-02-22,72.22118525431638
2023-02-23,73.53429771348577
2023-02-24,81.4129724685021
2023-02-25,69.5949603359776
2023-02-26,48.585160989267386
2023-02-27,72.22118525431638
2023-02-28,82.7260849276715
2023-03-01,82.7260849276715
2023-03-02,73.53429771348577
2023-03-03,81.4129724685021
2023-03-04,76.16052263182455
2023-03-05,49.898273448436775
2023-03-06,69.5949603359776
2023-03-07,72.22118525431638
2023-03-08,69.5949603359776
2023-03-09,66.96873541763883
2023-03-10,106.3621091927205
2023-03-11,89.29164722351844
2023-03-12,72.22118525431638
2023-03-13,131.31124591693887
2023-03-14,106.3621091927205
2023-03-15,98.48343443770416
2023-03-16,94.544097060196
2023-03-17,84.03919738684088
2023-03-18,72.22118525431638
2023-03-19,56.46383574428372
2023-03-20,78.78674755016333
2023-03-21,93.2309846010266
2023-03-22,72.22118525431638
2023-03-23,76.16052263182455
2023-03-24,77.47363509099394
2023-03-25,65.65562295846944
2023-03-26,51.211385907606164
2023-03-27,80.09986000933272
2023-03-28,72.22118525431638
2023-03-29,74.84741017265516
2023-03-30,69.5949603359776
2023-03-31,97.17032197853477
2023-04-01,80.09986000933272
2023-04-02,56.46383574428372
2023-04-03,90.60475968268783
2023-04-04,81.4129724685021
2023-04-05,74.84741017265516
2023-04-06,76.16052263182455
2023-04-07,85.35230984601027
2023-04-08,73.53429771348577
2023-04-09,45.95893607092861
2023-04-10,84.03919738684088
2023-04-11,74.84741017265516
2023-04-12,76.16052263182455
2023-04-13,76.16052263182455
2023-04-14,82.7260849276715
2023-04-15,68.28184787680821
2023-04-16,48.585160989267386
2023-04-17,76.16052263182455
2023-04-18,72.22118525431638
2023-04-19,72.22118525431638
2023-04-20,70.90807279514699
2023-04-21,74.84741017265516
2023-04-22,66.96873541763883
2023-04-23,45.95893607092861
2023-04-24,73.53429771348577
2023-04-25,66.96873541763883
2023-04-26,72.323235391571
2023-04-27,68.65609907323507
2023-04-28,80.22333057143682
2023-04-29,69.31265530281976
2023-04-30,52.290086170309486
2023-05-01,91.79056206963858
2023-05-02,83.89046688977275
2023-05-03,80.87988680102151
2023-05-04,83.89046688977275
2023-05-05,85.1128456625514
2023-05-06,64.42314021170519
2023-05-07,47.400571079194904
2023-05-08,83.89046688977275
2023-05-09,65.64551898448383
2023-05-10,69.87847784601371
2023-05-11,69.31265530281976
2023-05-12,78.43512925546423
2023-05-13,72.323235391571
2023-05-14,44.389990990443664
2023-05-15,76.5561942531009
2023-05-16,79.00095179865818
2023-05-17,73.54561416434964
2023-05-18,68.09027653004111
2023-05-19,73.54561416434964
2023-05-20,66.86789775726248
2023-05-21,43.73343476085897
2023-05-22,69.31265530281976
2023-05-23,73.54561416434964
2023-05-24,73.54561416434964
2023-05-25,70.53503407559842
2023-05-26,78.08351096076512
2023-05-27,63.372124837722424
2023-05-28,43.00251328274022
2023-05-29,46.39744854190392
2023-05-30,89.39996182464414
2023-05-31,113.16450863879004
2023-06-01,106.37463812046263
2023-06-02,105.24299303407474
2023-06-03,75.82022078798933
2023-06-04,53.18731906023132
2023-06-05,91.66325199741993
2023-06-06,90.53160691103203
2023-06-07,80.34680113354092
2023-06-08,78.08351096076512
2023-06-09,83.74173639270462
2023-06-10,70.16199535604983
2023-06-11,47.52909362829182
2023-06-12,89.39996182464414
2023-06-13,80.34680113354092
2023-06-14,82.61009130631673
2023-06-15,86.00502656548043
2023-06-16,87.13667165186833
2023-06-17,70.16199535604983
2023-06-18,49.792383801067615
2023-06-19,80.34680113354092
2023-06-20,88.26831673825623
2023-06-21,88.26831673825623
2023-06-22,81.47844621992883
2023-06-23,104.11134794768684
2023-06-24,86.00502656548043
2023-06-25,55.45060923300712
2023-06-26,81.47844621992883
2023-06-27,78.08351096076512
2023-06-28,81.47844621992883
2023-06-29,82.61009130631673
2023-06-30,95.05818725658364
2023-07-01,84.87338147909253
2023-07-02,55.45060923300712
2023-07-03,95.05818725658364
2023-07-04,58.84554449217082
2023-07-05,83.74173639270462
2023-07-06,89.39996182464414
2023-07-07,91.66325199741993
2023-07-08,71.29364044243772
2023-07-09,49.792383801067615
2023-07-10,80.34680113354092
2023-07-11,78.08351096076512
2023-07-12,79.21515604715303
2023-07-13,80.34680113354092
2023-07-14,87.13667165186833
2023-07-15,72.42528552882563
2023-07-16,46.39744854190392
2023-07-17,82.61009130631673
2023-07-18,89.39996182464414
2023-07-19,79.21515604715303
2023-07-20,82.61009130631673
2023-07-21,79.21515604715303
2023-07-22,67.89870518327402
2023-07-23,49.792383801067615
2023-07-24,78.08351096076512
2023-07-25,76.95186587437723
2023-07-26,80.34680113354092
2023-07-27,90.53160691103203
2023-07-28,83.74173639270462
2023-07-29,69.03035026966192
2023-07-30,45.265803455516014
2023-07-31,82.61009130631673
2023-08-01,92.79489708380784
2023-08-02,83.74173639270462
2023-08-03,86.00502656548043
2023-08-04,88.26831673825623
2023-08-05,76.95186587437723
2023-08-06,53.18731906023132
2023-08-07,79.21515604715303
2023-08-08,84.87338147909253
2023-08-09,79.21515604715303
2023-08-10,79.21515604715303
2023-08-11,81.47844621992883
2023-08-12,76.95186587437723
2023-08-13,54.31896414661922
2023-08-14,79.21515604715303
2023-08-15,83.74173639270462
2023-08-16,78.08351096076512
2023-08-17,87.13667165186833
2023-08-18,83.74173639270462
2023-08-19,74.68857570160142
2023-08-20,50.92402888745552
2023-08-21,78.08351096076512
2023-08-22,76.95186587437723
2023-08-23,76.95186587437723
2023-08-24,73.55693061521353
2023-08-25,76.95186587437723
2023-08-26,67.89870518327402
2023-08-27,46.39744854190392
2023-08-28,70.16199535604983
2023-08-29,79.21515604715303
2023-08-30,71.29364044243772
2023-08-31,78.08351096076512
2023-09-01,100.71641268852314
2023-09-02,76.95186587437723
2023-09-03,48.66073871467972
2023-09-04,55.45060923300712
2023-09-05,82.61009130631673
2023-09-06,82.61009130631673
2023-09-07,80.34680113354092
2023-09-08,73.55693061521353
2023-09-09,66.76706009688613
2023-09-10,50.92402888745552
2023-09-11,75.82022078798933
2023-09-12,72.42528552882563
2023-09-13,71.29364044243772
2023-09-14,71.29364044243772
2023-09-15,80.34680113354092
2023-09-16,71.29364044243772
2023-09-17,44.134158369128116
2023-09-18,71.29364044243772
2023-09-19,75.82022078798933
2023-09-20,70.16199535604983
2023-09-21,76.95186587437723
2023-09-22,75.82022078798933
2023-09-23,63.372124837722424
2023-09-24,50.92402888745552
2023-09-25,80.34680113354092
2023-09-26,71.29364044243772
2023-09-27,72.42528552882563
2023-09-28,78.08351096076512
2023-09-29,81.47844621992883
2023-09-30,81.47844621992883
2023-10-01,54.31896414661922
2023-10-02,81.47844621992883
2023-10-03,82.61009130631673
2023-10-04,78.08351096076512
2023-10-05,76.95186587437723
2023-10-06,81.47844621992883
2023-10-07,67.89870518327402
2023-10-08,59.97718957855872
2023-10-09,79.21515604715303
2023-10-10,73.55693061521353
2023-10-11,75.82022078798933
2023-10-12,72.42528552882563
2023-10-13,75.82022078798933
2023-10-14,62.24047975133452
2023-10-15,45.265803455516014
2023-10-16,72.42528552882563
2023-10-17,67.89870518327402
2023-10-18,72.42528552882563
2023-10-19,80.34680113354092
2023-10-20,86.00502656548043
2023-10-21,62.24047975133452
2023-10-22,39.607578023576515
2023-10-23,73.55693061521353
2023-10-24,73.55693061521353
2023-10-25,70.16199535604983
2023-10-26,67.89870518327402
2023-10-27,66.76706009688613
2023-10-28,58.84554449217082
2023-10-29,39.607578023576515
2023-10-30,65.63541501049822
2023-10-31,78.08351096076512
2023-11-01,79.21515604715303
2023-11-02,73.55693061521353
2023-11-03,76.95186587437723
2023-11-04,72.42528552882563
2023-11-05,46.39744854190392
2023-11-06,75.82022078798933
2023-11-07,81.47844621992883
2023-11-08,74.68857570160142
2023-11-09,72.42528552882563
2023-11-10,84.87338147909253
2023-11-11,69.03035026966192
2023-11-12,47.52909362829182
2023-11-13,71.29364044243772
2023-11-14,71.29364044243772
2023-11-15,75.82022078798933
2023-11-16,70.16199535604983
2023-11-17,74.68857570160142
2023-11-18,61.10883466494662
2023-11-19,40.73922310996441
2023-11-20,67.89870518327402
2023-11-21,72.42528552882563
2023-11-22,74.68857570160142
2023-11-23,44.134158369128116
2023-11-24,66.76706009688613
2023-11-25,58.84554449217082
2023-11-26,44.134158369128116
2023-11-27,73.55693061521353
2023-11-28,73.55693061521353
2023-11-29,76.95186587437723
2023-11-30,67.89870518327402
2023-12-01,80.34680113354092
2023-12-02,76.95186587437723
2023-12-03,44.134158369128116
2023-12-04,72.42528552882563
2023-12-05,73.55693061521353
2023-12-06,79.21515604715303
2023-12-07,69.03035026966192
2023-12-08,71.29364044243772
2023-12-09,65.63541501049822
2023-12-10,44.134158369128116
2023-12-11,67.89870518327402
2023-12-12,71.29364044243772
2023-12-13,70.16199535604983
2023-12-14,66.76706009688613
2023-12-15,76.95186587437723
2023-12-16,65.63541501049822
2023-12-17,44.134158369128116
2023-12-18,70.16199535604983
2023-12-19,75.82022078798933
2023-12-20,79.21515604715303
2023-12-21,73.55693061521353
2023-12-22,78.36254673549092
2023-12-23,68.97609331346524
2023-12-24,45.16504053686504
2023-12-25,29.73281199578073
2023-12-26,75.90548171915555
2023-12-27,78.36254673549092
2023-12-28,75.46367507583972
2023-12-29,85.85775768437517
2023-12-30,70.42552914329085
2023-12-31,49.63736392621996
2024-01-01,55.11731650208466
2024-01-02,85.85775768437517
2024-01-03,79.3701759220007
2024-01-04,75.90548171915555
2024-01-05,85.85775768437517
2024-01-06,64.50376992411033
2024-01-07,41.7003463340199
2024-01-08,70.42552914329085
2024-01-09,72.4407875163104
2024-01-10,70.99135168648479
2024-01-11,69.98372249997502
2024-01-12,71.43315832980062
2024-01-13,61.03907572126518
2024-01-14,40.69271714751012
2024-01-15,60.0314465347554
2024-01-16,66.9608349404457
2024-01-17,75.46367507583972
2024-01-18,67.96846412695547
2024-01-19,67.96846412695547
2024-01-20,64.50376992411033
2024-01-21,39.762597898424175
2024-01-22,68.03822307063693
2024-01-23,69.80544964390022
2024-01-24,68.03822307063693
2024-01-25,70.68906293053188
2024-01-26,72.45628950379516
2024-01-27,61.852930064215386
2024-01-28,40.646211185055826
2024-01-29,68.03822307063693
2024-01-30,69.80544964390022
2024-01-31,68.92183635726857
2024-02-01,74.22351607705846
2024-02-02,82.1760356567433
2024-02-03,80.40880908348001
2024-02-04,45.06427761821407
2024-02-05,69.80544964390022
2024-02-06,73.33990279042682
2024-02-07,69.80544964390022
2024-02-08,71.57267621716352
2024-02-09,71.57267621716352
2024-02-10,65.38738321074199
2024-02-11,41.529824471687476
2024-02-12,62.736543350847036
2024-02-13,71.57267621716352
2024-02-14,69.80544964390022
2024-02-15,82.1760356567433
2024-02-16,86.59410208990154
2024-02-17,70.68906293053188
2024-02-18,46.831504191477364
2024-02-19,65.38738321074199
2024-02-20,76.8743559369534
2024-02-21,75.10712936369012
2024-02-22,71.57267621716352
2024-02-23,68.03822307063693
2024-02-24,61.852930064215386
2024-02-25,44.18066433158242
2024-02-26,68.92183635726857
2024-02-27,69.80544964390022
2024-02-28,70.68906293053188
2024-02-29,75.10712936369012
2024-03-01,83.9432622300066
2024-03-02,72.45628950379516
2024-03-03,45.947890904845714
2024-03-04,74.22351607705846
2024-03-05,74.22351607705846
2024-03-06,69.80544964390022
2024-03-07,69.80544964390022
2024-03-08,75.99074265032176
2024-03-09,64.50376992411033
2024-03-10,43.29705104495077
2024-03-11,72.45628950379516
2024-03-12,69.80544964390022
2024-03-13,66.27099649737363
2024-03-14,68.03822307063693
2024-03-15,74.22351607705846
2024-03-16,62.736543350847036
2024-03-17,40.646211185055826
2024-03-18,71.57267621716352
2024-03-19,76.8743559369534
2024-03-20,74.22351607705846
2024-03-21,65.38738321074199
2024-03-22,72.45628950379516
2024-03-23,60.08570349095209
2024-03-24,42.41343775831912
2024-03-25,79.52519579684835
2024-03-26,72.45628950379516
2024-03-27,72.45628950379516
2024-03-28,73.33990279042682
2024-03-29,78.64158251021671
2024-03-30,63.620156637478686
2024-03-31,41.529824471687476
2024-04-01,81.29242237011165
2024-04-02,79.52519579684835
2024-04-03,76.8743559369534
2024-04-04,68.03822307063693
2024-04-05,70.68906293053188
2024-04-06,71.57267621716352
2024-04-07,49.48234405137231
2024-04-08,64.50376992411033
2024-04-09,68.03822307063693
2024-04-10,73.33990279042682
2024-04-11,69.80544964390022
2024-04-12,75.99074265032176
2024-04-13,61.852930064215386
2024-04-14,47.715117478109015
2024-04-15,73.33990279042682
2024-04-16,71.57267621716352
2024-04-17,69.80544964390022
2024-04-18,65.38738321074199
2024-04-19,69.80544964390022
2024-04-20,57.43486363105715
2024-04-21,39.762597898424175
2024-04-22,66.27099649737363
2024-04-23,64.50376992411033
2024-04-24,70.68906293053188
2024-04-25,63.620156637478686
2024-04-26,66.27099649737363
2024-04-27,58.31847691768879
2024-04-28,41.529824471687476
2024-04-29,71.57267621716352
2024-04-30,71.57267621716352
2024-05-01,82.1760356567433
2024-05-02,79.52519579684835
2024-05-03,81.29242237011165
2024-05-04,66.27099649737363
2024-05-05,42.41343775831912
2024-05-06,77.75796922358506
2024-05-07,70.68906293053188
2024-05-08,66.27099649737363
2024-05-09,65.38738321074199
2024-05-10,68.03822307063693
2024-05-11,57.43486363105715
2024-05-12,37.99537132516088
2024-05-13,67.15460978400527
2024-05-14,67.15460978400527
2024-05-15,71.57267621716352
2024-05-16,65.38738321074199
2024-05-17,68.92183635726857
2024-05-18,56.5512503444255
2024-05-19,38.87898461179253
2024-05-20,68.92183635726857
2024-05-21,65.38738321074199
2024-05-22,66.27099649737363
2024-05-23,62.736543350847036
2024-05-24,73.33990279042682
2024-05-25,58.31847691768879
2024-05-26,37.99537132516088
2024-05-27,41.529824471687476
2024-05-28,70.68906293053188
2024-05-29,77.75796922358506
2024-05-30,70.68906293053188
2024-05-31,81.29242237011165
2024-06-01,70.68906293053188
2024-06-02,46.831504191477364
2024-06-03,80.40880908348001
2024-06-04,75.99074265032176
2024-06-05,71.57267621716352
2024-06-06,71.57267621716352
2024-06-07,82.1760356567433
2024-06-08,61.852930064215386
2024-06-09,41.529824471687476
2024-06-10,73.33990279042682
2024-06-11,75.99074265032176
2024-06-12,72.45628950379516
2024-06-13,70.68906293053188
2024-06-14,75.10712936369012
2024-06-15,61.852930064215386
2024-06-16,40.646211185055826
2024-06-17,74.22351607705846
2024-06-18,74.22351607705846
2024-06-19,73.33990279042682
2024-06-20,78.64158251021671
2024-06-21,88.36132866316484
2024-06-22,60.96931677758374
2024-06-23,37.99537132516088
2024-06-24,81.29242237011165
2024-06-25,75.10712936369012
2024-06-26,70.68906293053188
2024-06-27,69.80544964390022
2024-06-28,78.64158251021671
2024-06-29,61.852930064215386
2024-06-30,44.18066433158242
2024-07-01,83.9432622300066
2024-07-02,78.64158251021671
2024-07-03,77.75796922358506
2024-07-04,49.48234405137231
2024-07-05,75.10712936369012
2024-07-06,59.20209020432044
2024-07-07,44.18066433158242
2024-07-08,74.22351607705846
2024-07-09,75.99074265032176
2024-07-10,74.22351607705846
2024-07-11,67.15460978400527
2024-07-12,75.10712936369012
2024-07-13,57.43486363105715
2024-07-14,39.762597898424175
2024-07-15,78.64158251021671
2024-07-16,70.68906293053188
2024-07-17,73.33990279042682
2024-07-18,71.57267621716352
2024-07-19,83.05964894337495
2024-07-20,59.20209020432044
2024-07-21,38.87898461179253
2024-07-22,68.03822307063693
2024-07-23,74.22351607705846
2024-07-24,67.15460978400527
2024-07-25,67.15460978400527
2024-07-26,71.57267621716352
2024-07-27,58.31847691768879
2024-07-28,42.41343775831912
2024-07-29,73.33990279042682
2024-07-30,69.80544964390022
2024-07-31,73.33990279042682
2024-08-01,83.9432622300066
2024-08-02,84.82687551663824
2024-08-03,66.27099649737363
2024-08-04,42.41343775831912
2024-08-05,74.22351607705846
2024-08-06,72.45628950379516
2024-08-07,75.10712936369012
2024-08-08,76.8743559369534
2024-08-09,72.45628950379516
2024-08-10,64.50376992411033
2024-08-11,49.48234405137231
2024-08-12,69.80544964390022
2024-08-13,70.68906293053188
2024-08-14,83.05964894337495
2024-08-15,78.64158251021671
2024-08-16,83.9432622300066
2024-08-17,67.15460978400527
2024-08-18,47.54175031427623
2024-08-19,72.83098627724024
2024-08-20,71.52793630391635
2024-08-21,68.03822307063693
2024-08-22,78.93798443547922
2024-08-23,68.03822307063693
2024-08-24,68.91065137895679
2024-08-25,45.796893697636506
2024-08-26,68.03822307063693
2024-08-27,66.29336645399721
2024-08-28,65.42093814567737
2024-08-29,65.42093814567737
2024-08-30,78.5073627704752
2024-08-31,61.93122491239794
2024-09-01,44.92446538931666
2024-09-02,50.15903523923579
2024-09-03,75.89007784551563
2024-09-04,68.91065137895679
2024-09-05,74.14522122887593
2024-09-06,72.83098627724024
2024-09-07,61.05879660407808
2024-09-08,39.689895539397526
2024-09-09,66.29336645399721
2024-09-10,66.29336645399721
2024-09-11,65.42093814567737
2024-09-12,65.42093814567737
2024-09-13,69.78307968727664
2024-09-14,60.18636829575823
2024-09-15,47.972371979280254
2024-09-16,68.91065137895679
2024-09-17,72.34443972067724
2024-09-18,70.62195306066111
2024-09-19,69.76070973065306
2024-09-20,70.62195306066111
2024-09-21,56.84205978053212
2024-09-22,46.50713982043537
