Time,wordle game
2022-05-16,33.0
2022-05-17,34.0
2022-05-18,33.0
2022-05-19,33.0
2022-05-20,35.0
2022-05-21,33.0
2022-05-22,32.0
2022-05-23,30.0
2022-05-24,32.0
2022-05-25,30.0
2022-05-26,31.0
2022-05-27,30.0
2022-05-28,33.0
2022-05-29,35.0
2022-05-30,34.0
2022-05-31,29.0
2022-06-01,26.0
2022-06-02,29.0
2022-06-03,27.0
2022-06-04,30.0
2022-06-05,32.0
2022-06-06,27.0
2022-06-07,28.0
2022-06-08,28.0
2022-06-09,30.0
2022-06-10,31.0
2022-06-11,31.0
2022-06-12,28.0
2022-06-13,26.0
2022-06-14,27.0
2022-06-15,27.0
2022-06-16,26.0
2022-06-17,26.0
2022-06-18,35.0
2022-06-19,31.0
2022-06-20,25.0
2022-06-21,28.0
2022-06-22,28.0
2022-06-23,25.0
2022-06-24,26.0
2022-06-25,28.0
2022-06-26,27.0
2022-06-27,25.0
2022-06-28,24.0
2022-06-29,25.0
2022-06-30,26.0
2022-07-01,25.0
2022-07-02,27.0
2022-07-03,29.0
2022-07-04,27.0
2022-07-05,25.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,24.0
2022-07-09,28.0
2022-07-10,26.0
2022-07-11,24.0
2022-07-12,24.0
2022-07-13,22.0
2022-07-14,24.0
2022-07-15,27.0
2022-07-16,27.0
2022-07-17,27.0
2022-07-18,22.0
2022-07-19,27.0
2022-07-20,23.0
2022-07-21,24.0
2022-07-22,24.0
2022-07-23,26.0
2022-07-24,25.0
2022-07-25,22.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,22.0
2022-07-29,23.0
2022-07-30,23.0
2022-07-31,24.0
2022-08-01,22.0
2022-08-02,24.0
2022-08-03,22.0
2022-08-04,22.0
2022-08-05,22.0
2022-08-06,24.0
2022-08-07,25.0
2022-08-08,21.0
2022-08-09,22.0
2022-08-10,21.0
2022-08-11,22.0
2022-08-12,21.0
2022-08-13,24.0
2022-08-14,27.0
2022-08-15,22.0
2022-08-16,20.0
2022-08-17,21.0
2022-08-18,21.0
2022-08-19,21.0
2022-08-20,22.0
2022-08-21,22.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,21.0
2022-08-25,20.0
2022-08-26,21.0
2022-08-27,23.0
2022-08-28,22.0
2022-08-29,56.0
2022-08-30,57.0
2022-08-31,57.5
2022-09-01,57.5
2022-09-02,60.0
2022-09-03,59.5
2022-09-04,60.5
2022-09-05,58.5
2022-09-06,57.0
2022-09-07,53.0
2022-09-08,53.5
2022-09-09,55.0
2022-09-10,56.5
2022-09-11,58.0
2022-09-12,57.0
2022-09-13,56.5
2022-09-14,58.0
2022-09-15,55.5
2022-09-16,58.5
2022-09-17,55.5
2022-09-18,55.5
2022-09-19,52.0
2022-09-20,53.0
2022-09-21,49.5
2022-09-22,53.5
2022-09-23,54.5
2022-09-24,52.5
2022-09-25,58.0
2022-09-26,48.5
2022-09-27,49.0
2022-09-28,84.0
2022-09-29,84.0
2022-09-30,91.0
2022-10-01,87.0
2022-10-02,87.0
2022-10-03,78.0
2022-10-04,81.0
2022-10-05,82.0
2022-10-06,86.0
2022-10-07,86.0
2022-10-08,87.0
2022-10-09,93.0
2022-10-10,84.0
2022-10-11,85.0
2022-10-12,88.0
2022-10-13,84.0
2022-10-14,83.0
2022-10-15,89.0
2022-10-16,90.0
2022-10-17,82.0
2022-10-18,86.0
2022-10-19,85.0
2022-10-20,84.0
2022-10-21,84.0
2022-10-22,88.0
2022-10-23,91.0
2022-10-24,83.0
2022-10-25,78.0
2022-10-26,73.0
2022-10-27,77.0
2022-10-28,78.0
2022-10-29,91.0
2022-10-30,90.0
2022-10-31,83.0
2022-11-01,81.0
2022-11-02,81.0
2022-11-03,78.0
2022-11-04,81.0
2022-11-05,81.0
2022-11-06,82.0
2022-11-07,74.0
2022-11-08,72.0
2022-11-09,70.0
2022-11-10,73.0
2022-11-11,75.0
2022-11-12,77.0
2022-11-13,93.0
2022-11-14,80.0
2022-11-15,74.0
2022-11-16,76.0
2022-11-17,76.0
2022-11-18,85.0
2022-11-19,87.0
2022-11-20,81.0
2022-11-21,75.0
2022-11-22,79.0
2022-11-23,70.0
2022-11-24,77.0
2022-11-25,78.0
2022-11-26,79.0
2022-11-27,75.0
2022-11-28,67.0
2022-11-29,71.0
2022-11-30,69.0
2022-12-01,71.0
2022-12-02,70.0
2022-12-03,76.0
2022-12-04,71.0
2022-12-05,69.0
2022-12-06,72.0
2022-12-07,66.0
2022-12-08,72.0
2022-12-09,70.0
2022-12-10,76.0
2022-12-11,79.0
2022-12-12,71.0
2022-12-13,66.0
2022-12-14,78.0
2022-12-15,74.0
2022-12-16,72.0
2022-12-17,73.0
2022-12-18,77.0
2022-12-19,72.0
2022-12-20,75.0
2022-12-21,73.0
2022-12-22,76.0
2022-12-23,75.0
2022-12-24,78.0
2022-12-25,76.0
2022-12-26,85.0
2022-12-27,71.0
2022-12-28,81.0
2022-12-29,79.0
2022-12-30,72.0
2022-12-31,69.0
2023-01-01,76.0
2023-01-02,70.0
2023-01-03,67.0
2023-01-04,69.0
2023-01-05,65.0
2023-01-06,72.0
2023-01-07,71.0
2023-01-08,76.0
2023-01-09,70.0
2023-01-10,71.0
2023-01-11,72.0
2023-01-12,66.0
2023-01-13,65.0
2023-01-14,76.0
2023-01-15,70.0
2023-01-16,61.0
2023-01-17,63.0
2023-01-18,59.0
2023-01-19,69.0
2023-01-20,63.0
2023-01-21,68.0
2023-01-22,69.0
2023-01-23,67.0
2023-01-24,63.0
2023-01-25,64.0
2023-01-26,69.0
2023-01-27,63.0
2023-01-28,64.0
2023-01-29,71.0
2023-01-30,62.0
2023-01-31,71.0
2023-02-01,61.0
2023-02-02,63.0
2023-02-03,63.0
2023-02-04,65.0
2023-02-05,65.0
2023-02-06,65.0
2023-02-07,64.0
2023-02-08,65.0
2023-02-09,61.0
2023-02-10,64.0
2023-02-11,67.0
2023-02-12,66.0
2023-02-13,60.0
2023-02-14,66.0
2023-02-15,65.0
2023-02-16,64.0
2023-02-17,68.0
2023-02-18,68.0
2023-02-19,69.0
2023-02-20,66.0
2023-02-21,61.0
2023-02-22,64.0
2023-02-23,60.0
2023-02-24,67.0
2023-02-25,66.0
2023-02-26,68.0
2023-02-27,58.0
2023-02-28,60.0
2023-03-01,64.0
2023-03-02,63.0
2023-03-03,61.0
2023-03-04,60.0
2023-03-05,64.0
2023-03-06,55.0
2023-03-07,60.0
2023-03-08,62.0
2023-03-09,62.0
2023-03-10,62.0
2023-03-11,65.0
2023-03-12,61.0
2023-03-13,54.0
2023-03-14,58.0
2023-03-15,58.0
2023-03-16,60.0
2023-03-17,64.0
2023-03-18,65.0
2023-03-19,68.0
2023-03-20,61.0
2023-03-21,63.0
2023-03-22,62.0
2023-03-23,61.0
2023-03-24,65.0
2023-03-25,62.0
2023-03-26,63.0
2023-03-27,66.0
2023-03-28,63.0
2023-03-29,59.0
2023-03-30,58.0
2023-03-31,60.0
2023-04-01,58.0
2023-04-02,69.0
2023-04-03,62.0
2023-04-04,62.0
2023-04-05,62.0
2023-04-06,62.0
2023-04-07,63.0
2023-04-08,65.0
2023-04-09,66.0
2023-04-10,59.0
2023-04-11,65.0
2023-04-12,61.0
2023-04-13,62.0
2023-04-14,63.0
2023-04-15,65.0
2023-04-16,71.0
2023-04-17,63.0
2023-04-18,63.0
2023-04-19,61.0
2023-04-20,60.0
2023-04-21,63.0
2023-04-22,64.0
2023-04-23,65.0
2023-04-24,55.0
2023-04-25,61.0
2023-04-26,68.0
2023-04-27,69.5
2023-04-28,70.5
2023-04-29,71.0
2023-04-30,73.0
2023-05-01,70.5
2023-05-02,70.5
2023-05-03,69.5
2023-05-04,75.0
2023-05-05,72.5
2023-05-06,72.5
2023-05-07,75.0
2023-05-08,80.0
2023-05-09,73.0
2023-05-10,73.0
2023-05-11,71.5
2023-05-12,76.0
2023-05-13,70.5
2023-05-14,70.5
2023-05-15,69.5
2023-05-16,72.5
2023-05-17,71.5
2023-05-18,69.5
2023-05-19,73.0
2023-05-20,63.5
2023-05-21,73.0
2023-05-22,73.0
2023-05-23,71.5
2023-05-24,67.0
2023-05-25,66.0
2023-05-26,75.0
2023-05-27,76.0
2023-05-28,82.0
2023-05-29,82.0
2023-05-30,77.0
2023-05-31,78.0
2023-06-01,82.0
2023-06-02,77.0
2023-06-03,76.0
2023-06-04,73.0
2023-06-05,81.0
2023-06-06,80.0
2023-06-07,70.0
2023-06-08,74.0
2023-06-09,77.0
2023-06-10,84.0
2023-06-11,74.0
2023-06-12,72.0
2023-06-13,73.0
2023-06-14,72.0
2023-06-15,76.0
2023-06-16,73.0
2023-06-17,77.0
2023-06-18,92.0
2023-06-19,98.0
2023-06-20,88.0
2023-06-21,83.0
2023-06-22,80.0
2023-06-23,79.0
2023-06-24,86.0
2023-06-25,89.0
2023-06-26,80.0
2023-06-27,77.0
2023-06-28,89.0
2023-06-29,84.0
2023-06-30,87.0
2023-07-01,98.0
2023-07-02,99.0
2023-07-03,92.0
2023-07-04,97.0
2023-07-05,93.0
2023-07-06,86.0
2023-07-07,88.0
2023-07-08,100.0
2023-07-09,79.0
2023-07-10,71.0
2023-07-11,71.0
2023-07-12,79.0
2023-07-13,83.0
2023-07-14,79.0
2023-07-15,85.0
2023-07-16,95.0
2023-07-17,81.0
2023-07-18,87.0
2023-07-19,87.0
2023-07-20,85.0
2023-07-21,79.0
2023-07-22,84.0
2023-07-23,90.0
2023-07-24,78.0
2023-07-25,79.0
2023-07-26,74.0
2023-07-27,73.0
2023-07-28,75.0
2023-07-29,80.0
2023-07-30,84.0
2023-07-31,74.0
2023-08-01,69.0
2023-08-02,72.0
2023-08-03,72.0
2023-08-04,72.0
2023-08-05,81.0
2023-08-06,96.0
2023-08-07,74.0
2023-08-08,74.0
2023-08-09,71.0
2023-08-10,75.0
2023-08-11,79.0
2023-08-12,77.0
2023-08-13,84.0
2023-08-14,74.0
2023-08-15,78.0
2023-08-16,80.0
2023-08-17,80.0
2023-08-18,83.0
2023-08-19,79.0
2023-08-20,83.0
2023-08-21,81.0
2023-08-22,79.0
2023-08-23,79.0
2023-08-24,83.0
2023-08-25,80.0
2023-08-26,86.0
2023-08-27,88.0
2023-08-28,79.0
2023-08-29,84.0
2023-08-30,83.0
2023-08-31,83.0
2023-09-01,85.0
2023-09-02,85.0
2023-09-03,88.0
2023-09-04,86.0
2023-09-05,81.0
2023-09-06,88.0
2023-09-07,89.0
2023-09-08,89.0
2023-09-09,82.0
2023-09-10,80.0
2023-09-11,83.0
2023-09-12,90.0
2023-09-13,90.0
2023-09-14,83.0
2023-09-15,94.0
2023-09-16,86.0
2023-09-17,92.0
2023-09-18,82.0
2023-09-19,90.0
2023-09-20,86.0
2023-09-21,87.0
2023-09-22,90.0
2023-09-23,89.0
2023-09-24,87.0
2023-09-25,84.0
2023-09-26,88.0
2023-09-27,83.0
2023-09-28,86.0
2023-09-29,90.0
2023-09-30,84.0
2023-10-01,85.0
2023-10-02,84.0
2023-10-03,80.0
2023-10-04,81.0
2023-10-05,85.0
2023-10-06,88.0
2023-10-07,85.0
2023-10-08,87.0
2023-10-09,76.0
2023-10-10,80.0
2023-10-11,83.0
2023-10-12,84.0
2023-10-13,83.0
2023-10-14,78.0
2023-10-15,85.0
2023-10-16,81.0
2023-10-17,83.0
2023-10-18,83.0
2023-10-19,82.0
2023-10-20,87.0
2023-10-21,79.0
2023-10-22,87.0
2023-10-23,83.0
2023-10-24,84.0
2023-10-25,82.0
2023-10-26,83.0
2023-10-27,85.0
2023-10-28,83.0
2023-10-29,80.0
2023-10-30,79.0
2023-10-31,83.0
2023-11-01,78.0
2023-11-02,81.0
2023-11-03,83.0
2023-11-04,88.0
2023-11-05,86.0
2023-11-06,80.0
2023-11-07,75.0
2023-11-08,85.0
2023-11-09,82.0
2023-11-10,79.0
2023-11-11,87.0
2023-11-12,80.0
2023-11-13,78.0
2023-11-14,84.0
2023-11-15,76.0
2023-11-16,78.0
2023-11-17,81.0
2023-11-18,82.0
2023-11-19,88.0
2023-11-20,81.0
2023-11-21,82.0
2023-11-22,77.0
2023-11-23,86.0
2023-11-24,87.0
2023-11-25,85.0
2023-11-26,87.0
2023-11-27,79.0
2023-11-28,80.0
2023-11-29,89.0
2023-11-30,82.0
2023-12-01,87.0
2023-12-02,77.0
2023-12-03,84.0
2023-12-04,81.0
2023-12-05,86.0
2023-12-06,95.0
2023-12-07,78.0
2023-12-08,80.0
2023-12-09,93.0
2023-12-10,93.0
2023-12-11,90.0
2023-12-12,98.0
2023-12-13,97.0
2023-12-14,74.0
2023-12-15,85.0
2023-12-16,73.0
2023-12-17,77.0
2023-12-18,68.0
2023-12-19,72.0
2023-12-20,76.0
2023-12-21,74.0
2023-12-22,78.5
2023-12-23,80.5
2023-12-24,89.0
2023-12-25,88.0
2023-12-26,76.5
2023-12-27,70.0
2023-12-28,67.0
2023-12-29,71.5
2023-12-30,75.5
2023-12-31,75.5
2024-01-01,77.5
2024-01-02,72.0
2024-01-03,74.5
2024-01-04,70.5
2024-01-05,74.0
2024-01-06,72.5
2024-01-07,75.0
2024-01-08,73.0
2024-01-09,79.5
2024-01-10,72.0
2024-01-11,72.0
2024-01-12,77.5
2024-01-13,71.0
2024-01-14,75.5
2024-01-15,70.0
2024-01-16,73.5
2024-01-17,70.0
2024-01-18,72.0
2024-01-19,72.0
2024-01-20,75.5
2024-01-21,78.0
2024-01-22,73.0
2024-01-23,78.0
2024-01-24,81.0
2024-01-25,78.0
2024-01-26,72.0
2024-01-27,55.0
2024-01-28,65.0
2024-01-29,63.0
2024-01-30,64.0
2024-01-31,64.0
2024-02-01,61.0
2024-02-02,65.0
2024-02-03,55.0
2024-02-04,59.0
2024-02-05,62.0
2024-02-06,59.0
2024-02-07,62.0
2024-02-08,85.0
2024-02-09,75.0
2024-02-10,64.0
2024-02-11,59.0
2024-02-12,59.0
2024-02-13,64.0
2024-02-14,68.0
2024-02-15,74.0
2024-02-16,75.0
2024-02-17,62.0
2024-02-18,61.0
2024-02-19,67.0
2024-02-20,67.0
2024-02-21,68.0
2024-02-22,67.0
2024-02-23,73.0
2024-02-24,62.0
2024-02-25,59.0
2024-02-26,67.0
2024-02-27,72.0
2024-02-28,72.0
2024-02-29,72.0
2024-03-01,76.0
2024-03-02,66.0
2024-03-03,61.0
2024-03-04,68.0
2024-03-05,71.0
2024-03-06,76.0
2024-03-07,76.0
2024-03-08,76.0
2024-03-09,61.0
2024-03-10,62.0
2024-03-11,65.0
2024-03-12,72.0
2024-03-13,74.0
2024-03-14,74.0
2024-03-15,73.0
2024-03-16,62.0
2024-03-17,69.0
2024-03-18,75.0
2024-03-19,72.0
2024-03-20,73.0
2024-03-21,75.0
2024-03-22,75.0
2024-03-23,67.0
2024-03-24,69.0
2024-03-25,69.0
2024-03-26,71.0
2024-03-27,96.0
2024-03-28,78.0
2024-03-29,64.0
2024-03-30,68.0
2024-03-31,69.0
2024-04-01,78.0
2024-04-02,74.0
2024-04-03,74.0
2024-04-04,77.0
2024-04-05,73.0
2024-04-06,72.0
2024-04-07,68.0
2024-04-08,66.0
2024-04-09,73.0
2024-04-10,73.0
2024-04-11,74.0
2024-04-12,85.0
2024-04-13,59.0
2024-04-14,63.0
2024-04-15,67.0
2024-04-16,69.0
2024-04-17,70.0
2024-04-18,72.0
2024-04-19,69.0
2024-04-20,59.0
2024-04-21,64.0
2024-04-22,70.0
2024-04-23,74.0
2024-04-24,74.0
2024-04-25,75.0
2024-04-26,73.0
2024-04-27,53.0
2024-04-28,62.0
2024-04-29,67.0
2024-04-30,68.0
2024-05-01,68.0
2024-05-02,68.0
2024-05-03,71.0
2024-05-04,60.0
2024-05-05,62.0
2024-05-06,69.0
2024-05-07,68.0
2024-05-08,70.0
2024-05-09,72.0
2024-05-10,71.0
2024-05-11,59.0
2024-05-12,57.0
2024-05-13,67.0
2024-05-14,72.0
2024-05-15,73.0
2024-05-16,74.0
2024-05-17,75.0
2024-05-18,100.0
2024-05-19,71.0
2024-05-20,68.0
2024-05-21,72.0
2024-05-22,66.0
2024-05-23,74.0
2024-05-24,66.0
2024-05-25,58.0
2024-05-26,59.0
2024-05-27,61.0
2024-05-28,63.0
2024-05-29,63.0
2024-05-30,64.0
2024-05-31,63.0
2024-06-01,56.0
2024-06-02,59.0
2024-06-03,56.0
2024-06-04,55.0
2024-06-05,61.0
2024-06-06,53.0
2024-06-07,54.0
2024-06-08,55.0
2024-06-09,56.0
2024-06-10,57.0
2024-06-11,53.0
2024-06-12,52.0
2024-06-13,51.0
2024-06-14,55.0
2024-06-15,55.0
2024-06-16,54.0
2024-06-17,46.0
2024-06-18,50.0
2024-06-19,49.0
2024-06-20,46.0
2024-06-21,51.0
2024-06-22,54.0
2024-06-23,51.0
2024-06-24,46.0
2024-06-25,48.0
2024-06-26,48.0
2024-06-27,47.0
2024-06-28,48.0
2024-06-29,51.0
2024-06-30,55.0
2024-07-01,48.0
2024-07-02,49.0
2024-07-03,47.0
2024-07-04,53.0
2024-07-05,55.0
2024-07-06,56.0
2024-07-07,51.0
2024-07-08,44.0
2024-07-09,47.0
2024-07-10,52.0
2024-07-11,49.0
2024-07-12,50.0
2024-07-13,47.0
2024-07-14,49.0
2024-07-15,46.0
2024-07-16,46.0
2024-07-17,46.0
2024-07-18,47.0
2024-07-19,45.0
2024-07-20,54.0
2024-07-21,45.0
2024-07-22,42.0
2024-07-23,45.0
2024-07-24,46.0
2024-07-25,47.0
2024-07-26,43.0
2024-07-27,44.0
2024-07-28,49.0
2024-07-29,41.0
2024-07-30,42.0
2024-07-31,41.0
2024-08-01,40.0
2024-08-02,43.0
2024-08-03,42.0
2024-08-04,47.0
2024-08-05,41.0
2024-08-06,42.0
2024-08-07,44.0
2024-08-08,41.0
2024-08-09,43.0
2024-08-10,48.0
2024-08-11,51.0
2024-08-12,44.0
2024-08-13,44.0
2024-08-14,45.0
2024-08-15,49.0
2024-08-16,50.0
2024-08-17,49.0
2024-08-18,55.5
2024-08-19,49.5
2024-08-20,54.0
2024-08-21,52.0
2024-08-22,58.5
2024-08-23,54.5
2024-08-24,56.5
2024-08-25,54.0
2024-08-26,58.5
2024-08-27,60.5
2024-08-28,53.5
2024-08-29,55.5
2024-08-30,66.5
2024-08-31,47.5
2024-09-01,53.5
2024-09-02,50.0
2024-09-03,51.0
2024-09-04,52.0
2024-09-05,56.5
2024-09-06,68.5
2024-09-07,58.5
2024-09-08,50.5
2024-09-09,60.0
2024-09-10,65.0
2024-09-11,57.5
2024-09-12,58.5
2024-09-13,59.5
2024-09-14,52.0
2024-09-15,54.0
2024-09-16,61.0
2024-09-17,73.0
2024-09-18,62.0
2024-09-19,62.0
2024-09-20,60.0
2024-09-21,54.0
2024-09-22,57.0
2024-09-23,64.0
2024-09-24,61.0
2024-09-25,59.0
2024-09-26,61.0
2024-09-27,63.0
2024-09-28,53.0
2024-09-29,59.0
2024-09-30,59.0
2024-10-01,55.0
2024-10-02,59.0
2024-10-03,66.0
2024-10-04,57.0
2024-10-05,54.0
2024-10-06,56.0
2024-10-07,56.0
2024-10-08,54.0
2024-10-09,56.0
2024-10-10,61.0
2024-10-11,60.0
2024-10-12,59.0
2024-10-13,54.0
2024-10-14,53.0
2024-10-15,60.0
2024-10-16,55.0
2024-10-17,58.0
2024-10-18,62.0
2024-10-19,72.0
2024-10-20,57.0
2024-10-21,57.0
2024-10-22,66.0
2024-10-23,59.0
2024-10-24,60.0
2024-10-25,61.0
2024-10-26,53.0
2024-10-27,55.0
2024-10-28,55.0
2024-10-29,59.0
2024-10-30,72.0
2024-10-31,61.0
2024-11-01,63.0
2024-11-02,51.0
2024-11-03,50.0
2024-11-04,52.0
2024-11-05,53.0
2024-11-06,43.0
2024-11-07,65.0
2024-11-08,62.0
2024-11-09,50.0
2024-11-10,51.0
2024-11-11,50.0
2024-11-12,51.0
2024-11-13,54.0
2024-11-14,66.0
2024-11-15,58.0
2024-11-16,45.0
2024-11-17,52.0
2024-11-18,58.0
2024-11-19,59.0
2024-11-20,58.0
2024-11-21,53.0
2024-11-22,57.0
2024-11-23,55.0
2024-11-24,49.0
2024-11-25,47.0
2024-11-26,53.0
2024-11-27,43.0
2024-11-28,48.0
2024-11-29,52.0
2024-11-30,55.0
2024-12-01,53.0
2024-12-02,57.0
2024-12-03,55.0
2024-12-04,52.0
2024-12-05,51.0
2024-12-06,64.0
2024-12-07,46.0
2024-12-08,50.0
2024-12-09,53.0
2024-12-10,51.0
2024-12-11,52.0
2024-12-12,56.0
2024-12-13,56.0
2024-12-14,43.0
2024-12-15,47.0
2024-12-16,51.0
2024-12-17,56.0
2024-12-18,54.0
2024-12-19,59.0
2024-12-20,53.0
2024-12-21,44.0
2024-12-22,41.0
2024-12-23,43.0
2024-12-24,46.0
2024-12-25,45.0
2024-12-26,44.0
2024-12-27,46.0
2024-12-28,45.0
2024-12-29,48.0
2024-12-30,46.0
2024-12-31,47.0
2025-01-01,45.0
2025-01-02,44.0
2025-01-03,43.0
2025-01-04,38.0
2025-01-05,50.0
2025-01-06,43.0
2025-01-07,51.0
2025-01-08,45.0
2025-01-09,47.0
2025-01-10,50.0
2025-01-11,41.0
2025-01-12,58.0
2025-01-13,50.0
2025-01-14,51.0
2025-01-15,52.0
2025-01-16,49.0
2025-01-17,53.0
2025-01-18,40.0
2025-01-19,47.0
2025-01-20,38.0
2025-01-21,48.0
2025-01-22,45.0
2025-01-23,46.0
2025-01-24,61.0
2025-01-25,41.0
2025-01-26,40.0
2025-01-27,54.0
2025-01-28,53.0
2025-01-29,100.0
2025-01-30,57.0
2025-01-31,54.0
2025-02-01,42.0
2025-02-02,42.0
2025-02-03,49.0
2025-02-04,51.0
2025-02-05,46.0
2025-02-06,48.0
2025-02-07,53.0
2025-02-08,40.0
2025-02-09,41.0
2025-02-10,50.0
2025-02-11,52.0
2025-02-12,45.0
2025-02-13,58.0
2025-02-14,51.0
2025-02-15,43.0
2025-02-16,44.0
2025-02-17,37.0
2025-02-18,45.0
2025-02-19,44.0
2025-02-20,47.0
2025-02-21,52.0
2025-02-22,40.0
2025-02-23,39.0
2025-02-24,48.0
2025-02-25,48.0
2025-02-26,52.0
2025-02-27,48.0
2025-02-28,52.0
2025-03-01,35.0
2025-03-02,39.0
2025-03-03,45.0
2025-03-04,51.0
2025-03-05,48.0
2025-03-06,51.0
2025-03-07,50.0
2025-03-08,45.0
2025-03-09,37.0
2025-03-10,46.0
2025-03-11,45.0
2025-03-12,49.0
2025-03-13,48.0
2025-03-14,48.0
2025-03-15,39.0
2025-03-16,38.0
2025-03-17,40.0
2025-03-18,47.0
2025-03-19,45.0
2025-03-20,46.0
2025-03-21,45.0
2025-03-22,39.0
2025-03-23,37.0
2025-03-24,46.0
2025-03-25,48.0
2025-03-26,47.0
2025-03-27,49.0
2025-03-28,48.0
2025-03-29,43.0
2025-03-30,42.0
2025-03-31,47.0
2025-04-01,48.0
2025-04-02,45.0
2025-04-03,47.0
2025-04-04,49.0
2025-04-05,39.0
2025-04-06,41.0
2025-04-07,46.0
2025-04-08,47.0
2025-04-09,48.0
2025-04-10,45.0
2025-04-11,58.0
2025-04-12,38.0
2025-04-13,41.0
2025-04-14,47.0
2025-04-15,81.5
2025-04-16,52.0
2025-04-17,55.5
2025-04-18,49.5
2025-04-19,47.0
2025-04-20,45.5
2025-04-21,50.0
2025-04-22,54.0
2025-04-23,56.5
2025-04-24,55.0
2025-04-25,54.0
2025-04-26,43.5
2025-04-27,46.0
2025-04-28,50.5
2025-04-29,54.5
2025-04-30,54.0
2025-05-01,59.0
2025-05-02,58.0
2025-05-03,44.0
2025-05-04,44.5
2025-05-05,50.5
2025-05-06,59.0
2025-05-07,58.0
2025-05-08,58.0
2025-05-09,61.5
2025-05-10,50.5
2025-05-11,53.5
2025-05-12,59.0
2025-05-13,58.5
2025-05-14,59.0
2025-05-15,72.0
2025-05-16,66.0
2025-05-17,52.0
2025-05-18,59.0
2025-05-19,64.0
2025-05-20,62.0
2025-05-21,63.0
2025-05-22,64.0
2025-05-23,59.0
2025-05-24,50.0
2025-05-25,61.0
2025-05-26,54.0
2025-05-27,52.0
2025-05-28,70.0
2025-05-29,58.0
2025-05-30,61.0
2025-05-31,54.0
2025-06-01,54.0
2025-06-02,54.0
2025-06-03,54.0
2025-06-04,50.0
2025-06-05,59.0
2025-06-06,58.0
2025-06-07,56.0
2025-06-08,53.0
2025-06-09,52.0
2025-06-10,54.0
2025-06-11,47.0
2025-06-12,52.0
2025-06-13,48.0
2025-06-14,50.0
2025-06-15,51.0
2025-06-16,47.0
2025-06-17,46.0
2025-06-18,47.0
2025-06-19,42.0
2025-06-20,48.0
2025-06-21,43.0
2025-06-22,44.0
2025-06-23,44.0
2025-06-24,44.0
