Time,the_quarry
2022-07-11,15.0
2022-07-12,13.0
2022-07-13,12.0
2022-07-14,12.0
2022-07-15,13.0
2022-07-16,17.0
2022-07-17,20.0
2022-07-18,15.0
2022-07-19,15.0
2022-07-20,14.0
2022-07-21,13.0
2022-07-22,14.0
2022-07-23,15.0
2022-07-24,16.0
2022-07-25,12.0
2022-07-26,10.0
2022-07-27,10.0
2022-07-28,10.0
2022-07-29,11.0
2022-07-30,11.0
2022-07-31,12.0
2022-08-01,10.0
2022-08-02,8.0
2022-08-03,8.0
2022-08-04,8.0
2022-08-05,8.0
2022-08-06,9.0
2022-08-07,10.0
2022-08-08,8.0
2022-08-09,7.0
2022-08-10,6.0
2022-08-11,7.0
2022-08-12,7.0
2022-08-13,8.0
2022-08-14,9.0
2022-08-15,6.0
2022-08-16,9.0
2022-08-17,12.0
2022-08-18,10.0
2022-08-19,9.0
2022-08-20,10.0
2022-08-21,10.0
2022-08-22,7.0
2022-08-23,6.0
2022-08-24,6.0
2022-08-25,6.0
2022-08-26,7.0
2022-08-27,15.0
2022-08-28,12.0
2022-08-29,8.123287671232877
2022-08-30,7.835616438356164
2022-08-31,7.0
2022-09-01,7.191780821917808
2022-09-02,7.143835616438356
2022-09-03,8.171232876712327
2022-09-04,9.794520547945204
2022-09-05,9.794520547945204
2022-09-06,6.068493150684931
2022-09-07,7.0
2022-09-08,9.150684931506849
2022-09-09,7.787671232876712
2022-09-10,8.767123287671232
2022-09-11,8.219178082191782
2022-09-12,7.739726027397261
2022-09-13,6.116438356164384
2022-09-14,5.041095890410959
2022-09-15,4.993150684931507
2022-09-16,5.041095890410959
2022-09-17,7.0
2022-09-18,6.9520547945205475
2022-09-19,5.08904109589041
2022-09-20,4.157534246575342
2022-09-21,4.8493150684931505
2022-09-22,4.897260273972602
2022-09-23,5.08904109589041
2022-09-24,5.924657534246576
2022-09-25,5.924657534246576
2022-09-26,4.897260273972602
2022-09-27,4.109589041095891
2022-09-28,3.643835616438356
2022-09-29,4.027397260273973
2022-09-30,4.315068493150685
2022-10-01,5.465753424657534
2022-10-02,5.465753424657534
2022-10-03,4.410958904109589
2022-10-04,4.506849315068493
2022-10-05,4.794520547945205
2022-10-06,4.123287671232877
2022-10-07,4.027397260273973
2022-10-08,9.493150684931507
2022-10-09,5.273972602739725
2022-10-10,4.410958904109589
2022-10-11,4.219178082191781
2022-10-12,3.931506849315068
2022-10-13,3.931506849315068
2022-10-14,4.123287671232877
2022-10-15,5.945205479452055
2022-10-16,5.178082191780821
2022-10-17,4.219178082191781
2022-10-18,3.4520547945205475
2022-10-19,3.3561643835616435
2022-10-20,3.643835616438356
2022-10-21,3.931506849315068
2022-10-22,5.273972602739725
2022-10-23,5.36986301369863
2022-10-24,4.890410958904109
2022-10-25,4.315068493150685
2022-10-26,4.219178082191781
2022-10-27,5.082191780821917
2022-10-28,4.027397260273973
2022-10-29,5.945205479452055
2022-10-30,6.424657534246575
2022-10-31,4.986301369863013
2022-11-01,4.410958904109589
2022-11-02,3.643835616438356
2022-11-03,3.931506849315068
2022-11-04,3.835616438356164
2022-11-05,4.794520547945205
2022-11-06,5.36986301369863
2022-11-07,3.643835616438356
2022-11-08,3.835616438356164
2022-11-09,2.780821917808219
2022-11-10,3.3561643835616435
2022-11-11,3.835616438356164
2022-11-12,4.602739726027397
2022-11-13,3.931506849315068
2022-11-14,3.0684931506849313
2022-11-15,2.8767123287671232
2022-11-16,3.4520547945205475
2022-11-17,3.1643835616438354
2022-11-18,3.835616438356164
2022-11-19,4.698630136986301
2022-11-20,5.945205479452055
2022-11-21,4.602739726027397
2022-11-22,4.315068493150685
2022-11-23,3.835616438356164
2022-11-24,4.794520547945205
2022-11-25,6.041095890410959
2022-11-26,6.520547945205479
2022-11-27,6.424657534246575
2022-11-28,4.890410958904109
2022-11-29,4.315068493150685
2022-11-30,3.0684931506849313
2022-12-01,3.931506849315068
2022-12-02,3.2602739726027394
2022-12-03,4.219178082191781
2022-12-04,4.794520547945205
2022-12-05,3.643835616438356
2022-12-06,3.73972602739726
2022-12-07,3.2602739726027394
2022-12-08,3.1643835616438354
2022-12-09,3.2602739726027394
2022-12-10,4.219178082191781
2022-12-11,4.506849315068493
2022-12-12,3.1643835616438354
2022-12-13,3.3561643835616435
2022-12-14,2.684931506849315
2022-12-15,3.3561643835616435
2022-12-16,3.4520547945205475
2022-12-17,4.315068493150685
2022-12-18,3.835616438356164
2022-12-19,3.931506849315068
2022-12-20,3.73972602739726
2022-12-21,3.931506849315068
2022-12-22,3.73972602739726
2022-12-23,4.027397260273973
2022-12-24,4.794520547945205
2022-12-25,4.794520547945205
2022-12-26,7.191780821917808
2022-12-27,6.904109589041095
2022-12-28,6.136986301369863
2022-12-29,6.232876712328767
2022-12-30,5.561643835616438
2022-12-31,5.945205479452055
2023-01-01,5.8493150684931505
2023-01-02,5.945205479452055
2023-01-03,4.794520547945205
2023-01-04,4.315068493150685
2023-01-05,4.027397260273973
2023-01-06,3.73972602739726
2023-01-07,4.890410958904109
2023-01-08,5.36986301369863
2023-01-09,4.123287671232877
2023-01-10,3.4520547945205475
2023-01-11,3.3561643835616435
2023-01-12,3.931506849315068
2023-01-13,4.123287671232877
2023-01-14,4.027397260273973
2023-01-15,4.315068493150685
2023-01-16,3.835616438356164
2023-01-17,3.4520547945205475
2023-01-18,3.1643835616438354
2023-01-19,3.3561643835616435
2023-01-20,3.3561643835616435
2023-01-21,4.698630136986301
2023-01-22,4.315068493150685
2023-01-23,3.1643835616438354
2023-01-24,3.0684931506849313
2023-01-25,3.0684931506849313
2023-01-26,3.1643835616438354
2023-01-27,2.780821917808219
2023-01-28,3.73972602739726
2023-01-29,4.410958904109589
2023-01-30,3.2602739726027394
2023-01-31,3.1643835616438354
2023-02-01,3.1643835616438354
2023-02-02,2.9726027397260273
2023-02-03,3.547945205479452
2023-02-04,4.027397260273973
2023-02-05,5.178082191780821
2023-02-06,3.1643835616438354
2023-02-07,2.9726027397260273
2023-02-08,2.8767123287671232
2023-02-09,2.684931506849315
2023-02-10,2.9726027397260273
2023-02-11,3.4520547945205475
2023-02-12,3.547945205479452
2023-02-13,2.3972602739726026
2023-02-14,3.0684931506849313
2023-02-15,3.4520547945205475
2023-02-16,3.4520547945205475
2023-02-17,3.3561643835616435
2023-02-18,4.890410958904109
2023-02-19,4.315068493150685
2023-02-20,4.410958904109589
2023-02-21,4.698630136986301
2023-02-22,6.136986301369863
2023-02-23,5.7534246575342465
2023-02-24,5.561643835616438
2023-02-25,7.287671232876712
2023-02-26,8.246575342465754
2023-02-27,6.136986301369863
2023-02-28,4.890410958904109
2023-03-01,4.410958904109589
2023-03-02,4.794520547945205
2023-03-03,4.794520547945205
2023-03-04,6.041095890410959
2023-03-05,7.47945205479452
2023-03-06,5.082191780821917
2023-03-07,4.698630136986301
2023-03-08,4.219178082191781
2023-03-09,4.315068493150685
2023-03-10,4.410958904109589
2023-03-11,6.712328767123287
2023-03-12,7.191780821917808
2023-03-13,4.506849315068493
2023-03-14,4.794520547945205
2023-03-15,4.506849315068493
2023-03-16,5.657534246575342
2023-03-17,5.561643835616438
2023-03-18,6.041095890410959
2023-03-19,5.273972602739725
2023-03-20,5.082191780821917
2023-03-21,4.506849315068493
2023-03-22,4.123287671232877
2023-03-23,4.410958904109589
2023-03-24,4.123287671232877
2023-03-25,4.698630136986301
2023-03-26,6.232876712328767
2023-03-27,4.890410958904109
2023-03-28,4.123287671232877
2023-03-29,3.3561643835616435
2023-03-30,3.73972602739726
2023-03-31,3.643835616438356
2023-04-01,5.561643835616438
2023-04-02,5.178082191780821
2023-04-03,3.835616438356164
2023-04-04,3.3561643835616435
2023-04-05,3.73972602739726
2023-04-06,4.219178082191781
2023-04-07,5.273972602739725
2023-04-08,5.561643835616438
2023-04-09,4.986301369863013
2023-04-10,4.506849315068493
2023-04-11,3.73972602739726
2023-04-12,3.547945205479452
2023-04-13,3.547945205479452
2023-04-14,3.2602739726027394
2023-04-15,4.602739726027397
2023-04-16,4.890410958904109
2023-04-17,3.4520547945205475
2023-04-18,4.219178082191781
2023-04-19,3.73972602739726
2023-04-20,3.0684931506849313
2023-04-21,3.4520547945205475
2023-04-22,4.506849315068493
2023-04-23,4.410958904109589
2023-04-24,3.4520547945205475
2023-04-25,3.4520547945205475
2023-04-26,2.8748682824025287
2023-04-27,3.359852476290832
2023-04-28,3.359852476290832
2023-04-29,4.862750263435194
2023-04-30,5.063751317175974
2023-05-01,3.6438356164383556
2023-05-02,3.359852476290832
2023-05-03,3.6438356164383556
2023-05-04,3.158851422550052
2023-05-05,3.32481559536354
2023-05-06,4.128819810326659
2023-05-07,4.696786090621707
2023-05-08,3.8448366701791357
2023-05-09,2.9578503688092725
2023-05-10,3.9278187565858795
2023-05-11,3.442834562697576
2023-05-12,3.359852476290832
2023-05-13,3.9278187565858795
2023-05-14,5.063751317175974
2023-05-15,3.359852476290832
2023-05-16,3.040832455216017
2023-05-17,3.158851422550052
2023-05-18,3.193888303477344
2023-05-19,3.560853530031612
2023-05-20,4.530821917808218
2023-05-21,5.216807165437302
2023-05-22,3.6438356164383556
2023-05-23,3.477871443624868
2023-05-24,3.2768703898840883
2023-05-25,3.7268177028451
2023-05-26,4.064278187565859
2023-05-27,5.185458377239199
2023-05-28,5.325605900948366
2023-05-29,5.605900948366701
2023-05-30,4.27449947312961
2023-05-31,3.783983140147523
2023-06-01,4.134351949420442
2023-06-02,4.5547945205479445
2023-06-03,6.586933614330873
2023-06-04,7.0073761854583765
2023-06-05,4.3445732349841935
2023-06-06,6.446786090621706
2023-06-07,5.39567966280295
2023-06-08,5.255532139093782
2023-06-09,4.694942044257112
2023-06-10,5.045310853530031
2023-06-11,6.236564805057955
2023-06-12,4.484720758693361
2023-06-13,4.694942044257112
2023-06-14,4.5547945205479445
2023-06-15,4.975237091675448
2023-06-16,4.694942044257112
2023-06-17,5.8861959957850365
2023-06-18,5.325605900948366
2023-06-19,4.204425711275026
2023-06-20,4.134351949420442
2023-06-21,4.624868282402528
2023-06-22,4.3445732349841935
2023-06-23,4.064278187565859
2023-06-24,5.115384615384615
2023-06-25,5.115384615384615
2023-06-26,4.3445732349841935
2023-06-27,4.27449947312961
2023-06-28,4.27449947312961
2023-06-29,4.975237091675448
2023-06-30,4.5547945205479445
2023-07-01,5.746048472075868
2023-07-02,6.096417281348788
2023-07-03,5.605900948366701
2023-07-04,6.026343519494204
2023-07-05,5.115384615384615
2023-07-06,4.064278187565859
2023-07-07,4.694942044257112
2023-07-08,5.325605900948366
2023-07-09,6.306638566912539
2023-07-10,4.484720758693361
2023-07-11,4.27449947312961
2023-07-12,4.765015806111696
2023-07-13,4.064278187565859
2023-07-14,4.27449947312961
2023-07-15,4.765015806111696
2023-07-16,5.39567966280295
2023-07-17,4.765015806111696
2023-07-18,4.3445732349841935
2023-07-19,3.854056902002107
2023-07-20,4.484720758693361
2023-07-21,4.414646996838777
2023-07-22,4.765015806111696
2023-07-23,5.185458377239199
2023-07-24,4.694942044257112
2023-07-25,4.484720758693361
2023-07-26,3.783983140147523
2023-07-27,4.204425711275026
2023-07-28,4.694942044257112
2023-07-29,4.694942044257112
2023-07-30,5.39567966280295
2023-07-31,4.765015806111696
2023-08-01,4.3445732349841935
2023-08-02,4.204425711275026
2023-08-03,3.924130663856691
2023-08-04,3.363540569020021
2023-08-05,4.694942044257112
2023-08-06,4.5547945205479445
2023-08-07,3.9942044257112745
2023-08-08,3.7139093782929393
2023-08-09,3.5036880927291882
2023-08-10,3.9942044257112745
2023-08-11,4.204425711275026
2023-08-12,4.204425711275026
2023-08-13,4.905163329820863
2023-08-14,3.854056902002107
2023-08-15,3.5036880927291882
2023-08-16,3.4336143308746045
2023-08-17,3.223393045310853
2023-08-18,3.573761854583772
2023-08-19,4.835089567966279
2023-08-20,4.694942044257112
2023-08-21,3.7139093782929393
2023-08-22,3.223393045310853
2023-08-23,3.5036880927291882
2023-08-24,3.7139093782929393
2023-08-25,3.223393045310853
2023-08-26,3.924130663856691
2023-08-27,5.255532139093782
2023-08-28,3.6438356164383556
2023-08-29,3.1533192834562693
2023-08-30,3.363540569020021
2023-08-31,3.223393045310853
2023-09-01,3.223393045310853
2023-09-02,4.064278187565859
2023-09-03,5.255532139093782
2023-09-04,4.905163329820863
2023-09-05,3.924130663856691
2023-09-06,3.013171759747102
2023-09-07,2.7328767123287667
2023-09-08,3.223393045310853
2023-09-09,3.783983140147523
2023-09-10,4.064278187565859
2023-09-11,3.363540569020021
2023-09-12,2.7328767123287667
2023-09-13,3.0832455216016856
2023-09-14,2.7328767123287667
2023-09-15,2.662802950474183
2023-09-16,3.783983140147523
2023-09-17,4.414646996838777
2023-09-18,3.5036880927291882
2023-09-19,2.7328767123287667
2023-09-20,2.5927291886195993
2023-09-21,3.223393045310853
2023-09-22,3.223393045310853
2023-09-23,3.9942044257112745
2023-09-24,3.924130663856691
2023-09-25,3.2934668071654367
2023-09-26,3.1533192834562693
2023-09-27,3.013171759747102
2023-09-28,3.013171759747102
2023-09-29,3.1533192834562693
2023-09-30,3.783983140147523
2023-10-01,4.134351949420442
2023-10-02,3.6438356164383556
2023-10-03,3.363540569020021
2023-10-04,3.363540569020021
2023-10-05,3.1533192834562693
2023-10-06,3.2934668071654367
2023-10-07,4.414646996838777
2023-10-08,4.3445732349841935
2023-10-09,3.4336143308746045
2023-10-10,3.223393045310853
2023-10-11,3.363540569020021
2023-10-12,3.1533192834562693
2023-10-13,2.9430979978925182
2023-10-14,4.414646996838777
2023-10-15,4.835089567966279
2023-10-16,3.223393045310853
2023-10-17,3.4336143308746045
2023-10-18,3.013171759747102
2023-10-19,3.2934668071654367
2023-10-20,3.363540569020021
2023-10-21,3.2934668071654367
2023-10-22,4.5547945205479445
2023-10-23,2.8029504741833504
2023-10-24,2.4525816649104315
2023-10-25,3.1533192834562693
2023-10-26,2.5927291886195993
2023-10-27,3.363540569020021
2023-10-28,3.9942044257112745
2023-10-29,3.924130663856691
2023-10-30,3.1533192834562693
2023-10-31,2.7328767123287667
2023-11-01,2.873024236037934
2023-11-02,2.8029504741833504
2023-11-03,2.9430979978925182
2023-11-04,3.6438356164383556
2023-11-05,3.5036880927291882
2023-11-06,2.5927291886195993
2023-11-07,3.1533192834562693
2023-11-08,2.9430979978925182
2023-11-09,2.5927291886195993
2023-11-10,2.4525816649104315
2023-11-11,3.5036880927291882
2023-11-12,3.223393045310853
2023-11-13,2.8029504741833504
2023-11-14,3.013171759747102
2023-11-15,2.102212855637513
2023-11-16,2.0321390937829293
2023-11-17,2.9430979978925182
2023-11-18,3.1533192834562693
2023-11-19,3.2934668071654367
2023-11-20,3.223393045310853
2023-11-21,2.873024236037934
2023-11-22,3.0832455216016856
2023-11-23,2.7328767123287667
2023-11-24,3.573761854583772
2023-11-25,3.363540569020021
2023-11-26,4.3445732349841935
2023-11-27,3.0832455216016856
2023-11-28,2.382507903055848
2023-11-29,2.662802950474183
2023-11-30,2.5226554267650156
2023-12-01,2.5226554267650156
2023-12-02,3.573761854583772
2023-12-03,3.0832455216016856
2023-12-04,2.4525816649104315
2023-12-05,2.8029504741833504
2023-12-06,2.873024236037934
2023-12-07,2.5927291886195993
2023-12-08,3.013171759747102
2023-12-09,3.013171759747102
2023-12-10,3.573761854583772
2023-12-11,2.5226554267650156
2023-12-12,2.2423603793466804
2023-12-13,2.4525816649104315
2023-12-14,2.7328767123287667
2023-12-15,2.382507903055848
2023-12-16,2.662802950474183
2023-12-17,2.7328767123287667
2023-12-18,2.662802950474183
2023-12-19,2.382507903055848
2023-12-20,2.7328767123287667
2023-12-21,2.4525816649104315
2023-12-22,2.7593473622404305
2023-12-23,3.6037187613041217
2023-12-24,2.4375160551300397
2023-12-25,2.6287123392521057
2023-12-26,3.8649888072807714
2023-12-27,4.221856995318454
2023-12-28,3.473083738315797
2023-12-29,3.8649888072807714
2023-12-30,4.875032110260079
2023-12-31,4.744397087271754
2024-01-01,4.09122197233013
2024-01-02,3.2818874541937304
2024-01-03,3.2818874541937304
2024-01-04,3.1162155502781137
2024-01-05,3.0556542891443725
2024-01-06,4.161295734184714
2024-01-07,4.483127041295104
2024-01-08,2.5681510781183645
2024-01-09,3.0556542891443725
2024-01-10,3.2468505732664386
2024-01-11,3.1512524312054055
2024-01-12,3.1512524312054055
2024-01-13,3.8649888072807714
2024-01-14,3.9956238302690963
2024-01-15,3.7343537842924466
2024-01-16,3.8299519263534796
2024-01-17,3.377485596254764
2024-01-18,3.1512524312054055
2024-01-19,3.2818874541937304
2024-01-20,3.6387556422314136
2024-01-21,3.512553145756989
2024-01-22,2.906940534419577
2024-01-23,2.6646954898846125
2024-01-24,2.906940534419577
2024-01-25,2.4224504453496474
2024-01-26,3.0280630566870594
2024-01-27,3.6336756680244715
2024-01-28,3.512553145756989
2024-01-29,2.301327923082165
2024-01-30,2.54357296761713
2024-01-31,3.1491855789545418
2024-02-01,2.906940534419577
2024-02-02,3.1491855789545418
2024-02-03,3.754798190291954
2024-02-04,3.6336756680244715
2024-02-05,2.4224504453496474
2024-02-06,2.785818012152095
2024-02-07,2.785818012152095
2024-02-08,2.301327923082165
2024-02-09,2.6646954898846125
2024-02-10,3.754798190291954
2024-02-11,3.391430623489507
2024-02-12,2.6646954898846125
2024-02-13,3.0280630566870594
2024-02-14,2.6646954898846125
2024-02-15,2.4224504453496474
2024-02-16,3.270308101222024
2024-02-17,3.391430623489507
2024-02-18,3.391430623489507
2024-02-19,3.6336756680244715
2024-02-20,2.54357296761713
2024-02-21,2.6646954898846125
2024-02-22,2.4224504453496474
2024-02-23,3.0280630566870594
2024-02-24,3.754798190291954
2024-02-25,3.9970432348269185
2024-02-26,2.906940534419577
2024-02-27,2.785818012152095
2024-02-28,2.4224504453496474
2024-02-29,2.906940534419577
2024-03-01,3.1491855789545418
2024-03-02,3.270308101222024
2024-03-03,3.512553145756989
2024-03-04,2.906940534419577
2024-03-05,3.0280630566870594
2024-03-06,2.906940534419577
2024-03-07,2.54357296761713
2024-03-08,3.0280630566870594
2024-03-09,3.270308101222024
2024-03-10,3.9970432348269185
2024-03-11,3.0280630566870594
2024-03-12,2.54357296761713
2024-03-13,2.785818012152095
2024-03-14,2.906940534419577
2024-03-15,2.54357296761713
2024-03-16,3.754798190291954
2024-03-17,3.0280630566870594
2024-03-18,2.906940534419577
2024-03-19,3.270308101222024
2024-03-20,4.60265584616433
2024-03-21,6.056126113374119
2024-03-22,7.751841425118872
2024-03-23,10.65878195953845
2024-03-24,12.112252226748238
2024-03-25,8.357454036456284
2024-03-26,7.146228813781461
2024-03-27,6.6617387247115305
2024-03-28,7.025106291513978
2024-03-29,6.782861246979014
2024-03-30,7.63071890285139
2024-03-31,8.11520899192132
2024-04-01,6.6617387247115305
2024-04-02,5.08714593523426
2024-04-03,5.450513502036707
2024-04-04,4.723778368431812
2024-04-05,4.723778368431812
2024-04-06,6.2983711579090835
2024-04-07,6.6617387247115305
2024-04-08,4.844900890699295
2024-04-09,4.239288279361883
2024-04-10,4.723778368431812
2024-04-11,4.118165757094401
2024-04-12,3.6336756680244715
2024-04-13,5.329390979769225
2024-04-14,5.813881068839154
2024-04-15,4.239288279361883
2024-04-16,3.512553145756989
2024-04-17,3.875920712559436
2024-04-18,4.118165757094401
2024-04-19,4.239288279361883
2024-04-20,4.844900890699295
2024-04-21,5.813881068839154
2024-04-22,4.118165757094401
2024-04-23,3.6336756680244715
2024-04-24,3.6336756680244715
2024-04-25,3.512553145756989
2024-04-26,3.6336756680244715
2024-04-27,4.844900890699295
2024-04-28,5.208268457501743
2024-04-29,3.875920712559436
2024-04-30,3.270308101222024
2024-05-01,3.270308101222024
2024-05-02,2.785818012152095
2024-05-03,3.0280630566870594
2024-05-04,4.844900890699295
2024-05-05,4.60265584616433
2024-05-06,4.118165757094401
2024-05-07,3.875920712559436
2024-05-08,3.6336756680244715
2024-05-09,2.785818012152095
2024-05-10,3.1491855789545418
2024-05-11,4.239288279361883
2024-05-12,4.966023412966778
2024-05-13,3.270308101222024
2024-05-14,3.754798190291954
2024-05-15,3.1491855789545418
2024-05-16,3.1491855789545418
2024-05-17,3.754798190291954
2024-05-18,4.118165757094401
2024-05-19,4.844900890699295
2024-05-20,3.875920712559436
2024-05-21,3.512553145756989
2024-05-22,3.6336756680244715
2024-05-23,3.391430623489507
2024-05-24,4.118165757094401
2024-05-25,4.60265584616433
2024-05-26,4.60265584616433
2024-05-27,5.08714593523426
2024-05-28,3.875920712559436
2024-05-29,3.6336756680244715
2024-05-30,4.239288279361883
2024-05-31,4.239288279361883
2024-06-01,4.844900890699295
2024-06-02,5.329390979769225
2024-06-03,3.6336756680244715
2024-06-04,3.875920712559436
2024-06-05,4.481533323896848
2024-06-06,3.9970432348269185
2024-06-07,4.60265584616433
2024-06-08,5.208268457501743
2024-06-09,5.450513502036707
2024-06-10,4.60265584616433
2024-06-11,4.3604108016293655
2024-06-12,4.3604108016293655
2024-06-13,3.9970432348269185
2024-06-14,4.481533323896848
2024-06-15,5.813881068839154
2024-06-16,5.208268457501743
2024-06-17,4.60265584616433
2024-06-18,4.3604108016293655
2024-06-19,4.723778368431812
2024-06-20,4.723778368431812
2024-06-21,4.723778368431812
2024-06-22,4.966023412966778
2024-06-23,4.723778368431812
2024-06-24,3.9970432348269185
2024-06-25,3.754798190291954
2024-06-26,3.754798190291954
2024-06-27,4.966023412966778
2024-06-28,4.118165757094401
2024-06-29,5.08714593523426
2024-06-30,5.450513502036707
2024-07-01,4.966023412966778
2024-07-02,3.9970432348269185
2024-07-03,3.9970432348269185
2024-07-04,4.844900890699295
2024-07-05,4.239288279361883
2024-07-06,4.723778368431812
2024-07-07,5.208268457501743
2024-07-08,4.60265584616433
2024-07-09,3.6336756680244715
2024-07-10,4.118165757094401
2024-07-11,4.60265584616433
2024-07-12,3.512553145756989
2024-07-13,4.3604108016293655
2024-07-14,3.9970432348269185
2024-07-15,3.270308101222024
2024-07-16,3.270308101222024
2024-07-17,3.754798190291954
2024-07-18,3.9970432348269185
2024-07-19,4.118165757094401
2024-07-20,4.844900890699295
2024-07-21,4.3604108016293655
2024-07-22,3.9970432348269185
2024-07-23,4.239288279361883
2024-07-24,3.9970432348269185
2024-07-25,4.3604108016293655
2024-07-26,4.118165757094401
2024-07-27,4.481533323896848
2024-07-28,5.208268457501743
2024-07-29,4.118165757094401
2024-07-30,3.512553145756989
2024-07-31,5.450513502036707
2024-08-01,5.57163602430419
2024-08-02,5.208268457501743
2024-08-03,4.966023412966778
2024-08-04,5.208268457501743
2024-08-05,4.60265584616433
2024-08-06,3.875920712559436
2024-08-07,3.512553145756989
2024-08-08,3.512553145756989
2024-08-09,3.391430623489507
2024-08-10,4.60265584616433
2024-08-11,4.723778368431812
2024-08-12,3.6336756680244715
2024-08-13,3.6336756680244715
2024-08-14,3.512553145756989
2024-08-15,3.391430623489507
2024-08-16,3.512553145756989
2024-08-17,4.723778368431812
2024-08-18,4.000617388728768
2024-08-19,3.4272576004498863
2024-08-20,3.0561863792215385
2024-08-21,3.1438029886162973
2024-08-22,3.6295461675004215
2024-08-23,3.1438029886162973
2024-08-24,4.115289346384545
2024-08-25,4.6010325252686695
2024-08-26,3.5148742098446446
2024-08-27,3.0020756826995028
2024-08-28,3.2855302945330918
2024-08-29,2.7997871156489675
2024-08-30,2.7997871156489675
2024-08-31,4.142344694645563
2024-09-01,4.573977177007651
2024-09-02,4.115289346384545
2024-09-03,3.4878188615836274
2024-09-04,3.1708583368773153
2024-09-05,3.029131030960521
2024-09-06,3.2584749462720737
