Time,frontier_airlines
2022-04-01,46.0
2022-04-02,57.0
2022-04-03,59.0
2022-04-04,53.0
2022-04-05,50.0
2022-04-06,50.0
2022-04-07,51.0
2022-04-08,47.0
2022-04-09,42.0
2022-04-10,46.0
2022-04-11,45.0
2022-04-12,47.0
2022-04-13,47.0
2022-04-14,45.0
2022-04-15,49.0
2022-04-16,42.0
2022-04-17,44.0
2022-04-18,52.0
2022-04-19,55.0
2022-04-20,47.0
2022-04-21,47.0
2022-04-22,43.0
2022-04-23,40.0
2022-04-24,42.0
2022-04-25,44.0
2022-04-26,48.0
2022-04-27,44.0
2022-04-28,51.0
2022-04-29,48.0
2022-04-30,41.0
2022-05-01,44.0
2022-05-02,47.0
2022-05-03,49.0
2022-05-04,46.0
2022-05-05,49.0
2022-05-06,43.0
2022-05-07,42.0
2022-05-08,43.0
2022-05-09,48.0
2022-05-10,51.0
2022-05-11,47.0
2022-05-12,48.0
2022-05-13,46.0
2022-05-14,42.0
2022-05-15,43.0
2022-05-16,52.0
2022-05-17,48.0
2022-05-18,46.0
2022-05-19,47.0
2022-05-20,45.0
2022-05-21,44.0
2022-05-22,44.0
2022-05-23,47.0
2022-05-24,49.0
2022-05-25,44.0
2022-05-26,45.0
2022-05-27,47.0
2022-05-28,39.0
2022-05-29,40.0
2022-05-30,44.0
2022-05-31,45.0
2022-06-01,47.0
2022-06-02,49.0
2022-06-03,48.0
2022-06-04,42.0
2022-06-05,43.0
2022-06-06,48.0
2022-06-07,51.0
2022-06-08,54.0
2022-06-09,54.0
2022-06-10,48.0
2022-06-11,42.0
2022-06-12,46.0
2022-06-13,50.0
2022-06-14,51.0
2022-06-15,48.0
2022-06-16,48.0
2022-06-17,47.0
2022-06-18,43.0
2022-06-19,43.0
2022-06-20,50.0
2022-06-21,49.0
2022-06-22,47.0
2022-06-23,46.0
2022-06-24,42.0
2022-06-25,39.0
2022-06-26,41.0
2022-06-27,46.0
2022-06-28,47.0
2022-06-29,44.0
2022-06-30,45.0
2022-07-01,41.0
2022-07-02,37.0
2022-07-03,34.0
2022-07-04,34.0
2022-07-05,45.0
2022-07-06,45.0
2022-07-07,48.0
2022-07-08,44.0
2022-07-09,37.0
2022-07-10,40.0
2022-07-11,44.0
2022-07-12,43.0
2022-07-13,45.0
2022-07-14,46.0
2022-07-15,41.0
2022-07-16,36.0
2022-07-17,38.0
2022-07-18,45.0
2022-07-19,43.0
2022-07-20,42.0
2022-07-21,46.0
2022-07-22,42.0
2022-07-23,35.0
2022-07-24,39.0
2022-07-25,43.0
2022-07-26,46.0
2022-07-27,45.0
2022-07-28,64.0
2022-07-29,68.0
2022-07-30,49.0
2022-07-31,47.0
2022-08-01,50.0
2022-08-02,48.0
2022-08-03,46.0
2022-08-04,47.0
2022-08-05,44.0
2022-08-06,39.0
2022-08-07,40.0
2022-08-08,44.0
2022-08-09,44.0
2022-08-10,43.0
2022-08-11,44.0
2022-08-12,39.0
2022-08-13,35.0
2022-08-14,38.0
2022-08-15,43.0
2022-08-16,42.0
2022-08-17,41.0
2022-08-18,41.0
2022-08-19,38.0
2022-08-20,33.0
2022-08-21,38.0
2022-08-22,40.0
2022-08-23,42.0
2022-08-24,40.0
2022-08-25,41.0
2022-08-26,40.0
2022-08-27,37.0
2022-08-28,37.0
2022-08-29,39.01742627345845
2022-08-30,39.982126899016976
2022-08-31,40.44682752457551
2022-09-01,39.982126899016976
2022-09-02,36.62332439678284
2022-09-03,33.72922252010724
2022-09-04,32.76452189454871
2022-09-05,38.05272564789991
2022-09-06,41.911528150134046
2022-09-07,41.911528150134046
2022-09-08,48.66443252904379
2022-09-09,43.84092940125112
2022-09-10,32.76452189454871
2022-09-11,34.19392314566578
2022-09-12,38.05272564789991
2022-09-13,41.911528150134046
2022-09-14,42.87622877569258
2022-09-15,42.87622877569258
2022-09-16,37.08802502234138
2022-09-17,35.158623771224306
2022-09-18,36.12332439678284
2022-09-19,40.94682752457551
2022-09-20,51.05853440571939
2022-09-21,62.13494191242181
2022-09-22,41.911528150134046
2022-09-23,39.01742627345845
2022-09-24,34.19392314566578
2022-09-25,39.01742627345845
2022-09-26,47.19973190348526
2022-09-27,47.19973190348526
2022-09-28,41.8230563002681
2022-09-29,40.89365504915103
2022-09-30,40.89365504915103
2022-10-01,39.96425379803396
2022-10-02,33.45844504021448
2022-10-03,39.96425379803396
2022-10-04,43.681858802502234
2022-10-05,43.681858802502234
2022-10-06,44.611260053619304
2022-10-07,42.75245755138516
2022-10-08,33.45844504021448
2022-10-09,35.31724754244861
2022-10-10,40.89365504915103
2022-10-11,42.75245755138516
2022-10-12,43.681858802502234
2022-10-13,42.75245755138516
2022-10-14,39.96425379803396
2022-10-15,35.31724754244861
2022-10-16,36.24664879356568
2022-10-17,41.8230563002681
2022-10-18,47.39946380697051
2022-10-19,46.470062555853445
2022-10-20,41.8230563002681
2022-10-21,40.89365504915103
2022-10-22,33.45844504021448
2022-10-23,35.31724754244861
2022-10-24,40.89365504915103
2022-10-25,42.75245755138516
2022-10-26,44.611260053619304
2022-10-27,44.611260053619304
2022-10-28,42.75245755138516
2022-10-29,33.45844504021448
2022-10-30,34.38784629133155
2022-10-31,38.105451295799824
2022-11-01,38.105451295799824
2022-11-02,40.89365504915103
2022-11-03,44.611260053619304
2022-11-04,38.105451295799824
2022-11-05,37.17605004468275
2022-11-06,37.17605004468275
2022-11-07,44.611260053619304
2022-11-08,66.91689008042896
2022-11-09,66.91689008042896
2022-11-10,44.611260053619304
2022-11-11,39.034852546916895
2022-11-12,37.17605004468275
2022-11-13,43.681858802502234
2022-11-14,47.39946380697051
2022-11-15,52.046470062555855
2022-11-16,53.905272564789996
2022-11-17,92.94012511170689
2022-11-18,89.22252010723861
2022-11-19,67.84629133154603
2022-11-20,53.905272564789996
2022-11-21,51.117068811438784
2022-11-22,47.39946380697051
2022-11-23,43.681858802502234
2022-11-24,35.31724754244861
2022-11-25,50.187667560321714
2022-11-26,41.8230563002681
2022-11-27,48.32886505808758
2022-11-28,49.25826630920465
2022-11-29,50.187667560321714
2022-11-30,45.540661304736375
2022-12-01,40.89365504915103
2022-12-02,37.17605004468275
2022-12-03,32.52904378909741
2022-12-04,37.17605004468275
2022-12-05,39.96425379803396
2022-12-06,39.034852546916895
2022-12-07,39.96425379803396
2022-12-08,36.24664879356568
2022-12-09,34.38784629133155
2022-12-10,32.52904378909741
2022-12-11,32.52904378909741
2022-12-12,37.17605004468275
2022-12-13,37.17605004468275
2022-12-14,37.17605004468275
2022-12-15,38.105451295799824
2022-12-16,38.105451295799824
2022-12-17,35.31724754244861
2022-12-18,33.45844504021448
2022-12-19,38.105451295799824
2022-12-20,42.75245755138516
2022-12-21,45.540661304736375
2022-12-22,52.975871313672926
2022-12-23,53.905272564789996
2022-12-24,42.75245755138516
2022-12-25,39.034852546916895
2022-12-26,64.12868632707774
2022-12-27,74.3521000893655
2022-12-28,62.26988382484361
2022-12-29,52.975871313672926
2022-12-30,41.8230563002681
2022-12-31,34.38784629133155
2023-01-01,36.24664879356568
2023-01-02,50.187667560321714
2023-01-03,48.32886505808758
2023-01-04,49.25826630920465
2023-01-05,52.046470062555855
2023-01-06,49.25826630920465
2023-01-07,43.681858802502234
2023-01-08,43.681858802502234
2023-01-09,48.32886505808758
2023-01-10,51.117068811438784
2023-01-11,55.76407506702413
2023-01-12,49.25826630920465
2023-01-13,46.470062555853445
2023-01-14,40.89365504915103
2023-01-15,40.89365504915103
2023-01-16,47.39946380697051
2023-01-17,52.975871313672926
2023-01-18,52.046470062555855
2023-01-19,45.540661304736375
2023-01-20,39.96425379803396
2023-01-21,37.17605004468275
2023-01-22,39.034852546916895
2023-01-23,40.89365504915103
2023-01-24,44.611260053619304
2023-01-25,41.8230563002681
2023-01-26,43.681858802502234
2023-01-27,41.8230563002681
2023-01-28,38.105451295799824
2023-01-29,39.034852546916895
2023-01-30,41.8230563002681
2023-01-31,50.187667560321714
2023-02-01,66.91689008042896
2023-02-02,72.49329758713137
2023-02-03,64.12868632707774
2023-02-04,65.05808757819482
2023-02-05,60.411081322609476
2023-02-06,52.975871313672926
2023-02-07,48.32886505808758
2023-02-08,43.681858802502234
2023-02-09,44.611260053619304
2023-02-10,41.8230563002681
2023-02-11,39.034852546916895
2023-02-12,35.31724754244861
2023-02-13,35.31724754244861
2023-02-14,39.034852546916895
2023-02-15,42.75245755138516
2023-02-16,47.39946380697051
2023-02-17,44.611260053619304
2023-02-18,40.89365504915103
2023-02-19,42.75245755138516
2023-02-20,46.470062555853445
2023-02-21,44.611260053619304
2023-02-22,46.470062555853445
2023-02-23,45.540661304736375
2023-02-24,44.611260053619304
2023-02-25,43.681858802502234
2023-02-26,43.681858802502234
2023-02-27,43.681858802502234
2023-02-28,44.611260053619304
2023-03-01,44.611260053619304
2023-03-02,39.96425379803396
2023-03-03,39.034852546916895
2023-03-04,37.17605004468275
2023-03-05,39.96425379803396
2023-03-06,43.681858802502234
2023-03-07,47.39946380697051
2023-03-08,45.540661304736375
2023-03-09,44.611260053619304
2023-03-10,44.611260053619304
2023-03-11,44.611260053619304
2023-03-12,45.540661304736375
2023-03-13,45.540661304736375
2023-03-14,46.470062555853445
2023-03-15,46.470062555853445
2023-03-16,41.8230563002681
2023-03-17,41.8230563002681
2023-03-18,41.8230563002681
2023-03-19,47.39946380697051
2023-03-20,44.611260053619304
2023-03-21,43.681858802502234
2023-03-22,39.96425379803396
2023-03-23,38.105451295799824
2023-03-24,33.45844504021448
2023-03-25,33.45844504021448
2023-03-26,36.24664879356568
2023-03-27,36.24664879356568
2023-03-28,38.105451295799824
2023-03-29,39.96425379803396
2023-03-30,35.31724754244861
2023-03-31,34.38784629133155
2023-04-01,33.45844504021448
2023-04-02,35.31724754244861
2023-04-03,36.24664879356568
2023-04-04,37.17605004468275
2023-04-05,38.105451295799824
2023-04-06,38.105451295799824
2023-04-07,29.740840035746203
2023-04-08,28.811438784629132
2023-04-09,30.670241286863273
2023-04-10,35.31724754244861
2023-04-11,36.24664879356568
2023-04-12,37.17605004468275
2023-04-13,37.17605004468275
2023-04-14,35.31724754244861
2023-04-15,30.670241286863273
2023-04-16,35.31724754244861
2023-04-17,35.31724754244861
2023-04-18,35.31724754244861
2023-04-19,38.105451295799824
2023-04-20,36.24664879356568
2023-04-21,34.38784629133155
2023-04-22,31.59964253798034
2023-04-23,32.52904378909741
2023-04-24,34.38784629133155
2023-04-25,36.24664879356568
2023-04-26,35.46512085502953
2023-04-27,32.88391917276691
2023-04-28,32.29036926997341
2023-04-29,30.47064316466608
2023-04-30,32.58714422137016
2023-05-01,35.168345903632776
2023-05-02,39.104573065644196
2023-05-03,40.92429917095153
2023-05-04,37.284846960336864
2023-05-05,35.168345903632776
2023-05-06,33.348619798325444
2023-05-07,34.40687032667749
2023-05-08,37.284846960336864
2023-05-09,36.98807200894011
2023-05-10,37.284846960336864
2023-05-11,36.22659643198482
2023-05-12,36.22659643198482
2023-05-13,32.29036926997341
2023-05-14,32.88391917276691
2023-05-15,36.98807200894011
2023-05-16,39.104573065644196
2023-05-17,37.284846960336864
2023-05-18,38.046322537292156
2023-05-19,35.46512085502953
2023-05-20,35.46512085502953
2023-05-21,38.046322537292156
2023-05-22,38.046322537292156
2023-05-23,40.16282359399624
2023-05-24,39.86604864259948
2023-05-25,39.86604864259948
2023-05-26,37.98719377878448
2023-05-27,35.01944426481694
2023-05-28,33.83234445922993
2023-05-29,34.425894362023435
2023-05-30,35.01944426481694
2023-05-31,42.14204309833903
2023-06-01,43.32914290392605
2023-06-02,39.767843487165
2023-06-03,35.01944426481694
2023-06-04,38.580743681577985
2023-06-05,38.580743681577985
2023-06-06,42.73559300113254
2023-06-07,39.1742935843715
2023-06-08,40.95494329275202
2023-06-09,39.1742935843715
2023-06-10,34.425894362023435
2023-06-11,36.20654407040396
2023-06-12,40.95494329275202
2023-06-13,41.548493195545525
2023-06-14,45.10979261230657
2023-06-15,47.4839922234806
2023-06-16,43.32914290392605
2023-06-17,39.767843487165
2023-06-18,42.14204309833903
2023-06-19,46.29689241789359
2023-06-20,46.29689241789359
2023-06-21,46.89044232068709
2023-06-22,45.703342515100076
2023-06-23,45.10979261230657
2023-06-24,42.14204309833903
2023-06-25,42.73559300113254
2023-06-26,48.671092029067616
2023-06-27,51.04529164024164
2023-06-28,48.671092029067616
2023-06-29,48.671092029067616
2023-06-30,44.516242709513065
2023-07-01,39.767843487165
2023-07-02,37.98719377878448
2023-07-03,39.1742935843715
2023-07-04,40.36139338995851
2023-07-05,42.14204309833903
2023-07-06,44.516242709513065
2023-07-07,44.516242709513065
2023-07-08,51.04529164024164
2023-07-09,59.35499027935075
2023-07-10,49.26464193186112
2023-07-11,45.703342515100076
2023-07-12,43.32914290392605
2023-07-13,45.10979261230657
2023-07-14,44.516242709513065
2023-07-15,36.80009397319746
2023-07-16,44.516242709513065
2023-07-17,47.4839922234806
2023-07-18,51.04529164024164
2023-07-19,52.825941348622166
2023-07-20,45.703342515100076
2023-07-21,43.32914290392605
2023-07-22,36.20654407040396
2023-07-23,37.98719377878448
2023-07-24,36.20654407040396
2023-07-25,40.36139338995851
2023-07-26,41.548493195545525
2023-07-27,42.73559300113254
2023-07-28,42.73559300113254
2023-07-29,45.10979261230657
2023-07-30,40.36139338995851
2023-07-31,47.4839922234806
2023-08-01,46.89044232068709
2023-08-02,45.703342515100076
2023-08-03,43.32914290392605
2023-08-04,42.14204309833903
2023-08-05,37.98719377878448
2023-08-06,42.73559300113254
2023-08-07,45.10979261230657
2023-08-08,43.32914290392605
2023-08-09,40.36139338995851
2023-08-10,37.98719377878448
2023-08-11,37.98719377878448
2023-08-12,35.01944426481694
2023-08-13,38.580743681577985
2023-08-14,39.1742935843715
2023-08-15,40.36139338995851
2023-08-16,39.767843487165
2023-08-17,36.20654407040396
2023-08-18,35.01944426481694
2023-08-19,34.425894362023435
2023-08-20,35.01944426481694
2023-08-21,34.425894362023435
2023-08-22,35.61299416761045
2023-08-23,36.80009397319746
2023-08-24,36.20654407040396
2023-08-25,33.83234445922993
2023-08-26,28.490395334088362
2023-08-27,32.64524465364291
2023-08-28,35.61299416761045
2023-08-29,31.4581448480559
2023-08-30,36.20654407040396
2023-08-31,34.425894362023435
2023-09-01,34.425894362023435
2023-09-02,30.27104504246888
2023-09-03,29.083945236881867
2023-09-04,35.01944426481694
2023-09-05,38.580743681577985
2023-09-06,37.393643875990975
2023-09-07,35.01944426481694
2023-09-08,33.23879455643642
2023-09-09,32.05169475084941
2023-09-10,35.61299416761045
2023-09-11,35.01944426481694
2023-09-12,38.580743681577985
2023-09-13,35.61299416761045
2023-09-14,35.01944426481694
2023-09-15,33.23879455643642
2023-09-16,33.23879455643642
2023-09-17,33.23879455643642
2023-09-18,37.98719377878448
2023-09-19,36.20654407040396
2023-09-20,32.64524465364291
2023-09-21,36.20654407040396
2023-09-22,33.23879455643642
2023-09-23,33.23879455643642
2023-09-24,34.425894362023435
2023-09-25,36.20654407040396
2023-09-26,36.20654407040396
2023-09-27,36.80009397319746
2023-09-28,36.80009397319746
2023-09-29,35.01944426481694
2023-09-30,32.64524465364291
2023-10-01,33.83234445922993
2023-10-02,36.20654407040396
2023-10-03,35.01944426481694
2023-10-04,35.61299416761045
2023-10-05,35.61299416761045
2023-10-06,33.23879455643642
2023-10-07,32.05169475084941
2023-10-08,30.27104504246888
2023-10-09,33.23879455643642
2023-10-10,30.86459494526239
2023-10-11,33.23879455643642
2023-10-12,34.425894362023435
2023-10-13,34.425894362023435
2023-10-14,32.64524465364291
2023-10-15,33.23879455643642
2023-10-16,36.20654407040396
2023-10-17,37.393643875990975
2023-10-18,36.80009397319746
2023-10-19,37.98719377878448
2023-10-20,36.80009397319746
2023-10-21,32.64524465364291
2023-10-22,36.80009397319746
2023-10-23,36.80009397319746
2023-10-24,38.580743681577985
2023-10-25,34.425894362023435
2023-10-26,35.61299416761045
2023-10-27,30.86459494526239
2023-10-28,27.303295528501344
2023-10-29,29.083945236881867
2023-10-30,30.86459494526239
2023-10-31,30.86459494526239
2023-11-01,30.86459494526239
2023-11-02,30.86459494526239
2023-11-03,32.05169475084941
2023-11-04,30.86459494526239
2023-11-05,31.4581448480559
2023-11-06,30.27104504246888
2023-11-07,33.83234445922993
2023-11-08,35.61299416761045
2023-11-09,32.05169475084941
2023-11-10,32.05169475084941
2023-11-11,30.86459494526239
2023-11-12,32.05169475084941
2023-11-13,30.86459494526239
2023-11-14,36.20654407040396
2023-11-15,34.425894362023435
2023-11-16,45.703342515100076
2023-11-17,40.36139338995851
2023-11-18,36.80009397319746
2023-11-19,34.425894362023435
2023-11-20,32.64524465364291
2023-11-21,32.64524465364291
2023-11-22,34.425894362023435
2023-11-23,29.083945236881867
2023-11-24,40.95494329275202
2023-11-25,32.05169475084941
2023-11-26,35.61299416761045
2023-11-27,37.98719377878448
2023-11-28,42.73559300113254
2023-11-29,36.80009397319746
2023-11-30,32.64524465364291
2023-12-01,29.677495139675376
2023-12-02,30.86459494526239
2023-12-03,34.425894362023435
2023-12-04,32.64524465364291
2023-12-05,33.83234445922993
2023-12-06,33.83234445922993
2023-12-07,30.86459494526239
2023-12-08,27.896845431294853
2023-12-09,27.303295528501344
2023-12-10,30.86459494526239
2023-12-11,32.05169475084941
2023-12-12,28.490395334088362
2023-12-13,29.083945236881867
2023-12-14,30.86459494526239
2023-12-15,32.05169475084941
2023-12-16,29.083945236881867
2023-12-17,32.05169475084941
2023-12-18,30.86459494526239
2023-12-19,33.23879455643642
2023-12-20,32.64524465364291
2023-12-21,29.677495139675376
2023-12-22,28.529965327607933
2023-12-23,26.21512070671325
2023-12-24,24.197051037215324
2023-12-25,22.55489630615329
2023-12-26,33.83234445922993
2023-12-27,34.801809300459325
2023-12-28,32.48696467956465
2023-12-29,30.844809948502608
2023-12-30,27.560500486378533
2023-12-31,42.12225810157925
2024-01-01,50.412171743928575
2024-01-02,35.850414128727856
2024-01-03,35.17772423889521
2024-01-04,32.190189728167894
2024-01-05,30.844809948502608
2024-01-06,33.83234445922993
2024-01-07,33.15965456939729
2024-01-08,34.801809300459325
2024-01-09,33.83234445922993
2024-01-10,32.862879618000534
2024-01-11,30.172120058669968
2024-01-12,31.51749983833525
2024-01-13,28.82674027900468
2024-01-14,32.48696467956465
2024-01-15,32.190189728167894
2024-01-16,29.875345107273212
2024-01-17,32.862879618000534
2024-01-18,30.844809948502608
2024-01-19,27.560500486378533
2024-01-20,27.184585547942646
2024-01-21,27.065875567383944
2024-01-22,27.817705444255722
2024-01-23,32.32868470548638
2024-01-24,34.58417433610171
2024-01-25,36.08783408984526
2024-01-26,36.83966396671704
2024-01-27,34.58417433610171
2024-01-28,38.34332372046059
2024-01-29,33.080514582358155
2024-01-30,35.336004212973485
2024-01-31,35.336004212973485
2024-02-01,34.58417433610171
2024-02-02,33.080514582358155
2024-02-03,30.07319507487105
2024-02-04,39.09515359733236
2024-02-05,30.825024951742826
2024-02-06,33.080514582358155
2024-02-07,35.336004212973485
2024-02-08,37.591493843588815
2024-02-09,33.080514582358155
2024-02-10,34.58417433610171
2024-02-11,33.080514582358155
2024-02-12,29.321365197999274
2024-02-13,33.83234445922993
2024-02-14,32.32868470548638
2024-02-15,37.591493843588815
2024-02-16,36.08783408984526
2024-02-17,38.34332372046059
2024-02-18,41.35064322794769
2024-02-19,40.59881335107592
2024-02-20,39.09515359733236
2024-02-21,39.846983474204144
2024-02-22,40.59881335107592
2024-02-23,37.591493843588815
2024-02-24,37.591493843588815
2024-02-25,40.59881335107592
2024-02-26,36.83966396671704
2024-02-27,41.35064322794769
2024-02-28,39.846983474204144
2024-02-29,43.60613285856302
2024-03-01,47.36528224292191
2024-03-02,40.59881335107592
2024-03-03,41.35064322794769
2024-03-04,40.59881335107592
2024-03-05,39.09515359733236
2024-03-06,40.59881335107592
2024-03-07,41.35064322794769
2024-03-08,39.09515359733236
2024-03-09,43.60613285856302
2024-03-10,46.613452366050126
2024-03-11,39.09515359733236
2024-03-12,36.83966396671704
2024-03-13,37.591493843588815
2024-03-14,36.08783408984526
2024-03-15,33.080514582358155
2024-03-16,33.83234445922993
2024-03-17,35.336004212973485
2024-03-18,34.58417433610171
2024-03-19,41.35064322794769
2024-03-20,39.846983474204144
2024-03-21,35.336004212973485
2024-03-22,39.09515359733236
2024-03-23,38.34332372046059
2024-03-24,40.59881335107592
2024-03-25,38.34332372046059
2024-03-26,36.83966396671704
2024-03-27,39.09515359733236
2024-03-28,39.09515359733236
2024-03-29,44.3579627354348
2024-03-30,60.1463901497421
2024-03-31,41.35064322794769
2024-04-01,41.35064322794769
2024-04-02,42.102473104819474
2024-04-03,42.102473104819474
2024-04-04,40.59881335107592
2024-04-05,36.08783408984526
2024-04-06,35.336004212973485
2024-04-07,36.83966396671704
2024-04-08,30.825024951742826
2024-04-09,33.080514582358155
2024-04-10,34.58417433610171
2024-04-11,36.08783408984526
2024-04-12,36.08783408984526
2024-04-13,27.817705444255722
2024-04-14,34.58417433610171
2024-04-15,32.32868470548638
2024-04-16,34.58417433610171
2024-04-17,32.32868470548638
2024-04-18,32.32868470548638
2024-04-19,28.5695353211275
2024-04-20,28.5695353211275
2024-04-21,30.825024951742826
2024-04-22,33.080514582358155
2024-04-23,32.32868470548638
2024-04-24,33.080514582358155
2024-04-25,30.825024951742826
2024-04-26,27.065875567383944
2024-04-27,28.5695353211275
2024-04-28,30.825024951742826
2024-04-29,30.07319507487105
2024-04-30,31.576854828614604
2024-05-01,30.825024951742826
2024-05-02,32.32868470548638
2024-05-03,33.080514582358155
2024-05-04,28.5695353211275
2024-05-05,30.825024951742826
2024-05-06,33.080514582358155
2024-05-07,30.825024951742826
2024-05-08,30.825024951742826
2024-05-09,33.83234445922993
2024-05-10,29.321365197999274
2024-05-11,28.5695353211275
2024-05-12,29.321365197999274
2024-05-13,34.58417433610171
2024-05-14,34.58417433610171
2024-05-15,34.58417433610171
2024-05-16,40.59881335107592
2024-05-17,39.09515359733236
2024-05-18,30.825024951742826
2024-05-19,36.08783408984526
2024-05-20,33.83234445922993
2024-05-21,36.08783408984526
2024-05-22,35.336004212973485
2024-05-23,32.32868470548638
2024-05-24,32.32868470548638
2024-05-25,30.07319507487105
2024-05-26,27.065875567383944
2024-05-27,30.825024951742826
2024-05-28,33.080514582358155
2024-05-29,34.58417433610171
2024-05-30,33.83234445922993
2024-05-31,35.336004212973485
2024-06-01,31.576854828614604
2024-06-02,35.336004212973485
2024-06-03,32.32868470548638
2024-06-04,32.32868470548638
2024-06-05,36.08783408984526
2024-06-06,37.591493843588815
2024-06-07,33.83234445922993
2024-06-08,31.576854828614604
2024-06-09,32.32868470548638
2024-06-10,35.336004212973485
2024-06-11,37.591493843588815
2024-06-12,38.34332372046059
2024-06-13,38.34332372046059
2024-06-14,34.58417433610171
2024-06-15,30.07319507487105
2024-06-16,31.576854828614604
2024-06-17,36.08783408984526
2024-06-18,36.83966396671704
2024-06-19,35.336004212973485
2024-06-20,36.83966396671704
2024-06-21,32.32868470548638
2024-06-22,30.07319507487105
2024-06-23,32.32868470548638
2024-06-24,36.08783408984526
2024-06-25,36.08783408984526
2024-06-26,37.591493843588815
2024-06-27,41.35064322794769
2024-06-28,37.591493843588815
2024-06-29,32.32868470548638
2024-06-30,36.83966396671704
2024-07-01,35.336004212973485
2024-07-02,35.336004212973485
2024-07-03,34.58417433610171
2024-07-04,30.825024951742826
2024-07-05,31.576854828614604
2024-07-06,29.321365197999274
2024-07-07,36.83966396671704
2024-07-08,42.102473104819474
2024-07-09,42.85430298169125
2024-07-10,42.85430298169125
2024-07-11,39.846983474204144
2024-07-12,33.83234445922993
2024-07-13,29.321365197999274
2024-07-14,29.321365197999274
2024-07-15,34.58417433610171
2024-07-16,37.591493843588815
2024-07-17,35.336004212973485
2024-07-18,42.102473104819474
2024-07-19,75.18298768717763
2024-07-20,42.102473104819474
2024-07-21,40.59881335107592
2024-07-22,37.591493843588815
2024-07-23,40.59881335107592
2024-07-24,39.09515359733236
2024-07-25,37.591493843588815
2024-07-26,30.825024951742826
2024-07-27,25.562215813640393
2024-07-28,28.5695353211275
2024-07-29,30.07319507487105
2024-07-30,30.825024951742826
2024-07-31,33.83234445922993
2024-08-01,32.32868470548638
2024-08-02,30.825024951742826
2024-08-03,33.080514582358155
2024-08-04,38.34332372046059
2024-08-05,35.336004212973485
2024-08-06,33.080514582358155
2024-08-07,33.080514582358155
2024-08-08,32.32868470548638
2024-08-09,31.576854828614604
2024-08-10,27.817705444255722
2024-08-11,30.07319507487105
2024-08-12,28.5695353211275
2024-08-13,30.07319507487105
2024-08-14,30.825024951742826
2024-08-15,30.825024951742826
2024-08-16,27.065875567383944
2024-08-17,24.05855605989684
2024-08-18,27.71746146067282
2024-08-19,27.71746146067282
2024-08-20,30.035603581027466
2024-08-21,25.63739880132757
2024-08-22,29.183529720572785
2024-08-23,27.955540921682214
2024-08-24,26.251393200772856
2024-08-25,28.5695353211275
2024-08-26,26.48947266178225
2024-08-27,26.48947266178225
2024-08-28,26.251393200772856
2024-08-29,27.103467061227533
2024-08-30,27.71746146067282
2024-08-31,26.251393200772856
2024-09-01,24.785324940872894
2024-09-02,26.251393200772856
2024-09-03,25.63739880132757
2024-09-04,26.251393200772856
2024-09-05,25.63739880132757
2024-09-06,24.171330541427608
2024-09-07,22.705262281527645
2024-09-08,26.48947266178225
2024-09-09,25.63739880132757
2024-09-10,24.171330541427608
2024-09-11,24.171330541427608
2024-09-12,30.64959798047275
2024-09-13,30.035603581027466
2024-09-14,28.5695353211275
2024-09-15,30.035603581027466
2024-09-16,30.88767744148214
2024-09-17,30.950329931221457
2024-09-18,30.950329931221457
2024-09-19,30.474171009202667
2024-09-20,26.188740711033542
2024-09-21,24.284105022958375
2024-09-22,25.71258178901475
