Time,fashion_nova
2022-08-24,61.0
2022-08-25,61.0
2022-08-26,56.0
2022-08-27,62.0
2022-08-28,69.0
2022-08-29,62.407407407407405
2022-08-30,64.0
2022-08-31,66.18518518518519
2022-09-01,60.72222222222222
2022-09-02,56.94444444444444
2022-09-03,59.629629629629626
2022-09-04,64.0
2022-09-05,82.98148148148148
2022-09-06,73.24074074074073
2022-09-07,62.907407407407405
2022-09-08,56.94444444444444
2022-09-09,59.129629629629626
2022-09-10,64.0
2022-09-11,68.87037037037037
2022-09-12,66.68518518518519
2022-09-13,67.27777777777777
2022-09-14,71.05555555555556
2022-09-15,68.37037037037037
2022-09-16,68.87037037037037
2022-09-17,65.59259259259258
2022-09-18,72.64814814814815
2022-09-19,72.14814814814815
2022-09-20,77.01851851851852
2022-09-21,72.14814814814815
2022-09-22,74.83333333333333
2022-09-23,74.33333333333333
2022-09-24,79.2037037037037
2022-09-25,85.16666666666666
2022-09-26,79.7037037037037
2022-09-27,87.35185185185185
2022-09-28,75.85185185185185
2022-09-29,86.51851851851852
2022-09-30,84.14814814814814
2022-10-01,82.96296296296296
2022-10-02,92.44444444444444
2022-10-03,90.07407407407408
2022-10-04,88.88888888888889
2022-10-05,85.33333333333333
2022-10-06,86.51851851851852
2022-10-07,82.96296296296296
2022-10-08,91.25925925925925
2022-10-09,98.37037037037037
2022-10-10,92.44444444444444
2022-10-11,93.62962962962962
2022-10-12,88.88888888888889
2022-10-13,90.07407407407408
2022-10-14,86.51851851851852
2022-10-15,90.07407407407408
2022-10-16,96.0
2022-10-17,88.88888888888889
2022-10-18,92.44444444444444
2022-10-19,92.44444444444444
2022-10-20,88.88888888888889
2022-10-21,87.7037037037037
2022-10-22,88.88888888888889
2022-10-23,90.07407407407408
2022-10-24,79.4074074074074
2022-10-25,77.03703703703704
2022-10-26,80.59259259259258
2022-10-27,74.66666666666666
2022-10-28,65.18518518518518
2022-10-29,65.18518518518518
2022-10-30,64.0
2022-10-31,58.07407407407407
2022-11-01,55.7037037037037
2022-11-02,60.44444444444444
2022-11-03,60.44444444444444
2022-11-04,59.25925925925925
2022-11-05,60.44444444444444
2022-11-06,69.92592592592592
2022-11-07,66.37037037037037
2022-11-08,66.37037037037037
2022-11-09,65.18518518518518
2022-11-10,67.55555555555556
2022-11-11,67.55555555555556
2022-11-12,67.55555555555556
2022-11-13,77.03703703703704
2022-11-14,73.48148148148148
2022-11-15,78.22222222222221
2022-11-16,71.11111111111111
2022-11-17,73.48148148148148
2022-11-18,69.92592592592592
2022-11-19,73.48148148148148
2022-11-20,86.51851851851852
2022-11-21,88.88888888888889
2022-11-22,80.59259259259258
2022-11-23,77.03703703703704
2022-11-24,77.03703703703704
2022-11-25,118.5185185185185
2022-11-26,105.48148148148148
2022-11-27,103.1111111111111
2022-11-28,99.55555555555554
2022-11-29,92.44444444444444
2022-11-30,78.22222222222221
2022-12-01,78.22222222222221
2022-12-02,77.03703703703704
2022-12-03,78.22222222222221
2022-12-04,80.59259259259258
2022-12-05,81.77777777777777
2022-12-06,75.85185185185185
2022-12-07,80.59259259259258
2022-12-08,78.22222222222221
2022-12-09,71.11111111111111
2022-12-10,73.48148148148148
2022-12-11,80.59259259259258
2022-12-12,74.66666666666666
2022-12-13,72.29629629629629
2022-12-14,72.29629629629629
2022-12-15,82.96296296296296
2022-12-16,73.48148148148148
2022-12-17,75.85185185185185
2022-12-18,79.4074074074074
2022-12-19,75.85185185185185
2022-12-20,77.03703703703704
2022-12-21,73.48148148148148
2022-12-22,66.37037037037037
2022-12-23,60.44444444444444
2022-12-24,55.7037037037037
2022-12-25,65.18518518518518
2022-12-26,82.96296296296296
2022-12-27,90.07407407407408
2022-12-28,82.96296296296296
2022-12-29,78.22222222222221
2022-12-30,68.74074074074073
2022-12-31,59.25925925925925
2023-01-01,54.51851851851852
2023-01-02,69.92592592592592
2023-01-03,62.81481481481481
2023-01-04,64.0
2023-01-05,61.629629629629626
2023-01-06,68.74074074074073
2023-01-07,71.11111111111111
2023-01-08,73.48148148148148
2023-01-09,68.74074074074073
2023-01-10,68.74074074074073
2023-01-11,68.74074074074073
2023-01-12,66.37037037037037
2023-01-13,64.0
2023-01-14,68.74074074074073
2023-01-15,72.29629629629629
2023-01-16,74.66666666666666
2023-01-17,68.74074074074073
2023-01-18,64.0
2023-01-19,65.18518518518518
2023-01-20,65.18518518518518
2023-01-21,67.55555555555556
2023-01-22,74.66666666666666
2023-01-23,74.66666666666666
2023-01-24,68.74074074074073
2023-01-25,73.48148148148148
2023-01-26,69.92592592592592
2023-01-27,64.0
2023-01-28,67.55555555555556
2023-01-29,74.66666666666666
2023-01-30,66.37037037037037
2023-01-31,68.74074074074073
2023-02-01,67.55555555555556
2023-02-02,68.74074074074073
2023-02-03,66.37037037037037
2023-02-04,71.11111111111111
2023-02-05,75.85185185185185
2023-02-06,68.74074074074073
2023-02-07,66.37037037037037
2023-02-08,64.0
2023-02-09,62.81481481481481
2023-02-10,60.44444444444444
2023-02-11,60.44444444444444
2023-02-12,77.03703703703704
2023-02-13,67.55555555555556
2023-02-14,64.0
2023-02-15,65.18518518518518
2023-02-16,73.48148148148148
2023-02-17,67.55555555555556
2023-02-18,73.48148148148148
2023-02-19,78.22222222222221
2023-02-20,79.4074074074074
2023-02-21,81.77777777777777
2023-02-22,72.29629629629629
2023-02-23,75.85185185185185
2023-02-24,73.48148148148148
2023-02-25,75.85185185185185
2023-02-26,81.77777777777777
2023-02-27,74.66666666666666
2023-02-28,67.55555555555556
2023-03-01,68.74074074074073
2023-03-02,67.55555555555556
2023-03-03,65.18518518518518
2023-03-04,67.55555555555556
2023-03-05,73.48148148148148
2023-03-06,72.29629629629629
2023-03-07,79.4074074074074
2023-03-08,74.66666666666666
2023-03-09,78.22222222222221
2023-03-10,72.29629629629629
2023-03-11,72.29629629629629
2023-03-12,84.14814814814814
2023-03-13,74.66666666666666
2023-03-14,75.85185185185185
2023-03-15,75.85185185185185
2023-03-16,78.22222222222221
2023-03-17,69.92592592592592
2023-03-18,72.29629629629629
2023-03-19,82.96296296296296
2023-03-20,75.85185185185185
2023-03-21,73.48148148148148
2023-03-22,72.29629629629629
2023-03-23,69.92592592592592
2023-03-24,61.629629629629626
2023-03-25,66.37037037037037
2023-03-26,71.11111111111111
2023-03-27,64.0
2023-03-28,65.18518518518518
2023-03-29,67.55555555555556
2023-03-30,59.25925925925925
2023-03-31,60.44444444444444
2023-04-01,62.81481481481481
2023-04-02,69.92592592592592
2023-04-03,66.37037037037037
2023-04-04,66.37037037037037
2023-04-05,65.18518518518518
2023-04-06,67.55555555555556
2023-04-07,62.81481481481481
2023-04-08,65.18518518518518
2023-04-09,64.0
2023-04-10,61.629629629629626
2023-04-11,66.37037037037037
2023-04-12,67.55555555555556
2023-04-13,65.18518518518518
2023-04-14,66.37037037037037
2023-04-15,66.37037037037037
2023-04-16,75.85185185185185
2023-04-17,69.92592592592592
2023-04-18,69.92592592592592
2023-04-19,71.11111111111111
2023-04-20,68.74074074074073
2023-04-21,67.55555555555556
2023-04-22,69.92592592592592
2023-04-23,67.55555555555556
2023-04-24,64.0
2023-04-25,66.37037037037037
2023-04-26,74.84547095773092
2023-04-27,66.67816520696874
2023-04-28,62.890808627883956
2023-04-29,71.05811437864614
2023-04-30,76.10792315075918
2023-05-01,72.32056657167439
2023-05-02,74.17561135729525
2023-05-03,69.79566218561787
2023-05-04,68.5332099925896
2023-05-05,64.15326082091222
2023-05-06,66.67816520696874
2023-05-07,81.75032451546483
2023-05-08,75.4380635503235
2023-05-09,73.58301876470266
2023-05-10,75.4380635503235
2023-05-11,71.05811437864614
2023-05-12,66.67816520696874
2023-05-13,69.20306959302528
2023-05-14,64.74585341350482
2023-05-15,69.79566218561787
2023-05-16,85.53768109454963
2023-05-17,83.0127767084931
2023-05-18,81.75032451546483
2023-05-19,73.58301876470266
2023-05-20,68.5332099925896
2023-05-21,71.05811437864614
2023-05-22,63.48340122047655
2023-05-23,65.41571301394049
2023-05-24,67.27075779956135
2023-05-25,66.67816520696874
2023-05-26,64.30652164182445
2023-05-27,61.62708324008176
2023-05-28,66.98596004356713
2023-05-29,68.32567924443848
2023-05-30,66.98596004356713
2023-05-31,66.98596004356713
2023-06-01,68.32567924443848
2023-06-02,60.287364039210416
2023-06-03,60.287364039210416
2023-06-04,69.66539844530982
2023-06-05,61.62708324008176
2023-06-06,65.64624084269579
2023-06-07,66.98596004356713
2023-06-08,61.62708324008176
2023-06-09,58.94764483833907
2023-06-10,61.62708324008176
2023-06-11,64.30652164182445
2023-06-12,64.30652164182445
2023-06-13,64.30652164182445
2023-06-14,60.287364039210416
2023-06-15,62.9668024409531
2023-06-16,58.94764483833907
2023-06-17,54.92848723572504
2023-06-18,54.92848723572504
2023-06-19,62.9668024409531
2023-06-20,65.64624084269579
2023-06-21,60.287364039210416
2023-06-22,60.287364039210416
2023-06-23,60.287364039210416
2023-06-24,60.287364039210416
2023-06-25,66.98596004356713
2023-06-26,60.287364039210416
2023-06-27,64.30652164182445
2023-06-28,68.32567924443848
2023-06-29,62.9668024409531
2023-06-30,58.94764483833907
2023-07-01,58.94764483833907
2023-07-02,61.62708324008176
2023-07-03,64.30652164182445
2023-07-04,60.287364039210416
2023-07-05,56.26820643659639
2023-07-06,64.30652164182445
2023-07-07,64.30652164182445
2023-07-08,64.30652164182445
2023-07-09,66.98596004356713
2023-07-10,61.62708324008176
2023-07-11,62.9668024409531
2023-07-12,60.287364039210416
2023-07-13,66.98596004356713
2023-07-14,62.9668024409531
2023-07-15,60.287364039210416
2023-07-16,64.30652164182445
2023-07-17,61.62708324008176
2023-07-18,65.64624084269579
2023-07-19,61.62708324008176
2023-07-20,61.62708324008176
2023-07-21,61.62708324008176
2023-07-22,56.26820643659639
2023-07-23,61.62708324008176
2023-07-24,61.62708324008176
2023-07-25,60.287364039210416
2023-07-26,60.287364039210416
2023-07-27,58.94764483833907
2023-07-28,58.94764483833907
2023-07-29,57.60792563746773
2023-07-30,61.62708324008176
2023-07-31,60.287364039210416
2023-08-01,58.94764483833907
2023-08-02,62.9668024409531
2023-08-03,65.64624084269579
2023-08-04,61.62708324008176
2023-08-05,58.94764483833907
2023-08-06,60.287364039210416
2023-08-07,62.9668024409531
2023-08-08,62.9668024409531
2023-08-09,65.64624084269579
2023-08-10,61.62708324008176
2023-08-11,65.64624084269579
2023-08-12,57.60792563746773
2023-08-13,64.30652164182445
2023-08-14,60.287364039210416
2023-08-15,65.64624084269579
2023-08-16,64.30652164182445
2023-08-17,62.9668024409531
2023-08-18,56.26820643659639
2023-08-19,54.92848723572504
2023-08-20,62.9668024409531
2023-08-21,61.62708324008176
2023-08-22,58.94764483833907
2023-08-23,61.62708324008176
2023-08-24,57.60792563746773
2023-08-25,54.92848723572504
2023-08-26,56.26820643659639
2023-08-27,60.287364039210416
2023-08-28,56.26820643659639
2023-08-29,61.62708324008176
2023-08-30,62.9668024409531
2023-08-31,64.30652164182445
2023-09-01,56.26820643659639
2023-09-02,54.92848723572504
2023-09-03,61.62708324008176
2023-09-04,75.02427524879518
2023-09-05,68.32567924443848
2023-09-06,66.98596004356713
2023-09-07,65.64624084269579
2023-09-08,57.60792563746773
2023-09-09,60.287364039210416
2023-09-10,65.64624084269579
2023-09-11,62.9668024409531
2023-09-12,62.9668024409531
2023-09-13,68.32567924443848
2023-09-14,61.62708324008176
2023-09-15,61.62708324008176
2023-09-16,66.98596004356713
2023-09-17,66.98596004356713
2023-09-18,65.64624084269579
2023-09-19,68.32567924443848
2023-09-20,66.98596004356713
2023-09-21,68.32567924443848
2023-09-22,61.62708324008176
2023-09-23,75.02427524879518
2023-09-24,72.34483684705249
2023-09-25,68.32567924443848
2023-09-26,69.66539844530982
2023-09-27,69.66539844530982
2023-09-28,69.66539844530982
2023-09-29,64.30652164182445
2023-09-30,68.32567924443848
2023-10-01,79.04343285140921
2023-10-02,72.34483684705249
2023-10-03,75.02427524879518
2023-10-04,76.36399444966652
2023-10-05,75.02427524879518
2023-10-06,68.32567924443848
2023-10-07,77.70371365053786
2023-10-08,88.42146725750861
2023-10-09,80.38315205228055
2023-10-10,83.06259045402324
2023-10-11,79.04343285140921
2023-10-12,83.06259045402324
2023-10-13,79.04343285140921
2023-10-14,81.7228712531519
2023-10-15,89.76118645837995
2023-10-16,85.74202885576592
2023-10-17,85.74202885576592
2023-10-18,87.08174805663727
2023-10-19,89.76118645837995
2023-10-20,79.04343285140921
2023-10-21,75.02427524879518
2023-10-22,85.74202885576592
2023-10-23,88.42146725750861
2023-10-24,81.7228712531519
2023-10-25,84.40230965489458
2023-10-26,75.02427524879518
2023-10-27,65.64624084269579
2023-10-28,64.30652164182445
2023-10-29,60.287364039210416
2023-10-30,58.94764483833907
2023-10-31,61.62708324008176
2023-11-01,61.62708324008176
2023-11-02,66.98596004356713
2023-11-03,65.64624084269579
2023-11-04,64.30652164182445
2023-11-05,73.68455604792383
2023-11-06,68.32567924443848
2023-11-07,72.34483684705249
2023-11-08,69.66539844530982
2023-11-09,71.00511764618116
2023-11-10,69.66539844530982
2023-11-11,71.00511764618116
2023-11-12,76.36399444966652
2023-11-13,73.68455604792383
2023-11-14,72.34483684705249
2023-11-15,72.34483684705249
2023-11-16,72.34483684705249
2023-11-17,71.00511764618116
2023-11-18,72.34483684705249
2023-11-19,89.76118645837995
2023-11-20,84.40230965489458
2023-11-21,84.40230965489458
2023-11-22,96.45978246273667
2023-11-23,92.44062486012264
2023-11-24,133.97192008713427
2023-11-25,121.91444727929218
2023-11-26,107.1775360697074
2023-11-27,97.79950166360801
2023-11-28,92.44062486012264
2023-11-29,75.02427524879518
2023-11-30,71.00511764618116
2023-12-01,65.64624084269579
2023-12-02,69.66539844530982
2023-12-03,69.66539844530982
2023-12-04,65.64624084269579
2023-12-05,69.66539844530982
2023-12-06,68.32567924443848
2023-12-07,68.32567924443848
2023-12-08,62.9668024409531
2023-12-09,75.02427524879518
2023-12-10,77.70371365053786
2023-12-11,65.64624084269579
2023-12-12,66.98596004356713
2023-12-13,64.30652164182445
2023-12-14,64.30652164182445
2023-12-15,58.94764483833907
2023-12-16,62.9668024409531
2023-12-17,64.30652164182445
2023-12-18,60.287364039210416
2023-12-19,69.66539844530982
2023-12-20,62.9668024409531
2023-12-21,64.30652164182445
2023-12-22,56.28639737363137
2023-12-23,53.404086712193816
2023-12-24,48.02511325446029
2023-12-25,54.845242042912595
2023-12-26,65.98883682352121
2023-12-27,70.59651455097166
2023-12-28,67.04434428909843
2023-12-29,59.16870803506891
2023-12-30,53.404086712193816
2023-12-31,49.46626858517906
2024-01-01,46.969605788883065
2024-01-02,55.230889908054145
2024-01-03,57.34190483920859
2024-01-04,57.72755270435014
2024-01-05,60.22421550064613
2024-01-06,68.09985175467565
2024-01-07,69.92665495053599
2024-01-08,57.34190483920859
2024-01-09,57.72755270435014
2024-01-10,61.6653708313649
2024-01-11,61.6653708313649
2024-01-12,63.106526162083675
2024-01-13,69.92665495053599
2024-01-14,73.47882521240919
2024-01-15,63.106526162083675
2024-01-16,59.83856763550458
2024-01-17,60.22421550064613
2024-01-18,62.720878296942125
2024-01-19,62.05101869650645
2024-01-20,70.98216241611321
2024-01-21,70.18791145576216
2024-01-22,58.61847550151565
2024-01-23,54.76199685010015
2024-01-24,59.38977123179875
2024-01-25,55.53329258038325
2024-01-26,49.36292673811844
2024-01-27,53.21940538953394
2024-01-28,55.53329258038325
2024-01-29,51.67681392896774
2024-01-30,52.44810965925084
2024-01-31,50.13422246840154
2024-02-01,50.13422246840154
2024-02-02,49.36292673811844
2024-02-03,50.90551819868464
2024-02-04,57.84717977123255
2024-02-05,57.07588404094945
2024-02-06,53.21940538953394
2024-02-07,55.53329258038325
2024-02-08,49.36292673811844
2024-02-09,51.67681392896774
2024-02-10,55.53329258038325
2024-02-11,67.87402426491285
2024-02-12,64.78884134378045
2024-02-13,66.33143280434665
2024-02-14,50.13422246840154
2024-02-15,57.84717977123255
2024-02-16,53.21940538953394
2024-02-17,58.61847550151565
2024-02-18,65.56013707406355
2024-02-19,66.33143280434665
2024-02-20,59.38977123179875
2024-02-21,64.01754561349735
2024-02-22,66.33143280434665
2024-02-23,61.70365842264805
2024-02-24,62.47495415293115
2024-02-25,66.33143280434665
2024-02-26,63.24624988321425
2024-02-27,60.16106696208185
2024-02-28,60.16106696208185
2024-02-29,59.38977123179875
2024-03-01,57.84717977123255
2024-03-02,63.24624988321425
2024-03-03,74.81568583746076
2024-03-04,60.16106696208185
2024-03-05,63.24624988321425
2024-03-06,64.01754561349735
2024-03-07,61.70365842264805
2024-03-08,57.07588404094945
2024-03-09,64.78884134378045
2024-03-10,67.87402426491285
2024-03-11,61.70365842264805
2024-03-12,64.01754561349735
2024-03-13,61.70365842264805
2024-03-14,60.16106696208185
2024-03-15,60.16106696208185
2024-03-16,66.33143280434665
2024-03-17,71.73050291632836
2024-03-18,64.78884134378045
2024-03-19,60.16106696208185
2024-03-20,64.78884134378045
2024-03-21,61.70365842264805
2024-03-22,58.61847550151565
2024-03-23,68.64531999519595
2024-03-24,74.04439010717766
2024-03-25,64.78884134378045
2024-03-26,61.70365842264805
2024-03-27,64.01754561349735
2024-03-28,59.38977123179875
2024-03-29,57.07588404094945
2024-03-30,57.07588404094945
2024-03-31,59.38977123179875
2024-04-01,60.93236269236495
2024-04-02,59.38977123179875
2024-04-03,62.47495415293115
2024-04-04,59.38977123179875
2024-04-05,54.76199685010015
2024-04-06,59.38977123179875
2024-04-07,60.93236269236495
2024-04-08,57.84717977123255
2024-04-09,58.61847550151565
2024-04-10,62.47495415293115
2024-04-11,57.07588404094945
2024-04-12,53.99070111981704
2024-04-13,54.76199685010015
2024-04-14,65.56013707406355
2024-04-15,60.93236269236495
2024-04-16,58.61847550151565
2024-04-17,61.70365842264805
2024-04-18,62.47495415293115
2024-04-19,56.30458831066635
2024-04-20,60.93236269236495
2024-04-21,61.70365842264805
2024-04-22,60.93236269236495
2024-04-23,59.38977123179875
2024-04-24,61.70365842264805
2024-04-25,61.70365842264805
2024-04-26,60.93236269236495
2024-04-27,60.93236269236495
2024-04-28,71.73050291632836
2024-04-29,62.47495415293115
2024-04-30,60.16106696208185
2024-05-01,64.01754561349735
2024-05-02,60.16106696208185
2024-05-03,57.84717977123255
2024-05-04,54.76199685010015
2024-05-05,60.16106696208185
2024-05-06,60.16106696208185
2024-05-07,59.38977123179875
2024-05-08,61.70365842264805
2024-05-09,60.16106696208185
2024-05-10,52.44810965925084
2024-05-11,53.99070111981704
2024-05-12,54.76199685010015
2024-05-13,57.84717977123255
2024-05-14,60.16106696208185
2024-05-15,70.18791145576216
2024-05-16,73.27309437689456
2024-05-17,64.01754561349735
2024-05-18,60.93236269236495
2024-05-19,77.12957302831006
2024-05-20,73.27309437689456
2024-05-21,61.70365842264805
2024-05-22,58.61847550151565
2024-05-23,53.99070111981704
2024-05-24,55.53329258038325
2024-05-25,56.30458831066635
2024-05-26,57.07588404094945
2024-05-27,69.41661572547906
2024-05-28,59.38977123179875
2024-05-29,59.38977123179875
2024-05-30,61.70365842264805
2024-05-31,53.21940538953394
2024-06-01,55.53329258038325
2024-06-02,58.61847550151565
2024-06-03,57.07588404094945
2024-06-04,57.84717977123255
2024-06-05,63.24624988321425
2024-06-06,54.76199685010015
2024-06-07,50.13422246840154
2024-06-08,53.21940538953394
2024-06-09,56.30458831066635
2024-06-10,55.53329258038325
2024-06-11,57.84717977123255
2024-06-12,60.16106696208185
2024-06-13,55.53329258038325
2024-06-14,52.44810965925084
2024-06-15,52.44810965925084
2024-06-16,47.04903954726914
2024-06-17,53.21940538953394
2024-06-18,53.99070111981704
2024-06-19,57.84717977123255
2024-06-20,60.93236269236495
2024-06-21,56.30458831066635
2024-06-22,54.76199685010015
2024-06-23,55.53329258038325
2024-06-24,57.07588404094945
2024-06-25,60.93236269236495
2024-06-26,53.21940538953394
2024-06-27,56.30458831066635
2024-06-28,50.90551819868464
2024-06-29,50.13422246840154
2024-06-30,56.30458831066635
2024-07-01,53.99070111981704
2024-07-02,58.61847550151565
2024-07-03,53.99070111981704
2024-07-04,53.99070111981704
2024-07-05,50.90551819868464
2024-07-06,53.99070111981704
2024-07-07,57.07588404094945
2024-07-08,53.21940538953394
2024-07-09,53.99070111981704
2024-07-10,57.84717977123255
2024-07-11,56.30458831066635
2024-07-12,51.67681392896774
2024-07-13,53.21940538953394
2024-07-14,53.99070111981704
2024-07-15,54.76199685010015
2024-07-16,56.30458831066635
2024-07-17,58.61847550151565
2024-07-18,58.61847550151565
2024-07-19,51.67681392896774
2024-07-20,52.44810965925084
2024-07-21,53.21940538953394
2024-07-22,54.76199685010015
2024-07-23,57.07588404094945
2024-07-24,60.93236269236495
2024-07-25,59.38977123179875
2024-07-26,53.99070111981704
2024-07-27,52.44810965925084
2024-07-28,56.30458831066635
2024-07-29,58.61847550151565
2024-07-30,57.84717977123255
2024-07-31,63.24624988321425
2024-08-01,59.38977123179875
2024-08-02,60.16106696208185
2024-08-03,57.84717977123255
2024-08-04,59.38977123179875
2024-08-05,59.38977123179875
2024-08-06,58.61847550151565
2024-08-07,60.16106696208185
2024-08-08,58.61847550151565
2024-08-09,53.21940538953394
2024-08-10,58.61847550151565
2024-08-11,59.38977123179875
2024-08-12,56.30458831066635
2024-08-13,60.93236269236495
2024-08-14,61.70365842264805
2024-08-15,59.38977123179875
2024-08-16,53.21940538953394
2024-08-17,56.30458831066635
2024-08-18,58.058618493706234
2024-08-19,56.6803430007546
2024-08-20,56.6803430007546
2024-08-21,60.81516947960952
2024-08-22,59.43689398665788
2024-08-23,49.5676336384694
2024-08-24,54.695087745134416
2024-08-25,58.444266358847784
2024-08-26,53.31681225218277
2024-08-27,58.058618493706234
2024-08-28,52.32418462437268
2024-08-29,56.07336323808606
2024-08-30,52.32418462437268
2024-08-31,51.33155699656259
2024-09-01,54.695087745134416
2024-09-02,63.18607260037125
2024-09-03,58.444266358847784
2024-09-04,57.06599086589615
2024-09-05,61.80779710741961
2024-09-06,55.68771537294451
2024-09-07,64.17870022818134
2024-09-08,74.04796057636983
2024-09-09,62.8004247352297
2024-09-10,57.4516387310377
2024-09-11,58.444266358847784
2024-09-12,68.9205064697048
2024-09-13,65.55697572113299
2024-09-14,70.29878196265645
2024-09-15,67.92787884189471
2024-09-16,65.55697572113299
2024-09-17,67.98173341887659
2024-09-18,67.98173341887659
2024-09-19,64.33985484286534
2024-09-20,60.69797626685409
2024-09-21,66.7677738935395
2024-09-22,72.83757152022491
2024-09-23,64.33985484286534
2024-09-24,64.33985484286534
2024-09-25,63.125895317528254
