Time,stock_futures
2022-04-01,28.0
2022-04-02,5.0
2022-04-03,15.0
2022-04-04,36.0
2022-04-05,26.0
2022-04-06,32.0
2022-04-07,30.0
2022-04-08,27.0
2022-04-09,5.0
2022-04-10,14.0
2022-04-11,38.0
2022-04-12,33.0
2022-04-13,31.0
2022-04-14,27.0
2022-04-15,18.0
2022-04-16,5.0
2022-04-17,15.0
2022-04-18,37.0
2022-04-19,28.0
2022-04-20,28.0
2022-04-21,28.0
2022-04-22,29.0
2022-04-23,8.0
2022-04-24,21.0
2022-04-25,61.0
2022-04-26,34.0
2022-04-27,40.0
2022-04-28,33.0
2022-04-29,33.0
2022-04-30,8.0
2022-05-01,24.0
2022-05-02,56.0
2022-05-03,30.0
2022-05-04,28.0
2022-05-05,36.0
2022-05-06,44.0
2022-05-07,6.0
2022-05-08,21.0
2022-05-09,79.0
2022-05-10,51.0
2022-05-11,47.0
2022-05-12,51.0
2022-05-13,39.0
2022-05-14,8.0
2022-05-15,25.0
2022-05-16,68.0
2022-05-17,39.0
2022-05-18,43.0
2022-05-19,54.0
2022-05-20,39.0
2022-05-21,6.0
2022-05-22,24.0
2022-05-23,77.0
2022-05-24,44.0
2022-05-25,38.0
2022-05-26,41.0
2022-05-27,36.0
2022-05-28,6.0
2022-05-29,9.0
2022-05-30,34.0
2022-05-31,57.0
2022-06-01,35.0
2022-06-02,35.0
2022-06-03,37.0
2022-06-04,5.0
2022-06-05,19.0
2022-06-06,42.0
2022-06-07,36.0
2022-06-08,35.0
2022-06-09,34.0
2022-06-10,35.0
2022-06-11,8.0
2022-06-12,24.0
2022-06-13,84.0
2022-06-14,59.0
2022-06-15,46.0
2022-06-16,57.0
2022-06-17,49.0
2022-06-18,9.0
2022-06-19,17.0
2022-06-20,54.0
2022-06-21,60.0
2022-06-22,49.0
2022-06-23,43.0
2022-06-24,37.0
2022-06-25,9.0
2022-06-26,24.0
2022-06-27,65.0
2022-06-28,39.0
2022-06-29,40.0
2022-06-30,38.0
2022-07-01,36.0
2022-07-02,4.0
2022-07-03,6.0
2022-07-04,28.0
2022-07-05,51.0
2022-07-06,37.0
2022-07-07,36.0
2022-07-08,34.0
2022-07-09,6.0
2022-07-10,16.0
2022-07-11,45.0
2022-07-12,34.0
2022-07-13,38.0
2022-07-14,38.0
2022-07-15,34.0
2022-07-16,6.0
2022-07-17,22.0
2022-07-18,46.0
2022-07-19,33.0
2022-07-20,41.0
2022-07-21,37.0
2022-07-22,36.0
2022-07-23,5.0
2022-07-24,19.0
2022-07-25,43.0
2022-07-26,36.0
2022-07-27,37.0
2022-07-28,40.0
2022-07-29,40.0
2022-07-30,6.0
2022-07-31,20.0
2022-08-01,48.0
2022-08-02,36.0
2022-08-03,34.0
2022-08-04,37.0
2022-08-05,35.0
2022-08-06,5.0
2022-08-07,17.0
2022-08-08,42.0
2022-08-09,35.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,31.0
2022-08-13,6.0
2022-08-14,19.0
2022-08-15,40.0
2022-08-16,35.0
2022-08-17,34.0
2022-08-18,32.0
2022-08-19,29.0
2022-08-20,4.0
2022-08-21,16.0
2022-08-22,40.0
2022-08-23,35.0
2022-08-24,31.0
2022-08-25,31.0
2022-08-26,26.0
2022-08-27,8.0
2022-08-28,24.0
2022-08-29,46.02654645629852
2022-08-30,36.98610067618333
2022-08-31,37.310418231905835
2022-09-01,34.688830453293264
2022-09-02,26.29701978462309
2022-09-03,4.270222890057601
2022-09-04,7.891810668670173
2022-09-05,25.972702228900577
2022-09-06,39.783370899073375
2022-09-07,31.891560230403208
2022-09-08,31.067242674680692
2022-09-09,26.79701978462309
2022-09-10,5.094540445780115
2022-09-11,15.283621337340346
2022-09-12,34.188830453293264
2022-09-13,38.13473578762835
2022-09-14,42.904958677685954
2022-09-15,33.04019534184823
2022-09-16,33.04019534184823
2022-09-17,5.094540445780115
2022-09-18,16.107938893062858
2022-09-19,39.783370899073375
2022-09-20,29.918607563235664
2022-09-21,35.01314800901578
2022-09-22,35.837465564738295
2022-09-23,31.891560230403208
2022-09-24,7.067493112947659
2022-09-25,18.905209115952918
2022-09-26,47.999499123466066
2022-09-27,37.810418231905835
2022-09-28,38.918106686701734
2022-09-29,37.62083646381167
2022-09-30,34.37766090658653
2022-10-01,5.8377160030052595
2022-10-02,20.107688454795895
2022-10-03,44.10718757826196
2022-10-04,38.2694715752567
2022-10-05,42.8099173553719
2022-10-06,36.972201352366646
2022-10-07,35.67493112947658
2022-10-08,5.8377160030052595
2022-10-09,18.810418231905835
2022-10-10,42.8099173553719
2022-10-11,33.729025795141496
2022-10-12,33.729025795141496
2022-10-13,37.62083646381167
2022-10-14,35.67493112947658
2022-10-15,5.8377160030052595
2022-10-16,14.918607563235664
2022-10-17,37.62083646381167
2022-10-18,35.67493112947658
2022-10-19,36.972201352366646
2022-10-20,33.729025795141496
2022-10-21,31.783120460806412
2022-10-22,5.189080891560231
2022-10-23,15.567242674680692
2022-10-24,42.8099173553719
2022-10-25,33.729025795141496
2022-10-26,37.62083646381167
2022-10-27,36.972201352366646
2022-10-28,31.783120460806412
2022-10-29,6.486351114450288
2022-10-30,18.161783120460807
2022-10-31,43.45855246681693
2022-11-01,31.783120460806412
2022-11-02,30.485850237916356
2022-11-03,33.729025795141496
2022-11-04,27.89130979213624
2022-11-05,4.540445780115202
2022-11-06,13.621337340345605
2022-11-07,37.62083646381167
2022-11-08,28.53994490358127
2022-11-09,36.972201352366646
2022-11-10,34.37766090658653
2022-11-11,39.56674179814676
2022-11-12,5.8377160030052595
2022-11-13,17.51314800901578
2022-11-14,45.40445780115202
2022-11-15,32.43175557225144
2022-11-16,35.67493112947658
2022-11-17,35.02629601803156
2022-11-18,32.43175557225144
2022-11-19,3.891810668670173
2022-11-20,10.378161783120461
2022-11-21,37.62083646381167
2022-11-22,27.24267468069121
2022-11-23,27.89130979213624
2022-11-24,11.675432006010519
2022-11-25,25.945404457801153
2022-11-26,5.189080891560231
2022-11-27,11.675432006010519
2022-11-28,34.37766090658653
2022-11-29,28.53994490358127
2022-11-30,25.296769346356125
2022-12-01,31.783120460806412
2022-12-02,28.53994490358127
2022-12-03,3.891810668670173
2022-12-04,10.378161783120461
2022-12-05,35.67493112947658
2022-12-06,29.188580015026297
2022-12-07,28.53994490358127
2022-12-08,26.59403956924618
2022-12-09,26.59403956924618
2022-12-10,3.891810668670173
2022-12-11,10.378161783120461
2022-12-12,33.08039068369647
2022-12-13,31.134485349361384
2022-12-14,27.24267468069121
2022-12-15,29.837215126471328
2022-12-16,31.134485349361384
2022-12-17,5.189080891560231
2022-12-18,9.729526671675433
2022-12-19,35.02629601803156
2022-12-20,29.188580015026297
2022-12-21,27.89130979213624
2022-12-22,32.43175557225144
2022-12-23,25.945404457801153
2022-12-24,4.540445780115202
2022-12-25,5.8377160030052595
2022-12-26,25.945404457801153
2022-12-27,39.56674179814676
2022-12-28,27.89130979213624
2022-12-29,27.24267468069121
2022-12-30,27.89130979213624
2022-12-31,3.243175557225144
2023-01-01,5.8377160030052595
2023-01-02,22.05359378913098
2023-01-03,37.62083646381167
2023-01-04,25.945404457801153
2023-01-05,29.837215126471328
2023-01-06,26.59403956924618
2023-01-07,5.189080891560231
2023-01-08,12.324067117455549
2023-01-09,37.62083646381167
2023-01-10,30.485850237916356
2023-01-11,26.59403956924618
2023-01-12,33.08039068369647
2023-01-13,30.485850237916356
2023-01-14,4.540445780115202
2023-01-15,7.134986225895317
2023-01-16,23.999499123466066
2023-01-17,39.56674179814676
2023-01-18,25.296769346356125
2023-01-19,29.188580015026297
2023-01-20,25.296769346356125
2023-01-21,5.189080891560231
2023-01-22,11.02679689456549
2023-01-23,37.62083646381167
2023-01-24,31.134485349361384
2023-01-25,29.837215126471328
2023-01-26,29.837215126471328
2023-01-27,29.837215126471328
2023-01-28,4.540445780115202
2023-01-29,10.378161783120461
2023-01-30,36.972201352366646
2023-01-31,31.134485349361384
2023-02-01,29.188580015026297
2023-02-02,33.729025795141496
2023-02-03,36.323566240921615
2023-02-04,5.189080891560231
2023-02-05,12.972702228900577
2023-02-06,38.2694715752567
2023-02-07,32.43175557225144
2023-02-08,29.188580015026297
2023-02-09,31.134485349361384
2023-02-10,29.837215126471328
2023-02-11,3.243175557225144
2023-02-12,8.432256448785374
2023-02-13,31.134485349361384
2023-02-14,31.783120460806412
2023-02-15,26.59403956924618
2023-02-16,29.837215126471328
2023-02-17,26.59403956924618
2023-02-18,4.540445780115202
2023-02-19,6.486351114450288
2023-02-20,24.648134234911097
2023-02-21,35.02629601803156
2023-02-22,30.485850237916356
2023-02-23,28.53994490358127
2023-02-24,22.70222890057601
2023-02-25,4.540445780115202
2023-02-26,10.378161783120461
2023-02-27,35.02629601803156
2023-02-28,25.296769346356125
2023-03-01,25.945404457801153
2023-03-02,25.296769346356125
2023-03-03,23.999499123466066
2023-03-04,3.891810668670173
2023-03-05,10.378161783120461
2023-03-06,33.729025795141496
2023-03-07,23.350864012021038
2023-03-08,24.648134234911097
2023-03-09,25.296769346356125
2023-03-10,33.729025795141496
2023-03-11,7.134986225895317
2023-03-12,29.188580015026297
2023-03-13,64.86351114450288
2023-03-14,38.2694715752567
2023-03-15,38.918106686701734
2023-03-16,39.56674179814676
2023-03-17,34.37766090658653
2023-03-18,6.486351114450288
2023-03-19,21.40495867768595
2023-03-20,49.94490358126722
2023-03-21,30.485850237916356
2023-03-22,33.08039068369647
2023-03-23,34.37766090658653
2023-03-24,27.89130979213624
2023-03-25,4.540445780115202
2023-03-26,14.269972451790634
2023-03-27,37.62083646381167
2023-03-28,26.59403956924618
2023-03-29,25.296769346356125
2023-03-30,27.24267468069121
2023-03-31,29.188580015026297
2023-04-01,5.8377160030052595
2023-04-02,16.21587778612572
2023-04-03,38.2694715752567
2023-04-04,28.53994490358127
2023-04-05,29.188580015026297
2023-04-06,27.24267468069121
2023-04-07,22.70222890057601
2023-04-08,5.8377160030052595
2023-04-09,12.324067117455549
2023-04-10,35.67493112947658
2023-04-11,27.24267468069121
2023-04-12,27.24267468069121
2023-04-13,27.24267468069121
2023-04-14,25.945404457801153
2023-04-15,3.243175557225144
2023-04-16,11.02679689456549
2023-04-17,29.188580015026297
2023-04-18,23.999499123466066
2023-04-19,22.70222890057601
2023-04-20,23.350864012021038
2023-04-21,22.05359378913098
2023-04-22,3.891810668670173
2023-04-23,11.02679689456549
2023-04-24,25.945404457801153
2023-04-25,22.70222890057601
2023-04-26,24.648134234911097
2023-04-27,24.648134234911097
2023-04-28,22.002919171049335
2023-04-29,2.6452150638617584
2023-04-30,11.614622464312548
2023-05-01,30.972326571500126
2023-05-02,21.48603806661658
2023-05-03,23.938689581768095
2023-05-04,24.648134234911097
2023-05-05,23.938689581768095
2023-05-06,2.6452150638617584
2023-05-07,12.324067117455549
2023-05-08,30.262881918357127
2023-05-09,23.42180847733534
2023-05-10,22.002919171049335
2023-05-11,22.712363824192337
2023-05-12,21.810355622339095
2023-05-13,2.6452150638617584
2023-05-14,8.452526296018032
2023-05-15,27.100785750062613
2023-05-16,22.712363824192337
2023-05-17,22.712363824192337
2023-05-18,24.455570686200854
2023-05-19,23.938689581768095
2023-05-20,3.1620961682945157
2023-05-21,11.097741359879791
2023-05-22,26.39134109691961
2023-05-23,23.229244928625096
2023-05-24,22.712363824192337
2023-05-25,25.874459992486855
2023-05-26,21.952244552967695
2023-05-27,3.081016779363887
2023-05-28,11.938940020035062
2023-05-29,25.803515527172554
2023-05-30,38.51270974204859
2023-05-31,25.41838842975207
2023-06-01,32.350676183320815
2023-06-02,28.11427811169547
2023-06-03,4.236398071625345
2023-06-04,16.175338091660407
2023-06-05,33.506057475582274
2023-06-06,24.26300713749061
2023-06-07,24.26300713749061
2023-06-08,22.33737165038818
2023-06-09,20.79686326070624
2023-06-10,3.081016779363887
2023-06-11,10.013304532932633
2023-06-12,30.810167793638872
2023-06-13,24.648134234911097
2023-06-14,23.877880040070124
2023-06-15,28.499405209115956
2023-06-16,25.033261332331584
2023-06-17,3.851270974204859
2023-06-18,7.702541948409718
2023-06-19,27.729151014274983
2023-06-20,28.499405209115956
2023-06-21,23.107625845229155
2023-06-22,21.181990358126725
2023-06-23,24.26300713749061
2023-06-24,4.236398071625345
2023-06-25,11.938940020035062
2023-06-26,27.3440239168545
2023-06-27,21.952244552967695
2023-06-28,20.411736163285752
2023-06-29,21.952244552967695
2023-06-30,19.64148196844478
2023-07-01,3.466143876784373
2023-07-02,10.013304532932633
2023-07-03,26.958896819434013
2023-07-04,10.783558727773606
2023-07-05,27.3440239168545
2023-07-06,25.033261332331584
2023-07-07,23.49275294264964
2023-07-08,3.081016779363887
2023-07-09,9.243050338091662
2023-07-10,26.18864262459304
2023-07-11,19.64148196844478
2023-07-12,23.107625845229155
2023-07-13,22.722498747808668
2023-07-14,23.877880040070124
2023-07-15,3.466143876784373
2023-07-16,9.243050338091662
2023-07-17,26.18864262459304
2023-07-18,21.952244552967695
2023-07-19,21.567117455547212
2023-07-20,22.33737165038818
2023-07-21,20.79686326070624
2023-07-22,3.851270974204859
2023-07-23,9.243050338091662
2023-07-24,25.803515527172554
2023-07-25,19.64148196844478
2023-07-26,20.411736163285752
2023-07-27,22.33737165038818
2023-07-28,18.100973578762837
2023-07-29,2.6958896819434015
2023-07-30,10.013304532932633
2023-07-31,25.033261332331584
2023-08-01,21.181990358126725
2023-08-02,24.648134234911097
2023-08-03,25.41838842975207
2023-08-04,21.181990358126725
2023-08-05,3.466143876784373
2023-08-06,8.857923240671175
2023-08-07,25.803515527172554
2023-08-08,21.567117455547212
2023-08-09,21.181990358126725
2023-08-10,22.33737165038818
2023-08-11,20.026609065865266
2023-08-12,2.6958896819434015
2023-08-13,8.47279614325069
2023-08-14,21.952244552967695
2023-08-15,20.411736163285752
2023-08-16,21.181990358126725
2023-08-17,19.64148196844478
2023-08-18,19.256354871024296
2023-08-19,3.466143876784373
2023-08-20,7.702541948409718
2023-08-21,23.107625845229155
2023-08-22,18.87122777360381
2023-08-23,20.79686326070624
2023-08-24,21.181990358126725
2023-08-25,17.71584648134235
2023-08-26,3.851270974204859
2023-08-27,6.54716065614826
2023-08-28,20.79686326070624
2023-08-29,18.87122777360381
2023-08-30,19.256354871024296
2023-08-31,17.71584648134235
2023-09-01,17.71584648134235
2023-09-02,3.081016779363887
2023-09-03,3.851270974204859
2023-09-04,11.553812922614577
2023-09-05,23.877880040070124
2023-09-06,20.026609065865266
2023-09-07,19.64148196844478
2023-09-08,14.249702604557978
2023-09-09,2.6958896819434015
2023-09-10,6.54716065614826
2023-09-11,21.181990358126725
2023-09-12,16.94559228650138
2023-09-13,16.94559228650138
2023-09-14,16.175338091660407
2023-09-15,17.71584648134235
2023-09-16,2.6958896819434015
2023-09-17,7.702541948409718
2023-09-18,20.026609065865266
2023-09-19,16.560465189080894
2023-09-20,16.560465189080894
2023-09-21,19.64148196844478
2023-09-22,18.87122777360381
2023-09-23,3.081016779363887
2023-09-24,7.317414850989232
2023-09-25,21.181990358126725
2023-09-26,20.026609065865266
2023-09-27,18.100973578762837
2023-09-28,18.100973578762837
2023-09-29,19.64148196844478
2023-09-30,3.851270974204859
2023-10-01,10.013304532932633
2023-10-02,23.107625845229155
2023-10-03,18.87122777360381
2023-10-04,21.952244552967695
2023-10-05,19.64148196844478
2023-10-06,18.100973578762837
2023-10-07,5.391779363886803
2023-10-08,16.175338091660407
2023-10-09,31.19529489105936
2023-10-10,22.33737165038818
2023-10-11,18.87122777360381
2023-10-12,19.256354871024296
2023-10-13,17.330719383921867
2023-10-14,4.621525169045831
2023-10-15,8.47279614325069
2023-10-16,20.411736163285752
2023-10-17,19.256354871024296
2023-10-18,18.100973578762837
2023-10-19,17.71584648134235
2023-10-20,16.94559228650138
2023-10-21,6.162033558727774
2023-10-22,10.39843163035312
2023-10-23,21.952244552967695
2023-10-24,20.411736163285752
2023-10-25,21.181990358126725
2023-10-26,20.411736163285752
2023-10-27,20.79686326070624
2023-10-28,3.466143876784373
2023-10-29,8.087669045830204
2023-10-30,21.952244552967695
2023-10-31,19.64148196844478
2023-11-01,19.64148196844478
2023-11-02,18.486100676183323
2023-11-03,22.33737165038818
2023-11-04,5.0066522664663164
2023-11-05,8.47279614325069
2023-11-06,25.033261332331584
2023-11-07,18.486100676183323
2023-11-08,18.100973578762837
2023-11-09,19.256354871024296
2023-11-10,18.486100676183323
2023-11-11,3.081016779363887
2023-11-12,7.317414850989232
2023-11-13,24.26300713749061
2023-11-14,21.181990358126725
2023-11-15,23.49275294264964
2023-11-16,20.79686326070624
2023-11-17,17.71584648134235
2023-11-18,3.466143876784373
2023-11-19,6.162033558727774
2023-11-20,26.573769722013527
2023-11-21,19.64148196844478
2023-11-22,17.71584648134235
2023-11-23,6.54716065614826
2023-11-24,18.100973578762837
2023-11-25,2.6958896819434015
2023-11-26,7.317414850989232
2023-11-27,21.181990358126725
2023-11-28,20.411736163285752
2023-11-29,18.100973578762837
2023-11-30,19.256354871024296
2023-12-01,16.175338091660407
2023-12-02,4.621525169045831
2023-12-03,6.54716065614826
2023-12-04,24.648134234911097
2023-12-05,16.560465189080894
2023-12-06,17.71584648134235
2023-12-07,16.94559228650138
2023-12-08,14.249702604557978
2023-12-09,3.851270974204859
2023-12-10,7.702541948409718
2023-12-11,23.877880040070124
2023-12-12,21.567117455547212
2023-12-13,20.026609065865266
2023-12-14,24.26300713749061
2023-12-15,21.181990358126725
2023-12-16,3.466143876784373
2023-12-17,7.702541948409718
2023-12-18,23.107625845229155
2023-12-19,18.100973578762837
2023-12-20,21.567117455547212
2023-12-21,20.79686326070624
2023-12-22,21.703926121280716
2023-12-23,2.8542024124899226
2023-12-24,3.8084574515002068
2023-12-25,8.947734334890253
2023-12-26,26.081511514370717
2023-12-27,18.84972370879079
2023-12-28,18.657160160080547
2023-12-29,18.08803221849075
2023-12-30,3.2393295099104082
2023-12-31,2.4776380196103673
2024-01-01,9.709425825190294
2024-01-02,27.22833010209125
2024-01-03,21.896489669990956
2024-01-04,20.94223463098067
2024-01-05,16.564649237890666
2024-01-06,3.6158939027899635
2024-01-07,6.093531922400331
2024-01-08,20.94223463098067
2024-01-09,17.895468669780506
2024-01-10,17.895468669780506
2024-01-11,18.280595767200992
2024-01-12,17.326340728190708
2024-01-13,2.4776380196103673
2024-01-14,3.8084574515002068
2024-01-15,13.517883276690501
2024-01-16,20.373106689390873
2024-01-17,17.895468669780506
2024-01-18,16.564649237890666
2024-01-19,18.08803221849075
2024-01-20,3.8084574515002068
2024-01-21,8.28441664335022
2024-01-22,22.593863572773326
2024-01-23,17.321962072459552
2024-01-24,19.581348429736884
2024-01-25,18.075090858218662
2024-01-26,17.321962072459552
2024-01-27,3.0125151430364436
2024-01-28,6.778159071831999
2024-01-29,18.82821964397777
2024-01-30,17.321962072459552
2024-01-31,15.81570450094133
2024-02-01,16.56883328670044
2024-02-02,18.82821964397777
2024-02-03,3.7656439287955545
2024-02-04,6.778159071831999
2024-02-05,21.087606001255104
2024-02-06,15.81570450094133
2024-02-07,15.062575715182218
2024-02-08,15.81570450094133
2024-02-09,15.81570450094133
2024-02-10,3.0125151430364436
2024-02-11,6.025030286072887
2024-02-12,18.075090858218662
2024-02-13,18.82821964397777
2024-02-14,18.075090858218662
2024-02-15,16.56883328670044
2024-02-16,16.56883328670044
2024-02-17,3.0125151430364436
2024-02-18,5.271901500313776
2024-02-19,15.81570450094133
2024-02-20,21.840734787014217
2024-02-21,17.321962072459552
2024-02-22,19.581348429736884
2024-02-23,18.82821964397777
2024-02-24,2.2593863572773327
2024-02-25,8.28441664335022
2024-02-26,21.840734787014217
2024-02-27,15.81570450094133
2024-02-28,15.062575715182218
2024-02-29,14.309446929423107
2024-03-01,15.062575715182218
2024-03-02,2.2593863572773327
2024-03-03,8.28441664335022
2024-03-04,22.593863572773326
2024-03-05,16.56883328670044
2024-03-06,15.81570450094133
2024-03-07,15.81570450094133
2024-03-08,18.075090858218662
2024-03-09,3.7656439287955545
2024-03-10,9.037545429109331
2024-03-11,20.334477215495994
2024-03-12,15.81570450094133
2024-03-13,17.321962072459552
2024-03-14,15.062575715182218
2024-03-15,16.56883328670044
2024-03-16,3.7656439287955545
2024-03-17,6.778159071831999
2024-03-18,20.334477215495994
2024-03-19,13.556318143663997
2024-03-20,15.062575715182218
2024-03-21,15.81570450094133
2024-03-22,15.81570450094133
2024-03-23,3.0125151430364436
2024-03-24,8.28441664335022
2024-03-25,17.321962072459552
2024-03-26,16.56883328670044
2024-03-27,16.56883328670044
2024-03-28,15.062575715182218
2024-03-29,8.28441664335022
2024-03-30,3.0125151430364436
2024-03-31,7.531287857591109
2024-04-01,20.334477215495994
2024-04-02,15.062575715182218
2024-04-03,15.81570450094133
2024-04-04,15.81570450094133
2024-04-05,15.81570450094133
2024-04-06,2.2593863572773327
2024-04-07,9.037545429109331
2024-04-08,17.321962072459552
2024-04-09,15.062575715182218
2024-04-10,17.321962072459552
2024-04-11,16.56883328670044
2024-04-12,15.062575715182218
2024-04-13,4.5187727145546654
2024-04-14,18.82821964397777
2024-04-15,24.85324993005066
2024-04-16,18.82821964397777
2024-04-17,16.56883328670044
2024-04-18,16.56883328670044
2024-04-19,24.85324993005066
2024-04-20,3.7656439287955545
2024-04-21,10.543803000627552
2024-04-22,21.840734787014217
2024-04-23,17.321962072459552
2024-04-24,17.321962072459552
2024-04-25,16.56883328670044
2024-04-26,16.56883328670044
2024-04-27,3.0125151430364436
2024-04-28,9.037545429109331
2024-04-29,21.087606001255104
2024-04-30,17.321962072459552
2024-05-01,17.321962072459552
2024-05-02,16.56883328670044
2024-05-03,15.81570450094133
2024-05-04,2.2593863572773327
2024-05-05,9.790674214868442
2024-05-06,19.581348429736884
2024-05-07,16.56883328670044
2024-05-08,15.81570450094133
2024-05-09,12.803189357904886
2024-05-10,14.309446929423107
2024-05-11,2.2593863572773327
2024-05-12,7.531287857591109
2024-05-13,18.82821964397777
2024-05-14,15.81570450094133
2024-05-15,18.075090858218662
2024-05-16,15.062575715182218
2024-05-17,16.56883328670044
2024-05-18,2.2593863572773327
2024-05-19,6.025030286072887
2024-05-20,18.82821964397777
2024-05-21,14.309446929423107
2024-05-22,15.81570450094133
2024-05-23,17.321962072459552
2024-05-24,15.81570450094133
2024-05-25,2.2593863572773327
2024-05-26,3.7656439287955545
2024-05-27,12.050060572145775
2024-05-28,18.82821964397777
2024-05-29,15.81570450094133
2024-05-30,18.075090858218662
2024-05-31,18.075090858218662
2024-06-01,3.0125151430364436
2024-06-02,8.28441664335022
2024-06-03,18.82821964397777
2024-06-04,15.062575715182218
2024-06-05,15.062575715182218
2024-06-06,15.062575715182218
2024-06-07,14.309446929423107
2024-06-08,3.0125151430364436
2024-06-09,7.531287857591109
2024-06-10,18.82821964397777
2024-06-11,15.81570450094133
2024-06-12,17.321962072459552
2024-06-13,18.075090858218662
2024-06-14,15.81570450094133
2024-06-15,2.2593863572773327
2024-06-16,7.531287857591109
2024-06-17,19.581348429736884
2024-06-18,15.062575715182218
2024-06-19,12.803189357904886
2024-06-20,18.075090858218662
2024-06-21,15.062575715182218
2024-06-22,1.5062575715182218
2024-06-23,6.025030286072887
2024-06-24,19.581348429736884
2024-06-25,14.309446929423107
2024-06-26,15.062575715182218
2024-06-27,14.309446929423107
2024-06-28,16.56883328670044
2024-06-29,3.0125151430364436
2024-06-30,5.271901500313776
2024-07-01,19.581348429736884
2024-07-02,15.81570450094133
2024-07-03,14.309446929423107
2024-07-04,7.531287857591109
2024-07-05,18.82821964397777
2024-07-06,3.7656439287955545
2024-07-07,8.28441664335022
2024-07-08,18.82821964397777
2024-07-09,15.062575715182218
2024-07-10,15.062575715182218
2024-07-11,17.321962072459552
2024-07-12,15.81570450094133
2024-07-13,2.2593863572773327
2024-07-14,12.803189357904886
2024-07-15,23.34699235853244
2024-07-16,15.81570450094133
2024-07-17,19.581348429736884
2024-07-18,20.334477215495994
2024-07-19,18.82821964397777
2024-07-20,3.7656439287955545
2024-07-21,13.556318143663997
2024-07-22,24.10012114429155
2024-07-23,16.56883328670044
2024-07-24,17.321962072459552
2024-07-25,21.840734787014217
2024-07-26,15.062575715182218
2024-07-27,3.0125151430364436
2024-07-28,9.037545429109331
2024-07-29,21.087606001255104
2024-07-30,15.81570450094133
2024-07-31,17.321962072459552
2024-08-01,18.075090858218662
2024-08-02,22.593863572773326
2024-08-03,5.271901500313776
2024-08-04,17.321962072459552
2024-08-05,75.31287857591109
2024-08-06,50.459628645860434
2024-08-07,35.397052930678214
2024-08-08,26.35950750156888
2024-08-09,21.840734787014217
2024-08-10,6.025030286072887
2024-08-11,15.062575715182218
2024-08-12,27.112636287327994
2024-08-13,18.82821964397777
2024-08-14,21.840734787014217
2024-08-15,19.581348429736884
2024-08-16,18.82821964397777
2024-08-17,3.0125151430364436
2024-08-18,10.277069889004533
2024-08-19,23.352222419544653
2024-08-20,21.76489890233708
2024-08-21,18.213687475042384
2024-08-22,19.801010992249957
2024-08-23,16.626363957834815
2024-08-24,2.7980826415355855
2024-08-25,11.487829013332549
2024-08-26,23.72878681242421
2024-08-27,17.00292835071437
2024-08-28,19.801010992249957
2024-08-29,18.966816260801497
2024-08-30,15.415604833506801
2024-08-31,3.174647034415141
2024-09-01,3.5512114272946964
2024-09-02,11.864393406212105
2024-09-03,20.17757538512951
2024-09-04,21.388334509457525
2024-09-05,18.213687475042384
2024-09-06,17.00292835071437
2024-09-07,4.761970551622712
2024-09-08,10.277069889004533
2024-09-09,20.17757538512951
2024-09-10,16.626363957834815
2024-09-11,18.213687475042384
2024-09-12,15.415604833506801
2024-09-13,16.626363957834815
2024-09-14,1.9638879100871258
2024-09-15,8.313181978917408
2024-09-16,20.554139778009066
2024-09-17,15.015505166072272
2024-09-18,16.683894628969192
