Time,weather_channel
2022-04-22,13.0
2022-04-23,11.0
2022-04-24,13.0
2022-04-25,16.0
2022-04-26,13.0
2022-04-27,10.0
2022-04-28,13.0
2022-04-29,13.0
2022-04-30,14.0
2022-05-01,14.0
2022-05-02,16.0
2022-05-03,17.0
2022-05-04,16.0
2022-05-05,20.0
2022-05-06,21.0
2022-05-07,13.0
2022-05-08,10.0
2022-05-09,11.0
2022-05-10,12.0
2022-05-11,13.0
2022-05-12,16.0
2022-05-13,17.0
2022-05-14,15.0
2022-05-15,15.0
2022-05-16,25.0
2022-05-17,13.0
2022-05-18,15.0
2022-05-19,18.0
2022-05-20,21.0
2022-05-21,20.0
2022-05-22,18.0
2022-05-23,18.0
2022-05-24,19.0
2022-05-25,18.0
2022-05-26,20.0
2022-05-27,20.0
2022-05-28,14.0
2022-05-29,11.0
2022-05-30,12.0
2022-05-31,16.0
2022-06-01,19.0
2022-06-02,21.0
2022-06-03,18.0
2022-06-04,15.0
2022-06-05,11.0
2022-06-06,16.0
2022-06-07,16.0
2022-06-08,20.0
2022-06-09,16.0
2022-06-10,15.0
2022-06-11,15.0
2022-06-12,15.0
2022-06-13,19.0
2022-06-14,18.0
2022-06-15,17.0
2022-06-16,21.0
2022-06-17,16.0
2022-06-18,11.0
2022-06-19,10.0
2022-06-20,12.0
2022-06-21,13.0
2022-06-22,17.0
2022-06-23,14.0
2022-06-24,13.0
2022-06-25,14.0
2022-06-26,16.0
2022-06-27,17.0
2022-06-28,13.0
2022-06-29,14.0
2022-06-30,15.0
2022-07-01,18.0
2022-07-02,18.0
2022-07-03,14.0
2022-07-04,14.0
2022-07-05,18.0
2022-07-06,17.0
2022-07-07,14.0
2022-07-08,15.0
2022-07-09,13.0
2022-07-10,11.0
2022-07-11,13.0
2022-07-12,16.0
2022-07-13,14.0
2022-07-14,14.0
2022-07-15,15.0
2022-07-16,14.0
2022-07-17,14.0
2022-07-18,17.0
2022-07-19,14.0
2022-07-20,15.0
2022-07-21,17.0
2022-07-22,13.0
2022-07-23,18.0
2022-07-24,17.0
2022-07-25,19.0
2022-07-26,15.0
2022-07-27,15.0
2022-07-28,16.0
2022-07-29,15.0
2022-07-30,11.0
2022-07-31,13.0
2022-08-01,16.0
2022-08-02,14.0
2022-08-03,16.0
2022-08-04,17.0
2022-08-05,16.0
2022-08-06,16.0
2022-08-07,15.0
2022-08-08,16.0
2022-08-09,16.0
2022-08-10,15.0
2022-08-11,13.0
2022-08-12,13.0
2022-08-13,11.0
2022-08-14,12.0
2022-08-15,13.0
2022-08-16,13.0
2022-08-17,16.0
2022-08-18,16.0
2022-08-19,18.0
2022-08-20,16.0
2022-08-21,18.0
2022-08-22,19.0
2022-08-23,14.0
2022-08-24,13.0
2022-08-25,14.0
2022-08-26,15.0
2022-08-27,11.0
2022-08-28,14.0
2022-08-29,20.669456066945607
2022-08-30,17.535564853556487
2022-08-31,12.401673640167363
2022-09-01,12.901673640167363
2022-09-02,14.968619246861923
2022-09-03,14.968619246861923
2022-09-04,16.535564853556487
2022-09-05,14.468619246861923
2022-09-06,14.968619246861923
2022-09-07,12.901673640167363
2022-09-08,14.468619246861923
2022-09-09,14.968619246861923
2022-09-10,14.968619246861923
2022-09-11,14.968619246861923
2022-09-12,14.968619246861923
2022-09-13,12.401673640167363
2022-09-14,10.334728033472803
2022-09-15,10.834728033472803
2022-09-16,12.401673640167363
2022-09-17,10.834728033472803
2022-09-18,12.901673640167363
2022-09-19,17.035564853556487
2022-09-20,14.968619246861923
2022-09-21,16.535564853556487
2022-09-22,21.169456066945607
2022-09-23,29.437238493723846
2022-09-24,33.57112970711297
2022-09-25,42.83891213389121
2022-09-26,70.2092050209205
2022-09-27,101.2133891213389
2022-09-28,213.38912133891213
2022-09-29,106.69456066945607
2022-09-30,57.61506276150627
2022-10-01,19.20502092050209
2022-10-02,12.803347280334727
2022-10-03,14.937238493723848
2022-10-04,12.803347280334727
2022-10-05,12.803347280334727
2022-10-06,10.669456066945607
2022-10-07,10.669456066945607
2022-10-08,8.535564853556485
2022-10-09,8.535564853556485
2022-10-10,10.669456066945607
2022-10-11,12.803347280334727
2022-10-12,19.20502092050209
2022-10-13,17.07112970711297
2022-10-14,10.669456066945607
2022-10-15,10.669456066945607
2022-10-16,10.669456066945607
2022-10-17,14.937238493723848
2022-10-18,12.803347280334727
2022-10-19,12.803347280334727
2022-10-20,10.669456066945607
2022-10-21,8.535564853556485
2022-10-22,8.535564853556485
2022-10-23,10.669456066945607
2022-10-24,14.937238493723848
2022-10-25,14.937238493723848
2022-10-26,10.669456066945607
2022-10-27,10.669456066945607
2022-10-28,12.803347280334727
2022-10-29,10.669456066945607
2022-10-30,10.669456066945607
2022-10-31,12.803347280334727
2022-11-01,10.669456066945607
2022-11-02,10.669456066945607
2022-11-03,12.803347280334727
2022-11-04,21.338912133891213
2022-11-05,17.07112970711297
2022-11-06,10.669456066945607
2022-11-07,23.472803347280333
2022-11-08,29.874476987447697
2022-11-09,34.14225941422594
2022-11-10,40.54393305439331
2022-11-11,23.472803347280333
2022-11-12,14.937238493723848
2022-11-13,10.669456066945607
2022-11-14,17.07112970711297
2022-11-15,17.07112970711297
2022-11-16,14.937238493723848
2022-11-17,14.937238493723848
2022-11-18,19.20502092050209
2022-11-19,14.937238493723848
2022-11-20,10.669456066945607
2022-11-21,10.669456066945607
2022-11-22,10.669456066945607
2022-11-23,8.535564853556485
2022-11-24,8.535564853556485
2022-11-25,10.669456066945607
2022-11-26,10.669456066945607
2022-11-27,10.669456066945607
2022-11-28,12.803347280334727
2022-11-29,19.20502092050209
2022-11-30,17.07112970711297
2022-12-01,12.803347280334727
2022-12-02,12.803347280334727
2022-12-03,10.669456066945607
2022-12-04,8.535564853556485
2022-12-05,10.669456066945607
2022-12-06,12.803347280334727
2022-12-07,12.803347280334727
2022-12-08,12.803347280334727
2022-12-09,12.803347280334727
2022-12-10,12.803347280334727
2022-12-11,14.937238493723848
2022-12-12,19.20502092050209
2022-12-13,29.874476987447697
2022-12-14,34.14225941422594
2022-12-15,34.14225941422594
2022-12-16,21.338912133891213
2022-12-17,14.937238493723848
2022-12-18,17.07112970711297
2022-12-19,36.27615062761506
2022-12-20,44.81171548117155
2022-12-21,55.48117154811715
2022-12-22,70.418410041841
2022-12-23,53.34728033472803
2022-12-24,23.472803347280333
2022-12-25,14.937238493723848
2022-12-26,19.20502092050209
2022-12-27,17.07112970711297
2022-12-28,12.803347280334727
2022-12-29,12.803347280334727
2022-12-30,12.803347280334727
2022-12-31,12.803347280334727
2023-01-01,12.803347280334727
2023-01-02,17.07112970711297
2023-01-03,23.472803347280333
2023-01-04,19.20502092050209
2023-01-05,17.07112970711297
2023-01-06,12.803347280334727
2023-01-07,8.535564853556485
2023-01-08,10.669456066945607
2023-01-09,12.803347280334727
2023-01-10,14.937238493723848
2023-01-11,14.937238493723848
2023-01-12,27.740585774058577
2023-01-13,17.07112970711297
2023-01-14,12.803347280334727
2023-01-15,12.803347280334727
2023-01-16,14.937238493723848
2023-01-17,17.07112970711297
2023-01-18,17.07112970711297
2023-01-19,17.07112970711297
2023-01-20,14.937238493723848
2023-01-21,12.803347280334727
2023-01-22,14.937238493723848
2023-01-23,25.606694560669453
2023-01-24,38.41004184100418
2023-01-25,36.27615062761506
2023-01-26,17.07112970711297
2023-01-27,14.937238493723848
2023-01-28,12.803347280334727
2023-01-29,14.937238493723848
2023-01-30,27.740585774058577
2023-01-31,25.606694560669453
2023-02-01,19.20502092050209
2023-02-02,17.07112970711297
2023-02-03,14.937238493723848
2023-02-04,10.669456066945607
2023-02-05,10.669456066945607
2023-02-06,10.669456066945607
2023-02-07,12.803347280334727
2023-02-08,12.803347280334727
2023-02-09,17.07112970711297
2023-02-10,12.803347280334727
2023-02-11,10.669456066945607
2023-02-12,10.669456066945607
2023-02-13,12.803347280334727
2023-02-14,14.937238493723848
2023-02-15,17.07112970711297
2023-02-16,27.740585774058577
2023-02-17,14.937238493723848
2023-02-18,8.535564853556485
2023-02-19,8.535564853556485
2023-02-20,14.937238493723848
2023-02-21,25.606694560669453
2023-02-22,36.27615062761506
2023-02-23,23.472803347280333
2023-02-24,17.07112970711297
2023-02-25,14.937238493723848
2023-02-26,17.07112970711297
2023-02-27,38.41004184100418
2023-02-28,19.20502092050209
2023-03-01,19.20502092050209
2023-03-02,32.00836820083682
2023-03-03,42.67782426778243
2023-03-04,14.937238493723848
2023-03-05,10.669456066945607
2023-03-06,17.07112970711297
2023-03-07,12.803347280334727
2023-03-08,14.937238493723848
2023-03-09,21.338912133891213
2023-03-10,21.338912133891213
2023-03-11,14.937238493723848
2023-03-12,19.20502092050209
2023-03-13,29.874476987447697
2023-03-14,25.606694560669453
2023-03-15,14.937238493723848
2023-03-16,19.20502092050209
2023-03-17,14.937238493723848
2023-03-18,10.669456066945607
2023-03-19,10.669456066945607
2023-03-20,14.937238493723848
2023-03-21,14.937238493723848
2023-03-22,14.937238493723848
2023-03-23,14.937238493723848
2023-03-24,17.07112970711297
2023-03-25,17.07112970711297
2023-03-26,14.937238493723848
2023-03-27,17.07112970711297
2023-03-28,14.937238493723848
2023-03-29,14.937238493723848
2023-03-30,17.07112970711297
2023-03-31,42.67782426778243
2023-04-01,36.27615062761506
2023-04-02,12.803347280334727
2023-04-03,19.20502092050209
2023-04-04,29.874476987447697
2023-04-05,40.54393305439331
2023-04-06,19.20502092050209
2023-04-07,14.937238493723848
2023-04-08,10.669456066945607
2023-04-09,8.535564853556485
2023-04-10,12.803347280334727
2023-04-11,12.803347280334727
2023-04-12,12.803347280334727
2023-04-13,14.937238493723848
2023-04-14,14.937238493723848
2023-04-15,17.07112970711297
2023-04-16,17.07112970711297
2023-04-17,14.937238493723848
2023-04-18,12.803347280334727
2023-04-19,14.937238493723848
2023-04-20,19.20502092050209
2023-04-21,17.07112970711297
2023-04-22,17.07112970711297
2023-04-23,12.803347280334727
2023-04-24,12.803347280334727
2023-04-25,17.07112970711297
2023-04-26,17.00392053503772
2023-04-27,19.01179455078575
2023-04-28,19.48225875531249
2023-04-29,15.466510723816427
2023-04-30,14.996046519289692
2023-05-01,12.988172503541659
2023-05-02,12.988172503541659
2023-05-03,12.517708299014924
2023-05-04,12.988172503541659
2023-05-05,14.525582314762955
2023-05-06,12.988172503541659
2023-05-07,16.533456330510987
2023-05-08,16.533456330510987
2023-05-09,16.533456330510987
2023-05-10,14.996046519289692
2023-05-11,14.996046519289692
2023-05-12,19.01179455078575
2023-05-13,17.00392053503772
2023-05-14,12.988172503541659
2023-05-15,14.996046519289692
2023-05-16,14.996046519289692
2023-05-17,13.458636708068394
2023-05-18,16.533456330510987
2023-05-19,17.00392053503772
2023-05-20,14.525582314762955
2023-05-21,10.509834283266894
2023-05-22,10.980298487793629
2023-05-23,12.047244094488189
2023-05-24,15.466510723816427
2023-05-25,12.517708299014924
2023-05-26,11.291140908641651
2023-05-27,10.35021249958818
2023-05-28,10.35021249958818
2023-05-29,10.35021249958818
2023-05-30,12.232069317695121
2023-05-31,13.172997726748592
2023-06-01,15.054854544855534
2023-06-02,15.995782953909005
2023-06-03,14.113926135802062
2023-06-04,13.172997726748592
2023-06-05,13.172997726748592
2023-06-06,15.995782953909005
2023-06-07,15.054854544855534
2023-06-08,16.936711362962477
2023-06-09,13.172997726748592
2023-06-10,14.113926135802062
2023-06-11,17.877639772015947
2023-06-12,18.818568181069416
2023-06-13,15.054854544855534
2023-06-14,19.75949659012289
2023-06-15,18.818568181069416
2023-06-16,23.523210226336772
2023-06-17,15.054854544855534
2023-06-18,17.877639772015947
2023-06-19,19.75949659012289
2023-06-20,20.70042499917636
2023-06-21,20.70042499917636
2023-06-22,20.70042499917636
2023-06-23,19.75949659012289
2023-06-24,16.936711362962477
2023-06-25,21.64135340822983
2023-06-26,23.523210226336772
2023-06-27,18.818568181069416
2023-06-28,15.054854544855534
2023-06-29,19.75949659012289
2023-06-30,16.936711362962477
2023-07-01,18.818568181069416
2023-07-02,19.75949659012289
2023-07-03,18.818568181069416
2023-07-04,16.936711362962477
2023-07-05,17.877639772015947
2023-07-06,15.995782953909005
2023-07-07,16.936711362962477
2023-07-08,16.936711362962477
2023-07-09,15.995782953909005
2023-07-10,15.995782953909005
2023-07-11,15.054854544855534
2023-07-12,16.936711362962477
2023-07-13,18.818568181069416
2023-07-14,21.64135340822983
2023-07-15,18.818568181069416
2023-07-16,16.936711362962477
2023-07-17,15.995782953909005
2023-07-18,15.995782953909005
2023-07-19,15.054854544855534
2023-07-20,17.877639772015947
2023-07-21,16.936711362962477
2023-07-22,12.232069317695121
2023-07-23,12.232069317695121
2023-07-24,14.113926135802062
2023-07-25,15.054854544855534
2023-07-26,16.936711362962477
2023-07-27,15.995782953909005
2023-07-28,17.877639772015947
2023-07-29,20.70042499917636
2023-07-30,12.232069317695121
2023-07-31,12.232069317695121
2023-08-01,11.291140908641651
2023-08-02,11.291140908641651
2023-08-03,14.113926135802062
2023-08-04,15.995782953909005
2023-08-05,14.113926135802062
2023-08-06,15.995782953909005
2023-08-07,32.93249431687148
2023-08-08,15.995782953909005
2023-08-09,16.936711362962477
2023-08-10,18.818568181069416
2023-08-11,15.054854544855534
2023-08-12,17.877639772015947
2023-08-13,15.054854544855534
2023-08-14,19.75949659012289
2023-08-15,15.995782953909005
2023-08-16,13.172997726748592
2023-08-17,16.936711362962477
2023-08-18,18.818568181069416
2023-08-19,20.70042499917636
2023-08-20,32.93249431687148
2023-08-21,24.464138635390242
2023-08-22,17.877639772015947
2023-08-23,15.995782953909005
2023-08-24,20.70042499917636
2023-08-25,18.818568181069416
2023-08-26,15.995782953909005
2023-08-27,20.70042499917636
2023-08-28,52.69199090699437
2023-08-29,75.27427272427767
2023-08-30,94.09284090534709
2023-08-31,17.877639772015947
2023-09-01,12.232069317695121
2023-09-02,9.409284090534708
2023-09-03,10.35021249958818
2023-09-04,10.35021249958818
2023-09-05,14.113926135802062
2023-09-06,16.936711362962477
2023-09-07,19.75949659012289
2023-09-08,23.523210226336772
2023-09-09,20.70042499917636
2023-09-10,16.936711362962477
2023-09-11,16.936711362962477
2023-09-12,16.936711362962477
2023-09-13,16.936711362962477
2023-09-14,14.113926135802062
2023-09-15,15.995782953909005
2023-09-16,14.113926135802062
2023-09-17,12.232069317695121
2023-09-18,12.232069317695121
2023-09-19,11.291140908641651
2023-09-20,12.232069317695121
2023-09-21,15.054854544855534
2023-09-22,19.75949659012289
2023-09-23,19.75949659012289
2023-09-24,13.172997726748592
2023-09-25,14.113926135802062
2023-09-26,13.172997726748592
2023-09-27,13.172997726748592
2023-09-28,12.232069317695121
2023-09-29,13.172997726748592
2023-09-30,9.409284090534708
2023-10-01,8.468355681481238
2023-10-02,10.35021249958818
2023-10-03,11.291140908641651
2023-10-04,14.113926135802062
2023-10-05,15.995782953909005
2023-10-06,14.113926135802062
2023-10-07,11.291140908641651
2023-10-08,8.468355681481238
2023-10-09,11.291140908641651
2023-10-10,11.291140908641651
2023-10-11,14.113926135802062
2023-10-12,15.054854544855534
2023-10-13,14.113926135802062
2023-10-14,12.232069317695121
2023-10-15,8.468355681481238
2023-10-16,10.35021249958818
2023-10-17,9.409284090534708
2023-10-18,9.409284090534708
2023-10-19,12.232069317695121
2023-10-20,13.172997726748592
2023-10-21,9.409284090534708
2023-10-22,8.468355681481238
2023-10-23,12.232069317695121
2023-10-24,13.172997726748592
2023-10-25,14.113926135802062
2023-10-26,13.172997726748592
2023-10-27,14.113926135802062
2023-10-28,11.291140908641651
2023-10-29,12.232069317695121
2023-10-30,17.877639772015947
2023-10-31,12.232069317695121
2023-11-01,11.291140908641651
2023-11-02,9.409284090534708
2023-11-03,9.409284090534708
2023-11-04,7.527427272427767
2023-11-05,7.527427272427767
2023-11-06,9.409284090534708
2023-11-07,9.409284090534708
2023-11-08,10.35021249958818
2023-11-09,12.232069317695121
2023-11-10,11.291140908641651
2023-11-11,8.468355681481238
2023-11-12,7.527427272427767
2023-11-13,11.291140908641651
2023-11-14,10.35021249958818
2023-11-15,12.232069317695121
2023-11-16,12.232069317695121
2023-11-17,11.291140908641651
2023-11-18,8.468355681481238
2023-11-19,9.409284090534708
2023-11-20,13.172997726748592
2023-11-21,14.113926135802062
2023-11-22,10.35021249958818
2023-11-23,6.586498863374296
2023-11-24,7.527427272427767
2023-11-25,8.468355681481238
2023-11-26,12.232069317695121
2023-11-27,13.172997726748592
2023-11-28,12.232069317695121
2023-11-29,11.291140908641651
2023-11-30,13.172997726748592
2023-12-01,13.172997726748592
2023-12-02,9.409284090534708
2023-12-03,9.409284090534708
2023-12-04,10.35021249958818
2023-12-05,9.409284090534708
2023-12-06,10.35021249958818
2023-12-07,10.35021249958818
2023-12-08,10.35021249958818
2023-12-09,15.995782953909005
2023-12-10,17.877639772015947
2023-12-11,11.291140908641651
2023-12-12,8.468355681481238
2023-12-13,9.409284090534708
2023-12-14,10.35021249958818
2023-12-15,12.232069317695121
2023-12-16,13.172997726748592
2023-12-17,15.054854544855534
2023-12-18,17.877639772015947
2023-12-19,12.232069317695121
2023-12-20,10.35021249958818
2023-12-21,10.35021249958818
2023-12-22,10.35021249958818
2023-12-23,8.762395809310448
2023-12-24,9.232860013837183
2023-12-25,10.02676835897605
2023-12-26,13.055381675616909
2023-12-27,12.261473330478042
2023-12-28,11.467564985339177
2023-12-29,10.35021249958818
2023-12-30,8.762395809310448
2023-12-31,7.645043323559451
2024-01-01,8.762395809310448
2024-01-02,14.966642506506771
2024-01-03,19.906516654037496
2024-01-04,22.61168583006622
2024-01-05,28.02202418212368
2024-01-06,26.434207491845946
2024-01-07,19.583072513425364
2024-01-08,45.22337166013244
2024-01-09,64.8064441735578
2024-01-10,35.667067505683136
2024-01-11,39.48958916746285
2024-01-12,55.573584159720625
2024-01-13,29.933285013013542
2024-01-14,33.75580667479327
2024-01-15,42.988666688630445
2024-01-16,37.578328336572994
2024-01-17,28.34546832273581
2024-01-18,36.460975850821995
2024-01-19,30.25672915362567
2024-01-20,14.172734161367906
2024-01-21,15.525318749382269
2024-01-22,21.34731328040062
2024-01-23,18.112871874279314
2024-01-24,15.525318749382269
2024-01-25,14.878430468158008
2024-01-26,12.290877343260963
2024-01-27,10.35021249958818
2024-01-28,11.643989062036702
2024-01-29,11.643989062036702
2024-01-30,11.643989062036702
2024-01-31,10.99710078081244
2024-02-01,11.643989062036702
2024-02-02,11.643989062036702
2024-02-03,10.35021249958818
2024-02-04,12.290877343260963
2024-02-05,14.231542186933748
2024-02-06,11.643989062036702
2024-02-07,10.99710078081244
2024-02-08,12.937765624485225
2024-02-09,12.937765624485225
2024-02-10,11.643989062036702
2024-02-11,12.937765624485225
2024-02-12,27.16930781141897
2024-02-13,18.759760155503574
2024-02-14,10.35021249958818
2024-02-15,13.584653905709485
2024-02-16,16.17220703060653
2024-02-17,12.290877343260963
2024-02-18,9.056435937139657
2024-02-19,9.70332421836392
2024-02-20,9.70332421836392
2024-02-21,9.056435937139657
2024-02-22,10.99710078081244
2024-02-23,10.35021249958818
2024-02-24,7.115771093466874
2024-02-25,7.115771093466874
2024-02-26,12.290877343260963
2024-02-27,17.465983593055054
2024-02-28,21.99420156162488
2024-02-29,13.584653905709485
2024-03-01,12.937765624485225
2024-03-02,10.35021249958818
2024-03-03,10.35021249958818
2024-03-04,14.878430468158008
2024-03-05,14.231542186933748
2024-03-06,12.937765624485225
2024-03-07,14.231542186933748
2024-03-08,13.584653905709485
2024-03-09,10.99710078081244
2024-03-10,9.056435937139657
2024-03-11,10.35021249958818
2024-03-12,10.35021249958818
2024-03-13,13.584653905709485
2024-03-14,21.99420156162488
2024-03-15,19.40664843672784
2024-03-16,9.70332421836392
2024-03-17,9.056435937139657
2024-03-18,11.643989062036702
2024-03-19,10.99710078081244
2024-03-20,13.584653905709485
2024-03-21,14.878430468158008
2024-03-22,16.819095311830793
2024-03-23,13.584653905709485
2024-03-24,12.290877343260963
2024-03-25,15.525318749382269
2024-03-26,14.231542186933748
2024-03-27,12.937765624485225
2024-03-28,10.99710078081244
2024-03-29,9.70332421836392
2024-03-30,9.056435937139657
2024-03-31,10.35021249958818
2024-04-01,22.641089842849144
2024-04-02,40.753961717128455
2024-04-03,25.87553124897045
2024-04-04,14.231542186933748
2024-04-05,12.290877343260963
2024-04-06,8.409547655915397
2024-04-07,9.056435937139657
2024-04-08,16.17220703060653
2024-04-09,15.525318749382269
2024-04-10,18.112871874279314
2024-04-11,16.819095311830793
2024-04-12,12.290877343260963
2024-04-13,8.409547655915397
2024-04-14,9.056435937139657
2024-04-15,12.290877343260963
2024-04-16,16.819095311830793
2024-04-17,16.819095311830793
2024-04-18,13.584653905709485
2024-04-19,12.290877343260963
2024-04-20,9.056435937139657
2024-04-21,9.056435937139657
2024-04-22,9.70332421836392
2024-04-23,10.35021249958818
2024-04-24,10.35021249958818
2024-04-25,11.643989062036702
2024-04-26,17.465983593055054
2024-04-27,18.759760155503574
2024-04-28,18.759760155503574
2024-04-29,14.231542186933748
2024-04-30,14.878430468158008
2024-05-01,12.937765624485225
2024-05-02,16.819095311830793
2024-05-03,15.525318749382269
2024-05-04,15.525318749382269
2024-05-05,13.584653905709485
2024-05-06,18.759760155503574
2024-05-07,25.22864296774619
2024-05-08,31.6975257799888
2024-05-09,27.16930781141897
2024-05-10,14.878430468158008
2024-05-11,10.99710078081244
2024-05-12,10.99710078081244
2024-05-13,17.465983593055054
2024-05-14,16.819095311830793
2024-05-15,15.525318749382269
2024-05-16,18.112871874279314
2024-05-17,16.819095311830793
2024-05-18,12.290877343260963
2024-05-19,9.70332421836392
2024-05-20,14.231542186933748
2024-05-21,17.465983593055054
2024-05-22,20.70042499917636
2024-05-23,18.759760155503574
2024-05-24,17.465983593055054
2024-05-25,15.525318749382269
2024-05-26,23.934866405297665
2024-05-27,21.34731328040062
2024-05-28,18.759760155503574
2024-05-29,14.231542186933748
2024-05-30,14.231542186933748
2024-05-31,14.878430468158008
2024-06-01,12.290877343260963
2024-06-02,12.290877343260963
2024-06-03,13.584653905709485
2024-06-04,16.17220703060653
2024-06-05,20.0535367179521
2024-06-06,16.819095311830793
2024-06-07,10.99710078081244
2024-06-08,10.35021249958818
2024-06-09,10.35021249958818
2024-06-10,12.937765624485225
2024-06-11,12.290877343260963
2024-06-12,12.937765624485225
2024-06-13,15.525318749382269
2024-06-14,14.878430468158008
2024-06-15,9.056435937139657
2024-06-16,10.99710078081244
2024-06-17,18.759760155503574
2024-06-18,19.40664843672784
2024-06-19,18.112871874279314
2024-06-20,17.465983593055054
2024-06-21,15.525318749382269
2024-06-22,15.525318749382269
2024-06-23,18.759760155503574
2024-06-24,13.584653905709485
2024-06-25,16.17220703060653
2024-06-26,16.819095311830793
2024-06-27,16.17220703060653
2024-06-28,14.231542186933748
2024-06-29,16.819095311830793
2024-06-30,20.70042499917636
2024-07-01,18.759760155503574
2024-07-02,19.40664843672784
2024-07-03,21.34731328040062
2024-07-04,19.40664843672784
2024-07-05,23.934866405297665
2024-07-06,21.99420156162488
2024-07-07,23.287978124073405
2024-07-08,34.93196718611011
2024-07-09,20.70042499917636
2024-07-10,18.759760155503574
2024-07-11,14.878430468158008
2024-07-12,15.525318749382269
2024-07-13,12.290877343260963
2024-07-14,11.643989062036702
2024-07-15,17.465983593055054
2024-07-16,20.0535367179521
2024-07-17,18.759760155503574
2024-07-18,14.231542186933748
2024-07-19,10.99710078081244
2024-07-20,10.99710078081244
2024-07-21,11.643989062036702
2024-07-22,15.525318749382269
2024-07-23,15.525318749382269
2024-07-24,14.878430468158008
2024-07-25,13.584653905709485
2024-07-26,10.35021249958818
2024-07-27,8.409547655915397
2024-07-28,11.643989062036702
2024-07-29,15.525318749382269
2024-07-30,16.819095311830793
2024-07-31,18.112871874279314
2024-08-01,17.465983593055054
2024-08-02,22.641089842849144
2024-08-03,21.99420156162488
2024-08-04,27.16930781141897
2024-08-05,39.460185154679934
2024-08-06,37.51952031100715
2024-08-07,23.934866405297665
2024-08-08,21.99420156162488
2024-08-09,20.0535367179521
2024-08-10,9.056435937139657
2024-08-11,9.056435937139657
2024-08-12,11.643989062036702
2024-08-13,10.35021249958818
2024-08-14,11.643989062036702
2024-08-15,14.231542186933748
2024-08-16,14.878430468158008
2024-08-17,14.878430468158008
2024-08-18,13.496441867360723
2024-08-19,12.614321483873095
2024-08-20,8.997627911573815
2024-08-21,8.115507528086187
2024-08-22,9.879748295061445
2024-08-23,8.674183770961685
2024-08-24,6.909943003986427
2024-08-25,8.115507528086187
2024-08-26,13.496441867360723
2024-08-27,14.378562250848352
2024-08-28,14.378562250848352
2024-08-29,16.789691299047874
2024-08-30,15.58412677494811
2024-08-31,12.290877343260963
2024-09-01,11.085312819161203
2024-09-02,8.674183770961685
2024-09-03,10.203192435673575
2024-09-04,10.203192435673575
2024-09-05,11.967433202648833
2024-09-06,14.378562250848352
2024-09-07,9.879748295061445
2024-09-08,8.997627911573815
2024-09-09,17.99525582314763
2024-09-10,21.288505254834778
2024-09-11,25.463875070009557
2024-09-12,18.877376206635258
2024-09-13,12.290877343260963
2024-09-14,8.674183770961685
2024-09-15,8.115507528086187
2024-09-16,13.172997726748592
2024-09-17,12.290877343260963
2024-09-18,11.173524857509967
2024-09-19,11.173524857509967
2024-09-20,11.173524857509967
2024-09-21,10.05617237175897
2024-09-22,11.173524857509967
