Time,food near me
2022-04-27,49.0
2022-04-28,55.0
2022-04-29,62.0
2022-04-30,95.0
2022-05-01,92.0
2022-05-02,55.0
2022-05-03,52.0
2022-05-04,52.0
2022-05-05,58.0
2022-05-06,66.0
2022-05-07,94.0
2022-05-08,92.0
2022-05-09,56.0
2022-05-10,53.0
2022-05-11,54.0
2022-05-12,57.0
2022-05-13,66.0
2022-05-14,89.0
2022-05-15,87.0
2022-05-16,59.0
2022-05-17,54.0
2022-05-18,55.0
2022-05-19,54.0
2022-05-20,69.0
2022-05-21,95.0
2022-05-22,90.0
2022-05-23,59.0
2022-05-24,57.0
2022-05-25,56.0
2022-05-26,58.0
2022-05-27,72.0
2022-05-28,96.0
2022-05-29,98.0
2022-05-30,92.0
2022-05-31,59.0
2022-06-01,62.0
2022-06-02,60.0
2022-06-03,68.0
2022-06-04,92.0
2022-06-05,94.0
2022-06-06,62.0
2022-06-07,60.0
2022-06-08,58.0
2022-06-09,63.0
2022-06-10,74.0
2022-06-11,90.0
2022-06-12,92.0
2022-06-13,70.0
2022-06-14,64.0
2022-06-15,62.0
2022-06-16,65.0
2022-06-17,72.0
2022-06-18,97.0
2022-06-19,94.0
2022-06-20,72.0
2022-06-21,65.0
2022-06-22,65.0
2022-06-23,66.0
2022-06-24,72.0
2022-06-25,95.0
2022-06-26,96.0
2022-06-27,73.0
2022-06-28,64.0
2022-06-29,66.0
2022-06-30,66.0
2022-07-01,78.0
2022-07-02,95.0
2022-07-03,96.0
2022-07-04,100.0
2022-07-05,73.0
2022-07-06,63.0
2022-07-07,67.0
2022-07-08,76.0
2022-07-09,95.0
2022-07-10,94.0
2022-07-11,69.0
2022-07-12,64.0
2022-07-13,61.0
2022-07-14,70.0
2022-07-15,77.0
2022-07-16,98.0
2022-07-17,94.0
2022-07-18,70.0
2022-07-19,63.0
2022-07-20,64.0
2022-07-21,66.0
2022-07-22,74.0
2022-07-23,98.0
2022-07-24,98.0
2022-07-25,71.0
2022-07-26,65.0
2022-07-27,64.0
2022-07-28,70.0
2022-07-29,79.0
2022-07-30,91.0
2022-07-31,96.0
2022-08-01,69.0
2022-08-02,66.0
2022-08-03,61.0
2022-08-04,65.0
2022-08-05,76.0
2022-08-06,92.0
2022-08-07,94.0
2022-08-08,65.0
2022-08-09,61.0
2022-08-10,61.0
2022-08-11,64.0
2022-08-12,71.0
2022-08-13,90.0
2022-08-14,95.0
2022-08-15,66.0
2022-08-16,59.0
2022-08-17,60.0
2022-08-18,64.0
2022-08-19,71.0
2022-08-20,93.0
2022-08-21,94.0
2022-08-22,61.0
2022-08-23,58.0
2022-08-24,56.0
2022-08-25,59.0
2022-08-26,68.0
2022-08-27,89.0
2022-08-28,90.0
2022-08-29,53.0
2022-08-30,47.5
2022-08-31,48.0
2022-09-01,52.5
2022-09-02,59.5
2022-09-03,76.5
2022-09-04,82.5
2022-09-05,80.0
2022-09-06,47.5
2022-09-07,47.5
2022-09-08,46.0
2022-09-09,54.0
2022-09-10,80.0
2022-09-11,68.5
2022-09-12,48.5
2022-09-13,47.0
2022-09-14,49.5
2022-09-15,49.5
2022-09-16,57.5
2022-09-17,81.0
2022-09-18,75.5
2022-09-19,50.5
2022-09-20,47.0
2022-09-21,46.5
2022-09-22,49.5
2022-09-23,56.0
2022-09-24,82.0
2022-09-25,75.5
2022-09-26,49.5
2022-09-27,46.0
2022-09-28,41.0
2022-09-29,48.0
2022-09-30,53.0
2022-10-01,67.0
2022-10-02,64.0
2022-10-03,43.0
2022-10-04,42.0
2022-10-05,42.0
2022-10-06,42.0
2022-10-07,53.0
2022-10-08,74.0
2022-10-09,70.0
2022-10-10,49.0
2022-10-11,42.0
2022-10-12,41.0
2022-10-13,44.0
2022-10-14,52.0
2022-10-15,70.0
2022-10-16,64.0
2022-10-17,43.0
2022-10-18,43.0
2022-10-19,40.0
2022-10-20,43.0
2022-10-21,51.0
2022-10-22,70.0
2022-10-23,67.0
2022-10-24,41.0
2022-10-25,40.0
2022-10-26,41.0
2022-10-27,42.0
2022-10-28,47.0
2022-10-29,66.0
2022-10-30,71.0
2022-10-31,39.0
2022-11-01,42.0
2022-11-02,40.0
2022-11-03,42.0
2022-11-04,50.0
2022-11-05,64.0
2022-11-06,58.0
2022-11-07,39.0
2022-11-08,39.0
2022-11-09,37.0
2022-11-10,40.0
2022-11-11,50.0
2022-11-12,66.0
2022-11-13,62.0
2022-11-14,40.0
2022-11-15,39.0
2022-11-16,38.0
2022-11-17,41.0
2022-11-18,47.0
2022-11-19,64.0
2022-11-20,62.0
2022-11-21,43.0
2022-11-22,43.0
2022-11-23,48.0
2022-11-24,59.0
2022-11-25,46.0
2022-11-26,48.0
2022-11-27,49.0
2022-11-28,36.0
2022-11-29,35.0
2022-11-30,35.0
2022-12-01,37.0
2022-12-02,45.0
2022-12-03,58.0
2022-12-04,59.0
2022-12-05,39.0
2022-12-06,37.0
2022-12-07,38.0
2022-12-08,40.0
2022-12-09,44.0
2022-12-10,63.0
2022-12-11,60.0
2022-12-12,40.0
2022-12-13,40.0
2022-12-14,38.0
2022-12-15,39.0
2022-12-16,47.0
2022-12-17,61.0
2022-12-18,60.0
2022-12-19,47.0
2022-12-20,44.0
2022-12-21,47.0
2022-12-22,45.0
2022-12-23,50.0
2022-12-24,57.0
2022-12-25,100.0
2022-12-26,70.0
2022-12-27,50.0
2022-12-28,52.0
2022-12-29,51.0
2022-12-30,57.0
2022-12-31,62.0
2023-01-01,78.0
2023-01-02,56.0
2023-01-03,40.0
2023-01-04,40.0
2023-01-05,39.0
2023-01-06,45.0
2023-01-07,61.0
2023-01-08,58.0
2023-01-09,38.0
2023-01-10,37.0
2023-01-11,36.0
2023-01-12,39.0
2023-01-13,45.0
2023-01-14,63.0
2023-01-15,60.0
2023-01-16,49.0
2023-01-17,36.0
2023-01-18,36.0
2023-01-19,39.0
2023-01-20,43.0
2023-01-21,63.0
2023-01-22,58.0
2023-01-23,39.0
2023-01-24,37.0
2023-01-25,35.0
2023-01-26,39.0
2023-01-27,45.0
2023-01-28,65.0
2023-01-29,56.0
2023-01-30,37.0
2023-01-31,37.0
2023-02-01,37.0
2023-02-02,39.0
2023-02-03,45.0
2023-02-04,64.0
2023-02-05,62.0
2023-02-06,39.0
2023-02-07,38.0
2023-02-08,36.0
2023-02-09,38.0
2023-02-10,45.0
2023-02-11,67.0
2023-02-12,55.0
2023-02-13,35.0
2023-02-14,42.0
2023-02-15,44.0
2023-02-16,40.0
2023-02-17,50.0
2023-02-18,67.0
2023-02-19,70.0
2023-02-20,50.0
2023-02-21,41.0
2023-02-22,40.0
2023-02-23,41.0
2023-02-24,49.0
2023-02-25,68.0
2023-02-26,67.0
2023-02-27,43.0
2023-02-28,39.0
2023-03-01,40.0
2023-03-02,41.0
2023-03-03,47.0
2023-03-04,67.0
2023-03-05,68.0
2023-03-06,43.0
2023-03-07,41.0
2023-03-08,39.0
2023-03-09,42.0
2023-03-10,47.0
2023-03-11,67.0
2023-03-12,68.0
2023-03-13,46.0
2023-03-14,43.0
2023-03-15,43.0
2023-03-16,48.0
2023-03-17,52.0
2023-03-18,71.0
2023-03-19,67.0
2023-03-20,43.0
2023-03-21,44.0
2023-03-22,42.0
2023-03-23,46.0
2023-03-24,55.0
2023-03-25,69.0
2023-03-26,68.0
2023-03-27,45.0
2023-03-28,42.0
2023-03-29,42.0
2023-03-30,43.0
2023-03-31,51.0
2023-04-01,71.0
2023-04-02,71.0
2023-04-03,44.0
2023-04-04,43.0
2023-04-05,42.0
2023-04-06,47.0
2023-04-07,55.0
2023-04-08,66.0
2023-04-09,65.0
2023-04-10,46.0
2023-04-11,41.0
2023-04-12,43.0
2023-04-13,44.0
2023-04-14,52.0
2023-04-15,75.0
2023-04-16,68.0
2023-04-17,42.0
2023-04-18,40.0
2023-04-19,41.0
2023-04-20,45.0
2023-04-21,52.0
2023-04-22,73.0
2023-04-23,69.0
2023-04-24,43.0
2023-04-25,41.0
2023-04-26,43.0
2023-04-27,45.0
2023-04-28,51.5
2023-04-29,73.5
2023-04-30,68.5
2023-05-01,45.5
2023-05-02,42.5
2023-05-03,45.0
2023-05-04,45.5
2023-05-05,52.5
2023-05-06,73.5
2023-05-07,67.5
2023-05-08,45.5
2023-05-09,41.0
2023-05-10,46.5
2023-05-11,46.0
2023-05-12,51.5
2023-05-13,73.5
2023-05-14,73.5
2023-05-15,46.5
2023-05-16,46.0
2023-05-17,45.0
2023-05-18,48.5
2023-05-19,55.0
2023-05-20,72.5
2023-05-21,73.5
2023-05-22,49.0
2023-05-23,45.0
2023-05-24,48.5
2023-05-25,51.5
2023-05-26,61.0
2023-05-27,81.0
2023-05-28,84.0
2023-05-29,77.0
2023-05-30,50.0
2023-05-31,50.0
2023-06-01,54.0
2023-06-02,62.0
2023-06-03,82.0
2023-06-04,79.0
2023-06-05,55.0
2023-06-06,51.0
2023-06-07,51.0
2023-06-08,53.0
2023-06-09,59.0
2023-06-10,82.0
2023-06-11,81.0
2023-06-12,57.0
2023-06-13,54.0
2023-06-14,55.0
2023-06-15,58.0
2023-06-16,65.0
2023-06-17,84.0
2023-06-18,81.0
2023-06-19,62.0
2023-06-20,56.0
2023-06-21,56.0
2023-06-22,55.0
2023-06-23,66.0
2023-06-24,80.0
2023-06-25,85.0
2023-06-26,62.0
2023-06-27,57.0
2023-06-28,55.0
2023-06-29,58.0
2023-06-30,70.0
2023-07-01,83.0
2023-07-02,85.0
2023-07-03,72.0
2023-07-04,77.0
2023-07-05,62.0
2023-07-06,58.0
2023-07-07,65.0
2023-07-08,84.0
2023-07-09,77.0
2023-07-10,56.0
2023-07-11,53.0
2023-07-12,49.0
2023-07-13,56.0
2023-07-14,63.0
2023-07-15,79.0
2023-07-16,78.0
2023-07-17,54.0
2023-07-18,53.0
2023-07-19,54.0
2023-07-20,56.0
2023-07-21,63.0
2023-07-22,77.0
2023-07-23,80.0
2023-07-24,59.0
2023-07-25,55.0
2023-07-26,53.0
2023-07-27,56.0
2023-07-28,64.0
2023-07-29,81.0
2023-07-30,76.0
2023-07-31,54.0
2023-08-01,53.0
2023-08-02,52.0
2023-08-03,55.0
2023-08-04,61.0
2023-08-05,77.0
2023-08-06,80.0
2023-08-07,55.0
2023-08-08,51.0
2023-08-09,50.0
2023-08-10,51.0
2023-08-11,59.0
2023-08-12,77.0
2023-08-13,76.0
2023-08-14,53.0
2023-08-15,49.0
2023-08-16,49.0
2023-08-17,50.0
2023-08-18,59.0
2023-08-19,76.0
2023-08-20,74.0
2023-08-21,50.0
2023-08-22,49.0
2023-08-23,46.0
2023-08-24,50.0
2023-08-25,54.0
2023-08-26,72.0
2023-08-27,70.0
2023-08-28,48.0
2023-08-29,45.0
2023-08-30,45.0
2023-08-31,47.0
2023-09-01,58.0
2023-09-02,73.0
2023-09-03,74.0
2023-09-04,69.0
2023-09-05,45.0
2023-09-06,41.0
2023-09-07,43.0
2023-09-08,50.0
2023-09-09,67.0
2023-09-10,63.0
2023-09-11,45.0
2023-09-12,41.0
2023-09-13,41.0
2023-09-14,44.0
2023-09-15,52.0
2023-09-16,71.0
2023-09-17,69.0
2023-09-18,43.0
2023-09-19,42.0
2023-09-20,43.0
2023-09-21,46.0
2023-09-22,52.0
2023-09-23,73.0
2023-09-24,66.0
2023-09-25,46.0
2023-09-26,41.0
2023-09-27,41.0
2023-09-28,47.0
2023-09-29,52.0
2023-09-30,71.0
2023-10-01,72.0
2023-10-02,44.0
2023-10-03,43.0
2023-10-04,43.0
2023-10-05,45.0
2023-10-06,50.0
2023-10-07,72.0
2023-10-08,65.0
2023-10-09,48.0
2023-10-10,42.0
2023-10-11,42.0
2023-10-12,44.0
2023-10-13,51.0
2023-10-14,69.0
2023-10-15,69.0
2023-10-16,46.0
2023-10-17,42.0
2023-10-18,41.0
2023-10-19,45.0
2023-10-20,54.0
2023-10-21,69.0
2023-10-22,68.0
2023-10-23,44.0
2023-10-24,41.0
2023-10-25,42.0
2023-10-26,45.0
2023-10-27,49.0
2023-10-28,65.0
2023-10-29,66.0
2023-10-30,44.0
2023-10-31,39.0
2023-11-01,43.0
2023-11-02,43.0
2023-11-03,50.0
2023-11-04,65.0
2023-11-05,60.0
2023-11-06,41.0
2023-11-07,42.0
2023-11-08,39.0
2023-11-09,42.0
2023-11-10,52.0
2023-11-11,71.0
2023-11-12,66.0
2023-11-13,42.0
2023-11-14,40.0
2023-11-15,41.0
2023-11-16,42.0
2023-11-17,49.0
2023-11-18,68.0
2023-11-19,64.0
2023-11-20,45.0
2023-11-21,44.0
2023-11-22,50.0
2023-11-23,60.0
2023-11-24,47.0
2023-11-25,52.0
2023-11-26,56.0
2023-11-27,37.0
2023-11-28,37.0
2023-11-29,38.0
2023-11-30,39.0
2023-12-01,44.0
2023-12-02,64.0
2023-12-03,60.0
2023-12-04,41.0
2023-12-05,39.0
2023-12-06,38.0
2023-12-07,40.0
2023-12-08,48.0
2023-12-09,66.0
2023-12-10,64.0
2023-12-11,41.0
2023-12-12,41.0
2023-12-13,40.0
2023-12-14,41.0
2023-12-15,44.0
2023-12-16,66.0
2023-12-17,58.0
2023-12-18,43.0
2023-12-19,42.0
2023-12-20,45.0
2023-12-21,46.0
2023-12-22,51.0
2023-12-23,65.0
2023-12-24,62.0
2023-12-25,100.0
2023-12-26,66.0
2023-12-27,50.0
2023-12-28,53.0
2023-12-29,57.0
2023-12-30,63.0
2023-12-31,60.0
2024-01-01,79.0
2024-01-02,47.0
2024-01-03,40.0
2024-01-04,41.0
2024-01-05,44.0
2024-01-06,58.0
2024-01-07,53.0
2024-01-08,39.0
2024-01-09,35.0
2024-01-10,35.0
2024-01-11,40.0
2024-01-12,44.0
2024-01-13,56.0
2024-01-14,56.0
2024-01-15,44.0
2024-01-16,35.0
2024-01-17,34.0
2024-01-18,34.0
2024-01-19,38.0
2024-01-20,55.0
2024-01-21,49.0
2024-01-22,34.0
2024-01-23,32.0
2024-01-24,34.0
2024-01-25,36.0
2024-01-26,39.0
2024-01-27,58.0
2024-01-28,51.0
2024-01-29,35.0
2024-01-30,32.0
2024-01-31,33.0
2024-02-01,36.0
2024-02-02,40.0
2024-02-03,61.0
2024-02-04,56.0
2024-02-05,33.0
2024-02-06,31.0
2024-02-07,34.0
2024-02-08,35.0
2024-02-09,41.0
2024-02-10,61.0
2024-02-11,49.0
2024-02-12,29.0
2024-02-13,32.0
2024-02-14,39.0
2024-02-15,41.0
2024-02-16,42.0
2024-02-17,61.0
2024-02-18,62.0
2024-02-19,45.0
2024-02-20,35.0
2024-02-21,34.0
2024-02-22,36.0
2024-02-23,43.0
2024-02-24,64.0
2024-02-25,61.0
2024-02-26,38.0
2024-02-27,33.0
2024-02-28,35.0
2024-02-29,37.0
2024-03-01,46.0
2024-03-02,65.0
2024-03-03,62.0
2024-03-04,39.0
2024-03-05,35.0
2024-03-06,37.0
2024-03-07,38.0
2024-03-08,42.0
2024-03-09,62.0
2024-03-10,63.0
2024-03-11,39.0
2024-03-12,39.0
2024-03-13,39.0
2024-03-14,40.0
2024-03-15,48.0
2024-03-16,69.0
2024-03-17,62.0
2024-03-18,39.0
2024-03-19,37.0
2024-03-20,40.0
2024-03-21,39.0
2024-03-22,44.0
2024-03-23,65.0
2024-03-24,64.0
2024-03-25,40.0
2024-03-26,39.0
2024-03-27,38.0
2024-03-28,42.0
2024-03-29,52.0
2024-03-30,64.0
2024-03-31,64.0
2024-04-01,41.0
2024-04-02,36.0
2024-04-03,38.0
2024-04-04,40.0
2024-04-05,45.0
2024-04-06,67.0
2024-04-07,61.0
2024-04-08,39.0
2024-04-09,36.0
2024-04-10,38.0
2024-04-11,37.0
2024-04-12,46.0
2024-04-13,65.0
2024-04-14,60.0
2024-04-15,38.0
2024-04-16,36.0
2024-04-17,37.0
2024-04-18,40.0
2024-04-19,47.0
2024-04-20,66.0
2024-04-21,65.0
2024-04-22,41.0
2024-04-23,39.0
2024-04-24,38.0
2024-04-25,40.0
2024-04-26,44.0
2024-04-27,65.0
2024-04-28,63.0
2024-04-29,40.0
2024-04-30,36.0
2024-05-01,37.0
2024-05-02,39.0
2024-05-03,47.0
2024-05-04,63.0
2024-05-05,62.0
2024-05-06,40.0
2024-05-07,36.0
2024-05-08,37.0
2024-05-09,45.0
2024-05-10,45.0
2024-05-11,62.0
2024-05-12,66.0
2024-05-13,40.0
2024-05-14,37.0
2024-05-15,37.0
2024-05-16,40.0
2024-05-17,46.0
2024-05-18,63.0
2024-05-19,62.0
2024-05-20,44.0
2024-05-21,39.0
2024-05-22,38.0
2024-05-23,42.0
2024-05-24,50.0
2024-05-25,68.0
2024-05-26,65.0
2024-05-27,60.0
2024-05-28,39.0
2024-05-29,38.0
2024-05-30,45.0
2024-05-31,49.0
2024-06-01,64.0
2024-06-02,64.0
2024-06-03,43.0
2024-06-04,39.0
2024-06-05,40.0
2024-06-06,43.0
2024-06-07,48.0
2024-06-08,65.0
2024-06-09,65.0
2024-06-10,46.0
2024-06-11,42.0
2024-06-12,42.0
2024-06-13,44.0
2024-06-14,51.0
2024-06-15,63.0
2024-06-16,66.0
2024-06-17,43.0
2024-06-18,42.0
2024-06-19,47.0
2024-06-20,45.0
2024-06-21,53.0
2024-06-22,66.0
2024-06-23,72.0
2024-06-24,46.0
2024-06-25,43.0
2024-06-26,41.0
2024-06-27,47.0
2024-06-28,51.0
2024-06-29,64.0
2024-06-30,64.0
2024-07-01,47.0
2024-07-02,43.0
2024-07-03,46.0
2024-07-04,62.0
2024-07-05,58.0
2024-07-06,59.0
2024-07-07,60.0
2024-07-08,44.0
2024-07-09,43.0
2024-07-10,42.0
2024-07-11,47.0
2024-07-12,49.0
2024-07-13,63.0
2024-07-14,59.0
2024-07-15,44.0
2024-07-16,40.0
2024-07-17,43.0
2024-07-18,46.0
2024-07-19,49.0
2024-07-20,64.0
2024-07-21,62.0
2024-07-22,44.0
2024-07-23,43.0
2024-07-24,42.0
2024-07-25,46.0
2024-07-26,52.0
2024-07-27,63.0
2024-07-28,64.0
2024-07-29,43.0
2024-07-30,43.0
2024-07-31,42.0
2024-08-01,44.0
2024-08-02,51.0
2024-08-03,63.0
2024-08-04,63.0
2024-08-05,44.0
2024-08-06,41.0
2024-08-07,41.0
2024-08-08,42.0
2024-08-09,45.0
2024-08-10,61.0
2024-08-11,61.0
2024-08-12,42.0
2024-08-13,38.0
2024-08-14,41.0
2024-08-15,43.0
2024-08-16,47.0
2024-08-17,63.0
2024-08-18,65.5
2024-08-19,42.5
2024-08-20,41.0
2024-08-21,39.5
2024-08-22,43.5
2024-08-23,50.0
2024-08-24,59.5
2024-08-25,65.0
2024-08-26,42.5
2024-08-27,38.5
2024-08-28,37.0
2024-08-29,40.5
2024-08-30,50.5
2024-08-31,64.0
2024-09-01,68.0
2024-09-02,63.0
2024-09-03,36.5
2024-09-04,35.5
2024-09-05,35.5
2024-09-06,40.5
2024-09-07,59.0
2024-09-08,55.0
2024-09-09,37.0
2024-09-10,34.5
2024-09-11,34.0
2024-09-12,38.5
2024-09-13,45.0
2024-09-14,61.0
2024-09-15,52.0
2024-09-16,37.5
2024-09-17,36.0
2024-09-18,38.0
2024-09-19,38.0
2024-09-20,45.0
2024-09-21,64.0
2024-09-22,57.0
2024-09-23,38.0
2024-09-24,36.0
2024-09-25,36.0
2024-09-26,39.0
2024-09-27,45.0
2024-09-28,66.0
2024-09-29,58.0
2024-09-30,37.0
2024-10-01,36.0
2024-10-02,35.0
2024-10-03,43.0
2024-10-04,47.0
2024-10-05,65.0
2024-10-06,59.0
2024-10-07,37.0
2024-10-08,35.0
2024-10-09,37.0
2024-10-10,43.0
2024-10-11,45.0
2024-10-12,66.0
2024-10-13,63.0
2024-10-14,42.0
2024-10-15,36.0
2024-10-16,36.0
2024-10-17,40.0
2024-10-18,47.0
2024-10-19,64.0
2024-10-20,61.0
2024-10-21,39.0
2024-10-22,35.0
2024-10-23,37.0
2024-10-24,39.0
2024-10-25,46.0
2024-10-26,65.0
2024-10-27,62.0
2024-10-28,39.0
2024-10-29,35.0
2024-10-30,36.0
2024-10-31,36.0
2024-11-01,50.0
2024-11-02,65.0
2024-11-03,54.0
2024-11-04,35.0
2024-11-05,33.0
2024-11-06,25.0
2024-11-07,35.0
2024-11-08,43.0
2024-11-09,62.0
2024-11-10,60.0
2024-11-11,41.0
2024-11-12,35.0
2024-11-13,35.0
2024-11-14,36.0
2024-11-15,41.0
2024-11-16,57.0
2024-11-17,58.0
2024-11-18,35.0
2024-11-19,34.0
2024-11-20,35.0
2024-11-21,34.0
2024-11-22,41.0
2024-11-23,60.0
2024-11-24,57.0
2024-11-25,40.0
2024-11-26,38.0
2024-11-27,44.0
2024-11-28,57.0
2024-11-29,45.0
2024-11-30,50.0
2024-12-01,50.0
2024-12-02,33.0
2024-12-03,31.0
2024-12-04,35.0
2024-12-05,35.0
2024-12-06,39.0
2024-12-07,58.0
2024-12-08,55.0
2024-12-09,35.0
2024-12-10,33.0
2024-12-11,34.0
2024-12-12,34.0
2024-12-13,41.0
2024-12-14,60.0
2024-12-15,54.0
2024-12-16,35.0
2024-12-17,35.0
2024-12-18,35.0
2024-12-19,37.0
2024-12-20,46.0
2024-12-21,60.0
2024-12-22,56.0
2024-12-23,48.0
2024-12-24,57.0
2024-12-25,100.0
2024-12-26,59.0
2024-12-27,52.0
2024-12-28,57.0
2024-12-29,59.0
2024-12-30,48.0
2024-12-31,53.0
2025-01-01,74.0
2025-01-02,42.0
2025-01-03,44.0
2025-01-04,55.0
2025-01-05,47.0
2025-01-06,33.0
2025-01-07,32.0
2025-01-08,32.0
2025-01-09,33.0
2025-01-10,37.0
2025-01-11,51.0
2025-01-12,46.0
2025-01-13,33.0
2025-01-14,31.0
2025-01-15,32.0
2025-01-16,35.0
2025-01-17,40.0
2025-01-18,58.0
2025-01-19,51.0
2025-01-20,44.0
2025-01-21,33.0
2025-01-22,34.0
2025-01-23,33.0
2025-01-24,39.0
2025-01-25,57.0
2025-01-26,53.0
2025-01-27,32.0
2025-01-28,33.0
2025-01-29,36.0
2025-01-30,34.0
2025-01-31,41.0
2025-02-01,59.0
2025-02-02,57.0
2025-02-03,33.0
2025-02-04,32.0
2025-02-05,34.0
2025-02-06,36.0
2025-02-07,39.0
2025-02-08,56.0
2025-02-09,46.0
2025-02-10,27.0
2025-02-11,32.0
2025-02-12,32.0
2025-02-13,32.0
2025-02-14,44.0
2025-02-15,64.0
2025-02-16,57.0
2025-02-17,41.0
2025-02-18,31.0
2025-02-19,34.0
2025-02-20,33.0
2025-02-21,41.0
2025-02-22,61.0
2025-02-23,61.0
2025-02-24,37.0
2025-02-25,34.0
2025-02-26,35.0
2025-02-27,38.0
2025-02-28,43.0
2025-03-01,62.0
2025-03-02,60.0
2025-03-03,36.0
2025-03-04,34.0
2025-03-05,34.0
2025-03-06,35.0
2025-03-07,42.0
2025-03-08,63.0
2025-03-09,61.0
2025-03-10,39.0
2025-03-11,37.0
2025-03-12,36.0
2025-03-13,40.0
2025-03-14,46.0
2025-03-15,68.0
2025-03-16,64.0
2025-03-17,39.0
2025-03-18,37.0
2025-03-19,39.0
2025-03-20,40.0
2025-03-21,46.0
2025-03-22,65.0
2025-03-23,63.0
2025-03-24,37.0
2025-03-25,36.0
2025-03-26,39.0
2025-03-27,38.0
2025-03-28,47.0
2025-03-29,68.0
2025-03-30,65.0
2025-03-31,38.0
2025-04-01,36.0
2025-04-02,35.0
2025-04-03,40.0
2025-04-04,45.0
2025-04-05,63.0
2025-04-06,61.0
2025-04-07,37.0
2025-04-08,34.0
2025-04-09,35.0
2025-04-10,40.0
2025-04-11,46.0
2025-04-12,67.0
2025-04-13,63.0
2025-04-14,40.0
2025-04-15,41.5
2025-04-16,40.0
2025-04-17,44.0
2025-04-18,53.5
2025-04-19,65.5
2025-04-20,68.5
2025-04-21,42.0
2025-04-22,37.0
2025-04-23,40.5
2025-04-24,41.0
2025-04-25,47.5
2025-04-26,77.0
2025-04-27,66.5
2025-04-28,40.5
2025-04-29,39.0
2025-04-30,39.0
2025-05-01,41.5
2025-05-02,46.5
2025-05-03,65.0
2025-05-04,66.5
2025-05-05,40.0
2025-05-06,35.5
2025-05-07,37.0
2025-05-08,39.5
2025-05-09,45.5
2025-05-10,67.5
2025-05-11,67.5
2025-05-12,37.0
2025-05-13,36.0
2025-05-14,38.0
2025-05-15,43.0
2025-05-16,48.0
2025-05-17,70.0
2025-05-18,68.0
2025-05-19,41.0
2025-05-20,40.0
2025-05-21,40.0
2025-05-22,44.0
2025-05-23,53.0
2025-05-24,69.0
2025-05-25,72.0
2025-05-26,65.0
2025-05-27,40.0
2025-05-28,40.0
2025-05-29,42.0
2025-05-30,52.0
2025-05-31,64.0
2025-06-01,68.0
2025-06-02,43.0
2025-06-03,43.0
2025-06-04,41.0
2025-06-05,42.0
2025-06-06,49.0
2025-06-07,63.0
2025-06-08,65.0
2025-06-09,45.0
2025-06-10,42.0
2025-06-11,45.0
2025-06-12,46.0
2025-06-13,52.0
2025-06-14,64.0
2025-06-15,64.0
2025-06-16,43.0
2025-06-17,43.0
2025-06-18,46.0
2025-06-19,51.0
2025-06-20,54.0
2025-06-21,65.0
2025-06-22,66.0
2025-06-23,46.0
2025-06-24,44.0
