Time,cool_math_games
2022-09-02,87.22696155871512
2022-09-03,15.188256977356504
2022-09-04,11.266192733017379
2022-09-05,10.785676671932595
2022-09-06,57.83096366508689
2022-09-07,70.07767245918905
2022-09-08,72.03870458135862
2022-09-09,95.07109004739337
2022-09-10,15.688256977356504
2022-09-11,11.266192733017379
2022-09-12,60.77251184834124
2022-09-13,73.0192206424434
2022-09-14,71.05818852027383
2022-09-15,78.90231700895208
2022-09-16,94.09057398630858
2022-09-17,15.688256977356504
2022-09-18,11.766192733017379
2022-09-19,59.791995787256454
2022-09-20,69.09715639810426
2022-09-21,67.1361242759347
2022-09-22,74.98025276461296
2022-09-23,93.6100579252238
2022-09-24,16.668773038441287
2022-09-25,11.766192733017379
2022-09-26,49.98683517640864
2022-09-27,61.75302790942602
2022-09-28,66.31121642969985
2022-09-29,70.1553449183781
2022-09-30,83.60979462875198
2022-10-01,15.376513954713008
2022-10-02,11.532385466034757
2022-10-03,52.85676671932597
2022-10-04,59.58399157451291
2022-10-05,57.66192733017378
2022-10-06,66.31121642969985
2022-10-07,75.92153765139548
2022-10-08,14.415481832543446
2022-10-09,10.571353343865193
2022-10-10,33.636124275934705
2022-10-11,52.85676671932597
2022-10-12,59.58399157451291
2022-10-13,65.35018430753028
2022-10-14,73.03844128488679
2022-10-15,14.415481832543446
2022-10-16,10.571353343865193
2022-10-17,51.895734597156405
2022-10-18,59.58399157451291
2022-10-19,64.38915218536073
2022-10-20,66.31121642969985
2022-10-21,72.07740916271723
2022-10-22,14.415481832543446
2022-10-23,10.571353343865193
2022-10-24,53.81779884149553
2022-10-25,59.58399157451291
2022-10-26,64.38915218536073
2022-10-27,65.35018430753028
2022-10-28,78.80463401790416
2022-10-29,13.454449710373883
2022-10-30,10.571353343865193
2022-10-31,50.93470247498684
2022-11-01,56.70089520800422
2022-11-02,60.54502369668247
2022-11-03,63.42812006319116
2022-11-04,84.57082675092154
2022-11-05,15.376513954713008
2022-11-06,11.532385466034757
2022-11-07,49.97367035281728
2022-11-08,45.16850974196946
2022-11-09,53.81779884149553
2022-11-10,67.27224855186941
2022-11-11,53.81779884149553
2022-11-12,14.415481832543446
2022-11-13,11.532385466034757
2022-11-14,54.778830963665094
2022-11-15,61.50605581885203
2022-11-16,64.38915218536073
2022-11-17,73.99947340705636
2022-11-18,86.49289099526067
2022-11-19,16.33754607688257
2022-11-20,12.49341758820432
2022-11-21,33.636124275934705
2022-11-22,43.24644549763033
2022-11-23,20.181674565560822
2022-11-24,12.49341758820432
2022-11-25,10.571353343865193
2022-11-26,9.61032122169563
2022-11-27,7.688256977356504
2022-11-28,38.44128488678252
2022-11-29,49.01263823064772
2022-11-30,57.66192733017378
2022-12-01,60.54502369668247
2022-12-02,73.99947340705636
2022-12-03,14.415481832543446
2022-12-04,10.571353343865193
2022-12-05,52.85676671932597
2022-12-06,60.54502369668247
2022-12-07,66.31121642969985
2022-12-08,72.07740916271723
2022-12-09,86.49289099526067
2022-12-10,16.33754607688257
2022-12-11,13.454449710373883
2022-12-12,64.38915218536073
2022-12-13,73.99947340705636
2022-12-14,81.68773038441286
2022-12-15,90.33701948393892
2022-12-16,96.10321221695631
2022-12-17,18.259610321221697
2022-12-18,13.454449710373883
2022-12-19,48.051606108478154
2022-12-20,57.66192733017378
2022-12-21,47.09057398630859
2022-12-22,33.636124275934705
2022-12-23,20.181674565560822
2022-12-24,12.49341758820432
2022-12-25,12.49341758820432
2022-12-26,10.571353343865193
2022-12-27,9.61032122169563
2022-12-28,8.649289099526067
2022-12-29,8.649289099526067
2022-12-30,7.688256977356504
2022-12-31,7.688256977356504
2023-01-01,7.688256977356504
2023-01-02,8.649289099526067
2023-01-03,23.064770932069514
2023-01-04,37.480252764612956
2023-01-05,44.207477619799896
2023-01-06,59.58399157451291
2023-01-07,10.571353343865193
2023-01-08,9.61032122169563
2023-01-09,45.16850974196946
2023-01-10,59.58399157451291
2023-01-11,63.42812006319116
2023-01-12,72.07740916271723
2023-01-13,84.57082675092154
2023-01-14,14.415481832543446
2023-01-15,10.571353343865193
2023-01-16,12.49341758820432
2023-01-17,54.778830963665094
2023-01-18,61.50605581885203
2023-01-19,65.35018430753028
2023-01-20,84.57082675092154
2023-01-21,15.376513954713008
2023-01-22,11.532385466034757
2023-01-23,52.85676671932597
2023-01-24,65.35018430753028
2023-01-25,62.467087941021596
2023-01-26,72.07740916271723
2023-01-27,84.57082675092154
2023-01-28,16.33754607688257
2023-01-29,12.49341758820432
2023-01-30,61.50605581885203
2023-01-31,61.50605581885203
2023-02-01,61.50605581885203
2023-02-02,65.35018430753028
2023-02-03,85.53185887309111
2023-02-04,16.33754607688257
2023-02-05,12.49341758820432
2023-02-06,52.85676671932597
2023-02-07,60.54502369668247
2023-02-08,63.42812006319116
2023-02-09,70.1553449183781
2023-02-10,85.53185887309111
2023-02-11,15.376513954713008
2023-02-12,12.49341758820432
2023-02-13,44.207477619799896
2023-02-14,56.70089520800422
2023-02-15,65.35018430753028
2023-02-16,72.07740916271723
2023-02-17,75.92153765139548
2023-02-18,16.33754607688257
2023-02-19,12.49341758820432
2023-02-20,18.259610321221697
2023-02-21,49.01263823064772
2023-02-22,57.66192733017378
2023-02-23,64.38915218536073
2023-02-24,83.60979462875198
2023-02-25,16.33754607688257
2023-02-26,11.532385466034757
2023-02-27,58.622959452343345
2023-02-28,63.42812006319116
2023-03-01,68.23328067403898
2023-03-02,73.99947340705636
2023-03-03,81.68773038441286
2023-03-04,16.33754607688257
2023-03-05,12.49341758820432
2023-03-06,53.81779884149553
2023-03-07,64.38915218536073
2023-03-08,71.11637704054766
2023-03-09,78.80463401790416
2023-03-10,90.33701948393892
2023-03-11,17.298578199052134
2023-03-12,12.49341758820432
2023-03-13,42.28541337546077
2023-03-14,51.895734597156405
2023-03-15,51.895734597156405
2023-03-16,54.778830963665094
2023-03-17,57.66192733017378
2023-03-18,13.454449710373883
2023-03-19,10.571353343865193
2023-03-20,48.051606108478154
2023-03-21,61.50605581885203
2023-03-22,59.58399157451291
2023-03-23,67.27224855186941
2023-03-24,81.68773038441286
2023-03-25,14.415481832543446
2023-03-26,10.571353343865193
2023-03-27,48.051606108478154
2023-03-28,56.70089520800422
2023-03-29,58.622959452343345
2023-03-30,65.35018430753028
2023-03-31,70.1553449183781
2023-04-01,13.454449710373883
2023-04-02,10.571353343865193
2023-04-03,41.32438125329121
2023-04-04,49.01263823064772
2023-04-05,53.81779884149553
2023-04-06,61.50605581885203
2023-04-07,23.064770932069514
2023-04-08,10.571353343865193
2023-04-09,8.649289099526067
2023-04-10,29.791995787256454
2023-04-11,47.09057398630859
2023-04-12,49.97367035281728
2023-04-13,59.58399157451291
2023-04-14,67.27224855186941
2023-04-15,12.49341758820432
2023-04-16,10.571353343865193
2023-04-17,49.97367035281728
2023-04-18,58.622959452343345
2023-04-19,62.467087941021596
2023-04-20,71.11637704054766
2023-04-21,78.80463401790416
2023-04-22,14.415481832543446
2023-04-23,11.532385466034757
2023-04-24,55.739863085834656
2023-04-25,64.38915218536073
2023-04-26,66.96276363117073
2023-04-27,73.38050356565901
2023-04-28,82.73020590676627
2023-04-29,15.262493194455601
2023-04-30,11.320632625556717
2023-05-01,59.58399157451291
2023-05-02,70.90462420006962
2023-05-03,68.4531778545354
2023-05-04,76.81741505341795
2023-05-05,82.73020590676627
2023-05-06,14.27702805223088
2023-05-07,10.335167483331995
2023-05-08,64.51131728563652
2023-05-09,71.89008934229435
2023-05-10,71.89008934229435
2023-05-11,81.74474076454156
2023-05-12,91.59939218678878
2023-05-13,14.27702805223088
2023-05-14,10.335167483331995
2023-05-15,66.48224757008596
2023-05-16,75.83194991119322
2023-05-17,81.74474076454156
2023-05-18,79.77381048009212
2023-05-19,90.10897796342411
2023-05-20,14.27702805223088
2023-05-21,10.840116564471934
2023-05-22,61.554921858962345
2023-05-23,66.48224757008596
2023-05-24,62.54038700118707
2023-05-25,59.58399157451291
2023-05-26,49.485009951714105
2023-05-27,12.118777947358556
2023-05-28,10.098981622798798
2023-05-29,9.089083460518918
2023-05-30,34.33653751751591
2023-05-31,36.35633384207567
2023-06-01,34.33653751751591
2023-06-02,36.35633384207567
2023-06-03,10.098981622798798
2023-06-04,8.079185298239038
2023-06-05,26.25735221927687
2023-06-06,28.27714854383663
2023-06-07,31.306843030676273
2023-06-08,26.25735221927687
2023-06-09,21.207861407877473
2023-06-10,8.079185298239038
2023-06-11,8.079185298239038
2023-06-12,19.188065083317714
2023-06-13,20.197963245597595
2023-06-14,19.188065083317714
2023-06-15,17.168268758757954
2023-06-16,16.158370596478075
2023-06-17,8.079185298239038
2023-06-18,7.069287135959158
2023-06-19,8.079185298239038
2023-06-20,14.138574271918316
2023-06-21,15.148472434198196
2023-06-22,13.128676109638436
2023-06-23,12.118777947358556
2023-06-24,7.069287135959158
2023-06-25,6.059388973679278
2023-06-26,10.098981622798798
2023-06-27,11.108879785078678
2023-06-28,10.098981622798798
2023-06-29,9.089083460518918
2023-06-30,9.089083460518918
2023-07-01,6.059388973679278
2023-07-02,5.049490811399399
2023-07-03,7.069287135959158
2023-07-04,6.059388973679278
2023-07-05,7.069287135959158
2023-07-06,8.079185298239038
2023-07-07,7.069287135959158
2023-07-08,5.049490811399399
2023-07-09,5.049490811399399
2023-07-10,7.069287135959158
2023-07-11,8.079185298239038
2023-07-12,8.079185298239038
2023-07-13,8.079185298239038
2023-07-14,8.079185298239038
2023-07-15,6.059388973679278
2023-07-16,6.059388973679278
2023-07-17,7.069287135959158
2023-07-18,7.069287135959158
2023-07-19,7.069287135959158
2023-07-20,8.079185298239038
2023-07-21,7.069287135959158
2023-07-22,5.049490811399399
2023-07-23,5.049490811399399
2023-07-24,7.069287135959158
2023-07-25,8.079185298239038
2023-07-26,8.079185298239038
2023-07-27,8.079185298239038
2023-07-28,8.079185298239038
2023-07-29,6.059388973679278
2023-07-30,5.049490811399399
2023-07-31,7.069287135959158
2023-08-01,9.089083460518918
2023-08-02,9.089083460518918
2023-08-03,11.108879785078678
2023-08-04,13.128676109638436
2023-08-05,6.059388973679278
2023-08-06,6.059388973679278
2023-08-07,13.128676109638436
2023-08-08,16.158370596478075
2023-08-09,19.188065083317714
2023-08-10,23.227657732437233
2023-08-11,31.306843030676273
2023-08-12,8.079185298239038
2023-08-13,7.069287135959158
2023-08-14,24.23755589471711
2023-08-15,33.32663935523603
2023-08-16,42.41572281575495
2023-08-17,49.485009951714105
2023-08-18,63.62358422363242
2023-08-19,11.108879785078678
2023-08-20,9.089083460518918
2023-08-21,43.42562097803483
2023-08-22,57.564195249953144
2023-08-23,63.62358422363242
2023-08-24,66.65327871047207
2023-08-25,81.80175114467026
2023-08-26,13.128676109638436
2023-08-27,10.098981622798798
2023-08-28,54.534500763113506
2023-08-29,63.62358422363242
2023-08-30,65.64338054819218
2023-08-31,71.70276952187146
2023-09-01,84.8314456315099
2023-09-02,12.118777947358556
2023-09-03,10.098981622798798
2023-09-04,10.098981622798798
2023-09-05,55.54439892539339
2023-09-06,68.67307503503181
2023-09-07,70.69287135959158
2023-09-08,93.92052909202881
2023-09-09,14.138574271918316
2023-09-10,10.098981622798798
2023-09-11,58.574093412233026
2023-09-12,70.69287135959158
2023-09-13,73.72256584643122
2023-09-14,77.76215849555074
2023-09-15,95.94032541658858
2023-09-16,15.148472434198196
2023-09-17,11.108879785078678
2023-09-18,58.574093412233026
2023-09-19,71.70276952187146
2023-09-20,73.72256584643122
2023-09-21,79.7819548201105
2023-09-22,97.96012174114833
2023-09-23,16.158370596478075
2023-09-24,12.118777947358556
2023-09-25,54.534500763113506
2023-09-26,75.74236217099097
2023-09-27,72.71266768415134
2023-09-28,74.7324640087111
2023-09-29,100.98981622798797
2023-09-30,16.158370596478075
2023-10-01,12.118777947358556
2023-10-02,55.54439892539339
2023-10-03,69.6829731973117
2023-10-04,72.71266768415134
2023-10-05,78.77205665783062
2023-10-06,81.80175114467026
2023-10-07,14.138574271918316
2023-10-08,12.118777947358556
2023-10-09,34.33653751751591
2023-10-10,59.5839915745129
2023-10-11,66.65327871047207
2023-10-12,69.6829731973117
2023-10-13,75.74236217099097
2023-10-14,14.138574271918316
2023-10-15,11.108879785078678
2023-10-16,52.51470443855374
2023-10-17,62.613686061352546
2023-10-18,63.62358422363242
2023-10-19,70.69287135959158
2023-10-20,85.84134379378978
2023-10-21,14.138574271918316
2023-10-22,11.108879785078678
2023-10-23,54.534500763113506
2023-10-24,65.64338054819218
2023-10-25,64.6334823859123
2023-10-26,69.6829731973117
2023-10-27,82.81164930695013
2023-10-28,13.128676109638436
2023-10-29,10.098981622798798
2023-10-30,55.54439892539339
2023-10-31,63.62358422363242
2023-11-01,61.603787899072664
2023-11-02,63.62358422363242
2023-11-03,80.79185298239038
2023-11-04,14.138574271918316
2023-11-05,10.098981622798798
2023-11-06,51.50480627627387
2023-11-07,47.46521362715435
2023-11-08,59.5839915745129
2023-11-09,71.70276952187146
2023-11-10,57.564195249953144
2023-11-11,13.128676109638436
2023-11-12,11.108879785078678
2023-11-13,52.51470443855374
2023-11-14,60.59388973679278
2023-11-15,64.6334823859123
2023-11-16,67.66317687275195
2023-11-17,89.88093644290929
2023-11-18,15.148472434198196
2023-11-19,11.108879785078678
2023-11-20,33.32663935523603
2023-11-21,47.46521362715435
2023-11-22,19.188065083317714
2023-11-23,11.108879785078678
2023-11-24,10.098981622798798
2023-11-25,8.079185298239038
2023-11-26,7.069287135959158
2023-11-27,43.42562097803483
2023-11-28,53.524602600833624
2023-11-29,59.5839915745129
2023-11-30,62.613686061352546
2023-12-01,84.8314456315099
2023-12-02,14.138574271918316
2023-12-03,10.098981622798798
2023-12-04,50.494908113993986
2023-12-05,59.5839915745129
2023-12-06,63.62358422363242
2023-12-07,67.66317687275195
2023-12-08,82.81164930695013
2023-12-09,13.128676109638436
2023-12-10,11.108879785078678
2023-12-11,51.50480627627387
2023-12-12,60.59388973679278
2023-12-13,66.65327871047207
2023-12-14,76.75226033327085
2023-12-15,85.84134379378978
2023-12-16,14.138574271918316
2023-12-17,11.108879785078678
2023-12-18,56.55429708767326
2023-12-19,65.64338054819218
2023-12-20,59.5839915745129
2023-12-21,54.534500763113506
2023-12-22,32.08031700158488
2023-12-23,11.709111891620402
2023-12-24,10.185602554982239
2023-12-25,9.167042299484015
2023-12-26,7.634870869627507
2023-12-27,7.129921788487566
2023-12-28,6.616310614129283
2023-12-29,6.111361532989343
2023-12-30,6.111361532989343
2023-12-31,6.111361532989343
2024-01-01,6.111361532989343
2024-01-02,13.74623240261685
2024-01-03,23.426885876459146
2024-01-04,30.04319649058843
2024-01-05,47.35872083405823
2024-01-06,9.167042299484015
2024-01-07,7.129921788487566
2024-01-08,40.22879904557067
2024-01-09,49.395841345054684
2024-01-10,56.52576313354225
2024-01-11,63.65568492202982
2024-01-12,74.346236558152
2024-01-13,13.24128332147691
2024-01-14,10.185602554982239
2024-01-15,10.185602554982239
2024-01-16,39.210238790072445
2024-01-17,50.91935068169285
2024-01-18,66.1977545141662
2024-01-19,68.74848619952093
2024-01-20,13.74623240261685
2024-01-21,10.272223487165679
2024-01-22,55.470006830694665
2024-01-23,65.74223031786035
2024-01-24,70.87834206144319
2024-01-25,74.98723145630946
2024-01-26,88.34112198962484
2024-01-27,15.408335230748518
2024-01-28,11.299445835882247
2024-01-29,54.4427844819781
2024-01-30,64.71500796914378
2024-01-31,70.87834206144319
2024-02-01,76.01445380502602
2024-02-02,92.45001138449112
2024-02-03,14.381112882031951
2024-02-04,11.299445835882247
2024-02-05,57.524451528127805
2024-02-06,66.76945266657691
2024-02-07,66.76945266657691
2024-02-08,70.87834206144319
2024-02-09,83.20501024604201
2024-02-10,15.408335230748518
2024-02-11,10.272223487165679
2024-02-12,51.3611174358284
2024-02-13,59.57889622556094
2024-02-14,62.66056327171064
2024-02-15,69.85111971272661
2024-02-16,73.9600091075929
2024-02-17,14.381112882031951
2024-02-18,10.272223487165679
2024-02-19,16.435557579465087
2024-02-20,52.38833978454496
2024-02-21,56.497229179411235
2024-02-22,62.66056327171064
2024-02-23,80.1233431998923
2024-02-24,13.353890533315383
2024-02-25,9.245001138449112
2024-02-26,50.33389508711183
2024-02-27,61.63334092299407
2024-02-28,69.85111971272661
2024-02-29,71.90556441015976
2024-03-01,90.39556668705798
2024-03-02,15.408335230748518
2024-03-03,11.299445835882247
2024-03-04,51.3611174358284
2024-03-05,64.71500796914378
2024-03-06,69.85111971272661
2024-03-07,79.09612085117573
2024-03-08,93.47723373320768
2024-03-09,15.408335230748518
2024-03-10,11.299445835882247
2024-03-11,44.17056099481242
2024-03-12,48.27945038967869
2024-03-13,50.33389508711183
2024-03-14,61.63334092299407
2024-03-15,65.74223031786035
2024-03-16,12.326668184598816
2024-03-17,10.272223487165679
2024-03-18,50.33389508711183
2024-03-19,59.57889622556094
2024-03-20,59.57889622556094
2024-03-21,65.74223031786035
2024-03-22,78.06889850245916
2024-03-23,13.353890533315383
2024-03-24,9.245001138449112
2024-03-25,42.116116297379286
2024-03-26,51.3611174358284
2024-03-27,55.470006830694665
2024-03-28,58.55167387684437
2024-03-29,23.62611402048106
2024-03-30,9.245001138449112
2024-03-31,7.190556441015976
2024-04-01,24.653336369197632
2024-04-02,43.143338646095856
2024-04-03,45.19778334352899
2024-04-04,52.38833978454496
2024-04-05,65.74223031786035
2024-04-06,10.272223487165679
2024-04-07,8.217778789732543
2024-04-08,47.25222804096212
2024-04-09,61.63334092299407
2024-04-10,57.524451528127805
2024-04-11,68.82389736401005
2024-04-12,86.28667729219171
2024-04-13,11.299445835882247
2024-04-14,9.245001138449112
2024-04-15,53.41556213326153
2024-04-16,62.66056327171064
2024-04-17,67.79667501529349
2024-04-18,70.87834206144319
2024-04-19,86.28667729219171
2024-04-20,12.326668184598816
2024-04-21,9.245001138449112
2024-04-22,54.4427844819781
2024-04-23,64.71500796914378
2024-04-24,71.90556441015976
2024-04-25,70.87834206144319
2024-04-26,84.23223259475857
2024-04-27,13.353890533315383
2024-04-28,9.245001138449112
2024-04-29,62.66056327171064
2024-04-30,72.93278675887632
2024-05-01,72.93278675887632
2024-05-02,81.15056554860887
2024-05-03,93.47723373320768
2024-05-04,12.326668184598816
2024-05-05,9.245001138449112
2024-05-06,66.76945266657691
2024-05-07,73.9600091075929
2024-05-08,74.98723145630946
2024-05-09,84.23223259475857
2024-05-10,96.55890077935739
2024-05-11,13.353890533315383
2024-05-12,10.272223487165679
2024-05-13,73.9600091075929
2024-05-14,82.17778789732543
2024-05-15,84.23223259475857
2024-05-16,87.31389964090828
2024-05-17,90.39556668705798
2024-05-18,13.353890533315383
2024-05-19,10.272223487165679
2024-05-20,76.01445380502602
2024-05-21,76.01445380502602
2024-05-22,73.9600091075929
2024-05-23,70.87834206144319
2024-05-24,58.55167387684437
2024-05-25,12.326668184598816
2024-05-26,8.217778789732543
2024-05-27,8.217778789732543
2024-05-28,39.03444925122958
2024-05-29,42.116116297379286
2024-05-30,43.143338646095856
2024-05-31,40.06167159994615
2024-06-01,9.245001138449112
2024-06-02,7.190556441015976
2024-06-03,27.735003415347332
2024-06-04,29.78944811278047
2024-06-05,31.843892810213607
2024-06-06,29.78944811278047
2024-06-07,25.6805587179142
2024-06-08,7.190556441015976
2024-06-09,6.163334092299408
2024-06-10,20.544446974331358
2024-06-11,20.544446974331358
2024-06-12,19.51722462561479
2024-06-13,19.51722462561479
2024-06-14,15.408335230748518
2024-06-15,6.163334092299408
2024-06-16,6.163334092299408
2024-06-17,13.353890533315383
2024-06-18,14.381112882031951
2024-06-19,7.190556441015976
2024-06-20,13.353890533315383
2024-06-21,11.299445835882247
2024-06-22,6.163334092299408
2024-06-23,5.136111743582839
2024-06-24,11.299445835882247
2024-06-25,11.299445835882247
2024-06-26,10.272223487165679
2024-06-27,9.245001138449112
2024-06-28,8.217778789732543
2024-06-29,5.136111743582839
2024-06-30,5.136111743582839
2024-07-01,7.190556441015976
2024-07-02,7.190556441015976
2024-07-03,7.190556441015976
2024-07-04,5.136111743582839
2024-07-05,5.136111743582839
2024-07-06,5.136111743582839
2024-07-07,4.108889394866272
2024-07-08,6.163334092299408
2024-07-09,7.190556441015976
2024-07-10,7.190556441015976
2024-07-11,7.190556441015976
2024-07-12,7.190556441015976
2024-07-13,5.136111743582839
2024-07-14,4.108889394866272
2024-07-15,6.163334092299408
2024-07-16,7.190556441015976
2024-07-17,7.190556441015976
2024-07-18,7.190556441015976
2024-07-19,5.136111743582839
2024-07-20,5.136111743582839
2024-07-21,5.136111743582839
2024-07-22,6.163334092299408
2024-07-23,6.163334092299408
2024-07-24,7.190556441015976
2024-07-25,7.190556441015976
2024-07-26,6.163334092299408
2024-07-27,4.108889394866272
2024-07-28,5.136111743582839
2024-07-29,6.163334092299408
2024-07-30,7.190556441015976
2024-07-31,8.217778789732543
2024-08-01,9.245001138449112
2024-08-02,10.272223487165679
2024-08-03,5.136111743582839
2024-08-04,5.136111743582839
2024-08-05,9.245001138449112
2024-08-06,12.326668184598816
2024-08-07,15.408335230748518
2024-08-08,17.462779928181654
2024-08-09,23.62611402048106
2024-08-10,6.163334092299408
2024-08-11,6.163334092299408
2024-08-12,20.544446974331358
2024-08-13,27.735003415347332
2024-08-14,31.843892810213607
2024-08-15,46.22500569224556
2024-08-16,57.524451528127805
2024-08-17,10.272223487165679
2024-08-18,8.217778789732543
2024-08-19,44.17056099481242
2024-08-20,52.90195095890324
2024-08-21,60.60611857427751
2024-08-22,66.76945266657691
2024-08-23,83.7186214204003
2024-08-24,12.326668184598816
2024-08-25,9.245001138449112
2024-08-26,56.497229179411235
2024-08-27,66.25584149221862
2024-08-28,69.85111971272661
2024-08-29,76.01445380502602
2024-08-30,88.34112198962484
2024-08-31,13.353890533315383
2024-09-01,9.245001138449112
2024-09-02,8.731389964090827
2024-09-03,56.497229179411235
2024-09-04,67.2830638409352
2024-09-05,76.52806497938431
2024-09-06,99.12695665114882
2024-09-07,14.381112882031951
2024-09-08,10.272223487165679
2024-09-09,64.2013967947855
2024-09-10,67.2830638409352
2024-09-11,71.39195323580148
2024-09-12,78.06889850245916
2024-09-13,102.7222348716568
2024-09-14,14.381112882031951
2024-09-15,10.785834661523964
2024-09-16,60.09250739991923
2024-09-17,67.79667501529349
2024-09-18,74.98723145630946
2024-09-19,74.98723145630946
2024-09-20,102.7222348716568
2024-09-21,14.381112882031951
2024-09-22,11.299445835882247
