Time,ron_desantis
2022-12-13,12.891170431211497
2022-12-14,21.48528405201916
2022-12-15,21.48528405201916
2022-12-16,17.18822724161533
2022-12-17,17.18822724161533
2022-12-18,12.891170431211497
2022-12-19,8.594113620807665
2022-12-20,8.594113620807665
2022-12-21,8.594113620807665
2022-12-22,12.891170431211497
2022-12-23,12.891170431211497
2022-12-24,25.782340862422995
2022-12-25,12.891170431211497
2022-12-26,8.594113620807665
2022-12-27,8.594113620807665
2022-12-28,12.891170431211497
2022-12-29,12.891170431211497
2022-12-30,8.594113620807665
2022-12-31,8.594113620807665
2023-01-01,8.594113620807665
2023-01-02,8.594113620807665
2023-01-03,17.18822724161533
2023-01-04,25.782340862422995
2023-01-05,12.891170431211497
2023-01-06,12.891170431211497
2023-01-07,17.18822724161533
2023-01-08,25.782340862422995
2023-01-09,8.594113620807665
2023-01-10,8.594113620807665
2023-01-11,8.594113620807665
2023-01-12,8.594113620807665
2023-01-13,8.594113620807665
2023-01-14,12.891170431211497
2023-01-15,25.782340862422995
2023-01-16,21.48528405201916
2023-01-17,17.18822724161533
2023-01-18,17.18822724161533
2023-01-19,30.07939767282683
2023-01-20,34.37645448323066
2023-01-21,25.782340862422995
2023-01-22,25.782340862422995
2023-01-23,17.18822724161533
2023-01-24,21.48528405201916
2023-01-25,21.48528405201916
2023-01-26,21.48528405201916
2023-01-27,17.18822724161533
2023-01-28,17.18822724161533
2023-01-29,17.18822724161533
2023-01-30,17.18822724161533
2023-01-31,21.48528405201916
2023-02-01,34.37645448323066
2023-02-02,38.67351129363449
2023-02-03,34.37645448323066
2023-02-04,38.67351129363449
2023-02-05,51.56468172484599
2023-02-06,21.48528405201916
2023-02-07,38.67351129363449
2023-02-08,47.26762491444216
2023-02-09,30.07939767282683
2023-02-10,30.07939767282683
2023-02-11,21.48528405201916
2023-02-12,21.48528405201916
2023-02-13,21.48528405201916
2023-02-14,34.37645448323066
2023-02-15,25.782340862422995
2023-02-16,25.782340862422995
2023-02-17,25.782340862422995
2023-02-18,42.97056810403832
2023-02-19,30.07939767282683
2023-02-20,34.37645448323066
2023-02-21,51.56468172484599
2023-02-22,34.37645448323066
2023-02-23,25.782340862422995
2023-02-24,25.782340862422995
2023-02-25,25.782340862422995
2023-02-26,25.782340862422995
2023-02-27,64.45585215605749
2023-02-28,73.04996577686515
2023-03-01,64.45585215605749
2023-03-02,38.67351129363449
2023-03-03,30.07939767282683
2023-03-04,30.07939767282683
2023-03-05,30.07939767282683
2023-03-06,51.56468172484599
2023-03-07,64.45585215605749
2023-03-08,42.97056810403832
2023-03-09,34.37645448323066
2023-03-10,42.97056810403832
2023-03-11,73.04996577686515
2023-03-12,64.45585215605749
2023-03-13,34.37645448323066
2023-03-14,51.56468172484599
2023-03-15,51.56468172484599
2023-03-16,42.97056810403832
2023-03-17,47.26762491444216
2023-03-18,47.26762491444216
2023-03-19,30.07939767282683
2023-03-20,34.37645448323066
2023-03-21,34.37645448323066
2023-03-22,38.67351129363449
2023-03-23,42.97056810403832
2023-03-24,47.26762491444216
2023-03-25,42.97056810403832
2023-03-26,47.26762491444216
2023-03-27,30.07939767282683
2023-03-28,30.07939767282683
2023-03-29,25.782340862422995
2023-03-30,51.56468172484599
2023-03-31,81.64407939767281
2023-04-01,51.56468172484599
2023-04-02,51.56468172484599
2023-04-03,34.37645448323066
2023-04-04,60.15879534565366
2023-04-05,55.86173853524982
2023-04-06,38.67351129363449
2023-04-07,55.86173853524982
2023-04-08,38.67351129363449
2023-04-09,55.86173853524982
2023-04-10,55.86173853524982
2023-04-11,47.26762491444216
2023-04-12,25.782340862422995
2023-04-13,21.48528405201916
2023-04-14,38.67351129363449
2023-04-15,51.56468172484599
2023-04-16,47.26762491444216
2023-04-17,42.97056810403832
2023-04-18,64.45585215605749
2023-04-19,98.83230663928815
2023-04-20,103.12936344969198
2023-04-21,68.75290896646132
2023-04-22,51.56468172484599
2023-04-23,42.97056810403832
2023-04-24,55.86173853524982
2023-04-25,64.45585215605749
2023-04-26,84.98623469465358
2023-04-27,80.92790326260551
2023-04-28,50.609780211422915
2023-04-29,42.49311734732679
2023-04-30,46.55144877937485
2023-05-01,34.37645448323066
2023-05-02,34.37645448323066
2023-05-03,44.402920374172936
2023-05-04,34.37645448323066
2023-05-05,48.461251806221
2023-05-06,72.81124039850938
2023-05-07,50.609780211422915
2023-05-08,76.86957183055745
2023-05-09,58.72644307551904
2023-05-10,74.72104342535553
2023-05-11,48.461251806221
2023-05-12,56.57791467031713
2023-05-13,82.83770628945166
2023-05-14,76.86957183055745
2023-05-15,68.75290896646132
2023-05-16,68.75290896646132
2023-05-17,68.75290896646132
2023-05-18,84.98623469465358
2023-05-19,84.98623469465358
2023-05-20,52.519583238269064
2023-05-21,68.75290896646132
2023-05-22,72.81124039850938
2023-05-23,113.15582934063426
2023-05-24,319.4145562400182
2023-05-25,382.19933074758535
2023-05-26,148.96463609399953
2023-05-27,122.22739371815346
2023-05-28,91.6705452886151
2023-05-29,61.11369685907673
2023-05-30,80.21172712753821
2023-05-31,110.76857555707657
2023-06-01,99.3097573959997
2023-06-02,80.21172712753821
2023-06-03,91.6705452886151
2023-06-04,68.75290896646132
2023-06-05,42.015666590615254
2023-06-06,45.83527264430755
2023-06-07,42.015666590615254
2023-06-08,45.83527264430755
2023-06-09,53.47448475169214
2023-06-10,45.83527264430755
2023-06-11,49.65487869799985
2023-06-12,38.19606053692296
2023-06-13,30.556848429538366
2023-06-14,34.37645448323066
2023-06-15,30.556848429538366
2023-06-16,57.294090805384435
2023-06-17,45.83527264430755
2023-06-18,49.65487869799985
2023-06-19,45.83527264430755
2023-06-20,42.015666590615254
2023-06-21,49.65487869799985
2023-06-22,49.65487869799985
2023-06-23,19.09803026846148
2023-06-24,19.09803026846148
2023-06-25,45.83527264430755
2023-06-26,49.65487869799985
2023-06-27,30.556848429538366
2023-06-28,22.917636322153776
2023-06-29,38.19606053692296
2023-06-30,45.83527264430755
2023-07-01,57.294090805384435
2023-07-02,57.294090805384435
2023-07-03,64.93330291276902
2023-07-04,103.12936344969198
2023-07-05,80.21172712753821
2023-07-06,76.39212107384591
2023-07-07,61.11369685907673
2023-07-08,68.75290896646132
2023-07-09,68.75290896646132
2023-07-10,68.75290896646132
2023-07-11,72.57251502015362
2023-07-12,91.6705452886151
2023-07-13,118.40778766446117
2023-07-14,80.21172712753821
2023-07-15,26.73724237584607
2023-07-16,26.73724237584607
2023-07-17,38.19606053692296
2023-07-18,30.556848429538366
2023-07-19,64.93330291276902
2023-07-20,49.65487869799985
2023-07-21,61.11369685907673
2023-07-22,53.47448475169214
2023-07-23,68.75290896646132
2023-07-24,68.75290896646132
2023-07-25,99.3097573959997
2023-07-26,57.294090805384435
2023-07-27,45.83527264430755
2023-07-28,42.015666590615254
2023-07-29,45.83527264430755
2023-07-30,42.015666590615254
2023-07-31,26.73724237584607
2023-08-01,34.37645448323066
2023-08-02,30.556848429538366
2023-08-03,38.19606053692296
2023-08-04,38.19606053692296
2023-08-05,42.015666590615254
2023-08-06,38.19606053692296
2023-08-07,38.19606053692296
2023-08-08,42.015666590615254
2023-08-09,38.19606053692296
2023-08-10,22.917636322153776
2023-08-11,22.917636322153776
2023-08-12,30.556848429538366
2023-08-13,30.556848429538366
2023-08-14,22.917636322153776
2023-08-15,26.73724237584607
2023-08-16,22.917636322153776
2023-08-17,19.09803026846148
2023-08-18,22.917636322153776
2023-08-19,26.73724237584607
2023-08-20,30.556848429538366
2023-08-21,45.83527264430755
2023-08-22,42.015666590615254
2023-08-23,30.556848429538366
2023-08-24,141.32542398661494
2023-08-25,45.83527264430755
2023-08-26,30.556848429538366
2023-08-27,42.015666590615254
2023-08-28,38.19606053692296
2023-08-29,34.37645448323066
2023-08-30,30.556848429538366
2023-08-31,26.73724237584607
2023-09-01,22.917636322153776
2023-09-02,49.65487869799985
2023-09-03,34.37645448323066
2023-09-04,22.917636322153776
2023-09-05,19.09803026846148
2023-09-06,19.09803026846148
2023-09-07,15.278424214769183
2023-09-08,22.917636322153776
2023-09-09,26.73724237584607
2023-09-10,22.917636322153776
2023-09-11,11.458818161076888
2023-09-12,11.458818161076888
2023-09-13,11.458818161076888
2023-09-14,15.278424214769183
2023-09-15,11.458818161076888
2023-09-16,11.458818161076888
2023-09-17,15.278424214769183
2023-09-18,11.458818161076888
2023-09-19,11.458818161076888
2023-09-20,11.458818161076888
2023-09-21,15.278424214769183
2023-09-22,11.458818161076888
2023-09-23,11.458818161076888
2023-09-24,11.458818161076888
2023-09-25,15.278424214769183
2023-09-26,15.278424214769183
2023-09-27,15.278424214769183
2023-09-28,53.47448475169214
2023-09-29,19.09803026846148
2023-09-30,15.278424214769183
2023-10-01,38.19606053692296
2023-10-02,15.278424214769183
2023-10-03,15.278424214769183
2023-10-04,19.09803026846148
2023-10-05,19.09803026846148
2023-10-06,22.917636322153776
2023-10-07,53.47448475169214
2023-10-08,45.83527264430755
2023-10-09,15.278424214769183
2023-10-10,38.19606053692296
2023-10-11,15.278424214769183
2023-10-12,15.278424214769183
2023-10-13,19.09803026846148
2023-10-14,19.09803026846148
2023-10-15,57.294090805384435
2023-10-16,38.19606053692296
2023-10-17,15.278424214769183
2023-10-18,11.458818161076888
2023-10-19,15.278424214769183
2023-10-20,11.458818161076888
2023-10-21,11.458818161076888
2023-10-22,11.458818161076888
2023-10-23,7.6392121073845916
2023-10-24,7.6392121073845916
2023-10-25,11.458818161076888
2023-10-26,7.6392121073845916
2023-10-27,11.458818161076888
2023-10-28,11.458818161076888
2023-10-29,19.09803026846148
2023-10-30,61.11369685907673
2023-10-31,68.75290896646132
2023-11-01,84.03133318123051
2023-11-02,80.21172712753821
2023-11-03,42.015666590615254
2023-11-04,22.917636322153776
2023-11-05,49.65487869799985
2023-11-06,38.19606053692296
2023-11-07,61.11369685907673
2023-11-08,30.556848429538366
2023-11-09,114.58818161076887
2023-11-10,57.294090805384435
2023-11-11,19.09803026846148
2023-11-12,19.09803026846148
2023-11-13,19.09803026846148
2023-11-14,15.278424214769183
2023-11-15,15.278424214769183
2023-11-16,15.278424214769183
2023-11-17,15.278424214769183
2023-11-18,11.458818161076888
2023-11-19,15.278424214769183
2023-11-20,11.458818161076888
2023-11-21,11.458818161076888
2023-11-22,30.556848429538366
2023-11-23,45.83527264430755
2023-11-24,15.278424214769183
2023-11-25,11.458818161076888
2023-11-26,11.458818161076888
2023-11-27,11.458818161076888
2023-11-28,15.278424214769183
2023-11-29,11.458818161076888
2023-11-30,22.917636322153776
2023-12-01,95.4901513423074
2023-12-02,42.015666590615254
2023-12-03,30.556848429538366
2023-12-04,26.73724237584607
2023-12-05,19.09803026846148
2023-12-06,19.09803026846148
2023-12-07,42.015666590615254
2023-12-08,22.917636322153776
2023-12-09,26.73724237584607
2023-12-10,19.09803026846148
2023-12-11,15.278424214769183
2023-12-12,19.09803026846148
2023-12-13,26.73724237584607
2023-12-14,45.83527264430755
2023-12-15,11.458818161076888
2023-12-16,11.458818161076888
2023-12-17,15.278424214769183
2023-12-18,15.278424214769183
2023-12-19,11.458818161076888
2023-12-20,15.278424214769183
2023-12-21,11.458818161076888
2023-12-22,11.547823628373312
2023-12-23,11.547823628373312
2023-12-24,11.547823628373312
2023-12-25,44.73669087653454
2023-12-26,26.460053920551488
2023-12-27,10.093219991414596
2023-12-28,11.547823628373312
2023-12-29,11.547823628373312
2023-12-30,10.093219991414596
2023-12-31,11.547823628373312
2024-01-01,11.547823628373312
2024-01-02,10.093219991414596
2024-01-03,11.547823628373312
2024-01-04,11.547823628373312
2024-01-05,27.914657557510207
2024-01-06,11.547823628373312
2024-01-07,14.912230292178178
2024-01-08,14.912230292178178
2024-01-09,14.912230292178178
2024-01-10,19.73124059294176
2024-01-11,57.73911814186656
2024-01-12,21.641043619787908
2024-01-13,26.460053920551488
2024-01-14,41.37228421272967
2024-01-15,36.55327391196609
2024-01-16,84.19917206241806
2024-01-17,49.55570117729812
2024-01-18,41.37228421272967
2024-01-19,23.095647256746624
2024-01-20,26.460053920551488
2024-01-21,290.9207273917434
2024-01-22,218.1905455438076
2024-01-23,104.73146186102764
2024-01-24,64.00256002618356
2024-01-25,32.00128001309178
2024-01-26,26.18286546525691
2024-01-27,116.36829095669738
2024-01-28,14.546036369587172
2024-01-29,8.727621821752303
2024-01-30,8.727621821752303
2024-01-31,8.727621821752303
2024-02-01,8.727621821752303
2024-02-02,8.727621821752303
2024-02-03,8.727621821752303
2024-02-04,5.818414547834869
2024-02-05,5.818414547834869
2024-02-06,5.818414547834869
2024-02-07,8.727621821752303
2024-02-08,5.818414547834869
2024-02-09,5.818414547834869
2024-02-10,5.818414547834869
2024-02-11,5.818414547834869
2024-02-12,5.818414547834869
2024-02-13,5.818414547834869
2024-02-14,5.818414547834869
2024-02-15,5.818414547834869
2024-02-16,8.727621821752303
2024-02-17,5.818414547834869
2024-02-18,5.818414547834869
2024-02-19,5.818414547834869
2024-02-20,5.818414547834869
2024-02-21,8.727621821752303
2024-02-22,8.727621821752303
2024-02-23,8.727621821752303
2024-02-24,8.727621821752303
2024-02-25,11.636829095669738
2024-02-26,8.727621821752303
2024-02-27,8.727621821752303
2024-02-28,8.727621821752303
2024-02-29,8.727621821752303
2024-03-01,8.727621821752303
2024-03-02,8.727621821752303
2024-03-03,5.818414547834869
2024-03-04,8.727621821752303
2024-03-05,17.455243643504605
2024-03-06,17.455243643504605
2024-03-07,8.727621821752303
2024-03-08,5.818414547834869
2024-03-09,5.818414547834869
2024-03-10,5.818414547834869
2024-03-11,2.9092072739174344
2024-03-12,5.818414547834869
2024-03-13,5.818414547834869
2024-03-14,5.818414547834869
2024-03-15,5.818414547834869
2024-03-16,5.818414547834869
2024-03-17,5.818414547834869
2024-03-18,5.818414547834869
2024-03-19,8.727621821752303
2024-03-20,5.818414547834869
2024-03-21,5.818414547834869
2024-03-22,2.9092072739174344
2024-03-23,5.818414547834869
2024-03-24,5.818414547834869
2024-03-25,5.818414547834869
2024-03-26,8.727621821752303
2024-03-27,8.727621821752303
2024-03-28,11.636829095669738
2024-03-29,5.818414547834869
2024-03-30,5.818414547834869
2024-03-31,5.818414547834869
2024-04-01,5.818414547834869
2024-04-02,5.818414547834869
2024-04-03,5.818414547834869
2024-04-04,2.9092072739174344
2024-04-05,5.818414547834869
2024-04-06,2.9092072739174344
2024-04-07,2.9092072739174344
2024-04-08,2.9092072739174344
2024-04-09,2.9092072739174344
2024-04-10,2.9092072739174344
2024-04-11,2.9092072739174344
2024-04-12,5.818414547834869
2024-04-13,2.9092072739174344
2024-04-14,8.727621821752303
2024-04-15,2.9092072739174344
2024-04-16,5.818414547834869
2024-04-17,5.818414547834869
2024-04-18,5.818414547834869
2024-04-19,23.273658191339475
2024-04-20,5.818414547834869
2024-04-21,5.818414547834869
2024-04-22,2.9092072739174344
2024-04-23,2.9092072739174344
2024-04-24,5.818414547834869
2024-04-25,2.9092072739174344
2024-04-26,5.818414547834869
2024-04-27,17.455243643504605
2024-04-28,5.818414547834869
2024-04-29,8.727621821752303
2024-04-30,5.818414547834869
2024-05-01,5.818414547834869
2024-05-02,11.636829095669738
2024-05-03,5.818414547834869
2024-05-04,5.818414547834869
2024-05-05,17.455243643504605
2024-05-06,8.727621821752303
2024-05-07,5.818414547834869
2024-05-08,5.818414547834869
2024-05-09,5.818414547834869
2024-05-10,5.818414547834869
2024-05-11,5.818414547834869
2024-05-12,5.818414547834869
2024-05-13,5.818414547834869
2024-05-14,5.818414547834869
2024-05-15,5.818414547834869
2024-05-16,2.9092072739174344
2024-05-17,5.818414547834869
2024-05-18,2.9092072739174344
2024-05-19,2.9092072739174344
2024-05-20,5.818414547834869
2024-05-21,2.9092072739174344
2024-05-22,5.818414547834869
2024-05-23,5.818414547834869
2024-05-24,5.818414547834869
2024-05-25,2.9092072739174344
2024-05-26,2.9092072739174344
2024-05-27,2.9092072739174344
2024-05-28,2.9092072739174344
2024-05-29,2.9092072739174344
2024-05-30,8.727621821752303
2024-05-31,8.727621821752303
2024-06-01,17.455243643504605
2024-06-02,11.636829095669738
2024-06-03,5.818414547834869
2024-06-04,5.818414547834869
2024-06-05,5.818414547834869
2024-06-06,5.818414547834869
2024-06-07,5.818414547834869
2024-06-08,5.818414547834869
2024-06-09,2.9092072739174344
2024-06-10,2.9092072739174344
2024-06-11,17.455243643504605
2024-06-12,23.273658191339475
2024-06-13,8.727621821752303
2024-06-14,5.818414547834869
2024-06-15,5.818414547834869
2024-06-16,8.727621821752303
2024-06-17,2.9092072739174344
2024-06-18,5.818414547834869
2024-06-19,5.818414547834869
2024-06-20,5.818414547834869
2024-06-21,5.818414547834869
2024-06-22,2.9092072739174344
2024-06-23,5.818414547834869
2024-06-24,2.9092072739174344
2024-06-25,5.818414547834869
2024-06-26,5.818414547834869
2024-06-27,5.818414547834869
2024-06-28,11.636829095669738
2024-06-29,5.818414547834869
2024-06-30,5.818414547834869
2024-07-01,5.818414547834869
2024-07-02,5.818414547834869
2024-07-03,5.818414547834869
2024-07-04,5.818414547834869
2024-07-05,2.9092072739174344
2024-07-06,5.818414547834869
2024-07-07,2.9092072739174344
2024-07-08,2.9092072739174344
2024-07-09,2.9092072739174344
2024-07-10,5.818414547834869
2024-07-11,5.818414547834869
2024-07-12,5.818414547834869
2024-07-13,5.818414547834869
2024-07-14,17.455243643504605
2024-07-15,11.636829095669738
2024-07-16,8.727621821752303
2024-07-17,32.00128001309178
2024-07-18,11.636829095669738
2024-07-19,5.818414547834869
2024-07-20,5.818414547834869
2024-07-21,5.818414547834869
2024-07-22,5.818414547834869
2024-07-23,5.818414547834869
2024-07-24,5.818414547834869
2024-07-25,5.818414547834869
2024-07-26,2.9092072739174344
2024-07-27,55.27493820443125
2024-07-28,157.09719279154146
2024-07-29,5.818414547834869
2024-07-30,2.9092072739174344
2024-07-31,2.9092072739174344
2024-08-01,2.9092072739174344
2024-08-02,5.818414547834869
2024-08-03,2.9092072739174344
2024-08-04,5.818414547834869
2024-08-05,5.818414547834869
2024-08-06,5.818414547834869
2024-08-07,5.818414547834869
2024-08-08,2.9092072739174344
2024-08-09,2.9092072739174344
2024-08-10,2.9092072739174344
2024-08-11,2.9092072739174344
2024-08-12,2.9092072739174344
2024-08-13,2.9092072739174344
2024-08-14,2.9092072739174344
2024-08-15,2.9092072739174344
2024-08-16,2.9092072739174344
2024-08-17,2.9092072739174344
2024-08-18,4.9456523656596385
2024-08-19,3.491048728700921
2024-08-20,5.236573093051382
2024-08-21,5.527493820443126
2024-08-22,6.109335275226613
2024-08-23,5.527493820443126
2024-08-24,5.236573093051382
2024-08-25,5.236573093051382
2024-08-26,3.491048728700921
2024-08-27,3.491048728700921
2024-08-28,3.491048728700921
2024-08-29,5.81841454783487
2024-08-30,5.236573093051382
2024-08-31,3.200128001309178
2024-09-01,3.200128001309178
2024-09-02,3.200128001309178
2024-09-03,2.909207273917435
2024-09-04,3.200128001309178
2024-09-05,2.909207273917435
2024-09-06,2.909207273917435
2024-09-07,2.618286546525691
2024-09-08,2.909207273917435
2024-09-09,3.200128001309178
2024-09-10,18.037085098288095
2024-09-11,28.8011520117826
2024-09-12,3.491048728700921
2024-09-13,3.200128001309178
2024-09-14,2.909207273917435
2024-09-15,3.491048728700921
2024-09-16,5.81841454783487
2024-09-17,8.145780366968816
2024-09-18,5.81841454783487
