Time,coolio
2022-09-20,11.5
2022-09-21,11.0
2022-09-22,15.5
2022-09-23,15.0
2022-09-24,17.5
2022-09-25,14.0
2022-09-26,10.0
2022-09-27,10.0
2022-09-28,0.0
2022-09-29,100.0
2022-09-30,17.0
2022-10-01,8.0
2022-10-02,5.0
2022-10-03,3.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,1.0
2022-10-07,1.0
2022-10-08,1.0
2022-10-09,1.0
2022-10-10,1.0
2022-10-11,1.0
2022-10-12,1.0
2022-10-13,1.0
2022-10-14,1.0
2022-10-15,1.0
2022-10-16,1.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,1.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-12,0.0
2022-11-13,0.0
2022-11-14,0.0
2022-11-15,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-19,0.0
2022-11-20,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,1.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,1.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,2.0
2023-04-07,4.0
2023-04-08,2.0
2023-04-09,1.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,9.0
2023-04-27,9.5
2023-04-28,10.5
2023-04-29,9.0
2023-04-30,9.0
2023-05-01,7.5
2023-05-02,8.0
2023-05-03,9.5
2023-05-04,7.5
2023-05-05,9.0
2023-05-06,11.5
2023-05-07,8.0
2023-05-08,7.5
2023-05-09,7.5
2023-05-10,7.5
2023-05-11,8.5
2023-05-12,8.5
2023-05-13,10.5
2023-05-14,9.0
2023-05-15,7.5
2023-05-16,6.5
2023-05-17,8.5
2023-05-18,7.0
2023-05-19,8.0
2023-05-20,8.0
2023-05-21,9.0
2023-05-22,7.0
2023-05-23,8.5
2023-05-24,8.5
2023-05-25,7.5
2023-05-26,17.0
2023-05-27,17.0
2023-05-28,22.0
2023-05-29,20.0
2023-05-30,14.0
2023-05-31,12.0
2023-06-01,15.0
2023-06-02,17.0
2023-06-03,19.0
2023-06-04,22.0
2023-06-05,17.0
2023-06-06,14.0
2023-06-07,14.0
2023-06-08,13.0
2023-06-09,14.0
2023-06-10,18.0
2023-06-11,16.0
2023-06-12,13.0
2023-06-13,13.0
2023-06-14,16.0
2023-06-15,18.0
2023-06-16,18.0
2023-06-17,20.0
2023-06-18,16.0
2023-06-19,14.0
2023-06-20,12.0
2023-06-21,14.0
2023-06-22,14.0
2023-06-23,13.0
2023-06-24,17.0
2023-06-25,20.0
2023-06-26,15.0
2023-06-27,14.0
2023-06-28,14.0
2023-06-29,14.0
2023-06-30,19.0
2023-07-01,22.0
2023-07-02,19.0
2023-07-03,14.0
2023-07-04,17.0
2023-07-05,15.0
2023-07-06,15.0
2023-07-07,16.0
2023-07-08,20.0
2023-07-09,21.0
2023-07-10,16.0
2023-07-11,13.0
2023-07-12,14.0
2023-07-13,100.0
2023-07-14,40.0
2023-07-15,29.0
2023-07-16,22.0
2023-07-17,17.0
2023-07-18,15.0
2023-07-19,18.0
2023-07-20,16.0
2023-07-21,15.0
2023-07-22,22.0
2023-07-23,21.0
2023-07-24,14.0
2023-07-25,14.0
2023-07-26,12.0
2023-07-27,17.0
2023-07-28,14.0
2023-07-29,17.0
2023-07-30,24.0
2023-07-31,14.0
2023-08-01,26.0
2023-08-02,21.0
2023-08-03,18.0
2023-08-04,15.0
2023-08-05,19.0
2023-08-06,19.0
2023-08-07,18.0
2023-08-08,17.0
2023-08-09,15.0
2023-08-10,15.0
2023-08-11,21.0
2023-08-12,20.0
2023-08-13,20.0
2023-08-14,14.0
2023-08-15,12.0
2023-08-16,16.0
2023-08-17,55.0
2023-08-18,29.0
2023-08-19,30.0
2023-08-20,45.0
2023-08-21,18.0
2023-08-22,18.0
2023-08-23,14.0
2023-08-24,15.0
2023-08-25,14.0
2023-08-26,22.0
2023-08-27,18.0
2023-08-28,51.0
2023-08-29,70.0
2023-08-30,59.0
2023-08-31,38.0
2023-09-01,25.0
2023-09-02,27.0
2023-09-03,32.0
2023-09-04,24.0
2023-09-05,19.0
2023-09-06,18.0
2023-09-07,20.0
2023-09-08,18.0
2023-09-09,23.0
2023-09-10,18.0
2023-09-11,19.0
2023-09-12,15.0
2023-09-13,15.0
2023-09-14,18.0
2023-09-15,18.0
2023-09-16,17.0
2023-09-17,19.0
2023-09-18,13.0
2023-09-19,16.0
2023-09-20,15.0
2023-09-21,17.0
2023-09-22,22.0
2023-09-23,22.0
2023-09-24,22.0
2023-09-25,15.0
2023-09-26,14.0
2023-09-27,18.0
2023-09-28,20.0
2023-09-29,24.0
2023-09-30,23.0
2023-10-01,19.0
2023-10-02,13.0
2023-10-03,12.0
2023-10-04,17.0
2023-10-05,18.0
2023-10-06,18.0
2023-10-07,20.0
2023-10-08,16.0
2023-10-09,14.0
2023-10-10,12.0
2023-10-11,17.0
2023-10-12,13.0
2023-10-13,11.0
2023-10-14,18.0
2023-10-15,18.0
2023-10-16,12.0
2023-10-17,14.0
2023-10-18,14.0
2023-10-19,16.0
2023-10-20,16.0
2023-10-21,15.0
2023-10-22,18.0
2023-10-23,13.0
2023-10-24,11.0
2023-10-25,17.0
2023-10-26,16.0
2023-10-27,13.0
2023-10-28,15.0
2023-10-29,18.0
2023-10-30,13.0
2023-10-31,13.0
2023-11-01,9.0
2023-11-02,17.0
2023-11-03,15.0
2023-11-04,15.0
2023-11-05,13.0
2023-11-06,11.0
2023-11-07,11.0
2023-11-08,13.0
2023-11-09,12.0
2023-11-10,16.0
2023-11-11,12.0
2023-11-12,13.0
2023-11-13,12.0
2023-11-14,13.0
2023-11-15,14.0
2023-11-16,15.0
2023-11-17,14.0
2023-11-18,16.0
2023-11-19,17.0
2023-11-20,12.0
2023-11-21,15.0
2023-11-22,16.0
2023-11-23,16.0
2023-11-24,17.0
2023-11-25,11.0
2023-11-26,17.0
2023-11-27,12.0
2023-11-28,13.0
2023-11-29,12.0
2023-11-30,12.0
2023-12-01,13.0
2023-12-02,17.0
2023-12-03,15.0
2023-12-04,11.0
2023-12-05,13.0
2023-12-06,10.0
2023-12-07,14.0
2023-12-08,15.0
2023-12-09,17.0
2023-12-10,19.0
2023-12-11,15.0
2023-12-12,15.0
2023-12-13,14.0
2023-12-14,13.0
2023-12-15,15.0
2023-12-16,17.0
2023-12-17,19.0
2023-12-18,12.0
2023-12-19,13.0
2023-12-20,16.0
2023-12-21,18.0
2023-12-22,14.323797139141742
2023-12-23,14.323797139141742
2023-12-24,18.15474642392718
2023-12-25,19.341352405721715
2023-12-26,12.179453836150845
2023-12-27,13.137191157347203
2023-12-28,14.823797139141742
2023-12-29,13.866059817945384
2023-12-30,17.697009102730817
2023-12-31,19.112483745123537
2024-01-01,40.14044213263979
2024-01-02,14.823797139141742
2024-01-03,13.137191157347203
2024-01-04,11.950585175552666
2024-01-05,14.823797139141742
2024-01-06,17.925877763328998
2024-01-07,17.925877763328998
2024-01-08,10.992847854356306
2024-01-09,15.7815344603381
2024-01-10,15.7815344603381
2024-01-11,12.908322496749024
2024-01-12,16.01040312093628
2024-01-13,15.052665799739922
2024-01-14,13.866059817945384
2024-01-15,14.323797139141742
2024-01-16,14.094928478543563
2024-01-17,11.721716514954487
2024-01-18,13.137191157347203
2024-01-19,14.323797139141742
2024-01-20,16.739271781534462
2024-01-21,16.47854356306892
2024-01-22,13.732119635890767
2024-01-23,12.816644993498048
2024-01-24,11.443433029908972
2024-01-25,11.443433029908972
2024-01-26,19.224967490247074
2024-01-27,16.47854356306892
2024-01-28,17.851755526657996
2024-01-29,13.274382314694408
2024-01-30,12.816644993498048
2024-01-31,13.274382314694408
2024-02-01,16.47854356306892
2024-02-02,17.394018205461638
2024-02-03,16.93628088426528
2024-02-04,17.394018205461638
2024-02-05,14.189856957087127
2024-02-06,13.274382314694408
2024-02-07,13.732119635890767
2024-02-08,16.020806241872563
2024-02-09,14.189856957087127
2024-02-10,19.682704811443433
2024-02-11,18.309492847854358
2024-02-12,17.851755526657996
2024-02-13,12.35890767230169
2024-02-14,15.105331599479843
2024-02-15,12.816644993498048
2024-02-16,14.647594278283485
2024-02-17,16.47854356306892
2024-02-18,17.851755526657996
2024-02-19,13.274382314694408
2024-02-20,11.443433029908972
2024-02-21,15.105331599479843
2024-02-22,13.274382314694408
2024-02-23,16.020806241872563
2024-02-24,10.527958387516255
2024-02-25,18.309492847854358
2024-02-26,12.816644993498048
2024-02-27,13.732119635890767
2024-02-28,13.732119635890767
2024-02-29,12.35890767230169
2024-03-01,13.274382314694408
2024-03-02,16.93628088426528
2024-03-03,16.020806241872563
2024-03-04,9.612483745123537
2024-03-05,11.443433029908972
2024-03-06,9.612483745123537
2024-03-07,11.901170351105332
2024-03-08,12.816644993498048
2024-03-09,13.274382314694408
2024-03-10,14.189856957087127
2024-03-11,12.816644993498048
2024-03-12,12.35890767230169
2024-03-13,12.816644993498048
2024-03-14,11.901170351105332
2024-03-15,15.563068920676203
2024-03-16,19.224967490247074
2024-03-17,15.563068920676203
2024-03-18,11.901170351105332
2024-03-19,10.985695708712614
2024-03-20,12.35890767230169
2024-03-21,16.020806241872563
2024-03-22,17.851755526657996
2024-03-23,13.274382314694408
2024-03-24,16.47854356306892
2024-03-25,11.443433029908972
2024-03-26,12.35890767230169
2024-03-27,15.563068920676203
2024-03-28,15.563068920676203
2024-03-29,15.105331599479843
2024-03-30,16.93628088426528
2024-03-31,15.563068920676203
2024-04-01,13.732119635890767
2024-04-02,12.35890767230169
2024-04-03,14.647594278283485
2024-04-04,12.816644993498048
2024-04-05,16.020806241872563
2024-04-06,15.563068920676203
2024-04-07,15.563068920676203
2024-04-08,12.35890767230169
2024-04-09,11.443433029908972
2024-04-10,13.732119635890767
2024-04-11,11.901170351105332
2024-04-12,13.732119635890767
2024-04-13,14.647594278283485
2024-04-14,17.394018205461638
2024-04-15,12.816644993498048
2024-04-16,11.901170351105332
2024-04-17,13.274382314694408
2024-04-18,12.35890767230169
2024-04-19,14.189856957087127
2024-04-20,17.851755526657996
2024-04-21,13.274382314694408
2024-04-22,15.563068920676203
2024-04-23,12.816644993498048
2024-04-24,15.105331599479843
2024-04-25,13.274382314694408
2024-04-26,11.901170351105332
2024-04-27,14.189856957087127
2024-04-28,19.682704811443433
2024-04-29,12.35890767230169
2024-04-30,9.612483745123537
2024-05-01,11.443433029908972
2024-05-02,12.35890767230169
2024-05-03,13.732119635890767
2024-05-04,13.732119635890767
2024-05-05,16.47854356306892
2024-05-06,14.647594278283485
2024-05-07,15.105331599479843
2024-05-08,12.35890767230169
2024-05-09,14.647594278283485
2024-05-10,13.732119635890767
2024-05-11,13.732119635890767
2024-05-12,16.93628088426528
2024-05-13,12.35890767230169
2024-05-14,10.985695708712614
2024-05-15,10.070221066319895
2024-05-16,12.816644993498048
2024-05-17,16.47854356306892
2024-05-18,15.563068920676203
2024-05-19,15.563068920676203
2024-05-20,12.35890767230169
2024-05-21,15.105331599479843
2024-05-22,15.563068920676203
2024-05-23,14.189856957087127
2024-05-24,14.647594278283485
2024-05-25,18.767230169050716
2024-05-26,15.105331599479843
2024-05-27,11.901170351105332
2024-05-28,10.985695708712614
2024-05-29,10.985695708712614
2024-05-30,11.901170351105332
2024-05-31,14.189856957087127
2024-06-01,15.563068920676203
2024-06-02,16.47854356306892
2024-06-03,12.35890767230169
2024-06-04,10.527958387516255
2024-06-05,14.647594278283485
2024-06-06,16.93628088426528
2024-06-07,15.105331599479843
2024-06-08,24.71781534460338
2024-06-09,19.682704811443433
2024-06-10,15.105331599479843
2024-06-11,12.35890767230169
2024-06-12,15.105331599479843
2024-06-13,15.105331599479843
2024-06-14,16.020806241872563
2024-06-15,16.47854356306892
2024-06-16,12.816644993498048
2024-06-17,14.647594278283485
2024-06-18,10.070221066319895
2024-06-19,15.105331599479843
2024-06-20,16.47854356306892
2024-06-21,15.563068920676203
2024-06-22,13.732119635890767
2024-06-23,45.77373211963589
2024-06-24,41.1963589076723
2024-06-25,27.464239271781533
2024-06-26,16.93628088426528
2024-06-27,14.189856957087127
2024-06-28,19.682704811443433
2024-06-29,21.971391417425227
2024-06-30,20.59817945383615
2024-07-01,16.93628088426528
2024-07-02,15.563068920676203
2024-07-03,20.59817945383615
2024-07-04,20.59817945383615
2024-07-05,18.309492847854358
2024-07-06,20.59817945383615
2024-07-07,16.47854356306892
2024-07-08,15.105331599479843
2024-07-09,13.732119635890767
2024-07-10,13.732119635890767
2024-07-11,13.732119635890767
2024-07-12,15.105331599479843
2024-07-13,16.47854356306892
2024-07-14,13.274382314694408
2024-07-15,16.47854356306892
2024-07-16,11.443433029908972
2024-07-17,12.35890767230169
2024-07-18,12.816644993498048
2024-07-19,14.647594278283485
2024-07-20,16.47854356306892
2024-07-21,13.732119635890767
2024-07-22,10.985695708712614
2024-07-23,13.274382314694408
2024-07-24,10.527958387516255
2024-07-25,16.020806241872563
2024-07-26,13.732119635890767
2024-07-27,15.105331599479843
2024-07-28,18.767230169050716
2024-07-29,13.274382314694408
2024-07-30,12.816644993498048
2024-07-31,15.105331599479843
2024-08-01,23.344603381014306
2024-08-02,24.260078023407022
2024-08-03,21.05591677503251
2024-08-04,20.14044213263979
2024-08-05,14.647594278283485
2024-08-06,13.732119635890767
2024-08-07,12.35890767230169
2024-08-08,10.527958387516255
2024-08-09,13.732119635890767
2024-08-10,20.59817945383615
2024-08-11,15.563068920676203
2024-08-12,10.985695708712614
2024-08-13,11.901170351105332
2024-08-14,16.93628088426528
2024-08-15,14.647594278283485
2024-08-16,13.732119635890767
2024-08-17,18.309492847854358
2024-08-18,20.195091381444932
2024-08-19,15.426844698289662
2024-08-20,15.530159701505223
2024-08-21,15.965658368534527
2024-08-22,13.35266636635871
2024-08-23,16.939970705808694
2024-08-24,16.06897337175009
2024-08-25,15.965658368534527
2024-08-26,11.94285536205524
2024-08-27,13.249351363143148
2024-08-28,13.35266636635871
2024-08-29,11.071858027996635
2024-08-30,14.555847364231056
2024-08-31,15.197976037691483
2024-09-01,14.99134603126036
2024-09-02,17.375469372837998
2024-09-03,13.68485003017245
2024-09-04,12.813852696113845
2024-09-05,13.68485003017245
2024-09-06,16.06897337175009
2024-09-07,13.788165033388012
2024-09-08,18.78528037714147
2024-09-09,11.507356695025937
2024-09-10,10.636359360967333
2024-09-11,12.710537692898283
2024-09-12,13.146036359927587
2024-09-13,14.223663700417315
2024-09-14,15.09466103447592
2024-09-15,15.633474704720786
2024-09-16,11.404041691810376
2024-09-17,14.257470443747504
2024-09-18,15.083990469471997
2024-09-19,11.571280360142902
2024-09-20,13.017690405160765
2024-09-21,12.397800385867395
2024-09-22,13.017690405160765
2024-09-23,10.951390340849532
2024-09-24,11.98454037300515
2024-09-25,10.124870315125039
2024-09-26,12.811060398729643
2024-09-27,13.844210430885258
2024-09-28,19.83648061738783
2024-09-29,19.423220604525586
2024-09-30,16.53040051448986
2024-10-01,11.158020347280656
2024-10-02,14.877360463040874
2024-10-03,16.323770508058736
2024-10-04,17.356920540214354
2024-10-05,20.663000643112326
2024-10-06,13.844210430885258
2024-10-07,10.331500321556163
2024-10-08,8.8850902765383
2024-10-09,12.397800385867395
2024-10-10,12.811060398729643
2024-10-11,14.670730456609752
2024-10-12,15.703880488765368
2024-10-13,14.464100450178627
2024-10-14,13.637580424454134
2024-10-15,16.73703052092098
2024-10-16,12.604430392298518
2024-10-17,12.604430392298518
2024-10-18,15.91051049519649
2024-10-19,13.637580424454134
2024-10-20,13.224320411591888
2024-10-21,11.158020347280656
2024-10-22,13.224320411591888
2024-10-23,13.844210430885258
2024-10-24,9.711610302262793
2024-10-25,11.777910366574025
2024-10-26,16.117140501627613
2024-10-27,13.637580424454134
2024-10-28,11.158020347280656
2024-10-29,9.711610302262793
2024-10-30,11.777910366574025
2024-10-31,15.083990469471997
2024-11-01,10.538130327987286
2024-11-02,15.083990469471997
2024-11-03,16.943660527352108
2024-11-04,9.50498029583167
2024-11-05,12.191170379436272
2024-11-06,8.678460270107177
2024-11-07,10.538130327987286
2024-11-08,11.571280360142902
2024-11-09,10.331500321556163
2024-11-10,11.36465035371178
2024-11-11,8.26520025724493
2024-11-12,7.2320502250893135
2024-11-13,9.298350289400547
2024-11-14,11.777910366574025
2024-11-15,13.430950418023011
2024-11-16,12.604430392298518
2024-11-17,15.29062047590312
2024-11-18,11.36465035371178
2024-11-19,10.538130327987286
2024-11-20,11.571280360142902
2024-11-21,11.98454037300515
2024-11-22,10.538130327987286
2024-11-23,12.191170379436272
2024-11-24,13.224320411591888
2024-11-25,11.36465035371178
2024-11-26,9.298350289400547
2024-11-27,12.604430392298518
2024-11-28,16.53040051448986
2024-11-29,12.397800385867395
2024-11-30,14.050840437316381
2024-12-01,14.050840437316381
2024-12-02,9.50498029583167
2024-12-03,11.158020347280656
2024-12-04,14.877360463040874
2024-12-05,10.951390340849532
2024-12-06,11.777910366574025
2024-12-07,15.703880488765368
2024-12-08,11.36465035371178
2024-12-09,11.36465035371178
2024-12-10,9.091720282969423
2024-12-11,10.331500321556163
2024-12-12,12.397800385867395
2024-12-13,13.224320411591888
2024-12-14,16.943660527352108
2024-12-15,16.73703052092098
2024-12-16,9.50498029583167
2024-12-17,15.703880488765368
2024-12-18,11.571280360142902
2024-12-19,17.356920540214354
2024-12-20,15.497250482334245
2024-12-21,20.456370636681203
2024-12-22,14.670730456609752
2024-12-23,13.017690405160765
2024-12-24,15.083990469471997
2024-12-25,15.083990469471997
2024-12-26,10.124870315125039
2024-12-27,14.050840437316381
2024-12-28,11.571280360142902
2024-12-29,12.397800385867395
2024-12-30,15.29062047590312
2024-12-31,13.637580424454134
2025-01-01,19.62985061095671
2025-01-02,10.331500321556163
2025-01-03,10.951390340849532
2025-01-04,16.323770508058736
2025-01-05,12.397800385867395
2025-01-06,12.604430392298518
2025-01-07,11.98454037300515
2025-01-08,10.951390340849532
2025-01-09,9.50498029583167
2025-01-10,14.257470443747504
2025-01-11,13.224320411591888
2025-01-12,12.811060398729643
2025-01-13,9.50498029583167
2025-01-14,13.430950418023011
2025-01-15,11.36465035371178
2025-01-16,10.744760334418409
2025-01-17,13.844210430885258
2025-01-18,10.538130327987286
2025-01-19,15.703880488765368
2025-01-20,13.637580424454134
2025-01-21,9.298350289400547
2025-01-22,11.158020347280656
2025-01-23,11.777910366574025
2025-01-24,10.124870315125039
2025-01-25,16.53040051448986
2025-01-26,14.464100450178627
2025-01-27,10.538130327987286
2025-01-28,13.637580424454134
