Time,lowes
2022-09-19,46.04807692307692
2022-09-20,47.03846153846154
2022-09-21,47.03846153846154
2022-09-22,44.06730769230769
2022-09-23,46.04807692307692
2022-09-24,57.93269230769231
2022-09-25,57.93269230769231
2022-09-26,48.02884615384616
2022-09-27,47.53846153846154
2022-09-28,45.11538461538462
2022-09-29,44.13461538461539
2022-09-30,49.03846153846154
2022-10-01,60.807692307692314
2022-10-02,61.78846153846154
2022-10-03,48.057692307692314
2022-10-04,46.09615384615385
2022-10-05,46.09615384615385
2022-10-06,45.11538461538462
2022-10-07,46.09615384615385
2022-10-08,57.86538461538462
2022-10-09,57.86538461538462
2022-10-10,51.98076923076923
2022-10-11,47.07692307692308
2022-10-12,45.11538461538462
2022-10-13,44.13461538461539
2022-10-14,46.09615384615385
2022-10-15,53.94230769230769
2022-10-16,53.94230769230769
2022-10-17,47.07692307692308
2022-10-18,45.11538461538462
2022-10-19,45.11538461538462
2022-10-20,44.13461538461539
2022-10-21,45.11538461538462
2022-10-22,57.86538461538462
2022-10-23,54.92307692307693
2022-10-24,43.15384615384616
2022-10-25,43.15384615384616
2022-10-26,44.13461538461539
2022-10-27,45.11538461538462
2022-10-28,44.13461538461539
2022-10-29,52.96153846153847
2022-10-30,52.96153846153847
2022-10-31,42.17307692307693
2022-11-01,41.19230769230769
2022-11-02,44.13461538461539
2022-11-03,45.11538461538462
2022-11-04,46.09615384615385
2022-11-05,58.846153846153854
2022-11-06,56.88461538461539
2022-11-07,48.057692307692314
2022-11-08,43.15384615384616
2022-11-09,41.19230769230769
2022-11-10,47.07692307692308
2022-11-11,50.019230769230774
2022-11-12,58.846153846153854
2022-11-13,61.78846153846154
2022-11-14,51.0
2022-11-15,48.057692307692314
2022-11-16,48.057692307692314
2022-11-17,52.96153846153847
2022-11-18,51.98076923076923
2022-11-19,64.73076923076924
2022-11-20,71.59615384615385
2022-11-21,54.92307692307693
2022-11-22,53.94230769230769
2022-11-23,59.82692307692308
2022-11-24,69.63461538461539
2022-11-25,98.07692307692308
2022-11-26,70.61538461538461
2022-11-27,66.6923076923077
2022-11-28,55.90384615384616
2022-11-29,50.019230769230774
2022-11-30,47.07692307692308
2022-12-01,47.07692307692308
2022-12-02,47.07692307692308
2022-12-03,59.82692307692308
2022-12-04,56.88461538461539
2022-12-05,47.07692307692308
2022-12-06,43.15384615384616
2022-12-07,44.13461538461539
2022-12-08,43.15384615384616
2022-12-09,44.13461538461539
2022-12-10,54.92307692307693
2022-12-11,55.90384615384616
2022-12-12,46.09615384615385
2022-12-13,42.17307692307693
2022-12-14,40.21153846153847
2022-12-15,43.15384615384616
2022-12-16,45.11538461538462
2022-12-17,53.94230769230769
2022-12-18,53.94230769230769
2022-12-19,50.019230769230774
2022-12-20,51.0
2022-12-21,54.92307692307693
2022-12-22,53.94230769230769
2022-12-23,54.92307692307693
2022-12-24,65.71153846153847
2022-12-25,40.21153846153847
2022-12-26,67.67307692307693
2022-12-27,55.90384615384616
2022-12-28,56.88461538461539
2022-12-29,53.94230769230769
2022-12-30,51.98076923076923
2022-12-31,54.92307692307693
2023-01-01,59.82692307692308
2023-01-02,58.846153846153854
2023-01-03,43.15384615384616
2023-01-04,45.11538461538462
2023-01-05,43.15384615384616
2023-01-06,44.13461538461539
2023-01-07,54.92307692307693
2023-01-08,51.98076923076923
2023-01-09,43.15384615384616
2023-01-10,42.17307692307693
2023-01-11,42.17307692307693
2023-01-12,39.23076923076923
2023-01-13,41.19230769230769
2023-01-14,52.96153846153847
2023-01-15,53.94230769230769
2023-01-16,50.019230769230774
2023-01-17,41.19230769230769
2023-01-18,41.19230769230769
2023-01-19,40.21153846153847
2023-01-20,41.19230769230769
2023-01-21,53.94230769230769
2023-01-22,50.019230769230774
2023-01-23,42.17307692307693
2023-01-24,40.21153846153847
2023-01-25,39.23076923076923
2023-01-26,40.21153846153847
2023-01-27,41.19230769230769
2023-01-28,51.98076923076923
2023-01-29,48.057692307692314
2023-01-30,38.25
2023-01-31,40.21153846153847
2023-02-01,38.25
2023-02-02,39.23076923076923
2023-02-03,43.15384615384616
2023-02-04,53.94230769230769
2023-02-05,53.94230769230769
2023-02-06,42.17307692307693
2023-02-07,42.17307692307693
2023-02-08,39.23076923076923
2023-02-09,39.23076923076923
2023-02-10,45.11538461538462
2023-02-11,54.92307692307693
2023-02-12,46.09615384615385
2023-02-13,37.269230769230774
2023-02-14,38.25
2023-02-15,42.17307692307693
2023-02-16,40.21153846153847
2023-02-17,46.09615384615385
2023-02-18,53.94230769230769
2023-02-19,57.86538461538462
2023-02-20,52.96153846153847
2023-02-21,45.11538461538462
2023-02-22,43.15384615384616
2023-02-23,42.17307692307693
2023-02-24,45.11538461538462
2023-02-25,55.90384615384616
2023-02-26,59.82692307692308
2023-02-27,46.09615384615385
2023-02-28,42.17307692307693
2023-03-01,45.11538461538462
2023-03-02,43.15384615384616
2023-03-03,45.11538461538462
2023-03-04,62.769230769230774
2023-03-05,63.75000000000001
2023-03-06,49.03846153846154
2023-03-07,46.09615384615385
2023-03-08,47.07692307692308
2023-03-09,45.11538461538462
2023-03-10,46.09615384615385
2023-03-11,58.846153846153854
2023-03-12,59.82692307692308
2023-03-13,48.057692307692314
2023-03-14,45.11538461538462
2023-03-15,46.09615384615385
2023-03-16,45.11538461538462
2023-03-17,45.11538461538462
2023-03-18,58.846153846153854
2023-03-19,62.769230769230774
2023-03-20,49.03846153846154
2023-03-21,44.13461538461539
2023-03-22,46.09615384615385
2023-03-23,46.09615384615385
2023-03-24,48.057692307692314
2023-03-25,59.82692307692308
2023-03-26,66.6923076923077
2023-03-27,51.98076923076923
2023-03-28,47.07692307692308
2023-03-29,47.07692307692308
2023-03-30,50.019230769230774
2023-03-31,50.019230769230774
2023-04-01,66.6923076923077
2023-04-02,72.57692307692308
2023-04-03,54.92307692307693
2023-04-04,51.0
2023-04-05,51.98076923076923
2023-04-06,51.0
2023-04-07,61.78846153846154
2023-04-08,70.61538461538461
2023-04-09,73.5576923076923
2023-04-10,60.807692307692314
2023-04-11,61.78846153846154
2023-04-12,61.78846153846154
2023-04-13,55.90384615384616
2023-04-14,60.807692307692314
2023-04-15,82.38461538461539
2023-04-16,78.46153846153847
2023-04-17,54.92307692307693
2023-04-18,49.03846153846154
2023-04-19,51.98076923076923
2023-04-20,51.98076923076923
2023-04-21,56.88461538461539
2023-04-22,72.57692307692308
2023-04-23,72.57692307692308
2023-04-24,53.94230769230769
2023-04-25,51.98076923076923
2023-04-26,50.019230769230774
2023-04-27,50.019230769230774
2023-04-28,51.0
2023-04-29,69.63461538461539
2023-04-30,69.63461538461539
2023-05-01,55.90384615384616
2023-05-02,51.0
2023-05-03,53.94230769230769
2023-05-04,51.98076923076923
2023-05-05,52.96153846153847
2023-05-06,71.10576923076923
2023-05-07,77.48076923076924
2023-05-08,57.86538461538462
2023-05-09,57.86538461538462
2023-05-10,55.90384615384616
2023-05-11,54.92307692307693
2023-05-12,60.807692307692314
2023-05-13,75.51923076923077
2023-05-14,77.48076923076924
2023-05-15,60.807692307692314
2023-05-16,56.88461538461539
2023-05-17,55.90384615384616
2023-05-18,54.92307692307693
2023-05-19,59.82692307692308
2023-05-20,70.61538461538461
2023-05-21,79.4423076923077
2023-05-22,60.807692307692314
2023-05-23,59.82692307692308
2023-05-24,56.88461538461539
2023-05-25,60.807692307692314
2023-05-26,67.67307692307693
2023-05-27,82.38461538461539
2023-05-28,86.30769230769232
2023-05-29,95.13461538461539
2023-05-30,61.78846153846154
2023-05-31,60.807692307692314
2023-06-01,55.90384615384616
2023-06-02,56.88461538461539
2023-06-03,72.57692307692308
2023-06-04,74.53846153846155
2023-06-05,57.86538461538462
2023-06-06,52.96153846153847
2023-06-07,51.98076923076923
2023-06-08,54.92307692307693
2023-06-09,56.88461538461539
2023-06-10,69.63461538461539
2023-06-11,68.65384615384616
2023-06-12,56.88461538461539
2023-06-13,51.98076923076923
2023-06-14,53.94230769230769
2023-06-15,53.94230769230769
2023-06-16,57.86538461538462
2023-06-17,70.61538461538461
2023-06-18,67.67307692307693
2023-06-19,65.71153846153847
2023-06-20,53.94230769230769
2023-06-21,51.0
2023-06-22,50.019230769230774
2023-06-23,53.94230769230769
2023-06-24,68.65384615384616
2023-06-25,70.61538461538461
2023-06-26,60.807692307692314
2023-06-27,56.88461538461539
2023-06-28,54.92307692307693
2023-06-29,54.92307692307693
2023-06-30,57.86538461538462
2023-07-01,71.59615384615385
2023-07-02,77.48076923076924
2023-07-03,71.59615384615385
2023-07-04,83.36538461538463
2023-07-05,52.96153846153847
2023-07-06,55.90384615384616
2023-07-07,57.86538461538462
2023-07-08,68.65384615384616
2023-07-09,62.769230769230774
2023-07-10,53.94230769230769
2023-07-11,50.019230769230774
2023-07-12,51.0
2023-07-13,51.98076923076923
2023-07-14,51.98076923076923
2023-07-15,63.75000000000001
2023-07-16,65.71153846153847
2023-07-17,51.98076923076923
2023-07-18,52.96153846153847
2023-07-19,50.019230769230774
2023-07-20,50.019230769230774
2023-07-21,51.98076923076923
2023-07-22,60.807692307692314
2023-07-23,65.71153846153847
2023-07-24,52.96153846153847
2023-07-25,47.07692307692308
2023-07-26,48.057692307692314
2023-07-27,49.03846153846154
2023-07-28,50.019230769230774
2023-07-29,59.82692307692308
2023-07-30,58.846153846153854
2023-07-31,50.019230769230774
2023-08-01,50.019230769230774
2023-08-02,46.09615384615385
2023-08-03,46.09615384615385
2023-08-04,48.057692307692314
2023-08-05,60.807692307692314
2023-08-06,57.86538461538462
2023-08-07,48.057692307692314
2023-08-08,46.09615384615385
2023-08-09,48.057692307692314
2023-08-10,44.13461538461539
2023-08-11,48.057692307692314
2023-08-12,57.86538461538462
2023-08-13,58.846153846153854
2023-08-14,48.057692307692314
2023-08-15,44.13461538461539
2023-08-16,47.07692307692308
2023-08-17,46.09615384615385
2023-08-18,49.03846153846154
2023-08-19,58.846153846153854
2023-08-20,59.82692307692308
2023-08-21,48.057692307692314
2023-08-22,46.09615384615385
2023-08-23,45.11538461538462
2023-08-24,45.11538461538462
2023-08-25,47.07692307692308
2023-08-26,56.88461538461539
2023-08-27,58.846153846153854
2023-08-28,46.09615384615385
2023-08-29,44.13461538461539
2023-08-30,45.11538461538462
2023-08-31,47.07692307692308
2023-09-01,49.03846153846154
2023-09-02,58.846153846153854
2023-09-03,66.6923076923077
2023-09-04,73.5576923076923
2023-09-05,46.09615384615385
2023-09-06,42.17307692307693
2023-09-07,41.19230769230769
2023-09-08,43.15384615384616
2023-09-09,51.0
2023-09-10,51.98076923076923
2023-09-11,41.19230769230769
2023-09-12,42.17307692307693
2023-09-13,40.21153846153847
2023-09-14,41.19230769230769
2023-09-15,42.17307692307693
2023-09-16,53.94230769230769
2023-09-17,51.98076923076923
2023-09-18,42.17307692307693
2023-09-19,42.17307692307693
2023-09-20,40.21153846153847
2023-09-21,41.19230769230769
2023-09-22,43.15384615384616
2023-09-23,51.98076923076923
2023-09-24,50.019230769230774
2023-09-25,43.15384615384616
2023-09-26,39.23076923076923
2023-09-27,39.23076923076923
2023-09-28,40.21153846153847
2023-09-29,39.23076923076923
2023-09-30,50.019230769230774
2023-10-01,51.0
2023-10-02,42.17307692307693
2023-10-03,41.19230769230769
2023-10-04,42.17307692307693
2023-10-05,41.19230769230769
2023-10-06,41.19230769230769
2023-10-07,51.98076923076923
2023-10-08,52.96153846153847
2023-10-09,45.11538461538462
2023-10-10,41.19230769230769
2023-10-11,41.19230769230769
2023-10-12,38.25
2023-10-13,41.19230769230769
2023-10-14,51.0
2023-10-15,51.98076923076923
2023-10-16,42.17307692307693
2023-10-17,38.25
2023-10-18,38.25
2023-10-19,38.25
2023-10-20,41.19230769230769
2023-10-21,49.03846153846154
2023-10-22,51.0
2023-10-23,42.17307692307693
2023-10-24,40.21153846153847
2023-10-25,40.21153846153847
2023-10-26,40.21153846153847
2023-10-27,42.17307692307693
2023-10-28,49.03846153846154
2023-10-29,46.09615384615385
2023-10-30,43.15384615384616
2023-10-31,42.17307692307693
2023-11-01,42.17307692307693
2023-11-02,45.11538461538462
2023-11-03,46.09615384615385
2023-11-04,55.90384615384616
2023-11-05,55.90384615384616
2023-11-06,46.09615384615385
2023-11-07,44.13461538461539
2023-11-08,44.13461538461539
2023-11-09,42.17307692307693
2023-11-10,46.09615384615385
2023-11-11,56.88461538461539
2023-11-12,55.90384615384616
2023-11-13,49.03846153846154
2023-11-14,44.13461538461539
2023-11-15,45.11538461538462
2023-11-16,45.11538461538462
2023-11-17,46.09615384615385
2023-11-18,61.78846153846154
2023-11-19,63.75000000000001
2023-11-20,50.019230769230774
2023-11-21,51.98076923076923
2023-11-22,54.92307692307693
2023-11-23,66.6923076923077
2023-11-24,98.07692307692308
2023-11-25,74.53846153846155
2023-11-26,68.65384615384616
2023-11-27,54.92307692307693
2023-11-28,49.03846153846154
2023-11-29,46.09615384615385
2023-11-30,44.13461538461539
2023-12-01,44.13461538461539
2023-12-02,57.86538461538462
2023-12-03,58.846153846153854
2023-12-04,44.13461538461539
2023-12-05,43.15384615384616
2023-12-06,41.19230769230769
2023-12-07,38.25
2023-12-08,41.19230769230769
2023-12-09,51.98076923076923
2023-12-10,51.0
2023-12-11,43.15384615384616
2023-12-12,40.21153846153847
2023-12-13,40.21153846153847
2023-12-14,40.21153846153847
2023-12-15,42.17307692307693
2023-12-16,49.03846153846154
2023-12-17,47.07692307692308
2023-12-18,45.11538461538462
2023-12-19,45.11538461538462
2023-12-20,46.09615384615385
2023-12-21,44.13461538461539
2023-12-22,52.03704287515763
2023-12-23,53.886034047919296
2023-12-24,52.03704287515763
2023-12-25,32.244798234552334
2023-12-26,52.96153846153847
2023-12-27,49.26355611601514
2023-12-28,46.98045397225725
2023-12-29,49.26355611601514
2023-12-30,52.96153846153847
2023-12-31,52.96153846153847
2024-01-01,55.73502522068097
2024-01-02,44.20696721311476
2024-01-03,40.99936948297604
2024-01-04,40.07487389659521
2024-01-05,40.50898486759143
2024-01-06,50.18805170239597
2024-01-07,46.05595838587642
2024-01-08,37.301387137452714
2024-01-09,37.301387137452714
2024-01-10,39.15037831021438
2024-01-11,42.357976040353094
2024-01-12,44.20696721311476
2024-01-13,57.09363177805801
2024-01-14,52.03704287515763
2024-01-15,46.49006935687264
2024-01-16,40.07487389659521
2024-01-17,39.15037831021438
2024-01-18,38.22588272383355
2024-01-19,38.22588272383355
2024-01-20,48.82944514501892
2024-01-21,45.14754098360656
2024-01-22,35.597099621689786
2024-01-23,33.86065573770492
2024-01-24,35.597099621689786
2024-01-25,35.597099621689786
2024-01-26,37.333543505674655
2024-01-27,46.88398486759143
2024-01-28,43.41109709962169
2024-01-29,36.465321563682224
2024-01-30,37.333543505674655
2024-01-31,36.465321563682224
2024-02-01,36.465321563682224
2024-02-02,37.333543505674655
2024-02-03,52.96153846153847
2024-02-04,48.6204287515763
2024-02-05,38.20176544766709
2024-02-06,36.465321563682224
2024-02-07,39.069987389659524
2024-02-08,38.20176544766709
2024-02-09,39.938209331651954
2024-02-10,48.6204287515763
2024-02-11,41.67465321563682
2024-02-12,32.124211853720055
2024-02-13,36.465321563682224
2024-02-14,33.86065573770492
2024-02-15,36.465321563682224
2024-02-16,40.80643127364439
2024-02-17,47.75220680958386
2024-02-18,50.35687263556116
2024-02-19,46.88398486759143
2024-02-20,40.80643127364439
2024-02-21,35.597099621689786
2024-02-22,37.333543505674655
2024-02-23,41.67465321563682
2024-02-24,52.96153846153847
2024-02-25,54.697982345523336
2024-02-26,44.27931904161413
2024-02-27,39.938209331651954
2024-02-28,38.20176544766709
2024-02-29,38.20176544766709
2024-03-01,39.938209331651954
2024-03-02,55.56620428751577
2024-03-03,57.302648171500635
2024-03-04,42.54287515762926
2024-03-05,40.80643127364439
2024-03-06,39.938209331651954
2024-03-07,41.67465321563682
2024-03-08,43.41109709962169
2024-03-09,54.697982345523336
2024-03-10,57.302648171500635
2024-03-11,45.14754098360656
2024-03-12,43.41109709962169
2024-03-13,44.27931904161413
2024-03-14,42.54287515762926
2024-03-15,46.88398486759143
2024-03-16,62.511979823455235
2024-03-17,59.907313997477935
2024-03-18,47.75220680958386
2024-03-19,42.54287515762926
2024-03-20,44.27931904161413
2024-03-21,42.54287515762926
2024-03-22,42.54287515762926
2024-03-23,57.302648171500635
2024-03-24,59.039092055485504
2024-03-25,43.41109709962169
2024-03-26,40.80643127364439
2024-03-27,42.54287515762926
2024-03-28,46.01576292559899
2024-03-29,51.2250945775536
2024-03-30,65.11664564943254
2024-03-31,65.11664564943254
2024-04-01,51.2250945775536
2024-04-02,44.27931904161413
2024-04-03,46.01576292559899
2024-04-04,46.88398486759143
2024-04-05,51.2250945775536
2024-04-06,69.45775535939471
2024-04-07,71.19419924337957
2024-04-08,55.56620428751577
2024-04-09,47.75220680958386
2024-04-10,48.6204287515763
2024-04-11,46.01576292559899
2024-04-12,53.8297604035309
2024-04-13,68.58953341740228
2024-04-14,72.93064312736445
2024-04-15,57.302648171500635
2024-04-16,54.697982345523336
2024-04-17,51.2250945775536
2024-04-18,50.35687263556116
2024-04-19,54.697982345523336
2024-04-20,71.19419924337957
2024-04-21,68.58953341740228
2024-04-22,52.96153846153847
2024-04-23,51.2250945775536
2024-04-24,48.6204287515763
2024-04-25,50.35687263556116
2024-04-26,50.35687263556116
2024-04-27,66.8530895334174
2024-04-28,72.93064312736445
2024-04-29,53.8297604035309
2024-04-30,51.2250945775536
2024-05-01,49.48865069356873
2024-05-02,52.96153846153847
2024-05-03,52.96153846153847
2024-05-04,66.8530895334174
2024-05-05,65.11664564943254
2024-05-06,52.09331651954603
2024-05-07,48.6204287515763
2024-05-08,46.88398486759143
2024-05-09,50.35687263556116
2024-05-10,52.96153846153847
2024-05-11,69.45775535939471
2024-05-12,68.58953341740228
2024-05-13,49.48865069356873
2024-05-14,49.48865069356873
2024-05-15,46.01576292559899
2024-05-16,47.75220680958386
2024-05-17,52.96153846153847
2024-05-18,71.19419924337957
2024-05-19,76.40353089533419
2024-05-20,57.302648171500635
2024-05-21,55.56620428751577
2024-05-22,53.8297604035309
2024-05-23,55.56620428751577
2024-05-24,63.38020176544767
2024-05-25,75.53530895334174
2024-05-26,83.34930643127365
2024-05-27,86.82219419924338
2024-05-28,56.4344262295082
2024-05-29,54.697982345523336
2024-05-30,47.75220680958386
2024-05-31,54.697982345523336
2024-06-01,67.72131147540983
2024-06-02,67.72131147540983
2024-06-03,52.96153846153847
2024-06-04,52.09331651954603
2024-06-05,51.2250945775536
2024-06-06,51.2250945775536
2024-06-07,52.09331651954603
2024-06-08,65.11664564943254
2024-06-09,68.58953341740228
2024-06-10,54.697982345523336
2024-06-11,52.96153846153847
2024-06-12,52.09331651954603
2024-06-13,52.09331651954603
2024-06-14,53.8297604035309
2024-06-15,69.45775535939471
2024-06-16,64.24842370744011
2024-06-17,52.09331651954603
2024-06-18,49.48865069356873
2024-06-19,55.56620428751577
2024-06-20,49.48865069356873
2024-06-21,53.8297604035309
2024-06-22,61.643757881462804
2024-06-23,63.38020176544767
2024-06-24,52.09331651954603
2024-06-25,47.75220680958386
2024-06-26,48.6204287515763
2024-06-27,48.6204287515763
2024-06-28,52.96153846153847
2024-06-29,63.38020176544767
2024-06-30,65.98486759142497
2024-07-01,56.4344262295082
2024-07-02,52.96153846153847
2024-07-03,60.77553593947037
2024-07-04,76.40353089533419
2024-07-05,59.039092055485504
2024-07-06,65.11664564943254
2024-07-07,61.643757881462804
2024-07-08,51.2250945775536
2024-07-09,52.09331651954603
2024-07-10,51.2250945775536
2024-07-11,47.75220680958386
2024-07-12,50.35687263556116
2024-07-13,56.4344262295082
2024-07-14,51.2250945775536
2024-07-15,47.75220680958386
2024-07-16,45.14754098360656
2024-07-17,46.01576292559899
2024-07-18,45.14754098360656
2024-07-19,44.27931904161413
2024-07-20,54.697982345523336
2024-07-21,54.697982345523336
2024-07-22,43.41109709962169
2024-07-23,43.41109709962169
2024-07-24,46.88398486759143
2024-07-25,47.75220680958386
2024-07-26,46.88398486759143
2024-07-27,50.35687263556116
2024-07-28,53.8297604035309
2024-07-29,42.54287515762926
2024-07-30,42.54287515762926
2024-07-31,41.67465321563682
2024-08-01,42.54287515762926
2024-08-02,44.27931904161413
2024-08-03,52.96153846153847
2024-08-04,52.09331651954603
2024-08-05,43.41109709962169
2024-08-06,41.67465321563682
2024-08-07,42.54287515762926
2024-08-08,41.67465321563682
2024-08-09,44.27931904161413
2024-08-10,52.09331651954603
2024-08-11,52.96153846153847
2024-08-12,43.41109709962169
2024-08-13,46.01576292559899
2024-08-14,41.67465321563682
2024-08-15,42.54287515762926
2024-08-16,43.41109709962169
2024-08-17,53.8297604035309
2024-08-18,53.76201199269115
2024-08-19,42.57868503193026
2024-08-20,42.57868503193026
2024-08-21,39.99791727175467
2024-08-22,39.57177232269236
2024-08-23,42.57868503193026
2024-08-24,53.33586704362884
2024-08-25,54.62226791274968
2024-08-26,44.299196872047325
2024-08-27,43.4389409519888
2024-08-28,42.57868503193026
2024-08-29,43.4389409519888
2024-08-30,46.01970871216438
2024-08-31,52.04150015257409
2024-09-01,58.92354751304233
2024-09-02,63.22482711333498
2024-09-03,41.29228416280942
2024-09-04,41.29228416280942
2024-09-05,38.27740543163762
2024-09-06,38.27740543163762
2024-09-07,47.74022055228144
2024-09-08,46.879964632222915
2024-09-09,40.43202824275089
2024-09-10,38.27740543163762
2024-09-11,37.41714951157908
2024-09-12,39.137661351696146
2024-09-13,38.71151640263383
2024-09-14,51.18124423251556
2024-09-15,45.59356376310207
2024-09-16,36.55689359152056
2024-09-17,36.648465619358895
2024-09-18,38.35304541560814
2024-09-19,34.94388582310964
2024-09-20,37.50075551748352
2024-09-21,46.02365449872977
2024-09-22,45.171364600605145
2024-09-23,38.35304541560814
2024-09-24,35.79617572123427
2024-09-25,34.94388582310964
2024-09-26,35.79617572123427
2024-09-27,40.05762521185739
2024-09-28,48.58052419310365
