Time,lowes
2022-01-01,76.0
2022-01-02,63.0
2022-01-03,54.0
2022-01-04,61.0
2022-01-05,54.0
2022-01-06,42.0
2022-01-07,52.0
2022-01-08,62.0
2022-01-09,59.0
2022-01-10,48.0
2022-01-11,48.0
2022-01-12,51.0
2022-01-13,50.0
2022-01-14,46.0
2022-01-15,62.0
2022-01-16,54.0
2022-01-17,51.0
2022-01-18,45.0
2022-01-19,44.0
2022-01-20,45.0
2022-01-21,51.0
2022-01-22,58.0
2022-01-23,57.0
2022-01-24,61.0
2022-01-25,41.0
2022-01-26,43.0
2022-01-27,46.0
2022-01-28,50.0
2022-01-29,61.0
2022-01-30,55.0
2022-01-31,50.0
2022-02-01,53.0
2022-02-02,49.0
2022-02-03,49.0
2022-02-04,54.0
2022-02-05,61.0
2022-02-06,62.0
2022-02-07,48.0
2022-02-08,47.0
2022-02-09,45.0
2022-02-10,41.0
2022-02-11,49.0
2022-02-12,61.0
2022-02-13,50.0
2022-02-14,44.0
2022-02-15,48.0
2022-02-16,48.0
2022-02-17,48.0
2022-02-18,50.0
2022-02-19,65.0
2022-02-20,69.0
2022-02-21,60.0
2022-02-22,51.0
2022-02-23,49.0
2022-02-24,46.0
2022-02-25,48.0
2022-02-26,62.0
2022-02-27,64.0
2022-02-28,53.0
2022-03-01,50.0
2022-03-02,52.0
2022-03-03,53.0
2022-03-04,53.0
2022-03-05,66.0
2022-03-06,69.0
2022-03-07,55.0
2022-03-08,51.0
2022-03-09,51.0
2022-03-10,48.0
2022-03-11,53.0
2022-03-12,60.0
2022-03-13,65.0
2022-03-14,55.0
2022-03-15,57.0
2022-03-16,55.0
2022-03-17,53.0
2022-03-18,57.0
2022-03-19,71.0
2022-03-20,77.0
2022-03-21,61.0
2022-03-22,57.0
2022-03-23,54.0
2022-03-24,55.0
2022-03-25,54.0
2022-03-26,72.0
2022-03-27,73.0
2022-03-28,50.0
2022-03-29,51.0
2022-03-30,51.0
2022-03-31,51.0
2022-04-01,54.0
2022-04-02,75.0
2022-04-03,73.0
2022-04-04,56.0
2022-04-05,53.0
2022-04-06,55.0
2022-04-07,53.0
2022-04-08,56.0
2022-04-09,76.0
2022-04-10,78.0
2022-04-11,59.0
2022-04-12,55.0
2022-04-13,54.0
2022-04-14,58.0
2022-04-15,67.0
2022-04-16,76.0
2022-04-17,78.0
2022-04-18,59.0
2022-04-19,55.0
2022-04-20,56.0
2022-04-21,58.0
2022-04-22,59.0
2022-04-23,82.0
2022-04-24,88.0
2022-04-25,60.0
2022-04-26,55.0
2022-04-27,57.0
2022-04-28,56.0
2022-04-29,61.0
2022-04-30,78.0
2022-05-01,81.0
2022-05-02,61.0
2022-05-03,56.0
2022-05-04,55.0
2022-05-05,58.0
2022-05-06,58.0
2022-05-07,76.0
2022-05-08,74.0
2022-05-09,60.0
2022-05-10,64.0
2022-05-11,60.0
2022-05-12,60.0
2022-05-13,59.0
2022-05-14,81.0
2022-05-15,82.0
2022-05-16,60.0
2022-05-17,60.0
2022-05-18,57.0
2022-05-19,60.0
2022-05-20,61.0
2022-05-21,80.0
2022-05-22,83.0
2022-05-23,63.0
2022-05-24,59.0
2022-05-25,58.0
2022-05-26,58.0
2022-05-27,64.0
2022-05-28,86.0
2022-05-29,93.0
2022-05-30,100.0
2022-05-31,66.0
2022-06-01,61.0
2022-06-02,59.0
2022-06-03,60.0
2022-06-04,74.0
2022-06-05,81.0
2022-06-06,60.0
2022-06-07,59.0
2022-06-08,53.0
2022-06-09,59.0
2022-06-10,62.0
2022-06-11,73.0
2022-06-12,77.0
2022-06-13,64.0
2022-06-14,60.0
2022-06-15,62.0
2022-06-16,63.0
2022-06-17,64.0
2022-06-18,82.0
2022-06-19,75.0
2022-06-20,63.0
2022-06-21,60.0
2022-06-22,56.0
2022-06-23,59.0
2022-06-24,60.0
2022-06-25,73.0
2022-06-26,76.0
2022-06-27,61.0
2022-06-28,58.0
2022-06-29,61.0
2022-06-30,57.0
2022-07-01,63.0
2022-07-02,76.0
2022-07-03,78.0
2022-07-04,92.0
2022-07-05,59.0
2022-07-06,57.0
2022-07-07,57.0
2022-07-08,59.0
2022-07-09,70.0
2022-07-10,71.0
2022-07-11,61.0
2022-07-12,57.0
2022-07-13,56.0
2022-07-14,53.0
2022-07-15,56.0
2022-07-16,68.0
2022-07-17,71.0
2022-07-18,61.0
2022-07-19,56.0
2022-07-20,55.0
2022-07-21,53.0
2022-07-22,55.0
2022-07-23,68.0
2022-07-24,68.0
2022-07-25,57.0
2022-07-26,52.0
2022-07-27,52.0
2022-07-28,51.0
2022-07-29,53.0
2022-07-30,63.0
2022-07-31,66.0
2022-08-01,56.0
2022-08-02,54.0
2022-08-03,53.0
2022-08-04,52.0
2022-08-05,52.0
2022-08-06,65.0
2022-08-07,67.0
2022-08-08,53.0
2022-08-09,52.0
2022-08-10,51.0
2022-08-11,51.0
2022-08-12,50.0
2022-08-13,63.0
2022-08-14,69.0
2022-08-15,52.0
2022-08-16,51.0
2022-08-17,51.0
2022-08-18,53.0
2022-08-19,53.0
2022-08-20,63.0
2022-08-21,65.0
2022-08-22,53.0
2022-08-23,50.0
2022-08-24,50.0
2022-08-25,51.0
2022-08-26,51.0
2022-08-27,63.0
2022-08-28,65.0
2022-08-29,50.99509709671217
2022-08-30,54.956258411843876
2022-08-31,50.99509709671217
2022-09-01,50.004806767929246
2022-09-02,53.96596808306095
2022-09-03,65.84945202845607
2022-09-04,69.81061334358778
2022-09-05,79.71351663141704
2022-09-06,50.99509709671217
2022-09-07,47.03393578158047
2022-09-08,45.053355124014615
2022-09-09,47.03393578158047
2022-09-10,58.91741972697558
2022-09-11,53.96596808306095
2022-09-12,47.53393578158047
2022-09-13,44.06306479523169
2022-09-14,45.053355124014615
2022-09-15,49.01451643914632
2022-09-16,47.03393578158047
2022-09-17,56.93683906940973
2022-09-18,56.93683906940973
