Time,fetterman
2022-04-02,1.0
2022-04-03,2.0
2022-04-04,1.0
2022-04-05,1.0
2022-04-06,2.0
2022-04-07,2.0
2022-04-08,1.0
2022-04-09,1.0
2022-04-10,2.0
2022-04-11,2.0
2022-04-12,2.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,2.0
2022-04-16,2.0
2022-04-17,2.0
2022-04-18,3.0
2022-04-19,3.0
2022-04-20,2.0
2022-04-21,2.0
2022-04-22,5.0
2022-04-23,2.0
2022-04-24,1.0
2022-04-25,2.0
2022-04-26,3.0
2022-04-27,2.0
2022-04-28,2.0
2022-04-29,2.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,2.0
2022-05-03,2.0
2022-05-04,3.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,2.0
2022-05-09,2.0
2022-05-10,3.0
2022-05-11,5.0
2022-05-12,4.0
2022-05-13,6.0
2022-05-14,8.0
2022-05-15,50.0
2022-05-16,47.0
2022-05-17,32.0
2022-05-18,100.0
2022-05-19,25.0
2022-05-20,9.0
2022-05-21,9.0
2022-05-22,7.0
2022-05-23,6.0
2022-05-24,4.0
2022-05-25,3.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,2.0
2022-05-29,2.0
2022-05-30,2.0
2022-05-31,2.0
2022-06-01,1.0
2022-06-02,2.0
2022-06-03,6.0
2022-06-04,18.0
2022-06-05,5.0
2022-06-06,4.0
2022-06-07,5.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,2.0
2022-06-12,2.0
2022-06-13,2.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,4.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,7.0
2022-06-28,5.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,2.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,4.0
2022-07-09,5.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,5.0
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,8.0
2022-07-16,7.0
2022-07-17,6.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,6.0
2022-07-21,9.0
2022-07-22,6.0
2022-07-23,4.0
2022-07-24,4.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,5.0
2022-07-28,6.0
2022-07-29,6.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,5.0
2022-08-04,8.0
2022-08-05,6.0
2022-08-06,5.0
2022-08-07,4.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,5.0
2022-08-13,8.0
2022-08-14,10.0
2022-08-15,7.0
2022-08-16,10.0
2022-08-17,15.0
2022-08-18,20.0
2022-08-19,21.0
2022-08-20,13.0
2022-08-21,12.0
2022-08-22,12.0
2022-08-23,17.0
2022-08-24,24.0
2022-08-25,14.0
2022-08-26,8.0
2022-08-27,7.0
2022-08-28,10.0
2022-08-29,6.333333333333333
2022-08-30,11.166666666666666
2022-08-31,18.5
2022-09-01,18.5
2022-09-02,11.166666666666666
2022-09-03,6.333333333333333
2022-09-04,13.166666666666666
2022-09-05,11.666666666666666
2022-09-06,12.166666666666666
2022-09-07,23.833333333333332
2022-09-08,18.5
2022-09-09,16.0
2022-09-10,11.166666666666666
2022-09-11,12.166666666666666
2022-09-12,17.0
2022-09-13,17.0
2022-09-14,22.333333333333332
2022-09-15,16.0
2022-09-16,16.5
2022-09-17,11.666666666666666
2022-09-18,11.166666666666666
2022-09-19,7.333333333333333
2022-09-20,10.166666666666666
2022-09-21,10.666666666666666
2022-09-22,11.166666666666666
2022-09-23,10.666666666666666
2022-09-24,12.166666666666666
2022-09-25,11.166666666666666
2022-09-26,12.166666666666666
2022-09-27,16.5
2022-09-28,11.333333333333332
2022-09-29,11.333333333333332
2022-09-30,11.333333333333332
2022-10-01,11.333333333333332
2022-10-02,11.333333333333332
2022-10-03,11.333333333333332
2022-10-04,17.0
2022-10-05,17.0
2022-10-06,17.0
2022-10-07,17.0
2022-10-08,11.333333333333332
2022-10-09,11.333333333333332
2022-10-10,17.0
2022-10-11,17.0
2022-10-12,39.666666666666664
2022-10-13,39.666666666666664
2022-10-14,28.33333333333333
2022-10-15,22.666666666666664
2022-10-16,22.666666666666664
2022-10-17,17.0
2022-10-18,17.0
2022-10-19,22.666666666666664
2022-10-20,34.0
2022-10-21,39.666666666666664
2022-10-22,22.666666666666664
2022-10-23,22.666666666666664
2022-10-24,28.33333333333333
2022-10-25,141.66666666666666
2022-10-26,379.66666666666663
2022-10-27,124.66666666666666
2022-10-28,50.99999999999999
2022-10-29,39.666666666666664
2022-10-30,34.0
2022-10-31,28.33333333333333
2022-11-01,28.33333333333333
2022-11-02,28.33333333333333
2022-11-03,28.33333333333333
2022-11-04,45.33333333333333
2022-11-05,45.33333333333333
2022-11-06,50.99999999999999
2022-11-07,50.99999999999999
2022-11-08,90.66666666666666
2022-11-09,566.6666666666666
2022-11-10,141.66666666666666
2022-11-11,79.33333333333333
2022-11-12,56.66666666666666
2022-11-13,39.666666666666664
2022-11-14,22.666666666666664
2022-11-15,34.0
2022-11-16,45.33333333333333
2022-11-17,22.666666666666664
2022-11-18,11.333333333333332
2022-11-19,11.333333333333332
2022-11-20,5.666666666666666
2022-11-21,5.666666666666666
2022-11-22,5.666666666666666
2022-11-23,5.666666666666666
2022-11-24,5.666666666666666
2022-11-25,5.666666666666666
2022-11-26,5.666666666666666
2022-11-27,5.666666666666666
2022-11-28,5.666666666666666
2022-11-29,5.666666666666666
2022-11-30,5.666666666666666
2022-12-01,5.666666666666666
2022-12-02,5.666666666666666
2022-12-03,0.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,5.666666666666666
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,5.666666666666666
2022-12-14,5.666666666666666
2022-12-15,5.666666666666666
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,5.666666666666666
2023-01-04,5.666666666666666
2023-01-05,5.666666666666666
2023-01-06,5.666666666666666
2023-01-07,5.666666666666666
2023-01-08,5.666666666666666
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,5.666666666666666
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,5.666666666666666
2023-01-31,5.666666666666666
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,5.666666666666666
2023-02-09,39.666666666666664
2023-02-10,39.666666666666664
2023-02-11,28.33333333333333
2023-02-12,11.333333333333332
2023-02-13,5.666666666666666
2023-02-14,5.666666666666666
2023-02-15,5.666666666666666
2023-02-16,45.33333333333333
2023-02-17,62.33333333333333
2023-02-18,28.33333333333333
2023-02-19,17.0
2023-02-20,5.666666666666666
2023-02-21,5.666666666666666
2023-02-22,5.666666666666666
2023-02-23,5.666666666666666
2023-02-24,11.333333333333332
2023-02-25,11.333333333333332
2023-02-26,17.0
2023-02-27,28.33333333333333
2023-02-28,28.33333333333333
2023-03-01,34.0
2023-03-02,17.0
2023-03-03,17.0
2023-03-04,34.0
2023-03-05,11.333333333333332
2023-03-06,5.666666666666666
2023-03-07,11.333333333333332
2023-03-08,5.666666666666666
2023-03-09,11.333333333333332
2023-03-10,5.666666666666666
2023-03-11,5.666666666666666
2023-03-12,5.666666666666666
2023-03-13,5.666666666666666
2023-03-14,5.666666666666666
2023-03-15,5.666666666666666
2023-03-16,5.666666666666666
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,5.666666666666666
2023-03-24,5.666666666666666
2023-03-25,28.33333333333333
2023-03-26,11.333333333333332
2023-03-27,11.333333333333332
2023-03-28,11.333333333333332
2023-03-29,5.666666666666666
2023-03-30,5.666666666666666
2023-03-31,5.666666666666666
2023-04-01,11.333333333333332
2023-04-02,17.0
2023-04-03,11.333333333333332
2023-04-04,5.666666666666666
2023-04-05,0.0
2023-04-06,5.666666666666666
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,5.666666666666666
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,5.666666666666666
2023-04-18,5.666666666666666
2023-04-19,5.666666666666666
2023-04-20,22.666666666666664
2023-04-21,17.0
2023-04-22,5.666666666666666
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,2.0
2023-04-27,1.5
2023-04-28,1.5
2023-04-29,1.0
2023-04-30,1.5
2023-05-01,1.0
2023-05-02,1.5
2023-05-03,1.5
2023-05-04,1.5
2023-05-05,2.0
2023-05-06,1.0
2023-05-07,1.0
2023-05-08,1.5
2023-05-09,2.5
2023-05-10,1.5
2023-05-11,1.5
2023-05-12,1.0
2023-05-13,1.0
2023-05-14,1.0
2023-05-15,1.0
2023-05-16,5.833333333333333
2023-05-17,9.333333333333332
2023-05-18,10.333333333333332
2023-05-19,32.83333333333333
2023-05-20,24.5
2023-05-21,16.666666666666664
2023-05-22,9.333333333333332
2023-05-23,6.333333333333333
2023-05-24,2.5
2023-05-25,2.5
2023-05-26,4.0
2023-05-27,3.0
2023-05-28,3.0
2023-05-29,3.0
2023-05-30,2.0
2023-05-31,2.0
2023-06-01,2.0
2023-06-02,4.0
2023-06-03,3.0
2023-06-04,14.0
2023-06-05,4.0
2023-06-06,2.0
2023-06-07,2.0
2023-06-08,2.0
2023-06-09,2.0
2023-06-10,2.0
2023-06-11,3.0
2023-06-12,2.0
2023-06-13,2.0
2023-06-14,2.0
2023-06-15,1.0
2023-06-16,3.0
2023-06-17,41.0
2023-06-18,47.0
2023-06-19,74.0
2023-06-20,64.0
2023-06-21,12.0
2023-06-22,9.0
2023-06-23,26.0
2023-06-24,24.0
2023-06-25,5.0
2023-06-26,4.0
2023-06-27,4.0
2023-06-28,4.0
2023-06-29,4.0
2023-06-30,3.0
2023-07-01,3.0
2023-07-02,4.0
2023-07-03,3.0
2023-07-04,2.0
2023-07-05,2.0
2023-07-06,2.0
2023-07-07,2.0
2023-07-08,2.0
2023-07-09,2.0
2023-07-10,2.0
2023-07-11,2.0
2023-07-12,2.0
2023-07-13,2.0
2023-07-14,1.0
2023-07-15,2.0
2023-07-16,2.0
2023-07-17,1.0
2023-07-18,2.0
2023-07-19,2.0
2023-07-20,3.0
2023-07-21,3.0
2023-07-22,2.0
2023-07-23,1.0
2023-07-24,2.0
2023-07-25,2.0
2023-07-26,4.0
2023-07-27,6.0
2023-07-28,5.0
2023-07-29,5.0
2023-07-30,4.0
2023-07-31,3.0
2023-08-01,2.0
2023-08-02,2.0
2023-08-03,2.0
2023-08-04,2.0
2023-08-05,2.0
2023-08-06,2.0
2023-08-07,2.0
2023-08-08,3.0
2023-08-09,1.0
2023-08-10,2.0
2023-08-11,2.0
2023-08-12,2.0
2023-08-13,2.0
2023-08-14,2.0
2023-08-15,2.0
2023-08-16,2.0
2023-08-17,1.0
2023-08-18,3.0
2023-08-19,2.0
2023-08-20,6.0
2023-08-21,14.0
2023-08-22,9.0
2023-08-23,4.0
2023-08-24,4.0
2023-08-25,3.0
2023-08-26,3.0
2023-08-27,3.0
2023-08-28,3.0
2023-08-29,2.0
2023-08-30,3.0
2023-08-31,6.0
2023-09-01,4.0
2023-09-02,3.0
2023-09-03,2.0
2023-09-04,3.0
2023-09-05,2.0
2023-09-06,2.0
2023-09-07,5.0
2023-09-08,4.0
2023-09-09,2.0
2023-09-10,2.0
2023-09-11,2.0
2023-09-12,9.0
2023-09-13,18.0
2023-09-14,10.0
2023-09-15,10.0
2023-09-16,8.0
2023-09-17,7.0
2023-09-18,23.0
2023-09-19,51.0
2023-09-20,56.0
2023-09-21,60.0
2023-09-22,60.0
2023-09-23,43.0
2023-09-24,30.0
2023-09-25,23.0
2023-09-26,16.0
2023-09-27,12.0
2023-09-28,31.0
2023-09-29,25.0
2023-09-30,13.0
2023-10-01,10.0
2023-10-02,6.0
2023-10-03,5.0
2023-10-04,6.0
2023-10-05,7.0
2023-10-06,7.0
2023-10-07,5.0
2023-10-08,4.0
2023-10-09,2.0
2023-10-10,3.0
2023-10-11,3.0
2023-10-12,16.0
2023-10-13,13.0
2023-10-14,6.0
2023-10-15,4.0
2023-10-16,4.0
2023-10-17,4.0
2023-10-18,8.0
2023-10-19,14.0
2023-10-20,7.0
2023-10-21,4.0
2023-10-22,3.0
2023-10-23,3.0
2023-10-24,3.0
2023-10-25,4.0
2023-10-26,7.0
2023-10-27,5.0
2023-10-28,4.0
2023-10-29,3.0
2023-10-30,5.0
2023-10-31,8.0
2023-11-01,8.0
2023-11-02,5.0
2023-11-03,4.0
2023-11-04,4.0
2023-11-05,3.0
2023-11-06,4.0
2023-11-07,5.0
2023-11-08,6.0
2023-11-09,4.0
2023-11-10,9.0
2023-11-11,7.0
2023-11-12,3.0
2023-11-13,3.0
2023-11-14,5.0
2023-11-15,5.0
2023-11-16,3.0
2023-11-17,2.0
2023-11-18,1.0
2023-11-19,2.0
2023-11-20,3.0
2023-11-21,2.0
2023-11-22,2.0
2023-11-23,3.0
2023-11-24,2.0
2023-11-25,2.0
2023-11-26,2.0
2023-11-27,2.0
2023-11-28,2.0
2023-11-29,2.0
2023-11-30,2.0
2023-12-01,7.0
2023-12-02,6.0
2023-12-03,3.0
2023-12-04,3.0
2023-12-05,11.0
2023-12-06,6.0
2023-12-07,4.0
2023-12-08,4.0
2023-12-09,2.0
2023-12-10,3.0
2023-12-11,2.0
2023-12-12,2.0
2023-12-13,3.0
2023-12-14,2.0
2023-12-15,19.0
2023-12-16,100.0
2023-12-17,38.0
2023-12-18,6.0
2023-12-19,8.0
2023-12-20,7.0
2023-12-21,9.0
2023-12-22,7.5
2023-12-23,4.0
2023-12-24,3.0
2023-12-25,2.0
2023-12-26,2.5
2023-12-27,5.0
2023-12-28,5.0
2023-12-29,4.0
2023-12-30,2.5
2023-12-31,9.0
2024-01-01,6.0
2024-01-02,3.0
2024-01-03,2.5
2024-01-04,2.0
2024-01-05,4.0
2024-01-06,7.0
2024-01-07,2.5
2024-01-08,3.0
2024-01-09,2.0
2024-01-10,2.0
2024-01-11,5.0
2024-01-12,5.5
2024-01-13,4.0
2024-01-14,3.0
2024-01-15,2.0
2024-01-16,2.0
2024-01-17,2.0
2024-01-18,3.0
2024-01-19,3.5
2024-01-20,3.0
2024-01-21,4.0
2024-01-22,4.0
2024-01-23,5.0
2024-01-24,3.0
2024-01-25,3.0
2024-01-26,3.0
2024-01-27,10.0
2024-01-28,7.0
2024-01-29,3.0
2024-01-30,9.0
2024-01-31,24.0
2024-02-01,9.0
2024-02-02,5.0
2024-02-03,3.0
2024-02-04,3.0
2024-02-05,4.0
2024-02-06,3.0
2024-02-07,3.0
2024-02-08,3.0
2024-02-09,2.0
2024-02-10,2.0
2024-02-11,2.0
2024-02-12,2.0
2024-02-13,2.0
2024-02-14,2.0
2024-02-15,2.0
2024-02-16,2.0
2024-02-17,2.0
2024-02-18,2.0
2024-02-19,2.0
2024-02-20,1.0
2024-02-21,2.0
2024-02-22,3.0
2024-02-23,2.0
2024-02-24,3.0
2024-02-25,2.0
2024-02-26,2.0
2024-02-27,2.0
2024-02-28,2.0
2024-02-29,4.0
2024-03-01,2.0
2024-03-02,3.0
2024-03-03,3.0
2024-03-04,3.0
2024-03-05,3.0
2024-03-06,4.0
2024-03-07,4.0
2024-03-08,3.0
2024-03-09,2.0
2024-03-10,3.0
2024-03-11,1.0
2024-03-12,2.0
2024-03-13,2.0
2024-03-14,3.0
2024-03-15,2.0
2024-03-16,2.0
2024-03-17,1.0
2024-03-18,1.0
2024-03-19,1.0
2024-03-20,1.0
2024-03-21,1.0
2024-03-22,3.0
2024-03-23,3.0
2024-03-24,2.0
2024-03-25,3.0
2024-03-26,3.0
2024-03-27,3.0
2024-03-28,2.0
2024-03-29,4.0
2024-03-30,26.0
2024-03-31,20.0
2024-04-01,2.0
2024-04-02,2.0
2024-04-03,4.0
2024-04-04,2.0
2024-04-05,4.0
2024-04-06,2.0
2024-04-07,6.0
2024-04-08,3.0
2024-04-09,2.0
2024-04-10,2.0
2024-04-11,2.0
2024-04-12,2.0
2024-04-13,2.0
2024-04-14,5.0
2024-04-15,5.0
2024-04-16,3.0
2024-04-17,3.0
2024-04-18,2.0
2024-04-19,2.0
2024-04-20,2.0
2024-04-21,2.0
2024-04-22,4.0
2024-04-23,4.0
2024-04-24,4.0
2024-04-25,3.0
2024-04-26,2.0
2024-04-27,3.0
2024-04-28,5.0
2024-04-29,5.0
2024-04-30,3.0
2024-05-01,2.0
2024-05-02,2.0
2024-05-03,3.0
2024-05-04,3.0
2024-05-05,4.0
2024-05-06,3.0
2024-05-07,5.0
2024-05-08,7.0
2024-05-09,4.0
2024-05-10,4.0
2024-05-11,2.0
2024-05-12,3.0
2024-05-13,2.0
2024-05-14,2.0
2024-05-15,4.0
2024-05-16,3.0
2024-05-17,6.0
2024-05-18,5.0
2024-05-19,5.0
2024-05-20,100.0
2024-05-21,20.0
2024-05-22,2.0
2024-05-23,2.0
2024-05-24,2.0
2024-05-25,3.0
2024-05-26,5.0
2024-05-27,2.0
2024-05-28,3.0
2024-05-29,4.0
2024-05-30,11.0
2024-05-31,6.0
2024-06-01,3.0
2024-06-02,3.0
2024-06-03,2.0
2024-06-04,2.0
2024-06-05,2.0
2024-06-06,2.0
2024-06-07,2.0
2024-06-08,15.0
2024-06-09,13.0
2024-06-10,20.0
2024-06-11,31.0
2024-06-12,12.0
2024-06-13,14.0
2024-06-14,8.0
2024-06-15,5.0
2024-06-16,4.0
2024-06-17,3.0
2024-06-18,2.0
2024-06-19,1.0
2024-06-20,2.0
2024-06-21,2.0
2024-06-22,3.0
2024-06-23,2.0
2024-06-24,2.0
2024-06-25,3.0
2024-06-26,3.0
2024-06-27,4.0
2024-06-28,9.0
2024-06-29,5.0
2024-06-30,6.0
2024-07-01,4.0
2024-07-02,3.0
2024-07-03,3.0
2024-07-04,2.0
2024-07-05,2.0
2024-07-06,6.0
2024-07-07,4.0
2024-07-08,5.0
2024-07-09,5.0
2024-07-10,4.0
2024-07-11,11.0
2024-07-12,6.0
2024-07-13,6.0
2024-07-14,6.0
2024-07-15,4.0
2024-07-16,3.0
2024-07-17,2.0
2024-07-18,3.0
2024-07-19,2.0
2024-07-20,1.0
2024-07-21,6.0
2024-07-22,7.0
2024-07-23,3.0
2024-07-24,5.0
2024-07-25,6.0
2024-07-26,3.0
2024-07-27,2.0
2024-07-28,2.0
2024-07-29,2.0
2024-07-30,2.0
2024-07-31,3.0
2024-08-01,2.0
2024-08-02,3.0
2024-08-03,2.0
2024-08-04,7.0
2024-08-05,7.0
2024-08-06,10.0
2024-08-07,8.0
2024-08-08,6.0
2024-08-09,2.0
2024-08-10,2.0
2024-08-11,2.0
2024-08-12,2.0
2024-08-13,1.0
2024-08-14,1.0
2024-08-15,2.0
2024-08-16,2.0
2024-08-17,1.0
2024-08-18,2.172872340425532
2024-08-19,6.127659574468085
2024-08-20,47.95744680851064
2024-08-21,13.64627659574468
2024-08-22,2.172872340425532
2024-08-23,2.672872340425532
2024-08-24,1.2819148936170213
2024-08-25,1.2819148936170213
2024-08-26,1.7819148936170213
2024-08-27,1.2819148936170213
2024-08-28,1.7819148936170213
2024-08-29,1.2819148936170213
2024-08-30,0.8909574468085106
2024-08-31,1.2819148936170213
2024-09-01,0.8909574468085106
2024-09-02,1.2819148936170213
2024-09-03,0.8909574468085106
2024-09-04,1.2819148936170213
2024-09-05,2.172872340425532
2024-09-06,1.7819148936170213
2024-09-07,1.7819148936170213
2024-09-08,2.172872340425532
2024-09-09,2.672872340425532
2024-09-10,2.172872340425532
2024-09-11,1.7819148936170213
2024-09-12,1.7819148936170213
2024-09-13,1.2819148936170213
2024-09-14,2.172872340425532
2024-09-15,0.8909574468085106
2024-09-16,0.8909574468085106
2024-09-17,1.5638297872340425
2024-09-18,1.5638297872340425
2024-09-19,1.5638297872340425
2024-09-20,2.345744680851064
2024-09-21,2.345744680851064
2024-09-22,5.473404255319149
2024-09-23,7.037234042553191
2024-09-24,6.25531914893617
2024-09-25,3.127659574468085
2024-09-26,2.345744680851064
2024-09-27,1.5638297872340425
2024-09-28,1.5638297872340425
2024-09-29,1.5638297872340425
2024-09-30,3.127659574468085
2024-10-01,3.127659574468085
2024-10-02,2.345744680851064
2024-10-03,3.127659574468085
2024-10-04,1.5638297872340425
2024-10-05,1.5638297872340425
2024-10-06,2.345744680851064
2024-10-07,1.5638297872340425
2024-10-08,1.5638297872340425
2024-10-09,1.5638297872340425
2024-10-10,0.7819148936170213
2024-10-11,1.5638297872340425
2024-10-12,0.7819148936170213
2024-10-13,0.7819148936170213
2024-10-14,2.345744680851064
2024-10-15,2.345744680851064
2024-10-16,2.345744680851064
2024-10-17,2.345744680851064
2024-10-18,1.5638297872340425
2024-10-19,1.5638297872340425
2024-10-20,2.345744680851064
2024-10-21,0.7819148936170213
2024-10-22,1.5638297872340425
2024-10-23,7.819148936170213
2024-10-24,3.9095744680851063
2024-10-25,2.345744680851064
2024-10-26,5.473404255319149
2024-10-27,7.819148936170213
2024-10-28,6.25531914893617
2024-10-29,5.473404255319149
2024-10-30,3.127659574468085
2024-10-31,2.345744680851064
2024-11-01,2.345744680851064
2024-11-02,21.111702127659573
2024-11-03,28.148936170212764
2024-11-04,21.111702127659573
2024-11-05,14.856382978723405
2024-11-06,12.51063829787234
2024-11-07,8.601063829787234
2024-11-08,12.51063829787234
2024-11-09,8.601063829787234
2024-11-10,4.691489361702128
2024-11-11,4.691489361702128
2024-11-12,5.473404255319149
2024-11-13,5.473404255319149
2024-11-14,8.601063829787234
2024-11-15,6.25531914893617
2024-11-16,7.037234042553191
2024-11-17,5.473404255319149
2024-11-18,6.25531914893617
2024-11-19,5.473404255319149
2024-11-20,7.037234042553191
2024-11-21,7.037234042553191
2024-11-22,5.473404255319149
2024-11-23,2.345744680851064
2024-11-24,3.9095744680851063
2024-11-25,3.127659574468085
2024-11-26,3.127659574468085
2024-11-27,1.5638297872340425
2024-11-28,3.127659574468085
2024-11-29,3.9095744680851063
2024-11-30,1.5638297872340425
2024-12-01,2.345744680851064
2024-12-02,1.5638297872340425
2024-12-03,1.5638297872340425
2024-12-04,2.345744680851064
2024-12-05,3.9095744680851063
2024-12-06,7.037234042553191
2024-12-07,3.9095744680851063
2024-12-08,4.691489361702128
2024-12-09,2.345744680851064
2024-12-10,2.345744680851064
2024-12-11,3.9095744680851063
2024-12-12,9.382978723404255
2024-12-13,9.382978723404255
2024-12-14,4.691489361702128
2024-12-15,4.691489361702128
2024-12-16,6.25531914893617
2024-12-17,3.9095744680851063
2024-12-18,3.127659574468085
2024-12-19,2.345744680851064
2024-12-20,2.345744680851064
2024-12-21,1.5638297872340425
2024-12-22,7.037234042553191
2024-12-23,10.946808510638299
2024-12-24,7.037234042553191
2024-12-25,7.819148936170213
2024-12-26,4.691489361702128
2024-12-27,2.345744680851064
2024-12-28,1.5638297872340425
2024-12-29,1.5638297872340425
2024-12-30,1.5638297872340425
2024-12-31,1.5638297872340425
2025-01-01,0.7819148936170213
2025-01-02,1.5638297872340425
2025-01-03,1.5638297872340425
2025-01-04,0.7819148936170213
2025-01-05,1.5638297872340425
2025-01-06,1.5638297872340425
2025-01-07,3.127659574468085
2025-01-08,6.25531914893617
2025-01-09,8.601063829787234
2025-01-10,11.72872340425532
2025-01-11,7.037234042553191
2025-01-12,5.473404255319149
2025-01-13,11.72872340425532
2025-01-14,9.382978723404255
2025-01-15,6.25531914893617
2025-01-16,4.691489361702128
2025-01-17,4.691489361702128
2025-01-18,3.127659574468085
2025-01-19,3.127659574468085
2025-01-20,48.47872340425532
2025-01-21,78.19148936170212
2025-01-22,28.930851063829788
2025-01-23,17.20212765957447
2025-01-24,19.54787234042553
2025-01-25,19.54787234042553
2025-01-26,8.601063829787234
2025-01-27,10.946808510638299
2025-01-28,15.638297872340425
2025-01-29,10.164893617021276
2025-01-30,7.037234042553191
2025-01-31,4.691489361702128
2025-02-01,5.473404255319149
2025-02-02,6.25531914893617
2025-02-03,6.25531914893617
2025-02-04,6.25531914893617
2025-02-05,21.893617021276597
2025-02-06,13.292553191489361
2025-02-07,16.420212765957448
2025-02-08,10.946808510638299
2025-02-09,6.25531914893617
2025-02-10,3.9095744680851063
2025-02-11,3.9095744680851063
2025-02-12,5.473404255319149
2025-02-13,7.037234042553191
2025-02-14,4.691489361702128
2025-02-15,3.127659574468085
2025-02-16,2.345744680851064
2025-02-17,2.345744680851064
2025-02-18,4.691489361702128
