Time,instagram
2025-12-11,80
2025-12-12,81
2025-12-13,89
2025-12-14,86
2025-12-15,82
2025-12-16,78
2025-12-17,81
2025-12-18,83
2025-12-19,79
2025-12-20,77
2025-12-21,75
2025-12-22,76
2025-12-23,75
2025-12-24,83
2025-12-25,81
2025-12-26,79
2025-12-27,80
2025-12-28,81
2025-12-29,79
2025-12-30,78
2025-12-31,90
2026-01-01,91
2026-01-02,84
2026-01-03,81
2026-01-04,84
2026-01-05,76
2026-01-06,78
2026-01-07,79
2026-01-08,78
2026-01-09,83
2026-01-10,95
2026-01-11,90
2026-01-12,76
2026-01-13,79
2026-01-14,79
2026-01-15,84
2026-01-16,77
2026-01-17,84
2026-01-18,82
2026-01-19,85
2026-01-20,77
2026-01-21,86
2026-01-22,80
2026-01-23,80
2026-01-24,86
2026-01-25,91
2026-01-26,86
2026-01-27,83
2026-01-28,86
2026-01-29,88
2026-01-30,86
2026-01-31,83
2026-02-01,92
2026-02-02,85
2026-02-03,83
2026-02-04,88
2026-02-05,100
2026-02-06,97
2026-02-07,89
2026-02-08,88
2026-02-09,89
2026-02-10,87
2026-02-11,78
2026-02-12,78
2026-02-13,92
2026-02-14,98
2026-02-15,92
2026-02-16,89
2026-02-17,83
2026-02-18,78
2026-02-19,81
2026-02-20,78
2026-02-21,81
2026-02-22,80
2026-02-23,80
2026-02-24,81
2026-02-25,80
2026-02-26,82
2026-02-27,87
2026-02-28,75
2026-03-01,79
2026-03-02,80
2026-03-03,86
2026-03-04,81
2026-03-05,81
2026-03-06,80
2026-03-07,81
2026-03-08,80
2026-03-09,78
2026-03-10,76
2026-03-11,94
2026-03-12,79
2026-03-13,80
2026-03-14,86
2026-03-15,83
2026-03-16,83
2026-03-17,91
2026-03-18,89
2026-03-19,86
2026-03-20,86
2026-03-21,83
2026-03-22,87
2026-03-23,83
2026-03-24,78
2026-03-25,89
2026-03-26,84
2026-03-27,88
2026-03-28,89
2026-03-29,100
2026-03-30,91
2026-03-31,86
2026-04-01,82
2026-04-02,79
2026-04-03,78
2026-04-04,76
2026-04-05,85
2026-04-06,86
2026-04-07,80
2026-04-08,86
2026-04-09,83
2026-04-10,87
2026-04-11,90
2026-04-12,86
2026-04-13,84
2026-04-14,87
2026-04-15,88
2026-04-16,85
2026-04-17,99
2026-04-18,91
2026-04-19,86
2026-04-20,81
2026-04-21,80
2026-04-22,76
2026-04-23,77
2026-04-24,78
2026-04-25,75
2026-04-26,85
2026-04-27,80
2026-04-28,77
2026-04-29,74
2026-04-30,82
2026-05-01,82
2026-05-02,90
2026-05-03,96
2026-05-04,84
2026-05-05,82
2026-05-06,85
2026-05-07,86
2026-05-08,92
2026-05-09,87
2026-05-10,90
2026-05-11,85
2026-05-12,79
2026-05-13,95
2026-05-14,99
2026-05-15,91
2026-05-16,93
2026-05-17,87
2026-05-18,85
2026-05-19,83
2026-05-20,79
2026-05-21,83
2026-05-22,84
2026-05-23,89
2026-05-24,88
2026-05-25,90
2026-05-26,84
2026-05-27,89
2026-05-28,87
2026-05-29,93
2026-05-30,98
2026-05-31,97
