Time,ufc
2022-09-02,6.697969543147208
2022-09-03,30.3502538071066
2022-09-04,14.035532994923859
2022-09-05,6.697969543147208
2022-09-06,6.197969543147208
2022-09-07,6.697969543147208
2022-09-08,7.33756345177665
2022-09-09,25.79187817258883
2022-09-10,43.246192893401016
2022-09-11,82.57360406091371
2022-09-12,7.83756345177665
2022-09-13,6.197969543147208
2022-09-14,5.058375634517766
2022-09-15,5.058375634517766
2022-09-16,5.558375634517766
2022-09-17,16.314720812182742
2022-09-18,15.6751269035533
2022-09-19,3.918781725888325
2022-09-20,3.918781725888325
2022-09-21,4.558375634517766
2022-09-22,4.558375634517766
2022-09-23,5.058375634517766
2022-09-24,11.256345177664976
2022-09-25,8.977157360406093
2022-09-26,3.918781725888325
2022-09-27,3.918781725888325
2022-09-28,3.83756345177665
2022-09-29,5.116751269035533
2022-09-30,5.116751269035533
2022-10-01,12.791878172588833
2022-10-02,11.51269035532995
2022-10-03,3.83756345177665
2022-10-04,3.83756345177665
2022-10-05,3.83756345177665
2022-10-06,3.83756345177665
2022-10-07,5.116751269035533
2022-10-08,10.233502538071066
2022-10-09,7.6751269035533
2022-10-10,3.83756345177665
2022-10-11,3.83756345177665
2022-10-12,3.83756345177665
2022-10-13,3.83756345177665
2022-10-14,5.116751269035533
2022-10-15,12.791878172588833
2022-10-16,11.51269035532995
2022-10-17,5.116751269035533
2022-10-18,6.395939086294416
2022-10-19,6.395939086294416
2022-10-20,8.954314720812183
2022-10-21,15.3502538071066
2022-10-22,86.98477157360406
2022-10-23,20.467005076142133
2022-10-24,6.395939086294416
2022-10-25,5.116751269035533
2022-10-26,5.116751269035533
2022-10-27,3.83756345177665
2022-10-28,5.116751269035533
2022-10-29,12.791878172588833
2022-10-30,11.51269035532995
2022-10-31,3.83756345177665
2022-11-01,3.83756345177665
2022-11-02,3.83756345177665
2022-11-03,3.83756345177665
2022-11-04,5.116751269035533
2022-11-05,12.791878172588833
2022-11-06,8.954314720812183
2022-11-07,5.116751269035533
2022-11-08,5.116751269035533
2022-11-09,5.116751269035533
2022-11-10,7.6751269035533
2022-11-11,10.233502538071066
2022-11-12,30.7005076142132
2022-11-13,86.98477157360406
2022-11-14,8.954314720812183
2022-11-15,5.116751269035533
2022-11-16,5.116751269035533
2022-11-17,5.116751269035533
2022-11-18,5.116751269035533
2022-11-19,15.3502538071066
2022-11-20,8.954314720812183
2022-11-21,3.83756345177665
2022-11-22,3.83756345177665
2022-11-23,3.83756345177665
2022-11-24,5.116751269035533
2022-11-25,5.116751269035533
2022-11-26,7.6751269035533
2022-11-27,6.395939086294416
2022-11-28,3.83756345177665
2022-11-29,3.83756345177665
2022-11-30,3.83756345177665
2022-12-01,3.83756345177665
2022-12-02,5.116751269035533
2022-12-03,12.791878172588833
2022-12-04,34.53807106598985
2022-12-05,5.116751269035533
2022-12-06,3.83756345177665
2022-12-07,5.116751269035533
2022-12-08,6.395939086294416
2022-12-09,8.954314720812183
2022-12-10,23.0253807106599
2022-12-11,75.47208121827411
2022-12-12,7.6751269035533
2022-12-13,5.116751269035533
2022-12-14,3.83756345177665
2022-12-15,3.83756345177665
2022-12-16,5.116751269035533
2022-12-17,12.791878172588833
2022-12-18,16.629441624365484
2022-12-19,3.83756345177665
2022-12-20,3.83756345177665
2022-12-21,3.83756345177665
2022-12-22,3.83756345177665
2022-12-23,3.83756345177665
2022-12-24,5.116751269035533
2022-12-25,5.116751269035533
2022-12-26,3.83756345177665
2022-12-27,3.83756345177665
2022-12-28,3.83756345177665
2022-12-29,3.83756345177665
2022-12-30,3.83756345177665
2022-12-31,5.116751269035533
2023-01-01,3.83756345177665
2023-01-02,3.83756345177665
2023-01-03,3.83756345177665
2023-01-04,3.83756345177665
2023-01-05,3.83756345177665
2023-01-06,5.116751269035533
2023-01-07,6.395939086294416
2023-01-08,6.395939086294416
2023-01-09,3.83756345177665
2023-01-10,3.83756345177665
2023-01-11,3.83756345177665
2023-01-12,3.83756345177665
2023-01-13,3.83756345177665
2023-01-14,12.791878172588833
2023-01-15,19.18781725888325
2023-01-16,6.395939086294416
2023-01-17,5.116751269035533
2023-01-18,5.116751269035533
2023-01-19,6.395939086294416
2023-01-20,7.6751269035533
2023-01-21,19.18781725888325
2023-01-22,53.7258883248731
2023-01-23,6.395939086294416
2023-01-24,5.116751269035533
2023-01-25,3.83756345177665
2023-01-26,3.83756345177665
2023-01-27,5.116751269035533
2023-01-28,10.233502538071066
2023-01-29,7.6751269035533
2023-01-30,3.83756345177665
2023-01-31,3.83756345177665
2023-02-01,3.83756345177665
2023-02-02,3.83756345177665
2023-02-03,5.116751269035533
2023-02-04,15.3502538071066
2023-02-05,31.979695431472084
2023-02-06,6.395939086294416
2023-02-07,5.116751269035533
2023-02-08,5.116751269035533
2023-02-09,6.395939086294416
2023-02-10,10.233502538071066
2023-02-11,29.421319796954315
2023-02-12,79.30964467005076
2023-02-13,6.395939086294416
2023-02-14,6.395939086294416
2023-02-15,5.116751269035533
2023-02-16,5.116751269035533
2023-02-17,5.116751269035533
2023-02-18,12.791878172588833
2023-02-19,15.3502538071066
2023-02-20,5.116751269035533
2023-02-21,5.116751269035533
2023-02-22,5.116751269035533
2023-02-23,5.116751269035533
2023-02-24,6.395939086294416
2023-02-25,14.071065989847716
2023-02-26,16.629441624365484
2023-02-27,5.116751269035533
2023-02-28,6.395939086294416
2023-03-01,6.395939086294416
2023-03-02,7.6751269035533
2023-03-03,11.51269035532995
2023-03-04,40.934010152284266
2023-03-05,127.91878172588834
2023-03-06,12.791878172588833
2023-03-07,10.233502538071066
2023-03-08,7.6751269035533
2023-03-09,6.395939086294416
2023-03-10,7.6751269035533
2023-03-11,20.467005076142133
2023-03-12,19.18781725888325
2023-03-13,6.395939086294416
2023-03-14,6.395939086294416
2023-03-15,6.395939086294416
2023-03-16,7.6751269035533
2023-03-17,11.51269035532995
2023-03-18,58.84263959390863
2023-03-19,33.25888324873097
2023-03-20,8.954314720812183
2023-03-21,6.395939086294416
2023-03-22,5.116751269035533
2023-03-23,6.395939086294416
2023-03-24,7.6751269035533
2023-03-25,23.0253807106599
2023-03-26,25.583756345177665
2023-03-27,5.116751269035533
2023-03-28,5.116751269035533
2023-03-29,6.395939086294416
2023-03-30,5.116751269035533
2023-03-31,6.395939086294416
2023-04-01,11.51269035532995
2023-04-02,10.233502538071066
2023-04-03,8.954314720812183
2023-04-04,7.6751269035533
2023-04-05,6.395939086294416
2023-04-06,7.6751269035533
2023-04-07,12.791878172588833
2023-04-08,39.65482233502538
2023-04-09,112.56852791878173
2023-04-10,10.233502538071066
2023-04-11,7.6751269035533
2023-04-12,6.395939086294416
2023-04-13,6.395939086294416
2023-04-14,6.395939086294416
2023-04-15,19.18781725888325
2023-04-16,30.7005076142132
2023-04-17,6.395939086294416
2023-04-18,5.116751269035533
2023-04-19,5.116751269035533
2023-04-20,5.116751269035533
2023-04-21,7.6751269035533
2023-04-22,21.746192893401016
2023-04-23,20.467005076142133
2023-04-24,5.116751269035533
2023-04-25,3.83756345177665
2023-04-26,3.9654822335025384
2023-04-27,3.9654822335025384
2023-04-28,5.116751269035533
2023-04-29,14.838578680203046
2023-04-30,12.536040609137057
2023-05-01,4.6050761421319795
2023-05-02,3.9654822335025384
2023-05-03,4.6050761421319795
2023-05-04,5.116751269035533
2023-05-05,7.930964467005077
2023-05-06,23.920812182741116
2023-05-07,58.71472081218275
2023-05-08,6.779695431472081
2023-05-09,5.116751269035533
2023-05-10,4.6050761421319795
2023-05-11,4.6050761421319795
2023-05-12,5.116751269035533
2023-05-13,22.769543147208125
2023-05-14,10.233502538071066
2023-05-15,4.6050761421319795
2023-05-16,5.116751269035533
2023-05-17,7.930964467005077
2023-05-18,5.116751269035533
2023-05-19,6.2680203045685285
2023-05-20,17.14111675126904
2023-05-21,15.3502538071066
2023-05-22,5.116751269035533
2023-05-23,3.9654822335025384
2023-05-24,3.9654822335025384
2023-05-25,3.9654822335025384
2023-05-26,5.116751269035533
2023-05-27,10.233502538071066
2023-05-28,7.1634517766497465
2023-05-29,4.093401015228427
2023-05-30,4.093401015228427
2023-05-31,5.116751269035533
2023-06-01,4.093401015228427
2023-06-02,6.14010152284264
2023-06-03,15.3502538071066
2023-06-04,20.467005076142133
2023-06-05,5.116751269035533
2023-06-06,5.116751269035533
2023-06-07,5.116751269035533
2023-06-08,5.116751269035533
2023-06-09,8.186802030456853
2023-06-10,21.49035532994924
2023-06-11,55.26091370558376
2023-06-12,8.186802030456853
2023-06-13,4.093401015228427
2023-06-14,4.093401015228427
2023-06-15,4.093401015228427
2023-06-16,5.116751269035533
2023-06-17,13.303553299492386
2023-06-18,22.513705583756348
2023-06-19,5.116751269035533
2023-06-20,5.116751269035533
2023-06-21,4.093401015228427
2023-06-22,4.093401015228427
2023-06-23,6.14010152284264
2023-06-24,22.513705583756348
2023-06-25,10.233502538071066
2023-06-26,5.116751269035533
2023-06-27,4.093401015228427
2023-06-28,4.093401015228427
2023-06-29,5.116751269035533
2023-06-30,6.14010152284264
2023-07-01,17.396954314720812
2023-07-02,17.396954314720812
2023-07-03,5.116751269035533
2023-07-04,6.14010152284264
2023-07-05,6.14010152284264
2023-07-06,7.1634517766497465
2023-07-07,11.256852791878174
2023-07-08,34.793908629441624
2023-07-09,77.77461928934011
2023-07-10,9.210152284263959
2023-07-11,7.1634517766497465
2023-07-12,5.116751269035533
2023-07-13,5.116751269035533
2023-07-14,6.14010152284264
2023-07-15,14.326903553299493
2023-07-16,22.513705583756348
2023-07-17,6.14010152284264
2023-07-18,5.116751269035533
2023-07-19,5.116751269035533
2023-07-20,7.1634517766497465
2023-07-21,7.1634517766497465
2023-07-22,22.513705583756348
2023-07-23,11.256852791878174
2023-07-24,7.1634517766497465
2023-07-25,7.1634517766497465
2023-07-26,7.1634517766497465
2023-07-27,8.186802030456853
2023-07-28,12.28020304568528
2023-07-29,40.934010152284266
2023-07-30,86.98477157360406
2023-07-31,9.210152284263959
2023-08-01,6.14010152284264
2023-08-02,5.116751269035533
2023-08-03,5.116751269035533
2023-08-04,6.14010152284264
2023-08-05,16.373604060913706
2023-08-06,27.63045685279188
2023-08-07,5.116751269035533
2023-08-08,5.116751269035533
2023-08-09,5.116751269035533
2023-08-10,5.116751269035533
2023-08-11,6.14010152284264
2023-08-12,17.396954314720812
2023-08-13,16.373604060913706
2023-08-14,6.14010152284264
2023-08-15,5.116751269035533
2023-08-16,7.1634517766497465
2023-08-17,7.1634517766497465
2023-08-18,10.233502538071066
2023-08-19,30.7005076142132
2023-08-20,83.91472081218275
2023-08-21,9.210152284263959
2023-08-22,6.14010152284264
2023-08-23,5.116751269035533
2023-08-24,5.116751269035533
2023-08-25,7.1634517766497465
2023-08-26,22.513705583756348
2023-08-27,10.233502538071066
2023-08-28,5.116751269035533
2023-08-29,5.116751269035533
2023-08-30,5.116751269035533
2023-08-31,5.116751269035533
2023-09-01,7.1634517766497465
2023-09-02,22.513705583756348
2023-09-03,11.256852791878174
2023-09-04,7.1634517766497465
2023-09-05,6.14010152284264
2023-09-06,7.1634517766497465
2023-09-07,8.186802030456853
2023-09-08,10.233502538071066
2023-09-09,29.677157360406092
2023-09-10,70.61116751269036
2023-09-11,8.186802030456853
2023-09-12,6.14010152284264
2023-09-13,6.14010152284264
2023-09-14,6.14010152284264
2023-09-15,7.1634517766497465
2023-09-16,19.443654822335027
2023-09-17,36.840609137055836
2023-09-18,5.116751269035533
2023-09-19,4.093401015228427
2023-09-20,5.116751269035533
2023-09-21,7.1634517766497465
2023-09-22,6.14010152284264
2023-09-23,20.467005076142133
2023-09-24,16.373604060913706
2023-09-25,5.116751269035533
2023-09-26,4.093401015228427
2023-09-27,4.093401015228427
2023-09-28,4.093401015228427
2023-09-29,5.116751269035533
2023-09-30,11.256852791878174
2023-10-01,11.256852791878174
2023-10-02,4.093401015228427
2023-10-03,4.093401015228427
2023-10-04,4.093401015228427
2023-10-05,4.093401015228427
2023-10-06,5.116751269035533
2023-10-07,15.3502538071066
2023-10-08,13.303553299492386
2023-10-09,4.093401015228427
2023-10-10,4.093401015228427
2023-10-11,12.28020304568528
2023-10-12,9.210152284263959
2023-10-13,8.186802030456853
2023-10-14,18.420304568527918
2023-10-15,14.326903553299493
2023-10-16,6.14010152284264
2023-10-17,6.14010152284264
2023-10-18,7.1634517766497465
2023-10-19,9.210152284263959
2023-10-20,14.326903553299493
2023-10-21,84.93807106598985
2023-10-22,19.443654822335027
2023-10-23,8.186802030456853
2023-10-24,7.1634517766497465
2023-10-25,9.210152284263959
2023-10-26,6.14010152284264
2023-10-27,6.14010152284264
2023-10-28,10.233502538071066
2023-10-29,6.14010152284264
2023-10-30,4.093401015228427
2023-10-31,4.093401015228427
2023-11-01,4.093401015228427
2023-11-02,4.093401015228427
2023-11-03,5.116751269035533
2023-11-04,15.3502538071066
2023-11-05,20.467005076142133
2023-11-06,5.116751269035533
2023-11-07,6.14010152284264
2023-11-08,5.116751269035533
2023-11-09,6.14010152284264
2023-11-10,8.186802030456853
2023-11-11,23.537055837563454
2023-11-12,58.33096446700508
2023-11-13,7.1634517766497465
2023-11-14,5.116751269035533
2023-11-15,5.116751269035533
2023-11-16,4.093401015228427
2023-11-17,5.116751269035533
2023-11-18,16.373604060913706
2023-11-19,11.256852791878174
2023-11-20,4.093401015228427
2023-11-21,4.093401015228427
2023-11-22,4.093401015228427
2023-11-23,5.116751269035533
2023-11-24,5.116751269035533
2023-11-25,8.186802030456853
2023-11-26,7.1634517766497465
2023-11-27,4.093401015228427
2023-11-28,4.093401015228427
2023-11-29,4.093401015228427
2023-11-30,4.093401015228427
2023-12-01,5.116751269035533
2023-12-02,16.373604060913706
2023-12-03,21.49035532994924
2023-12-04,4.093401015228427
2023-12-05,4.093401015228427
2023-12-06,4.093401015228427
2023-12-07,4.093401015228427
2023-12-08,5.116751269035533
2023-12-09,12.28020304568528
2023-12-10,19.443654822335027
2023-12-11,5.116751269035533
2023-12-12,5.116751269035533
2023-12-13,5.116751269035533
2023-12-14,8.186802030456853
2023-12-15,11.256852791878174
2023-12-16,32.74720812182741
2023-12-17,102.33502538071066
2023-12-18,9.210152284263959
2023-12-19,6.14010152284264
2023-12-20,5.116751269035533
2023-12-21,5.116751269035533
2023-12-22,6.565883942592119
2023-12-23,6.0542088156885665
2023-12-24,6.565883942592119
2023-12-25,6.0542088156885665
2023-12-26,4.284819048314648
2023-12-27,4.284819048314648
2023-12-28,4.796494175218202
2023-12-29,4.284819048314648
2023-12-30,6.0542088156885665
2023-12-31,6.0542088156885665
2024-01-01,4.796494175218202
2024-01-02,4.284819048314648
2024-01-03,4.284819048314648
2024-01-04,4.284819048314648
2024-01-05,4.284819048314648
2024-01-06,7.311923456158931
2024-01-07,6.0542088156885665
2024-01-08,5.542533688785013
2024-01-09,4.284819048314648
2024-01-10,4.796494175218202
2024-01-11,5.542533688785013
2024-01-12,6.0542088156885665
2024-01-13,16.393236679691782
2024-01-14,19.420341087536066
2024-01-15,4.796494175218202
2024-01-16,4.284819048314648
2024-01-17,7.311923456158931
2024-01-18,7.311923456158931
2024-01-19,9.081313223532849
2024-01-20,24.216835262754266
2024-01-21,83.55642551948289
2024-01-22,7.460395135668115
2024-01-23,4.476237081400869
2024-01-24,5.968316108534492
2024-01-25,4.476237081400869
2024-01-26,4.476237081400869
2024-01-27,10.44455318993536
2024-01-28,7.460395135668115
2024-01-29,4.476237081400869
2024-01-30,4.476237081400869
2024-01-31,4.476237081400869
2024-02-01,4.476237081400869
2024-02-02,5.968316108534492
2024-02-03,14.92079027133623
2024-02-04,16.412869298469854
2024-02-05,4.476237081400869
2024-02-06,4.476237081400869
2024-02-07,4.476237081400869
2024-02-08,4.476237081400869
2024-02-09,4.476237081400869
2024-02-10,14.92079027133623
2024-02-11,16.412869298469854
2024-02-12,5.968316108534492
2024-02-13,4.476237081400869
2024-02-14,5.968316108534492
2024-02-15,5.968316108534492
2024-02-16,10.44455318993536
2024-02-17,28.349501515538837
2024-02-18,82.06434649234927
2024-02-19,10.44455318993536
2024-02-20,5.968316108534492
2024-02-21,5.968316108534492
2024-02-22,5.968316108534492
2024-02-23,5.968316108534492
2024-02-24,17.904948325603478
2024-02-25,43.27029178687507
2024-02-26,5.968316108534492
2024-02-27,4.476237081400869
2024-02-28,4.476237081400869
2024-02-29,4.476237081400869
2024-03-01,5.968316108534492
2024-03-02,20.88910637987072
2024-03-03,13.428711244202608
2024-03-04,5.968316108534492
2024-03-05,5.968316108534492
2024-03-06,7.460395135668115
2024-03-07,8.952474162801739
2024-03-08,11.936632217068984
2024-03-09,37.301975678340575
2024-03-10,122.3504802249571
2024-03-11,10.44455318993536
2024-03-12,7.460395135668115
2024-03-13,5.968316108534492
2024-03-14,5.968316108534492
2024-03-15,5.968316108534492
2024-03-16,16.412869298469854
2024-03-17,14.92079027133623
2024-03-18,4.476237081400869
2024-03-19,4.476237081400869
2024-03-20,4.476237081400869
2024-03-21,4.476237081400869
2024-03-22,5.968316108534492
2024-03-23,14.92079027133623
2024-03-24,25.365343461271593
2024-03-25,5.968316108534492
2024-03-26,4.476237081400869
2024-03-27,4.476237081400869
2024-03-28,5.968316108534492
2024-03-29,5.968316108534492
2024-03-30,14.92079027133623
2024-03-31,25.365343461271593
2024-04-01,5.968316108534492
2024-04-02,4.476237081400869
2024-04-03,4.476237081400869
2024-04-04,5.968316108534492
2024-04-05,5.968316108534492
2024-04-06,16.412869298469854
2024-04-07,13.428711244202608
2024-04-08,7.460395135668115
2024-04-09,8.952474162801739
2024-04-10,8.952474162801739
2024-04-11,10.44455318993536
2024-04-12,19.3970273527371
2024-04-13,73.11187232954752
2024-04-14,149.2079027133623
2024-04-15,16.412869298469854
2024-04-16,10.44455318993536
2024-04-17,7.460395135668115
2024-04-18,7.460395135668115
2024-04-19,5.968316108534492
2024-04-20,10.44455318993536
2024-04-21,10.44455318993536
2024-04-22,4.476237081400869
2024-04-23,4.476237081400869
2024-04-24,4.476237081400869
2024-04-25,4.476237081400869
2024-04-26,4.476237081400869
2024-04-27,13.428711244202608
2024-04-28,11.936632217068984
2024-04-29,4.476237081400869
2024-04-30,4.476237081400869
2024-05-01,4.476237081400869
2024-05-02,5.968316108534492
2024-05-03,7.460395135668115
2024-05-04,20.88910637987072
2024-05-05,40.28613373260782
2024-05-06,5.968316108534492
2024-05-07,4.476237081400869
2024-05-08,4.476237081400869
2024-05-09,4.476237081400869
2024-05-10,4.476237081400869
2024-05-11,19.3970273527371
2024-05-12,20.88910637987072
2024-05-13,4.476237081400869
2024-05-14,4.476237081400869
2024-05-15,4.476237081400869
2024-05-16,5.968316108534492
2024-05-17,5.968316108534492
2024-05-18,14.92079027133623
2024-05-19,11.936632217068984
2024-05-20,4.476237081400869
2024-05-21,4.476237081400869
2024-05-22,4.476237081400869
2024-05-23,4.476237081400869
2024-05-24,5.968316108534492
2024-05-25,11.936632217068984
2024-05-26,8.952474162801739
2024-05-27,5.968316108534492
2024-05-28,5.968316108534492
2024-05-29,7.460395135668115
2024-05-30,8.952474162801739
2024-05-31,13.428711244202608
2024-06-01,46.25444984114232
2024-06-02,116.3821641164226
2024-06-03,10.44455318993536
2024-06-04,8.952474162801739
2024-06-05,8.952474162801739
2024-06-06,7.460395135668115
2024-06-07,7.460395135668115
2024-06-08,19.3970273527371
2024-06-09,26.857422488405216
2024-06-10,5.968316108534492
2024-06-11,5.968316108534492
2024-06-12,5.968316108534492
2024-06-13,7.460395135668115
2024-06-14,13.428711244202608
2024-06-15,16.412869298469854
2024-06-16,22.381185407004345
2024-06-17,5.968316108534492
2024-06-18,5.968316108534492
2024-06-19,5.968316108534492
2024-06-20,5.968316108534492
2024-06-21,8.952474162801739
2024-06-22,34.31781762407333
2024-06-23,14.92079027133623
2024-06-24,5.968316108534492
2024-06-25,5.968316108534492
2024-06-26,5.968316108534492
2024-06-27,7.460395135668115
2024-06-28,11.936632217068984
2024-06-29,37.301975678340575
2024-06-30,88.03266260088375
2024-07-01,8.952474162801739
2024-07-02,5.968316108534492
2024-07-03,5.968316108534492
2024-07-04,5.968316108534492
2024-07-05,5.968316108534492
2024-07-06,11.936632217068984
2024-07-07,10.44455318993536
2024-07-08,4.476237081400869
2024-07-09,4.476237081400869
2024-07-10,4.476237081400869
2024-07-11,4.476237081400869
2024-07-12,5.968316108534492
2024-07-13,16.412869298469854
2024-07-14,43.27029178687507
2024-07-15,5.968316108534492
2024-07-16,4.476237081400869
2024-07-17,4.476237081400869
2024-07-18,4.476237081400869
2024-07-19,7.460395135668115
2024-07-20,14.92079027133623
2024-07-21,16.412869298469854
2024-07-22,4.476237081400869
2024-07-23,5.968316108534492
2024-07-24,5.968316108534492
2024-07-25,7.460395135668115
2024-07-26,10.44455318993536
2024-07-27,34.31781762407333
2024-07-28,79.08018843808202
2024-07-29,8.952474162801739
2024-07-30,5.968316108534492
2024-07-31,5.968316108534492
2024-08-01,4.476237081400869
2024-08-02,7.460395135668115
2024-08-03,38.7940547054742
2024-08-04,14.92079027133623
2024-08-05,4.476237081400869
2024-08-06,4.476237081400869
2024-08-07,5.968316108534492
2024-08-08,4.476237081400869
2024-08-09,5.968316108534492
2024-08-10,14.92079027133623
2024-08-11,13.428711244202608
2024-08-12,5.968316108534492
2024-08-13,5.968316108534492
2024-08-14,5.968316108534492
2024-08-15,7.460395135668115
2024-08-16,13.428711244202608
2024-08-17,37.301975678340575
2024-08-18,82.06434649234927
2024-08-19,7.460395135668115
2024-08-20,4.476237081400869
2024-08-21,4.476237081400869
2024-08-22,4.476237081400869
2024-08-23,5.968316108534492
2024-08-24,14.92079027133623
2024-08-25,23.12722492057116
2024-08-26,4.476237081400869
2024-08-27,4.476237081400869
2024-08-28,4.476237081400869
2024-08-29,4.476237081400869
2024-08-30,5.222276594967681
2024-08-31,10.44455318993536
2024-09-01,8.952474162801739
2024-09-02,5.968316108534492
2024-09-03,4.476237081400869
2024-09-04,4.476237081400869
2024-09-05,4.476237081400869
2024-09-06,4.476237081400869
2024-09-07,16.412869298469854
2024-09-08,14.92079027133623
2024-09-09,4.476237081400869
2024-09-10,5.222276594967681
2024-09-11,5.968316108534492
2024-09-12,7.460395135668115
2024-09-13,11.936632217068984
2024-09-14,42.52425227330826
2024-09-15,127.57275681992476
2024-09-16,10.44455318993536
2024-09-17,7.460395135668115
2024-09-18,5.968316108534492
2024-09-19,5.968316108534492
