Time,reward
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,44.713962946226836
2022-05-02,48.234740745009184
2022-05-03,44.10866052211324
2022-05-04,42.924175315742175
2022-05-05,44.679589045255995
2022-05-06,39.96878551001188
2022-05-07,42.89941253839804
2022-05-08,41.12850793903881
2022-05-09,43.47034106154079
2022-05-10,42.87464976105392
2022-05-11,46.389660885660234
2022-05-12,39.922652116603636
2022-05-13,39.32797846450076
2022-05-14,41.08101768111856
2022-05-15,44.59365429282887
2022-05-16,40.478542058071646
2022-05-17,42.81686994725095
2022-05-18,42.222196295148066
2022-05-19,45.14558671280352
2022-05-20,41.61972067210115
2022-05-21,36.923051142190445
2022-05-22,41.6036644420424
2022-05-23,41.00978229423819
2022-05-24,43.34483109418014
2022-05-25,39.23706854219628
2022-05-26,39.815007531984406
2022-05-27,39.22191688847887
2022-05-28,36.287897698812685
2022-05-29,38.621589634242625
2022-05-30,43.294627107235875
2022-05-31,40.36151249391103
2022-06-01,40.35371052296699
2022-06-02,42.10007848906742
2022-06-03,42.67654754230087
2022-06-04,40.91480177839769
2022-06-05,45.581959505172236
2022-06-06,41.483242716601765
2022-06-07,41.47521460157239
2022-06-08,43.21932112681948
2022-06-09,40.29129475541466
2022-06-10,37.364399104436515
2022-06-11,42.61051346938319
2022-06-12,42.60225921026848
2022-06-13,43.17748447103259
2022-06-14,42.002384244202915
2022-06-15,43.16074980871783
2022-06-16,41.986101870058825
2022-06-17,40.81190621957048
2022-06-18,44.88439029424216
2022-06-19,44.875683746956774
2022-06-20,43.7016011685111
2022-06-21,44.85827065238602
2022-06-22,47.17941159107989
2022-06-23,41.929113560554526
2022-06-24,42.50320810089196
2022-06-25,43.07707649714406
2022-06-26,43.65071874931083
2022-06-27,44.22413485739226
2022-06-28,43.63375794291075
2022-06-29,44.20694790690684
2022-06-30,42.4536825462037
2022-07-01,47.67842629508627
2022-07-02,43.01850517904242
2022-07-03,38.360393215681256
2022-07-04,38.35293046086522
2022-07-05,44.155387055450575
