Time,kevin_conroy
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,7.0
2022-01-15,0.0
2022-01-16,11.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,6.0
2022-02-24,0.0
2022-02-25,9.0
2022-02-26,6.0
2022-02-27,0.0
2022-02-28,9.0
2022-03-01,0.0
2022-03-02,7.0
2022-03-03,9.0
2022-03-04,9.0
2022-03-05,15.0
2022-03-06,20.0
2022-03-07,13.0
2022-03-08,23.0
2022-03-09,15.0
2022-03-10,13.0
2022-03-11,11.0
2022-03-12,14.0
2022-03-13,14.0
2022-03-14,14.0
2022-03-15,13.0
2022-03-16,9.0
2022-03-17,14.0
2022-03-18,13.0
2022-03-19,15.0
2022-03-20,13.0
2022-03-21,16.0
2022-03-22,7.0
2022-03-23,6.0
2022-03-24,11.0
2022-03-25,12.0
2022-03-26,14.0
2022-03-27,15.0
2022-03-28,14.0
2022-03-29,11.0
2022-03-30,10.0
2022-03-31,13.0
2022-04-01,6.0
2022-04-02,9.0
2022-04-03,7.0
2022-04-04,9.0
2022-04-05,12.0
2022-04-06,9.0
2022-04-07,12.0
2022-04-08,11.0
2022-04-09,11.0
2022-04-10,10.0
2022-04-11,0.0
2022-04-12,7.0
2022-04-13,51.0
2022-04-14,100.0
2022-04-15,29.0
2022-04-16,18.0
2022-04-17,18.0
2022-04-18,15.0
2022-04-19,20.0
2022-04-20,12.0
2022-04-21,13.0
2022-04-22,13.0
2022-04-23,12.0
2022-04-24,11.0
2022-04-25,11.0
2022-04-26,9.0
2022-04-27,9.0
2022-04-28,10.0
2022-04-29,10.0
2022-04-30,11.0
2022-05-01,8.0
2022-05-02,7.0
2022-05-03,9.0
2022-05-04,6.0
2022-05-05,0.0
2022-05-06,7.0
2022-05-07,5.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,5.0
2022-05-12,9.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,7.0
2022-05-16,8.0
2022-05-17,9.0
2022-05-18,11.0
2022-05-19,8.0
2022-05-20,0.0
2022-05-21,11.0
2022-05-22,8.0
2022-05-23,6.0
2022-05-24,0.0
2022-05-25,10.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,7.0
2022-05-30,0.0
2022-05-31,6.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,6.0
2022-06-04,8.0
2022-06-05,0.0
2022-06-06,0.0
2022-06-07,13.0
2022-06-08,68.0
2022-06-09,50.0
2022-06-10,25.0
2022-06-11,20.0
2022-06-12,12.0
2022-06-13,13.0
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,7.0
2022-06-17,13.0
2022-06-18,8.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,11.0
2022-06-27,0.0
2022-06-28,10.0
2022-06-29,0.0
2022-06-30,6.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,6.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,7.0
2022-07-14,7.0
2022-07-15,0.0
2022-07-16,8.0
2022-07-17,0.0
2022-07-18,6.0
2022-07-19,0.0
2022-07-20,7.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,8.0
2022-07-24,0.0
2022-07-25,8.0
2022-07-26,6.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,9.0
2022-07-30,12.0
2022-07-31,8.0
2022-08-01,11.0
2022-08-02,6.0
2022-08-03,7.0
2022-08-04,8.0
2022-08-05,11.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,8.0
2022-08-09,6.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,8.0
2022-08-13,0.0
2022-08-14,7.0
2022-08-15,6.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,6.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,7.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,5.5
2022-09-06,3.0
2022-09-07,3.5
2022-09-08,3.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-15,0.0
2022-09-16,0.0
2022-09-17,0.0
2022-09-18,0.0
2022-09-19,3.5
2022-09-20,3.0
2022-09-21,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,4.5
2022-09-25,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.0
2022-10-09,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,0.0
2022-10-23,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,100.0
2022-11-12,57.0
2022-11-13,18.0
2022-11-14,12.0
2022-11-15,6.0
2022-11-16,4.0
2022-11-17,3.0
2022-11-18,3.0
2022-11-19,2.0
2022-11-20,6.0
2022-11-21,3.0
2022-11-22,2.0
2022-11-23,1.0
2022-11-24,1.0
2022-11-25,1.0
2022-11-26,1.0
2022-11-27,1.0
2022-11-28,0.0
2022-11-29,1.0
2022-11-30,1.0
2022-12-01,1.0
2022-12-02,1.0
2022-12-03,1.0
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,4.0
2022-12-10,2.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,1.0
2022-12-14,0.0
2022-12-15,1.0
2022-12-16,0.0
2022-12-17,1.0
2022-12-18,1.0
2022-12-19,1.0
2022-12-20,1.0
2022-12-21,1.0
2022-12-22,0.0
2022-12-23,1.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,1.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,1.0
2023-01-20,0.0
2023-01-21,1.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,13.5
2023-04-27,15.5
2023-04-28,8.5
2023-04-29,15.0
2023-04-30,10.5
2023-05-01,9.5
2023-05-02,11.0
2023-05-03,18.0
2023-05-04,11.0
2023-05-05,11.5
2023-05-06,0.0
2023-05-07,8.5
2023-05-08,9.5
2023-05-09,13.5
2023-05-10,11.0
2023-05-11,8.0
2023-05-12,15.0
2023-05-13,14.0
2023-05-14,16.5
2023-05-15,6.5
2023-05-16,13.5
2023-05-17,12.0
2023-05-18,11.5
2023-05-19,10.5
2023-05-20,15.0
2023-05-21,17.5
2023-05-22,9.0
2023-05-23,13.5
2023-05-24,15.0
2023-05-25,19.0
2023-05-26,29.0
2023-05-27,16.0
2023-05-28,38.0
2023-05-29,27.0
2023-05-30,16.0
2023-05-31,24.0
2023-06-01,26.0
2023-06-02,21.0
2023-06-03,37.0
2023-06-04,18.0
2023-06-05,21.0
2023-06-06,24.0
2023-06-07,22.0
2023-06-08,21.0
2023-06-09,18.0
2023-06-10,21.0
2023-06-11,16.0
2023-06-12,23.0
2023-06-13,20.0
2023-06-14,29.0
2023-06-15,25.0
2023-06-16,32.0
2023-06-17,46.0
2023-06-18,43.0
2023-06-19,20.0
2023-06-20,20.0
2023-06-21,26.0
2023-06-22,21.0
2023-06-23,22.0
2023-06-24,24.0
2023-06-25,18.0
2023-06-26,12.0
2023-06-27,14.0
2023-06-28,21.0
2023-06-29,20.0
2023-06-30,21.0
2023-07-01,21.0
2023-07-02,18.0
2023-07-03,20.0
2023-07-04,27.0
2023-07-05,19.0
2023-07-06,21.0
2023-07-07,0.0
2023-07-08,16.0
2023-07-09,25.0
2023-07-10,22.0
2023-07-11,18.0
2023-07-12,23.0
2023-07-13,12.0
2023-07-14,32.0
2023-07-15,20.0
2023-07-16,23.0
2023-07-17,19.0
2023-07-18,24.0
2023-07-19,25.0
2023-07-20,20.0
2023-07-21,29.0
2023-07-22,31.0
2023-07-23,35.0
2023-07-24,23.0
2023-07-25,18.0
2023-07-26,18.0
2023-07-27,24.0
2023-07-28,29.0
2023-07-29,27.0
2023-07-30,35.0
2023-07-31,17.0
2023-08-01,29.0
2023-08-02,18.0
2023-08-03,22.0
2023-08-04,16.0
2023-08-05,14.0
2023-08-06,16.0
2023-08-07,25.0
2023-08-08,28.0
2023-08-09,0.0
2023-08-10,23.0
2023-08-11,23.0
2023-08-12,21.0
2023-08-13,18.0
2023-08-14,18.0
2023-08-15,20.0
2023-08-16,14.0
2023-08-17,26.0
2023-08-18,18.0
2023-08-19,15.0
2023-08-20,28.0
2023-08-21,19.0
2023-08-22,0.0
2023-08-23,16.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-26,24.0
2023-08-27,100.0
2023-08-28,38.0
2023-08-29,33.0
2023-08-30,24.0
2023-08-31,23.0
2023-09-01,17.0
2023-09-02,40.0
2023-09-03,38.0
2023-09-04,17.0
2023-09-05,18.0
2023-09-06,15.0
2023-09-07,27.0
2023-09-08,24.0
2023-09-09,25.0
2023-09-10,37.0
2023-09-11,17.0
2023-09-12,26.0
2023-09-13,19.0
2023-09-14,18.0
2023-09-15,15.0
2023-09-16,38.0
2023-09-17,29.0
2023-09-18,13.0
2023-09-19,11.0
2023-09-20,12.0
2023-09-21,20.0
2023-09-22,19.0
2023-09-23,16.0
2023-09-24,23.0
2023-09-25,16.0
2023-09-26,16.0
2023-09-27,0.0
2023-09-28,18.0
2023-09-29,13.0
2023-09-30,17.0
2023-10-01,0.0
2023-10-02,23.0
2023-10-03,12.0
2023-10-04,17.0
2023-10-05,19.0
2023-10-06,0.0
2023-10-07,24.0
2023-10-08,19.0
2023-10-09,0.0
2023-10-10,18.0
2023-10-11,16.0
2023-10-12,17.0
2023-10-13,11.0
2023-10-14,15.0
2023-10-15,0.0
2023-10-16,17.0
2023-10-17,0.0
2023-10-18,12.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,13.0
2023-10-22,26.0
2023-10-23,17.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,19.0
2023-10-27,17.0
2023-10-28,27.0
2023-10-29,31.0
2023-10-30,23.0
2023-10-31,27.0
2023-11-01,35.0
2023-11-02,35.0
2023-11-03,18.0
2023-11-04,31.0
2023-11-05,18.0
2023-11-06,26.0
2023-11-07,13.0
2023-11-08,0.0
2023-11-09,22.0
2023-11-10,53.0
2023-11-11,57.0
2023-11-12,73.0
2023-11-13,57.0
2023-11-14,37.0
2023-11-15,38.0
2023-11-16,24.0
2023-11-17,18.0
2023-11-18,28.0
2023-11-19,29.0
2023-11-20,27.0
2023-11-21,0.0
2023-11-22,14.0
2023-11-23,17.0
2023-11-24,15.0
2023-11-25,77.0
2023-11-26,67.0
2023-11-27,27.0
2023-11-28,28.0
2023-11-29,32.0
2023-11-30,71.0
2023-12-01,51.0
2023-12-02,45.0
2023-12-03,25.0
2023-12-04,21.0
2023-12-05,21.0
2023-12-06,30.0
2023-12-07,36.0
2023-12-08,26.0
2023-12-09,29.0
2023-12-10,28.0
2023-12-11,16.0
2023-12-12,17.0
2023-12-13,38.0
2023-12-14,23.0
2023-12-15,22.0
2023-12-16,31.0
2023-12-17,26.0
2023-12-18,34.0
2023-12-19,38.0
2023-12-20,24.0
2023-12-21,23.0
2023-12-22,31.37112171837709
2023-12-23,29.28400954653938
2023-12-24,25.19689737470167
2023-12-25,25.69689737470167
2023-12-26,24.69689737470167
2023-12-27,22.60978520286396
2023-12-28,22.10978520286396
2023-12-29,34.9582338902148
2023-12-30,39.0453460620525
2023-12-31,31.37112171837709
2024-01-01,42.13245823389022
2024-01-02,19.52267303102625
2024-01-03,21.60978520286396
2024-01-04,13.348448687350835
2024-01-05,19.02267303102625
2024-01-06,31.87112171837709
2024-01-07,12.848448687350835
2024-01-08,21.60978520286396
2024-01-09,31.37112171837709
2024-01-10,29.28400954653938
2024-01-11,54.48090692124105
2024-01-12,31.37112171837709
2024-01-13,31.87112171837709
2024-01-14,28.78400954653938
2024-01-15,24.69689737470167
2024-01-16,22.10978520286396
2024-01-17,25.19689737470167
2024-01-18,40.63245823389022
2024-01-19,22.60978520286396
2024-01-20,26.19689737470167
2024-01-21,28.56801909307876
2024-01-22,28.56801909307876
2024-01-23,34.91646778042959
2024-01-24,28.56801909307876
2024-01-25,25.39379474940334
2024-01-26,22.21957040572792
2024-01-27,25.39379474940334
2024-01-28,34.91646778042959
2024-01-29,50.78758949880668
2024-01-30,238.06682577565633
2024-01-31,317.42243436754177
2024-02-01,263.46062052505965
2024-02-02,199.97613365155132
2024-02-03,196.8019093078759
2024-02-04,174.58233890214797
2024-02-05,114.27207637231504
2024-02-06,95.22673031026252
2024-02-07,73.0071599045346
2024-02-08,82.52983293556086
2024-02-09,69.83293556085918
2024-02-10,85.70405727923628
2024-02-11,76.18138424821002
2024-02-12,47.61336515513126
2024-02-13,47.61336515513126
2024-02-14,53.9618138424821
2024-02-15,31.742243436754176
2024-02-16,47.61336515513126
2024-02-17,47.61336515513126
2024-02-18,34.91646778042959
2024-02-19,50.78758949880668
2024-02-20,38.09069212410501
2024-02-21,44.43914081145584
2024-02-22,31.742243436754176
2024-02-23,34.91646778042959
2024-02-24,41.26491646778043
2024-02-25,53.9618138424821
