Time,chase
2022-05-11,64.0
2022-05-12,67.0
2022-05-13,71.0
2022-05-14,100.0
2022-05-15,54.0
2022-05-16,70.0
2022-05-17,71.0
2022-05-18,70.0
2022-05-19,69.0
2022-05-20,69.0
2022-05-21,65.0
2022-05-22,48.0
2022-05-23,67.0
2022-05-24,70.0
2022-05-25,67.0
2022-05-26,66.0
2022-05-27,75.0
2022-05-28,65.0
2022-05-29,50.0
2022-05-30,57.0
2022-05-31,76.0
2022-06-01,85.0
2022-06-02,85.0
2022-06-03,81.0
2022-06-04,69.0
2022-06-05,55.0
2022-06-06,74.0
2022-06-07,74.0
2022-06-08,77.0
2022-06-09,75.0
2022-06-10,81.0
2022-06-11,69.0
2022-06-12,54.0
2022-06-13,73.0
2022-06-14,75.0
2022-06-15,74.0
2022-06-16,74.0
2022-06-17,75.0
2022-06-18,69.0
2022-06-19,51.0
2022-06-20,74.0
2022-06-21,79.0
2022-06-22,76.0
2022-06-23,70.0
2022-06-24,77.0
2022-06-25,68.0
2022-06-26,53.0
2022-06-27,73.0
2022-06-28,74.0
2022-06-29,73.0
2022-06-30,79.0
2022-07-01,91.0
2022-07-02,78.0
2022-07-03,54.0
2022-07-04,54.0
2022-07-05,81.0
2022-07-06,83.0
2022-07-07,79.0
2022-07-08,82.0
2022-07-09,72.0
2022-07-10,60.0
2022-07-11,81.0
2022-07-12,78.0
2022-07-13,78.0
2022-07-14,75.0
2022-07-15,82.0
2022-07-16,73.0
2022-07-17,57.0
2022-07-18,78.0
2022-07-19,71.0
2022-07-20,74.0
2022-07-21,72.0
2022-07-22,78.0
2022-07-23,70.0
2022-07-24,54.0
2022-07-25,77.0
2022-07-26,76.0
2022-07-27,72.0
2022-07-28,76.0
2022-07-29,82.0
2022-07-30,69.0
2022-07-31,58.0
2022-08-01,83.0
2022-08-02,82.0
2022-08-03,76.0
2022-08-04,77.0
2022-08-05,83.0
2022-08-06,67.0
2022-08-07,57.0
2022-08-08,76.0
2022-08-09,73.0
2022-08-10,75.0
2022-08-11,75.0
2022-08-12,75.0
2022-08-13,69.0
2022-08-14,54.0
2022-08-15,78.0
2022-08-16,79.0
2022-08-17,73.0
2022-08-18,76.0
2022-08-19,79.0
2022-08-20,69.0
2022-08-21,56.0
2022-08-22,72.0
2022-08-23,76.0
2022-08-24,74.0
2022-08-25,71.0
2022-08-26,72.0
2022-08-27,70.0
2022-08-28,55.0
2022-08-29,72.98963055850294
2022-08-30,70.0103212115366
2022-08-31,72.49652744284751
2022-09-01,78.94824925243562
2022-09-02,83.91376483071284
2022-09-03,72.98963055850294
2022-09-04,56.10687759236038
2022-09-05,60.07929005498215
2022-09-06,75.96893990546928
2022-09-07,76.96204302112471
2022-09-08,69.01721809588116
2022-09-09,70.0103212115366
2022-09-10,66.03790874891483
2022-09-11,59.08618693932671
2022-09-12,70.5103212115366
2022-09-13,71.00342432719205
2022-09-14,71.99652744284751
2022-09-15,72.98963055850294
2022-09-16,82.92066171505739
2022-09-17,68.52411498022572
2022-09-18,55.61377447670493
2022-09-19,68.02411498022572
2022-09-20,67.03101186457027
2022-09-21,70.0103212115366
2022-09-22,68.02411498022572
2022-09-23,71.99652744284751
2022-09-24,67.53101186457027
2022-09-25,58.093083823671265
2022-09-26,66.03790874891483
2022-09-27,66.03790874891483
2022-09-28,67.06202372914055
2022-09-29,67.06202372914055
2022-09-30,83.82752966142569
2022-10-01,79.88270473618212
2022-10-02,61.1447863412752
2022-10-03,76.92408604224944
2022-10-04,72.97926111700589
2022-10-05,69.03443619176232
2022-10-06,71.0068486543841
2022-10-07,75.93787981093855
2022-10-08,68.04822996045144
2022-10-09,54.24134272209897
2022-10-10,73.96546734831678
2022-10-11,69.03443619176232
2022-10-12,71.993054885695
2022-10-13,71.0068486543841
2022-10-14,78.89649850487123
2022-10-15,68.04822996045144
2022-10-16,50.29651779685541
2022-10-17,71.0068486543841
2022-10-18,68.04822996045144
2022-10-19,71.993054885695
2022-10-20,72.97926111700589
2022-10-21,76.92408604224944
2022-10-22,65.08961126651876
2022-10-23,56.21375518472075
2022-10-24,69.03443619176232
2022-10-25,66.07581749782966
2022-10-26,66.07581749782966
2022-10-27,74.95167357962767
2022-10-28,78.89649850487123
2022-10-29,65.08961126651876
2022-10-30,51.2827240281663
2022-10-31,71.0068486543841
2022-11-01,98.62062313108903
2022-11-02,81.8551171988039
2022-11-03,75.93787981093855
2022-11-04,74.95167357962767
2022-11-05,65.08961126651876
2022-11-06,54.24134272209897
2022-11-07,69.03443619176232
2022-11-08,65.08961126651876
2022-11-09,65.08961126651876
2022-11-10,76.92408604224944
2022-11-11,72.97926111700589
2022-11-12,70.02064242307321
2022-11-13,55.22754895340986
2022-11-14,75.93787981093855
2022-11-15,80.86891096749301
2022-11-16,73.96546734831678
2022-11-17,70.02064242307321
2022-11-18,72.97926111700589
2022-11-19,70.02064242307321
2022-11-20,54.24134272209897
2022-11-21,69.03443619176232
2022-11-22,71.0068486543841
2022-11-23,70.02064242307321
2022-11-24,49.31031156554452
2022-11-25,68.04822996045144
2022-11-26,61.1447863412752
2022-11-27,55.22754895340986
2022-11-28,67.06202372914055
2022-11-29,67.06202372914055
2022-11-30,66.07581749782966
2022-12-01,73.96546734831678
2022-12-02,78.89649850487123
2022-12-03,67.06202372914055
2022-12-04,62.130992572586095
2022-12-05,69.03443619176232
2022-12-06,70.02064242307321
2022-12-07,67.06202372914055
2022-12-08,67.06202372914055
2022-12-09,68.04822996045144
2022-12-10,65.08961126651876
2022-12-11,55.22754895340986
2022-12-12,67.06202372914055
2022-12-13,66.07581749782966
2022-12-14,66.07581749782966
2022-12-15,69.03443619176232
2022-12-16,73.96546734831678
2022-12-17,66.07581749782966
2022-12-18,51.2827240281663
2022-12-19,73.96546734831678
2022-12-20,71.0068486543841
2022-12-21,74.95167357962767
2022-12-22,71.993054885695
2022-12-23,74.95167357962767
2022-12-24,65.08961126651876
2022-12-25,45.36548664030096
2022-12-26,69.03443619176232
2022-12-27,74.95167357962767
2022-12-28,76.92408604224944
2022-12-29,75.93787981093855
2022-12-30,79.88270473618212
2022-12-31,68.04822996045144
2023-01-01,51.2827240281663
2023-01-02,80.86891096749301
2023-01-03,77.91029227356034
2023-01-04,75.93787981093855
2023-01-05,71.993054885695
2023-01-06,75.93787981093855
2023-01-07,71.0068486543841
2023-01-08,57.19996141603164
2023-01-09,70.02064242307321
2023-01-10,76.92408604224944
2023-01-11,68.04822996045144
2023-01-12,69.03443619176232
2023-01-13,81.8551171988039
2023-01-14,74.95167357962767
2023-01-15,55.22754895340986
2023-01-16,68.04822996045144
2023-01-17,74.95167357962767
2023-01-18,75.93787981093855
2023-01-19,70.02064242307321
2023-01-20,77.91029227356034
2023-01-21,71.993054885695
2023-01-22,59.172373878653424
2023-01-23,71.0068486543841
2023-01-24,74.95167357962767
2023-01-25,71.0068486543841
2023-01-26,72.97926111700589
2023-01-27,75.93787981093855
2023-01-28,75.93787981093855
2023-01-29,55.22754895340986
2023-01-30,73.96546734831678
2023-01-31,76.92408604224944
2023-02-01,77.91029227356034
2023-02-02,74.95167357962767
2023-02-03,77.91029227356034
2023-02-04,74.95167357962767
2023-02-05,56.21375518472075
2023-02-06,73.96546734831678
2023-02-07,72.97926111700589
2023-02-08,69.03443619176232
2023-02-09,70.02064242307321
2023-02-10,71.993054885695
2023-02-11,69.03443619176232
2023-02-12,53.25513649078808
2023-02-13,64.10340503520787
2023-02-14,68.04822996045144
2023-02-15,72.97926111700589
2023-02-16,70.02064242307321
2023-02-17,77.91029227356034
2023-02-18,71.0068486543841
2023-02-19,57.19996141603164
2023-02-20,69.03443619176232
2023-02-21,73.96546734831678
2023-02-22,76.92408604224944
2023-02-23,75.93787981093855
2023-02-24,81.8551171988039
2023-02-25,75.93787981093855
2023-02-26,66.07581749782966
2023-02-27,77.91029227356034
2023-02-28,79.88270473618212
2023-03-01,83.82752966142569
2023-03-02,77.91029227356034
2023-03-03,81.8551171988039
2023-03-04,88.75856081798013
2023-03-05,71.993054885695
2023-03-06,84.81373589273657
2023-03-07,78.89649850487123
2023-03-08,75.93787981093855
2023-03-09,71.993054885695
2023-03-10,83.82752966142569
2023-03-11,82.84132343011478
2023-03-12,66.07581749782966
2023-03-13,82.84132343011478
2023-03-14,79.88270473618212
2023-03-15,80.86891096749301
2023-03-16,79.88270473618212
2023-03-17,74.95167357962767
2023-03-18,66.07581749782966
2023-03-19,61.1447863412752
2023-03-20,74.95167357962767
2023-03-21,73.96546734831678
2023-03-22,71.0068486543841
2023-03-23,68.04822996045144
2023-03-24,73.96546734831678
2023-03-25,68.04822996045144
2023-03-26,57.19996141603164
2023-03-27,71.0068486543841
2023-03-28,71.0068486543841
2023-03-29,71.0068486543841
2023-03-30,64.10340503520787
2023-03-31,74.95167357962767
2023-04-01,73.96546734831678
2023-04-02,62.130992572586095
2023-04-03,79.88270473618212
2023-04-04,78.89649850487123
2023-04-05,75.93787981093855
2023-04-06,72.97926111700589
2023-04-07,80.86891096749301
2023-04-08,69.03443619176232
2023-04-09,50.29651779685541
2023-04-10,77.91029227356034
2023-04-11,71.0068486543841
2023-04-12,71.993054885695
2023-04-13,71.993054885695
2023-04-14,77.91029227356034
2023-04-15,70.02064242307321
2023-04-16,56.21375518472075
2023-04-17,74.95167357962767
2023-04-18,75.93787981093855
2023-04-19,67.06202372914055
2023-04-20,68.04822996045144
2023-04-21,72.97926111700589
2023-04-22,71.0068486543841
2023-04-23,60.15858010996431
2023-04-24,73.96546734831678
2023-04-25,68.04822996045144
2023-04-26,71.941536649731
2023-04-27,68.33526013225088
2023-04-28,77.6232621017609
2023-04-29,76.09243451883056
2023-04-30,57.46491234384651
2023-05-01,82.81188443813537
2023-05-02,84.88733337268515
2023-05-03,75.54781316721112
2023-05-04,73.52388246862535
2023-05-05,74.01698558428077
2023-05-06,64.1843622631513
2023-05-07,54.35173894202183
2023-05-08,72.97926111700589
2023-05-09,72.97926111700589
2023-05-10,67.79063878063143
2023-05-11,69.86608771518121
2023-05-12,75.54781316721112
2023-05-13,66.75291431335654
2023-05-14,51.23856554019716
2023-05-15,76.09243451883056
2023-05-16,76.09243451883056
2023-05-17,76.09243451883056
2023-05-18,75.05471005155567
2023-05-19,78.6609865690358
2023-05-20,69.37298459952576
2023-05-21,55.88256652495217
2023-05-22,71.941536649731
2023-05-23,69.86608771518121
2023-05-24,71.941536649731
2023-05-25,72.97926111700589
2023-05-26,80.60396003967814
2023-05-27,65.35456219433362
2023-05-28,50.10516434898911
2023-05-29,56.64062056842248
2023-05-30,77.33623192996146
2023-05-31,78.42547463320035
2023-06-01,86.05017355587262
2023-06-02,92.58562977530597
2023-06-03,74.06850382024479
2023-06-04,62.086834084616946
2023-06-05,77.33623192996146
2023-06-06,76.24698922672256
2023-06-07,74.06850382024479
2023-06-08,74.06850382024479
2023-06-09,75.15774652348368
2023-06-10,71.890018413767
2023-06-11,55.55137786518358
2023-06-12,75.15774652348368
2023-06-13,76.24698922672256
2023-06-14,77.33623192996146
2023-06-15,77.33623192996146
2023-06-16,81.69320274291704
2023-06-17,70.8007757105281
2023-06-18,53.3728924587058
2023-06-19,74.06850382024479
2023-06-20,74.06850382024479
2023-06-21,75.15774652348368
2023-06-22,74.06850382024479
2023-06-23,79.51471733643925
2023-06-24,68.62229030405031
2023-06-25,56.64062056842248
2023-06-26,76.24698922672256
2023-06-27,81.69320274291704
2023-06-28,74.06850382024479
2023-06-29,79.51471733643925
2023-06-30,87.1394162591115
2023-07-01,80.60396003967814
2023-07-02,62.086834084616946
2023-07-03,82.78244544615593
2023-07-04,62.086834084616946
2023-07-05,82.78244544615593
2023-07-06,82.78244544615593
2023-07-07,84.96093085263372
2023-07-08,70.8007757105281
2023-07-09,56.64062056842248
2023-07-10,77.33623192996146
2023-07-11,78.42547463320035
2023-07-12,78.42547463320035
2023-07-13,72.97926111700589
2023-07-14,82.78244544615593
2023-07-15,69.7115330072892
2023-07-16,53.3728924587058
2023-07-17,79.51471733643925
2023-07-18,77.33623192996146
2023-07-19,81.69320274291704
2023-07-20,77.33623192996146
2023-07-21,79.51471733643925
2023-07-22,69.7115330072892
2023-07-23,57.72986327166137
2023-07-24,75.15774652348368
2023-07-25,83.87168814939483
2023-07-26,81.69320274291704
2023-07-27,76.24698922672256
2023-07-28,78.42547463320035
2023-07-29,69.7115330072892
2023-07-30,55.55137786518358
2023-07-31,78.42547463320035
2023-08-01,86.05017355587262
2023-08-02,80.60396003967814
2023-08-03,78.42547463320035
2023-08-04,83.87168814939483
2023-08-05,70.8007757105281
2023-08-06,55.55137786518358
2023-08-07,80.60396003967814
2023-08-08,77.33623192996146
2023-08-09,72.97926111700589
2023-08-10,74.06850382024479
2023-08-11,80.60396003967814
2023-08-12,71.890018413767
2023-08-13,55.55137786518358
2023-08-14,75.15774652348368
2023-08-15,77.33623192996146
2023-08-16,76.24698922672256
2023-08-17,74.06850382024479
2023-08-18,77.33623192996146
2023-08-19,70.8007757105281
2023-08-20,55.55137786518358
2023-08-21,75.15774652348368
2023-08-22,79.51471733643925
2023-08-23,71.890018413767
2023-08-24,68.62229030405031
2023-08-25,77.33623192996146
2023-08-26,68.62229030405031
2023-08-27,56.64062056842248
2023-08-28,74.06850382024479
2023-08-29,70.8007757105281
2023-08-30,68.62229030405031
2023-08-31,75.15774652348368
2023-09-01,86.05017355587262
2023-09-02,76.24698922672256
2023-09-03,58.81910597490027
2023-09-04,60.99759138137806
2023-09-05,74.06850382024479
2023-09-06,78.42547463320035
2023-09-07,74.06850382024479
2023-09-08,76.24698922672256
2023-09-09,69.7115330072892
2023-09-10,54.462135161944694
2023-09-11,70.8007757105281
2023-09-12,68.62229030405031
2023-09-13,75.15774652348368
2023-09-14,70.8007757105281
2023-09-15,75.15774652348368
2023-09-16,66.44380489757252
2023-09-17,59.90834867813916
2023-09-18,69.7115330072892
2023-09-19,70.8007757105281
2023-09-20,74.06850382024479
2023-09-21,69.7115330072892
2023-09-22,70.8007757105281
2023-09-23,68.62229030405031
2023-09-24,54.462135161944694
2023-09-25,69.7115330072892
2023-09-26,71.890018413767
2023-09-27,70.8007757105281
2023-09-28,64.26531949109473
2023-09-29,75.15774652348368
2023-09-30,71.890018413767
2023-10-01,60.99759138137806
2023-10-02,83.87168814939483
2023-10-03,79.51471733643925
2023-10-04,76.24698922672256
2023-10-05,72.97926111700589
2023-10-06,93.67487247854487
2023-10-07,74.06850382024479
2023-10-08,67.53304760081141
2023-10-09,77.33623192996146
2023-10-10,74.06850382024479
2023-10-11,74.06850382024479
2023-10-12,71.890018413767
2023-10-13,75.15774652348368
2023-10-14,67.53304760081141
2023-10-15,59.90834867813916
2023-10-16,74.06850382024479
2023-10-17,69.7115330072892
2023-10-18,71.890018413767
2023-10-19,67.53304760081141
2023-10-20,76.24698922672256
2023-10-21,70.8007757105281
2023-10-22,50.10516434898911
2023-10-23,68.62229030405031
2023-10-24,70.8007757105281
2023-10-25,70.8007757105281
2023-10-26,67.53304760081141
2023-10-27,69.7115330072892
2023-10-28,62.086834084616946
2023-10-29,57.72986327166137
2023-10-30,69.7115330072892
2023-10-31,108.92427032388939
2023-11-01,88.2286589623504
2023-11-02,76.24698922672256
2023-11-03,78.42547463320035
2023-11-04,70.8007757105281
2023-11-05,56.64062056842248
2023-11-06,76.24698922672256
2023-11-07,72.97926111700589
2023-11-08,66.44380489757252
2023-11-09,70.8007757105281
2023-11-10,79.51471733643925
2023-11-11,65.35456219433362
2023-11-12,59.90834867813916
2023-11-13,68.62229030405031
2023-11-14,64.26531949109473
2023-11-15,70.8007757105281
2023-11-16,68.62229030405031
2023-11-17,71.890018413767
2023-11-18,64.26531949109473
2023-11-19,51.19440705222801
2023-11-20,63.17607678785584
2023-11-21,67.53304760081141
2023-11-22,67.53304760081141
2023-11-23,50.10516434898911
2023-11-24,68.62229030405031
2023-11-25,60.99759138137806
2023-11-26,52.283649755466904
2023-11-27,71.890018413767
2023-11-28,69.7115330072892
2023-11-29,68.62229030405031
2023-11-30,68.62229030405031
2023-12-01,79.51471733643925
2023-12-02,72.97926111700589
2023-12-03,52.283649755466904
2023-12-04,77.33623192996146
2023-12-05,78.42547463320035
2023-12-06,68.62229030405031
2023-12-07,68.62229030405031
2023-12-08,71.890018413767
2023-12-09,67.53304760081141
2023-12-10,55.55137786518358
2023-12-11,65.35456219433362
2023-12-12,65.35456219433362
2023-12-13,67.53304760081141
2023-12-14,75.15774652348368
2023-12-15,72.97926111700589
2023-12-16,77.33623192996146
2023-12-17,53.3728924587058
2023-12-18,67.53304760081141
2023-12-19,70.8007757105281
2023-12-20,76.24698922672256
2023-12-21,72.97926111700589
2023-12-22,75.3392869740235
2023-12-23,73.8264498861917
2023-12-24,51.25492053574128
2023-12-25,44.59843734928137
2023-12-26,73.28182853457224
2023-12-27,78.42547463320035
2023-12-28,77.39674541347473
2023-12-29,81.51166229237722
2023-12-30,69.7115330072892
2023-12-31,58.940132941926805
2024-01-01,56.39856663436939
2024-01-02,79.45420385292597
2024-01-03,80.4829330726516
2024-01-04,77.39674541347473
2024-01-05,81.9957701604834
2024-01-06,71.76899144674044
2024-01-07,56.39856663436939
2024-01-08,70.74026222701482
2024-01-09,65.59661612838671
2024-01-10,69.7115330072892
2024-01-11,66.14123748000617
2024-01-12,72.79772066646606
2024-01-13,67.65407456783797
2024-01-14,49.19746209629004
2024-01-15,60.99759138137806
2024-01-16,67.65407456783797
2024-01-17,68.1986959194574
2024-01-18,69.7115330072892
2024-01-19,68.68280378756359
2024-01-20,65.59661612838671
2024-01-21,53.251865491679254
2024-01-22,64.87045432622745
2024-01-23,68.74331727107685
2024-01-24,70.67974874350155
2024-01-25,66.80688579865215
2024-01-26,64.87045432622745
2024-01-27,64.87045432622745
2024-01-28,50.3472182830422
2024-01-29,66.80688579865215
2024-01-30,73.5843959521386
2024-01-31,74.55261168835095
2024-02-01,75.52082742456331
2024-02-02,81.3301218418374
2024-02-03,71.6479644797139
2024-02-04,56.1565127003163
2024-02-05,69.7115330072892
2024-02-06,69.7115330072892
2024-02-07,66.80688579865215
2024-02-08,69.7115330072892
2024-02-09,69.7115330072892
2024-02-10,64.87045432622745
2024-02-11,52.283649755466904
2024-02-12,59.06115990895335
2024-02-13,66.80688579865215
2024-02-14,64.87045432622745
2024-02-15,72.61618021592625
2024-02-16,74.55261168835095
2024-02-17,69.7115330072892
2024-02-18,54.2200812278916
2024-02-19,64.87045432622745
2024-02-20,69.7115330072892
2024-02-21,73.5843959521386
2024-02-22,67.7751015348645
2024-02-23,71.6479644797139
2024-02-24,68.74331727107685
2024-02-25,56.1565127003163
2024-02-26,66.80688579865215
2024-02-27,68.74331727107685
2024-02-28,69.7115330072892
2024-02-29,71.6479644797139
2024-03-01,81.3301218418374
2024-03-02,78.42547463320035
2024-03-03,60.0293756451657
2024-03-04,74.55261168835095
2024-03-05,72.61618021592625
2024-03-06,71.6479644797139
2024-03-07,67.7751015348645
2024-03-08,72.61618021592625
2024-03-09,67.7751015348645
2024-03-10,51.31543401925455
2024-03-11,70.67974874350155
2024-03-12,72.61618021592625
2024-03-13,69.7115330072892
2024-03-14,68.74331727107685
2024-03-15,70.67974874350155
2024-03-16,67.7751015348645
2024-03-17,55.18829696410395
2024-03-18,73.5843959521386
2024-03-19,71.6479644797139
2024-03-20,70.67974874350155
2024-03-21,64.87045432622745
2024-03-22,65.8386700624398
2024-03-23,66.80688579865215
2024-03-24,55.18829696410395
2024-03-25,71.6479644797139
2024-03-26,66.80688579865215
2024-03-27,69.7115330072892
2024-03-28,69.7115330072892
2024-03-29,73.5843959521386
2024-03-30,69.7115330072892
2024-03-31,49.37900254682985
2024-04-01,79.3936903694127
2024-04-02,75.52082742456331
2024-04-03,72.61618021592625
2024-04-04,68.74331727107685
2024-04-05,72.61618021592625
2024-04-06,68.74331727107685
2024-04-07,51.31543401925455
2024-04-08,62.93402285380275
2024-04-09,71.6479644797139
2024-04-10,69.7115330072892
2024-04-11,74.55261168835095
2024-04-12,80.36190610562505
2024-04-13,69.7115330072892
2024-04-14,55.18829696410395
2024-04-15,73.5843959521386
2024-04-16,72.61618021592625
2024-04-17,66.80688579865215
2024-04-18,64.87045432622745
2024-04-19,67.7751015348645
2024-04-20,60.0293756451657
2024-04-21,49.37900254682985
2024-04-22,63.9022385900151
2024-04-23,65.8386700624398
2024-04-24,96.821573621235
2024-04-25,72.61618021592625
2024-04-26,69.7115330072892
2024-04-27,63.9022385900151
2024-04-28,49.37900254682985
2024-04-29,68.74331727107685
2024-04-30,69.7115330072892
2024-05-01,70.67974874350155
2024-05-02,68.74331727107685
2024-05-03,75.52082742456331
2024-05-04,67.7751015348645
2024-05-05,50.3472182830422
2024-05-06,65.8386700624398
2024-05-07,65.8386700624398
2024-05-08,63.9022385900151
2024-05-09,66.80688579865215
2024-05-10,66.80688579865215
2024-05-11,63.9022385900151
2024-05-12,46.4743553381928
2024-05-13,66.80688579865215
2024-05-14,67.7751015348645
2024-05-15,68.74331727107685
2024-05-16,66.80688579865215
2024-05-17,68.74331727107685
2024-05-18,64.87045432622745
2024-05-19,49.37900254682985
2024-05-20,66.80688579865215
2024-05-21,61.9658071175904
2024-05-22,63.9022385900151
2024-05-23,66.80688579865215
2024-05-24,69.7115330072892
2024-05-25,64.87045432622745
2024-05-26,46.4743553381928
2024-05-27,55.18829696410395
2024-05-28,70.67974874350155
2024-05-29,76.48904316077565
2024-05-30,69.7115330072892
2024-05-31,78.42547463320035
2024-06-01,74.55261168835095
2024-06-02,56.1565127003163
2024-06-03,76.48904316077565
2024-06-04,76.48904316077565
2024-06-05,76.48904316077565
2024-06-06,71.6479644797139
2024-06-07,74.55261168835095
2024-06-08,65.8386700624398
2024-06-09,51.31543401925455
2024-06-10,76.48904316077565
2024-06-11,70.67974874350155
2024-06-12,71.6479644797139
2024-06-13,65.8386700624398
2024-06-14,78.42547463320035
2024-06-15,65.8386700624398
2024-06-16,50.3472182830422
2024-06-17,70.67974874350155
2024-06-18,68.74331727107685
2024-06-19,72.61618021592625
2024-06-20,68.74331727107685
2024-06-21,72.61618021592625
2024-06-22,63.9022385900151
2024-06-23,51.31543401925455
2024-06-24,68.74331727107685
2024-06-25,72.61618021592625
2024-06-26,70.67974874350155
2024-06-27,70.67974874350155
2024-06-28,72.61618021592625
2024-06-29,69.7115330072892
2024-06-30,54.2200812278916
2024-07-01,78.42547463320035
2024-07-02,78.42547463320035
2024-07-03,78.42547463320035
2024-07-04,56.1565127003163
2024-07-05,70.67974874350155
2024-07-06,70.67974874350155
2024-07-07,60.0293756451657
2024-07-08,75.52082742456331
2024-07-09,71.6479644797139
2024-07-10,72.61618021592625
2024-07-11,72.61618021592625
2024-07-12,73.5843959521386
2024-07-13,64.87045432622745
2024-07-14,48.4107868106175
2024-07-15,71.6479644797139
2024-07-16,69.7115330072892
2024-07-17,68.74331727107685
2024-07-18,71.6479644797139
2024-07-19,76.48904316077565
2024-07-20,67.7751015348645
2024-07-21,50.3472182830422
2024-07-22,69.7115330072892
2024-07-23,67.7751015348645
2024-07-24,66.80688579865215
2024-07-25,68.74331727107685
2024-07-26,71.6479644797139
2024-07-27,63.9022385900151
2024-07-28,52.283649755466904
2024-07-29,76.48904316077565
2024-07-30,74.55261168835095
2024-07-31,73.5843959521386
2024-08-01,78.42547463320035
2024-08-02,81.3301218418374
2024-08-03,73.5843959521386
2024-08-04,55.18829696410395
2024-08-05,75.52082742456331
2024-08-06,71.6479644797139
2024-08-07,75.52082742456331
2024-08-08,71.6479644797139
2024-08-09,75.52082742456331
2024-08-10,65.8386700624398
2024-08-11,53.251865491679254
2024-08-12,71.6479644797139
2024-08-13,73.5843959521386
2024-08-14,73.5843959521386
2024-08-15,75.52082742456331
2024-08-16,76.48904316077565
2024-08-17,69.7115330072892
2024-08-18,51.60014782619085
2024-08-19,70.43845724121914
2024-08-20,73.41680618768847
2024-08-21,70.43845724121914
2024-08-22,69.95434937311296
2024-08-23,73.41680618768847
2024-08-24,70.43845724121914
2024-08-25,59.28807412641724
2024-08-26,71.68557778040072
2024-08-27,72.16968564850688
2024-08-28,74.66392672687005
2024-08-29,70.43845724121914
2024-08-30,89.55567145921665
2024-08-31,86.57732251274734
2024-09-01,75.91104726605161
2024-09-02,76.39515513415779
2024-09-03,93.50223614189832
2024-09-04,91.2868998665044
2024-09-05,82.35185302709644
2024-09-06,81.86774515899026
2024-09-07,75.14803459497622
2024-09-08,84.08308143438418
2024-09-09,72.93269831958229
2024-09-10,69.95434937311296
2024-09-11,66.97600042664365
2024-09-12,70.43845724121914
2024-09-13,73.41680618768847
2024-09-14,68.7072288339314
2024-09-15,62.26642307288657
2024-09-16,68.7072288339314
2024-09-17,68.67114039678593
2024-09-18,68.67114039678593
2024-09-19,67.14511505463514
2024-09-20,71.72319108108753
2024-09-21,62.56703902818274
2024-09-22,51.88486163312715
2024-09-23,71.72319108108753
2024-09-24,71.72319108108753
