Time,linkedin
2022-04-29,72.0
2022-04-30,38.0
2022-05-01,33.0
2022-05-02,74.0
2022-05-03,89.0
2022-05-04,79.0
2022-05-05,79.0
2022-05-06,66.0
2022-05-07,40.0
2022-05-08,33.0
2022-05-09,73.0
2022-05-10,81.0
2022-05-11,83.0
2022-05-12,76.0
2022-05-13,67.0
2022-05-14,34.0
2022-05-15,31.0
2022-05-16,71.0
2022-05-17,79.0
2022-05-18,77.0
2022-05-19,80.0
2022-05-20,68.0
2022-05-21,33.0
2022-05-22,31.0
2022-05-23,75.0
2022-05-24,81.0
2022-05-25,76.0
2022-05-26,77.0
2022-05-27,62.0
2022-05-28,27.0
2022-05-29,25.0
2022-05-30,32.0
2022-05-31,74.0
2022-06-01,78.0
2022-06-02,79.0
2022-06-03,71.0
2022-06-04,33.0
2022-06-05,34.0
2022-06-06,78.0
2022-06-07,85.0
2022-06-08,82.0
2022-06-09,82.0
2022-06-10,71.0
2022-06-11,33.0
2022-06-12,32.0
2022-06-13,76.0
2022-06-14,82.0
2022-06-15,80.0
2022-06-16,80.0
2022-06-17,68.0
2022-06-18,32.0
2022-06-19,28.0
2022-06-20,61.0
2022-06-21,82.0
2022-06-22,83.0
2022-06-23,79.0
2022-06-24,65.0
2022-06-25,31.0
2022-06-26,28.0
2022-06-27,73.0
2022-06-28,82.0
2022-06-29,82.0
2022-06-30,76.0
2022-07-01,62.0
2022-07-02,31.0
2022-07-03,26.0
2022-07-04,31.0
2022-07-05,70.0
2022-07-06,80.0
2022-07-07,78.0
2022-07-08,67.0
2022-07-09,37.0
2022-07-10,55.0
2022-07-11,95.0
2022-07-12,97.0
2022-07-13,100.0
2022-07-14,94.0
2022-07-15,86.0
2022-07-16,48.0
2022-07-17,47.0
2022-07-18,91.0
2022-07-19,95.0
2022-07-20,96.0
2022-07-21,94.0
2022-07-22,81.0
2022-07-23,33.0
2022-07-24,30.0
2022-07-25,73.0
2022-07-26,84.0
2022-07-27,80.0
2022-07-28,80.0
2022-07-29,71.0
2022-07-30,31.0
2022-07-31,30.0
2022-08-01,77.0
2022-08-02,84.0
2022-08-03,80.0
2022-08-04,77.0
2022-08-05,69.0
2022-08-06,33.0
2022-08-07,34.0
2022-08-08,74.0
2022-08-09,84.0
2022-08-10,84.0
2022-08-11,81.0
2022-08-12,68.0
2022-08-13,34.0
2022-08-14,32.0
2022-08-15,77.0
2022-08-16,85.0
2022-08-17,81.0
2022-08-18,78.0
2022-08-19,71.0
2022-08-20,33.0
2022-08-21,36.0
2022-08-22,78.0
2022-08-23,87.0
2022-08-24,81.0
2022-08-25,79.0
2022-08-26,66.0
2022-08-27,34.0
2022-08-28,32.0
2022-08-29,75.01027115858668
2022-08-30,79.26992604765817
2022-08-31,80.22185702547247
2022-09-01,75.01027115858668
2022-09-02,61.73130649137222
2022-09-03,28.96179129005752
2022-09-04,27.057929334428923
2022-09-05,37.98110106820049
2022-09-06,75.96220213640098
2022-09-07,78.81799506984387
2022-09-08,75.01027115858668
2022-09-09,64.08709942481511
2022-09-10,29.913722267871815
2022-09-11,30.36565324568611
2022-09-12,76.91413311421528
2022-09-13,80.22185702547247
2022-09-14,79.26992604765817
2022-09-15,82.12571898110107
2022-09-16,65.99096138044371
2022-09-17,33.721446179129
2022-09-18,30.86565324568611
2022-09-19,74.05834018077239
2022-09-20,81.17378800328677
2022-09-21,84.02958093672966
2022-09-22,78.81799506984387
2022-09-23,68.8467543138866
2022-09-24,30.36565324568611
2022-09-25,29.913722267871815
2022-09-26,71.2025472473295
2022-09-27,76.91413311421528
2022-09-28,75.92440427280197
2022-09-29,73.21281840591618
2022-09-30,65.98192276088743
2022-10-01,30.731306491372223
2022-10-02,30.731306491372223
2022-10-03,73.21281840591618
2022-10-04,77.73212818405915
2022-10-05,83.15529991783073
2022-10-06,76.82826622843056
2022-10-07,68.69350862777321
2022-10-08,30.731306491372223
2022-10-09,31.63516844700082
2022-10-10,67.78964667214461
2022-10-11,73.21281840591618
2022-10-12,77.73212818405915
2022-10-13,75.02054231717337
2022-10-14,65.07806080525883
2022-10-15,30.731306491372223
2022-10-16,29.82744453574363
2022-10-17,70.5012325390304
2022-10-18,79.53985209531635
2022-10-19,81.34757600657353
2022-10-20,77.73212818405915
2022-10-21,64.17419884963023
2022-10-22,30.731306491372223
2022-10-23,28.01972062448644
2022-10-24,73.21281840591618
2022-10-25,77.73212818405915
2022-10-26,81.34757600657353
2022-10-27,75.02054231717337
2022-10-28,64.17419884963023
2022-10-29,28.923582580115035
2022-10-30,28.01972062448644
2022-10-31,68.69350862777321
2022-11-01,75.92440427280197
2022-11-02,78.63599013968775
2022-11-03,73.21281840591618
2022-11-04,65.98192276088743
2022-11-05,32.539030402629415
2022-11-06,28.923582580115035
2022-11-07,66.88578471651601
2022-11-08,71.405094494659
2022-11-09,72.30895645028758
2022-11-10,74.11668036154478
2022-11-11,64.17419884963023
2022-11-12,32.539030402629415
2022-11-13,28.923582580115035
2022-11-14,70.5012325390304
2022-11-15,79.53985209531635
2022-11-16,75.02054231717337
2022-11-17,80.44371405094493
2022-11-18,68.69350862777321
2022-11-19,32.539030402629415
2022-11-20,28.01972062448644
2022-11-21,61.462612982744446
2022-11-22,65.98192276088743
2022-11-23,52.4239934264585
2022-11-24,24.40427280197206
2022-11-25,25.308134757600655
2022-11-26,25.308134757600655
2022-11-27,26.21199671322925
2022-11-28,62.366474938373045
2022-11-29,70.5012325390304
2022-11-30,69.5973705834018
2022-12-01,72.30895645028758
2022-12-02,65.07806080525883
2022-12-03,30.731306491372223
2022-12-04,29.82744453574363
2022-12-05,65.07806080525883
2022-12-06,70.5012325390304
2022-12-07,71.405094494659
2022-12-08,71.405094494659
2022-12-09,63.27033689400164
2022-12-10,29.82744453574363
2022-12-11,28.01972062448644
2022-12-12,67.78964667214461
2022-12-13,70.5012325390304
2022-12-14,68.69350862777321
2022-12-15,66.88578471651601
2022-12-16,60.558751027115854
2022-12-17,30.731306491372223
2022-12-18,24.40427280197206
2022-12-19,59.65488907148726
2022-12-20,64.17419884963023
2022-12-21,63.27033689400164
2022-12-22,54.23171733771569
2022-12-23,38.866064092029575
2022-12-24,24.40427280197206
2022-12-25,19.884963023829087
2022-12-26,24.40427280197206
2022-12-27,51.5201314708299
2022-12-28,50.61626951520131
2022-12-29,49.71240755957272
2022-12-30,41.577649958915366
2022-12-31,26.21199671322925
2023-01-01,24.40427280197206
2023-01-02,37.05834018077239
2023-01-03,70.5012325390304
2023-01-04,80.44371405094493
2023-01-05,77.73212818405915
2023-01-06,76.82826622843056
2023-01-07,39.769926047658174
2023-01-08,36.15447822514379
2023-01-09,77.73212818405915
2023-01-10,82.25143796220213
2023-01-11,81.34757600657353
2023-01-12,82.25143796220213
2023-01-13,72.30895645028758
2023-01-14,37.05834018077239
2023-01-15,32.539030402629415
2023-01-16,53.327855382087094
2023-01-17,81.34757600657353
2023-01-18,87.6746096959737
2023-01-19,84.05916187345932
2023-01-20,78.63599013968775
2023-01-21,38.866064092029575
2023-01-22,36.15447822514379
2023-01-23,77.73212818405915
2023-01-24,90.38619556285948
2023-01-25,88.5784716516023
2023-01-26,87.6746096959737
2023-01-27,83.15529991783073
2023-01-28,38.866064092029575
2023-01-29,37.05834018077239
2023-01-30,79.53985209531635
2023-01-31,89.48233360723088
2023-02-01,84.96302382908792
2023-02-02,80.44371405094493
2023-02-03,82.25143796220213
2023-02-04,39.769926047658174
2023-02-05,39.769926047658174
2023-02-06,79.53985209531635
2023-02-07,84.96302382908792
2023-02-08,82.25143796220213
2023-02-09,78.63599013968775
2023-02-10,80.44371405094493
2023-02-11,37.96220213640098
2023-02-12,33.44289235825801
2023-02-13,71.405094494659
2023-02-14,83.15529991783073
2023-02-15,85.86688578471652
2023-02-16,86.7707477403451
2023-02-17,77.73212818405915
2023-02-18,38.866064092029575
2023-02-19,31.63516844700082
2023-02-20,62.366474938373045
2023-02-21,78.63599013968775
2023-02-22,84.05916187345932
2023-02-23,81.34757600657353
2023-02-24,75.92440427280197
2023-02-25,38.866064092029575
2023-02-26,36.15447822514379
2023-02-27,75.02054231717337
2023-02-28,83.15529991783073
2023-03-01,85.86688578471652
2023-03-02,83.15529991783073
2023-03-03,69.5973705834018
2023-03-04,37.96220213640098
2023-03-05,33.44289235825801
2023-03-06,71.405094494659
2023-03-07,85.86688578471652
2023-03-08,84.96302382908792
2023-03-09,78.63599013968775
2023-03-10,72.30895645028758
2023-03-11,37.05834018077239
2023-03-12,34.346754313886606
2023-03-13,74.11668036154478
2023-03-14,78.63599013968775
2023-03-15,74.11668036154478
2023-03-16,78.63599013968775
2023-03-17,66.88578471651601
2023-03-18,33.44289235825801
2023-03-19,34.346754313886606
2023-03-20,80.44371405094493
2023-03-21,85.86688578471652
2023-03-22,82.25143796220213
2023-03-23,80.44371405094493
2023-03-24,72.30895645028758
2023-03-25,35.2506162695152
2023-03-26,34.346754313886606
2023-03-27,78.63599013968775
2023-03-28,83.15529991783073
2023-03-29,81.34757600657353
2023-03-30,76.82826622843056
2023-03-31,65.98192276088743
2023-04-01,34.346754313886606
2023-04-02,34.346754313886606
2023-04-03,75.92440427280197
2023-04-04,79.53985209531635
2023-04-05,73.21281840591618
2023-04-06,75.02054231717337
2023-04-07,62.366474938373045
2023-04-08,33.44289235825801
2023-04-09,28.923582580115035
2023-04-10,76.82826622843056
2023-04-11,80.44371405094493
2023-04-12,79.53985209531635
2023-04-13,75.92440427280197
2023-04-14,67.78964667214461
2023-04-15,33.44289235825801
2023-04-16,32.539030402629415
2023-04-17,72.30895645028758
2023-04-18,77.73212818405915
2023-04-19,77.73212818405915
2023-04-20,74.11668036154478
2023-04-21,65.98192276088743
2023-04-22,34.346754313886606
2023-04-23,36.15447822514379
2023-04-24,75.92440427280197
2023-04-25,79.53985209531635
2023-04-26,79.58945427580817
2023-04-27,75.90787021263803
2023-04-28,65.33158306110587
2023-04-29,33.58618754634547
2023-04-30,31.745395514760403
2023-05-01,76.82826622843056
2023-05-02,79.12098923782993
2023-05-03,77.28019720624485
2023-05-04,80.50985029160069
2023-05-05,67.62430607050524
2023-05-06,33.58618754634547
2023-05-07,30.356534460989636
2023-05-08,76.82826622843056
2023-05-09,76.82826622843056
2023-05-10,77.7486622442231
2023-05-11,74.06707818105298
2023-05-12,65.33158306110587
2023-05-13,34.03811852415977
2023-05-14,28.063811451590276
2023-05-15,73.14668216526044
2023-05-16,79.58945427580817
2023-05-17,78.2005932220374
2023-05-18,73.14668216526044
2023-05-19,69.46509810209031
2023-05-20,34.506583562138005
2023-05-21,29.904603483175343
2023-05-22,69.01316712427601
2023-05-23,74.9874741968455
2023-05-24,77.28019720624485
2023-05-25,75.4394051746598
2023-05-26,59.963524861214104
2023-05-27,32.79255265847646
2023-05-28,30.918692506563524
2023-05-29,34.6664128103894
2023-05-30,72.14361584864822
2023-05-31,77.76519630438705
2023-06-01,76.82826622843056
2023-06-02,69.3328256207788
2023-06-03,34.6664128103894
2023-06-04,32.79255265847646
2023-06-05,75.8913361524741
2023-06-06,78.70212638034351
2023-06-07,85.2606369120388
2023-06-08,77.76519630438705
2023-06-09,65.58510531695292
2023-06-10,32.79255265847646
2023-06-11,30.918692506563524
2023-06-12,74.95440607651763
2023-06-13,77.76519630438705
2023-06-14,78.70212638034351
2023-06-15,79.63905645629998
2023-06-16,65.58510531695292
2023-06-17,33.729482734432935
2023-06-18,28.107902278694112
2023-06-19,59.026594785257636
2023-06-20,76.82826622843056
2023-06-21,78.70212638034351
2023-06-22,71.20668577269174
2023-06-23,68.39589554482234
2023-06-24,32.79255265847646
2023-06-25,32.79255265847646
2023-06-26,74.01747600056116
2023-06-27,81.51291660821292
2023-06-28,74.95440607651763
2023-06-29,74.95440607651763
2023-06-30,61.83738501312705
2023-07-01,32.79255265847646
2023-07-02,28.107902278694112
2023-07-03,48.72036394973646
2023-07-04,34.6664128103894
2023-07-05,66.5220353929094
2023-07-06,76.82826622843056
2023-07-07,67.45896546886587
2023-07-08,33.729482734432935
2023-07-09,31.85562258251999
2023-07-10,80.57598653225645
2023-07-11,83.38677676012587
2023-07-12,81.51291660821292
2023-07-13,77.76519630438705
2023-07-14,71.20668577269174
2023-07-15,33.729482734432935
2023-07-16,31.85562258251999
2023-07-17,76.82826622843056
2023-07-18,81.51291660821292
2023-07-19,81.51291660821292
2023-07-20,75.8913361524741
2023-07-21,66.5220353929094
2023-07-22,30.918692506563524
2023-07-23,28.107902278694112
2023-07-24,74.01747600056116
2023-07-25,76.82826622843056
2023-07-26,78.70212638034351
2023-07-27,72.14361584864822
2023-07-28,67.45896546886587
2023-07-29,29.981762430607052
2023-07-30,29.04483235465058
2023-07-31,71.20668577269174
2023-08-01,93.69300759564703
2023-08-02,79.63905645629998
2023-08-03,76.82826622843056
2023-08-04,71.20668577269174
2023-08-05,32.79255265847646
2023-08-06,30.918692506563524
2023-08-07,75.8913361524741
2023-08-08,80.57598653225645
2023-08-09,78.70212638034351
2023-08-10,84.32370683608234
2023-08-11,67.45896546886587
2023-08-12,31.85562258251999
2023-08-13,30.918692506563524
2023-08-14,74.01747600056116
2023-08-15,76.82826622843056
2023-08-16,78.70212638034351
2023-08-17,81.51291660821292
2023-08-18,67.45896546886587
2023-08-19,32.79255265847646
2023-08-20,29.981762430607052
2023-08-21,70.26975569673527
2023-08-22,78.70212638034351
2023-08-23,81.51291660821292
2023-08-24,79.63905645629998
2023-08-25,67.45896546886587
2023-08-26,30.918692506563524
2023-08-27,30.918692506563524
2023-08-28,72.14361584864822
2023-08-29,84.32370683608234
2023-08-30,75.8913361524741
2023-08-31,74.95440607651763
2023-09-01,77.76519630438705
2023-09-02,27.17097220273764
2023-09-03,28.107902278694112
2023-09-04,36.540272962302346
2023-09-05,79.63905645629998
2023-09-06,87.13449706395174
2023-09-07,76.82826622843056
2023-09-08,66.5220353929094
2023-09-09,36.540272962302346
2023-09-10,30.918692506563524
2023-09-11,71.20668577269174
2023-09-12,77.76519630438705
2023-09-13,76.82826622843056
2023-09-14,78.70212638034351
2023-09-15,65.58510531695292
2023-09-16,33.729482734432935
2023-09-17,30.918692506563524
2023-09-18,70.26975569673527
2023-09-19,80.57598653225645
2023-09-20,77.76519630438705
2023-09-21,78.70212638034351
2023-09-22,66.5220353929094
2023-09-23,32.79255265847646
2023-09-24,31.85562258251999
2023-09-25,70.26975569673527
2023-09-26,74.01747600056116
2023-09-27,77.76519630438705
2023-09-28,74.95440607651763
2023-09-29,65.58510531695292
2023-09-30,32.79255265847646
2023-10-01,29.04483235465058
2023-10-02,68.39589554482234
2023-10-03,76.82826622843056
2023-10-04,77.76519630438705
2023-10-05,74.01747600056116
2023-10-06,65.58510531695292
2023-10-07,32.79255265847646
2023-10-08,28.107902278694112
2023-10-09,67.45896546886587
2023-10-10,74.01747600056116
2023-10-11,74.95440607651763
2023-10-12,74.95440607651763
2023-10-13,63.71124516503998
2023-10-14,30.918692506563524
2023-10-15,29.981762430607052
2023-10-16,70.26975569673527
2023-10-17,77.76519630438705
2023-10-18,76.82826622843056
2023-10-19,75.8913361524741
2023-10-20,65.58510531695292
2023-10-21,31.85562258251999
2023-10-22,30.918692506563524
2023-10-23,70.26975569673527
2023-10-24,74.95440607651763
2023-10-25,79.63905645629998
2023-10-26,74.01747600056116
2023-10-27,63.71124516503998
2023-10-28,27.17097220273764
2023-10-29,27.17097220273764
2023-10-30,69.3328256207788
2023-10-31,81.51291660821292
2023-11-01,73.08054592460469
2023-11-02,74.01747600056116
2023-11-03,65.58510531695292
2023-11-04,29.981762430607052
2023-11-05,30.918692506563524
2023-11-06,69.3328256207788
2023-11-07,75.8913361524741
2023-11-08,75.8913361524741
2023-11-09,73.08054592460469
2023-11-10,60.90045493717057
2023-11-11,30.918692506563524
2023-11-12,28.107902278694112
2023-11-13,70.26975569673527
2023-11-14,73.08054592460469
2023-11-15,72.14361584864822
2023-11-16,74.01747600056116
2023-11-17,61.83738501312705
2023-11-18,31.85562258251999
2023-11-19,28.107902278694112
2023-11-20,59.963524861214104
2023-11-21,62.774315089083515
2023-11-22,52.46808425356234
2023-11-23,26.23404212678117
2023-11-24,26.23404212678117
2023-11-25,22.48632182295529
2023-11-26,26.23404212678117
2023-11-27,61.83738501312705
2023-11-28,69.3328256207788
2023-11-29,72.14361584864822
2023-11-30,70.26975569673527
2023-12-01,59.963524861214104
2023-12-02,33.729482734432935
2023-12-03,29.981762430607052
2023-12-04,67.45896546886587
2023-12-05,73.08054592460469
2023-12-06,71.20668577269174
2023-12-07,67.45896546886587
2023-12-08,65.58510531695292
2023-12-09,33.729482734432935
2023-12-10,29.981762430607052
2023-12-11,61.83738501312705
2023-12-12,69.3328256207788
2023-12-13,65.58510531695292
2023-12-14,69.3328256207788
2023-12-15,59.026594785257636
2023-12-16,29.981762430607052
2023-12-17,27.17097220273764
2023-12-18,59.963524861214104
2023-12-19,62.774315089083515
2023-12-20,64.64817524099645
2023-12-21,62.774315089083515
2023-12-22,46.87991785188758
2023-12-23,23.179329304244064
2023-12-24,25.158777866999458
2023-12-25,22.189605022866367
2023-12-26,38.49365856288777
2023-12-27,47.86964213326529
2023-12-28,48.859366414642984
2023-12-29,43.91074500775449
2023-12-30,24.16905358562176
2023-12-31,24.690312829021224
2024-01-01,24.690312829021224
2024-01-02,67.61133355539802
2024-01-03,75.99759284439784
2024-01-04,79.43523072650916
2024-01-05,75.99759284439784
2024-01-06,34.53476143737697
2024-01-07,31.56558859324388
2024-01-08,72.03869571888706
2024-01-09,83.39412785201996
2024-01-10,83.39412785201996
2024-01-11,76.98731712577553
2024-01-12,67.61133355539802
2024-01-13,33.54503715599928
2024-01-14,31.097123555265647
2024-01-15,50.83881497739838
2024-01-16,73.02842000026475
2024-01-17,80.94621425128634
2024-01-18,75.47633360099837
2024-01-19,71.04897143750935
2024-01-20,36.51421000013237
2024-01-21,34.40311006436455
2024-01-22,75.06133104952265
2024-01-23,80.27392348351728
2024-01-24,84.44399743071298
2024-01-25,87.57155289110976
2024-01-26,72.9762940759248
2024-01-27,39.61570249835918
2024-01-28,34.40311006436455
2024-01-29,76.10384953632158
2024-01-30,86.52903440431083
2024-01-31,85.48651591751191
2024-02-01,83.40147894391406
2024-02-02,72.9762940759248
2024-02-03,39.61570249835918
2024-02-04,34.40311006436455
2024-02-05,70.89125710232695
2024-02-06,83.40147894391406
2024-02-07,83.40147894391406
2024-02-08,80.27392348351728
2024-02-09,74.01881256272372
2024-02-10,36.4881470379624
2024-02-11,32.318073090766696
2024-02-12,65.67866466833232
2024-02-13,81.3164419703162
2024-02-14,79.23140499671835
2024-02-15,80.27392348351728
2024-02-16,77.1463680231205
2024-02-17,37.530665524761325
2024-02-18,35.44562855116347
2024-02-19,62.55110920793554
2024-02-20,79.23140499671835
2024-02-21,82.35896045711513
2024-02-22,81.3164419703162
2024-02-23,69.84873861552802
2024-02-24,38.57318401156025
2024-02-25,37.530665524761325
2024-02-26,74.01881256272372
2024-02-27,78.18888650991943
2024-02-28,75.06133104952265
2024-02-29,79.23140499671835
2024-03-01,69.84873861552802
2024-03-02,38.57318401156025
2024-03-03,32.318073090766696
2024-03-04,72.9762940759248
2024-03-05,78.18888650991943
2024-03-06,104.25184867989256
2024-03-07,80.27392348351728
2024-03-08,71.93377558912587
2024-03-09,35.44562855116347
2024-03-10,31.27555460396777
2024-03-11,69.84873861552802
2024-03-12,84.44399743071298
2024-03-13,81.3164419703162
2024-03-14,76.10384953632158
2024-03-15,67.76370164193017
2024-03-16,34.40311006436455
2024-03-17,30.233036117168844
2024-03-18,74.01881256272372
2024-03-19,77.1463680231205
2024-03-20,80.27392348351728
2024-03-21,76.10384953632158
2024-03-22,64.63614618153339
2024-03-23,33.36059157756562
2024-03-24,33.36059157756562
2024-03-25,70.89125710232695
2024-03-26,77.1463680231205
2024-03-27,77.1463680231205
2024-03-28,77.1463680231205
2024-03-29,61.50859072113661
2024-03-30,31.27555460396777
2024-03-31,28.147999143570992
2024-04-01,70.89125710232695
2024-04-02,79.23140499671835
2024-04-03,77.1463680231205
2024-04-04,76.10384953632158
2024-04-05,66.72118315513124
2024-04-06,30.233036117168844
2024-04-07,30.233036117168844
2024-04-08,63.593627694734465
2024-04-09,76.10384953632158
2024-04-10,81.3164419703162
2024-04-11,75.06133104952265
2024-04-12,67.76370164193017
2024-04-13,30.233036117168844
2024-04-14,30.233036117168844
2024-04-15,69.84873861552802
2024-04-16,76.10384953632158
2024-04-17,77.1463680231205
2024-04-18,74.01881256272372
2024-04-19,64.63614618153339
2024-04-20,31.27555460396777
2024-04-21,31.27555460396777
2024-04-22,75.06133104952265
2024-04-23,74.01881256272372
2024-04-24,75.06133104952265
2024-04-25,75.06133104952265
2024-04-26,62.55110920793554
2024-04-27,33.36059157756562
2024-04-28,29.190517630369918
2024-04-29,69.84873861552802
2024-04-30,78.18888650991943
2024-05-01,72.9762940759248
2024-05-02,71.93377558912587
2024-05-03,69.84873861552802
2024-05-04,32.318073090766696
2024-05-05,30.233036117168844
2024-05-06,68.8062201287291
2024-05-07,72.9762940759248
2024-05-08,70.89125710232695
2024-05-09,69.84873861552802
2024-05-10,67.76370164193017
2024-05-11,32.318073090766696
2024-05-12,28.147999143570992
2024-05-13,67.76370164193017
2024-05-14,71.93377558912587
2024-05-15,74.01881256272372
2024-05-16,72.9762940759248
2024-05-17,65.67866466833232
2024-05-18,33.36059157756562
2024-05-19,29.190517630369918
2024-05-20,71.93377558912587
2024-05-21,74.01881256272372
2024-05-22,78.18888650991943
2024-05-23,75.06133104952265
2024-05-24,59.42355374753876
2024-05-25,29.190517630369918
2024-05-26,26.06296216997314
2024-05-27,36.4881470379624
2024-05-28,74.01881256272372
2024-05-29,71.93377558912587
2024-05-30,80.27392348351728
2024-05-31,65.67866466833232
2024-06-01,31.27555460396777
2024-06-02,29.190517630369918
2024-06-03,72.9762940759248
2024-06-04,77.1463680231205
2024-06-05,75.06133104952265
2024-06-06,75.06133104952265
2024-06-07,71.93377558912587
2024-06-08,31.27555460396777
2024-06-09,29.190517630369918
2024-06-10,75.06133104952265
2024-06-11,78.18888650991943
2024-06-12,69.84873861552802
2024-06-13,75.06133104952265
2024-06-14,63.593627694734465
2024-06-15,31.27555460396777
2024-06-16,32.318073090766696
2024-06-17,68.8062201287291
2024-06-18,76.10384953632158
2024-06-19,62.55110920793554
2024-06-20,68.8062201287291
2024-06-21,64.63614618153339
2024-06-22,30.233036117168844
2024-06-23,28.147999143570992
2024-06-24,69.84873861552802
2024-06-25,77.1463680231205
2024-06-26,69.84873861552802
2024-06-27,69.84873861552802
2024-06-28,62.55110920793554
2024-06-29,30.233036117168844
2024-06-30,29.190517630369918
2024-07-01,69.84873861552802
2024-07-02,72.9762940759248
2024-07-03,62.55110920793554
2024-07-04,34.40311006436455
2024-07-05,44.828294932353806
2024-07-06,29.190517630369918
2024-07-07,31.27555460396777
2024-07-08,68.8062201287291
2024-07-09,71.93377558912587
2024-07-10,81.3164419703162
2024-07-11,75.06133104952265
2024-07-12,67.76370164193017
2024-07-13,34.40311006436455
2024-07-14,31.27555460396777
2024-07-15,66.72118315513124
2024-07-16,72.9762940759248
2024-07-17,74.01881256272372
2024-07-18,71.93377558912587
2024-07-19,60.46607223433769
2024-07-20,33.36059157756562
2024-07-21,29.190517630369918
2024-07-22,68.8062201287291
2024-07-23,76.10384953632158
2024-07-24,74.01881256272372
2024-07-25,71.93377558912587
2024-07-26,60.46607223433769
2024-07-27,27.105480656772066
2024-07-28,26.06296216997314
2024-07-29,64.63614618153339
2024-07-30,70.89125710232695
2024-07-31,68.8062201287291
2024-08-01,66.72118315513124
2024-08-02,60.46607223433769
2024-08-03,29.190517630369918
2024-08-04,29.190517630369918
2024-08-05,68.8062201287291
2024-08-06,68.8062201287291
2024-08-07,70.89125710232695
2024-08-08,75.06133104952265
2024-08-09,66.72118315513124
2024-08-10,29.190517630369918
2024-08-11,29.190517630369918
2024-08-12,69.84873861552802
2024-08-13,74.01881256272372
2024-08-14,76.10384953632158
2024-08-15,71.93377558912587
2024-08-16,67.76370164193017
2024-08-17,31.27555460396777
2024-08-18,30.22032247708593
2024-08-19,71.66678914738469
2024-08-20,77.01923162229136
2024-08-21,77.01923162229136
2024-08-22,77.01923162229136
2024-08-23,64.8141371426942
2024-08-24,33.157173336239
2024-08-25,31.19927276347029
2024-08-26,72.64573943376905
2024-08-27,75.06133104952265
2024-08-28,76.4979723788919
2024-08-29,74.0823807631383
2024-08-30,63.835186856309825
2024-08-31,27.28347161793286
2024-09-01,29.241372190701576
2024-09-02,35.57276495199261
2024-09-03,74.0823807631383
2024-09-04,80.41377352442933
2024-09-05,75.06133104952265
2024-09-06,64.8141371426942
2024-09-07,31.19927276347029
2024-09-08,33.157173336239
2024-09-09,74.0823807631383
2024-09-10,81.39272381081369
2024-09-11,75.06133104952265
2024-09-12,77.47692266527626
2024-09-13,66.7720377154629
2024-09-14,33.157173336239
2024-09-15,30.22032247708593
2024-09-16,72.12448019036958
2024-09-17,80.55362356534138
2024-09-18,79.63824147937159
2024-09-19,77.80747730743202
2024-09-20,69.56903853370392
2024-09-21,34.78451926685196
2024-09-22,32.95375509491238
