Time,facebook_login
2022-01-01,82.0
2022-01-02,75.0
2022-01-03,76.0
2022-01-04,86.0
2022-01-05,80.0
2022-01-06,65.0
2022-01-07,84.0
2022-01-08,76.0
2022-01-09,77.0
2022-01-10,72.0
2022-01-11,72.0
2022-01-12,71.0
2022-01-13,84.0
2022-01-14,63.0
2022-01-15,72.0
2022-01-16,71.0
2022-01-17,68.0
2022-01-18,71.0
2022-01-19,71.0
2022-01-20,75.0
2022-01-21,78.0
2022-01-22,75.0
2022-01-23,75.0
2022-01-24,95.0
2022-01-25,71.0
2022-01-26,71.0
2022-01-27,78.0
2022-01-28,81.0
2022-01-29,85.0
2022-01-30,89.0
2022-01-31,88.0
2022-02-01,83.0
2022-02-02,83.0
2022-02-03,80.0
2022-02-04,82.0
2022-02-05,77.0
2022-02-06,76.0
2022-02-07,71.0
2022-02-08,67.0
2022-02-09,63.0
2022-02-10,59.0
2022-02-11,72.0
2022-02-12,69.0
2022-02-13,68.0
2022-02-14,71.0
2022-02-15,73.0
2022-02-16,72.0
2022-02-17,73.0
2022-02-18,73.0
2022-02-19,72.0
2022-02-20,73.0
2022-02-21,71.0
2022-02-22,71.0
2022-02-23,71.0
2022-02-24,69.0
2022-02-25,72.0
2022-02-26,71.0
2022-02-27,73.0
2022-02-28,71.0
2022-03-01,70.0
2022-03-02,68.0
2022-03-03,69.0
2022-03-04,69.0
2022-03-05,72.0
2022-03-06,72.0
2022-03-07,72.0
2022-03-08,75.0
2022-03-09,73.0
2022-03-10,69.0
2022-03-11,70.0
2022-03-12,72.0
2022-03-13,70.0
2022-03-14,66.0
2022-03-15,71.0
2022-03-16,69.0
2022-03-17,70.0
2022-03-18,70.0
2022-03-19,68.0
2022-03-20,70.0
2022-03-21,73.0
2022-03-22,68.0
2022-03-23,72.0
2022-03-24,69.0
2022-03-25,67.0
2022-03-26,71.0
2022-03-27,72.0
2022-03-28,67.0
2022-03-29,65.0
2022-03-30,72.0
2022-03-31,70.0
2022-04-01,73.0
2022-04-02,76.0
2022-04-03,74.0
2022-04-04,65.0
2022-04-05,71.0
2022-04-06,72.0
2022-04-07,69.0
2022-04-08,74.0
2022-04-09,71.0
2022-04-10,78.0
2022-04-11,72.0
2022-04-12,75.0
2022-04-13,75.0
2022-04-14,70.0
2022-04-15,71.0
2022-04-16,69.0
2022-04-17,74.0
2022-04-18,66.0
2022-04-19,68.0
2022-04-20,67.0
2022-04-21,68.0
2022-04-22,68.0
2022-04-23,72.0
2022-04-24,73.0
2022-04-25,70.0
2022-04-26,68.0
2022-04-27,67.0
2022-04-28,67.0
2022-04-29,70.0
2022-04-30,70.0
2022-05-01,75.0
2022-05-02,70.0
2022-05-03,71.0
2022-05-04,70.0
2022-05-05,71.0
2022-05-06,74.0
2022-05-07,77.0
2022-05-08,83.0
2022-05-09,73.0
2022-05-10,74.0
2022-05-11,70.0
2022-05-12,73.0
2022-05-13,73.0
2022-05-14,82.0
2022-05-15,82.0
2022-05-16,75.0
2022-05-17,79.0
2022-05-18,74.0
2022-05-19,73.0
2022-05-20,74.0
2022-05-21,85.0
2022-05-22,84.0
2022-05-23,77.0
2022-05-24,79.0
2022-05-25,82.0
2022-05-26,82.0
2022-05-27,83.0
2022-05-28,82.0
2022-05-29,84.0
2022-05-30,86.0
2022-05-31,81.0
2022-06-01,82.0
2022-06-02,77.0
2022-06-03,81.0
2022-06-04,83.0
2022-06-05,87.0
2022-06-06,86.0
2022-06-07,83.0
2022-06-08,85.0
2022-06-09,82.0
2022-06-10,84.0
2022-06-11,85.0
2022-06-12,88.0
2022-06-13,83.0
2022-06-14,87.0
2022-06-15,85.0
2022-06-16,90.0
2022-06-17,86.0
2022-06-18,85.0
2022-06-19,100.0
2022-06-20,91.0
2022-06-21,89.0
2022-06-22,90.0
2022-06-23,85.0
2022-06-24,84.0
2022-06-25,88.0
2022-06-26,95.0
2022-06-27,90.0
2022-06-28,87.0
2022-06-29,90.0
2022-06-30,90.0
2022-07-01,91.0
2022-07-02,86.0
2022-07-03,88.0
2022-07-04,99.0
2022-07-05,90.0
2022-07-06,90.0
2022-07-07,89.0
2022-07-08,91.0
2022-07-09,89.0
2022-07-10,94.0
2022-07-11,90.0
2022-07-12,92.0
2022-07-13,88.0
2022-07-14,89.0
2022-07-15,88.0
2022-07-16,85.0
2022-07-17,94.0
2022-07-18,90.0
2022-07-19,93.0
2022-07-20,93.0
2022-07-21,91.0
2022-07-22,87.0
2022-07-23,90.0
2022-07-24,92.0
2022-07-25,92.0
2022-07-26,89.0
2022-07-27,88.0
2022-07-28,89.0
2022-07-29,84.0
2022-07-30,85.0
2022-07-31,95.0
2022-08-01,89.0
2022-08-02,89.0
2022-08-03,88.0
2022-08-04,87.0
2022-08-05,90.0
2022-08-06,90.0
2022-08-07,89.0
2022-08-08,90.0
2022-08-09,92.0
2022-08-10,93.0
2022-08-11,87.0
2022-08-12,83.0
2022-08-13,87.0
2022-08-14,92.0
2022-08-15,88.0
2022-08-16,89.0
2022-08-17,93.0
2022-08-18,93.0
2022-08-19,88.0
2022-08-20,88.0
2022-08-21,95.0
2022-08-22,88.0
2022-08-23,91.0
2022-08-24,90.0
2022-08-25,92.0
2022-08-26,86.0
2022-08-27,92.0
2022-08-28,93.0
2022-08-29,89.84628099173554
2022-08-30,87.90214876033059
2022-08-31,84.98595041322315
2022-09-01,90.81834710743802
2022-09-02,84.01388429752066
2022-09-03,83.04181818181819
2022-09-04,88.87421487603305
2022-09-05,89.34628099173554
2022-09-06,84.98595041322315
2022-09-07,84.98595041322315
2022-09-08,81.09768595041322
2022-09-09,84.01388429752066
2022-09-10,87.40214876033059
2022-09-11,82.06975206611571
2022-09-12,81.09768595041322
2022-09-13,88.87421487603305
2022-09-14,87.90214876033059
2022-09-15,87.90214876033059
2022-09-16,87.90214876033059
2022-09-17,88.87421487603305
2022-09-18,86.4300826446281
2022-09-19,84.98595041322315
2022-09-20,84.98595041322315
2022-09-21,83.04181818181819
2022-09-22,84.01388429752066
2022-09-23,82.06975206611571
2022-09-24,85.95801652892561
2022-09-25,89.34628099173554
2022-09-26,83.04181818181819
2022-09-27,83.04181818181819
2022-09-28,86.8601652892562
2022-09-29,84.02776859504132
2022-09-30,85.91603305785124
2022-10-01,84.97190082644629
2022-10-02,84.02776859504132
2022-10-03,84.02776859504132
2022-10-04,84.97190082644629
2022-10-05,85.91603305785124
2022-10-06,85.91603305785124
2022-10-07,88.74842975206612
2022-10-08,90.63669421487603
2022-10-09,90.63669421487603
2022-10-10,87.80429752066117
2022-10-11,84.97190082644629
2022-10-12,90.63669421487603
2022-10-13,88.74842975206612
2022-10-14,84.02776859504132
2022-10-15,88.74842975206612
2022-10-16,88.74842975206612
2022-10-17,86.8601652892562
2022-10-18,89.69256198347108
2022-10-19,87.80429752066117
2022-10-20,85.91603305785124
2022-10-21,87.80429752066117
2022-10-22,86.8601652892562
2022-10-23,89.69256198347108
2022-10-24,87.80429752066117
2022-10-25,94.41322314049587
2022-10-26,90.63669421487603
2022-10-27,85.91603305785124
2022-10-28,82.13950413223141
2022-10-29,85.91603305785124
2022-10-30,88.74842975206612
2022-10-31,90.63669421487603
2022-11-01,92.52495867768596
2022-11-02,87.80429752066117
2022-11-03,84.97190082644629
2022-11-04,84.02776859504132
2022-11-05,85.91603305785124
2022-11-06,84.97190082644629
2022-11-07,84.97190082644629
2022-11-08,80.2512396694215
2022-11-09,77.41884297520662
2022-11-10,80.2512396694215
2022-11-11,87.80429752066117
2022-11-12,87.80429752066117
2022-11-13,86.8601652892562
2022-11-14,81.19537190082644
2022-11-15,85.91603305785124
2022-11-16,86.8601652892562
2022-11-17,83.08363636363637
2022-11-18,84.97190082644629
2022-11-19,87.80429752066117
2022-11-20,85.91603305785124
2022-11-21,84.02776859504132
2022-11-22,87.80429752066117
2022-11-23,84.02776859504132
2022-11-24,80.2512396694215
2022-11-25,84.97190082644629
2022-11-26,81.19537190082644
2022-11-27,84.97190082644629
2022-11-28,76.47471074380165
2022-11-29,78.36297520661158
2022-11-30,81.19537190082644
2022-12-01,79.30710743801653
2022-12-02,82.13950413223141
2022-12-03,82.13950413223141
2022-12-04,82.13950413223141
2022-12-05,81.19537190082644
2022-12-06,81.19537190082644
2022-12-07,80.2512396694215
2022-12-08,80.2512396694215
2022-12-09,80.2512396694215
2022-12-10,76.47471074380165
2022-12-11,83.08363636363637
2022-12-12,76.47471074380165
2022-12-13,77.41884297520662
2022-12-14,77.41884297520662
2022-12-15,76.47471074380165
2022-12-16,79.30710743801653
2022-12-17,74.58644628099174
2022-12-18,77.41884297520662
2022-12-19,79.30710743801653
2022-12-20,83.08363636363637
2022-12-21,81.19537190082644
2022-12-22,77.41884297520662
2022-12-23,80.2512396694215
2022-12-24,80.2512396694215
2022-12-25,92.52495867768596
2022-12-26,88.74842975206612
2022-12-27,89.69256198347108
2022-12-28,82.13950413223141
2022-12-29,80.2512396694215
2022-12-30,80.2512396694215
2022-12-31,82.13950413223141
2023-01-01,85.91603305785124
2023-01-02,81.19537190082644
2023-01-03,77.41884297520662
2023-01-04,79.30710743801653
2023-01-05,77.41884297520662
2023-01-06,78.36297520661158
2023-01-07,79.30710743801653
2023-01-08,74.58644628099174
2023-01-09,72.69818181818182
2023-01-10,76.47471074380165
2023-01-11,77.41884297520662
2023-01-12,75.5305785123967
2023-01-13,70.80991735537191
2023-01-14,76.47471074380165
2023-01-15,73.64231404958679
2023-01-16,80.2512396694215
2023-01-17,74.58644628099174
2023-01-18,74.58644628099174
2023-01-19,73.64231404958679
2023-01-20,73.64231404958679
2023-01-21,73.64231404958679
2023-01-22,74.58644628099174
2023-01-23,72.69818181818182
2023-01-24,74.58644628099174
2023-01-25,77.41884297520662
2023-01-26,75.5305785123967
2023-01-27,76.47471074380165
2023-01-28,78.36297520661158
2023-01-29,75.5305785123967
2023-01-30,72.69818181818182
2023-01-31,73.64231404958679
2023-02-01,78.36297520661158
2023-02-02,73.64231404958679
2023-02-03,76.47471074380165
2023-02-04,73.64231404958679
2023-02-05,79.30710743801653
2023-02-06,72.69818181818182
2023-02-07,74.58644628099174
2023-02-08,70.80991735537191
2023-02-09,71.75404958677686
2023-02-10,79.30710743801653
2023-02-11,79.30710743801653
2023-02-12,74.58644628099174
2023-02-13,71.75404958677686
2023-02-14,74.58644628099174
2023-02-15,82.13950413223141
2023-02-16,75.5305785123967
2023-02-17,79.30710743801653
2023-02-18,72.69818181818182
2023-02-19,75.5305785123967
2023-02-20,72.69818181818182
2023-02-21,70.80991735537191
2023-02-22,72.69818181818182
2023-02-23,72.69818181818182
2023-02-24,72.69818181818182
2023-02-25,77.41884297520662
2023-02-26,75.5305785123967
2023-02-27,73.64231404958679
2023-02-28,72.69818181818182
2023-03-01,71.75404958677686
2023-03-02,67.97752066115703
2023-03-03,70.80991735537191
2023-03-04,73.64231404958679
2023-03-05,72.69818181818182
2023-03-06,69.86578512396694
2023-03-07,73.64231404958679
2023-03-08,72.69818181818182
2023-03-09,72.69818181818182
2023-03-10,75.5305785123967
2023-03-11,75.5305785123967
2023-03-12,74.58644628099174
2023-03-13,71.75404958677686
2023-03-14,70.80991735537191
2023-03-15,72.69818181818182
2023-03-16,72.69818181818182
2023-03-17,73.64231404958679
2023-03-18,69.86578512396694
2023-03-19,78.36297520661158
2023-03-20,72.69818181818182
2023-03-21,70.80991735537191
2023-03-22,70.80991735537191
2023-03-23,74.58644628099174
2023-03-24,69.86578512396694
2023-03-25,70.80991735537191
2023-03-26,76.47471074380165
2023-03-27,71.75404958677686
2023-03-28,73.64231404958679
2023-03-29,71.75404958677686
2023-03-30,76.47471074380165
2023-03-31,72.69818181818182
2023-04-01,76.47471074380165
2023-04-02,75.5305785123967
2023-04-03,71.75404958677686
2023-04-04,68.92165289256198
2023-04-05,71.75404958677686
2023-04-06,77.41884297520662
2023-04-07,73.64231404958679
2023-04-08,75.5305785123967
2023-04-09,71.75404958677686
2023-04-10,77.41884297520662
2023-04-11,73.64231404958679
2023-04-12,72.69818181818182
2023-04-13,72.69818181818182
2023-04-14,73.64231404958679
2023-04-15,71.75404958677686
2023-04-16,75.5305785123967
2023-04-17,70.80991735537191
2023-04-18,70.80991735537191
2023-04-19,78.36297520661158
2023-04-20,72.69818181818182
2023-04-21,68.92165289256198
2023-04-22,69.86578512396694
2023-04-23,73.64231404958679
2023-04-24,69.86578512396694
2023-04-25,73.64231404958679
2023-04-26,68.33910321786531
2023-04-27,70.04657640232108
2023-04-28,67.10369614911201
2023-04-29,71.75404958677686
2023-04-30,73.46152277123264
2023-05-01,70.04657640232108
2023-05-02,71.75404958677686
2023-05-03,67.5757622648145
2023-05-04,70.04657640232108
2023-05-05,67.5757622648145
2023-05-06,69.28323544927028
2023-05-07,70.04657640232108
2023-05-08,72.98945665553016
2023-05-09,74.69692983998593
2023-05-10,71.75404958677686
2023-05-11,74.69692983998593
2023-05-12,73.46152277123264
2023-05-13,73.46152277123264
2023-05-14,83.52557059961316
2023-05-15,79.34728327765079
2023-05-16,72.98945665553016
2023-05-17,68.81116933356779
2023-05-18,72.22611570247935
2023-05-19,70.04657640232108
2023-05-20,76.4044030244417
2023-05-21,82.76222964656235
2023-05-22,72.98945665553016
2023-05-23,72.22611570247935
2023-05-24,71.75404958677686
2023-05-25,73.46152277123264
2023-05-26,73.2807314928785
2023-05-27,74.80741339898013
2023-05-28,76.33409530508177
2023-05-29,76.33409530508177
2023-05-30,74.80741339898013
2023-05-31,76.33409530508177
2023-06-01,76.33409530508177
2023-06-02,73.2807314928785
2023-06-03,76.33409530508177
2023-06-04,77.8607772111834
2023-06-05,74.80741339898013
2023-06-06,71.75404958677687
2023-06-07,73.2807314928785
2023-06-08,74.80741339898013
2023-06-09,76.33409530508177
2023-06-10,76.33409530508177
2023-06-11,77.8607772111834
2023-06-12,77.8607772111834
2023-06-13,79.38745911728505
2023-06-14,76.33409530508177
2023-06-15,73.2807314928785
2023-06-16,79.38745911728505
2023-06-17,76.33409530508177
2023-06-18,79.38745911728505
2023-06-19,82.44082292948832
2023-06-20,71.75404958677687
2023-06-21,74.80741339898013
2023-06-22,73.2807314928785
2023-06-23,76.33409530508177
2023-06-24,76.33409530508177
2023-06-25,77.8607772111834
2023-06-26,76.33409530508177
2023-06-27,77.8607772111834
2023-06-28,74.80741339898013
2023-06-29,77.8607772111834
2023-06-30,76.33409530508177
2023-07-01,73.2807314928785
2023-07-02,73.2807314928785
2023-07-03,77.8607772111834
2023-07-04,77.8607772111834
2023-07-05,76.33409530508177
2023-07-06,80.91414102338668
2023-07-07,76.33409530508177
2023-07-08,73.2807314928785
2023-07-09,65.64732196237033
2023-07-10,74.80741339898013
2023-07-11,74.80741339898013
2023-07-12,77.8607772111834
2023-07-13,76.33409530508177
2023-07-14,74.80741339898013
2023-07-15,67.17400386847196
2023-07-16,68.7006857745736
2023-07-17,71.75404958677687
2023-07-18,73.2807314928785
2023-07-19,74.80741339898013
2023-07-20,68.7006857745736
2023-07-21,73.2807314928785
2023-07-22,70.22736768067523
2023-07-23,76.33409530508177
2023-07-24,71.75404958677687
2023-07-25,67.17400386847196
2023-07-26,70.22736768067523
2023-07-27,68.7006857745736
2023-07-28,68.7006857745736
2023-07-29,70.22736768067523
2023-07-30,67.17400386847196
2023-07-31,70.22736768067523
2023-08-01,68.7006857745736
2023-08-02,68.7006857745736
2023-08-03,65.64732196237033
2023-08-04,65.64732196237033
2023-08-05,71.75404958677687
2023-08-06,67.17400386847196
2023-08-07,71.75404958677687
2023-08-08,71.75404958677687
2023-08-09,80.91414102338668
2023-08-10,65.64732196237033
2023-08-11,68.7006857745736
2023-08-12,67.17400386847196
2023-08-13,68.7006857745736
2023-08-14,68.7006857745736
2023-08-15,67.17400386847196
2023-08-16,68.7006857745736
2023-08-17,67.17400386847196
2023-08-18,67.17400386847196
2023-08-19,65.64732196237033
2023-08-20,70.22736768067523
2023-08-21,68.7006857745736
2023-08-22,64.12064005626868
2023-08-23,68.7006857745736
2023-08-24,67.17400386847196
2023-08-25,61.06727624406542
2023-08-26,62.593958150167055
2023-08-27,64.12064005626868
2023-08-28,65.64732196237033
2023-08-29,68.7006857745736
2023-08-30,62.593958150167055
2023-08-31,62.593958150167055
2023-09-01,62.593958150167055
2023-09-02,56.48723052576051
2023-09-03,58.013912431862146
2023-09-04,61.06727624406542
2023-09-05,61.06727624406542
2023-09-06,65.64732196237033
2023-09-07,62.593958150167055
2023-09-08,59.54059433796378
2023-09-09,71.75404958677687
2023-09-10,58.013912431862146
2023-09-11,59.54059433796378
2023-09-12,58.013912431862146
2023-09-13,61.06727624406542
2023-09-14,58.013912431862146
2023-09-15,58.013912431862146
2023-09-16,54.96054861965888
2023-09-17,61.06727624406542
2023-09-18,59.54059433796378
2023-09-19,61.06727624406542
2023-09-20,61.06727624406542
2023-09-21,58.013912431862146
2023-09-22,59.54059433796378
2023-09-23,58.013912431862146
2023-09-24,59.54059433796378
2023-09-25,58.013912431862146
2023-09-26,59.54059433796378
2023-09-27,51.90718480745561
2023-09-28,56.48723052576051
2023-09-29,58.013912431862146
2023-09-30,53.433866713557244
2023-10-01,53.433866713557244
2023-10-02,53.433866713557244
2023-10-03,56.48723052576051
2023-10-04,59.54059433796378
2023-10-05,58.013912431862146
2023-10-06,54.96054861965888
2023-10-07,53.433866713557244
2023-10-08,56.48723052576051
2023-10-09,53.433866713557244
2023-10-10,56.48723052576051
2023-10-11,54.96054861965888
2023-10-12,62.593958150167055
2023-10-13,54.96054861965888
2023-10-14,56.48723052576051
2023-10-15,51.90718480745561
2023-10-16,56.48723052576051
2023-10-17,54.96054861965888
2023-10-18,152.66819061016355
2023-10-19,126.71459820643574
2023-10-20,94.6542781783014
2023-10-21,96.18096008440304
2023-10-22,97.70764199050467
2023-10-23,87.02086864779322
2023-10-24,83.96750483558995
2023-10-25,76.33409530508177
2023-10-26,79.38745911728505
2023-10-27,76.33409530508177
2023-10-28,79.38745911728505
2023-10-29,79.38745911728505
2023-10-30,77.8607772111834
2023-10-31,77.8607772111834
2023-11-01,77.8607772111834
2023-11-02,71.75404958677687
2023-11-03,74.80741339898013
2023-11-04,74.80741339898013
2023-11-05,80.91414102338668
2023-11-06,76.33409530508177
2023-11-07,73.2807314928785
2023-11-08,73.2807314928785
2023-11-09,71.75404958677687
2023-11-10,73.2807314928785
2023-11-11,80.91414102338668
2023-11-12,70.22736768067523
2023-11-13,70.22736768067523
2023-11-14,68.7006857745736
2023-11-15,71.75404958677687
2023-11-16,74.80741339898013
2023-11-17,71.75404958677687
2023-11-18,71.75404958677687
2023-11-19,70.22736768067523
2023-11-20,68.7006857745736
2023-11-21,73.2807314928785
2023-11-22,74.80741339898013
2023-11-23,70.22736768067523
2023-11-24,67.17400386847196
2023-11-25,67.17400386847196
2023-11-26,70.22736768067523
2023-11-27,65.64732196237033
2023-11-28,65.64732196237033
2023-11-29,65.64732196237033
2023-11-30,64.12064005626868
2023-12-01,65.64732196237033
2023-12-02,65.64732196237033
2023-12-03,64.12064005626868
2023-12-04,67.17400386847196
2023-12-05,68.7006857745736
2023-12-06,68.7006857745736
2023-12-07,61.06727624406542
2023-12-08,67.17400386847196
2023-12-09,73.2807314928785
2023-12-10,74.80741339898013
2023-12-11,67.17400386847196
2023-12-12,67.17400386847196
2023-12-13,70.22736768067523
2023-12-14,65.64732196237033
2023-12-15,59.54059433796378
2023-12-16,61.06727624406542
2023-12-17,64.12064005626868
2023-12-18,65.64732196237033
2023-12-19,64.12064005626868
2023-12-20,67.17400386847196
2023-12-21,65.64732196237033
2023-12-22,67.16421459364413
2023-12-23,56.064734323532726
2023-12-24,67.16421459364413
2023-12-25,73.09562520522525
2023-12-26,74.81831509140201
2023-12-27,70.60959436599767
2023-12-28,67.16421459364413
2023-12-29,62.955493868239785
2023-12-30,61.23280398206302
2023-12-31,67.16421459364413
2024-01-01,68.8869044798209
2024-01-02,67.16421459364413
2024-01-03,63.7188348212906
2024-01-04,62.955493868239785
2024-01-05,62.955493868239785
2024-01-06,61.23280398206302
2024-01-07,62.955493868239785
2024-01-08,61.23280398206302
2024-01-09,61.99614493511384
2024-01-10,61.23280398206302
2024-01-11,59.51011409588625
2024-01-12,64.67818375441655
2024-01-13,59.51011409588625
2024-01-14,62.955493868239785
2024-01-15,62.955493868239785
2024-01-16,59.51011409588625
2024-01-17,61.99614493511384
2024-01-18,57.78742420970949
2024-01-19,62.955493868239785
2024-01-20,60.27345504893707
2024-01-21,63.31702958631252
2024-01-22,59.47963385380873
2024-01-23,59.47963385380873
2024-01-24,61.398331720060625
2024-01-25,55.64223812130494
2024-01-26,47.96744665629736
2024-01-27,46.048748790045465
2024-01-28,49.88614452254926
2024-01-29,47.96744665629736
2024-01-30,44.130050923793576
2024-01-31,44.130050923793576
2024-02-01,46.048748790045465
2024-02-02,46.048748790045465
2024-02-03,47.96744665629736
2024-02-04,49.88614452254926
2024-02-05,42.21135305754168
2024-02-06,46.048748790045465
2024-02-07,46.048748790045465
2024-02-08,44.130050923793576
2024-02-09,44.130050923793576
2024-02-10,49.88614452254926
2024-02-11,46.048748790045465
2024-02-12,42.21135305754168
2024-02-13,47.96744665629736
2024-02-14,51.804842388801156
2024-02-15,47.96744665629736
2024-02-16,44.130050923793576
2024-02-17,47.96744665629736
2024-02-18,51.804842388801156
2024-02-19,42.21135305754168
2024-02-20,47.96744665629736
2024-02-21,46.048748790045465
2024-02-22,49.88614452254926
2024-02-23,47.96744665629736
2024-02-24,46.048748790045465
2024-02-25,49.88614452254926
2024-02-26,46.048748790045465
2024-02-27,46.048748790045465
2024-02-28,47.96744665629736
2024-02-29,46.048748790045465
2024-03-01,42.21135305754168
2024-03-02,47.96744665629736
2024-03-03,46.048748790045465
2024-03-04,44.130050923793576
2024-03-05,191.86978662518945
2024-03-06,55.64223812130494
2024-03-07,46.048748790045465
2024-03-08,47.96744665629736
2024-03-09,47.96744665629736
2024-03-10,46.048748790045465
2024-03-11,47.96744665629736
2024-03-12,47.96744665629736
2024-03-13,44.130050923793576
2024-03-14,44.130050923793576
2024-03-15,44.130050923793576
2024-03-16,47.96744665629736
2024-03-17,46.048748790045465
2024-03-18,46.048748790045465
2024-03-19,49.88614452254926
2024-03-20,49.88614452254926
2024-03-21,42.21135305754168
2024-03-22,44.130050923793576
2024-03-23,46.048748790045465
2024-03-24,47.96744665629736
2024-03-25,46.048748790045465
2024-03-26,47.96744665629736
2024-03-27,47.96744665629736
2024-03-28,46.048748790045465
2024-03-29,47.96744665629736
2024-03-30,44.130050923793576
2024-03-31,46.048748790045465
2024-04-01,47.96744665629736
2024-04-02,46.048748790045465
2024-04-03,47.96744665629736
