Time,tiktok
2022-09-14,67.00471631704914
2022-09-15,94.96501478248628
2022-09-16,71.0987610868647
2022-09-17,78.08883570322399
2022-09-18,80.9848655497677
2022-09-19,67.00471631704914
2022-09-20,72.79677601013657
2022-09-21,76.39082077995214
2022-09-22,71.0987610868647
2022-09-23,71.5987610868647
2022-09-24,78.08883570322399
2022-09-25,76.39082077995214
2022-09-26,73.99479093340841
2022-09-27,75.19280585668028
2022-09-28,73.98958186681683
2022-09-29,99.1181191046037
2022-09-30,101.91017879769112
2022-10-01,117.26650710967198
2022-10-02,115.87047726312827
2022-10-03,101.91017879769112
2022-10-04,107.49429818386598
2022-10-05,106.09826833732227
2022-10-06,101.91017879769112
2022-10-07,76.78164155990427
2022-10-08,82.36576094607912
2022-10-09,79.5737012529917
2022-10-10,68.40546248064199
2022-10-11,73.98958186681683
2022-10-12,71.19752217372941
2022-10-13,71.19752217372941
2022-10-14,72.59355202027312
2022-10-15,76.78164155990427
2022-10-16,78.17767140644798
2022-10-17,71.19752217372941
2022-10-18,76.78164155990427
2022-10-19,78.17767140644798
2022-10-20,71.19752217372941
2022-10-21,73.98958186681683
2022-10-22,78.17767140644798
2022-10-23,76.78164155990427
2022-10-24,73.98958186681683
2022-10-25,72.59355202027312
2022-10-26,75.38561171336056
2022-10-27,83.76179079262283
2022-10-28,78.17767140644798
2022-10-29,82.36576094607912
2022-10-30,80.96973109953541
2022-10-31,73.98958186681683
2022-11-01,69.8014923271857
2022-11-02,76.78164155990427
2022-11-03,73.98958186681683
2022-11-04,92.13796987188512
2022-11-05,78.17767140644798
2022-11-06,76.78164155990427
2022-11-07,76.78164155990427
2022-11-08,76.78164155990427
2022-11-09,69.8014923271857
2022-11-10,72.59355202027312
2022-11-11,75.38561171336056
2022-11-12,80.96973109953541
2022-11-13,85.15782063916656
2022-11-14,68.40546248064199
2022-11-15,75.38561171336056
2022-11-16,78.17767140644798
2022-11-17,73.98958186681683
2022-11-18,72.59355202027312
2022-11-19,85.15782063916656
2022-11-20,83.76179079262283
2022-11-21,76.78164155990427
2022-11-22,79.5737012529917
2022-11-23,80.96973109953541
2022-11-24,86.55385048571027
2022-11-25,79.5737012529917
2022-11-26,71.19752217372941
2022-11-27,76.78164155990427
2022-11-28,67.00943263409827
2022-11-29,72.59355202027312
2022-11-30,72.59355202027312
2022-12-01,73.98958186681683
2022-12-02,71.19752217372941
2022-12-03,73.98958186681683
2022-12-04,78.17767140644798
2022-12-05,68.40546248064199
2022-12-06,69.8014923271857
2022-12-07,75.38561171336056
2022-12-08,86.55385048571027
2022-12-09,76.78164155990427
2022-12-10,82.36576094607912
2022-12-11,83.76179079262283
2022-12-12,78.17767140644798
2022-12-13,80.96973109953541
2022-12-14,80.96973109953541
2022-12-15,86.55385048571027
2022-12-16,85.15782063916656
2022-12-17,83.76179079262283
2022-12-18,82.36576094607912
2022-12-19,82.36576094607912
2022-12-20,86.55385048571027
2022-12-21,85.15782063916656
2022-12-22,79.5737012529917
2022-12-23,82.36576094607912
2022-12-24,80.96973109953541
2022-12-25,79.5737012529917
2022-12-26,80.96973109953541
2022-12-27,82.36576094607912
2022-12-28,92.13796987188512
2022-12-29,87.94988033225398
2022-12-30,85.15782063916656
2022-12-31,85.15782063916656
2023-01-01,82.36576094607912
2023-01-02,82.36576094607912
2023-01-03,69.8014923271857
2023-01-04,76.78164155990427
2023-01-05,76.78164155990427
2023-01-06,78.17767140644798
2023-01-07,83.76179079262283
2023-01-08,82.36576094607912
2023-01-09,73.98958186681683
2023-01-10,75.38561171336056
2023-01-11,72.59355202027312
2023-01-12,76.78164155990427
2023-01-13,75.38561171336056
2023-01-14,78.17767140644798
2023-01-15,76.78164155990427
2023-01-16,79.5737012529917
2023-01-17,71.19752217372941
2023-01-18,79.5737012529917
2023-01-19,73.98958186681683
2023-01-20,73.98958186681683
2023-01-21,78.17767140644798
2023-01-22,78.17767140644798
2023-01-23,72.59355202027312
2023-01-24,72.59355202027312
2023-01-25,85.15782063916656
2023-01-26,80.96973109953541
2023-01-27,76.78164155990427
2023-01-28,79.5737012529917
2023-01-29,80.96973109953541
2023-01-30,71.19752217372941
2023-01-31,76.78164155990427
2023-02-01,75.38561171336056
2023-02-02,78.17767140644798
2023-02-03,78.17767140644798
2023-02-04,80.96973109953541
2023-02-05,83.76179079262283
2023-02-06,72.59355202027312
2023-02-07,75.38561171336056
2023-02-08,72.59355202027312
2023-02-09,72.59355202027312
2023-02-10,76.78164155990427
2023-02-11,80.96973109953541
2023-02-12,78.17767140644798
2023-02-13,67.00943263409827
2023-02-14,67.00943263409827
2023-02-15,73.98958186681683
2023-02-16,75.38561171336056
2023-02-17,79.5737012529917
2023-02-18,82.36576094607912
2023-02-19,86.55385048571027
2023-02-20,78.17767140644798
2023-02-21,71.19752217372941
2023-02-22,75.38561171336056
2023-02-23,73.98958186681683
2023-02-24,78.17767140644798
2023-02-25,79.5737012529917
2023-02-26,82.36576094607912
2023-02-27,72.59355202027312
2023-02-28,80.96973109953541
2023-03-01,93.53399971842883
2023-03-02,80.96973109953541
2023-03-03,78.17767140644798
2023-03-04,82.36576094607912
2023-03-05,85.15782063916656
2023-03-06,73.98958186681683
2023-03-07,78.17767140644798
2023-03-08,79.5737012529917
2023-03-09,75.38561171336056
2023-03-10,72.59355202027312
2023-03-11,79.5737012529917
2023-03-12,78.17767140644798
2023-03-13,69.8014923271857
2023-03-14,71.19752217372941
2023-03-15,69.8014923271857
2023-03-16,83.76179079262283
2023-03-17,82.36576094607912
2023-03-18,85.15782063916656
2023-03-19,85.15782063916656
2023-03-20,76.78164155990427
2023-03-21,73.98958186681683
2023-03-22,80.96973109953541
2023-03-23,117.26650710967198
2023-03-24,139.6029846543714
2023-03-25,115.87047726312827
2023-03-26,108.89032803040969
2023-03-27,93.53399971842883
2023-03-28,87.94988033225398
2023-03-29,96.32605941151627
2023-03-30,86.55385048571027
2023-03-31,82.36576094607912
2023-04-01,85.15782063916656
2023-04-02,86.55385048571027
2023-04-03,76.78164155990427
2023-04-04,71.19752217372941
2023-04-05,72.59355202027312
2023-04-06,75.38561171336056
2023-04-07,79.5737012529917
2023-04-08,80.96973109953541
2023-04-09,82.36576094607912
2023-04-10,73.98958186681683
2023-04-11,73.98958186681683
2023-04-12,72.59355202027312
2023-04-13,71.19752217372941
2023-04-14,72.59355202027312
2023-04-15,89.3459101787977
2023-04-16,82.36576094607912
2023-04-17,73.98958186681683
2023-04-18,75.38561171336056
2023-04-19,76.78164155990427
2023-04-20,75.38561171336056
2023-04-21,68.40546248064199
2023-04-22,75.38561171336056
2023-04-23,80.96973109953541
2023-04-24,71.19752217372941
2023-04-25,69.8014923271857
2023-04-26,68.30945523773522
2023-04-27,69.87093152803021
2023-04-28,66.04996402416836
2023-04-29,73.69189903189206
2023-04-30,76.81485161248207
2023-05-01,71.43240781832522
2023-05-02,65.18650265714521
2023-05-03,67.17970963095178
2023-05-04,67.17970963095178
2023-05-05,71.00067713481364
2023-05-06,75.25337532218708
2023-05-07,73.69189903189206
2023-05-08,69.87093152803021
2023-05-09,68.30945523773522
2023-05-10,68.30945523773522
2023-05-11,69.43920084451864
2023-05-12,68.7411859212468
2023-05-13,75.25337532218708
2023-05-14,75.25337532218708
2023-05-15,69.87093152803021
2023-05-16,71.43240781832522
2023-05-17,73.69189903189206
2023-05-18,86.44999359401237
2023-05-19,82.19729540663894
2023-05-20,76.81485161248207
2023-05-21,78.37632790277708
2023-05-22,74.12362971540364
2023-05-23,74.12362971540364
2023-05-24,72.56215342510865
2023-05-25,73.69189903189206
2023-05-26,70.80383209589787
2023-05-27,77.71152303208304
2023-05-28,82.02882986719875
2023-05-29,79.43844576612932
2023-05-30,74.25767756399046
2023-05-31,71.66729346292102
2023-06-01,75.1211389310136
2023-06-02,74.25767756399046
2023-06-03,81.16536850017562
2023-06-04,78.57498439910617
2023-06-05,71.66729346292102
2023-06-06,74.25767756399046
2023-06-07,72.53075482994416
2023-06-08,73.3942161969673
2023-06-09,72.53075482994416
2023-06-10,71.66729346292102
2023-06-11,75.1211389310136
2023-06-12,70.80383209589787
2023-06-13,70.80383209589787
2023-06-14,75.1211389310136
2023-06-15,75.1211389310136
2023-06-16,72.53075482994416
2023-06-17,75.98460029803674
2023-06-18,75.98460029803674
2023-06-19,75.1211389310136
2023-06-20,71.66729346292102
2023-06-21,73.3942161969673
2023-06-22,72.53075482994416
2023-06-23,76.84806166505989
2023-06-24,76.84806166505989
2023-06-25,78.57498439910617
2023-06-26,75.1211389310136
2023-06-27,76.84806166505989
2023-06-28,77.71152303208304
2023-06-29,77.71152303208304
2023-06-30,75.1211389310136
2023-07-01,78.57498439910617
2023-07-02,80.30190713315247
2023-07-03,75.1211389310136
2023-07-04,82.02882986719875
2023-07-05,76.84806166505989
2023-07-06,76.84806166505989
2023-07-07,79.43844576612932
2023-07-08,80.30190713315247
2023-07-09,75.98460029803674
2023-07-10,73.3942161969673
2023-07-11,79.43844576612932
2023-07-12,79.43844576612932
2023-07-13,79.43844576612932
2023-07-14,82.02882986719875
2023-07-15,82.8922912342219
2023-07-16,85.48267533529133
2023-07-17,79.43844576612932
2023-07-18,79.43844576612932
2023-07-19,78.57498439910617
2023-07-20,78.57498439910617
2023-07-21,78.57498439910617
2023-07-22,75.98460029803674
2023-07-23,78.57498439910617
2023-07-24,78.57498439910617
2023-07-25,76.84806166505989
2023-07-26,78.57498439910617
2023-07-27,73.3942161969673
2023-07-28,77.71152303208304
2023-07-29,79.43844576612932
2023-07-30,76.84806166505989
2023-07-31,73.3942161969673
2023-08-01,73.3942161969673
2023-08-02,71.66729346292102
2023-08-03,75.1211389310136
2023-08-04,74.25767756399046
2023-08-05,76.84806166505989
2023-08-06,78.57498439910617
2023-08-07,76.84806166505989
2023-08-08,75.1211389310136
2023-08-09,77.71152303208304
2023-08-10,71.66729346292102
2023-08-11,76.84806166505989
2023-08-12,75.1211389310136
2023-08-13,80.30190713315247
2023-08-14,68.21344799482844
2023-08-15,73.3942161969673
2023-08-16,76.84806166505989
2023-08-17,75.98460029803674
2023-08-18,75.98460029803674
2023-08-19,81.16536850017562
2023-08-20,82.8922912342219
2023-08-21,74.25767756399046
2023-08-22,75.98460029803674
2023-08-23,75.98460029803674
2023-08-24,74.25767756399046
2023-08-25,79.43844576612932
2023-08-26,79.43844576612932
2023-08-27,82.02882986719875
2023-08-28,70.80383209589787
2023-08-29,70.80383209589787
2023-08-30,69.94037072887473
2023-08-31,70.80383209589787
2023-09-01,67.3499866278053
2023-09-02,72.53075482994416
2023-09-03,75.98460029803674
2023-09-04,80.30190713315247
2023-09-05,68.21344799482844
2023-09-06,68.21344799482844
2023-09-07,69.94037072887473
2023-09-08,67.3499866278053
2023-09-09,74.25767756399046
2023-09-10,75.1211389310136
2023-09-11,70.80383209589787
2023-09-12,67.3499866278053
2023-09-13,69.07690936185159
2023-09-14,68.21344799482844
2023-09-15,67.3499866278053
2023-09-16,79.43844576612932
2023-09-17,75.1211389310136
2023-09-18,67.3499866278053
2023-09-19,69.07690936185159
2023-09-20,68.21344799482844
2023-09-21,69.94037072887473
2023-09-22,69.07690936185159
2023-09-23,69.07690936185159
2023-09-24,76.84806166505989
2023-09-25,69.94037072887473
2023-09-26,68.21344799482844
2023-09-27,69.94037072887473
2023-09-28,69.07690936185159
2023-09-29,64.75960252673586
2023-09-30,69.94037072887473
2023-10-01,71.66729346292102
2023-10-02,64.75960252673586
2023-10-03,65.62306389375901
2023-10-04,69.94037072887473
2023-10-05,68.21344799482844
2023-10-06,65.62306389375901
2023-10-07,69.94037072887473
2023-10-08,75.1211389310136
2023-10-09,66.48652526078214
2023-10-10,70.80383209589787
2023-10-11,73.3942161969673
2023-10-12,80.30190713315247
2023-10-13,67.3499866278053
2023-10-14,70.80383209589787
2023-10-15,75.98460029803674
2023-10-16,69.94037072887473
2023-10-17,68.21344799482844
2023-10-18,69.07690936185159
2023-10-19,72.53075482994416
2023-10-20,70.80383209589787
2023-10-21,75.98460029803674
2023-10-22,79.43844576612932
2023-10-23,70.80383209589787
2023-10-24,70.80383209589787
2023-10-25,70.80383209589787
2023-10-26,69.07690936185159
2023-10-27,69.94037072887473
2023-10-28,71.66729346292102
2023-10-29,69.94037072887473
2023-10-30,69.94037072887473
2023-10-31,63.89614115971271
2023-11-01,66.48652526078214
2023-11-02,69.07690936185159
2023-11-03,67.3499866278053
2023-11-04,69.07690936185159
2023-11-05,71.66729346292102
2023-11-06,68.21344799482844
2023-11-07,72.53075482994416
2023-11-08,69.94037072887473
2023-11-09,71.66729346292102
2023-11-10,71.66729346292102
2023-11-11,74.25767756399046
2023-11-12,75.1211389310136
2023-11-13,69.07690936185159
2023-11-14,67.3499866278053
2023-11-15,69.07690936185159
2023-11-16,70.80383209589787
2023-11-17,69.94037072887473
2023-11-18,73.3942161969673
2023-11-19,72.53075482994416
2023-11-20,70.80383209589787
2023-11-21,72.53075482994416
2023-11-22,71.66729346292102
2023-11-23,75.1211389310136
2023-11-24,70.80383209589787
2023-11-25,74.25767756399046
2023-11-26,74.25767756399046
2023-11-27,67.3499866278053
2023-11-28,69.07690936185159
2023-11-29,69.94037072887473
2023-11-30,67.3499866278053
2023-12-01,71.66729346292102
2023-12-02,73.3942161969673
2023-12-03,75.1211389310136
2023-12-04,67.3499866278053
2023-12-05,68.21344799482844
2023-12-06,70.80383209589787
2023-12-07,67.3499866278053
2023-12-08,66.48652526078214
2023-12-09,72.53075482994416
2023-12-10,78.57498439910617
2023-12-11,68.21344799482844
2023-12-12,65.62306389375901
2023-12-13,66.48652526078214
2023-12-14,65.62306389375901
2023-12-15,64.75960252673586
2023-12-16,68.21344799482844
2023-12-17,68.21344799482844
2023-12-18,65.62306389375901
2023-12-19,69.94037072887473
2023-12-20,73.3942161969673
2023-12-21,71.66729346292102
2023-12-22,67.13412128604952
2023-12-23,73.3942161969673
2023-12-24,71.01969743765366
2023-12-25,71.01969743765366
2023-12-26,71.45142812116524
2023-12-27,72.96248551345573
2023-12-28,69.07690936185159
2023-12-29,72.96248551345573
2023-12-30,73.3942161969673
2023-12-31,72.96248551345573
2024-01-01,72.96248551345573
2024-01-02,71.45142812116524
2024-01-03,73.3942161969673
2024-01-04,71.45142812116524
2024-01-05,72.96248551345573
2024-01-06,75.33700427276939
2024-01-07,75.76873495628095
2024-01-08,73.3942161969673
2024-01-09,69.07690936185159
2024-01-10,71.45142812116524
2024-01-11,68.64517867834002
2024-01-12,69.50864004536317
2024-01-13,77.71152303208304
2024-01-14,73.3942161969673
2024-01-15,77.71152303208304
2024-01-16,66.27065991902637
2024-01-17,75.76873495628095
2024-01-18,69.50864004536317
2024-01-19,71.45142812116524
2024-01-20,80.0860417913967
2024-01-21,77.71152303208304
2024-01-22,69.07690936185159
2024-01-23,71.23556277940945
2024-01-24,75.55286961452518
2024-01-25,71.23556277940945
2024-01-26,69.07690936185159
2024-01-27,84.18748328475662
2024-01-28,79.87017644964091
2024-01-29,66.91825594429373
2024-01-30,71.23556277940945
2024-01-31,75.55286961452518
2024-02-01,77.71152303208304
2024-02-02,77.71152303208304
2024-02-03,79.87017644964091
2024-02-04,79.87017644964091
2024-02-05,69.07690936185159
2024-02-06,66.91825594429373
2024-02-07,69.07690936185159
2024-02-08,69.07690936185159
2024-02-09,71.23556277940945
2024-02-10,75.55286961452518
2024-02-11,66.91825594429373
2024-02-12,60.442295691620146
2024-02-13,66.91825594429373
2024-02-14,62.600949109178
2024-02-15,64.75960252673586
2024-02-16,69.07690936185159
2024-02-17,71.23556277940945
2024-02-18,73.39421619696732
2024-02-19,73.39421619696732
2024-02-20,75.55286961452518
2024-02-21,71.23556277940945
2024-02-22,71.23556277940945
2024-02-23,73.39421619696732
2024-02-24,73.39421619696732
2024-02-25,71.23556277940945
2024-02-26,69.07690936185159
2024-02-27,66.91825594429373
2024-02-28,69.07690936185159
2024-02-29,66.91825594429373
2024-03-01,66.91825594429373
2024-03-02,71.23556277940945
2024-03-03,73.39421619696732
2024-03-04,69.07690936185159
2024-03-05,69.07690936185159
2024-03-06,69.07690936185159
2024-03-07,77.71152303208304
2024-03-08,82.02882986719877
2024-03-09,84.18748328475662
2024-03-10,77.71152303208304
2024-03-11,73.39421619696732
2024-03-12,88.50479011987235
2024-03-13,215.86534175578623
2024-03-14,172.69227340462896
2024-03-15,123.04324480079815
2024-03-16,101.45671062521953
2024-03-17,94.98075037254594
2024-03-18,86.34613670231448
2024-03-19,77.71152303208304
2024-03-20,77.71152303208304
2024-03-21,73.39421619696732
2024-03-22,73.39421619696732
2024-03-23,75.55286961452518
2024-03-24,77.71152303208304
2024-03-25,73.39421619696732
2024-03-26,71.23556277940945
2024-03-27,71.23556277940945
2024-03-28,69.07690936185159
2024-03-29,69.07690936185159
2024-03-30,73.39421619696732
2024-03-31,75.55286961452518
2024-04-01,66.91825594429373
2024-04-02,69.07690936185159
2024-04-03,69.07690936185159
2024-04-04,66.91825594429373
2024-04-05,73.39421619696732
2024-04-06,71.23556277940945
2024-04-07,73.39421619696732
2024-04-08,69.07690936185159
2024-04-09,75.55286961452518
2024-04-10,75.55286961452518
2024-04-11,69.07690936185159
2024-04-12,73.39421619696732
2024-04-13,69.07690936185159
2024-04-14,73.39421619696732
2024-04-15,69.07690936185159
2024-04-16,66.91825594429373
2024-04-17,69.07690936185159
2024-04-18,69.07690936185159
2024-04-19,71.23556277940945
2024-04-20,82.02882986719877
2024-04-21,90.66344353743021
2024-04-22,75.55286961452518
2024-04-23,75.55286961452518
2024-04-24,127.36055163591386
2024-04-25,105.77401746033524
2024-04-26,79.87017644964091
2024-04-27,77.71152303208304
2024-04-28,77.71152303208304
2024-04-29,73.39421619696732
2024-04-30,69.07690936185159
2024-05-01,69.07690936185159
2024-05-02,66.91825594429373
2024-05-03,66.91825594429373
2024-05-04,69.07690936185159
2024-05-05,73.39421619696732
2024-05-06,71.23556277940945
2024-05-07,69.07690936185159
2024-05-08,69.07690936185159
2024-05-09,73.39421619696732
2024-05-10,73.39421619696732
2024-05-11,73.39421619696732
2024-05-12,73.39421619696732
2024-05-13,71.23556277940945
2024-05-14,66.91825594429373
2024-05-15,66.91825594429373
2024-05-16,69.07690936185159
2024-05-17,66.91825594429373
2024-05-18,71.23556277940945
2024-05-19,77.71152303208304
2024-05-20,71.23556277940945
2024-05-21,71.23556277940945
2024-05-22,71.23556277940945
2024-05-23,69.07690936185159
2024-05-24,69.07690936185159
2024-05-25,75.55286961452518
2024-05-26,73.39421619696732
2024-05-27,73.39421619696732
2024-05-28,71.23556277940945
2024-05-29,73.39421619696732
2024-05-30,77.71152303208304
2024-05-31,75.55286961452518
2024-06-01,75.55286961452518
2024-06-02,79.87017644964091
2024-06-03,79.87017644964091
2024-06-04,77.71152303208304
2024-06-05,73.39421619696732
2024-06-06,75.55286961452518
2024-06-07,75.55286961452518
2024-06-08,75.55286961452518
2024-06-09,77.71152303208304
2024-06-10,71.23556277940945
2024-06-11,75.55286961452518
2024-06-12,75.55286961452518
2024-06-13,75.55286961452518
2024-06-14,71.23556277940945
2024-06-15,71.23556277940945
2024-06-16,75.55286961452518
2024-06-17,71.23556277940945
2024-06-18,75.55286961452518
2024-06-19,82.02882986719877
2024-06-20,71.23556277940945
2024-06-21,75.55286961452518
2024-06-22,75.55286961452518
2024-06-23,75.55286961452518
2024-06-24,75.55286961452518
2024-06-25,73.39421619696732
2024-06-26,75.55286961452518
2024-06-27,77.71152303208304
2024-06-28,123.04324480079815
2024-06-29,75.55286961452518
2024-06-30,75.55286961452518
2024-07-01,71.23556277940945
2024-07-02,71.23556277940945
2024-07-03,77.71152303208304
2024-07-04,77.71152303208304
2024-07-05,71.23556277940945
2024-07-06,77.71152303208304
2024-07-07,75.55286961452518
2024-07-08,75.55286961452518
2024-07-09,79.87017644964091
2024-07-10,79.87017644964091
2024-07-11,82.02882986719877
2024-07-12,77.71152303208304
2024-07-13,71.23556277940945
2024-07-14,75.55286961452518
2024-07-15,77.71152303208304
2024-07-16,77.71152303208304
2024-07-17,82.02882986719877
2024-07-18,82.02882986719877
2024-07-19,77.71152303208304
2024-07-20,75.55286961452518
2024-07-21,71.23556277940945
2024-07-22,75.55286961452518
2024-07-23,75.55286961452518
2024-07-24,77.71152303208304
2024-07-25,77.71152303208304
2024-07-26,77.71152303208304
2024-07-27,77.71152303208304
2024-07-28,73.39421619696732
2024-07-29,73.39421619696732
2024-07-30,73.39421619696732
2024-07-31,75.55286961452518
2024-08-01,71.23556277940945
2024-08-02,73.39421619696732
2024-08-03,75.55286961452518
2024-08-04,75.55286961452518
2024-08-05,71.23556277940945
2024-08-06,71.23556277940945
2024-08-07,73.39421619696732
2024-08-08,77.71152303208304
2024-08-09,71.23556277940945
2024-08-10,73.39421619696732
2024-08-11,75.55286961452518
2024-08-12,71.23556277940945
2024-08-13,73.39421619696732
2024-08-14,75.55286961452518
2024-08-15,73.39421619696732
2024-08-16,73.39421619696732
2024-08-17,75.55286961452518
2024-08-18,76.6321963233041
2024-08-19,73.3942161969673
2024-08-20,74.47354290574626
2024-08-21,74.47354290574626
2024-08-22,74.47354290574626
2024-08-23,64.75960252673586
2024-08-24,75.55286961452518
2024-08-25,76.6321963233041
2024-08-26,65.8389292355148
2024-08-27,73.3942161969673
2024-08-28,75.55286961452518
2024-08-29,74.47354290574626
2024-08-30,65.8389292355148
2024-08-31,75.55286961452518
2024-09-01,77.71152303208305
2024-09-02,75.55286961452518
2024-09-03,73.3942161969673
2024-09-04,65.8389292355148
2024-09-05,65.8389292355148
2024-09-06,75.55286961452518
2024-09-07,75.55286961452518
2024-09-08,76.6321963233041
2024-09-09,64.75960252673586
2024-09-10,63.68027581795694
2024-09-11,63.68027581795694
2024-09-12,75.55286961452518
2024-09-13,64.75960252673586
2024-09-14,76.6321963233041
2024-09-15,75.55286961452518
2024-09-16,74.47354290574626
2024-09-17,60.44229569162014
2024-09-18,75.55286961452518
2024-09-19,75.55286961452518
2024-09-20,75.55286961452518
2024-09-21,75.55286961452518
2024-09-22,75.55286961452518
