Time,clever
2022-06-10,19.0
2022-06-11,7.0
2022-06-12,6.0
2022-06-13,21.0
2022-06-14,20.0
2022-06-15,19.0
2022-06-16,17.0
2022-06-17,11.0
2022-06-18,6.0
2022-06-19,6.0
2022-06-20,10.0
2022-06-21,14.0
2022-06-22,14.0
2022-06-23,12.0
2022-06-24,8.0
2022-06-25,5.0
2022-06-26,6.0
2022-06-27,10.0
2022-06-28,10.0
2022-06-29,11.0
2022-06-30,9.0
2022-07-01,7.0
2022-07-02,5.0
2022-07-03,4.0
2022-07-04,5.0
2022-07-05,8.0
2022-07-06,9.0
2022-07-07,9.0
2022-07-08,7.0
2022-07-09,5.0
2022-07-10,5.0
2022-07-11,9.0
2022-07-12,9.0
2022-07-13,9.0
2022-07-14,9.0
2022-07-15,6.0
2022-07-16,5.0
2022-07-17,5.0
2022-07-18,8.0
2022-07-19,9.0
2022-07-20,9.0
2022-07-21,9.0
2022-07-22,7.0
2022-07-23,6.0
2022-07-24,6.0
2022-07-25,9.0
2022-07-26,12.0
2022-07-27,12.0
2022-07-28,12.0
2022-07-29,11.0
2022-07-30,7.0
2022-07-31,9.0
2022-08-01,15.0
2022-08-02,16.0
2022-08-03,20.0
2022-08-04,21.0
2022-08-05,20.0
2022-08-06,10.0
2022-08-07,10.0
2022-08-08,25.0
2022-08-09,28.0
2022-08-10,31.0
2022-08-11,34.0
2022-08-12,37.0
2022-08-13,10.0
2022-08-14,12.0
2022-08-15,48.0
2022-08-16,54.0
2022-08-17,57.0
2022-08-18,60.0
2022-08-19,60.0
2022-08-20,12.0
2022-08-21,12.0
2022-08-22,69.0
2022-08-23,78.0
2022-08-24,78.0
2022-08-25,78.0
2022-08-26,80.0
2022-08-27,14.0
2022-08-28,14.0
2022-08-29,82.0
2022-08-30,89.0
2022-08-31,91.0
2022-09-01,88.0
2022-09-02,79.0
2022-09-03,13.0
2022-09-04,10.0
2022-09-05,14.0
2022-09-06,86.0
2022-09-07,90.0
2022-09-08,94.0
2022-09-09,90.0
2022-09-10,14.0
2022-09-11,14.0
2022-09-12,89.0
2022-09-13,100.0
2022-09-14,94.0
2022-09-15,95.0
2022-09-16,89.0
2022-09-17,15.0
2022-09-18,14.0
2022-09-19,88.0
2022-09-20,92.0
2022-09-21,94.0
2022-09-22,92.0
2022-09-23,84.0
2022-09-24,15.0
2022-09-25,15.0
2022-09-26,73.0
2022-09-27,84.0
2022-09-28,86.0
2022-09-29,84.0
2022-09-30,77.0
2022-10-01,13.0
2022-10-02,14.0
2022-10-03,79.0
2022-10-04,82.0
2022-10-05,79.0
2022-10-06,84.0
2022-10-07,70.0
2022-10-08,14.0
2022-10-09,13.0
2022-10-10,54.0
2022-10-11,80.0
2022-10-12,75.0
2022-10-13,83.0
2022-10-14,70.0
2022-10-15,14.0
2022-10-16,13.0
2022-10-17,76.0
2022-10-18,81.0
2022-10-19,85.0
2022-10-20,85.0
2022-10-21,71.0
2022-10-22,13.0
2022-10-23,13.0
2022-10-24,77.0
2022-10-25,80.0
2022-10-26,81.0
2022-10-27,80.0
2022-10-28,70.0
2022-10-29,14.0
2022-10-30,13.0
2022-10-31,60.0
2022-11-01,74.0
2022-11-02,75.0
2022-11-03,80.0
2022-11-04,77.0
2022-11-05,14.0
2022-11-06,12.0
2022-11-07,70.0
2022-11-08,51.0
2022-11-09,67.0
2022-11-10,66.0
2022-11-11,39.0
2022-11-12,12.0
2022-11-13,13.0
2022-11-14,73.0
2022-11-15,73.0
2022-11-16,73.0
2022-11-17,77.0
2022-11-18,64.0
2022-11-19,13.0
2022-11-20,11.0
2022-11-21,32.0
2022-11-22,27.0
2022-11-23,14.0
2022-11-24,8.0
2022-11-25,8.0
2022-11-26,9.0
2022-11-27,12.0
2022-11-28,66.0
2022-11-29,69.0
2022-11-30,68.0
2022-12-01,75.0
2022-12-02,68.0
2022-12-03,13.0
2022-12-04,12.0
2022-12-05,66.0
2022-12-06,73.0
2022-12-07,73.0
2022-12-08,73.0
2022-12-09,65.0
2022-12-10,13.0
2022-12-11,13.0
2022-12-12,69.0
2022-12-13,67.0
2022-12-14,64.0
2022-12-15,64.0
2022-12-16,49.0
2022-12-17,13.0
2022-12-18,10.0
2022-12-19,37.0
2022-12-20,37.0
2022-12-21,29.0
2022-12-22,22.0
2022-12-23,11.0
2022-12-24,7.0
2022-12-25,7.0
2022-12-26,7.0
2022-12-27,8.0
2022-12-28,7.0
2022-12-29,8.0
2022-12-30,7.0
2022-12-31,7.0
2023-01-01,6.0
2023-01-02,12.0
2023-01-03,29.0
2023-01-04,41.0
2023-01-05,52.0
2023-01-06,53.0
2023-01-07,10.0
2023-01-08,11.0
2023-01-09,68.0
2023-01-10,76.0
2023-01-11,78.0
2023-01-12,75.0
2023-01-13,75.0
2023-01-14,13.0
2023-01-15,10.0
2023-01-16,15.0
2023-01-17,72.0
2023-01-18,78.0
2023-01-19,79.0
2023-01-20,77.0
2023-01-21,13.0
2023-01-22,13.0
2023-01-23,75.0
2023-01-24,78.0
2023-01-25,76.0
2023-01-26,79.0
2023-01-27,76.0
2023-01-28,14.0
2023-01-29,13.0
2023-01-30,75.0
2023-01-31,76.0
2023-02-01,73.0
2023-02-02,74.0
2023-02-03,73.0
2023-02-04,14.0
2023-02-05,13.0
2023-02-06,78.0
2023-02-07,76.0
2023-02-08,77.0
2023-02-09,76.0
2023-02-10,73.0
2023-02-11,15.0
2023-02-12,12.0
2023-02-13,64.0
2023-02-14,61.0
2023-02-15,81.0
2023-02-16,74.0
2023-02-17,60.0
2023-02-18,13.0
2023-02-19,10.0
2023-02-20,22.0
2023-02-21,62.0
2023-02-22,64.0
2023-02-23,66.0
2023-02-24,63.0
2023-02-25,13.0
2023-02-26,13.0
2023-02-27,74.0
2023-02-28,69.0
2023-03-01,73.0
2023-03-02,72.0
2023-03-03,66.0
2023-03-04,14.0
2023-03-05,12.0
2023-03-06,70.0
2023-03-07,72.0
2023-03-08,77.0
2023-03-09,76.0
2023-03-10,63.0
2023-03-11,14.0
2023-03-12,12.0
2023-03-13,52.0
2023-03-14,51.0
2023-03-15,55.0
2023-03-16,52.0
2023-03-17,41.0
2023-03-18,12.0
2023-03-19,11.0
2023-03-20,57.0
2023-03-21,62.0
2023-03-22,61.0
2023-03-23,63.0
2023-03-24,58.0
2023-03-25,12.0
2023-03-26,12.0
2023-03-27,64.0
2023-03-28,63.0
2023-03-29,69.0
2023-03-30,66.0
2023-03-31,56.0
2023-04-01,12.0
2023-04-02,11.0
2023-04-03,54.0
2023-04-04,57.0
2023-04-05,57.0
2023-04-06,98.0
2023-04-07,21.0
2023-04-08,9.0
2023-04-09,9.0
2023-04-10,42.0
2023-04-11,62.0
2023-04-12,61.0
2023-04-13,58.0
2023-04-14,55.0
2023-04-15,11.0
2023-04-16,11.0
2023-04-17,70.0
2023-04-18,58.0
2023-04-19,61.0
2023-04-20,61.0
2023-04-21,52.0
2023-04-22,11.0
2023-04-23,12.0
2023-04-24,63.0
2023-04-25,63.0
2023-04-26,60.25512756378189
2023-04-27,59.71485742871435
2023-04-28,54.01350675337669
2023-04-29,11.44297148574287
2023-04-30,10.902701350675336
2023-05-01,62.83566783391696
2023-05-02,57.13431715857929
2023-05-03,56.594047023511756
2023-05-04,60.25512756378189
2023-05-05,54.01350675337669
2023-05-06,10.902701350675336
2023-05-07,10.902701350675336
2023-05-08,64.91620810405203
2023-05-09,59.21485742871435
2023-05-10,61.29539769884943
2023-05-11,57.13431715857929
2023-05-12,54.01350675337669
2023-05-13,11.94297148574287
2023-05-14,9.862431215607803
2023-05-15,58.17458729364682
2023-05-16,58.17458729364682
2023-05-17,55.05377688844422
2023-05-18,52.97323661830916
2023-05-19,45.19134567283642
2023-05-20,10.902701350675336
2023-05-21,10.402701350675336
2023-05-22,46.73161580790395
2023-05-23,43.610805402701345
2023-05-24,39.98999499749875
2023-05-25,35.82891445722861
2023-05-26,30.25512756378189
2023-05-27,9.724862431215607
2023-05-28,7.563781890945473
2023-05-29,8.64432216108054
2023-05-30,29.174587293646823
2023-05-31,27.01350675337669
2023-06-01,25.93296648324162
2023-06-02,23.771885942971483
2023-06-03,8.64432216108054
2023-06-04,7.563781890945473
2023-06-05,25.93296648324162
2023-06-06,24.85242621310655
2023-06-07,22.691345672836416
2023-06-08,20.53026513256628
2023-06-09,16.208104052026012
2023-06-10,7.563781890945473
2023-06-11,6.483241620810405
2023-06-12,18.369184592296147
2023-06-13,16.208104052026012
2023-06-14,16.208104052026012
2023-06-15,14.047023511755878
2023-06-16,10.805402701350674
2023-06-17,6.483241620810405
2023-06-18,5.402701350675337
2023-06-19,7.563781890945473
2023-06-20,10.805402701350674
2023-06-21,10.805402701350674
2023-06-22,9.724862431215607
2023-06-23,7.563781890945473
2023-06-24,5.402701350675337
2023-06-25,5.402701350675337
2023-06-26,8.64432216108054
2023-06-27,9.724862431215607
2023-06-28,8.64432216108054
2023-06-29,8.64432216108054
2023-06-30,7.563781890945473
2023-07-01,4.32216108054027
2023-07-02,5.402701350675337
2023-07-03,6.483241620810405
2023-07-04,5.402701350675337
2023-07-05,7.563781890945473
2023-07-06,8.64432216108054
2023-07-07,6.483241620810405
2023-07-08,5.402701350675337
2023-07-09,5.402701350675337
2023-07-10,8.64432216108054
2023-07-11,8.64432216108054
2023-07-12,8.64432216108054
2023-07-13,9.724862431215607
2023-07-14,7.563781890945473
2023-07-15,5.402701350675337
2023-07-16,6.483241620810405
2023-07-17,8.64432216108054
2023-07-18,10.805402701350674
2023-07-19,9.724862431215607
2023-07-20,8.64432216108054
2023-07-21,8.64432216108054
2023-07-22,6.483241620810405
2023-07-23,6.483241620810405
2023-07-24,10.805402701350674
2023-07-25,11.885942971485742
2023-07-26,10.805402701350674
2023-07-27,11.885942971485742
2023-07-28,11.885942971485742
2023-07-29,7.563781890945473
2023-07-30,7.563781890945473
2023-07-31,12.96648324162081
2023-08-01,17.28864432216108
2023-08-02,20.53026513256628
2023-08-03,20.53026513256628
2023-08-04,19.449724862431214
2023-08-05,11.885942971485742
2023-08-06,11.885942971485742
2023-08-07,23.771885942971483
2023-08-08,27.01350675337669
2023-08-09,28.094047023511756
2023-08-10,30.25512756378189
2023-08-11,33.49674837418709
2023-08-12,10.805402701350674
2023-08-13,12.96648324162081
2023-08-14,39.979989994997496
2023-08-15,57.26863431715858
2023-08-16,55.107553776888444
2023-08-17,52.94647323661831
2023-08-18,52.94647323661831
2023-08-19,11.885942971485742
2023-08-20,12.96648324162081
2023-08-21,62.671335667833915
2023-08-22,70.2351175587794
2023-08-23,72.39619809904953
2023-08-24,72.39619809904953
2023-08-25,66.99349674837418
2023-08-26,14.047023511755878
2023-08-27,14.047023511755878
2023-08-28,73.47673836918459
2023-08-29,74.55727863931966
2023-08-30,73.47673836918459
2023-08-31,77.79889944972486
2023-09-01,68.07403701850924
2023-09-02,11.885942971485742
2023-09-03,9.724862431215607
2023-09-04,12.96648324162081
2023-09-05,75.63781890945472
2023-09-06,84.28214107053526
2023-09-07,83.2016008004002
2023-09-08,79.95997998999499
2023-09-09,14.047023511755878
2023-09-10,12.96648324162081
2023-09-11,75.63781890945472
2023-09-12,84.28214107053526
2023-09-13,108.05402701350675
2023-09-14,86.4432216108054
2023-09-15,78.87943971985993
2023-09-16,15.127563781890945
2023-09-17,14.047023511755878
2023-09-18,81.04052026013007
2023-09-19,88.60430215107553
2023-09-20,92.9264632316158
2023-09-21,86.4432216108054
2023-09-22,78.87943971985993
2023-09-23,15.127563781890945
2023-09-24,14.047023511755878
2023-09-25,66.99349674837418
2023-09-26,83.2016008004002
2023-09-27,81.04052026013007
2023-09-28,81.04052026013007
2023-09-29,75.63781890945472
2023-09-30,15.127563781890945
2023-10-01,14.047023511755878
2023-10-02,74.55727863931966
2023-10-03,75.63781890945472
2023-10-04,78.87943971985993
2023-10-05,77.79889944972486
2023-10-06,66.99349674837418
2023-10-07,14.047023511755878
2023-10-08,12.96648324162081
2023-10-09,43.2216108054027
2023-10-10,63.75187593796898
2023-10-11,73.47673836918459
2023-10-12,69.15457728864432
2023-10-13,62.671335667833915
2023-10-14,12.96648324162081
2023-10-15,12.96648324162081
2023-10-16,64.83241620810405
2023-10-17,74.55727863931966
2023-10-18,71.31565782891445
2023-10-19,73.47673836918459
2023-10-20,66.99349674837418
2023-10-21,14.047023511755878
2023-10-22,14.047023511755878
2023-10-23,70.2351175587794
2023-10-24,76.7183591795898
2023-10-25,75.63781890945472
2023-10-26,75.63781890945472
2023-10-27,62.671335667833915
2023-10-28,12.96648324162081
2023-10-29,12.96648324162081
2023-10-30,70.2351175587794
2023-10-31,59.42971485742871
2023-11-01,71.31565782891445
2023-11-02,75.63781890945472
2023-11-03,72.39619809904953
2023-11-04,14.047023511755878
2023-11-05,12.96648324162081
2023-11-06,68.07403701850924
2023-11-07,64.83241620810405
2023-11-08,72.39619809904953
2023-11-09,70.2351175587794
2023-11-10,42.14107053526763
2023-11-11,11.885942971485742
2023-11-12,11.885942971485742
2023-11-13,82.12106053026513
2023-11-14,71.31565782891445
2023-11-15,76.7183591795898
2023-11-16,70.2351175587794
2023-11-17,62.671335667833915
2023-11-18,12.96648324162081
2023-11-19,10.805402701350674
2023-11-20,32.416208104052025
2023-11-21,29.174587293646823
2023-11-22,15.127563781890945
2023-11-23,8.64432216108054
2023-11-24,7.563781890945473
2023-11-25,8.64432216108054
2023-11-26,10.805402701350674
2023-11-27,65.91295647823911
2023-11-28,68.07403701850924
2023-11-29,73.47673836918459
2023-11-30,72.39619809904953
2023-12-01,70.2351175587794
2023-12-02,14.047023511755878
2023-12-03,11.885942971485742
2023-12-04,65.91295647823911
2023-12-05,74.55727863931966
2023-12-06,72.39619809904953
2023-12-07,72.39619809904953
2023-12-08,64.83241620810405
2023-12-09,14.047023511755878
2023-12-10,14.047023511755878
2023-12-11,64.83241620810405
2023-12-12,68.07403701850924
2023-12-13,72.39619809904953
2023-12-14,70.2351175587794
2023-12-15,58.349174587293646
2023-12-16,14.047023511755878
2023-12-17,11.885942971485742
2023-12-18,47.54377188594297
2023-12-19,45.38269134567283
2023-12-20,38.89944972486243
2023-12-21,29.174587293646823
2023-12-22,17.44300721789466
2023-12-23,8.48995926534696
2023-12-24,6.483241620810405
2023-12-25,6.483241620810405
2023-12-26,6.483241620810405
2023-12-27,6.483241620810405
2023-12-28,6.483241620810405
2023-12-29,6.483241620810405
2023-12-30,6.483241620810405
2023-12-31,6.483241620810405
2024-01-01,6.483241620810405
2024-01-02,20.453083684699493
2024-01-03,31.87593796898449
2024-01-04,38.899449724862436
2024-01-05,37.89609090259415
2024-01-06,9.95640677481598
2024-01-07,9.95640677481598
2024-01-08,59.35253340956193
2024-01-09,61.82233974129922
2024-01-10,72.78210533838347
2024-01-11,79.26534695919389
2024-01-12,67.30222253984135
2024-01-13,12.96648324162081
2024-01-14,8.953047952547703
2024-01-15,13.429571928821554
2024-01-16,46.84913885514186
2024-01-17,59.35253340956193
2024-01-18,69.3089401843779
2024-01-19,59.81562209676267
2024-01-20,12.96648324162081
2024-01-21,12.040305867219324
2024-01-22,63.90623883370257
2024-01-23,71.31565782891447
2024-01-24,81.50360894733082
2024-01-25,78.72507682412635
2024-01-26,73.16801257771743
2024-01-27,12.96648324162081
2024-01-28,12.040305867219324
2024-01-29,70.38948045451298
2024-01-30,73.16801257771743
2024-01-31,75.0203673265204
2024-02-01,74.09418995211892
2024-02-02,71.31565782891447
2024-02-03,12.96648324162081
2024-02-04,12.96648324162081
2024-02-05,65.75859358250554
2024-02-06,69.46330308011149
2024-02-07,72.24183520331594
2024-02-08,73.16801257771743
2024-02-09,66.68477095690703
2024-02-10,12.96648324162081
2024-02-11,11.114128492817837
2024-02-12,57.42299721289216
2024-02-13,65.75859358250554
2024-02-14,62.05388408489959
2024-02-15,71.31565782891447
2024-02-16,56.49681983849068
2024-02-17,12.040305867219324
2024-02-18,10.187951118416352
2024-02-19,22.228256985635674
2024-02-20,61.12770671049811
2024-02-21,65.75859358250554
2024-02-22,63.90623883370257
2024-02-23,62.05388408489959
2024-02-24,12.96648324162081
2024-02-25,11.114128492817837
2024-02-26,65.75859358250554
2024-02-27,63.90623883370257
2024-02-28,70.38948045451298
2024-02-29,69.46330308011149
2024-03-01,67.61094833130852
2024-03-02,12.96648324162081
2024-03-03,12.040305867219324
2024-03-04,63.90623883370257
2024-03-05,66.68477095690703
2024-03-06,69.46330308011149
2024-03-07,70.38948045451298
2024-03-08,62.98006145930108
2024-03-09,12.96648324162081
2024-03-10,11.114128492817837
2024-03-11,48.161223468877296
2024-03-12,51.86593296648324
2024-03-13,52.79211034088473
2024-03-14,49.087400843278786
2024-03-15,42.60415922246838
2024-03-16,10.187951118416352
2024-03-17,11.114128492817837
2024-03-18,61.12770671049811
2024-03-19,64.83241620810405
2024-03-20,64.83241620810405
2024-03-21,60.20152933609662
2024-03-22,55.57064246408919
2024-03-23,11.114128492817837
2024-03-24,9.261773744014866
2024-03-25,47.23504609447581
2024-03-26,48.161223468877296
2024-03-27,48.161223468877296
2024-03-28,41.67798184806689
2024-03-29,18.52354748802973
2024-03-30,8.335596369613379
2024-03-31,7.409418995211892
2024-04-01,30.563853355249055
2024-04-02,44.45651397127135
2024-04-03,48.161223468877296
2024-04-04,50.01357821768027
2024-04-05,46.30886872007432
2024-04-06,10.187951118416352
2024-04-07,10.187951118416352
2024-04-08,39.82562709926392
2024-04-09,60.20152933609662
2024-04-10,50.01357821768027
2024-04-11,60.20152933609662
2024-04-12,59.27535196169514
2024-04-13,10.187951118416352
2024-04-14,11.114128492817837
2024-04-15,58.34917458729365
2024-04-16,53.718287715286216
2024-04-17,55.57064246408919
2024-04-18,58.34917458729365
2024-04-19,56.49681983849068
2024-04-20,10.187951118416352
2024-04-21,10.187951118416352
2024-04-22,61.12770671049811
2024-04-23,55.57064246408919
2024-04-24,55.57064246408919
2024-04-25,58.34917458729365
2024-04-26,51.86593296648324
2024-04-27,11.114128492817837
2024-04-28,10.187951118416352
2024-04-29,56.49681983849068
2024-04-30,57.42299721289216
2024-05-01,50.93975559208176
2024-05-02,58.34917458729365
2024-05-03,53.718287715286216
2024-05-04,11.114128492817837
2024-05-05,10.187951118416352
2024-05-06,59.27535196169514
2024-05-07,56.49681983849068
2024-05-08,57.42299721289216
2024-05-09,59.27535196169514
2024-05-10,47.23504609447581
2024-05-11,10.187951118416352
2024-05-12,10.187951118416352
2024-05-13,53.718287715286216
2024-05-14,53.718287715286216
2024-05-15,50.93975559208176
2024-05-16,50.93975559208176
2024-05-17,42.60415922246838
2024-05-18,10.187951118416352
2024-05-19,10.187951118416352
2024-05-20,44.45651397127135
2024-05-21,40.75180447366541
2024-05-22,33.342385478453515
2024-05-23,32.416208104052025
2024-05-24,28.71149860644608
2024-05-25,8.335596369613379
2024-05-26,7.409418995211892
2024-05-27,7.409418995211892
2024-05-28,27.785321232044595
2024-05-29,27.785321232044595
2024-05-30,27.785321232044595
2024-05-31,24.080611734438648
2024-06-01,7.409418995211892
2024-06-02,7.409418995211892
2024-06-03,23.15443436003716
2024-06-04,24.080611734438648
2024-06-05,22.228256985635674
2024-06-06,20.375902236832705
2024-06-07,14.818837990423784
2024-06-08,6.483241620810405
2024-06-09,6.483241620810405
2024-06-10,17.597370113628244
2024-06-11,15.74501536482527
2024-06-12,14.818837990423784
2024-06-13,13.892660616022297
2024-06-14,10.187951118416352
2024-06-15,5.557064246408919
2024-06-16,5.557064246408919
2024-06-17,10.187951118416352
2024-06-18,10.187951118416352
2024-06-19,7.409418995211892
2024-06-20,9.261773744014866
2024-06-21,7.409418995211892
2024-06-22,5.557064246408919
2024-06-23,4.630886872007433
2024-06-24,8.335596369613379
2024-06-25,9.261773744014866
2024-06-26,8.335596369613379
2024-06-27,7.409418995211892
2024-06-28,6.483241620810405
2024-06-29,4.630886872007433
2024-06-30,4.630886872007433
2024-07-01,7.409418995211892
2024-07-02,8.335596369613379
2024-07-03,7.409418995211892
2024-07-04,5.557064246408919
2024-07-05,5.557064246408919
2024-07-06,5.557064246408919
2024-07-07,5.557064246408919
2024-07-08,8.335596369613379
2024-07-09,8.335596369613379
2024-07-10,6.483241620810405
2024-07-11,7.409418995211892
2024-07-12,7.409418995211892
2024-07-13,5.557064246408919
2024-07-14,4.630886872007433
2024-07-15,7.409418995211892
2024-07-16,8.335596369613379
2024-07-17,9.261773744014866
2024-07-18,10.187951118416352
2024-07-19,9.261773744014866
2024-07-20,6.483241620810405
2024-07-21,6.483241620810405
2024-07-22,9.261773744014866
2024-07-23,10.187951118416352
2024-07-24,13.892660616022297
2024-07-25,11.114128492817837
2024-07-26,10.187951118416352
2024-07-27,10.187951118416352
2024-07-28,8.335596369613379
2024-07-29,12.040305867219324
2024-07-30,14.818837990423784
2024-07-31,14.818837990423784
2024-08-01,19.449724862431218
2024-08-02,19.449724862431218
2024-08-03,11.114128492817837
2024-08-04,9.261773744014866
2024-08-05,19.449724862431218
2024-08-06,26.859143857643108
2024-08-07,25.93296648324162
2024-08-08,26.859143857643108
2024-08-09,27.785321232044595
2024-08-10,10.187951118416352
2024-08-11,12.040305867219324
2024-08-12,37.04709497605946
2024-08-13,37.04709497605946
2024-08-14,44.45651397127135
2024-08-15,53.718287715286216
2024-08-16,51.86593296648324
2024-08-17,11.114128492817837
2024-08-18,11.114128492817837
2024-08-19,59.27535196169514
2024-08-20,69.46330308011149
2024-08-21,72.24183520331594
2024-08-22,77.79889944972487
2024-08-23,75.0203673265204
2024-08-24,13.892660616022297
2024-08-25,13.892660616022297
2024-08-26,82.4297863217323
2024-08-27,83.35596369613378
2024-08-28,85.20831844493676
2024-08-29,81.50360894733082
2024-08-30,70.38948045451298
2024-08-31,12.040305867219324
2024-09-01,10.187951118416352
2024-09-02,13.892660616022297
2024-09-03,80.57743157292933
2024-09-04,87.98685056814122
2024-09-05,87.98685056814122
2024-09-06,87.06067319373973
2024-09-07,13.892660616022297
2024-09-08,13.892660616022297
2024-09-09,83.35596369613378
2024-09-10,85.20831844493676
2024-09-11,81.50360894733082
2024-09-12,92.61773744014864
2024-09-13,83.35596369613378
2024-09-14,14.818837990423784
2024-09-15,13.892660616022297
2024-09-16,77.79889944972487
2024-09-17,88.9130279425427
2024-09-18,89.83920531694419
2024-09-19,85.20831844493676
2024-09-20,80.57743157292933
2024-09-21,13.892660616022297
2024-09-22,13.892660616022297
2024-09-23,77.79889944972487
2024-09-24,82.4297863217323
2024-09-25,82.4297863217323
2024-09-26,79.65125419852784
2024-09-27,70.38948045451298
2024-09-28,13.892660616022297
2024-09-29,14.818837990423784
2024-09-30,74.09418995211892
2024-10-01,75.94654470092189
2024-10-02,77.79889944972487
2024-10-03,75.0203673265204
2024-10-04,74.09418995211892
2024-10-05,13.892660616022297
2024-10-06,13.892660616022297
2024-10-07,70.38948045451298
2024-10-08,74.09418995211892
2024-10-09,66.68477095690703
2024-10-10,67.61094833130852
2024-10-11,61.12770671049811
2024-10-12,12.040305867219324
2024-10-13,11.114128492817837
2024-10-14,44.45651397127135
2024-10-15,71.31565782891447
2024-10-16,75.0203673265204
2024-10-17,75.94654470092189
2024-10-18,68.53712570571
2024-10-19,13.892660616022297
2024-10-20,12.96648324162081
2024-10-21,75.0203673265204
2024-10-22,76.87272207532338
2024-10-23,78.72507682412635
2024-10-24,81.50360894733082
2024-10-25,67.61094833130852
2024-10-26,13.892660616022297
2024-10-27,13.892660616022297
2024-10-28,74.09418995211892
2024-10-29,77.79889944972487
2024-10-30,79.65125419852784
2024-10-31,64.83241620810405
2024-11-01,65.75859358250554
2024-11-02,13.892660616022297
2024-11-03,12.96648324162081
2024-11-04,69.46330308011149
2024-11-05,46.30886872007432
2024-11-06,60.20152933609662
2024-11-07,75.94654470092189
2024-11-08,74.09418995211892
2024-11-09,13.892660616022297
2024-11-10,12.040305867219324
2024-11-11,43.530336596869866
2024-11-12,75.0203673265204
2024-11-13,79.65125419852784
2024-11-14,81.50360894733082
2024-11-15,74.09418995211892
2024-11-16,13.892660616022297
2024-11-17,13.892660616022297
2024-11-18,74.09418995211892
2024-11-19,75.0203673265204
2024-11-20,78.72507682412635
2024-11-21,77.79889944972487
2024-11-22,70.38948045451298
2024-11-23,13.892660616022297
2024-11-24,11.114128492817837
2024-11-25,36.12091760165797
