Time,wordle_today
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,1.0
2022-01-08,1.0
2022-01-09,1.0
2022-01-10,1.0
2022-01-11,2.0
2022-01-12,3.0
2022-01-13,6.0
2022-01-14,6.0
2022-01-15,6.0
2022-01-16,5.0
2022-01-17,7.0
2022-01-18,10.0
2022-01-19,11.0
2022-01-20,16.0
2022-01-21,16.0
2022-01-22,29.0
2022-01-23,26.0
2022-01-24,33.0
2022-01-25,31.0
2022-01-26,25.0
2022-01-27,22.0
2022-01-28,30.0
2022-01-29,30.0
2022-01-30,32.0
2022-01-31,33.0
2022-02-01,36.0
2022-02-02,34.0
2022-02-03,33.0
2022-02-04,34.0
2022-02-05,43.0
2022-02-06,48.0
2022-02-07,60.0
2022-02-08,55.0
2022-02-09,55.0
2022-02-10,53.0
2022-02-11,73.0
2022-02-12,83.0
2022-02-13,70.0
2022-02-14,71.0
2022-02-15,79.0
2022-02-16,68.0
2022-02-17,59.0
2022-02-18,70.0
2022-02-19,77.0
2022-02-20,89.0
2022-02-21,69.0
2022-02-22,58.0
2022-02-23,66.0
2022-02-24,64.0
2022-02-25,85.0
2022-02-26,70.0
2022-02-27,66.0
2022-02-28,58.0
2022-03-01,76.0
2022-03-02,65.0
2022-03-03,62.0
2022-03-04,78.0
2022-03-05,69.0
2022-03-06,67.0
2022-03-07,59.0
2022-03-08,64.0
2022-03-09,60.0
2022-03-10,66.0
2022-03-11,70.0
2022-03-12,76.0
2022-03-13,76.0
2022-03-14,63.0
2022-03-15,62.0
2022-03-16,66.0
2022-03-17,72.0
2022-03-18,69.0
2022-03-19,77.0
2022-03-20,78.0
2022-03-21,62.0
2022-03-22,69.0
2022-03-23,65.0
2022-03-24,61.0
2022-03-25,68.0
2022-03-26,95.0
2022-03-27,100.0
2022-03-28,69.0
2022-03-29,66.0
2022-03-30,63.0
2022-03-31,81.0
2022-04-01,66.0
2022-04-02,68.0
2022-04-03,78.0
2022-04-04,63.0
2022-04-05,78.0
2022-04-06,79.0
2022-04-07,81.0
2022-04-08,69.0
2022-04-09,61.0
2022-04-10,61.0
2022-04-11,85.0
2022-04-12,74.0
2022-04-13,63.0
2022-04-14,67.0
2022-04-15,59.0
2022-04-16,63.0
2022-04-17,68.0
2022-04-18,61.0
2022-04-19,77.0
2022-04-20,63.0
2022-04-21,84.0
2022-04-22,62.0
2022-04-23,69.0
2022-04-24,78.0
2022-04-25,81.0
2022-04-26,67.0
2022-04-27,58.0
2022-04-28,64.0
2022-04-29,53.0
2022-04-30,75.0
2022-05-01,81.0
2022-05-02,55.0
2022-05-03,53.0
2022-05-04,49.0
2022-05-05,59.0
2022-05-06,73.0
2022-05-07,69.0
2022-05-08,70.0
2022-05-09,63.0
2022-05-10,79.0
2022-05-11,63.0
2022-05-12,61.0
2022-05-13,59.0
2022-05-14,60.0
2022-05-15,67.0
2022-05-16,71.0
2022-05-17,66.0
2022-05-18,57.0
2022-05-19,55.0
2022-05-20,59.0
2022-05-21,63.0
2022-05-22,58.0
2022-05-23,50.0
2022-05-24,69.0
2022-05-25,60.0
2022-05-26,60.0
2022-05-27,61.0
2022-05-28,58.0
2022-05-29,80.0
2022-05-30,75.0
2022-05-31,54.0
2022-06-01,52.0
2022-06-02,49.0
2022-06-03,48.0
2022-06-04,53.0
2022-06-05,60.0
2022-06-06,53.0
2022-06-07,50.0
2022-06-08,53.0
2022-06-09,50.0
2022-06-10,61.0
2022-06-11,62.0
2022-06-12,53.0
2022-06-13,49.0
2022-06-14,53.0
2022-06-15,53.0
2022-06-16,50.0
2022-06-17,47.0
2022-06-18,81.0
2022-06-19,65.0
2022-06-20,55.0
2022-06-21,49.0
2022-06-22,62.0
2022-06-23,48.0
2022-06-24,47.0
2022-06-25,53.0
2022-06-26,49.0
2022-06-27,47.0
2022-06-28,52.0
2022-06-29,66.0
2022-06-30,56.0
2022-07-01,46.0
2022-07-02,62.0
2022-07-03,69.0
2022-07-04,57.0
2022-07-05,46.0
2022-07-06,54.0
2022-07-07,56.0
2022-07-08,52.0
2022-07-09,48.0
2022-07-10,52.0
2022-07-11,55.0
2022-07-12,50.0
2022-07-13,41.0
2022-07-14,45.0
2022-07-15,53.0
2022-07-16,54.0
2022-07-17,49.0
2022-07-18,39.0
2022-07-19,47.0
2022-07-20,51.0
2022-07-21,56.0
2022-07-22,49.0
2022-07-23,57.0
2022-07-24,47.0
2022-07-25,41.0
2022-07-26,48.0
2022-07-27,47.0
2022-07-28,41.0
2022-07-29,42.0
2022-07-30,42.0
2022-07-31,40.0
2022-08-01,46.0
2022-08-02,59.0
2022-08-03,45.0
2022-08-04,44.0
2022-08-05,45.0
2022-08-06,43.0
2022-08-07,41.0
2022-08-08,36.0
2022-08-09,38.0
2022-08-10,32.0
2022-08-11,32.0
2022-08-12,35.0
2022-08-13,42.0
2022-08-14,62.0
2022-08-15,39.0
2022-08-16,34.0
2022-08-17,35.0
2022-08-18,36.0
2022-08-19,35.0
2022-08-20,31.0
2022-08-21,33.0
2022-08-22,28.0
2022-08-23,32.0
2022-08-24,32.0
2022-08-25,29.0
2022-08-26,33.0
2022-08-27,40.0
2022-08-28,40.0
2022-08-29,31.0
2022-08-30,32.913333333333334
2022-08-31,31.206666666666667
2022-09-01,36.39333333333333
2022-09-02,31.913333333333334
2022-09-03,34.36
2022-09-04,33.946666666666665
2022-09-05,36.68666666666667
2022-09-06,33.739999999999995
2022-09-07,34.653333333333336
2022-09-08,27.64
2022-09-09,25.52
2022-09-10,31.206666666666667
2022-09-11,38.513333333333335
2022-09-12,38.22
2022-09-13,39.13333333333333
2022-09-14,29.053333333333335
2022-09-15,26.226666666666667
2022-09-16,41.16666666666667
2022-09-17,31.0
2022-09-18,23.986666666666665
2022-09-19,28.96666666666667
2022-09-20,27.14
2022-09-21,27.46666666666667
2022-09-22,24.4
2022-09-23,26.226666666666667
2022-09-24,24.78
2022-09-25,30.706666666666667
2022-09-26,23.28
2022-09-27,23.986666666666665
2022-09-28,31.413333333333334
2022-09-29,25.213333333333335
2022-09-30,23.973333333333333
2022-10-01,23.973333333333333
2022-10-02,23.56
2022-10-03,21.08
2022-10-04,24.386666666666667
2022-10-05,23.56
2022-10-06,21.493333333333332
2022-10-07,28.52
2022-10-08,31.826666666666668
2022-10-09,29.346666666666668
2022-10-10,29.759999999999998
2022-10-11,26.866666666666667
2022-10-12,34.72
2022-10-13,35.96
2022-10-14,27.28
2022-10-15,30.586666666666666
2022-10-16,23.56
2022-10-17,25.213333333333335
2022-10-18,25.626666666666665
2022-10-19,30.586666666666666
2022-10-20,29.759999999999998
2022-10-21,26.04
2022-10-22,25.626666666666665
2022-10-23,32.653333333333336
2022-10-24,23.14666666666667
2022-10-25,23.973333333333333
2022-10-26,23.56
2022-10-27,25.213333333333335
2022-10-28,22.733333333333334
2022-10-29,28.52
2022-10-30,38.026666666666664
2022-10-31,34.306666666666665
2022-11-01,27.28
2022-11-02,26.453333333333333
2022-11-03,23.56
2022-11-04,22.32
2022-11-05,22.32
2022-11-06,21.493333333333332
2022-11-07,24.386666666666667
2022-11-08,22.733333333333334
2022-11-09,19.426666666666666
2022-11-10,21.493333333333332
2022-11-11,21.906666666666666
2022-11-12,23.56
2022-11-13,33.48
2022-11-14,23.973333333333333
2022-11-15,21.493333333333332
2022-11-16,24.386666666666667
2022-11-17,21.08
2022-11-18,32.653333333333336
2022-11-19,27.69333333333333
2022-11-20,23.56
2022-11-21,30.173333333333332
2022-11-22,23.973333333333333
2022-11-23,20.253333333333334
2022-11-24,19.84
2022-11-25,26.866666666666667
2022-11-26,21.08
2022-11-27,21.906666666666666
2022-11-28,18.6
2022-11-29,23.973333333333333
2022-11-30,18.186666666666667
2022-12-01,26.04
2022-12-02,23.14666666666667
2022-12-03,20.253333333333334
2022-12-04,21.493333333333332
2022-12-05,21.493333333333332
2022-12-06,22.733333333333334
2022-12-07,20.253333333333334
2022-12-08,20.666666666666668
2022-12-09,19.426666666666666
2022-12-10,26.04
2022-12-11,25.626666666666665
2022-12-12,21.493333333333332
2022-12-13,17.36
2022-12-14,26.04
2022-12-15,23.56
2022-12-16,18.6
2022-12-17,20.253333333333334
2022-12-18,20.666666666666668
2022-12-19,18.186666666666667
2022-12-20,20.666666666666668
2022-12-21,21.493333333333332
2022-12-22,26.866666666666667
2022-12-23,26.453333333333333
2022-12-24,22.32
2022-12-25,25.213333333333335
2022-12-26,29.346666666666668
2022-12-27,24.386666666666667
2022-12-28,26.04
2022-12-29,28.106666666666666
2022-12-30,22.32
2022-12-31,21.906666666666666
2023-01-01,22.32
2023-01-02,19.426666666666666
2023-01-03,19.013333333333332
2023-01-04,20.666666666666668
2023-01-05,19.426666666666666
2023-01-06,29.759999999999998
2023-01-07,24.386666666666667
2023-01-08,25.213333333333335
2023-01-09,29.759999999999998
2023-01-10,23.56
2023-01-11,20.253333333333334
2023-01-12,19.84
2023-01-13,21.493333333333332
2023-01-14,27.28
2023-01-15,21.493333333333332
2023-01-16,20.666666666666668
2023-01-17,20.253333333333334
2023-01-18,18.6
2023-01-19,19.426666666666666
2023-01-20,18.186666666666667
2023-01-21,21.906666666666666
2023-01-22,23.14666666666667
2023-01-23,22.733333333333334
2023-01-24,17.773333333333333
2023-01-25,22.733333333333334
2023-01-26,25.626666666666665
2023-01-27,21.906666666666666
2023-01-28,19.013333333333332
2023-01-29,21.493333333333332
2023-01-30,19.426666666666666
2023-01-31,21.08
2023-02-01,17.36
2023-02-02,19.013333333333332
2023-02-03,20.253333333333334
2023-02-04,21.906666666666666
2023-02-05,22.32
2023-02-06,20.666666666666668
2023-02-07,19.84
2023-02-08,22.32
2023-02-09,19.426666666666666
2023-02-10,19.426666666666666
2023-02-11,26.04
2023-02-12,23.973333333333333
2023-02-13,21.08
2023-02-14,19.426666666666666
2023-02-15,22.733333333333334
2023-02-16,21.493333333333332
2023-02-17,25.626666666666665
2023-02-18,26.453333333333333
2023-02-19,30.586666666666666
2023-02-20,20.253333333333334
2023-02-21,20.666666666666668
2023-02-22,23.56
2023-02-23,22.733333333333334
2023-02-24,21.906666666666666
2023-02-25,24.386666666666667
2023-02-26,22.32
2023-02-27,19.013333333333332
2023-02-28,21.08
2023-03-01,22.733333333333334
2023-03-02,21.906666666666666
2023-03-03,21.906666666666666
2023-03-04,21.08
2023-03-05,22.32
2023-03-06,18.6
2023-03-07,17.773333333333333
2023-03-08,19.013333333333332
2023-03-09,20.253333333333334
2023-03-10,20.666666666666668
2023-03-11,24.386666666666667
2023-03-12,20.666666666666668
2023-03-13,17.36
2023-03-14,17.773333333333333
2023-03-15,17.36
2023-03-16,19.013333333333332
2023-03-17,19.013333333333332
2023-03-18,23.973333333333333
2023-03-19,23.14666666666667
2023-03-20,19.426666666666666
2023-03-21,17.773333333333333
2023-03-22,21.08
2023-03-23,22.32
2023-03-24,18.6
2023-03-25,19.84
2023-03-26,20.666666666666668
2023-03-27,30.173333333333332
2023-03-28,20.666666666666668
2023-03-29,21.08
2023-03-30,18.186666666666667
2023-03-31,20.666666666666668
2023-04-01,21.08
2023-04-02,19.013333333333332
2023-04-03,19.013333333333332
2023-04-04,19.426666666666666
2023-04-05,20.253333333333334
2023-04-06,23.14666666666667
2023-04-07,20.253333333333334
2023-04-08,24.8
2023-04-09,26.866666666666667
2023-04-10,19.013333333333332
2023-04-11,25.626666666666665
2023-04-12,27.28
2023-04-13,22.32
2023-04-14,21.493333333333332
2023-04-15,23.56
2023-04-16,29.759999999999998
2023-04-17,23.14666666666667
2023-04-18,20.666666666666668
2023-04-19,19.013333333333332
2023-04-20,17.36
2023-04-21,27.69333333333333
2023-04-22,23.56
2023-04-23,23.973333333333333
2023-04-24,20.666666666666668
2023-04-25,22.733333333333334
2023-04-26,20.70942528735632
2023-04-27,19.74022988505747
2023-04-28,24.030344827586205
2023-04-29,22.66919540229885
2023-04-30,22.277241379310347
2023-05-01,18.95632183908046
2023-05-02,18.749655172413796
2023-05-03,18.564367816091952
2023-05-04,18.564367816091952
2023-05-05,19.92551724137931
2023-05-06,22.277241379310347
2023-05-07,21.493333333333332
2023-05-08,22.277241379310347
2023-05-09,26.56735632183908
2023-05-10,23.638390804597698
2023-05-11,19.74022988505747
2023-05-12,17.78045977011494
2023-05-13,21.493333333333332
2023-05-14,20.70942528735632
2023-05-15,19.92551724137931
2023-05-16,20.91609195402299
2023-05-17,17.388505747126437
2023-05-18,17.388505747126437
2023-05-19,18.17241379310345
2023-05-20,18.564367816091952
2023-05-21,19.533563218390803
2023-05-22,21.493333333333332
2023-05-23,19.348275862068967
2023-05-24,19.141609195402296
2023-05-25,19.92551724137931
2023-05-26,17.046436781609195
2023-05-27,21.122758620689655
2023-05-28,22.23448275862069
2023-05-29,19.64045977011494
2023-05-30,21.493333333333332
2023-05-31,20.01103448275862
2023-06-01,28.163678160919538
2023-06-02,21.122758620689655
2023-06-03,26.681379310344827
2023-06-04,20.01103448275862
2023-06-05,33.35172413793103
2023-06-06,22.23448275862069
2023-06-07,19.64045977011494
2023-06-08,17.417011494252872
2023-06-09,24.828505747126435
2023-06-10,24.45793103448276
2023-06-11,22.605057471264367
2023-06-12,16.675862068965515
2023-06-13,17.046436781609195
2023-06-14,17.046436781609195
2023-06-15,23.346206896551724
2023-06-16,17.417011494252872
2023-06-17,18.528735632183906
2023-06-18,25.94022988505747
2023-06-19,37.05747126436781
2023-06-20,20.381609195402298
2023-06-21,17.78758620689655
2023-06-22,18.528735632183906
2023-06-23,18.899310344827587
2023-06-24,18.15816091954023
2023-06-25,20.381609195402298
2023-06-26,19.64045977011494
2023-06-27,18.528735632183906
2023-06-28,18.15816091954023
2023-06-29,17.78758620689655
2023-06-30,17.78758620689655
2023-07-01,18.899310344827587
2023-07-02,20.752183908045975
2023-07-03,19.64045977011494
2023-07-04,21.122758620689655
2023-07-05,20.752183908045975
2023-07-06,18.15816091954023
2023-07-07,17.046436781609195
2023-07-08,21.86390804597701
2023-07-09,18.528735632183906
2023-07-10,17.417011494252872
2023-07-11,15.193563218390803
2023-07-12,15.193563218390803
2023-07-13,15.93471264367816
2023-07-14,16.305287356321838
2023-07-15,18.15816091954023
2023-07-16,21.122758620689655
2023-07-17,15.564137931034482
2023-07-18,17.78758620689655
2023-07-19,15.564137931034482
2023-07-20,14.822988505747126
2023-07-21,15.564137931034482
2023-07-22,19.64045977011494
2023-07-23,16.305287356321838
2023-07-24,17.046436781609195
2023-07-25,16.305287356321838
2023-07-26,12.970114942528735
2023-07-27,17.78758620689655
2023-07-28,19.64045977011494
2023-07-29,17.417011494252872
2023-07-30,18.899310344827587
2023-07-31,14.452413793103448
2023-08-01,15.193563218390803
2023-08-02,18.899310344827587
2023-08-03,15.193563218390803
2023-08-04,13.340689655172413
2023-08-05,18.528735632183906
2023-08-06,22.605057471264367
2023-08-07,17.046436781609195
2023-08-08,15.193563218390803
2023-08-09,15.193563218390803
2023-08-10,16.675862068965515
2023-08-11,16.305287356321838
2023-08-12,16.675862068965515
2023-08-13,16.305287356321838
2023-08-14,16.305287356321838
2023-08-15,19.269885057471264
2023-08-16,16.305287356321838
2023-08-17,18.899310344827587
2023-08-18,16.305287356321838
2023-08-19,26.310804597701146
2023-08-20,18.899310344827587
2023-08-21,13.71126436781609
2023-08-22,13.71126436781609
2023-08-23,20.381609195402298
2023-08-24,17.046436781609195
2023-08-25,17.417011494252872
2023-08-26,15.93471264367816
2023-08-27,16.305287356321838
2023-08-28,13.340689655172413
2023-08-29,13.71126436781609
2023-08-30,18.528735632183906
2023-08-31,14.452413793103448
2023-09-01,12.22896551724138
2023-09-02,17.78758620689655
2023-09-03,24.45793103448276
2023-09-04,21.86390804597701
2023-09-05,14.452413793103448
2023-09-06,21.493333333333332
2023-09-07,21.86390804597701
2023-09-08,17.78758620689655
2023-09-09,14.822988505747126
2023-09-10,16.305287356321838
2023-09-11,15.93471264367816
2023-09-12,14.822988505747126
2023-09-13,12.970114942528735
2023-09-14,17.046436781609195
2023-09-15,19.269885057471264
2023-09-16,18.528735632183906
2023-09-17,17.046436781609195
2023-09-18,15.193563218390803
2023-09-19,13.340689655172413
2023-09-20,13.71126436781609
2023-09-21,12.599540229885056
2023-09-22,12.970114942528735
2023-09-23,15.564137931034482
2023-09-24,14.822988505747126
2023-09-25,13.340689655172413
2023-09-26,16.305287356321838
2023-09-27,13.340689655172413
2023-09-28,14.452413793103448
2023-09-29,18.899310344827587
2023-09-30,21.493333333333332
2023-10-01,17.046436781609195
2023-10-02,15.93471264367816
2023-10-03,13.340689655172413
2023-10-04,13.340689655172413
2023-10-05,14.452413793103448
2023-10-06,12.599540229885056
2023-10-07,18.15816091954023
2023-10-08,17.417011494252872
2023-10-09,14.081839080459769
2023-10-10,12.970114942528735
2023-10-11,13.71126436781609
2023-10-12,17.78758620689655
2023-10-13,16.675862068965515
2023-10-14,17.046436781609195
2023-10-15,16.305287356321838
2023-10-16,14.822988505747126
2023-10-17,15.564137931034482
2023-10-18,15.564137931034482
2023-10-19,15.193563218390803
2023-10-20,18.15816091954023
2023-10-21,15.564137931034482
2023-10-22,17.417011494252872
2023-10-23,16.675862068965515
2023-10-24,15.93471264367816
2023-10-25,16.675862068965515
2023-10-26,20.752183908045975
2023-10-27,17.417011494252872
2023-10-28,15.93471264367816
2023-10-29,13.71126436781609
2023-10-30,12.970114942528735
2023-10-31,14.081839080459769
2023-11-01,13.71126436781609
2023-11-02,14.452413793103448
2023-11-03,18.899310344827587
2023-11-04,18.899310344827587
2023-11-05,14.452413793103448
2023-11-06,11.117241379310345
2023-11-07,15.93471264367816
2023-11-08,23.346206896551724
