Time,tornado_warning
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-24,5.333333333333333
2022-11-25,0.0
2022-11-26,2.6666666666666665
2022-11-27,2.6666666666666665
2022-11-28,0.0
2022-11-29,10.666666666666666
2022-11-30,18.666666666666664
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,2.6666666666666665
2022-12-04,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,74.66666666666666
2022-12-14,34.666666666666664
2022-12-15,18.666666666666664
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,2.6666666666666665
2022-12-20,2.6666666666666665
2022-12-21,2.6666666666666665
2022-12-22,2.6666666666666665
2022-12-23,2.6666666666666665
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,2.6666666666666665
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,5.333333333333333
2023-01-03,45.33333333333333
2023-01-04,32.0
2023-01-05,2.6666666666666665
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,10.666666666666666
2023-01-09,2.6666666666666665
2023-01-10,29.333333333333332
2023-01-11,10.666666666666666
2023-01-12,85.33333333333333
2023-01-13,10.666666666666666
2023-01-14,2.6666666666666665
2023-01-15,2.6666666666666665
2023-01-16,8.0
2023-01-17,0.0
2023-01-18,5.333333333333333
2023-01-19,2.6666666666666665
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,2.6666666666666665
2023-01-23,2.6666666666666665
2023-01-24,48.0
2023-01-25,32.0
2023-01-26,5.333333333333333
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,2.6666666666666665
2023-02-09,2.6666666666666665
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,2.6666666666666665
2023-02-15,2.6666666666666665
2023-02-16,24.0
2023-02-17,2.6666666666666665
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,5.333333333333333
2023-02-22,13.333333333333332
2023-02-23,2.6666666666666665
2023-02-24,2.6666666666666665
2023-02-25,2.6666666666666665
2023-02-26,2.6666666666666665
2023-02-27,112.0
2023-02-28,8.0
2023-03-01,5.333333333333333
2023-03-02,32.0
2023-03-03,98.66666666666666
2023-03-04,8.0
2023-03-05,2.6666666666666665
2023-03-06,2.6666666666666665
2023-03-07,2.6666666666666665
2023-03-08,2.6666666666666665
2023-03-09,0.0
2023-03-10,2.6666666666666665
2023-03-11,2.6666666666666665
2023-03-12,8.0
2023-03-13,5.333333333333333
2023-03-14,2.6666666666666665
2023-03-15,0.0
2023-03-16,32.0
2023-03-17,10.666666666666666
2023-03-18,2.6666666666666665
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,2.6666666666666665
2023-03-22,32.0
2023-03-23,5.333333333333333
2023-03-24,8.0
2023-03-25,26.666666666666664
2023-03-26,10.666666666666666
2023-03-27,10.666666666666666
2023-03-28,2.6666666666666665
2023-03-29,2.6666666666666665
2023-03-30,5.333333333333333
2023-03-31,104.0
2023-04-01,266.66666666666663
2023-04-02,34.666666666666664
2023-04-03,21.333333333333332
2023-04-04,18.666666666666664
2023-04-05,82.66666666666666
2023-04-06,8.0
2023-04-07,2.6666666666666665
2023-04-08,2.6666666666666665
2023-04-09,0.0
2023-04-10,2.6666666666666665
2023-04-11,0.0
2023-04-12,13.333333333333332
2023-04-13,10.666666666666666
2023-04-14,2.6666666666666665
2023-04-15,24.0
2023-04-16,26.666666666666664
2023-04-17,8.0
2023-04-18,2.6666666666666665
2023-04-19,5.333333333333333
2023-04-20,32.0
2023-04-21,13.333333333333332
2023-04-22,8.0
2023-04-23,2.6666666666666665
2023-04-24,2.6666666666666665
2023-04-25,2.6666666666666665
2023-04-26,8.465116279069768
2023-04-27,15.441860465116278
2023-04-28,10.54263565891473
2023-04-29,10.54263565891473
2023-04-30,21.829457364341085
2023-05-01,2.821705426356589
2023-05-02,2.0775193798449614
2023-05-03,2.821705426356589
2023-05-04,2.0775193798449614
2023-05-05,2.821705426356589
2023-05-06,2.821705426356589
2023-05-07,11.286821705426355
2023-05-08,7.720930232558139
2023-05-09,4.89922480620155
2023-05-10,40.83720930232558
2023-05-11,10.54263565891473
2023-05-12,16.186046511627907
2023-05-13,10.54263565891473
2023-05-14,2.821705426356589
2023-05-15,2.0775193798449614
2023-05-16,5.643410852713178
2023-05-17,2.821705426356589
2023-05-18,2.821705426356589
2023-05-19,2.821705426356589
2023-05-20,2.0775193798449614
2023-05-21,0.7441860465116279
2023-05-22,0.7441860465116279
2023-05-23,3.565891472868217
2023-05-24,4.89922480620155
2023-05-25,4.89922480620155
2023-05-26,4.465116279069767
2023-05-27,7.441860465116279
2023-05-28,5.953488372093023
2023-05-29,2.9767441860465116
2023-05-30,1.4883720930232558
2023-05-31,2.9767441860465116
2023-06-01,2.9767441860465116
2023-06-02,4.465116279069767
2023-06-03,2.9767441860465116
2023-06-04,5.953488372093023
2023-06-05,1.4883720930232558
2023-06-06,2.9767441860465116
2023-06-07,2.9767441860465116
2023-06-08,2.9767441860465116
2023-06-09,1.4883720930232558
2023-06-10,2.9767441860465116
2023-06-11,13.395348837209301
2023-06-12,14.883720930232558
2023-06-13,4.465116279069767
2023-06-14,14.883720930232558
2023-06-15,29.767441860465116
2023-06-16,52.093023255813954
2023-06-17,8.930232558139535
2023-06-18,23.813953488372093
2023-06-19,22.325581395348838
2023-06-20,5.953488372093023
2023-06-21,5.953488372093023
2023-06-22,17.86046511627907
2023-06-23,5.953488372093023
2023-06-24,5.953488372093023
2023-06-25,47.627906976744185
2023-06-26,17.86046511627907
2023-06-27,5.953488372093023
2023-06-28,1.4883720930232558
2023-06-29,14.883720930232558
2023-06-30,7.441860465116279
2023-07-01,7.441860465116279
2023-07-02,23.813953488372093
2023-07-03,11.906976744186046
2023-07-04,4.465116279069767
2023-07-05,5.953488372093023
2023-07-06,2.9767441860465116
2023-07-07,2.9767441860465116
2023-07-08,1.4883720930232558
2023-07-09,7.441860465116279
2023-07-10,2.9767441860465116
2023-07-11,2.9767441860465116
2023-07-12,53.581395348837205
2023-07-13,59.53488372093023
2023-07-14,16.372093023255815
2023-07-15,23.813953488372093
2023-07-16,61.02325581395349
2023-07-17,4.465116279069767
2023-07-18,8.930232558139535
2023-07-19,13.395348837209301
2023-07-20,13.395348837209301
2023-07-21,19.348837209302324
2023-07-22,4.465116279069767
2023-07-23,1.4883720930232558
2023-07-24,2.9767441860465116
2023-07-25,2.9767441860465116
2023-07-26,8.930232558139535
2023-07-27,8.930232558139535
2023-07-28,5.953488372093023
2023-07-29,35.72093023255814
2023-07-30,16.372093023255815
2023-07-31,2.9767441860465116
2023-08-01,1.4883720930232558
2023-08-02,2.9767441860465116
2023-08-03,2.9767441860465116
2023-08-04,2.9767441860465116
2023-08-05,25.302325581395348
2023-08-06,7.441860465116279
2023-08-07,108.65116279069767
2023-08-08,35.72093023255814
2023-08-09,5.953488372093023
2023-08-10,5.953488372093023
2023-08-11,7.441860465116279
2023-08-12,52.093023255813954
2023-08-13,26.790697674418603
2023-08-14,13.395348837209301
2023-08-15,16.372093023255815
2023-08-16,2.9767441860465116
2023-08-17,4.465116279069767
2023-08-18,37.2093023255814
2023-08-19,4.465116279069767
2023-08-20,8.930232558139535
2023-08-21,7.441860465116279
2023-08-22,7.441860465116279
2023-08-23,1.4883720930232558
2023-08-24,4.465116279069767
2023-08-25,99.72093023255813
2023-08-26,4.465116279069767
2023-08-27,2.9767441860465116
2023-08-28,2.9767441860465116
2023-08-29,8.930232558139535
2023-08-30,43.16279069767442
2023-08-31,5.953488372093023
2023-09-01,1.4883720930232558
2023-09-02,1.4883720930232558
2023-09-03,1.4883720930232558
2023-09-04,1.4883720930232558
2023-09-05,1.4883720930232558
2023-09-06,2.9767441860465116
2023-09-07,2.9767441860465116
2023-09-08,2.9767441860465116
2023-09-09,2.9767441860465116
2023-09-10,1.4883720930232558
2023-09-11,1.4883720930232558
2023-09-12,1.4883720930232558
2023-09-13,28.27906976744186
2023-09-14,2.9767441860465116
2023-09-15,1.4883720930232558
2023-09-16,1.4883720930232558
2023-09-17,1.4883720930232558
2023-09-18,1.4883720930232558
2023-09-19,1.4883720930232558
2023-09-20,1.4883720930232558
2023-09-21,1.4883720930232558
2023-09-22,2.9767441860465116
2023-09-23,2.9767441860465116
2023-09-24,2.9767441860465116
2023-09-25,2.9767441860465116
2023-09-26,4.465116279069767
2023-09-27,2.9767441860465116
2023-09-28,1.4883720930232558
2023-09-29,1.4883720930232558
2023-09-30,1.4883720930232558
2023-10-01,0.0
2023-10-02,1.4883720930232558
2023-10-03,1.4883720930232558
2023-10-04,2.9767441860465116
2023-10-05,8.930232558139535
2023-10-06,1.4883720930232558
2023-10-07,1.4883720930232558
2023-10-08,0.0
2023-10-09,1.4883720930232558
2023-10-10,0.0
2023-10-11,2.9767441860465116
2023-10-12,41.674418604651166
2023-10-13,4.465116279069767
2023-10-14,1.4883720930232558
2023-10-15,1.4883720930232558
2023-10-16,13.395348837209301
2023-10-17,7.441860465116279
2023-10-18,2.9767441860465116
2023-10-19,1.4883720930232558
2023-10-20,1.4883720930232558
2023-10-21,1.4883720930232558
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,1.4883720930232558
2023-10-25,1.4883720930232558
2023-10-26,14.883720930232558
2023-10-27,2.9767441860465116
2023-10-28,0.0
2023-10-29,0.0
2023-10-30,1.4883720930232558
2023-10-31,1.4883720930232558
2023-11-01,1.4883720930232558
2023-11-02,0.0
2023-11-03,1.4883720930232558
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,1.4883720930232558
2023-11-07,1.4883720930232558
2023-11-08,1.4883720930232558
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,1.4883720930232558
2023-11-16,1.4883720930232558
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,4.465116279069767
2023-11-21,4.465116279069767
2023-11-22,1.4883720930232558
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,1.4883720930232558
2023-11-30,2.9767441860465116
2023-12-01,1.4883720930232558
2023-12-02,13.395348837209301
2023-12-03,4.465116279069767
2023-12-04,1.4883720930232558
2023-12-05,1.4883720930232558
2023-12-06,1.4883720930232558
2023-12-07,0.0
2023-12-08,1.4883720930232558
2023-12-09,43.16279069767442
2023-12-10,46.13953488372093
2023-12-11,4.465116279069767
2023-12-12,1.4883720930232558
2023-12-13,1.4883720930232558
2023-12-14,0.0
2023-12-15,1.4883720930232558
2023-12-16,1.4883720930232558
2023-12-17,8.930232558139535
2023-12-18,2.9767441860465116
2023-12-19,2.9767441860465116
2023-12-20,1.4883720930232558
2023-12-21,8.930232558139535
2023-12-22,0.7441860465116279
2023-12-23,0.7441860465116279
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.7441860465116279
2024-01-04,0.0
2024-01-05,1.9844961240310077
2024-01-06,7.441860465116279
2024-01-07,2.7286821705426356
2024-01-08,14.883720930232558
2024-01-09,156.27906976744185
2024-01-10,19.5968992248062
2024-01-11,2.7286821705426356
2024-01-12,14.883720930232558
2024-01-13,2.7286821705426356
2024-01-14,0.7441860465116279
2024-01-15,4.713178294573643
2024-01-16,1.9844961240310077
2024-01-17,0.7441860465116279
2024-01-18,0.0
2024-01-19,0.7441860465116279
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,2.4806201550387597
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,2.4806201550387597
2024-02-04,22.325581395348838
2024-02-05,4.961240310077519
2024-02-06,37.2093023255814
2024-02-07,12.4031007751938
2024-02-08,9.922480620155039
2024-02-09,7.441860465116279
2024-02-10,2.4806201550387597
2024-02-11,7.441860465116279
2024-02-12,2.4806201550387597
2024-02-13,2.4806201550387597
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,7.441860465116279
2024-02-20,4.961240310077519
2024-02-21,2.4806201550387597
2024-02-22,2.4806201550387597
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,9.922480620155039
2024-02-28,133.95348837209303
2024-02-29,4.961240310077519
2024-03-01,2.4806201550387597
2024-03-02,2.4806201550387597
2024-03-03,19.844961240310077
2024-03-04,7.441860465116279
2024-03-05,4.961240310077519
2024-03-06,4.961240310077519
2024-03-07,2.4806201550387597
2024-03-08,4.961240310077519
2024-03-09,4.961240310077519
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,2.4806201550387597
2024-03-13,2.4806201550387597
2024-03-14,59.53488372093023
2024-03-15,69.45736434108527
2024-03-16,2.4806201550387597
2024-03-17,2.4806201550387597
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,4.961240310077519
2024-03-21,2.4806201550387597
2024-03-22,2.4806201550387597
2024-03-23,2.4806201550387597
2024-03-24,2.4806201550387597
2024-03-25,2.4806201550387597
2024-03-26,4.961240310077519
2024-03-27,2.4806201550387597
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,2.4806201550387597
2024-03-31,2.4806201550387597
2024-04-01,24.8062015503876
2024-04-02,119.06976744186046
2024-04-03,54.57364341085271
2024-04-04,2.4806201550387597
2024-04-05,2.4806201550387597
2024-04-06,2.4806201550387597
2024-04-07,2.4806201550387597
2024-04-08,4.961240310077519
2024-04-09,14.883720930232558
2024-04-10,32.248062015503876
2024-04-11,49.6124031007752
2024-04-12,22.325581395348838
2024-04-13,4.961240310077519
2024-04-14,2.4806201550387597
2024-04-15,2.4806201550387597
2024-04-16,24.8062015503876
2024-04-17,52.093023255813954
2024-04-18,22.325581395348838
2024-04-19,7.441860465116279
2024-04-20,2.4806201550387597
2024-04-21,2.4806201550387597
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,7.441860465116279
2024-04-25,2.4806201550387597
2024-04-26,54.57364341085271
2024-04-27,39.689922480620154
2024-04-28,54.57364341085271
2024-04-29,17.364341085271317
2024-04-30,9.922480620155039
2024-05-01,9.922480620155039
2024-05-02,7.441860465116279
2024-05-03,9.922480620155039
2024-05-04,4.961240310077519
2024-05-05,2.4806201550387597
2024-05-06,12.4031007751938
2024-05-07,91.7829457364341
2024-05-08,158.75968992248062
2024-05-09,79.37984496124031
2024-05-10,22.325581395348838
2024-05-11,12.4031007751938
2024-05-12,12.4031007751938
2024-05-13,12.4031007751938
2024-05-14,9.922480620155039
2024-05-15,12.4031007751938
2024-05-16,27.286821705426355
2024-05-17,19.844961240310077
2024-05-18,4.961240310077519
2024-05-19,4.961240310077519
2024-05-20,17.364341085271317
2024-05-21,52.093023255813954
2024-05-22,71.93798449612403
2024-05-23,9.922480620155039
2024-05-24,42.17054263565891
2024-05-25,14.883720930232558
2024-05-26,131.47286821705427
2024-05-27,59.53488372093023
2024-05-28,54.57364341085271
2024-05-29,4.961240310077519
2024-05-30,9.922480620155039
2024-05-31,7.441860465116279
2024-06-01,4.961240310077519
2024-06-02,2.4806201550387597
2024-06-03,4.961240310077519
2024-06-04,7.441860465116279
2024-06-05,24.8062015503876
2024-06-06,59.53488372093023
2024-06-07,4.961240310077519
2024-06-08,2.4806201550387597
2024-06-09,2.4806201550387597
2024-06-10,2.4806201550387597
2024-06-11,2.4806201550387597
2024-06-12,7.441860465116279
2024-06-13,7.441860465116279
2024-06-14,4.961240310077519
2024-06-15,2.4806201550387597
2024-06-16,2.4806201550387597
2024-06-17,7.441860465116279
2024-06-18,9.922480620155039
2024-06-19,4.961240310077519
2024-06-20,22.325581395348838
2024-06-21,2.4806201550387597
2024-06-22,24.8062015503876
2024-06-23,64.49612403100775
2024-06-24,7.441860465116279
2024-06-25,9.922480620155039
2024-06-26,14.883720930232558
2024-06-27,19.844961240310077
2024-06-28,7.441860465116279
2024-06-29,12.4031007751938
2024-06-30,4.961240310077519
2024-07-01,2.4806201550387597
2024-07-02,12.4031007751938
2024-07-03,4.961240310077519
2024-07-04,7.441860465116279
2024-07-05,2.4806201550387597
2024-07-06,2.4806201550387597
2024-07-07,2.4806201550387597
2024-07-08,32.248062015503876
2024-07-09,22.325581395348838
2024-07-10,64.49612403100775
2024-07-11,7.441860465116279
2024-07-12,2.4806201550387597
2024-07-13,2.4806201550387597
2024-07-14,4.961240310077519
2024-07-15,57.054263565891475
2024-07-16,248.06201550387595
2024-07-17,12.4031007751938
2024-07-18,4.961240310077519
2024-07-19,2.4806201550387597
2024-07-20,2.4806201550387597
2024-07-21,2.4806201550387597
2024-07-22,4.961240310077519
2024-07-23,4.961240310077519
2024-07-24,2.4806201550387597
2024-07-25,2.4806201550387597
2024-07-26,4.961240310077519
2024-07-27,2.4806201550387597
2024-07-28,2.4806201550387597
2024-07-29,2.4806201550387597
2024-07-30,19.844961240310077
2024-07-31,9.922480620155039
2024-08-01,4.961240310077519
2024-08-02,4.961240310077519
2024-08-03,4.961240310077519
2024-08-04,57.054263565891475
2024-08-05,44.651162790697676
2024-08-06,91.7829457364341
2024-08-07,17.364341085271317
2024-08-08,54.57364341085271
2024-08-09,71.93798449612403
2024-08-10,4.961240310077519
2024-08-11,2.4806201550387597
2024-08-12,2.4806201550387597
2024-08-13,2.4806201550387597
2024-08-14,2.4806201550387597
2024-08-15,2.4806201550387597
2024-08-16,2.4806201550387597
2024-08-17,4.961240310077519
2024-08-18,2.4806201550387597
2024-08-19,2.4806201550387597
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,2.4806201550387597
2024-08-27,9.922480620155039
2024-08-28,2.4806201550387597
2024-08-29,7.441860465116279
2024-08-30,2.4806201550387597
2024-08-31,2.4806201550387597
2024-09-01,1.2403100775193798
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,1.2403100775193798
2024-09-07,2.4806201550387597
2024-09-08,2.4806201550387597
2024-09-09,2.4806201550387597
2024-09-10,2.4806201550387597
2024-09-11,2.4806201550387597
2024-09-12,6.2015503875969
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,3.7209302325581395
2024-09-17,0.0
2024-09-18,2.4806201550387597
2024-09-19,2.4806201550387597
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,2.4806201550387597
2024-09-23,0.0
2024-09-24,22.325581395348838
2024-09-25,22.325581395348838
2024-09-26,59.53488372093023
2024-09-27,99.2248062015504
2024-09-28,2.4806201550387597
2024-09-29,4.961240310077519
2024-09-30,2.4806201550387597
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,2.4806201550387597
2024-10-07,2.4806201550387597
2024-10-08,2.4806201550387597
2024-10-09,71.93798449612403
2024-10-10,9.922480620155039
2024-10-11,2.4806201550387597
2024-10-12,0.0
2024-10-13,2.4806201550387597
2024-10-14,2.4806201550387597
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,4.961240310077519
2024-10-31,19.844961240310077
2024-11-01,2.4806201550387597
2024-11-02,2.4806201550387597
2024-11-03,37.2093023255814
2024-11-04,42.17054263565891
