Time,melania_trump
2023-07-06,6.066666666666666
2023-07-07,6.066666666666666
2023-07-08,9.1
2023-07-09,7.583333333333333
2023-07-10,6.066666666666666
2023-07-11,6.066666666666666
2023-07-12,6.066666666666666
2023-07-13,7.583333333333333
2023-07-14,9.1
2023-07-15,7.583333333333333
2023-07-16,7.583333333333333
2023-07-17,6.066666666666666
2023-07-18,7.583333333333333
2023-07-19,9.1
2023-07-20,9.1
2023-07-21,7.583333333333333
2023-07-22,7.583333333333333
2023-07-23,7.583333333333333
2023-07-24,6.066666666666666
2023-07-25,6.066666666666666
2023-07-26,12.133333333333333
2023-07-27,9.1
2023-07-28,10.616666666666667
2023-07-29,12.133333333333333
2023-07-30,16.683333333333334
2023-07-31,13.649999999999999
2023-08-01,16.683333333333334
2023-08-02,19.716666666666665
2023-08-03,28.816666666666666
2023-08-04,25.78333333333333
2023-08-05,16.683333333333334
2023-08-06,13.649999999999999
2023-08-07,12.133333333333333
2023-08-08,12.133333333333333
2023-08-09,16.683333333333334
2023-08-10,18.2
2023-08-11,15.166666666666666
2023-08-12,13.649999999999999
2023-08-13,12.133333333333333
2023-08-14,10.616666666666667
2023-08-15,19.716666666666665
2023-08-16,22.75
2023-08-17,18.2
2023-08-18,15.166666666666666
2023-08-19,16.683333333333334
2023-08-20,12.133333333333333
2023-08-21,12.133333333333333
2023-08-22,21.233333333333334
2023-08-23,15.166666666666666
2023-08-24,24.266666666666666
2023-08-25,43.983333333333334
2023-08-26,25.78333333333333
2023-08-27,21.233333333333334
2023-08-28,13.649999999999999
2023-08-29,16.683333333333334
2023-08-30,10.616666666666667
2023-08-31,13.649999999999999
2023-09-01,10.616666666666667
2023-09-02,10.616666666666667
2023-09-03,7.583333333333333
2023-09-04,7.583333333333333
2023-09-05,9.1
2023-09-06,7.583333333333333
2023-09-07,7.583333333333333
2023-09-08,7.583333333333333
2023-09-09,10.616666666666667
2023-09-10,15.166666666666666
2023-09-11,10.616666666666667
2023-09-12,7.583333333333333
2023-09-13,9.1
2023-09-14,10.616666666666667
2023-09-15,10.616666666666667
2023-09-16,10.616666666666667
2023-09-17,10.616666666666667
2023-09-18,10.616666666666667
2023-09-19,9.1
2023-09-20,7.583333333333333
2023-09-21,7.583333333333333
2023-09-22,7.583333333333333
2023-09-23,9.1
2023-09-24,9.1
2023-09-25,7.583333333333333
2023-09-26,7.583333333333333
2023-09-27,12.133333333333333
2023-09-28,10.616666666666667
2023-09-29,15.166666666666666
2023-09-30,15.166666666666666
2023-10-01,13.649999999999999
2023-10-02,15.166666666666666
2023-10-03,16.683333333333334
2023-10-04,13.649999999999999
2023-10-05,12.133333333333333
2023-10-06,10.616666666666667
2023-10-07,12.133333333333333
2023-10-08,10.616666666666667
2023-10-09,7.583333333333333
2023-10-10,7.583333333333333
2023-10-11,7.583333333333333
2023-10-12,7.583333333333333
2023-10-13,6.066666666666666
2023-10-14,7.583333333333333
2023-10-15,9.1
2023-10-16,6.066666666666666
2023-10-17,6.066666666666666
2023-10-18,10.616666666666667
2023-10-19,10.616666666666667
2023-10-20,10.616666666666667
2023-10-21,9.1
2023-10-22,10.616666666666667
2023-10-23,19.716666666666665
2023-10-24,12.133333333333333
2023-10-25,9.1
2023-10-26,7.583333333333333
2023-10-27,9.1
2023-10-28,9.1
2023-10-29,7.583333333333333
2023-10-30,6.066666666666666
2023-10-31,7.583333333333333
2023-11-01,9.1
2023-11-02,7.583333333333333
2023-11-03,7.583333333333333
2023-11-04,9.1
2023-11-05,7.583333333333333
2023-11-06,10.616666666666667
2023-11-07,10.616666666666667
2023-11-08,9.1
2023-11-09,10.616666666666667
2023-11-10,12.133333333333333
2023-11-11,10.616666666666667
2023-11-12,9.1
2023-11-13,9.1
2023-11-14,7.583333333333333
2023-11-15,9.1
2023-11-16,7.583333333333333
2023-11-17,9.1
2023-11-18,9.1
2023-11-19,9.1
2023-11-20,12.133333333333333
2023-11-21,9.1
2023-11-22,7.583333333333333
2023-11-23,9.1
2023-11-24,9.1
2023-11-25,9.1
2023-11-26,9.1
2023-11-27,7.583333333333333
2023-11-28,48.53333333333333
2023-11-29,81.89999999999999
2023-11-30,39.43333333333333
2023-12-01,19.716666666666665
2023-12-02,16.683333333333334
2023-12-03,10.616666666666667
2023-12-04,9.1
2023-12-05,9.1
2023-12-06,6.066666666666666
2023-12-07,9.1
2023-12-08,9.1
2023-12-09,9.1
2023-12-10,7.583333333333333
2023-12-11,7.583333333333333
2023-12-12,7.583333333333333
2023-12-13,9.1
2023-12-14,21.233333333333334
2023-12-15,34.88333333333333
2023-12-16,27.299999999999997
2023-12-17,18.2
2023-12-18,16.683333333333334
2023-12-19,13.649999999999999
2023-12-20,16.683333333333334
2023-12-21,10.616666666666667
2023-12-22,10.616666666666667
2023-12-23,9.858333333333334
2023-12-24,9.1
2023-12-25,10.616666666666667
2023-12-26,18.2
2023-12-27,25.78333333333333
2023-12-28,20.475
2023-12-29,18.958333333333332
2023-12-30,11.375
2023-12-31,16.683333333333334
2024-01-01,18.958333333333332
2024-01-02,27.299999999999997
2024-01-03,17.441666666666666
2024-01-04,17.441666666666666
2024-01-05,16.683333333333334
2024-01-06,11.375
2024-01-07,16.683333333333334
2024-01-08,9.1
2024-01-09,10.616666666666667
2024-01-10,148.63333333333333
2024-01-11,56.11666666666666
2024-01-12,27.299999999999997
2024-01-13,18.2
2024-01-14,18.958333333333332
2024-01-15,16.683333333333334
2024-01-16,28.05833333333333
2024-01-17,19.71666666666667
2024-01-18,53.84166666666666
2024-01-19,54.599999999999994
2024-01-20,38.675
2024-01-21,36.4
2024-01-22,18.2
2024-01-23,18.2
2024-01-24,18.2
2024-01-25,18.2
2024-01-26,9.1
2024-01-27,18.2
2024-01-28,18.2
2024-01-29,9.1
2024-01-30,9.1
2024-01-31,9.1
2024-02-01,9.1
2024-02-02,9.1
2024-02-03,9.1
2024-02-04,9.1
2024-02-05,9.1
2024-02-06,9.1
2024-02-07,9.1
2024-02-08,9.1
2024-02-09,9.1
2024-02-10,9.1
2024-02-11,18.2
2024-02-12,9.1
2024-02-13,9.1
2024-02-14,9.1
2024-02-15,18.2
2024-02-16,18.2
2024-02-17,27.299999999999997
2024-02-18,18.2
2024-02-19,18.2
2024-02-20,9.1
2024-02-21,9.1
2024-02-22,9.1
2024-02-23,9.1
2024-02-24,18.2
2024-02-25,36.4
2024-02-26,27.299999999999997
2024-02-27,27.299999999999997
2024-02-28,18.2
2024-02-29,18.2
2024-03-01,18.2
2024-03-02,18.2
2024-03-03,18.2
2024-03-04,18.2
2024-03-05,9.1
2024-03-06,18.2
2024-03-07,18.2
2024-03-08,18.2
2024-03-09,18.2
2024-03-10,18.2
2024-03-11,18.2
2024-03-12,18.2
2024-03-13,9.1
2024-03-14,9.1
2024-03-15,9.1
2024-03-16,9.1
2024-03-17,9.1
2024-03-18,9.1
2024-03-19,18.2
2024-03-20,27.299999999999997
2024-03-21,18.2
2024-03-22,18.2
2024-03-23,9.1
2024-03-24,18.2
2024-03-25,18.2
2024-03-26,9.1
2024-03-27,9.1
2024-03-28,9.1
2024-03-29,9.1
2024-03-30,9.1
2024-03-31,9.1
2024-04-01,18.2
2024-04-02,9.1
2024-04-03,9.1
2024-04-04,9.1
2024-04-05,18.2
2024-04-06,18.2
2024-04-07,27.299999999999997
2024-04-08,18.2
2024-04-09,18.2
2024-04-10,9.1
2024-04-11,18.2
2024-04-12,9.1
2024-04-13,9.1
2024-04-14,9.1
2024-04-15,18.2
2024-04-16,27.299999999999997
2024-04-17,18.2
2024-04-18,18.2
2024-04-19,18.2
2024-04-20,18.2
2024-04-21,18.2
2024-04-22,36.4
2024-04-23,36.4
2024-04-24,27.299999999999997
2024-04-25,18.2
2024-04-26,45.5
2024-04-27,36.4
2024-04-28,18.2
2024-04-29,9.1
2024-04-30,18.2
2024-05-01,18.2
2024-05-02,9.1
2024-05-03,18.2
2024-05-04,18.2
2024-05-05,9.1
2024-05-06,9.1
2024-05-07,36.4
2024-05-08,36.4
2024-05-09,27.299999999999997
2024-05-10,27.299999999999997
2024-05-11,27.299999999999997
2024-05-12,18.2
2024-05-13,27.299999999999997
2024-05-14,27.299999999999997
2024-05-15,18.2
2024-05-16,18.2
2024-05-17,18.2
2024-05-18,27.299999999999997
2024-05-19,18.2
2024-05-20,9.1
2024-05-21,18.2
2024-05-22,9.1
2024-05-23,9.1
2024-05-24,9.1
2024-05-25,9.1
2024-05-26,9.1
2024-05-27,9.1
2024-05-28,9.1
2024-05-29,18.2
2024-05-30,27.299999999999997
2024-05-31,72.8
2024-06-01,36.4
2024-06-02,27.299999999999997
2024-06-03,27.299999999999997
2024-06-04,18.2
2024-06-05,18.2
2024-06-06,18.2
2024-06-07,18.2
2024-06-08,18.2
2024-06-09,18.2
2024-06-10,9.1
2024-06-11,9.1
2024-06-12,9.1
2024-06-13,9.1
2024-06-14,9.1
2024-06-15,9.1
2024-06-16,18.2
2024-06-17,9.1
2024-06-18,9.1
2024-06-19,18.2
2024-06-20,9.1
2024-06-21,9.1
2024-06-22,9.1
2024-06-23,9.1
2024-06-24,9.1
2024-06-25,18.2
2024-06-26,9.1
2024-06-27,18.2
2024-06-28,54.599999999999994
2024-06-29,27.299999999999997
2024-06-30,27.299999999999997
2024-07-01,18.2
2024-07-02,18.2
2024-07-03,18.2
2024-07-04,18.2
2024-07-05,18.2
2024-07-06,18.2
2024-07-07,18.2
2024-07-08,9.1
2024-07-09,18.2
2024-07-10,18.2
2024-07-11,18.2
2024-07-12,18.2
2024-07-13,36.4
2024-07-14,318.5
2024-07-15,163.79999999999998
2024-07-16,191.1
2024-07-17,118.3
2024-07-18,182.0
2024-07-19,910.0
2024-07-20,145.6
2024-07-21,91.0
2024-07-22,54.599999999999994
2024-07-23,36.4
2024-07-24,36.4
2024-07-25,45.5
2024-07-26,63.699999999999996
2024-07-27,45.5
2024-07-28,36.4
2024-07-29,27.299999999999997
2024-07-30,27.299999999999997
2024-07-31,27.299999999999997
2024-08-01,27.299999999999997
2024-08-02,18.2
2024-08-03,18.2
2024-08-04,27.299999999999997
2024-08-05,18.2
2024-08-06,18.2
2024-08-07,18.2
2024-08-08,18.2
2024-08-09,18.2
2024-08-10,18.2
2024-08-11,18.2
2024-08-12,18.2
2024-08-13,27.299999999999997
2024-08-14,18.2
2024-08-15,18.2
2024-08-16,18.2
2024-08-17,18.2
2024-08-18,18.2
2024-08-19,18.2
2024-08-20,31.849999999999998
2024-08-21,50.05
2024-08-22,36.4
2024-08-23,31.849999999999998
2024-08-24,31.849999999999998
2024-08-25,31.849999999999998
2024-08-26,18.2
2024-08-27,31.849999999999998
2024-08-28,18.2
2024-08-29,18.2
2024-08-30,18.2
2024-08-31,18.2
2024-09-01,36.4
2024-09-02,45.5
2024-09-03,18.2
2024-09-04,18.2
2024-09-05,18.2
2024-09-06,31.849999999999998
2024-09-07,18.2
2024-09-08,18.2
2024-09-09,18.2
2024-09-10,36.4
2024-09-11,54.599999999999994
2024-09-12,36.4
2024-09-13,45.5
2024-09-14,50.05
2024-09-15,63.699999999999996
2024-09-16,36.4
2024-09-17,36.4
2024-09-18,127.39999999999999
2024-09-19,145.6
2024-09-20,109.19999999999999
2024-09-21,54.599999999999994
2024-09-22,54.599999999999994
2024-09-23,36.4
2024-09-24,36.4
2024-09-25,36.4
2024-09-26,109.19999999999999
2024-09-27,54.599999999999994
2024-09-28,36.4
2024-09-29,36.4
2024-09-30,54.599999999999994
2024-10-01,18.2
2024-10-02,18.2
2024-10-03,163.79999999999998
2024-10-04,145.6
2024-10-05,91.0
2024-10-06,72.8
2024-10-07,36.4
2024-10-08,72.8
2024-10-09,72.8
2024-10-10,36.4
2024-10-11,18.2
2024-10-12,36.4
2024-10-13,36.4
2024-10-14,18.2
2024-10-15,18.2
2024-10-16,18.2
2024-10-17,18.2
2024-10-18,54.599999999999994
2024-10-19,36.4
2024-10-20,36.4
2024-10-21,18.2
2024-10-22,18.2
2024-10-23,18.2
2024-10-24,18.2
2024-10-25,18.2
2024-10-26,36.4
2024-10-27,109.19999999999999
2024-10-28,145.6
2024-10-29,91.0
2024-10-30,36.4
2024-10-31,36.4
2024-11-01,36.4
2024-11-02,36.4
2024-11-03,36.4
2024-11-04,36.4
2024-11-05,127.39999999999999
2024-11-06,382.2
2024-11-07,309.4
2024-11-08,200.2
2024-11-09,200.2
2024-11-10,163.79999999999998
2024-11-11,182.0
2024-11-12,218.39999999999998
2024-11-13,182.0
2024-11-14,127.39999999999999
2024-11-15,91.0
2024-11-16,72.8
2024-11-17,72.8
2024-11-18,54.599999999999994
2024-11-19,54.599999999999994
2024-11-20,54.599999999999994
2024-11-21,54.599999999999994
2024-11-22,36.4
2024-11-23,36.4
2024-11-24,36.4
2024-11-25,36.4
2024-11-26,18.2
2024-11-27,36.4
2024-11-28,36.4
2024-11-29,36.4
2024-11-30,36.4
2024-12-01,36.4
2024-12-02,18.2
2024-12-03,18.2
2024-12-04,18.2
2024-12-05,18.2
2024-12-06,109.19999999999999
2024-12-07,54.599999999999994
2024-12-08,36.4
2024-12-09,36.4
2024-12-10,18.2
2024-12-11,18.2
2024-12-12,36.4
2024-12-13,36.4
2024-12-14,36.4
2024-12-15,18.2
2024-12-16,18.2
2024-12-17,18.2
2024-12-18,18.2
2024-12-19,18.2
2024-12-20,18.2
2024-12-21,18.2
2024-12-22,18.2
2024-12-23,18.2
2024-12-24,18.2
2024-12-25,36.4
2024-12-26,18.2
2024-12-27,18.2
2024-12-28,36.4
2024-12-29,36.4
2024-12-30,18.2
2024-12-31,18.2
2025-01-01,54.599999999999994
2025-01-02,36.4
2025-01-03,36.4
2025-01-04,18.2
2025-01-05,18.2
2025-01-06,18.2
2025-01-07,36.4
2025-01-08,36.4
2025-01-09,72.8
2025-01-10,72.8
2025-01-11,72.8
2025-01-12,54.599999999999994
2025-01-13,72.8
2025-01-14,54.599999999999994
2025-01-15,36.4
2025-01-16,36.4
2025-01-17,36.4
2025-01-18,54.599999999999994
2025-01-19,182.0
2025-01-20,1820.0
