Time,gimkit
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,4.0
2022-01-04,8.0
2022-01-05,9.0
2022-01-06,9.0
2022-01-07,12.0
2022-01-08,1.0
2022-01-09,1.0
2022-01-10,8.0
2022-01-11,10.0
2022-01-12,11.0
2022-01-13,14.0
2022-01-14,13.0
2022-01-15,2.0
2022-01-16,1.0
2022-01-17,1.0
2022-01-18,9.0
2022-01-19,11.0
2022-01-20,12.0
2022-01-21,14.0
2022-01-22,1.0
2022-01-23,1.0
2022-01-24,11.0
2022-01-25,9.0
2022-01-26,11.0
2022-01-27,14.0
2022-01-28,17.0
2022-01-29,2.0
2022-01-30,1.0
2022-01-31,11.0
2022-02-01,12.0
2022-02-02,12.0
2022-02-03,13.0
2022-02-04,12.0
2022-02-05,1.0
2022-02-06,1.0
2022-02-07,11.0
2022-02-08,12.0
2022-02-09,12.0
2022-02-10,13.0
2022-02-11,16.0
2022-02-12,2.0
2022-02-13,1.0
2022-02-14,9.0
2022-02-15,11.0
2022-02-16,12.0
2022-02-17,13.0
2022-02-18,12.0
2022-02-19,1.0
2022-02-20,1.0
2022-02-21,3.0
2022-02-22,8.0
2022-02-23,10.0
2022-02-24,10.0
2022-02-25,12.0
2022-02-26,2.0
2022-02-27,1.0
2022-02-28,10.0
2022-03-01,10.0
2022-03-02,13.0
2022-03-03,14.0
2022-03-04,16.0
2022-03-05,2.0
2022-03-06,1.0
2022-03-07,10.0
2022-03-08,12.0
2022-03-09,16.0
2022-03-10,17.0
2022-03-11,16.0
2022-03-12,2.0
2022-03-13,1.0
2022-03-14,7.0
2022-03-15,9.0
2022-03-16,9.0
2022-03-17,10.0
2022-03-18,11.0
2022-03-19,1.0
2022-03-20,1.0
2022-03-21,9.0
2022-03-22,11.0
2022-03-23,12.0
2022-03-24,13.0
2022-03-25,71.0
2022-03-26,2.0
2022-03-27,2.0
2022-03-28,35.0
2022-03-29,41.0
2022-03-30,11.0
2022-03-31,57.0
2022-04-01,61.0
2022-04-02,2.0
2022-04-03,1.0
2022-04-04,36.0
2022-04-05,36.0
2022-04-06,45.0
2022-04-07,53.0
2022-04-08,66.0
2022-04-09,3.0
2022-04-10,1.0
2022-04-11,41.0
2022-04-12,45.0
2022-04-13,54.0
2022-04-14,62.0
2022-04-15,21.0
2022-04-16,2.0
2022-04-17,1.0
2022-04-18,31.0
2022-04-19,42.0
2022-04-20,47.0
2022-04-21,58.0
2022-04-22,66.0
2022-04-23,3.0
2022-04-24,2.0
2022-04-25,52.0
2022-04-26,56.0
2022-04-27,59.0
2022-04-28,67.0
2022-04-29,75.0
2022-04-30,3.0
2022-05-01,2.0
2022-05-02,64.0
2022-05-03,71.0
2022-05-04,80.0
2022-05-05,82.0
2022-05-06,97.0
2022-05-07,5.0
2022-05-08,3.0
2022-05-09,71.0
2022-05-10,62.0
2022-05-11,71.0
2022-05-12,83.0
2022-05-13,89.0
2022-05-14,4.0
2022-05-15,2.0
2022-05-16,66.0
2022-05-17,75.0
2022-05-18,77.0
2022-05-19,79.0
2022-05-20,74.0
2022-05-21,4.0
2022-05-22,2.0
2022-05-23,60.0
2022-05-24,60.0
2022-05-25,53.0
2022-05-26,47.0
2022-05-27,34.0
2022-05-28,3.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,27.0
2022-06-01,27.0
2022-06-02,26.0
2022-06-03,25.0
2022-06-04,2.0
2022-06-05,1.0
2022-06-06,19.0
2022-06-07,21.0
2022-06-08,21.0
2022-06-09,20.0
2022-06-10,17.0
2022-06-11,1.0
2022-06-12,1.0
2022-06-13,15.0
2022-06-14,16.0
2022-06-15,14.0
2022-06-16,13.0
2022-06-17,8.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,4.0
2022-06-21,7.0
2022-06-22,7.0
2022-06-23,7.0
2022-06-24,3.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,4.0
2022-06-28,3.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,2.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,1.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,1.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,3.0
2022-08-04,4.0
2022-08-05,6.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,4.0
2022-08-09,6.0
2022-08-10,9.0
2022-08-11,14.0
2022-08-12,21.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,13.0
2022-08-16,19.0
2022-08-17,24.0
2022-08-18,33.0
2022-08-19,49.0
2022-08-20,2.0
2022-08-21,1.0
2022-08-22,30.0
2022-08-23,36.0
2022-08-24,41.0
2022-08-25,45.0
2022-08-26,70.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,39.03504195962803
2022-08-30,44.99489680199592
2022-08-31,56.914606486731685
2022-09-01,73.70220004536176
2022-09-02,78.07008391925606
2022-09-03,3.2759129054207303
2022-09-04,2.1839419369471536
2022-09-05,2.1839419369471536
2022-09-06,44.99489680199592
2022-09-07,60.19051939215242
2022-09-08,74.29417101383534
2022-09-09,97.04161941483329
2022-09-10,3.7759129054207303
2022-09-11,2.1839419369471536
2022-09-12,53.13869358131095
2022-09-13,63.96643229757315
2022-09-14,78.57008391925606
2022-09-15,87.80585166704468
2022-09-16,98.63359038330688
2022-09-17,4.367883873894307
2022-09-18,2.6839419369471536
2022-09-19,55.82263551825811
2022-09-20,67.74234520299387
2022-09-21,84.02993876162395
2022-09-22,86.7138806985711
2022-09-23,99.72556135178044
2022-09-24,4.367883873894307
2022-09-25,2.6839419369471536
2022-09-26,43.90292583352234
2022-09-27,58.00657745520526
2022-09-28,74.58834202767068
2022-09-29,91.16352914493082
2022-09-30,116.02630982082104
2022-10-01,4.735767747788614
2022-10-02,2.367883873894307
2022-10-03,60.381038784304835
2022-10-04,79.32410977545929
2022-10-05,75.77228396461783
2022-10-06,86.4277613971422
2022-10-07,98.26718076661375
2022-10-08,4.735767747788614
2022-10-09,3.5518258108414607
2022-10-10,37.886141982308914
2022-10-11,63.93286459514629
2022-10-12,69.85257427988206
2022-10-13,81.69199364935359
2022-10-14,74.58834202767068
2022-10-15,4.735767747788614
2022-10-16,2.367883873894307
2022-10-17,47.35767747788614
2022-10-18,63.93286459514629
2022-10-19,80.50805171240644
2022-10-20,76.95622590156498
2022-10-21,85.24381946019506
2022-10-22,4.735767747788614
2022-10-23,3.5518258108414607
2022-10-24,49.72556135178045
2022-10-25,55.64527103651622
2022-10-26,66.3007484690406
2022-10-27,73.40440009072353
2022-10-28,81.69199364935359
2022-10-29,3.5518258108414607
2022-10-30,2.367883873894307
2022-10-31,56.82921297346337
2022-11-01,48.54161941483329
2022-11-02,58.01315491041052
2022-11-03,67.48469040598775
2022-11-04,78.14016783851213
2022-11-05,4.735767747788614
2022-11-06,3.5518258108414607
2022-11-07,42.62190973009753
2022-11-08,36.702200045361764
2022-11-09,52.093445225674756
2022-11-10,66.3007484690406
2022-11-11,50.909503288727606
2022-11-12,4.735767747788614
2022-11-13,2.367883873894307
2022-11-14,49.72556135178045
2022-11-15,61.564980721251985
2022-11-16,67.48469040598775
2022-11-17,74.58834202767068
2022-11-18,87.61170333408936
2022-11-19,4.735767747788614
2022-11-20,3.5518258108414607
2022-11-21,34.33431617146745
2022-11-22,46.17373554093899
2022-11-23,14.207303243365843
2022-11-24,2.367883873894307
2022-11-25,2.367883873894307
2022-11-26,1.1839419369471536
2022-11-27,1.1839419369471536
2022-11-28,37.886141982308914
2022-11-29,41.43796779315038
2022-11-30,49.72556135178045
2022-12-01,56.82921297346337
2022-12-02,69.85257427988206
2022-12-03,3.5518258108414607
2022-12-04,2.367883873894307
2022-12-05,48.54161941483329
2022-12-06,80.50805171240644
2022-12-07,92.34747108187798
2022-12-08,100.63506464050805
2022-12-09,118.39419369471536
2022-12-10,7.103651621682921
2022-12-11,4.735767747788614
2022-12-12,94.71535495577228
2022-12-13,106.55477432524381
2022-12-14,113.65842594692674
2022-12-15,116.02630982082104
2022-12-16,114.84236788387389
2022-12-17,7.103651621682921
2022-12-18,4.735767747788614
2022-12-19,52.093445225674756
2022-12-20,60.381038784304835
2022-12-21,50.909503288727606
2022-12-22,34.33431617146745
2022-12-23,13.023361306418689
2022-12-24,3.5518258108414607
2022-12-25,2.367883873894307
2022-12-26,1.1839419369471536
2022-12-27,1.1839419369471536
2022-12-28,1.1839419369471536
2022-12-29,1.1839419369471536
2022-12-30,1.1839419369471536
2022-12-31,1.1839419369471536
2023-01-01,1.1839419369471536
2023-01-02,4.735767747788614
2023-01-03,24.862780675890225
2023-01-04,33.1503742345203
2023-01-05,43.80585166704468
2023-01-06,69.85257427988206
2023-01-07,2.367883873894307
2023-01-08,2.367883873894307
2023-01-09,46.17373554093899
2023-01-10,54.46132909956906
2023-01-11,63.93286459514629
2023-01-12,69.85257427988206
2023-01-13,81.69199364935359
2023-01-14,4.735767747788614
2023-01-15,2.367883873894307
2023-01-16,4.735767747788614
2023-01-17,48.54161941483329
2023-01-18,55.64527103651622
2023-01-19,71.03651621682921
2023-01-20,80.50805171240644
2023-01-21,3.5518258108414607
2023-01-22,3.5518258108414607
2023-01-23,50.909503288727606
2023-01-24,62.748922658199135
2023-01-25,58.01315491041052
2023-01-26,68.6686323429349
2023-01-27,79.32410977545929
2023-01-28,4.735767747788614
2023-01-29,3.5518258108414607
2023-01-30,46.17373554093899
2023-01-31,54.46132909956906
2023-02-01,56.82921297346337
2023-02-02,69.85257427988206
2023-02-03,81.69199364935359
2023-02-04,4.735767747788614
2023-02-05,3.5518258108414607
2023-02-06,43.80585166704468
2023-02-07,41.43796779315038
2023-02-08,59.19709684735768
2023-02-09,68.6686323429349
2023-02-10,82.87593558630076
2023-02-11,4.735767747788614
2023-02-12,2.367883873894307
2023-02-13,40.25402585620322
2023-02-14,58.01315491041052
2023-02-15,59.19709684735768
2023-02-16,66.3007484690406
2023-02-17,66.3007484690406
2023-02-18,4.735767747788614
2023-02-19,2.367883873894307
2023-02-20,10.655477432524382
2023-02-21,37.886141982308914
2023-02-22,42.62190973009753
2023-02-23,52.093445225674756
2023-02-24,72.22045815377636
2023-02-25,4.735767747788614
2023-02-26,3.5518258108414607
2023-02-27,53.277387162621906
2023-02-28,56.82921297346337
2023-03-01,65.11680653209345
2023-03-02,73.40440009072353
2023-03-03,79.32410977545929
2023-03-04,4.735767747788614
2023-03-05,3.5518258108414607
2023-03-06,52.093445225674756
2023-03-07,58.01315491041052
2023-03-08,69.85257427988206
2023-03-09,78.14016783851213
2023-03-10,82.87593558630076
2023-03-11,5.919709684735768
2023-03-12,3.5518258108414607
2023-03-13,35.51825810841461
2023-03-14,44.989793603991835
2023-03-15,47.35767747788614
2023-03-16,50.909503288727606
2023-03-17,50.909503288727606
2023-03-18,3.5518258108414607
2023-03-19,2.367883873894307
2023-03-20,41.43796779315038
2023-03-21,48.54161941483329
2023-03-22,54.46132909956906
2023-03-23,63.93286459514629
2023-03-24,76.95622590156498
2023-03-25,4.735767747788614
2023-03-26,3.5518258108414607
2023-03-27,41.43796779315038
2023-03-28,47.35767747788614
2023-03-29,58.01315491041052
2023-03-30,71.03651621682921
2023-03-31,88.79564527103652
2023-04-01,7.103651621682921
2023-04-02,3.5518258108414607
2023-04-03,42.62190973009753
2023-04-04,48.54161941483329
2023-04-05,59.19709684735768
2023-04-06,69.85257427988206
2023-04-07,21.310954865048764
2023-04-08,3.5518258108414607
2023-04-09,2.367883873894307
2023-04-10,34.33431617146745
2023-04-11,50.909503288727606
2023-04-12,52.093445225674756
2023-04-13,69.85257427988206
2023-04-14,82.87593558630076
2023-04-15,4.735767747788614
2023-04-16,3.5518258108414607
2023-04-17,60.381038784304835
2023-04-18,65.11680653209345
2023-04-19,73.40440009072353
2023-04-20,84.0598775232479
2023-04-21,93.53141301882513
2023-04-22,7.103651621682921
2023-04-23,4.735767747788614
2023-04-24,71.03651621682921
2023-04-25,73.40440009072353
2023-04-26,80.53840530648276
2023-04-27,86.44589766960281
2023-04-28,98.85285336431647
2023-04-29,5.9074923631200456
2023-04-30,3.7410045859221714
2023-05-01,72.46442516616484
2023-05-02,72.46442516616484
2023-05-03,74.63091294336272
2023-05-04,81.13037627495635
2023-05-05,90.77887322399856
2023-05-06,5.9074923631200456
2023-05-07,3.7410045859221714
2023-05-08,69.31539154871626
2023-05-09,72.46442516616484
2023-05-10,82.11292211520706
2023-05-11,98.26088239584291
2023-05-12,108.5013503133587
2023-05-13,8.07398014031792
2023-05-14,5.9074923631200456
2023-05-15,86.44589766960281
2023-05-16,92.35339003272287
2023-05-17,95.11184877839432
2023-05-18,94.51987780992073
2023-05-19,101.01934114151436
2023-05-20,7.482009171844343
2023-05-21,5.315521394646469
2023-05-22,74.63091294336272
2023-05-23,71.48187932591412
2023-05-24,67.14890377151838
2023-05-25,55.33391904527829
2023-05-26,39.30183361002883
2023-05-27,3.9301833610028827
2023-05-28,1.9650916805014413
2023-05-29,3.9301833610028827
2023-05-30,37.336741929527385
2023-05-31,35.37165024902595
2023-06-01,33.4065585685245
2023-06-02,37.336741929527385
2023-06-03,3.9301833610028827
2023-06-04,1.9650916805014413
2023-06-05,25.546191846518738
2023-06-06,27.51128352702018
2023-06-07,27.51128352702018
2023-06-08,27.51128352702018
2023-06-09,21.616008485515856
2023-06-10,1.9650916805014413
2023-06-11,1.9650916805014413
2023-06-12,17.685825124512974
2023-06-13,17.685825124512974
2023-06-14,15.72073344401153
2023-06-15,13.75564176351009
2023-06-16,9.825458402507207
2023-06-17,1.9650916805014413
2023-06-18,1.9650916805014413
2023-06-19,1.9650916805014413
2023-06-20,7.860366722005765
2023-06-21,7.860366722005765
2023-06-22,5.895275041504324
2023-06-23,5.895275041504324
2023-06-24,1.9650916805014413
2023-06-25,1.9650916805014413
2023-06-26,3.9301833610028827
2023-06-27,3.9301833610028827
2023-06-28,3.9301833610028827
2023-06-29,3.9301833610028827
2023-06-30,1.9650916805014413
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,1.9650916805014413
2023-07-04,0.0
2023-07-05,1.9650916805014413
2023-07-06,1.9650916805014413
2023-07-07,1.9650916805014413
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,1.9650916805014413
2023-07-11,1.9650916805014413
2023-07-12,1.9650916805014413
2023-07-13,3.9301833610028827
2023-07-14,1.9650916805014413
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,1.9650916805014413
2023-07-18,1.9650916805014413
2023-07-19,1.9650916805014413
2023-07-20,3.9301833610028827
2023-07-21,1.9650916805014413
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,1.9650916805014413
2023-07-25,1.9650916805014413
2023-07-26,1.9650916805014413
2023-07-27,1.9650916805014413
2023-07-28,1.9650916805014413
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,1.9650916805014413
2023-08-01,3.9301833610028827
2023-08-02,3.9301833610028827
2023-08-03,5.895275041504324
2023-08-04,7.860366722005765
2023-08-05,1.9650916805014413
2023-08-06,0.0
2023-08-07,5.895275041504324
2023-08-08,7.860366722005765
2023-08-09,11.790550083008648
2023-08-10,19.650916805014415
2023-08-11,27.51128352702018
2023-08-12,1.9650916805014413
2023-08-13,1.9650916805014413
2023-08-14,19.650916805014415
2023-08-15,25.546191846518738
2023-08-16,31.44146688802306
2023-08-17,39.30183361002883
2023-08-18,60.91784209554468
2023-08-19,3.9301833610028827
2023-08-20,1.9650916805014413
2023-08-21,33.4065585685245
2023-08-22,47.162200332034594
2023-08-23,53.057475373538914
2023-08-24,66.813117137049
2023-08-25,86.46403394206342
2023-08-26,3.9301833610028827
2023-08-27,3.9301833610028827
2023-08-28,47.162200332034594
2023-08-29,64.84802545654756
2023-08-30,68.77820881755045
2023-08-31,92.35930898356774
2023-09-01,96.28949234457063
2023-09-02,5.895275041504324
2023-09-03,3.9301833610028827
2023-09-04,3.9301833610028827
2023-09-05,53.057475373538914
2023-09-06,78.60366722005766
2023-09-07,98.25458402507206
2023-09-08,115.94040914958504
2023-09-09,5.895275041504324
2023-09-10,3.9301833610028827
2023-09-11,66.813117137049
2023-09-12,88.42912562256485
2023-09-13,100.21967570557351
2023-09-14,110.04513410808072
2023-09-15,127.73095923259369
2023-09-16,5.895275041504324
2023-09-17,3.9301833610028827
2023-09-18,70.7433004980519
2023-09-19,88.42912562256485
2023-09-20,98.25458402507206
2023-09-21,106.11495074707783
2023-09-22,129.69605091309512
2023-09-23,7.860366722005765
2023-09-24,3.9301833610028827
2023-09-25,60.91784209554468
2023-09-26,84.49894226156198
2023-09-27,90.3942173030663
2023-09-28,108.08004242757927
2023-09-29,125.76586755209225
2023-09-30,7.860366722005765
2023-10-01,5.895275041504324
2023-10-02,72.70839217855332
2023-10-03,84.49894226156198
2023-10-04,90.3942173030663
2023-10-05,113.97531746908359
2023-10-06,110.04513410808072
2023-10-07,7.860366722005765
2023-10-08,3.9301833610028827
2023-10-09,39.30183361002883
2023-10-10,70.7433004980519
2023-10-11,74.67348385905477
2023-10-12,94.32440066406919
2023-10-13,96.28949234457063
2023-10-14,5.895275041504324
2023-10-15,3.9301833610028827
2023-10-16,55.02256705404036
2023-10-17,76.63857553955621
