Time,the_whale
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,4.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,2.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,4.0
2022-05-12,3.0
2022-05-13,3.0
2022-05-14,2.0
2022-05-15,3.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,2.0
2022-05-22,2.0
2022-05-23,3.0
2022-05-24,3.0
2022-05-25,2.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,2.0
2022-05-29,3.0
2022-05-30,3.0
2022-05-31,2.0
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,2.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,3.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,3.0
2022-06-13,2.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,2.0
2022-06-22,3.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,2.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,2.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,2.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,7.0
2022-07-27,11.0
2022-07-28,8.0
2022-07-29,5.0
2022-07-30,4.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,3.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,3.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,3.0
2022-08-23,4.0
2022-08-24,3.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,4.0
2022-09-01,7.0
2022-09-02,7.5
2022-09-03,6.5
2022-09-04,14.0
2022-09-05,98.5
2022-09-06,51.5
2022-09-07,27.5
2022-09-08,14.0
2022-09-09,9.0
2022-09-10,8.5
2022-09-11,8.0
2022-09-12,9.0
2022-09-13,9.0
2022-09-14,9.0
2022-09-15,8.0
2022-09-16,7.0
2022-09-17,7.0
2022-09-18,10.5
2022-09-19,6.0
2022-09-20,5.0
2022-09-21,4.0
2022-09-22,4.0
2022-09-23,3.0
2022-09-24,4.0
2022-09-25,4.0
2022-09-26,3.0
2022-09-27,3.0
2022-09-28,3.0
2022-09-29,3.0
2022-09-30,3.0
2022-10-01,3.0
2022-10-02,3.0
2022-10-03,3.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,3.0
2022-10-07,3.0
2022-10-08,3.0
2022-10-09,3.0
2022-10-10,3.0
2022-10-11,3.0
2022-10-12,5.0
2022-10-13,5.0
2022-10-14,4.0
2022-10-15,3.0
2022-10-16,3.0
2022-10-17,4.0
2022-10-18,3.0
2022-10-19,3.0
2022-10-20,3.0
2022-10-21,3.0
2022-10-22,3.0
2022-10-23,3.0
2022-10-24,3.0
2022-10-25,3.0
2022-10-26,3.0
2022-10-27,3.0
2022-10-28,3.0
2022-10-29,3.0
2022-10-30,3.0
2022-10-31,3.0
2022-11-01,2.0
2022-11-02,3.0
2022-11-03,3.0
2022-11-04,3.0
2022-11-05,3.0
2022-11-06,2.0
2022-11-07,2.0
2022-11-08,8.0
2022-11-09,9.0
2022-11-10,5.0
2022-11-11,4.0
2022-11-12,4.0
2022-11-13,4.0
2022-11-14,3.0
2022-11-15,4.0
2022-11-16,6.0
2022-11-17,7.0
2022-11-18,5.0
2022-11-19,5.0
2022-11-20,5.0
2022-11-21,4.0
2022-11-22,3.0
2022-11-23,3.0
2022-11-24,3.0
2022-11-25,3.0
2022-11-26,3.0
2022-11-27,4.0
2022-11-28,3.0
2022-11-29,3.0
2022-11-30,5.0
2022-12-01,6.0
2022-12-02,5.0
2022-12-03,7.0
2022-12-04,7.0
2022-12-05,5.0
2022-12-06,5.0
2022-12-07,7.0
2022-12-08,7.0
2022-12-09,11.0
2022-12-10,13.0
2022-12-11,12.0
2022-12-12,9.0
2022-12-13,9.0
2022-12-14,11.0
2022-12-15,15.0
2022-12-16,13.0
2022-12-17,13.0
2022-12-18,11.0
2022-12-19,11.0
2022-12-20,12.0
2022-12-21,15.0
2022-12-22,15.0
2022-12-23,15.0
2022-12-24,13.0
2022-12-25,16.0
2022-12-26,17.0
2022-12-27,15.0
2022-12-28,14.0
2022-12-29,13.0
2022-12-30,14.0
2022-12-31,15.0
2023-01-01,14.0
2023-01-02,14.0
2023-01-03,11.0
2023-01-04,10.0
2023-01-05,12.0
2023-01-06,16.0
2023-01-07,19.0
2023-01-08,14.0
2023-01-09,11.0
2023-01-10,11.0
2023-01-11,14.0
2023-01-12,12.0
2023-01-13,13.0
2023-01-14,16.0
2023-01-15,15.0
2023-01-16,26.0
2023-01-17,18.0
2023-01-18,14.0
2023-01-19,12.0
2023-01-20,14.0
2023-01-21,16.0
2023-01-22,15.0
2023-01-23,9.0
2023-01-24,14.0
2023-01-25,13.0
2023-01-26,12.0
2023-01-27,12.0
2023-01-28,15.0
2023-01-29,13.0
2023-01-30,8.0
2023-01-31,8.0
2023-02-01,7.0
2023-02-02,7.0
2023-02-03,7.0
2023-02-04,9.0
2023-02-05,9.0
2023-02-06,7.0
2023-02-07,7.0
2023-02-08,8.0
2023-02-09,7.0
2023-02-10,7.0
2023-02-11,8.0
2023-02-12,8.0
2023-02-13,5.0
2023-02-14,6.0
2023-02-15,6.0
2023-02-16,5.0
2023-02-17,6.0
2023-02-18,7.0
2023-02-19,8.0
2023-02-20,6.0
2023-02-21,9.0
2023-02-22,13.0
2023-02-23,12.0
2023-02-24,16.0
2023-02-25,18.0
2023-02-26,26.0
2023-02-27,19.0
2023-02-28,16.0
2023-03-01,13.0
2023-03-02,11.0
2023-03-03,10.0
2023-03-04,14.0
2023-03-05,15.0
2023-03-06,13.0
2023-03-07,9.0
2023-03-08,8.0
2023-03-09,9.0
2023-03-10,10.0
2023-03-11,15.0
2023-03-12,21.0
2023-03-13,100.0
2023-03-14,46.0
2023-03-15,31.0
2023-03-16,23.0
2023-03-17,21.0
2023-03-18,25.0
2023-03-19,26.0
2023-03-20,16.0
2023-03-21,13.0
2023-03-22,11.0
2023-03-23,11.0
2023-03-24,10.0
2023-03-25,13.0
2023-03-26,14.0
2023-03-27,9.0
2023-03-28,7.0
2023-03-29,7.0
2023-03-30,7.0
2023-03-31,8.0
2023-04-01,9.0
2023-04-02,10.0
2023-04-03,7.0
2023-04-04,6.0
2023-04-05,6.0
2023-04-06,6.0
2023-04-07,6.0
2023-04-08,8.0
2023-04-09,8.0
2023-04-10,6.0
2023-04-11,5.0
2023-04-12,5.0
2023-04-13,5.0
2023-04-14,5.0
2023-04-15,6.0
2023-04-16,7.0
2023-04-17,5.0
2023-04-18,5.0
2023-04-19,5.0
2023-04-20,5.0
2023-04-21,5.0
2023-04-22,6.0
2023-04-23,7.0
2023-04-24,6.0
2023-04-25,5.0
2023-04-26,5.045454545454545
2023-04-27,4.863636363636363
2023-04-28,4.818181818181818
2023-04-29,5.7272727272727275
2023-04-30,5.954545454545455
2023-05-01,4.863636363636363
2023-05-02,4.090909090909091
2023-05-03,4.181818181818182
2023-05-04,4.7272727272727275
2023-05-05,4.181818181818182
2023-05-06,4.181818181818182
2023-05-07,5.136363636363637
2023-05-08,5.0
2023-05-09,4.772727272727273
2023-05-10,4.181818181818182
2023-05-11,4.7272727272727275
2023-05-12,4.181818181818182
2023-05-13,4.136363636363637
2023-05-14,4.863636363636363
2023-05-15,4.7272727272727275
2023-05-16,4.045454545454545
2023-05-17,3.9545454545454546
2023-05-18,4.181818181818182
2023-05-19,4.090909090909091
2023-05-20,4.772727272727273
2023-05-21,4.7272727272727275
2023-05-22,4.7272727272727275
2023-05-23,3.9545454545454546
2023-05-24,4.0
2023-05-25,4.090909090909091
2023-05-26,3.7272727272727275
2023-05-27,4.090909090909091
2023-05-28,4.636363636363637
2023-05-29,4.636363636363637
2023-05-30,3.8181818181818183
2023-05-31,3.4545454545454546
2023-06-01,3.5454545454545454
2023-06-02,3.4545454545454546
2023-06-03,4.181818181818182
2023-06-04,4.636363636363637
2023-06-05,3.909090909090909
2023-06-06,3.909090909090909
2023-06-07,3.6363636363636367
2023-06-08,3.6363636363636367
2023-06-09,3.272727272727273
2023-06-10,4.0
2023-06-11,4.636363636363637
2023-06-12,3.8181818181818183
2023-06-13,3.3636363636363638
2023-06-14,3.3636363636363638
2023-06-15,3.272727272727273
2023-06-16,3.3636363636363638
2023-06-17,4.181818181818182
2023-06-18,4.545454545454546
2023-06-19,4.0
2023-06-20,4.0
2023-06-21,5.363636363636364
2023-06-22,6.0
2023-06-23,5.0
2023-06-24,5.090909090909091
2023-06-25,4.7272727272727275
2023-06-26,3.8181818181818183
2023-06-27,3.5454545454545454
2023-06-28,3.8181818181818183
2023-06-29,4.454545454545455
2023-06-30,3.8181818181818183
2023-07-01,3.7272727272727275
2023-07-02,4.818181818181818
2023-07-03,4.0
2023-07-04,4.181818181818182
2023-07-05,9.090909090909092
2023-07-06,4.818181818181818
2023-07-07,3.909090909090909
2023-07-08,4.363636363636363
2023-07-09,5.636363636363637
2023-07-10,4.2727272727272725
2023-07-11,3.4545454545454546
2023-07-12,3.272727272727273
2023-07-13,3.5454545454545454
2023-07-14,3.7272727272727275
2023-07-15,4.454545454545455
2023-07-16,4.818181818181818
2023-07-17,3.6363636363636367
2023-07-18,3.0
2023-07-19,3.181818181818182
2023-07-20,3.272727272727273
2023-07-21,3.090909090909091
2023-07-22,3.6363636363636367
2023-07-23,4.545454545454546
2023-07-24,3.5454545454545454
2023-07-25,3.272727272727273
2023-07-26,3.090909090909091
2023-07-27,3.272727272727273
2023-07-28,3.090909090909091
2023-07-29,3.909090909090909
2023-07-30,4.181818181818182
2023-07-31,3.0
2023-08-01,2.909090909090909
2023-08-02,3.4545454545454546
2023-08-03,3.8181818181818183
2023-08-04,3.909090909090909
2023-08-05,4.363636363636363
2023-08-06,5.090909090909091
2023-08-07,4.0
2023-08-08,3.272727272727273
2023-08-09,4.090909090909091
2023-08-10,3.5454545454545454
2023-08-11,3.4545454545454546
2023-08-12,4.454545454545455
2023-08-13,7.363636363636364
2023-08-14,4.363636363636363
2023-08-15,3.7272727272727275
2023-08-16,3.6363636363636367
2023-08-17,3.272727272727273
2023-08-18,3.8181818181818183
2023-08-19,7.090909090909091
2023-08-20,7.636363636363637
2023-08-21,5.545454545454546
2023-08-22,4.454545454545455
2023-08-23,4.181818181818182
2023-08-24,3.5454545454545454
2023-08-25,4.363636363636363
2023-08-26,4.909090909090909
2023-08-27,5.363636363636364
2023-08-28,4.090909090909091
2023-08-29,4.545454545454546
2023-08-30,4.0
2023-08-31,3.7272727272727275
2023-09-01,3.5454545454545454
2023-09-02,4.181818181818182
2023-09-03,5.909090909090909
2023-09-04,4.7272727272727275
2023-09-05,3.6363636363636367
2023-09-06,3.090909090909091
2023-09-07,3.4545454545454546
2023-09-08,3.0
2023-09-09,3.5454545454545454
2023-09-10,3.8181818181818183
2023-09-11,3.3636363636363638
2023-09-12,3.272727272727273
2023-09-13,3.4545454545454546
2023-09-14,3.090909090909091
2023-09-15,3.0
2023-09-16,4.0
2023-09-17,4.7272727272727275
2023-09-18,3.6363636363636367
2023-09-19,3.7272727272727275
2023-09-20,3.8181818181818183
2023-09-21,3.4545454545454546
2023-09-22,3.272727272727273
2023-09-23,3.7272727272727275
2023-09-24,3.909090909090909
2023-09-25,3.4545454545454546
2023-09-26,3.3636363636363638
2023-09-27,3.090909090909091
2023-09-28,3.090909090909091
2023-09-29,2.909090909090909
2023-09-30,3.272727272727273
2023-10-01,3.5454545454545454
2023-10-02,3.4545454545454546
2023-10-03,2.909090909090909
2023-10-04,3.090909090909091
2023-10-05,2.6363636363636362
2023-10-06,3.181818181818182
2023-10-07,2.8181818181818183
2023-10-08,2.909090909090909
2023-10-09,2.7272727272727275
2023-10-10,2.6363636363636362
2023-10-11,3.0
2023-10-12,2.8181818181818183
2023-10-13,2.7272727272727275
2023-10-14,2.8181818181818183
2023-10-15,2.909090909090909
2023-10-16,2.6363636363636362
2023-10-17,2.6363636363636362
2023-10-18,2.7272727272727275
2023-10-19,3.3636363636363638
2023-10-20,3.090909090909091
2023-10-21,3.3636363636363638
2023-10-22,3.5454545454545454
2023-10-23,2.909090909090909
2023-10-24,3.0
2023-10-25,2.5454545454545454
2023-10-26,2.8181818181818183
2023-10-27,2.909090909090909
2023-10-28,2.8181818181818183
2023-10-29,2.8181818181818183
2023-10-30,3.0
2023-10-31,2.7272727272727275
2023-11-01,2.5454545454545454
2023-11-02,2.5454545454545454
2023-11-03,2.909090909090909
2023-11-04,3.090909090909091
2023-11-05,2.909090909090909
2023-11-06,2.909090909090909
2023-11-07,2.8181818181818183
2023-11-08,2.8181818181818183
2023-11-09,3.090909090909091
2023-11-10,2.5454545454545454
2023-11-11,2.909090909090909
2023-11-12,2.8181818181818183
2023-11-13,3.0
2023-11-14,3.090909090909091
2023-11-15,2.909090909090909
2023-11-16,2.6363636363636362
2023-11-17,3.090909090909091
2023-11-18,3.4545454545454546
2023-11-19,3.181818181818182
2023-11-20,3.0
2023-11-21,3.181818181818182
2023-11-22,2.6363636363636362
2023-11-23,3.5454545454545454
2023-11-24,3.8181818181818183
2023-11-25,3.4545454545454546
2023-11-26,3.181818181818182
2023-11-27,3.0
2023-11-28,3.181818181818182
2023-11-29,3.0
2023-11-30,3.0
2023-12-01,2.5454545454545454
2023-12-02,2.7272727272727275
2023-12-03,3.0
2023-12-04,3.272727272727273
2023-12-05,3.272727272727273
2023-12-06,2.8181818181818183
2023-12-07,3.090909090909091
2023-12-08,2.909090909090909
2023-12-09,2.7272727272727275
2023-12-10,2.909090909090909
2023-12-11,3.181818181818182
2023-12-12,3.090909090909091
2023-12-13,3.0
2023-12-14,3.0
2023-12-15,2.7272727272727275
2023-12-16,3.0
2023-12-17,2.7272727272727275
2023-12-18,2.6363636363636362
2023-12-19,2.8181818181818183
2023-12-20,2.5454545454545454
2023-12-21,2.4545454545454546
2023-12-22,2.5584415584415585
2023-12-23,2.896103896103896
2023-12-24,2.7272727272727275
2023-12-25,2.5584415584415585
2023-12-26,2.896103896103896
2023-12-27,2.980519480519481
2023-12-28,2.4350649350649354
2023-12-29,2.6428571428571432
2023-12-30,3.2727272727272734
2023-12-31,3.2727272727272734
2024-01-01,3.7727272727272734
2024-01-02,3.2727272727272734
2024-01-03,2.980519480519481
2024-01-04,2.7272727272727275
2024-01-05,2.603896103896104
2024-01-06,3.1883116883116887
2024-01-07,2.980519480519481
2024-01-08,3.0194805194805197
2024-01-09,2.6428571428571432
2024-01-10,3.2727272727272734
2024-01-11,3.1883116883116887
2024-01-12,2.896103896103896
2024-01-13,2.811688311688312
2024-01-14,3.2727272727272734
2024-01-15,3.1883116883116887
2024-01-16,2.7272727272727275
2024-01-17,2.7272727272727275
2024-01-18,2.9350649350649354
2024-01-19,2.7272727272727275
2024-01-20,3.3571428571428577
2024-01-21,3.350649350649351
2024-01-22,3.1168831168831175
2024-01-23,3.0389610389610393
2024-01-24,2.9610389610389616
2024-01-25,2.8051948051948057
2024-01-26,2.8831168831168834
2024-01-27,2.9610389610389616
2024-01-28,3.1168831168831175
2024-01-29,2.9610389610389616
2024-01-30,3.194805194805195
2024-01-31,2.9610389610389616
2024-02-01,3.194805194805195
2024-02-02,2.9610389610389616
2024-02-03,2.8831168831168834
2024-02-04,3.1168831168831175
2024-02-05,2.9610389610389616
2024-02-06,3.1168831168831175
2024-02-07,2.9610389610389616
2024-02-08,3.2727272727272734
2024-02-09,2.8831168831168834
2024-02-10,3.0389610389610393
2024-02-11,3.1168831168831175
2024-02-12,2.64935064935065
2024-02-13,2.9610389610389616
2024-02-14,3.0389610389610393
2024-02-15,3.194805194805195
2024-02-16,7.792207792207793
2024-02-17,3.584415584415585
2024-02-18,3.7402597402597406
2024-02-19,3.4285714285714293
2024-02-20,3.1168831168831175
2024-02-21,3.1168831168831175
2024-02-22,3.8961038961038965
2024-02-23,3.2727272727272734
2024-02-24,3.194805194805195
2024-02-25,3.818181818181819
2024-02-26,3.584415584415585
2024-02-27,3.2727272727272734
2024-02-28,3.194805194805195
2024-02-29,3.506493506493507
2024-03-01,3.7402597402597406
2024-03-02,3.2727272727272734
2024-03-03,3.818181818181819
2024-03-04,3.7402597402597406
2024-03-05,3.662337662337663
2024-03-06,4.207792207792209
2024-03-07,4.207792207792209
2024-03-08,3.7402597402597406
2024-03-09,3.1168831168831175
2024-03-10,3.584415584415585
2024-03-11,4.363636363636364
2024-03-12,3.584415584415585
2024-03-13,3.2727272727272734
2024-03-14,3.1168831168831175
2024-03-15,3.2727272727272734
2024-03-16,3.194805194805195
2024-03-17,3.350649350649351
2024-03-18,3.2727272727272734
2024-03-19,3.350649350649351
2024-03-20,3.584415584415585
2024-03-21,3.1168831168831175
2024-03-22,3.0389610389610393
2024-03-23,3.1168831168831175
2024-03-24,3.194805194805195
2024-03-25,3.1168831168831175
2024-03-26,3.0389610389610393
2024-03-27,2.9610389610389616
2024-03-28,4.051948051948052
2024-03-29,3.1168831168831175
2024-03-30,2.493506493506494
2024-03-31,2.9610389610389616
2024-04-01,2.493506493506494
2024-04-02,2.9610389610389616
2024-04-03,3.0389610389610393
2024-04-04,2.9610389610389616
2024-04-05,3.0389610389610393
2024-04-06,2.64935064935065
2024-04-07,3.2727272727272734
2024-04-08,3.194805194805195
2024-04-09,3.1168831168831175
2024-04-10,3.1168831168831175
2024-04-11,2.9610389610389616
2024-04-12,3.0389610389610393
2024-04-13,2.64935064935065
2024-04-14,2.7272727272727275
2024-04-15,3.350649350649351
2024-04-16,2.8831168831168834
2024-04-17,2.9610389610389616
2024-04-18,3.4285714285714293
2024-04-19,2.9610389610389616
2024-04-20,2.64935064935065
2024-04-21,2.9610389610389616
2024-04-22,3.506493506493507
2024-04-23,3.1168831168831175
2024-04-24,3.584415584415585
2024-04-25,3.2727272727272734
2024-04-26,3.194805194805195
2024-04-27,3.0389610389610393
2024-04-28,3.1168831168831175
2024-04-29,3.506493506493507
2024-04-30,3.4285714285714293
2024-05-01,3.1168831168831175
2024-05-02,3.2727272727272734
2024-05-03,3.2727272727272734
2024-05-04,2.8051948051948057
2024-05-05,3.0389610389610393
2024-05-06,3.662337662337663
2024-05-07,3.1168831168831175
2024-05-08,3.350649350649351
2024-05-09,3.350649350649351
2024-05-10,3.4285714285714293
2024-05-11,2.7272727272727275
2024-05-12,3.0389610389610393
2024-05-13,3.2727272727272734
2024-05-14,3.0389610389610393
2024-05-15,3.350649350649351
2024-05-16,3.350649350649351
2024-05-17,3.2727272727272734
2024-05-18,2.8051948051948057
2024-05-19,3.0389610389610393
2024-05-20,3.2727272727272734
2024-05-21,3.1168831168831175
2024-05-22,3.350649350649351
2024-05-23,3.1168831168831175
2024-05-24,2.9610389610389616
2024-05-25,2.9610389610389616
2024-05-26,3.4285714285714293
2024-05-27,3.506493506493507
2024-05-28,2.8831168831168834
2024-05-29,2.9610389610389616
2024-05-30,2.8831168831168834
2024-05-31,2.8051948051948057
2024-06-01,2.8831168831168834
2024-06-02,2.8051948051948057
2024-06-03,2.7272727272727275
2024-06-04,2.8051948051948057
2024-06-05,2.9610389610389616
2024-06-06,2.9610389610389616
2024-06-07,3.2727272727272734
2024-06-08,3.350649350649351
2024-06-09,3.350649350649351
2024-06-10,2.9610389610389616
2024-06-11,2.8051948051948057
2024-06-12,2.415584415584416
2024-06-13,2.7272727272727275
2024-06-14,2.64935064935065
2024-06-15,3.0389610389610393
2024-06-16,3.194805194805195
2024-06-17,3.584415584415585
2024-06-18,3.350649350649351
2024-06-19,2.8051948051948057
2024-06-20,2.9610389610389616
2024-06-21,3.1168831168831175
2024-06-22,3.584415584415585
2024-06-23,3.2727272727272734
2024-06-24,2.8051948051948057
2024-06-25,2.415584415584416
2024-06-26,2.5714285714285716
2024-06-27,2.5714285714285716
2024-06-28,2.5714285714285716
2024-06-29,2.9610389610389616
2024-06-30,3.1168831168831175
2024-07-01,2.493506493506494
2024-07-02,2.415584415584416
2024-07-03,2.5714285714285716
2024-07-04,2.64935064935065
2024-07-05,2.7272727272727275
2024-07-06,3.1168831168831175
2024-07-07,3.350649350649351
2024-07-08,2.64935064935065
2024-07-09,2.64935064935065
2024-07-10,2.8051948051948057
2024-07-11,2.7272727272727275
2024-07-12,2.7272727272727275
2024-07-13,2.9610389610389616
2024-07-14,2.9610389610389616
2024-07-15,2.493506493506494
2024-07-16,2.5714285714285716
2024-07-17,2.8831168831168834
2024-07-18,2.5714285714285716
2024-07-19,2.493506493506494
2024-07-20,2.8831168831168834
2024-07-21,2.9610389610389616
2024-07-22,2.415584415584416
2024-07-23,2.7272727272727275
2024-07-24,4.2857142857142865
2024-07-25,3.0389610389610393
2024-07-26,2.493506493506494
2024-07-27,2.8831168831168834
2024-07-28,3.0389610389610393
2024-07-29,2.64935064935065
2024-07-30,2.337662337662338
2024-07-31,2.2597402597402603
2024-08-01,2.415584415584416
2024-08-02,2.493506493506494
2024-08-03,2.8831168831168834
2024-08-04,3.0389610389610393
2024-08-05,2.2597402597402603
2024-08-06,2.5714285714285716
2024-08-07,2.5714285714285716
2024-08-08,2.64935064935065
2024-08-09,2.415584415584416
2024-08-10,2.7272727272727275
2024-08-11,3.662337662337663
2024-08-12,2.64935064935065
2024-08-13,2.415584415584416
2024-08-14,2.64935064935065
2024-08-15,3.0389610389610393
2024-08-16,2.64935064935065
2024-08-17,3.506493506493507
2024-08-18,3.654545454545455
2024-08-19,2.8792207792207796
2024-08-20,2.8051948051948057
2024-08-21,2.6571428571428575
2024-08-22,2.5090909090909097
2024-08-23,2.731168831168832
2024-08-24,3.210389610389611
2024-08-25,3.8766233766233773
2024-08-26,3.1363636363636367
2024-08-27,3.1012987012987017
2024-08-28,3.1012987012987017
2024-08-29,3.284415584415585
2024-08-30,3.8766233766233773
2024-08-31,4.3909090909090915
2024-09-01,4.281818181818183
2024-09-02,4.538961038961039
2024-09-03,3.062337662337663
2024-09-04,2.988311688311689
2024-09-05,2.953246753246754
2024-09-06,2.8051948051948057
2024-09-07,3.210389610389611
2024-09-08,3.654545454545455
2024-09-09,2.953246753246754
2024-09-10,2.6571428571428575
2024-09-11,2.731168831168832
2024-09-12,2.8792207792207796
2024-09-13,3.1363636363636367
2024-09-14,3.0272727272727273
2024-09-15,3.284415584415585
2024-09-16,2.953246753246754
2024-09-17,3.2259740259740264
2024-09-18,3.2961038961038964
2024-09-19,2.9454545454545458
2024-09-20,3.0857142857142863
2024-09-21,3.0857142857142863
2024-09-22,3.2961038961038964
2024-09-23,2.9454545454545458
2024-09-24,2.8753246753246757
2024-09-25,2.664935064935065
2024-09-26,2.594805194805195
2024-09-27,2.8753246753246757
2024-09-28,2.7350649350649356
2024-09-29,3.015584415584416
2024-09-30,2.524675324675325
2024-10-01,2.3142857142857145
2024-10-02,2.7350649350649356
2024-10-03,2.7350649350649356
2024-10-04,2.454545454545455
2024-10-05,3.2961038961038964
2024-10-06,2.8753246753246757
2024-10-07,2.524675324675325
2024-10-08,2.3844155844155845
2024-10-09,2.524675324675325
2024-10-10,2.594805194805195
2024-10-11,2.3844155844155845
2024-10-12,2.7350649350649356
2024-10-13,2.524675324675325
2024-10-14,2.524675324675325
2024-10-15,2.2441558441558445
2024-10-16,2.454545454545455
2024-10-17,2.3844155844155845
2024-10-18,2.524675324675325
2024-10-19,2.454545454545455
2024-10-20,2.524675324675325
2024-10-21,2.524675324675325
2024-10-22,2.7350649350649356
2024-10-23,2.9454545454545458
2024-10-24,2.8753246753246757
2024-10-25,2.8753246753246757
2024-10-26,2.594805194805195
2024-10-27,2.7350649350649356
2024-10-28,2.7350649350649356
2024-10-29,2.3844155844155845
2024-10-30,2.524675324675325
2024-10-31,2.2441558441558445
2024-11-01,3.8571428571428577
2024-11-02,6.1012987012987026
2024-11-03,6.732467532467533
2024-11-04,5.610389610389611
2024-11-05,4.488311688311689
2024-11-06,3.2259740259740264
2024-11-07,5.04935064935065
2024-11-08,5.11948051948052
2024-11-09,6.171428571428573
2024-11-10,6.241558441558443
2024-11-11,5.18961038961039
2024-11-12,4.348051948051949
