Time,the whale
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,4.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,2.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,4.0
2022-05-12,3.0
2022-05-13,3.0
2022-05-14,2.0
2022-05-15,3.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,2.0
2022-05-22,2.0
2022-05-23,3.0
2022-05-24,3.0
2022-05-25,2.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,2.0
2022-05-29,3.0
2022-05-30,3.0
2022-05-31,2.0
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,2.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,3.0
2022-06-09,2.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,3.0
2022-06-13,2.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,2.0
2022-06-22,3.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,2.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,2.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,2.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,7.0
2022-07-27,11.0
2022-07-28,8.0
2022-07-29,5.0
2022-07-30,4.0
2022-07-31,4.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,3.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,3.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,3.0
2022-08-23,4.0
2022-08-24,3.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,4.0
2022-09-01,7.0
2022-09-02,7.5
2022-09-03,6.5
2022-09-04,14.0
2022-09-05,98.5
2022-09-06,51.5
2022-09-07,27.5
2022-09-08,14.0
2022-09-09,9.0
2022-09-10,8.5
2022-09-11,8.0
2022-09-12,9.0
2022-09-13,9.0
2022-09-14,9.0
2022-09-15,8.0
2022-09-16,7.0
2022-09-17,7.0
2022-09-18,10.5
2022-09-19,6.0
2022-09-20,5.0
2022-09-21,4.0
2022-09-22,4.0
2022-09-23,3.0
2022-09-24,4.0
2022-09-25,4.0
2022-09-26,3.0
2022-09-27,3.0
2022-09-28,3.0
2022-09-29,3.0
2022-09-30,3.0
2022-10-01,3.0
2022-10-02,3.0
2022-10-03,3.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,3.0
2022-10-07,3.0
2022-10-08,3.0
2022-10-09,3.0
2022-10-10,3.0
2022-10-11,3.0
2022-10-12,5.0
2022-10-13,5.0
2022-10-14,4.0
2022-10-15,3.0
2022-10-16,3.0
2022-10-17,4.0
2022-10-18,3.0
2022-10-19,3.0
2022-10-20,3.0
2022-10-21,3.0
2022-10-22,3.0
2022-10-23,3.0
2022-10-24,3.0
2022-10-25,3.0
2022-10-26,3.0
2022-10-27,3.0
2022-10-28,3.0
2022-10-29,3.0
2022-10-30,3.0
2022-10-31,3.0
2022-11-01,2.0
2022-11-02,3.0
2022-11-03,3.0
2022-11-04,3.0
2022-11-05,3.0
2022-11-06,2.0
2022-11-07,2.0
2022-11-08,8.0
2022-11-09,9.0
2022-11-10,5.0
2022-11-11,4.0
2022-11-12,4.0
2022-11-13,4.0
2022-11-14,3.0
2022-11-15,4.0
2022-11-16,6.0
2022-11-17,7.0
2022-11-18,5.0
2022-11-19,5.0
2022-11-20,5.0
2022-11-21,4.0
2022-11-22,3.0
2022-11-23,3.0
2022-11-24,3.0
2022-11-25,3.0
2022-11-26,3.0
2022-11-27,4.0
2022-11-28,3.0
2022-11-29,3.0
2022-11-30,5.0
2022-12-01,6.0
2022-12-02,5.0
2022-12-03,7.0
2022-12-04,7.0
2022-12-05,5.0
2022-12-06,5.0
2022-12-07,7.0
2022-12-08,7.0
2022-12-09,11.0
2022-12-10,13.0
2022-12-11,12.0
2022-12-12,9.0
2022-12-13,9.0
2022-12-14,11.0
2022-12-15,15.0
2022-12-16,13.0
2022-12-17,13.0
2022-12-18,11.0
2022-12-19,11.0
2022-12-20,12.0
2022-12-21,15.0
2022-12-22,15.0
2022-12-23,15.0
2022-12-24,13.0
2022-12-25,16.0
2022-12-26,17.0
2022-12-27,15.0
2022-12-28,14.0
2022-12-29,13.0
2022-12-30,14.0
2022-12-31,15.0
2023-01-01,14.0
2023-01-02,14.0
2023-01-03,11.0
2023-01-04,10.0
2023-01-05,12.0
2023-01-06,16.0
2023-01-07,19.0
2023-01-08,14.0
2023-01-09,11.0
2023-01-10,11.0
2023-01-11,14.0
2023-01-12,12.0
2023-01-13,13.0
2023-01-14,16.0
2023-01-15,15.0
2023-01-16,26.0
2023-01-17,18.0
2023-01-18,14.0
2023-01-19,12.0
2023-01-20,14.0
2023-01-21,16.0
2023-01-22,15.0
2023-01-23,9.0
2023-01-24,14.0
2023-01-25,13.0
2023-01-26,12.0
2023-01-27,12.0
2023-01-28,15.0
2023-01-29,13.0
2023-01-30,8.0
2023-01-31,8.0
2023-02-01,7.0
2023-02-02,7.0
2023-02-03,7.0
2023-02-04,9.0
2023-02-05,9.0
2023-02-06,7.0
2023-02-07,7.0
2023-02-08,8.0
2023-02-09,7.0
2023-02-10,7.0
2023-02-11,8.0
2023-02-12,8.0
2023-02-13,5.0
2023-02-14,6.0
2023-02-15,6.0
2023-02-16,5.0
2023-02-17,6.0
2023-02-18,7.0
2023-02-19,8.0
2023-02-20,6.0
2023-02-21,9.0
2023-02-22,13.0
2023-02-23,12.0
2023-02-24,16.0
2023-02-25,18.0
2023-02-26,26.0
2023-02-27,19.0
2023-02-28,16.0
2023-03-01,13.0
2023-03-02,11.0
2023-03-03,10.0
2023-03-04,14.0
2023-03-05,15.0
2023-03-06,13.0
2023-03-07,9.0
2023-03-08,8.0
2023-03-09,9.0
2023-03-10,10.0
2023-03-11,15.0
2023-03-12,21.0
2023-03-13,100.0
2023-03-14,46.0
2023-03-15,31.0
2023-03-16,23.0
2023-03-17,21.0
2023-03-18,25.0
2023-03-19,26.0
2023-03-20,16.0
2023-03-21,13.0
2023-03-22,11.0
2023-03-23,11.0
2023-03-24,10.0
2023-03-25,13.0
2023-03-26,14.0
2023-03-27,9.0
2023-03-28,7.0
2023-03-29,7.0
2023-03-30,7.0
2023-03-31,8.0
2023-04-01,9.0
2023-04-02,10.0
2023-04-03,7.0
2023-04-04,6.0
2023-04-05,6.0
2023-04-06,6.0
2023-04-07,6.0
2023-04-08,8.0
2023-04-09,8.0
2023-04-10,6.0
2023-04-11,5.0
2023-04-12,5.0
2023-04-13,5.0
2023-04-14,5.0
2023-04-15,6.0
2023-04-16,7.0
2023-04-17,5.0
2023-04-18,5.0
2023-04-19,5.0
2023-04-20,5.0
2023-04-21,5.0
2023-04-22,6.0
2023-04-23,7.0
2023-04-24,6.0
2023-04-25,5.0
2023-04-26,30.5
2023-04-27,28.5
2023-04-28,28.0
2023-04-29,33.0
2023-04-30,35.5
2023-05-01,28.5
2023-05-02,25.0
2023-05-03,26.0
2023-05-04,27.0
2023-05-05,26.0
2023-05-06,26.0
2023-05-07,31.5
2023-05-08,30.0
2023-05-09,27.5
2023-05-10,26.0
2023-05-11,27.0
2023-05-12,26.0
2023-05-13,25.5
2023-05-14,28.5
2023-05-15,27.0
2023-05-16,24.5
2023-05-17,23.5
2023-05-18,26.0
2023-05-19,25.0
2023-05-20,27.5
2023-05-21,27.0
2023-05-22,27.0
2023-05-23,23.5
2023-05-24,24.0
2023-05-25,25.0
2023-05-26,41.0
2023-05-27,45.0
2023-05-28,51.0
2023-05-29,51.0
2023-05-30,42.0
2023-05-31,38.0
2023-06-01,39.0
2023-06-02,38.0
2023-06-03,46.0
2023-06-04,51.0
2023-06-05,43.0
2023-06-06,43.0
2023-06-07,40.0
2023-06-08,40.0
2023-06-09,36.0
2023-06-10,44.0
2023-06-11,51.0
2023-06-12,42.0
2023-06-13,37.0
2023-06-14,37.0
2023-06-15,36.0
2023-06-16,37.0
2023-06-17,46.0
2023-06-18,50.0
2023-06-19,44.0
2023-06-20,44.0
2023-06-21,59.0
2023-06-22,66.0
2023-06-23,55.0
2023-06-24,56.0
2023-06-25,52.0
2023-06-26,42.0
2023-06-27,39.0
2023-06-28,42.0
2023-06-29,49.0
2023-06-30,42.0
2023-07-01,41.0
2023-07-02,53.0
2023-07-03,44.0
2023-07-04,46.0
2023-07-05,100.0
2023-07-06,53.0
2023-07-07,43.0
2023-07-08,48.0
2023-07-09,62.0
2023-07-10,47.0
2023-07-11,38.0
2023-07-12,36.0
2023-07-13,39.0
2023-07-14,41.0
2023-07-15,49.0
2023-07-16,53.0
2023-07-17,40.0
2023-07-18,33.0
2023-07-19,35.0
2023-07-20,36.0
2023-07-21,34.0
2023-07-22,40.0
2023-07-23,50.0
2023-07-24,39.0
2023-07-25,36.0
2023-07-26,34.0
2023-07-27,36.0
2023-07-28,34.0
2023-07-29,43.0
2023-07-30,46.0
2023-07-31,33.0
2023-08-01,32.0
2023-08-02,38.0
2023-08-03,42.0
2023-08-04,43.0
2023-08-05,48.0
2023-08-06,56.0
2023-08-07,44.0
2023-08-08,36.0
2023-08-09,45.0
2023-08-10,39.0
2023-08-11,38.0
2023-08-12,49.0
2023-08-13,81.0
2023-08-14,48.0
2023-08-15,41.0
2023-08-16,40.0
2023-08-17,36.0
2023-08-18,42.0
2023-08-19,78.0
2023-08-20,84.0
2023-08-21,61.0
2023-08-22,49.0
2023-08-23,46.0
2023-08-24,39.0
2023-08-25,48.0
2023-08-26,54.0
2023-08-27,59.0
2023-08-28,45.0
2023-08-29,50.0
2023-08-30,44.0
2023-08-31,41.0
2023-09-01,39.0
2023-09-02,46.0
2023-09-03,65.0
2023-09-04,52.0
2023-09-05,40.0
2023-09-06,34.0
2023-09-07,38.0
2023-09-08,33.0
2023-09-09,39.0
2023-09-10,42.0
2023-09-11,37.0
2023-09-12,36.0
2023-09-13,38.0
2023-09-14,34.0
2023-09-15,33.0
2023-09-16,44.0
2023-09-17,52.0
2023-09-18,40.0
2023-09-19,41.0
2023-09-20,42.0
2023-09-21,38.0
2023-09-22,36.0
2023-09-23,41.0
2023-09-24,43.0
2023-09-25,38.0
2023-09-26,37.0
2023-09-27,34.0
2023-09-28,34.0
2023-09-29,32.0
2023-09-30,36.0
2023-10-01,39.0
2023-10-02,38.0
2023-10-03,32.0
2023-10-04,34.0
2023-10-05,29.0
2023-10-06,35.0
2023-10-07,31.0
2023-10-08,32.0
2023-10-09,30.0
2023-10-10,29.0
2023-10-11,33.0
2023-10-12,31.0
2023-10-13,30.0
2023-10-14,31.0
2023-10-15,32.0
2023-10-16,29.0
2023-10-17,29.0
2023-10-18,30.0
2023-10-19,37.0
2023-10-20,34.0
2023-10-21,37.0
2023-10-22,39.0
2023-10-23,32.0
2023-10-24,33.0
2023-10-25,28.0
2023-10-26,31.0
2023-10-27,32.0
2023-10-28,31.0
2023-10-29,31.0
2023-10-30,33.0
2023-10-31,30.0
2023-11-01,28.0
2023-11-02,28.0
2023-11-03,32.0
2023-11-04,34.0
2023-11-05,32.0
2023-11-06,32.0
2023-11-07,31.0
2023-11-08,31.0
2023-11-09,34.0
2023-11-10,28.0
2023-11-11,32.0
2023-11-12,31.0
2023-11-13,33.0
2023-11-14,34.0
2023-11-15,32.0
2023-11-16,29.0
2023-11-17,34.0
2023-11-18,38.0
2023-11-19,35.0
2023-11-20,33.0
2023-11-21,35.0
2023-11-22,29.0
2023-11-23,39.0
2023-11-24,42.0
2023-11-25,38.0
2023-11-26,35.0
2023-11-27,33.0
2023-11-28,35.0
2023-11-29,33.0
2023-11-30,33.0
2023-12-01,28.0
2023-12-02,30.0
2023-12-03,33.0
2023-12-04,36.0
2023-12-05,36.0
2023-12-06,31.0
2023-12-07,34.0
2023-12-08,32.0
2023-12-09,30.0
2023-12-10,32.0
2023-12-11,35.0
2023-12-12,34.0
2023-12-13,33.0
2023-12-14,33.0
2023-12-15,30.0
2023-12-16,33.0
2023-12-17,30.0
2023-12-18,29.0
2023-12-19,31.0
2023-12-20,28.0
2023-12-21,27.0
2023-12-22,30.5
2023-12-23,34.5
2023-12-24,32.5
2023-12-25,30.5
2023-12-26,34.5
2023-12-27,35.5
2023-12-28,29.0
2023-12-29,31.5
2023-12-30,39.0
2023-12-31,39.0
2024-01-01,45.0
2024-01-02,39.0
2024-01-03,35.5
2024-01-04,32.5
2024-01-05,31.0
2024-01-06,38.0
2024-01-07,35.5
2024-01-08,36.0
2024-01-09,31.5
2024-01-10,39.0
2024-01-11,38.0
2024-01-12,34.5
2024-01-13,33.5
2024-01-14,39.0
2024-01-15,38.0
2024-01-16,32.5
2024-01-17,32.5
2024-01-18,35.0
2024-01-19,32.5
2024-01-20,40.0
2024-01-21,43.0
2024-01-22,40.0
2024-01-23,39.0
2024-01-24,38.0
2024-01-25,36.0
2024-01-26,37.0
2024-01-27,38.0
2024-01-28,40.0
2024-01-29,38.0
2024-01-30,41.0
2024-01-31,38.0
2024-02-01,41.0
2024-02-02,38.0
2024-02-03,37.0
2024-02-04,40.0
2024-02-05,38.0
2024-02-06,40.0
2024-02-07,38.0
2024-02-08,42.0
2024-02-09,37.0
2024-02-10,39.0
2024-02-11,40.0
2024-02-12,34.0
2024-02-13,38.0
2024-02-14,39.0
2024-02-15,41.0
2024-02-16,100.0
2024-02-17,46.0
2024-02-18,48.0
2024-02-19,44.0
2024-02-20,40.0
2024-02-21,40.0
2024-02-22,50.0
2024-02-23,42.0
2024-02-24,41.0
2024-02-25,49.0
2024-02-26,46.0
2024-02-27,42.0
2024-02-28,41.0
2024-02-29,45.0
2024-03-01,48.0
2024-03-02,42.0
2024-03-03,49.0
2024-03-04,48.0
2024-03-05,47.0
2024-03-06,54.0
2024-03-07,54.0
2024-03-08,48.0
2024-03-09,40.0
2024-03-10,46.0
2024-03-11,56.0
2024-03-12,46.0
2024-03-13,42.0
2024-03-14,40.0
2024-03-15,42.0
2024-03-16,41.0
2024-03-17,43.0
2024-03-18,42.0
2024-03-19,43.0
2024-03-20,46.0
2024-03-21,40.0
2024-03-22,39.0
2024-03-23,40.0
2024-03-24,41.0
2024-03-25,40.0
2024-03-26,39.0
2024-03-27,38.0
2024-03-28,52.0
2024-03-29,40.0
2024-03-30,32.0
2024-03-31,38.0
2024-04-01,32.0
2024-04-02,38.0
2024-04-03,39.0
2024-04-04,38.0
2024-04-05,39.0
2024-04-06,34.0
2024-04-07,42.0
2024-04-08,41.0
2024-04-09,40.0
2024-04-10,40.0
2024-04-11,38.0
2024-04-12,39.0
2024-04-13,34.0
2024-04-14,35.0
2024-04-15,43.0
2024-04-16,37.0
2024-04-17,38.0
2024-04-18,44.0
2024-04-19,38.0
2024-04-20,34.0
2024-04-21,38.0
2024-04-22,45.0
2024-04-23,40.0
2024-04-24,46.0
2024-04-25,42.0
2024-04-26,41.0
2024-04-27,39.0
2024-04-28,40.0
2024-04-29,45.0
2024-04-30,44.0
2024-05-01,40.0
2024-05-02,42.0
2024-05-03,42.0
2024-05-04,36.0
2024-05-05,39.0
2024-05-06,47.0
2024-05-07,40.0
2024-05-08,43.0
2024-05-09,43.0
2024-05-10,44.0
2024-05-11,35.0
2024-05-12,39.0
2024-05-13,42.0
2024-05-14,39.0
2024-05-15,43.0
2024-05-16,43.0
2024-05-17,42.0
2024-05-18,36.0
2024-05-19,39.0
2024-05-20,42.0
2024-05-21,40.0
2024-05-22,43.0
2024-05-23,40.0
2024-05-24,38.0
2024-05-25,38.0
2024-05-26,44.0
2024-05-27,45.0
2024-05-28,37.0
2024-05-29,38.0
2024-05-30,37.0
2024-05-31,36.0
2024-06-01,37.0
2024-06-02,36.0
2024-06-03,35.0
2024-06-04,36.0
2024-06-05,38.0
2024-06-06,38.0
2024-06-07,42.0
2024-06-08,43.0
2024-06-09,43.0
2024-06-10,38.0
2024-06-11,36.0
2024-06-12,31.0
2024-06-13,35.0
2024-06-14,34.0
2024-06-15,39.0
2024-06-16,41.0
2024-06-17,46.0
2024-06-18,43.0
2024-06-19,36.0
2024-06-20,38.0
2024-06-21,40.0
2024-06-22,46.0
2024-06-23,42.0
2024-06-24,36.0
2024-06-25,31.0
2024-06-26,33.0
2024-06-27,33.0
2024-06-28,33.0
2024-06-29,38.0
2024-06-30,40.0
2024-07-01,32.0
2024-07-02,31.0
2024-07-03,33.0
2024-07-04,34.0
2024-07-05,35.0
2024-07-06,40.0
2024-07-07,43.0
2024-07-08,34.0
2024-07-09,34.0
2024-07-10,36.0
2024-07-11,35.0
2024-07-12,35.0
2024-07-13,38.0
2024-07-14,38.0
2024-07-15,32.0
2024-07-16,33.0
2024-07-17,37.0
2024-07-18,33.0
2024-07-19,32.0
2024-07-20,37.0
2024-07-21,38.0
2024-07-22,31.0
2024-07-23,35.0
2024-07-24,55.0
2024-07-25,39.0
2024-07-26,32.0
2024-07-27,37.0
2024-07-28,39.0
2024-07-29,34.0
2024-07-30,30.0
2024-07-31,29.0
2024-08-01,31.0
2024-08-02,32.0
2024-08-03,37.0
2024-08-04,39.0
2024-08-05,29.0
2024-08-06,33.0
2024-08-07,33.0
2024-08-08,34.0
2024-08-09,31.0
2024-08-10,35.0
2024-08-11,47.0
2024-08-12,34.0
2024-08-13,31.0
2024-08-14,34.0
2024-08-15,39.0
2024-08-16,34.0
2024-08-17,45.0
2024-08-18,49.5
2024-08-19,39.0
2024-08-20,38.0
2024-08-21,36.0
2024-08-22,34.0
2024-08-23,37.0
2024-08-24,43.5
2024-08-25,52.5
2024-08-26,42.5
2024-08-27,42.0
2024-08-28,42.0
2024-08-29,44.5
2024-08-30,52.5
2024-08-31,59.5
2024-09-01,58.0
2024-09-02,61.5
2024-09-03,41.5
2024-09-04,40.5
2024-09-05,40.0
2024-09-06,38.0
2024-09-07,43.5
2024-09-08,49.5
2024-09-09,40.0
2024-09-10,36.0
2024-09-11,37.0
2024-09-12,39.0
2024-09-13,42.5
2024-09-14,41.0
2024-09-15,44.5
2024-09-16,40.0
2024-09-17,46.0
2024-09-18,47.0
2024-09-19,42.0
2024-09-20,44.0
2024-09-21,44.0
2024-09-22,47.0
2024-09-23,42.0
2024-09-24,41.0
2024-09-25,38.0
2024-09-26,37.0
2024-09-27,41.0
2024-09-28,39.0
2024-09-29,43.0
2024-09-30,36.0
2024-10-01,33.0
2024-10-02,39.0
2024-10-03,39.0
2024-10-04,35.0
2024-10-05,47.0
2024-10-06,41.0
2024-10-07,36.0
2024-10-08,34.0
2024-10-09,36.0
2024-10-10,37.0
2024-10-11,34.0
2024-10-12,39.0
2024-10-13,36.0
2024-10-14,36.0
2024-10-15,32.0
2024-10-16,35.0
2024-10-17,34.0
2024-10-18,36.0
2024-10-19,35.0
2024-10-20,36.0
2024-10-21,36.0
2024-10-22,39.0
2024-10-23,42.0
2024-10-24,41.0
2024-10-25,41.0
2024-10-26,37.0
2024-10-27,39.0
2024-10-28,39.0
2024-10-29,34.0
2024-10-30,36.0
2024-10-31,32.0
2024-11-01,55.0
2024-11-02,87.0
2024-11-03,96.0
2024-11-04,80.0
2024-11-05,64.0
2024-11-06,46.0
2024-11-07,72.0
2024-11-08,73.0
2024-11-09,88.0
2024-11-10,89.0
2024-11-11,74.0
2024-11-12,62.0
2024-11-13,62.0
2024-11-14,61.0
2024-11-15,62.0
2024-11-16,60.0
2024-11-17,74.0
2024-11-18,58.0
2024-11-19,54.0
2024-11-20,51.0
2024-11-21,53.0
2024-11-22,46.0
2024-11-23,52.0
2024-11-24,68.0
2024-11-25,62.0
2024-11-26,46.0
2024-11-27,43.0
2024-11-28,47.0
2024-11-29,54.0
2024-11-30,47.0
2024-12-01,50.0
2024-12-02,48.0
2024-12-03,46.0
2024-12-04,41.0
2024-12-05,41.0
2024-12-06,46.0
2024-12-07,38.0
2024-12-08,44.0
2024-12-09,41.0
2024-12-10,43.0
2024-12-11,46.0
2024-12-12,44.0
2024-12-13,47.0
2024-12-14,40.0
2024-12-15,46.0
2024-12-16,43.0
2024-12-17,49.0
2024-12-18,47.0
2024-12-19,46.0
2024-12-20,53.0
2024-12-21,48.0
2024-12-22,50.0
2024-12-23,40.0
2024-12-24,43.0
2024-12-25,42.0
2024-12-26,45.0
2024-12-27,47.0
2024-12-28,50.0
2024-12-29,54.0
2024-12-30,44.0
2024-12-31,41.0
2025-01-01,49.0
2025-01-02,49.0
2025-01-03,50.0
2025-01-04,57.0
2025-01-05,58.0
2025-01-06,50.0
2025-01-07,50.0
2025-01-08,56.0
2025-01-09,49.0
2025-01-10,45.0
2025-01-11,51.0
2025-01-12,59.0
2025-01-13,47.0
2025-01-14,43.0
2025-01-15,56.0
2025-01-16,54.0
2025-01-17,58.0
2025-01-18,61.0
2025-01-19,53.0
2025-01-20,56.0
2025-01-21,46.0
2025-01-22,49.0
2025-01-23,49.0
2025-01-24,53.0
2025-01-25,56.0
2025-01-26,56.0
2025-01-27,50.0
2025-01-28,53.0
2025-01-29,48.0
2025-01-30,43.0
2025-01-31,46.0
2025-02-01,45.0
2025-02-02,49.0
2025-02-03,49.0
2025-02-04,44.0
2025-02-05,47.0
2025-02-06,44.0
2025-02-07,46.0
2025-02-08,41.0
2025-02-09,49.0
2025-02-10,44.0
2025-02-11,45.0
2025-02-12,43.0
2025-02-13,58.0
2025-02-14,100.0
2025-02-15,78.0
2025-02-16,74.0
2025-02-17,57.0
2025-02-18,54.0
2025-02-19,49.0
2025-02-20,50.0
2025-02-21,46.0
2025-02-22,47.0
2025-02-23,54.0
2025-02-24,55.0
2025-02-25,49.0
2025-02-26,47.0
2025-02-27,49.0
2025-02-28,50.0
2025-03-01,54.0
2025-03-02,56.0
2025-03-03,53.0
2025-03-04,55.0
2025-03-05,50.0
2025-03-06,53.0
2025-03-07,55.0
2025-03-08,52.0
2025-03-09,52.0
2025-03-10,49.0
2025-03-11,47.0
2025-03-12,53.0
2025-03-13,52.0
2025-03-14,46.0
2025-03-15,45.0
2025-03-16,51.0
2025-03-17,46.0
2025-03-18,44.0
2025-03-19,43.0
2025-03-20,48.0
2025-03-21,40.0
2025-03-22,46.0
2025-03-23,49.0
2025-03-24,45.0
2025-03-25,49.0
2025-03-26,46.0
2025-03-27,49.0
2025-03-28,48.0
2025-03-29,43.0
2025-03-30,46.0
2025-03-31,50.0
2025-04-01,48.0
2025-04-02,47.0
2025-04-03,49.0
2025-04-04,48.0
2025-04-05,47.0
2025-04-06,50.0
2025-04-07,56.0
2025-04-08,50.0
2025-04-09,51.0
2025-04-10,53.0
2025-04-11,53.0
2025-04-12,48.0
2025-04-13,53.0
2025-04-14,51.0
2025-04-15,46.5
2025-04-16,48.5
2025-04-17,54.5
2025-04-18,42.0
2025-04-19,46.5
2025-04-20,53.5
2025-04-21,51.5
2025-04-22,53.5
2025-04-23,48.5
2025-04-24,48.0
2025-04-25,50.5
2025-04-26,45.5
2025-04-27,45.5
2025-04-28,56.5
2025-04-29,59.5
2025-04-30,52.5
2025-05-01,54.5
2025-05-02,85.5
2025-05-03,97.5
2025-05-04,86.5
2025-05-05,77.0
2025-05-06,71.0
2025-05-07,56.5
2025-05-08,57.5
2025-05-09,55.5
2025-05-10,49.5
2025-05-11,55.5
2025-05-12,62.0
2025-05-13,64.5
2025-05-14,54.5
2025-05-15,66.0
2025-05-16,56.0
2025-05-17,51.0
2025-05-18,53.0
2025-05-19,78.0
2025-05-20,57.0
2025-05-21,48.0
2025-05-22,49.0
2025-05-23,44.0
2025-05-24,40.0
2025-05-25,47.0
2025-05-26,50.0
2025-05-27,45.0
2025-05-28,47.0
2025-05-29,49.0
2025-05-30,46.0
2025-05-31,44.0
2025-06-01,43.0
2025-06-02,45.0
2025-06-03,44.0
2025-06-04,40.0
2025-06-05,44.0
2025-06-06,42.0
2025-06-07,45.0
2025-06-08,49.0
2025-06-09,39.0
2025-06-10,40.0
2025-06-11,42.0
2025-06-12,39.0
2025-06-13,41.0
2025-06-14,43.0
2025-06-15,48.0
2025-06-16,38.0
2025-06-17,37.0
2025-06-18,40.0
2025-06-19,41.0
2025-06-20,41.0
2025-06-21,47.0
2025-06-22,48.0
2025-06-23,44.0
2025-06-24,40.0
