Time,french_open
2023-10-15,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-21,0.0
2023-10-22,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.8095238095238095
2023-10-26,0.8095238095238095
2023-10-27,0.0
2023-10-28,0.8095238095238095
2023-10-29,0.8095238095238095
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-04,0.0
2023-11-05,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-23,0.8095238095238095
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.0
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,0.0
2023-12-09,0.8095238095238095
2023-12-10,0.8095238095238095
2023-12-11,0.0
2023-12-12,0.0
2023-12-13,0.0
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.8095238095238095
2023-12-21,0.8095238095238095
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.9047619047619048
2023-12-25,0.9047619047619048
2023-12-26,0.40476190476190477
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.9047619047619048
2024-01-02,0.0
2024-01-03,0.40476190476190477
2024-01-04,0.0
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.40476190476190477
2024-01-13,0.9047619047619048
2024-01-14,0.9047619047619048
2024-01-15,0.9047619047619048
2024-01-16,0.40476190476190477
2024-01-17,0.9047619047619048
2024-01-18,0.40476190476190477
2024-01-19,0.9047619047619048
2024-01-20,0.9047619047619048
2024-01-21,1.0
2024-01-22,1.0
2024-01-23,1.0
2024-01-24,1.0
2024-01-25,1.0
2024-01-26,1.0
2024-01-27,1.0
2024-01-28,1.0
2024-01-29,1.0
2024-01-30,1.0
2024-01-31,1.0
2024-02-01,0.0
2024-02-02,1.0
2024-02-03,0.0
2024-02-04,1.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,1.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,1.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,1.0
2024-03-08,1.0
2024-03-09,1.0
2024-03-10,1.0
2024-03-11,0.0
2024-03-12,1.0
2024-03-13,1.0
2024-03-14,1.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,1.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,1.0
2024-03-25,1.0
2024-03-26,1.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,1.0
2024-03-31,1.0
2024-04-01,1.0
2024-04-02,1.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,1.0
2024-04-06,1.0
2024-04-07,1.0
2024-04-08,0.0
2024-04-09,1.0
2024-04-10,1.0
2024-04-11,1.0
2024-04-12,1.0
2024-04-13,1.0
2024-04-14,1.0
2024-04-15,1.0
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,1.0
2024-04-19,1.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,1.0
2024-04-23,1.0
2024-04-24,1.0
2024-04-25,1.0
2024-04-26,1.0
2024-04-27,1.0
2024-04-28,1.0
2024-04-29,1.0
2024-04-30,1.0
2024-05-01,1.0
2024-05-02,1.0
2024-05-03,1.0
2024-05-04,1.0
2024-05-05,1.0
2024-05-06,1.0
2024-05-07,1.0
2024-05-08,1.0
2024-05-09,1.0
2024-05-10,1.0
2024-05-11,1.0
2024-05-12,1.0
2024-05-13,1.0
2024-05-14,1.0
2024-05-15,1.0
2024-05-16,1.0
2024-05-17,1.0
2024-05-18,2.0
2024-05-19,3.0
2024-05-20,5.0
2024-05-21,5.0
2024-05-22,5.0
2024-05-23,7.0
2024-05-24,8.0
2024-05-25,11.0
2024-05-26,35.0
2024-05-27,63.0
2024-05-28,37.0
2024-05-29,45.0
2024-05-30,46.0
2024-05-31,46.0
2024-06-01,69.0
2024-06-02,80.0
2024-06-03,72.0
2024-06-04,68.0
2024-06-05,64.0
2024-06-06,56.0
2024-06-07,77.0
2024-06-08,55.0
2024-06-09,100.0
2024-06-10,11.0
2024-06-11,4.0
2024-06-12,2.0
2024-06-13,2.0
2024-06-14,2.0
2024-06-15,2.0
2024-06-16,2.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-19,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-22,1.0
2024-06-23,1.0
2024-06-24,1.0
2024-06-25,1.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,1.0
2024-07-02,1.0
2024-07-03,1.0
2024-07-04,1.0
2024-07-05,1.0
2024-07-06,1.0
2024-07-07,1.0
2024-07-08,1.0
2024-07-09,1.0
2024-07-10,1.0
2024-07-11,1.0
2024-07-12,1.0
2024-07-13,2.0
2024-07-14,3.0
2024-07-15,1.0
2024-07-16,1.0
2024-07-17,0.0
2024-07-18,1.0
2024-07-19,1.0
2024-07-20,1.0
2024-07-21,1.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,1.0
2024-07-27,1.0
2024-07-28,1.0
2024-07-29,1.0
2024-07-30,1.0
2024-07-31,1.0
2024-08-01,1.0
2024-08-02,1.0
2024-08-03,1.0
2024-08-04,1.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.3488372093023256
2024-08-19,0.26744186046511625
2024-08-20,0.23255813953488372
2024-08-21,0.2558139534883721
2024-08-22,0.19767441860465115
2024-08-23,0.22093023255813954
2024-08-24,0.20930232558139533
2024-08-25,0.32558139534883723
2024-08-26,0.8604651162790697
2024-08-27,0.9186046511627907
2024-08-28,1.0232558139534884
2024-08-29,0.9302325581395349
2024-08-30,1.0465116279069768
2024-08-31,1.3255813953488373
2024-09-01,1.1744186046511627
2024-09-02,1.1744186046511627
2024-09-03,0.9767441860465116
2024-09-04,0.8837209302325582
2024-09-05,1.0
2024-09-06,0.9302325581395349
2024-09-07,1.1395348837209303
2024-09-08,1.4302325581395348
2024-09-09,0.9651162790697674
2024-09-10,0.2441860465116279
2024-09-11,0.2441860465116279
2024-09-12,0.23255813953488372
2024-09-13,0.2441860465116279
2024-09-14,0.2558139534883721
2024-09-15,0.23255813953488372
2024-09-16,0.26744186046511625
2024-09-17,0.41860465116279066
2024-09-18,0.46511627906976744
2024-09-19,0.5116279069767442
2024-09-20,0.37209302325581395
2024-09-21,0.4418604651162791
2024-09-22,0.4883720930232558
2024-09-23,0.4418604651162791
2024-09-24,0.5581395348837209
2024-09-25,0.46511627906976744
2024-09-26,0.46511627906976744
2024-09-27,0.46511627906976744
2024-09-28,0.4418604651162791
2024-09-29,0.46511627906976744
2024-09-30,0.41860465116279066
2024-10-01,0.37209302325581395
2024-10-02,0.4418604651162791
2024-10-03,0.46511627906976744
2024-10-04,0.41860465116279066
2024-10-05,0.5348837209302325
2024-10-06,0.4883720930232558
2024-10-07,0.3953488372093023
2024-10-08,0.41860465116279066
2024-10-09,0.46511627906976744
2024-10-10,0.7674418604651163
2024-10-11,0.8372093023255813
2024-10-12,0.5813953488372093
2024-10-13,0.627906976744186
2024-10-14,0.6046511627906976
2024-10-15,0.4883720930232558
2024-10-16,0.5348837209302325
2024-10-17,0.5348837209302325
2024-10-18,0.32558139534883723
2024-10-19,0.4418604651162791
2024-10-20,0.4883720930232558
2024-10-21,0.4418604651162791
2024-10-22,0.5581395348837209
2024-10-23,0.41860465116279066
2024-10-24,0.3953488372093023
2024-10-25,0.41860465116279066
2024-10-26,0.41860465116279066
2024-10-27,0.4883720930232558
2024-10-28,0.4883720930232558
2024-10-29,0.3953488372093023
2024-10-30,0.4418604651162791
2024-10-31,0.3023255813953488
2024-11-01,0.4418604651162791
2024-11-02,0.5348837209302325
2024-11-03,0.627906976744186
2024-11-04,0.41860465116279066
2024-11-05,0.3953488372093023
2024-11-06,0.32558139534883723
2024-11-07,0.41860465116279066
2024-11-08,0.3953488372093023
2024-11-09,0.4418604651162791
2024-11-10,0.37209302325581395
2024-11-11,0.46511627906976744
2024-11-12,0.46511627906976744
2024-11-13,0.46511627906976744
2024-11-14,0.3488372093023256
2024-11-15,0.3953488372093023
2024-11-16,0.41860465116279066
2024-11-17,0.4418604651162791
2024-11-18,0.4883720930232558
2024-11-19,0.4883720930232558
2024-11-20,0.46511627906976744
2024-11-21,0.5116279069767442
2024-11-22,0.41860465116279066
2024-11-23,0.3488372093023256
