Time,fox_news
2022-01-01,39.0
2022-01-02,34.0
2022-01-03,40.0
2022-01-04,51.0
2022-01-05,48.0
2022-01-06,42.0
2022-01-07,47.0
2022-01-08,35.0
2022-01-09,34.0
2022-01-10,46.0
2022-01-11,52.0
2022-01-12,42.0
2022-01-13,49.0
2022-01-14,37.0
2022-01-15,37.0
2022-01-16,35.0
2022-01-17,40.0
2022-01-18,41.0
2022-01-19,43.0
2022-01-20,46.0
2022-01-21,42.0
2022-01-22,36.0
2022-01-23,33.0
2022-01-24,51.0
2022-01-25,42.0
2022-01-26,43.0
2022-01-27,46.0
2022-01-28,47.0
2022-01-29,39.0
2022-01-30,38.0
2022-01-31,46.0
2022-02-01,46.0
2022-02-02,49.0
2022-02-03,48.0
2022-02-04,44.0
2022-02-05,36.0
2022-02-06,35.0
2022-02-07,45.0
2022-02-08,41.0
2022-02-09,42.0
2022-02-10,39.0
2022-02-11,44.0
2022-02-12,43.0
2022-02-13,37.0
2022-02-14,45.0
2022-02-15,47.0
2022-02-16,45.0
2022-02-17,45.0
2022-02-18,44.0
2022-02-19,40.0
2022-02-20,38.0
2022-02-21,51.0
2022-02-22,59.0
2022-02-23,52.0
2022-02-24,100.0
2022-02-25,76.0
2022-02-26,65.0
2022-02-27,63.0
2022-02-28,70.0
2022-03-01,67.0
2022-03-02,71.0
2022-03-03,58.0
2022-03-04,57.0
2022-03-05,48.0
2022-03-06,47.0
2022-03-07,54.0
2022-03-08,54.0
2022-03-09,52.0
2022-03-10,52.0
2022-03-11,47.0
2022-03-12,41.0
2022-03-13,44.0
2022-03-14,55.0
2022-03-15,61.0
2022-03-16,55.0
2022-03-17,48.0
2022-03-18,47.0
2022-03-19,41.0
2022-03-20,40.0
2022-03-21,50.0
2022-03-22,49.0
2022-03-23,45.0
2022-03-24,44.0
2022-03-25,42.0
2022-03-26,39.0
2022-03-27,43.0
2022-03-28,46.0
2022-03-29,43.0
2022-03-30,41.0
2022-03-31,39.0
2022-04-01,39.0
2022-04-02,38.0
2022-04-03,35.0
2022-04-04,38.0
2022-04-05,41.0
2022-04-06,41.0
2022-04-07,40.0
2022-04-08,42.0
2022-04-09,35.0
2022-04-10,34.0
2022-04-11,39.0
2022-04-12,46.0
2022-04-13,45.0
2022-04-14,42.0
2022-04-15,38.0
2022-04-16,34.0
2022-04-17,34.0
2022-04-18,38.0
2022-04-19,38.0
2022-04-20,36.0
2022-04-21,39.0
2022-04-22,37.0
2022-04-23,35.0
2022-04-24,32.0
2022-04-25,40.0
2022-04-26,40.0
2022-04-27,36.0
2022-04-28,37.0
2022-04-29,36.0
2022-04-30,33.0
2022-05-01,33.0
2022-05-02,37.0
2022-05-03,42.0
2022-05-04,41.0
2022-05-05,40.0
2022-05-06,38.0
2022-05-07,32.0
2022-05-08,34.0
2022-05-09,40.0
2022-05-10,40.0
2022-05-11,38.0
2022-05-12,41.0
2022-05-13,39.0
2022-05-14,34.0
2022-05-15,38.0
2022-05-16,41.0
2022-05-17,43.0
2022-05-18,43.0
2022-05-19,41.0
2022-05-20,40.0
2022-05-21,36.0
2022-05-22,34.0
2022-05-23,40.0
2022-05-24,51.0
2022-05-25,57.0
2022-05-26,46.0
2022-05-27,42.0
2022-05-28,34.0
2022-05-29,36.0
2022-05-30,36.0
2022-05-31,42.0
2022-06-01,41.0
2022-06-02,39.0
2022-06-03,40.0
2022-06-04,33.0
2022-06-05,33.0
2022-06-06,38.0
2022-06-07,41.0
2022-06-08,43.0
2022-06-09,42.0
2022-06-10,49.0
2022-06-11,34.0
2022-06-12,32.0
2022-06-13,45.0
2022-06-14,43.0
2022-06-15,42.0
2022-06-16,40.0
2022-06-17,41.0
2022-06-18,35.0
2022-06-19,35.0
2022-06-20,41.0
2022-06-21,42.0
2022-06-22,42.0
2022-06-23,43.0
2022-06-24,54.0
2022-06-25,44.0
2022-06-26,38.0
2022-06-27,44.0
2022-06-28,48.0
2022-06-29,47.0
2022-06-30,42.0
2022-07-01,39.0
2022-07-02,35.0
2022-07-03,35.0
2022-07-04,44.0
2022-07-05,46.0
2022-07-06,42.0
2022-07-07,39.0
2022-07-08,41.0
2022-07-09,33.0
2022-07-10,35.0
2022-07-11,39.0
2022-07-12,41.0
2022-07-13,41.0
2022-07-14,43.0
2022-07-15,41.0
2022-07-16,35.0
2022-07-17,34.0
2022-07-18,41.0
2022-07-19,41.0
2022-07-20,42.0
2022-07-21,43.0
2022-07-22,44.0
2022-07-23,34.0
2022-07-24,39.0
2022-07-25,42.0
2022-07-26,42.0
2022-07-27,41.0
2022-07-28,42.0
2022-07-29,41.0
2022-07-30,35.0
2022-07-31,36.0
2022-08-01,44.0
2022-08-02,48.0
2022-08-03,48.0
2022-08-04,43.0
2022-08-05,42.0
2022-08-06,34.0
2022-08-07,36.0
2022-08-08,44.0
2022-08-09,61.0
2022-08-10,51.0
2022-08-11,54.0
2022-08-12,58.0
2022-08-13,46.0
2022-08-14,40.0
2022-08-15,46.0
2022-08-16,45.0
2022-08-17,48.0
2022-08-18,46.0
2022-08-19,42.0
2022-08-20,33.0
2022-08-21,36.0
2022-08-22,41.0
2022-08-23,43.0
2022-08-24,45.0
2022-08-25,41.0
2022-08-26,44.0
2022-08-27,35.0
2022-08-28,35.0
2022-08-29,40.0
2022-08-30,42.6
2022-08-31,41.3
2022-09-01,40.0
2022-09-02,40.0
2022-09-03,35.6
2022-09-04,35.1
2022-09-05,36.400000000000006
2022-09-06,41.3
2022-09-07,40.0
2022-09-08,49.8
2022-09-09,40.0
2022-09-10,33.3
2022-09-11,33.3
2022-09-12,39.5
2022-09-13,39.5
2022-09-14,41.8
2022-09-15,40.0
2022-09-16,40.0
2022-09-17,34.6
2022-09-18,31.5
2022-09-19,38.2
2022-09-20,36.900000000000006
2022-09-21,41.3
2022-09-22,40.0
2022-09-23,36.400000000000006
2022-09-24,30.700000000000003
2022-09-25,32.0
2022-09-26,36.900000000000006
2022-09-27,40.0
2022-09-28,46.400000000000006
2022-09-29,46.400000000000006
2022-09-30,38.400000000000006
2022-10-01,28.8
2022-10-02,30.400000000000002
2022-10-03,36.800000000000004
2022-10-04,40.0
2022-10-05,36.800000000000004
2022-10-06,36.800000000000004
2022-10-07,36.800000000000004
2022-10-08,33.6
2022-10-09,32.0
2022-10-10,36.800000000000004
2022-10-11,40.0
2022-10-12,38.400000000000006
2022-10-13,40.0
2022-10-14,40.0
2022-10-15,30.400000000000002
2022-10-16,30.400000000000002
2022-10-17,38.400000000000006
2022-10-18,38.400000000000006
2022-10-19,38.400000000000006
2022-10-20,38.400000000000006
2022-10-21,36.800000000000004
2022-10-22,30.400000000000002
2022-10-23,32.0
2022-10-24,40.0
2022-10-25,41.6
2022-10-26,40.0
2022-10-27,40.0
2022-10-28,43.2
2022-10-29,36.800000000000004
2022-10-30,35.2
2022-10-31,41.6
2022-11-01,40.0
2022-11-02,41.6
2022-11-03,40.0
2022-11-04,41.6
2022-11-05,35.2
2022-11-06,35.2
2022-11-07,43.2
2022-11-08,62.400000000000006
2022-11-09,160.0
2022-11-10,80.0
2022-11-11,60.800000000000004
2022-11-12,54.400000000000006
2022-11-13,54.400000000000006
2022-11-14,49.6
2022-11-15,56.0
2022-11-16,60.800000000000004
2022-11-17,51.2
2022-11-18,44.800000000000004
2022-11-19,36.800000000000004
2022-11-20,35.2
2022-11-21,41.6
2022-11-22,43.2
2022-11-23,41.6
2022-11-24,33.6
2022-11-25,36.800000000000004
2022-11-26,32.0
2022-11-27,32.0
2022-11-28,36.800000000000004
2022-11-29,40.0
2022-11-30,40.0
2022-12-01,38.400000000000006
2022-12-02,38.400000000000006
2022-12-03,33.6
2022-12-04,32.0
2022-12-05,38.400000000000006
2022-12-06,41.6
2022-12-07,49.6
2022-12-08,41.6
2022-12-09,38.400000000000006
2022-12-10,33.6
2022-12-11,32.0
2022-12-12,38.400000000000006
2022-12-13,38.400000000000006
2022-12-14,38.400000000000006
2022-12-15,40.0
2022-12-16,38.400000000000006
2022-12-17,32.0
2022-12-18,33.6
2022-12-19,40.0
2022-12-20,40.0
2022-12-21,41.6
2022-12-22,41.6
2022-12-23,40.0
2022-12-24,35.2
2022-12-25,33.6
2022-12-26,35.2
2022-12-27,38.400000000000006
2022-12-28,36.800000000000004
2022-12-29,38.400000000000006
2022-12-30,41.6
2022-12-31,36.800000000000004
2023-01-01,36.800000000000004
2023-01-02,35.2
2023-01-03,48.0
2023-01-04,48.0
2023-01-05,48.0
2023-01-06,46.400000000000006
2023-01-07,43.2
2023-01-08,35.2
2023-01-09,38.400000000000006
2023-01-10,40.0
2023-01-11,43.2
2023-01-12,41.6
2023-01-13,41.6
2023-01-14,35.2
2023-01-15,33.6
2023-01-16,40.0
2023-01-17,38.400000000000006
2023-01-18,38.400000000000006
2023-01-19,36.800000000000004
2023-01-20,35.2
2023-01-21,33.6
2023-01-22,35.2
2023-01-23,41.6
2023-01-24,41.6
2023-01-25,43.2
2023-01-26,40.0
2023-01-27,41.6
2023-01-28,41.6
2023-01-29,33.6
2023-01-30,38.400000000000006
2023-01-31,38.400000000000006
2023-02-01,38.400000000000006
2023-02-02,40.0
2023-02-03,41.6
2023-02-04,48.0
2023-02-05,40.0
2023-02-06,43.2
2023-02-07,41.6
2023-02-08,44.800000000000004
2023-02-09,40.0
2023-02-10,41.6
2023-02-11,38.400000000000006
2023-02-12,41.6
2023-02-13,44.800000000000004
2023-02-14,46.400000000000006
2023-02-15,48.0
2023-02-16,43.2
2023-02-17,43.2
2023-02-18,36.800000000000004
2023-02-19,38.400000000000006
2023-02-20,43.2
2023-02-21,43.2
2023-02-22,41.6
2023-02-23,41.6
2023-02-24,40.0
2023-02-25,35.2
2023-02-26,35.2
2023-02-27,40.0
2023-02-28,41.6
2023-03-01,44.800000000000004
2023-03-02,41.6
2023-03-03,43.2
2023-03-04,35.2
2023-03-05,33.6
2023-03-06,40.0
2023-03-07,41.6
2023-03-08,41.6
2023-03-09,43.2
2023-03-10,41.6
2023-03-11,33.6
2023-03-12,35.2
2023-03-13,43.2
2023-03-14,40.0
2023-03-15,40.0
2023-03-16,38.400000000000006
2023-03-17,36.800000000000004
2023-03-18,35.2
2023-03-19,33.6
2023-03-20,41.6
2023-03-21,46.400000000000006
2023-03-22,41.6
2023-03-23,43.2
2023-03-24,40.0
2023-03-25,35.2
2023-03-26,35.2
2023-03-27,44.800000000000004
2023-03-28,48.0
2023-03-29,41.6
2023-03-30,46.400000000000006
2023-03-31,48.0
2023-04-01,36.800000000000004
2023-04-02,35.2
2023-04-03,41.6
2023-04-04,57.6
2023-04-05,51.2
2023-04-06,41.6
2023-04-07,41.6
2023-04-08,35.2
2023-04-09,33.6
2023-04-10,44.800000000000004
2023-04-11,41.6
2023-04-12,40.0
2023-04-13,40.0
2023-04-14,40.0
2023-04-15,35.2
2023-04-16,35.2
2023-04-17,40.0
2023-04-18,51.2
2023-04-19,52.800000000000004
2023-04-20,46.400000000000006
2023-04-21,40.0
2023-04-22,35.2
2023-04-23,33.6
2023-04-24,75.2
2023-04-25,59.2
2023-04-26,46.09855072463769
2023-04-27,42.75942028985507
2023-04-28,38.62028985507247
2023-04-29,32.231884057971016
2023-04-30,33.901449275362324
2023-05-01,38.3304347826087
2023-05-02,39.710144927536234
2023-05-03,41.379710144927536
2023-05-04,38.3304347826087
2023-05-05,37.24057971014493
2023-05-06,33.61159420289855
2023-05-07,36.37101449275363
2023-05-08,41.379710144927536
2023-05-09,41.959420289855075
2023-05-10,43.04927536231884
2023-05-11,41.379710144927536
2023-05-12,40.289855072463766
2023-05-13,33.61159420289855
2023-05-14,32.231884057971016
2023-05-15,38.62028985507247
2023-05-16,39.710144927536234
2023-05-17,38.62028985507247
2023-05-18,38.91014492753624
2023-05-19,40.0
2023-05-20,31.652173913043477
2023-05-21,30.562318840579714
2023-05-22,36.660869565217396
2023-05-23,37.24057971014493
2023-05-24,40.0
2023-05-25,38.3304347826087
2023-05-26,36.52173913043478
2023-05-27,33.04347826086957
2023-05-28,33.04347826086957
2023-05-29,33.04347826086957
2023-05-30,38.26086956521739
2023-05-31,37.68115942028986
2023-06-01,39.42028985507247
2023-06-02,37.68115942028986
2023-06-03,33.04347826086957
2023-06-04,33.04347826086957
2023-06-05,37.68115942028986
2023-06-06,38.26086956521739
2023-06-07,39.42028985507247
2023-06-08,40.0
2023-06-09,45.79710144927537
2023-06-10,35.94202898550725
2023-06-11,33.04347826086957
2023-06-12,38.84057971014493
2023-06-13,42.89855072463768
2023-06-14,42.89855072463768
2023-06-15,37.10144927536232
2023-06-16,37.10144927536232
2023-06-17,33.04347826086957
2023-06-18,33.04347826086957
2023-06-19,39.42028985507247
2023-06-20,43.47826086956522
2023-06-21,48.11594202898551
2023-06-22,53.333333333333336
2023-06-23,41.73913043478261
2023-06-24,38.84057971014493
2023-06-25,37.10144927536232
2023-06-26,44.05797101449276
2023-06-27,42.89855072463768
2023-06-28,39.42028985507247
2023-06-29,39.42028985507247
2023-06-30,39.42028985507247
2023-07-01,33.04347826086957
2023-07-02,33.6231884057971
2023-07-03,37.10144927536232
2023-07-04,35.36231884057971
2023-07-05,42.89855072463768
2023-07-06,39.42028985507247
2023-07-07,38.84057971014493
2023-07-08,33.04347826086957
2023-07-09,30.72463768115942
2023-07-10,36.52173913043478
2023-07-11,35.94202898550725
2023-07-12,37.10144927536232
2023-07-13,37.68115942028986
2023-07-14,36.52173913043478
2023-07-15,31.304347826086957
2023-07-16,30.72463768115942
2023-07-17,37.10144927536232
2023-07-18,37.68115942028986
2023-07-19,41.15942028985507
2023-07-20,38.26086956521739
2023-07-21,37.10144927536232
2023-07-22,30.72463768115942
2023-07-23,31.304347826086957
2023-07-24,38.26086956521739
2023-07-25,38.84057971014493
2023-07-26,43.47826086956522
2023-07-27,41.73913043478261
2023-07-28,38.26086956521739
2023-07-29,32.46376811594203
2023-07-30,31.304347826086957
2023-07-31,40.0
2023-08-01,40.0
2023-08-02,41.73913043478261
2023-08-03,41.15942028985507
2023-08-04,36.52173913043478
2023-08-05,31.304347826086957
2023-08-06,31.304347826086957
2023-08-07,37.10144927536232
2023-08-08,38.84057971014493
2023-08-09,38.26086956521739
2023-08-10,36.52173913043478
2023-08-11,37.68115942028986
2023-08-12,30.72463768115942
2023-08-13,31.884057971014492
2023-08-14,38.84057971014493
2023-08-15,41.73913043478261
2023-08-16,37.68115942028986
2023-08-17,37.10144927536232
2023-08-18,35.94202898550725
2023-08-19,30.144927536231886
2023-08-20,31.884057971014492
2023-08-21,38.84057971014493
2023-08-22,37.68115942028986
2023-08-23,42.89855072463768
2023-08-24,57.971014492753625
2023-08-25,39.42028985507247
2023-08-26,29.565217391304348
2023-08-27,31.304347826086957
2023-08-28,37.68115942028986
2023-08-29,37.68115942028986
2023-08-30,38.26086956521739
2023-08-31,38.26086956521739
2023-09-01,33.04347826086957
2023-09-02,28.405797101449277
2023-09-03,28.405797101449277
2023-09-04,29.565217391304348
2023-09-05,33.6231884057971
2023-09-06,34.20289855072464
2023-09-07,33.6231884057971
2023-09-08,31.304347826086957
2023-09-09,28.405797101449277
2023-09-10,26.666666666666668
2023-09-11,36.52173913043478
2023-09-12,35.36231884057971
2023-09-13,35.94202898550725
2023-09-14,35.94202898550725
2023-09-15,34.20289855072464
2023-09-16,28.985507246376812
2023-09-17,28.985507246376812
2023-09-18,33.04347826086957
2023-09-19,33.6231884057971
2023-09-20,34.78260869565217
2023-09-21,34.78260869565217
2023-09-22,33.6231884057971
2023-09-23,27.826086956521742
