Time,jalen_ramsey
2023-04-09,1.75
2023-04-10,1.75
2023-04-11,1.75
2023-04-12,1.75
2023-04-13,3.5
2023-04-14,1.75
2023-04-15,1.75
2023-04-16,1.75
2023-04-17,3.5
2023-04-18,3.5
2023-04-19,1.75
2023-04-20,1.75
2023-04-21,1.75
2023-04-22,1.75
2023-04-23,1.75
2023-04-24,1.75
2023-04-25,1.75
2023-04-26,1.75
2023-04-27,3.2083333333333335
2023-04-28,6.708333333333334
2023-04-29,6.708333333333334
2023-04-30,3.2083333333333335
2023-05-01,2.041666666666667
2023-05-02,1.75
2023-05-03,1.75
2023-05-04,2.041666666666667
2023-05-05,1.75
2023-05-06,1.75
2023-05-07,1.75
2023-05-08,1.75
2023-05-09,1.4583333333333335
2023-05-10,1.4583333333333335
2023-05-11,1.75
2023-05-12,2.916666666666667
2023-05-13,3.5
2023-05-14,1.75
2023-05-15,1.75
2023-05-16,2.041666666666667
2023-05-17,1.4583333333333335
2023-05-18,2.041666666666667
2023-05-19,0.2916666666666667
2023-05-20,1.75
2023-05-21,0.2916666666666667
2023-05-22,6.708333333333334
2023-05-23,3.2083333333333335
2023-05-24,3.2083333333333335
2023-05-25,2.041666666666667
2023-05-26,1.75
2023-05-27,1.1666666666666667
2023-05-28,2.916666666666667
2023-05-29,2.3333333333333335
2023-05-30,1.75
2023-05-31,1.75
2023-06-01,1.75
2023-06-02,1.75
2023-06-03,1.1666666666666667
2023-06-04,1.1666666666666667
2023-06-05,1.1666666666666667
2023-06-06,1.75
2023-06-07,2.916666666666667
2023-06-08,2.3333333333333335
2023-06-09,2.3333333333333335
2023-06-10,1.75
2023-06-11,1.1666666666666667
2023-06-12,1.1666666666666667
2023-06-13,1.75
2023-06-14,1.75
2023-06-15,1.75
2023-06-16,1.1666666666666667
2023-06-17,0.5833333333333334
2023-06-18,1.75
2023-06-19,1.1666666666666667
2023-06-20,1.1666666666666667
2023-06-21,1.1666666666666667
2023-06-22,1.1666666666666667
2023-06-23,1.1666666666666667
2023-06-24,1.1666666666666667
2023-06-25,1.1666666666666667
2023-06-26,1.1666666666666667
2023-06-27,1.1666666666666667
2023-06-28,0.5833333333333334
2023-06-29,1.1666666666666667
2023-06-30,5.833333333333334
2023-07-01,3.5
2023-07-02,2.3333333333333335
2023-07-03,2.3333333333333335
2023-07-04,1.1666666666666667
2023-07-05,1.1666666666666667
2023-07-06,1.1666666666666667
2023-07-07,1.1666666666666667
2023-07-08,1.75
2023-07-09,1.1666666666666667
2023-07-10,1.1666666666666667
2023-07-11,1.75
2023-07-12,1.1666666666666667
2023-07-13,1.1666666666666667
2023-07-14,1.1666666666666667
2023-07-15,1.75
2023-07-16,1.75
2023-07-17,1.75
2023-07-18,2.3333333333333335
2023-07-19,1.1666666666666667
2023-07-20,2.916666666666667
2023-07-21,1.75
2023-07-22,2.3333333333333335
2023-07-23,1.75
2023-07-24,1.75
2023-07-25,2.3333333333333335
2023-07-26,2.3333333333333335
2023-07-27,58.333333333333336
2023-07-28,37.333333333333336
2023-07-29,14.583333333333334
2023-07-30,8.166666666666668
2023-07-31,5.25
2023-08-01,4.083333333333334
2023-08-02,2.916666666666667
2023-08-03,3.5
2023-08-04,3.5
2023-08-05,2.916666666666667
2023-08-06,2.916666666666667
2023-08-07,2.3333333333333335
2023-08-08,2.3333333333333335
2023-08-09,2.916666666666667
2023-08-10,2.3333333333333335
2023-08-11,2.3333333333333335
2023-08-12,2.3333333333333335
2023-08-13,3.5
2023-08-14,2.916666666666667
2023-08-15,2.3333333333333335
2023-08-16,2.3333333333333335
2023-08-17,2.3333333333333335
2023-08-18,2.916666666666667
2023-08-19,3.5
2023-08-20,2.3333333333333335
2023-08-21,1.75
2023-08-22,2.3333333333333335
2023-08-23,2.3333333333333335
2023-08-24,2.3333333333333335
2023-08-25,2.3333333333333335
2023-08-26,4.083333333333334
2023-08-27,5.25
2023-08-28,4.083333333333334
2023-08-29,2.916666666666667
2023-08-30,3.5
2023-08-31,3.5
2023-09-01,2.916666666666667
2023-09-02,2.916666666666667
2023-09-03,3.5
2023-09-04,5.25
2023-09-05,3.5
2023-09-06,4.666666666666667
2023-09-07,4.666666666666667
2023-09-08,4.083333333333334
2023-09-09,2.916666666666667
2023-09-10,12.833333333333334
2023-09-11,7.583333333333334
2023-09-12,4.666666666666667
2023-09-13,4.083333333333334
2023-09-14,2.916666666666667
2023-09-15,2.3333333333333335
2023-09-16,2.916666666666667
2023-09-17,7.0
2023-09-18,13.416666666666668
2023-09-19,2.916666666666667
2023-09-20,2.916666666666667
2023-09-21,4.666666666666667
2023-09-22,3.5
2023-09-23,3.5
2023-09-24,7.0
2023-09-25,7.0
2023-09-26,11.666666666666668
2023-09-27,4.083333333333334
2023-09-28,4.083333333333334
2023-09-29,4.666666666666667
2023-09-30,4.083333333333334
2023-10-01,10.5
2023-10-02,4.666666666666667
2023-10-03,4.083333333333334
2023-10-04,3.5
2023-10-05,2.916666666666667
2023-10-06,3.5
2023-10-07,2.916666666666667
2023-10-08,7.0
2023-10-09,4.666666666666667
2023-10-10,4.083333333333334
2023-10-11,2.916666666666667
2023-10-12,3.5
2023-10-13,4.083333333333334
2023-10-14,2.916666666666667
2023-10-15,7.583333333333334
2023-10-16,4.666666666666667
2023-10-17,4.083333333333334
2023-10-18,8.75
2023-10-19,6.416666666666667
2023-10-20,5.25
2023-10-21,4.083333333333334
2023-10-22,9.333333333333334
2023-10-23,14.0
2023-10-24,4.666666666666667
2023-10-25,3.5
2023-10-26,3.5
2023-10-27,7.0
2023-10-28,5.833333333333334
2023-10-29,27.416666666666668
2023-10-30,12.833333333333334
2023-10-31,6.416666666666667
2023-11-01,4.083333333333334
2023-11-02,3.5
2023-11-03,3.5
2023-11-04,3.5
2023-11-05,7.583333333333334
2023-11-06,2.3333333333333335
2023-11-07,1.75
2023-11-08,1.1666666666666667
2023-11-09,1.75
2023-11-10,1.75
2023-11-11,1.75
2023-11-12,2.3333333333333335
2023-11-13,1.75
2023-11-14,2.3333333333333335
2023-11-15,2.3333333333333335
2023-11-16,1.75
2023-11-17,1.75
2023-11-18,1.75
2023-11-19,15.166666666666668
2023-11-20,12.25
2023-11-21,5.833333333333334
2023-11-22,6.416666666666667
2023-11-23,6.416666666666667
2023-11-24,8.75
2023-11-25,4.083333333333334
2023-11-26,4.666666666666667
2023-11-27,3.5
2023-11-28,3.5
2023-11-29,3.5
2023-11-30,3.5
2023-12-01,3.5
2023-12-02,2.3333333333333335
2023-12-03,4.666666666666667
2023-12-04,5.833333333333334
2023-12-05,4.083333333333334
2023-12-06,2.916666666666667
2023-12-07,2.916666666666667
2023-12-08,2.3333333333333335
2023-12-09,1.75
2023-12-10,3.5
2023-12-11,2.916666666666667
2023-12-12,7.583333333333334
2023-12-13,3.5
2023-12-14,2.3333333333333335
2023-12-15,2.3333333333333335
2023-12-16,2.916666666666667
2023-12-17,5.25
2023-12-18,2.3333333333333335
2023-12-19,2.916666666666667
2023-12-20,2.3333333333333335
2023-12-21,2.916666666666667
2023-12-22,3.511256148316307
2023-12-23,2.9414964055996977
2023-12-24,9.208853575482408
2023-12-25,5.220535376466136
2023-12-26,2.3717366628830874
2023-12-27,2.9414964055996977
2023-12-28,2.9414964055996977
2023-12-29,3.511256148316307
2023-12-30,3.603953840332955
2023-12-31,7.406876655315929
2024-01-01,3.511256148316307
2024-01-02,2.186341278849792
2024-01-03,2.3717366628830874
2024-01-04,3.603953840332955
2024-01-05,2.3717366628830874
2024-01-06,2.84879871358305
2024-01-07,3.3258607642830116
2024-01-08,8.639093832765797
2024-01-09,2.2790389708664396
2024-01-10,1.8019769201664775
2024-01-11,2.186341278849792
2024-01-12,1.8946746121831253
2024-01-13,2.84879871358305
2024-01-14,11.673287930382141
2024-01-15,4.0810158910329175
2024-01-16,2.84879871358305
2024-01-17,1.7092792281498297
2024-01-18,1.8019769201664775
2024-01-19,2.2790389708664396
2024-01-20,3.895620506999622
2024-01-21,2.4101399924328417
2024-01-22,2.0393492243662505
2024-01-23,1.853953840332955
2024-01-24,1.853953840332955
2024-01-25,2.224744608399546
2024-01-26,2.0393492243662505
2024-01-27,1.483163072266364
2024-01-28,1.483163072266364
2024-01-29,1.483163072266364
2024-01-30,1.483163072266364
2024-01-31,1.483163072266364
2024-02-01,1.2977676882330684
2024-02-02,2.224744608399546
2024-02-03,2.0393492243662505
2024-02-04,1.6685584562996596
2024-02-05,1.2977676882330684
2024-02-06,1.2977676882330684
2024-02-07,1.112372304199773
2024-02-08,1.112372304199773
2024-02-09,1.6685584562996596
2024-02-10,1.2977676882330684
2024-02-11,1.483163072266364
2024-02-12,1.853953840332955
2024-02-13,1.2977676882330684
2024-02-14,1.2977676882330684
2024-02-15,1.112372304199773
2024-02-16,1.6685584562996596
2024-02-17,1.6685584562996596
2024-02-18,1.853953840332955
2024-02-19,1.2977676882330684
2024-02-20,2.0393492243662505
2024-02-21,1.483163072266364
2024-02-22,0.9269769201664775
2024-02-23,1.6685584562996596
2024-02-24,2.595535376466137
2024-02-25,1.853953840332955
2024-02-26,1.483163072266364
2024-02-27,1.2977676882330684
2024-02-28,0.9269769201664775
2024-02-29,1.2977676882330684
2024-03-01,1.2977676882330684
2024-03-02,1.112372304199773
2024-03-03,1.2977676882330684
2024-03-04,0.9269769201664775
2024-03-05,0.9269769201664775
2024-03-06,1.112372304199773
2024-03-07,1.483163072266364
2024-03-08,0.9269769201664775
2024-03-09,0.741581536133182
2024-03-10,0.9269769201664775
2024-03-11,1.853953840332955
2024-03-12,2.224744608399546
2024-03-13,1.6685584562996596
2024-03-14,1.6685584562996596
2024-03-15,1.6685584562996596
2024-03-16,2.7809307604994324
2024-03-17,3.1517215285660236
2024-03-18,2.595535376466137
2024-03-19,1.2977676882330684
2024-03-20,1.483163072266364
2024-03-21,0.9269769201664775
2024-03-22,1.483163072266364
2024-03-23,2.0393492243662505
2024-03-24,1.112372304199773
2024-03-25,1.2977676882330684
2024-03-26,1.2977676882330684
2024-03-27,1.6685584562996596
2024-03-28,1.112372304199773
2024-03-29,1.112372304199773
2024-03-30,1.2977676882330684
2024-03-31,2.0393492243662505
2024-04-01,1.2977676882330684
2024-04-02,0.9269769201664775
2024-04-03,1.2977676882330684
2024-04-04,0.741581536133182
2024-04-05,0.9269769201664775
2024-04-06,0.741581536133182
2024-04-07,0.9269769201664775
2024-04-08,0.741581536133182
2024-04-09,0.5561861520998865
2024-04-10,1.112372304199773
2024-04-11,1.112372304199773
2024-04-12,1.2977676882330684
2024-04-13,0.5561861520998865
2024-04-14,0.741581536133182
2024-04-15,0.741581536133182
2024-04-16,1.2977676882330684
2024-04-17,0.9269769201664775
2024-04-18,0.9269769201664775
2024-04-19,0.9269769201664775
2024-04-20,1.2977676882330684
2024-04-21,1.483163072266364
2024-04-22,1.2977676882330684
2024-04-23,1.112372304199773
2024-04-24,2.4101399924328417
2024-04-25,1.853953840332955
2024-04-26,3.1517215285660236
2024-04-27,1.853953840332955
2024-04-28,1.483163072266364
2024-04-29,1.483163072266364
2024-04-30,1.112372304199773
2024-05-01,1.2977676882330684
2024-05-02,0.9269769201664775
2024-05-03,2.224744608399546
2024-05-04,1.2977676882330684
2024-05-05,1.853953840332955
2024-05-06,1.2977676882330684
2024-05-07,1.112372304199773
2024-05-08,1.112372304199773
2024-05-09,0.741581536133182
2024-05-10,0.9269769201664775
2024-05-11,0.0
2024-05-12,1.2977676882330684
2024-05-13,1.483163072266364
2024-05-14,1.112372304199773
2024-05-15,1.112372304199773
2024-05-16,0.741581536133182
2024-05-17,0.741581536133182
2024-05-18,0.9269769201664775
2024-05-19,0.741581536133182
2024-05-20,1.2977676882330684
2024-05-21,1.2977676882330684
2024-05-22,1.112372304199773
2024-05-23,0.741581536133182
2024-05-24,0.9269769201664775
2024-05-25,0.0
2024-05-26,1.112372304199773
2024-05-27,1.112372304199773
2024-05-28,0.9269769201664775
2024-05-29,1.2977676882330684
2024-05-30,0.9269769201664775
2024-05-31,1.112372304199773
2024-06-01,1.112372304199773
2024-06-02,1.112372304199773
2024-06-03,1.2977676882330684
2024-06-04,1.112372304199773
2024-06-05,1.112372304199773
2024-06-06,0.5561861520998865
2024-06-07,1.112372304199773
2024-06-08,1.112372304199773
2024-06-09,0.741581536133182
2024-06-10,0.9269769201664775
2024-06-11,0.741581536133182
2024-06-12,0.741581536133182
2024-06-13,1.112372304199773
2024-06-14,0.9269769201664775
2024-06-15,0.0
2024-06-16,1.483163072266364
2024-06-17,0.9269769201664775
2024-06-18,0.9269769201664775
2024-06-19,1.2977676882330684
2024-06-20,0.9269769201664775
2024-06-21,0.741581536133182
2024-06-22,0.9269769201664775
2024-06-23,0.9269769201664775
2024-06-24,0.9269769201664775
2024-06-25,1.112372304199773
2024-06-26,0.741581536133182
2024-06-27,0.9269769201664775
2024-06-28,1.483163072266364
2024-06-29,0.9269769201664775
2024-06-30,1.112372304199773
2024-07-01,1.112372304199773
2024-07-02,0.741581536133182
2024-07-03,0.741581536133182
2024-07-04,0.741581536133182
2024-07-05,0.9269769201664775
2024-07-06,1.2977676882330684
2024-07-07,0.9269769201664775
2024-07-08,0.9269769201664775
2024-07-09,1.112372304199773
2024-07-10,1.112372304199773
2024-07-11,0.741581536133182
2024-07-12,1.483163072266364
2024-07-13,1.483163072266364
2024-07-14,1.112372304199773
2024-07-15,1.2977676882330684
2024-07-16,0.9269769201664775
2024-07-17,1.112372304199773
2024-07-18,1.112372304199773
2024-07-19,1.6685584562996596
2024-07-20,1.2977676882330684
2024-07-21,0.741581536133182
2024-07-22,1.112372304199773
2024-07-23,1.112372304199773
2024-07-24,1.2977676882330684
2024-07-25,1.853953840332955
2024-07-26,1.2977676882330684
2024-07-27,1.483163072266364
2024-07-28,0.5561861520998865
2024-07-29,1.2977676882330684
2024-07-30,1.2977676882330684
2024-07-31,2.0393492243662505
2024-08-01,1.6685584562996596
2024-08-02,1.6685584562996596
2024-08-03,0.9269769201664775
2024-08-04,1.853953840332955
2024-08-05,1.2977676882330684
2024-08-06,1.112372304199773
2024-08-07,1.2977676882330684
2024-08-08,1.2977676882330684
2024-08-09,0.9269769201664775
2024-08-10,2.0393492243662505
2024-08-11,1.483163072266364
2024-08-12,1.483163072266364
2024-08-13,1.6685584562996596
2024-08-14,1.2977676882330684
2024-08-15,2.0393492243662505
2024-08-16,2.0393492243662505
2024-08-17,2.224744608399546
2024-08-18,1.522585159944457
2024-08-19,1.6152828519611049
2024-08-20,2.0610127772648252
2024-08-21,1.522585159944457
2024-08-22,2.0610127772648252
2024-08-23,1.3924178893092445
2024-08-24,2.5994403945851934
2024-08-25,3.583597937209282
2024-08-26,1.6152828519611049
2024-08-27,1.522585159944457
2024-08-28,1.8381478146129648
2024-08-29,1.522585159944457
2024-08-30,1.6152828519611049
2024-08-31,1.522585159944457
2024-09-01,1.6152828519611049
2024-09-02,2.153710469281473
2024-09-03,3.4534306665740697
2024-09-04,2.5067427025685456
2024-09-05,2.915003049253701
2024-09-06,18.511645416764864
2024-09-07,9.952031653037054
2024-09-08,11.25175185032965
2024-09-09,7.352591258451859
2024-09-10,4.753150863866667
2024-09-11,4.1220255545296505
2024-09-12,6.498600986462984
2024-09-13,10.620626540992633
2024-09-14,5.421745751822247
2024-09-15,5.5144434438388945
2024-09-16,4.1220255545296505
2024-09-17,2.60334541270425
2024-09-18,1.822341788892975
2024-09-19,1.822341788892975
2024-09-20,3.1240144952451
2024-09-21,2.60334541270425
2024-09-22,5.2066908254085
2024-09-23,2.60334541270425
2024-09-24,1.822341788892975
2024-09-25,1.56200724762255
2024-09-26,1.822341788892975
2024-09-27,2.0826763301634
2024-09-28,2.343010871433825
2024-09-29,2.60334541270425
2024-09-30,3.64468357778595
2024-10-01,3.1240144952451
2024-10-02,1.0413381650817
2024-10-03,1.56200724762255
2024-10-04,1.56200724762255
2024-10-05,1.301672706352125
2024-10-06,2.8636799539746747
2024-10-07,1.56200724762255
2024-10-08,1.56200724762255
2024-10-09,1.0413381650817
2024-10-10,1.0413381650817
2024-10-11,1.0413381650817
2024-10-12,1.301672706352125
2024-10-13,1.822341788892975
2024-10-14,1.56200724762255
2024-10-15,1.822341788892975
2024-10-16,1.301672706352125
2024-10-17,1.56200724762255
2024-10-18,1.822341788892975
2024-10-19,1.822341788892975
2024-10-20,1.822341788892975
2024-10-21,1.822341788892975
2024-10-22,1.822341788892975
2024-10-23,2.0826763301634
2024-10-24,2.60334541270425
2024-10-25,3.1240144952451
2024-10-26,1.56200724762255
2024-10-27,3.384349036515525
2024-10-28,2.343010871433825
2024-10-29,1.56200724762255
2024-10-30,1.56200724762255
2024-10-31,0.781003623811275
2024-11-01,1.0413381650817
2024-11-02,2.0826763301634
2024-11-03,4.1653526603268
2024-11-04,3.384349036515525
2024-11-05,3.9050181190563746
2024-11-06,1.822341788892975
2024-11-07,2.0826763301634
2024-11-08,1.56200724762255
2024-11-09,1.56200724762255
2024-11-10,1.822341788892975
2024-11-11,3.64468357778595
2024-11-12,7.549701696842325
2024-11-13,1.822341788892975
2024-11-14,1.56200724762255
2024-11-15,1.822341788892975
2024-11-16,2.343010871433825
2024-11-17,2.343010871433825
2024-11-18,1.56200724762255
2024-11-19,1.301672706352125
2024-11-20,1.822341788892975
2024-11-21,1.56200724762255
2024-11-22,1.56200724762255
2024-11-23,1.822341788892975
2024-11-24,2.60334541270425
2024-11-25,2.60334541270425
2024-11-26,1.56200724762255
2024-11-27,2.0826763301634
2024-11-28,2.343010871433825
2024-11-29,8.3307053206536
2024-11-30,1.56200724762255
2024-12-01,2.0826763301634
2024-12-02,1.822341788892975
2024-12-03,1.0413381650817
