Time,nvda_stock
2022-01-01,7.0
2022-01-02,6.0
2022-01-03,35.0
2022-01-04,49.0
2022-01-05,44.0
2022-01-06,35.0
2022-01-07,37.0
2022-01-08,10.0
2022-01-09,5.0
2022-01-10,43.0
2022-01-11,42.0
2022-01-12,30.0
2022-01-13,39.0
2022-01-14,29.0
2022-01-15,9.0
2022-01-16,4.0
2022-01-17,9.0
2022-01-18,30.0
2022-01-19,32.0
2022-01-20,36.0
2022-01-21,40.0
2022-01-22,13.0
2022-01-23,7.0
2022-01-24,74.0
2022-01-25,43.0
2022-01-26,37.0
2022-01-27,40.0
2022-01-28,40.0
2022-01-29,11.0
2022-01-30,7.0
2022-01-31,36.0
2022-02-01,42.0
2022-02-02,49.0
2022-02-03,37.0
2022-02-04,32.0
2022-02-05,8.0
2022-02-06,5.0
2022-02-07,34.0
2022-02-08,49.0
2022-02-09,35.0
2022-02-10,32.0
2022-02-11,37.0
2022-02-12,10.0
2022-02-13,6.0
2022-02-14,41.0
2022-02-15,56.0
2022-02-16,100.0
2022-02-17,97.0
2022-02-18,58.0
2022-02-19,12.0
2022-02-20,5.0
2022-02-21,11.0
2022-02-22,42.0
2022-02-23,37.0
2022-02-24,47.0
2022-02-25,38.0
2022-02-26,10.0
2022-02-27,6.0
2022-02-28,35.0
2022-03-01,28.0
2022-03-02,30.0
2022-03-03,27.0
2022-03-04,29.0
2022-03-05,7.0
2022-03-06,3.0
2022-03-07,38.0
2022-03-08,30.0
2022-03-09,32.0
2022-03-10,30.0
2022-03-11,28.0
2022-03-12,8.0
2022-03-13,4.0
2022-03-14,32.0
2022-03-15,29.0
2022-03-16,40.0
2022-03-17,33.0
2022-03-18,37.0
2022-03-19,10.0
2022-03-20,7.0
2022-03-21,39.0
2022-03-22,40.0
2022-03-23,29.0
2022-03-24,48.0
2022-03-25,41.0
2022-03-26,10.0
2022-03-27,6.0
2022-03-28,33.0
2022-03-29,35.0
2022-03-30,36.0
2022-03-31,27.0
2022-04-01,26.0
2022-04-02,7.0
2022-04-03,4.0
2022-04-04,28.0
2022-04-05,27.0
2022-04-06,34.0
2022-04-07,28.0
2022-04-08,32.0
2022-04-09,11.0
2022-04-10,5.0
2022-04-11,41.0
2022-04-12,35.0
2022-04-13,34.0
2022-04-14,30.0
2022-04-15,12.0
2022-04-16,6.0
2022-04-17,4.0
2022-04-18,33.0
2022-04-19,28.0
2022-04-20,31.0
2022-04-21,36.0
2022-04-22,39.0
2022-04-23,11.0
2022-04-24,6.0
2022-04-25,34.0
2022-04-26,37.0
2022-04-27,33.0
2022-04-28,37.0
2022-04-29,30.0
2022-04-30,10.0
2022-05-01,6.0
2022-05-02,28.0
2022-05-03,29.0
2022-05-04,30.0
2022-05-05,30.0
2022-05-06,29.0
2022-05-07,8.0
2022-05-08,6.0
2022-05-09,38.0
2022-05-10,31.0
2022-05-11,37.0
2022-05-12,39.0
2022-05-13,34.0
2022-05-14,8.0
2022-05-15,5.0
2022-05-16,27.0
2022-05-17,31.0
2022-05-18,31.0
2022-05-19,30.0
2022-05-20,33.0
2022-05-21,8.0
2022-05-22,5.0
2022-05-23,31.0
2022-05-24,33.0
2022-05-25,82.0
2022-05-26,75.0
2022-05-27,38.0
2022-05-28,9.0
2022-05-29,5.0
2022-05-30,6.0
2022-05-31,31.0
2022-06-01,27.0
2022-06-02,29.0
2022-06-03,27.0
2022-06-04,5.0
2022-06-05,4.0
2022-06-06,26.0
2022-06-07,24.0
2022-06-08,24.0
2022-06-09,23.0
2022-06-10,24.0
2022-06-11,5.0
2022-06-12,4.0
2022-06-13,29.0
2022-06-14,25.0
2022-06-15,25.0
2022-06-16,25.0
2022-06-17,24.0
2022-06-18,5.0
2022-06-19,4.0
2022-06-20,8.0
2022-06-21,24.0
2022-06-22,22.0
2022-06-23,22.0
2022-06-24,21.0
2022-06-25,6.0
2022-06-26,4.0
2022-06-27,20.0
2022-06-28,20.0
2022-06-29,26.0
2022-06-30,27.0
2022-07-01,29.0
2022-07-02,9.0
2022-07-03,5.0
2022-07-04,5.0
2022-07-05,26.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,19.0
2022-07-09,5.0
2022-07-10,3.0
2022-07-11,21.0
2022-07-12,20.0
2022-07-13,20.0
2022-07-14,21.0
2022-07-15,24.0
2022-07-16,9.0
2022-07-17,7.0
2022-07-18,36.0
2022-07-19,39.0
2022-07-20,44.0
2022-07-21,36.0
2022-07-22,31.0
2022-07-23,7.0
2022-07-24,5.0
2022-07-25,25.0
2022-07-26,26.0
2022-07-27,38.0
2022-07-28,35.0
2022-07-29,29.0
2022-07-30,6.0
2022-07-31,5.0
2022-08-01,25.0
2022-08-02,29.0
2022-08-03,28.0
2022-08-04,28.0
2022-08-05,25.0
2022-08-06,4.0
2022-08-07,5.0
2022-08-08,49.0
2022-08-09,38.0
2022-08-10,32.0
2022-08-11,29.0
2022-08-12,26.0
2022-08-13,6.0
2022-08-14,4.0
2022-08-15,26.0
2022-08-16,25.0
2022-08-17,23.0
2022-08-18,23.0
2022-08-19,21.0
2022-08-20,5.0
2022-08-21,4.0
2022-08-22,22.0
2022-08-23,24.0
2022-08-24,51.0
2022-08-25,49.0
2022-08-26,32.0
2022-08-27,7.0
2022-08-28,4.0
2022-08-29,25.333333333333336
2022-08-30,25.333333333333336
2022-08-31,30.166666666666668
2022-09-01,67.33333333333334
2022-09-02,42.0
2022-09-03,9.166666666666668
2022-09-04,4.833333333333334
2022-09-05,4.833333333333334
2022-09-06,27.0
2022-09-07,27.0
2022-09-08,21.0
2022-09-09,22.666666666666668
2022-09-10,4.833333333333334
2022-09-11,2.666666666666667
2022-09-12,22.666666666666668
2022-09-13,28.0
2022-09-14,25.833333333333336
2022-09-15,23.166666666666668
2022-09-16,25.833333333333336
2022-09-17,6.5
2022-09-18,2.666666666666667
2022-09-19,23.666666666666668
2022-09-20,25.333333333333336
2022-09-21,25.833333333333336
2022-09-22,25.833333333333336
2022-09-23,24.833333333333336
2022-09-24,7.5
2022-09-25,2.666666666666667
2022-09-26,21.0
2022-09-27,22.666666666666668
2022-09-28,21.0
2022-09-29,21.0
2022-09-30,21.0
2022-10-01,4.666666666666667
2022-10-02,2.3333333333333335
2022-10-03,21.0
2022-10-04,23.333333333333336
2022-10-05,21.0
2022-10-06,23.333333333333336
2022-10-07,25.666666666666668
2022-10-08,7.0
2022-10-09,2.3333333333333335
2022-10-10,25.666666666666668
2022-10-11,21.0
2022-10-12,21.0
2022-10-13,25.666666666666668
2022-10-14,21.0
2022-10-15,4.666666666666667
2022-10-16,2.3333333333333335
2022-10-17,18.666666666666668
2022-10-18,21.0
2022-10-19,18.666666666666668
2022-10-20,18.666666666666668
2022-10-21,18.666666666666668
2022-10-22,4.666666666666667
2022-10-23,2.3333333333333335
2022-10-24,16.333333333333336
2022-10-25,18.666666666666668
2022-10-26,23.333333333333336
2022-10-27,25.666666666666668
2022-10-28,23.333333333333336
2022-10-29,4.666666666666667
2022-10-30,2.3333333333333335
2022-10-31,16.333333333333336
2022-11-01,18.666666666666668
2022-11-02,21.0
2022-11-03,21.0
2022-11-04,21.0
2022-11-05,4.666666666666667
2022-11-06,2.3333333333333335
2022-11-07,18.666666666666668
2022-11-08,23.333333333333336
2022-11-09,18.666666666666668
2022-11-10,25.666666666666668
2022-11-11,28.0
2022-11-12,7.0
2022-11-13,2.3333333333333335
2022-11-14,21.0
2022-11-15,28.0
2022-11-16,49.0
2022-11-17,44.333333333333336
2022-11-18,23.333333333333336
2022-11-19,7.0
2022-11-20,2.3333333333333335
2022-11-21,16.333333333333336
2022-11-22,23.333333333333336
2022-11-23,21.0
2022-11-24,4.666666666666667
2022-11-25,14.0
2022-11-26,2.3333333333333335
2022-11-27,2.3333333333333335
2022-11-28,16.333333333333336
2022-11-29,14.0
2022-11-30,18.666666666666668
2022-12-01,21.0
2022-12-02,16.333333333333336
2022-12-03,2.3333333333333335
2022-12-04,2.3333333333333335
2022-12-05,14.0
2022-12-06,16.333333333333336
2022-12-07,14.0
2022-12-08,16.333333333333336
2022-12-09,18.666666666666668
2022-12-10,4.666666666666667
2022-12-11,2.3333333333333335
2022-12-12,16.333333333333336
2022-12-13,23.333333333333336
2022-12-14,21.0
2022-12-15,21.0
2022-12-16,18.666666666666668
2022-12-17,4.666666666666667
2022-12-18,2.3333333333333335
2022-12-19,16.333333333333336
2022-12-20,16.333333333333336
2022-12-21,16.333333333333336
2022-12-22,21.0
2022-12-23,18.666666666666668
2022-12-24,4.666666666666667
2022-12-25,2.3333333333333335
2022-12-26,4.666666666666667
2022-12-27,21.0
2022-12-28,21.0
2022-12-29,18.666666666666668
2022-12-30,16.333333333333336
2022-12-31,4.666666666666667
2023-01-01,2.3333333333333335
2023-01-02,4.666666666666667
2023-01-03,16.333333333333336
2023-01-04,16.333333333333336
2023-01-05,16.333333333333336
2023-01-06,18.666666666666668
2023-01-07,2.3333333333333335
2023-01-08,2.3333333333333335
2023-01-09,18.666666666666668
2023-01-10,16.333333333333336
2023-01-11,16.333333333333336
2023-01-12,18.666666666666668
2023-01-13,18.666666666666668
2023-01-14,4.666666666666667
2023-01-15,2.3333333333333335
2023-01-16,4.666666666666667
2023-01-17,21.0
2023-01-18,21.0
2023-01-19,18.666666666666668
2023-01-20,21.0
2023-01-21,7.0
2023-01-22,2.3333333333333335
2023-01-23,28.0
2023-01-24,28.0
2023-01-25,23.333333333333336
2023-01-26,30.333333333333336
2023-01-27,32.66666666666667
2023-01-28,9.333333333333334
2023-01-29,4.666666666666667
2023-01-30,23.333333333333336
2023-01-31,28.0
2023-02-01,32.66666666666667
2023-02-02,37.333333333333336
2023-02-03,32.66666666666667
2023-02-04,7.0
2023-02-05,2.3333333333333335
2023-02-06,25.666666666666668
2023-02-07,28.0
2023-02-08,32.66666666666667
2023-02-09,32.66666666666667
2023-02-10,32.66666666666667
2023-02-11,7.0
2023-02-12,4.666666666666667
2023-02-13,23.333333333333336
2023-02-14,32.66666666666667
2023-02-15,32.66666666666667
2023-02-16,30.333333333333336
2023-02-17,28.0
2023-02-18,7.0
2023-02-19,4.666666666666667
2023-02-20,7.0
2023-02-21,28.0
2023-02-22,56.0
2023-02-23,91.0
2023-02-24,51.333333333333336
2023-02-25,7.0
2023-02-26,4.666666666666667
2023-02-27,32.66666666666667
2023-02-28,35.0
2023-03-01,35.0
2023-03-02,30.333333333333336
2023-03-03,25.666666666666668
2023-03-04,7.0
2023-03-05,4.666666666666667
2023-03-06,30.333333333333336
2023-03-07,25.666666666666668
2023-03-08,30.333333333333336
2023-03-09,30.333333333333336
2023-03-10,28.0
2023-03-11,7.0
2023-03-12,4.666666666666667
2023-03-13,25.666666666666668
2023-03-14,28.0
2023-03-15,28.0
2023-03-16,35.0
2023-03-17,42.0
2023-03-18,9.333333333333334
2023-03-19,7.0
2023-03-20,30.333333333333336
2023-03-21,39.66666666666667
2023-03-22,49.0
2023-03-23,46.66666666666667
2023-03-24,39.66666666666667
2023-03-25,9.333333333333334
2023-03-26,4.666666666666667
2023-03-27,30.333333333333336
2023-03-28,30.333333333333336
2023-03-29,32.66666666666667
2023-03-30,35.0
2023-03-31,32.66666666666667
2023-04-01,9.333333333333334
2023-04-02,4.666666666666667
2023-04-03,32.66666666666667
2023-04-04,30.333333333333336
2023-04-05,32.66666666666667
2023-04-06,32.66666666666667
2023-04-07,11.666666666666668
2023-04-08,4.666666666666667
2023-04-09,4.666666666666667
2023-04-10,30.333333333333336
2023-04-11,32.66666666666667
2023-04-12,30.333333333333336
2023-04-13,32.66666666666667
2023-04-14,28.0
2023-04-15,7.0
2023-04-16,4.666666666666667
2023-04-17,28.0
2023-04-18,37.333333333333336
2023-04-19,35.0
2023-04-20,32.66666666666667
2023-04-21,28.0
2023-04-22,7.0
2023-04-23,4.666666666666667
2023-04-24,28.0
2023-04-25,30.333333333333336
2023-04-26,31.500000000000007
2023-04-27,29.16666666666667
2023-04-28,28.000000000000004
2023-04-29,7.000000000000001
2023-04-30,4.666666666666668
2023-05-01,38.50000000000001
2023-05-02,36.16666666666667
2023-05-03,32.66666666666667
2023-05-04,29.16666666666667
2023-05-05,30.33333333333334
2023-05-06,7.000000000000001
2023-05-07,4.666666666666668
2023-05-08,30.33333333333334
2023-05-09,29.16666666666667
2023-05-10,29.16666666666667
2023-05-11,28.000000000000004
2023-05-12,26.833333333333336
2023-05-13,4.666666666666668
2023-05-14,2.333333333333334
2023-05-15,25.66666666666667
2023-05-16,35.0
2023-05-17,40.83333333333334
2023-05-18,63.000000000000014
2023-05-19,51.33333333333334
2023-05-20,9.333333333333336
2023-05-21,7.000000000000001
2023-05-22,40.83333333333334
2023-05-23,43.16666666666667
2023-05-24,136.5
2023-05-25,226.33333333333337
2023-05-26,121.33333333333337
2023-05-27,30.333333333333343
2023-05-28,16.333333333333336
2023-05-29,18.66666666666667
2023-05-30,116.6666666666667
2023-05-31,95.66666666666669
2023-06-01,81.66666666666669
2023-06-02,72.33333333333336
2023-06-03,16.333333333333336
2023-06-04,11.66666666666667
2023-06-05,60.666666666666686
2023-06-06,51.33333333333334
2023-06-07,53.66666666666668
2023-06-08,58.33333333333335
2023-06-09,49.000000000000014
2023-06-10,9.333333333333336
2023-06-11,7.000000000000002
2023-06-12,49.000000000000014
2023-06-13,63.000000000000014
2023-06-14,81.66666666666669
2023-06-15,77.00000000000001
2023-06-16,67.66666666666669
2023-06-17,14.000000000000004
2023-06-18,9.333333333333336
2023-06-19,18.66666666666667
2023-06-20,60.666666666666686
2023-06-21,63.000000000000014
2023-06-22,53.66666666666668
2023-06-23,49.000000000000014
2023-06-24,9.333333333333336
2023-06-25,7.000000000000002
2023-06-26,58.33333333333335
2023-06-27,56.000000000000014
2023-06-28,74.66666666666669
2023-06-29,49.000000000000014
2023-06-30,49.000000000000014
2023-07-01,11.66666666666667
2023-07-02,7.000000000000002
2023-07-03,42.000000000000014
2023-07-04,11.66666666666667
2023-07-05,46.66666666666668
2023-07-06,42.000000000000014
2023-07-07,44.33333333333334
2023-07-08,7.000000000000002
2023-07-09,7.000000000000002
2023-07-10,42.000000000000014
2023-07-11,37.33333333333334
2023-07-12,44.33333333333334
2023-07-13,63.000000000000014
2023-07-14,74.66666666666669
2023-07-15,14.000000000000004
2023-07-16,9.333333333333336
2023-07-17,60.666666666666686
2023-07-18,63.000000000000014
2023-07-19,65.33333333333334
2023-07-20,56.000000000000014
2023-07-21,53.66666666666668
2023-07-22,11.66666666666667
2023-07-23,9.333333333333336
2023-07-24,51.33333333333334
2023-07-25,53.66666666666668
2023-07-26,53.66666666666668
2023-07-27,56.000000000000014
2023-07-28,51.33333333333334
2023-07-29,11.66666666666667
2023-07-30,9.333333333333336
2023-07-31,44.33333333333334
2023-08-01,44.33333333333334
2023-08-02,56.000000000000014
2023-08-03,49.000000000000014
2023-08-04,44.33333333333334
2023-08-05,9.333333333333336
2023-08-06,4.666666666666668
2023-08-07,39.66666666666668
2023-08-08,42.000000000000014
2023-08-09,51.33333333333334
2023-08-10,51.33333333333334
2023-08-11,49.000000000000014
2023-08-12,11.66666666666667
2023-08-13,9.333333333333336
2023-08-14,67.66666666666669
2023-08-15,67.66666666666669
2023-08-16,56.000000000000014
2023-08-17,51.33333333333334
2023-08-18,53.66666666666668
2023-08-19,11.66666666666667
2023-08-20,9.333333333333336
2023-08-21,86.33333333333336
2023-08-22,107.33333333333336
2023-08-23,233.3333333333334
2023-08-24,191.33333333333337
2023-08-25,105.00000000000003
2023-08-26,21.000000000000007
2023-08-27,14.000000000000004
2023-08-28,74.66666666666669
2023-08-29,77.00000000000001
2023-08-30,81.66666666666669
2023-08-31,70.00000000000001
2023-09-01,63.000000000000014
2023-09-02,14.000000000000004
2023-09-03,7.000000000000002
2023-09-04,9.333333333333336
2023-09-05,56.000000000000014
2023-09-06,53.66666666666668
2023-09-07,58.33333333333335
2023-09-08,51.33333333333334
2023-09-09,9.333333333333336
2023-09-10,7.000000000000002
2023-09-11,58.33333333333335
2023-09-12,51.33333333333334
2023-09-13,44.33333333333334
2023-09-14,46.66666666666668
2023-09-15,46.66666666666668
2023-09-16,11.66666666666667
2023-09-17,4.666666666666668
2023-09-18,49.000000000000014
2023-09-19,46.66666666666668
2023-09-20,42.000000000000014
2023-09-21,51.33333333333334
2023-09-22,49.000000000000014
2023-09-23,9.333333333333336
2023-09-24,7.000000000000002
2023-09-25,44.33333333333334
2023-09-26,44.33333333333334
2023-09-27,42.000000000000014
2023-09-28,44.33333333333334
2023-09-29,44.33333333333334
2023-09-30,9.333333333333336
2023-10-01,7.000000000000002
2023-10-02,46.66666666666668
2023-10-03,46.66666666666668
2023-10-04,42.000000000000014
2023-10-05,42.000000000000014
2023-10-06,46.66666666666668
2023-10-07,9.333333333333336
2023-10-08,7.000000000000002
2023-10-09,39.66666666666668
2023-10-10,42.000000000000014
2023-10-11,39.66666666666668
2023-10-12,44.33333333333334
2023-10-13,39.66666666666668
2023-10-14,7.000000000000002
2023-10-15,4.666666666666668
2023-10-16,42.000000000000014
2023-10-17,60.666666666666686
2023-10-18,58.33333333333335
2023-10-19,49.000000000000014
2023-10-20,46.66666666666668
2023-10-21,9.333333333333336
2023-10-22,7.000000000000002
2023-10-23,46.66666666666668
2023-10-24,51.33333333333334
2023-10-25,46.66666666666668
2023-10-26,51.33333333333334
2023-10-27,44.33333333333334
2023-10-28,9.333333333333336
2023-10-29,7.000000000000002
2023-10-30,46.66666666666668
2023-10-31,49.000000000000014
2023-11-01,49.000000000000014
2023-11-02,49.000000000000014
2023-11-03,44.33333333333334
2023-11-04,11.66666666666667
2023-11-05,7.000000000000002
2023-11-06,42.000000000000014
2023-11-07,49.000000000000014
2023-11-08,44.33333333333334
2023-11-09,51.33333333333334
2023-11-10,51.33333333333334
2023-11-11,11.66666666666667
2023-11-12,7.000000000000002
2023-11-13,51.33333333333334
2023-11-14,60.666666666666686
2023-11-15,67.66666666666669
2023-11-16,53.66666666666668
2023-11-17,49.000000000000014
2023-11-18,11.66666666666667
2023-11-19,9.333333333333336
2023-11-20,70.00000000000001
2023-11-21,135.33333333333337
2023-11-22,133.00000000000003
2023-11-23,23.33333333333334
2023-11-24,51.33333333333334
2023-11-25,11.66666666666667
2023-11-26,9.333333333333336
2023-11-27,56.000000000000014
2023-11-28,49.000000000000014
2023-11-29,51.33333333333334
2023-11-30,53.66666666666668
2023-12-01,49.000000000000014
2023-12-02,14.000000000000004
2023-12-03,7.000000000000002
2023-12-04,46.66666666666668
2023-12-05,49.000000000000014
2023-12-06,51.33333333333334
2023-12-07,46.66666666666668
2023-12-08,49.000000000000014
2023-12-09,11.66666666666667
2023-12-10,7.000000000000002
2023-12-11,51.33333333333334
2023-12-12,49.000000000000014
2023-12-13,53.66666666666668
2023-12-14,51.33333333333334
2023-12-15,51.33333333333334
2023-12-16,11.66666666666667
2023-12-17,7.000000000000002
2023-12-18,49.000000000000014
2023-12-19,58.33333333333335
2023-12-20,56.000000000000014
2023-12-21,49.000000000000014
2023-12-22,52.39349930843708
2023-12-23,16.686721991701248
2023-12-24,8.926694329183958
2023-12-25,7.760027662517291
2023-12-26,47.930152143845106
2023-12-27,47.930152143845106
2023-12-28,50.06016597510374
2023-12-29,46.763485477178435
2023-12-30,12.22337482710927
2023-12-31,7.760027662517291
2024-01-01,8.926694329183958
2024-01-02,51.226832641770415
2024-01-03,47.930152143845106
2024-01-04,46.763485477178435
2024-01-05,51.226832641770415
2024-01-06,12.22337482710927
2024-01-07,7.760027662517291
2024-01-08,69.08022130013833
2024-01-09,82.47026279391426
2024-01-10,80.13692946058093
2024-01-11,78.0069156293223
2024-01-12,63.45020746887968
2024-01-13,16.686721991701248
2024-01-14,8.926694329183958
