Time,poverty
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,43.44017400055433
2022-05-02,76.53486492287749
2022-05-03,75.56169206770169
2022-05-04,75.43900607012404
2022-05-05,71.08516001727486
2022-05-06,59.9861708577572
2022-05-07,38.80102320404801
2022-05-08,33.68505922493294
2022-05-09,83.23460387019328
2022-05-10,78.06250608916923
2022-05-11,80.4490670399299
2022-05-12,61.07483400622208
2022-05-13,55.96329944832782
2022-05-14,30.85451489952966
2022-05-15,29.971425878349216
2022-05-16,56.51986770027369
2022-05-17,57.25692863390747
2022-05-18,56.33444444693699
2022-05-19,54.587674853829796
2022-05-20,47.06634611554678
2022-05-21,28.028439780537756
2022-05-22,27.982254965446646
2022-05-23,50.94231486170107
2022-05-24,53.319116374001574
2022-05-25,45.04164907296147
2022-05-26,40.87925838408515
2022-05-27,41.627851326201956
2022-05-28,24.44642123532436
2022-05-29,21.965314168225714
2022-05-30,25.1776022750156
2022-05-31,39.73078761737668
2022-06-01,41.283745189592814
2022-06-02,40.40695584364122
2022-06-03,37.91932512450848
2022-06-04,26.579860029799722
2022-06-05,25.73144236534204
2022-06-06,38.532766153734144
2022-06-07,40.07127333954464
2022-06-08,37.60404621501796
2022-06-09,38.339895849943154
2022-06-10,31.896427534745627
2022-06-11,24.678314589136946
2022-06-12,27.021151758343912
2022-06-13,31.736238746662746
2022-06-14,34.85122508429595
2022-06-15,33.211153235808744
2022-06-16,29.997629692017725
2022-06-17,29.947115593217507
2022-06-18,22.815859867697515
2022-06-19,20.421094340997097
2022-06-20,29.01172737778787
2022-06-21,28.962708007442316
2022-06-22,30.476634313375932
2022-06-23,31.20518197221632
2022-06-24,36.60397855515301
2022-06-25,28.767044051223063
2022-06-26,30.27056827824056
2022-06-27,36.41796294178182
2022-06-28,34.03546304219212
2022-06-29,33.20534580044259
2022-06-30,30.836102202773695
2022-07-01,27.70519980880516
2022-07-02,23.048289891662257
2022-07-03,23.008946805054155
2022-07-04,24.50094639734753
