Time,translate_english_to_spanish
2024-09-23,98.34474623607227
2024-09-24,92.19819959631775
2024-09-25,87.07607739652231
2024-09-26,90.14935071639957
2024-09-27,86.05165295656323
2024-09-28,51.2212219979543
2024-09-29,49.172373118036134
2024-09-30,91.17377515635866
2024-10-01,90.14935071639957
2024-10-02,98.34474623607227
2024-10-03,94.24704847623592
2024-10-04,89.12492627644049
2024-10-05,52.245646437913386
2024-10-06,51.2212219979543
2024-10-07,95.27147291619501
2024-10-08,93.22262403627683
2024-10-09,92.19819959631775
2024-10-10,92.19819959631775
2024-10-11,84.00280407664506
2024-10-12,55.318919757790646
2024-10-13,52.245646437913386
2024-10-14,71.70971079713603
2024-10-15,92.19819959631775
2024-10-16,94.24704847623592
2024-10-17,102.4424439959086
2024-10-18,89.12492627644049
2024-10-19,56.34334419774973
2024-10-20,54.29449531783156
2024-10-21,94.24704847623592
2024-10-22,98.34474623607227
2024-10-23,98.34474623607227
2024-10-24,89.12492627644049
2024-10-25,85.02722851660414
2024-10-26,55.318919757790646
2024-10-27,53.27007087787248
2024-10-28,97.32032179611318
2024-10-29,101.41801955594951
2024-10-30,100.39359511599044
2024-10-31,87.07607739652231
2024-11-01,84.00280407664506
2024-11-02,54.29449531783156
2024-11-03,52.245646437913386
2024-11-04,93.22262403627683
2024-11-05,73.7585596770542
2024-11-06,67.61201303729968
2024-11-07,92.19819959631775
2024-11-08,89.12492627644049
2024-11-09,54.29449531783156
2024-11-10,53.27007087787248
2024-11-11,73.7585596770542
2024-11-12,96.29589735615409
2024-11-13,101.41801955594951
2024-11-14,100.39359511599044
2024-11-15,93.22262403627683
2024-11-16,49.172373118036134
2024-11-17,48.14794867807704
2024-11-18,97.32032179611318
2024-11-19,93.22262403627683
2024-11-20,102.4424439959086
2024-11-21,97.32032179611318
2024-11-22,90.14935071639957
2024-11-23,51.2212219979543
2024-11-24,49.172373118036134
2024-11-25,74.78298411701329
2024-11-26,72.7341352370951
2024-11-27,63.51431527746333
2024-11-28,53.27007087787248
2024-11-29,51.2212219979543
2024-11-30,50.19679755799522
2024-12-01,47.12352423811796
2024-12-02,91.17377515635866
2024-12-03,90.14935071639957
2024-12-04,92.19819959631775
2024-12-05,91.17377515635866
2024-12-06,91.17377515635866
2024-12-07,58.392193077667905
2024-12-08,52.245646437913386
2024-12-09,87.07607739652231
2024-12-10,94.24704847623592
2024-12-11,91.17377515635866
2024-12-12,92.19819959631775
2024-12-13,78.88068187684962
2024-12-14,53.27007087787248
2024-12-15,51.2212219979543
2024-12-16,82.97837963668597
2024-12-17,85.02722851660414
2024-12-18,80.9295307567678
2024-12-19,80.9295307567678
2024-12-20,66.5875885973406
2024-12-21,48.14794867807704
2024-12-22,45.074675358199784
2024-12-23,59.41661751762699
2024-12-24,55.318919757790646
2024-12-25,50.19679755799522
2024-12-26,55.318919757790646
2024-12-27,55.318919757790646
2024-12-28,46.099099798158875
2024-12-29,44.0502509182407
2024-12-30,54.29449531783156
2024-12-31,53.27007087787248
2025-01-01,47.12352423811796
2025-01-02,58.392193077667905
2025-01-03,58.392193077667905
2025-01-04,52.245646437913386
2025-01-05,51.2212219979543
2025-01-06,62.48989083750425
2025-01-07,72.7341352370951
2025-01-08,76.83183299693145
2025-01-09,80.9295307567678
2025-01-10,72.7341352370951
2025-01-11,52.245646437913386
2025-01-12,49.172373118036134
2025-01-13,86.05165295656323
2025-01-14,93.22262403627683
2025-01-15,92.19819959631775
2025-01-16,89.12492627644049
2025-01-17,88.1005018364814
2025-01-18,47.12352423811796
2025-01-19,44.0502509182407
2025-01-20,51.2212219979543
2025-01-21,74.78298411701329
2025-01-22,86.05165295656323
2025-01-23,81.95395519672688
2025-01-24,78.88068187684962
2025-01-25,48.14794867807704
2025-01-26,50.19679755799522
2025-01-27,87.07607739652231
2025-01-28,88.1005018364814
2025-01-29,87.07607739652231
2025-01-30,87.07607739652231
2025-01-31,86.05165295656323
2025-02-01,52.245646437913386
2025-02-02,49.172373118036134
2025-02-03,77.85625743689054
2025-02-04,82.97837963668597
2025-02-05,81.95395519672688
2025-02-06,88.1005018364814
2025-02-07,85.02722851660414
2025-02-08,52.245646437913386
2025-02-09,48.14794867807704
2025-02-10,76.83183299693145
2025-02-11,88.1005018364814
2025-02-12,82.97837963668597
2025-02-13,86.05165295656323
2025-02-14,79.90510631680871
2025-02-15,51.2212219979543
2025-02-16,50.19679755799522
2025-02-17,56.34334419774973
2025-02-18,80.9295307567678
2025-02-19,78.88068187684962
2025-02-20,80.9295307567678
2025-02-21,74.78298411701329
2025-02-22,46.099099798158875
2025-02-23,48.14794867807704
2025-02-24,84.00280407664506
2025-02-25,82.97837963668597
2025-02-26,76.83183299693145
2025-02-27,85.02722851660414
2025-02-28,84.00280407664506
2025-03-01,48.14794867807704
2025-03-02,46.099099798158875
2025-03-03,74.78298411701329
2025-03-04,80.9295307567678
2025-03-05,79.90510631680871
2025-03-06,78.88068187684962
2025-03-07,76.83183299693145
2025-03-08,49.172373118036134
2025-03-09,49.172373118036134
2025-03-10,79.90510631680871
2025-03-11,78.88068187684962
2025-03-12,77.85625743689054
2025-03-13,80.9295307567678
2025-03-14,71.70971079713603
2025-03-15,48.14794867807704
2025-03-16,54.29449531783156
2025-03-17,68.63643747725877
2025-03-18,73.7585596770542
2025-03-19,78.88068187684962
2025-03-20,75.80740855697236
2025-03-21,65.56316415738151
2025-03-22,46.099099798158875
2025-03-23,49.172373118036134
2025-03-24,69.66086191721786
2025-03-25,77.85625743689054
2025-03-26,79.90510631680871
2025-03-27,81.95395519672688
2025-03-28,73.7585596770542
2025-03-29,47.12352423811796
2025-03-30,45.074675358199784
2025-03-31,71.70971079713603
2025-04-01,71.70971079713603
2025-04-02,78.88068187684962
2025-04-03,75.80740855697236
2025-04-04,68.63643747725877
2025-04-05,49.172373118036134
2025-04-06,48.14794867807704
2025-04-07,72.7341352370951
2025-04-08,73.7585596770542
2025-04-09,75.80740855697236
2025-04-10,90.14935071639957
2025-04-11,75.80740855697236
2025-04-12,48.14794867807704
2025-04-13,45.074675358199784
2025-04-14,67.61201303729968
2025-04-15,70.45470938222326
2025-04-16,72.82959790693752
2025-04-17,66.60524172263152
2025-04-18,57.493784793631676
2025-04-19,52.231795524223585
2025-04-20,46.96980625481551
2025-04-21,65.64287480773356
2025-04-22,74.7543317367334
2025-04-23,72.82959790693752
2025-04-24,76.16685334654974
2025-04-25,71.4170762971212
2025-04-26,47.932173169713444
2025-04-27,47.932173169713444
2025-04-28,80.97868792103944
2025-04-29,76.67906556652929
2025-04-30,80.01632100614148
2025-05-01,79.5661663112231
2025-05-02,77.64143248142722
2025-05-03,48.38232786463184
2025-05-04,46.96980625481551
2025-05-05,77.12922026144767
2025-05-06,76.16685334654974
2025-05-07,82.9034217508353
2025-05-08,90.09014485003925
2025-05-09,72.82959790693752
2025-05-10,53.64431713403992
2025-05-11,53.19416243912153
2025-05-12,79.05395409124355
2025-05-13,82.9034217508353
2025-05-14,80.97868792103944
2025-05-15,76.52629813612711
2025-05-16,72.92506057677996
2025-05-17,51.31763522069701
2025-05-18,45.91577888167627
2025-05-19,72.92506057677996
2025-05-20,71.12444179710637
2025-05-21,68.42351362759601
2025-05-22,66.62289484792242
2025-05-23,65.72258545808563
2025-05-24,46.81608827151305
2025-05-25,45.015469491839475
2025-05-26,47.716397661349845
2025-05-27,69.3238230174328
2025-05-28,74.72567935645353
2025-05-29,68.42351362759601
2025-05-30,68.42351362759601
2025-05-31,49.51701644102342
2025-06-01,49.51701644102342
2025-06-02,66.62289484792242
2025-06-03,67.52320423775922
2025-06-04,66.62289484792242
2025-06-05,60.3207291190649
2025-06-06,59.42041972922811
2025-06-07,48.61670705118664
2025-06-08,45.91577888167627
2025-06-09,61.221038508901685
2025-06-10,63.921966678412055
2025-06-11,64.82227606824884
2025-06-12,63.921966678412055
2025-06-13,63.921966678412055
2025-06-14,48.61670705118664
2025-06-15,46.81608827151305
2025-06-16,58.52011033939132
2025-06-17,56.71949155971774
2025-06-18,59.42041972922811
2025-06-19,54.91887278004416
2025-06-20,54.91887278004416
2025-06-21,45.91577888167627
2025-06-22,45.015469491839475
2025-06-23,57.61980094955453
2025-06-24,58.52011033939132
2025-06-25,56.71949155971774
2025-06-26,54.91887278004416
2025-06-27,59.42041972922811
2025-06-28,47.716397661349845
2025-06-29,43.2148507121659
2025-06-30,54.91887278004416
2025-07-01,56.71949155971774
2025-07-02,53.118254000370584
2025-07-03,59.42041972922811
2025-07-04,48.61670705118664
2025-07-05,47.716397661349845
2025-07-06,46.81608827151305
2025-07-07,54.018563390207376
2025-07-08,59.42041972922811
2025-07-09,56.71949155971774
2025-07-10,54.018563390207376
2025-07-11,56.71949155971774
2025-07-12,45.015469491839475
2025-07-13,43.2148507121659
2025-07-14,56.71949155971774
2025-07-15,61.221038508901685
2025-07-16,54.91887278004416
2025-07-17,54.91887278004416
2025-07-18,56.71949155971774
2025-07-19,44.11516010200269
2025-07-20,43.2148507121659
2025-07-21,55.81918216988095
2025-07-22,56.71949155971774
2025-07-23,59.42041972922811
2025-07-24,58.52011033939132
2025-07-25,55.81918216988095
2025-07-26,45.91577888167627
2025-07-27,43.2148507121659
2025-07-28,56.71949155971774
2025-07-29,54.91887278004416
2025-07-30,54.018563390207376
2025-07-31,56.71949155971774
2025-08-01,54.91887278004416
2025-08-02,48.61670705118664
2025-08-03,44.11516010200269
2025-08-04,55.81918216988095
2025-08-05,59.42041972922811
2025-08-06,69.3238230174328
2025-08-07,63.02165728857527
2025-08-08,57.61980094955453
2025-08-09,56.71949155971774
2025-08-10,44.11516010200269
2025-08-11,60.3207291190649
2025-08-12,58.52011033939132
2025-08-13,67.52320423775922
2025-08-14,64.82227606824884
2025-08-15,61.221038508901685
2025-08-16,46.81608827151305
2025-08-17,44.11516010200269
2025-08-18,64.82227606824884
2025-08-19,63.921966678412055
2025-08-20,63.921966678412055
2025-08-21,69.3238230174328
2025-08-22,69.3238230174328
2025-08-23,47.716397661349845
2025-08-24,45.91577888167627
2025-08-25,66.62289484792242
2025-08-26,68.42351362759601
2025-08-27,70.22413240726958
2025-08-28,70.22413240726958
2025-08-29,63.921966678412055
2025-08-30,45.015469491839475
2025-08-31,43.2148507121659
2025-09-01,47.716397661349845
2025-09-02,68.42351362759601
2025-09-03,72.02475118694316
2025-09-04,75.62598874629032
2025-09-05,71.12444179710637
2025-09-06,44.11516010200269
2025-09-07,44.11516010200269
2025-09-08,80.12753569547426
2025-09-09,72.02475118694316
2025-09-10,73.82536996661675
2025-09-11,76.52629813612711
2025-09-12,72.02475118694316
2025-09-13,47.716397661349845
2025-09-14,43.2148507121659
2025-09-15,72.02475118694316
2025-09-16,68.42351362759601
2025-09-17,82.82846386498464
2025-09-18,72.92506057677996
2025-09-19,68.42351362759601
2025-09-20,47.716397661349845
2025-09-21,43.2148507121659
2025-09-22,74.72567935645353
2025-09-23,68.42351362759601
2025-09-24,70.22413240726958
2025-09-25,71.12444179710637
2025-09-26,72.92506057677996
2025-09-27,45.91577888167627
2025-09-28,45.91577888167627
2025-09-29,70.22413240726958
2025-09-30,76.52629813612711
2025-10-01,78.3269169158007
2025-10-02,77.4266075259639
2025-10-03,79.22722630563749
2025-10-04,45.91577888167627
2025-10-05,44.11516010200269
2025-10-06,72.02475118694316
2025-10-07,74.72567935645353
2025-10-08,74.72567935645353
2025-10-09,69.3238230174328
2025-10-10,65.72258545808563
2025-10-11,45.015469491839475
2025-10-12,41.41423193249232
2025-10-13,59.42041972922811
2025-10-14,75.62598874629032
2025-10-15,70.22413240726958
2025-10-16,76.52629813612711
2025-10-17,70.22413240726958
2025-10-18,49.51701644102342
2025-10-19,44.11516010200269
2025-10-20,71.12444179710637
2025-10-21,76.52629813612711
2025-10-22,75.62598874629032
2025-10-23,76.52629813612711
2025-10-24,67.52320423775922
2025-10-25,45.015469491839475
2025-10-26,44.11516010200269
2025-10-27,69.3238230174328
2025-10-28,70.22413240726958
2025-10-29,68.42351362759601
2025-10-30,72.02475118694316
2025-10-31,66.62289484792242
2025-11-01,45.91577888167627
2025-11-02,42.314541322329106
2025-11-03,71.12444179710637
2025-11-04,65.72258545808563
2025-11-05,72.92506057677996
2025-11-06,67.52320423775922
2025-11-07,68.42351362759601
2025-11-08,47.716397661349845
2025-11-09,43.2148507121659
2025-11-10,63.921966678412055
2025-11-11,59.42041972922811
2025-11-12,81.92815447514785
2025-11-13,72.02475118694316
2025-11-14,71.12444179710637
2025-11-15,46.81608827151305
2025-11-16,43.2148507121659
2025-11-17,71.12444179710637
2025-11-18,65.72258545808563
2025-11-19,71.12444179710637
2025-11-20,69.3238230174328
2025-11-21,64.82227606824884
2025-11-22,45.015469491839475
2025-11-23,42.314541322329106
2025-11-24,55.81918216988095
2025-11-25,63.02165728857527
2025-11-26,57.61980094955453
2025-11-27,41.41423193249232
2025-11-28,43.2148507121659
2025-11-29,40.51392254265553
2025-11-30,40.51392254265553
2025-12-01,62.12134789873848
2025-12-02,66.62289484792242
2025-12-03,63.02165728857527
2025-12-04,65.72258545808563
2025-12-05,68.42351362759601
2025-12-06,47.716397661349845
2025-12-07,41.41423193249232
2025-12-08,63.921966678412055
2025-12-09,70.22413240726958
2025-12-10,65.72258545808563
2025-12-11,72.02475118694316
2025-12-12,68.42351362759601
2025-12-13,46.00580982065995
2025-12-14,39.97373690875346
2025-12-15,64.01199761739574
2025-12-16,62.841595410607916
2025-12-17,62.031316959754804
2025-12-18,61.221038508901685
2025-12-19,55.6391202919136
2025-12-20,43.2148507121659
2025-12-21,42.04444850537807
2025-12-22,55.999244047848315
2025-12-23,50.77744958679493
2025-12-24,46.81608827151305
2025-12-25,41.594293810459675
2025-12-26,41.23417005452497
2025-12-27,39.61361315281874
2025-12-28,38.80333470196563
2025-12-29,50.41732583086022
2025-12-30,47.62636672236617
2025-12-31,44.385252918953725
2026-01-01,39.61361315281874
2026-01-02,44.02512916301902
2026-01-03,39.61361315281874
2026-01-04,39.61361315281874
2026-01-05,53.208284939354265
2026-01-06,57.61980094955453
2026-01-07,63.20171916654263
2026-01-08,56.809522498701426
2026-01-09,61.221038508901685
2026-01-10,38.89336564094931
2026-01-11,40.333860664688174
2026-01-12,56.89955343768511
2026-01-13,60.50079099703226
2026-01-14,61.94128602077112
2026-01-15,66.26277109198772
2026-01-16,56.179305925815676
2026-01-17,43.214850712165905
2026-01-18,38.89336564094931
2026-01-19,46.81608827151306
2026-01-20,59.78054348516283
2026-01-21,61.22103850890169
2026-01-22,61.94128602077112
2026-01-23,58.34004846142397
2026-01-24,42.49460320029647
2026-01-25,38.17311812907988
2026-01-26,54.73881090207681
2026-01-27,61.94128602077112
2026-01-28,61.22103850890169
2026-01-29,62.66153353264056
2026-01-30,63.38178104450999
2026-01-31,44.65534573590477
2026-02-01,46.81608827151306
2026-02-02,55.45905841394624
2026-02-03,58.34004846142397
2026-02-04,62.66153353264056
2026-02-05,60.50079099703226
2026-02-06,59.78054348516283
2026-02-07,44.65534573590477
2026-02-08,38.17311812907988
2026-02-09,63.38178104450999
2026-02-10,61.94128602077112
2026-02-11,69.86400865133487
2026-02-12,62.66153353264056
2026-02-13,59.78054348516283
2026-02-14,46.09584075964363
2026-02-15,38.89336564094931
2026-02-16,46.09584075964363
2026-02-17,54.018563390207376
2026-02-18,61.94128602077112
2026-02-19,59.78054348516283
2026-02-20,58.34004846142397
2026-02-21,43.935098224035336
2026-02-22,40.333860664688174
2026-02-23,59.0602959732934
2026-02-24,64.82227606824885
2026-02-25,66.98301860385715
2026-02-26,63.38178104450999
2026-02-27,63.38178104450999
2026-02-28,43.935098224035336
2026-03-01,42.49460320029647
2026-03-02,62.66153353264056
2026-03-03,59.0602959732934
2026-03-04,65.54252358011829
2026-03-05,64.10202855637942
2026-03-06,59.0602959732934
2026-03-07,43.214850712165905
2026-03-08,42.49460320029647
2026-03-09,62.66153353264056
2026-03-10,56.89955343768511
2026-03-11,60.50079099703226
2026-03-12,56.89955343768511
2026-03-13,56.89955343768511
2026-03-14,42.49460320029647
2026-03-15,41.054108176557605
2026-03-16,54.73881090207681
2026-03-17,54.018563390207376
2026-03-18,61.22103850890169
2026-03-19,60.50079099703226
2026-03-20,58.34004846142397
2026-03-21,42.49460320029647
2026-03-22,41.774355688427036
2026-03-23,59.0602959732934
2026-03-24,62.66153353264056
2026-03-25,62.66153353264056
2026-03-26,60.50079099703226
2026-03-27,57.61980094955454
2026-03-28,41.774355688427036
2026-03-29,42.49460320029647
2026-03-30,56.89955343768511
2026-03-31,55.45905841394624
2026-04-01,55.45905841394624
2026-04-02,56.179305925815676
2026-04-03,48.25658329525192
2026-04-04,41.774355688427036
2026-04-05,38.89336564094931
2026-04-06,51.13757334272965
2026-04-07,54.018563390207376
2026-04-08,53.298315878337945
2026-04-09,52.578068366468514
2026-04-10,59.78054348516283
2026-04-11,43.214850712165905
2026-04-12,39.61361315281874
2026-04-13,59.78054348516283
2026-04-14,59.78054348516283
2026-04-15,59.78054348516283
2026-04-16,59.0602959732934
2026-04-17,56.179305925815676
2026-04-18,41.054108176557605
2026-04-19,38.89336564094931
2026-04-20,59.78054348516283
2026-04-21,59.78054348516283
2026-04-22,57.61980094955454
2026-04-23,56.89955343768511
2026-04-24,57.61980094955454
2026-04-25,41.054108176557605
2026-04-26,40.333860664688174
2026-04-27,56.89955343768511
2026-04-28,59.78054348516283
2026-04-29,61.22103850890169
2026-04-30,61.22103850890169
2026-05-01,59.78054348516283
2026-05-02,41.774355688427036
2026-05-03,39.61361315281874
2026-05-04,61.94128602077112
2026-05-05,63.38178104450999
2026-05-06,61.22103850890169
2026-05-07,60.50079099703226
2026-05-08,59.78054348516283
2026-05-09,44.65534573590477
2026-05-10,48.97683080712135
2026-05-11,59.0602959732934
2026-05-12,61.22103850890169
2026-05-13,62.66153353264056
2026-05-14,59.78054348516283
2026-05-15,59.0602959732934
2026-05-16,43.935098224035336
2026-05-17,40.333860664688174
2026-05-18,51.85782085459908
2026-05-19,51.85782085459908
2026-05-20,59.78054348516283
2026-05-21,56.179305925815676
2026-05-22,55.45905841394624
2026-05-23,41.774355688427036
2026-05-24,40.333860664688174
2026-05-25,41.774355688427036
2026-05-26,56.89955343768511
2026-05-27,57.61980094955454
2026-05-28,56.89955343768511
2026-05-29,57.61980094955454
2026-05-30,42.49460320029647
2026-05-31,36.01237559347158
