Time,ncedcloud
2022-06-24,3.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,3.0
2022-07-06,12.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,10.0
2022-07-10,8.0
2022-07-11,9.0
2022-07-12,7.0
2022-07-13,6.0
2022-07-14,7.0
2022-07-15,5.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,7.0
2022-07-19,8.0
2022-07-20,7.0
2022-07-21,7.0
2022-07-22,5.0
2022-07-23,3.0
2022-07-24,4.0
2022-07-25,7.0
2022-07-26,7.0
2022-07-27,7.0
2022-07-28,8.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,6.0
2022-08-01,10.0
2022-08-02,12.0
2022-08-03,12.0
2022-08-04,11.0
2022-08-05,11.0
2022-08-06,9.0
2022-08-07,8.0
2022-08-08,16.0
2022-08-09,16.0
2022-08-10,16.0
2022-08-11,19.0
2022-08-12,16.0
2022-08-13,8.0
2022-08-14,8.0
2022-08-15,23.0
2022-08-16,23.0
2022-08-17,27.0
2022-08-18,28.0
2022-08-19,24.0
2022-08-20,12.0
2022-08-21,14.0
2022-08-22,39.0
2022-08-23,40.0
2022-08-24,40.0
2022-08-25,37.0
2022-08-26,31.0
2022-08-27,13.0
2022-08-28,20.0
2022-08-29,62.809880133342794
2022-08-30,55.59514859209874
2022-08-31,60.248528264415924
2022-09-01,61.779204198879356
2022-09-02,62.809880133342794
2022-09-03,8.245407475707498
2022-09-04,8.245407475707498
2022-09-05,12.868111213561246
2022-09-06,78.27001915029436
2022-09-07,79.80069508475779
2022-09-08,77.23934321583091
2022-09-09,80.83137101922122
2022-09-10,10.306759344634372
2022-09-11,13.398787148024685
2022-09-12,94.73015816724592
2022-09-13,87.01542662600184
2022-09-14,94.73015816724592
2022-09-15,93.19948223278247
2022-09-16,92.16880629831903
2022-09-17,12.368111213561246
2022-09-18,16.990814951414997
2022-09-19,91.6381303638556
2022-09-20,93.19948223278247
2022-09-21,85.98475069153841
2022-09-22,93.19948223278247
2022-09-23,91.1381303638556
2022-09-24,10.806759344634372
2022-09-25,13.898787148024685
2022-09-26,78.27001915029436
2022-09-27,99.8835378395631
2022-09-28,87.0308532520037
2022-09-29,87.0308532520037
2022-09-30,49.8835378395631
2022-10-01,12.736222427122492
2022-10-02,14.858926164976241
2022-10-03,98.70572381019932
2022-10-04,97.64437194127244
2022-10-05,64.74246400453934
2022-10-06,98.70572381019932
2022-10-07,89.15355698985745
2022-10-08,12.736222427122492
2022-10-09,13.797574296049367
2022-10-10,96.58302007234558
2022-10-11,90.21490885878433
2022-10-12,80.66274203844246
2022-10-13,92.33761259663807
2022-10-14,77.47868643166183
2022-10-15,11.674870558195618
2022-10-16,14.858926164976241
2022-10-17,93.39896446556494
2022-10-18,82.7854457762962
2022-10-19,87.0308532520037
2022-10-20,99.7670756791262
2022-10-21,88.09220512093057
2022-10-22,11.674870558195618
2022-10-23,15.920278033903116
2022-10-24,106.13518689268744
2022-10-25,84.90814951414995
2022-10-26,87.0308532520037
2022-10-27,99.7670756791262
2022-10-28,77.47868643166183
2022-10-29,12.736222427122492
2022-10-30,12.736222427122492
2022-10-31,57.313000922051216
2022-11-01,94.46031633449182
2022-11-02,80.66274203844246
2022-11-03,80.66274203844246
2022-11-04,80.66274203844246
2022-11-05,8.490814951414995
2022-11-06,11.674870558195618
2022-11-07,80.66274203844246
2022-11-08,43.51542662600185
2022-11-09,78.5400383005887
2022-11-10,74.29463082488121
2022-11-11,9.552166820341869
2022-11-12,7.4294630824881205
2022-11-13,11.674870558195618
2022-11-14,88.09220512093057
2022-11-15,80.66274203844246
2022-11-16,89.15355698985745
2022-11-17,91.2762607277112
2022-11-18,83.84679764522308
2022-11-19,11.674870558195618
2022-11-20,13.797574296049367
2022-11-21,84.90814951414995
2022-11-22,71.11057521810058
2022-11-23,10.613518689268744
2022-11-24,5.306759344634372
2022-11-25,6.368111213561246
2022-11-26,7.4294630824881205
2022-11-27,10.613518689268744
2022-11-28,82.7854457762962
2022-11-29,79.60139016951558
2022-11-30,77.47868643166183
2022-12-01,78.5400383005887
2022-12-02,79.60139016951558
2022-12-03,9.552166820341869
2022-12-04,11.674870558195618
2022-12-05,89.15355698985745
2022-12-06,85.96950138307683
2022-12-07,79.60139016951558
2022-12-08,87.0308532520037
2022-12-09,76.41733456273495
2022-12-10,9.552166820341869
2022-12-11,12.736222427122492
2022-12-12,85.96950138307683
2022-12-13,84.90814951414995
2022-12-14,87.0308532520037
2022-12-15,75.35598269380809
2022-12-16,68.98787148024684
2022-12-17,10.613518689268744
2022-12-18,10.613518689268744
2022-12-19,48.82218597063622
2022-12-20,31.840556067806233
2022-12-21,15.920278033903116
2022-12-22,7.4294630824881205
2022-12-23,5.306759344634372
2022-12-24,4.2454074757074975
2022-12-25,4.2454074757074975
2022-12-26,5.306759344634372
2022-12-27,4.2454074757074975
2022-12-28,5.306759344634372
2022-12-29,4.2454074757074975
2022-12-30,4.2454074757074975
2022-12-31,4.2454074757074975
2023-01-01,5.306759344634372
2023-01-02,14.858926164976241
2023-01-03,48.82218597063622
2023-01-04,71.11057521810058
2023-01-05,71.11057521810058
2023-01-06,73.23327895595433
2023-01-07,8.490814951414995
2023-01-08,11.674870558195618
2023-01-09,82.7854457762962
2023-01-10,82.7854457762962
2023-01-11,82.7854457762962
2023-01-12,83.84679764522308
2023-01-13,79.60139016951558
2023-01-14,11.674870558195618
2023-01-15,9.552166820341869
2023-01-16,12.736222427122492
2023-01-17,87.0308532520037
2023-01-18,87.0308532520037
2023-01-19,79.60139016951558
2023-01-20,76.41733456273495
2023-01-21,14.858926164976241
2023-01-22,13.797574296049367
2023-01-23,78.5400383005887
2023-01-24,79.60139016951558
2023-01-25,73.23327895595433
2023-01-26,79.60139016951558
2023-01-27,71.11057521810058
2023-01-28,12.736222427122492
2023-01-29,13.797574296049367
2023-01-30,83.84679764522308
2023-01-31,78.5400383005887
2023-02-01,72.17192708702746
2023-02-02,79.60139016951558
2023-02-03,81.72409390736932
2023-02-04,9.552166820341869
2023-02-05,9.552166820341869
2023-02-06,84.90814951414995
2023-02-07,81.72409390736932
2023-02-08,70.04922334917372
2023-02-09,77.47868643166183
2023-02-10,76.41733456273495
2023-02-11,8.490814951414995
2023-02-12,10.613518689268744
2023-02-13,72.17192708702746
2023-02-14,74.29463082488121
2023-02-15,79.60139016951558
2023-02-16,81.72409390736932
2023-02-17,80.66274203844246
2023-02-18,9.552166820341869
2023-02-19,9.552166820341869
2023-02-20,40.33137101922123
2023-02-21,84.90814951414995
2023-02-22,74.29463082488121
2023-02-23,73.23327895595433
2023-02-24,79.60139016951558
2023-02-25,9.552166820341869
2023-02-26,11.674870558195618
2023-02-27,85.96950138307683
2023-02-28,72.17192708702746
2023-03-01,76.41733456273495
2023-03-02,76.41733456273495
2023-03-03,75.35598269380809
2023-03-04,9.552166820341869
2023-03-05,10.613518689268744
2023-03-06,79.60139016951558
2023-03-07,64.74246400453934
2023-03-08,73.23327895595433
2023-03-09,73.23327895595433
2023-03-10,70.04922334917372
2023-03-11,8.490814951414995
2023-03-12,11.674870558195618
2023-03-13,67.92651961131996
2023-03-14,65.8038158734662
2023-03-15,68.98787148024684
2023-03-16,71.11057521810058
2023-03-17,65.8038158734662
2023-03-18,9.552166820341869
2023-03-19,11.674870558195618
2023-03-20,90.21490885878433
2023-03-21,73.23327895595433
2023-03-22,78.5400383005887
2023-03-23,71.11057521810058
2023-03-24,81.72409390736932
2023-03-25,9.552166820341869
2023-03-26,12.736222427122492
2023-03-27,67.92651961131996
2023-03-28,77.47868643166183
2023-03-29,75.35598269380809
2023-03-30,72.17192708702746
2023-03-31,62.61976026668559
2023-04-01,8.490814951414995
2023-04-02,10.613518689268744
2023-04-03,75.35598269380809
2023-04-04,70.04922334917372
2023-04-05,85.96950138307683
2023-04-06,58.374352790978094
2023-04-07,8.490814951414995
2023-04-08,6.368111213561246
2023-04-09,4.2454074757074975
2023-04-10,9.552166820341869
2023-04-11,19.104333640683738
2023-04-12,21.22703737853749
2023-04-13,19.104333640683738
2023-04-14,21.22703737853749
2023-04-15,4.2454074757074975
2023-04-16,8.490814951414995
2023-04-17,68.98787148024684
2023-04-18,64.74246400453934
2023-04-19,66.86516774239308
2023-04-20,66.86516774239308
2023-04-21,63.681112135612466
2023-04-22,8.490814951414995
2023-04-23,8.490814951414995
2023-04-24,72.17192708702746
2023-04-25,68.98787148024684
2023-04-26,66.96592899577222
2023-04-27,65.57542369914017
2023-04-28,65.04474776467674
2023-04-29,7.583963671002792
2023-04-30,9.505144902098273
2023-05-01,72.62871143567952
2023-05-02,70.27761552349975
2023-05-03,67.92651961131996
2023-05-04,66.96592899577222
2023-05-05,59.381965324769425
2023-05-06,7.583963671002792
2023-05-07,9.505144902098273
2023-05-08,79.35284574451371
2023-05-09,68.8871102268677
2023-05-10,70.80829145796318
2023-05-11,66.96592899577222
2023-05-12,63.65424246804469
2023-05-13,7.583963671002792
2023-05-14,9.505144902098273
2023-05-15,78.39225512896597
2023-05-16,70.27761552349975
2023-05-17,67.92651961131996
2023-05-18,68.8871102268677
2023-05-19,65.04474776467674
2023-05-20,10.465735517646014
2023-05-21,10.89565019873032
2023-05-22,68.35643429240426
2023-05-23,65.04474776467674
2023-05-24,62.26373717141265
2023-05-25,59.381965324769425
2023-05-26,54.16924981662225
2023-05-27,11.177781708191892
2023-05-28,9.458122983854677
2023-05-29,15.476928519034928
2023-05-30,62.767543438308316
2023-05-31,49.0102736436106
2023-06-01,49.0102736436106
2023-06-02,45.57095619493617
2023-06-03,11.177781708191892
2023-06-04,12.897440432529105
2023-06-05,36.972662573250105
2023-06-06,32.67351576240707
2023-06-07,29.23419831373264
2023-06-08,26.65471022722682
2023-06-09,20.63590469204657
2023-06-10,8.598293621686071
2023-06-11,7.738464259517464
2023-06-12,11.177781708191892
2023-06-13,8.598293621686071
2023-06-14,8.598293621686071
2023-06-15,6.8786348973488565
2023-06-16,5.158976173011642
2023-06-17,4.299146810843036
2023-06-18,3.4393174486744282
2023-06-19,6.8786348973488565
2023-06-20,6.018805535180249
2023-06-21,6.018805535180249
2023-06-22,6.018805535180249
2023-06-23,5.158976173011642
2023-06-24,3.4393174486744282
2023-06-25,4.299146810843036
2023-06-26,6.018805535180249
2023-06-27,5.158976173011642
2023-06-28,4.299146810843036
2023-06-29,4.299146810843036
2023-06-30,2.579488086505821
2023-07-01,2.579488086505821
2023-07-02,2.579488086505821
2023-07-03,2.579488086505821
2023-07-04,2.579488086505821
2023-07-05,4.299146810843036
2023-07-06,4.299146810843036
2023-07-07,3.4393174486744282
2023-07-08,2.579488086505821
2023-07-09,3.4393174486744282
2023-07-10,6.018805535180249
2023-07-11,6.8786348973488565
2023-07-12,12.037611070360498
2023-07-13,8.598293621686071
2023-07-14,5.158976173011642
2023-07-15,4.299146810843036
2023-07-16,2.579488086505821
2023-07-17,6.8786348973488565
2023-07-18,6.8786348973488565
2023-07-19,6.018805535180249
2023-07-20,6.018805535180249
2023-07-21,5.158976173011642
2023-07-22,3.4393174486744282
2023-07-23,4.299146810843036
2023-07-24,6.018805535180249
2023-07-25,6.018805535180249
2023-07-26,6.8786348973488565
2023-07-27,6.8786348973488565
2023-07-28,6.8786348973488565
2023-07-29,4.299146810843036
2023-07-30,4.299146810843036
2023-07-31,8.598293621686071
2023-08-01,12.037611070360498
2023-08-02,11.177781708191892
2023-08-03,12.897440432529105
2023-08-04,12.037611070360498
2023-08-05,7.738464259517464
2023-08-06,7.738464259517464
2023-08-07,15.476928519034928
2023-08-08,16.336757881203535
2023-08-09,16.336757881203535
2023-08-10,17.196587243372143
2023-08-11,14.61709915686632
2023-08-12,7.738464259517464
2023-08-13,9.458122983854677
2023-08-14,23.215392778552392
2023-08-15,22.355563416383784
2023-08-16,27.514539589395426
2023-08-17,28.374368951564033
2023-08-18,25.79488086505821
2023-08-19,9.458122983854677
2023-08-20,10.317952346023285
2023-08-21,32.67351576240707
2023-08-22,33.533345124575675
2023-08-23,35.25300384891289
2023-08-24,31.81368640023846
2023-08-25,28.374368951564033
2023-08-26,9.458122983854677
2023-08-27,15.476928519034928
2023-08-28,54.16924981662225
2023-08-29,48.15044428144199
2023-08-30,49.0102736436106
2023-08-31,37.83249193541871
2023-09-01,52.44959109228503
2023-09-02,6.8786348973488565
2023-09-03,6.018805535180249
2023-09-04,10.317952346023285
2023-09-05,62.767543438308316
2023-09-06,63.62737280047692
2023-09-07,64.48720216264553
2023-09-08,69.64617833565717
2023-09-09,9.458122983854677
2023-09-10,12.037611070360498
2023-09-11,78.24447195734324
2023-09-12,69.64617833565717
2023-09-13,74.80515450866882
2023-09-14,72.22566642216299
2023-09-15,72.22566642216299
2023-09-16,9.458122983854677
2023-09-17,12.037611070360498
2023-09-18,76.52481323300603
2023-09-19,75.66498387083742
2023-09-20,73.0854957843316
2023-09-21,79.96413068168046
2023-09-22,71.36583705999439
2023-09-23,11.177781708191892
2023-09-24,12.037611070360498
2023-09-25,62.767543438308316
2023-09-26,74.80515450866882
2023-09-27,73.0854957843316
2023-09-28,76.52481323300603
2023-09-29,71.36583705999439
2023-09-30,10.317952346023285
2023-10-01,13.757269794697713
2023-10-02,85.98293621686071
2023-10-03,74.80515450866882
2023-10-04,75.66498387083742
2023-10-05,74.80515450866882
2023-10-06,77.38464259517464
2023-10-07,9.458122983854677
2023-10-08,12.037611070360498
2023-10-09,74.80515450866882
2023-10-10,70.50600769782578
2023-10-11,73.0854957843316
2023-10-12,71.36583705999439
2023-10-13,68.78634897348857
2023-10-14,10.317952346023285
2023-10-15,12.037611070360498
2023-10-16,76.52481323300603
2023-10-17,73.94532514650021
2023-10-18,70.50600769782578
2023-10-19,75.66498387083742
2023-10-20,70.50600769782578
2023-10-21,11.177781708191892
2023-10-22,12.897440432529105
2023-10-23,77.38464259517464
2023-10-24,72.22566642216299
2023-10-25,73.0854957843316
2023-10-26,72.22566642216299
2023-10-27,79.96413068168046
2023-10-28,9.458122983854677
2023-10-29,12.037611070360498
2023-10-30,73.94532514650021
2023-10-31,64.48720216264553
2023-11-01,73.94532514650021
2023-11-02,70.50600769782578
2023-11-03,63.62737280047692
2023-11-04,10.317952346023285
2023-11-05,11.177781708191892
2023-11-06,70.50600769782578
2023-11-07,55.02907917879085
2023-11-08,68.78634897348857
2023-11-09,61.90771407613971
2023-11-10,9.458122983854677
2023-11-11,6.8786348973488565
2023-11-12,9.458122983854677
2023-11-13,79.10430131951185
2023-11-14,62.767543438308316
2023-11-15,68.78634897348857
2023-11-16,70.50600769782578
2023-11-17,69.64617833565717
2023-11-18,8.598293621686071
2023-11-19,10.317952346023285
2023-11-20,73.0854957843316
2023-11-21,57.60856726529667
2023-11-22,8.598293621686071
2023-11-23,5.158976173011642
2023-11-24,5.158976173011642
2023-11-25,5.158976173011642
2023-11-26,8.598293621686071
2023-11-27,70.50600769782578
2023-11-28,62.767543438308316
2023-11-29,64.48720216264553
2023-11-30,64.48720216264553
2023-12-01,67.06669024915135
2023-12-02,7.738464259517464
2023-12-03,10.317952346023285
2023-12-04,73.94532514650021
2023-12-05,83.40344813035489
2023-12-06,79.10430131951185
2023-12-07,58.46839662746528
2023-12-08,50.72993236794782
2023-12-09,9.458122983854677
2023-12-10,11.177781708191892
2023-12-11,54.16924981662225
2023-12-12,44.71112683276757
2023-12-13,43.85129747059896
2023-12-14,38.69232129758732
2023-12-15,36.112833211081494
2023-12-16,9.458122983854677
2023-12-17,10.317952346023285
2023-12-18,32.67351576240707
2023-12-19,28.374368951564033
2023-12-20,18.056416605540747
2023-12-21,10.317952346023285
2023-12-22,6.002212336962961
2023-12-23,4.543821060919786
2023-12-24,3.5153444659609154
2023-12-25,3.5153444659609154
2023-12-26,4.543821060919786
2023-12-27,3.5153444659609154
2023-12-28,3.5153444659609154
2023-12-29,3.5153444659609154
2023-12-30,4.244540103982503
2023-12-31,3.2160635090236322
2024-01-01,6.002212336962961
2024-01-02,13.762096906906379
2024-01-03,41.28629072071914
2024-01-04,44.80163518668005
2024-01-05,41.58557167765642
2024-01-06,7.759884569943418
2024-01-07,9.218275845986593
2024-01-08,54.01991103266664
2024-01-09,22.980372752892972
2024-01-10,46.26002646272323
2024-01-11,53.290715394645055
2024-01-12,53.290715394645055
2024-01-13,8.78836116490229
2024-01-14,6.731407974984547
2024-01-15,10.246752440945464
2024-01-16,51.83232411860188
2024-01-17,51.533043161664594
2024-01-18,50.50456656670573
2024-01-19,51.533043161664594
2024-01-20,13.032901268884793
2024-01-21,11.971238277491343
2024-01-22,46.687829282216235
2024-01-23,53.27201033483647
2024-01-24,55.06769607646018
2024-01-25,52.07488650708734
2024-01-26,55.06769607646018
2024-01-27,8.37986679424394
2024-01-28,8.978428708118507
2024-01-29,54.46913416258561
2024-01-30,52.07488650708734
2024-01-31,50.877762679338204
2024-02-01,48.483515023839935
2024-02-02,50.27920076546364
2024-02-03,8.37986679424394
2024-02-04,8.37986679424394
2024-02-05,55.06769607646018
2024-02-06,51.47632459321277
2024-02-07,50.27920076546364
2024-02-08,52.07488650708734
2024-02-09,46.08926736834167
2024-02-10,6.584181052620239
2024-02-11,7.7813048803693725
2024-02-12,43.695019712843404
2024-02-13,49.68063885158907
2024-02-14,47.88495310996537
2024-02-15,51.47632459321277
2024-02-16,49.082076937714504
2024-02-17,5.387057224871104
2024-02-18,7.7813048803693725
2024-02-19,34.7165910047249
2024-02-20,55.66625799033474
2024-02-21,53.87057224871104
2024-02-22,50.877762679338204
2024-02-23,49.68063885158907
2024-02-24,7.182742966494805
2024-02-25,8.37986679424394
2024-02-26,55.66625799033474
2024-02-27,43.096457798968835
2024-02-28,50.27920076546364
2024-02-29,47.88495310996537
2024-03-01,49.082076937714504
2024-03-02,7.7813048803693725
2024-03-03,8.37986679424394
2024-03-04,51.47632459321277
2024-03-05,35.91371483247403
2024-03-06,50.877762679338204
2024-03-07,47.286391196090804
2024-03-08,46.08926736834167
2024-03-09,7.7813048803693725
2024-03-10,8.978428708118507
2024-03-11,52.67344842096191
2024-03-12,48.483515023839935
2024-03-13,51.47632459321277
2024-03-14,50.877762679338204
2024-03-15,44.892143540592535
2024-03-16,8.978428708118507
2024-03-17,8.37986679424394
2024-03-18,55.66625799033474
2024-03-19,53.27201033483647
2024-03-20,50.877762679338204
2024-03-21,50.27920076546364
2024-03-22,53.27201033483647
2024-03-23,7.7813048803693725
2024-03-24,8.37986679424394
2024-03-25,41.8993339712197
2024-03-26,36.5122767463486
2024-03-27,43.096457798968835
2024-03-28,35.31515291859946
2024-03-29,6.584181052620239
2024-03-30,5.387057224871104
2024-03-31,4.788495310996537
2024-04-01,7.7813048803693725
2024-04-02,21.548228899484418
2024-04-03,18.555419330111583
2024-04-04,19.752543157860714
2024-04-05,19.752543157860714
2024-04-06,4.18993339712197
2024-04-07,5.985619138745672
2024-04-08,47.286391196090804
2024-04-09,47.88495310996537
2024-04-10,46.687829282216235
2024-04-11,44.892143540592535
2024-04-12,47.286391196090804
2024-04-13,5.985619138745672
2024-04-14,7.182742966494805
2024-04-15,56.86338181808388
2024-04-16,48.483515023839935
2024-04-17,49.082076937714504
2024-04-18,50.27920076546364
2024-04-19,46.08926736834167
2024-04-20,6.584181052620239
2024-04-21,7.7813048803693725
2024-04-22,56.86338181808388
2024-04-23,50.27920076546364
2024-04-24,49.082076937714504
2024-04-25,47.286391196090804
2024-04-26,42.497895885094266
2024-04-27,6.584181052620239
2024-04-28,7.7813048803693725
2024-04-29,54.46913416258561
2024-04-30,52.67344842096191
2024-05-01,49.082076937714504
2024-05-02,47.88495310996537
2024-05-03,46.687829282216235
2024-05-04,7.182742966494805
2024-05-05,7.182742966494805
2024-05-06,58.65906755970758
2024-05-07,52.07488650708734
2024-05-08,54.46913416258561
2024-05-09,47.88495310996537
2024-05-10,46.08926736834167
2024-05-11,6.584181052620239
2024-05-12,7.182742966494805
2024-05-13,58.65906755970758
2024-05-14,49.68063885158907
2024-05-15,51.47632459321277
2024-05-16,46.687829282216235
2024-05-17,48.483515023839935
2024-05-18,8.37986679424394
2024-05-19,9.576990621993074
2024-05-20,51.47632459321277
2024-05-21,44.892143540592535
2024-05-22,44.892143540592535
2024-05-23,42.497895885094266
2024-05-24,35.31515291859946
2024-05-25,9.576990621993074
2024-05-26,7.7813048803693725
2024-05-27,8.37986679424394
2024-05-28,41.300772057345135
2024-05-29,33.51946717697576
2024-05-30,32.92090526310119
2024-05-31,29.928095693728356
2024-06-01,10.774114449742209
2024-06-02,8.978428708118507
2024-06-03,22.745352727233552
2024-06-04,19.15398124398615
2024-06-05,19.752543157860714
2024-06-06,19.15398124398615
2024-06-07,15.562609760738745
2024-06-08,7.7813048803693725
2024-06-09,5.985619138745672
2024-06-10,10.175552535867642
2024-06-11,8.37986679424394
2024-06-12,6.584181052620239
2024-06-13,5.985619138745672
2024-06-14,4.788495310996537
2024-06-15,4.18993339712197
2024-06-16,3.5913714832474026
2024-06-17,5.387057224871104
2024-06-18,4.18993339712197
2024-06-19,3.5913714832474026
2024-06-20,3.5913714832474026
2024-06-21,2.992809569372836
2024-06-22,2.992809569372836
2024-06-23,3.5913714832474026
2024-06-24,4.788495310996537
2024-06-25,5.387057224871104
2024-06-26,3.5913714832474026
2024-06-27,3.5913714832474026
2024-06-28,2.3942476554982686
2024-06-29,2.3942476554982686
2024-06-30,1.7956857416237013
2024-07-01,4.788495310996537
2024-07-02,3.5913714832474026
2024-07-03,2.3942476554982686
2024-07-04,2.3942476554982686
2024-07-05,4.18993339712197
2024-07-06,4.18993339712197
2024-07-07,4.18993339712197
2024-07-08,5.387057224871104
2024-07-09,5.387057224871104
2024-07-10,4.788495310996537
2024-07-11,4.18993339712197
2024-07-12,4.18993339712197
2024-07-13,2.992809569372836
2024-07-14,2.992809569372836
2024-07-15,3.5913714832474026
2024-07-16,3.5913714832474026
2024-07-17,4.788495310996537
2024-07-18,16.161171674613314
2024-07-19,8.978428708118507
2024-07-20,4.788495310996537
2024-07-21,4.18993339712197
2024-07-22,5.387057224871104
2024-07-23,7.182742966494805
2024-07-24,8.37986679424394
2024-07-25,6.584181052620239
2024-07-26,5.985619138745672
2024-07-27,5.985619138745672
2024-07-28,5.387057224871104
2024-07-29,7.182742966494805
2024-07-30,8.37986679424394
2024-07-31,8.978428708118507
2024-08-01,10.175552535867642
2024-08-02,10.175552535867642
2024-08-03,7.7813048803693725
2024-08-04,7.182742966494805
2024-08-05,12.56980019136591
2024-08-06,13.766924019115045
2024-08-07,14.964047846864178
2024-08-08,13.168362105240478
2024-08-09,13.168362105240478
2024-08-10,8.37986679424394
2024-08-11,8.37986679424394
2024-08-12,20.351105071735283
2024-08-13,20.351105071735283
2024-08-14,19.752543157860714
2024-08-15,22.745352727233552
2024-08-16,24.541038468857252
2024-08-17,9.576990621993074
2024-08-18,10.175552535867642
2024-08-19,29.928095693728356
2024-08-20,34.11802909085033
2024-08-21,29.32953377985379
2024-08-22,26.93528612435552
2024-08-23,23.942476554982687
2024-08-24,10.175552535867642
2024-08-25,14.36548593298961
2024-08-26,47.286391196090804
2024-08-27,38.906524401846866
2024-08-28,39.50508631572143
2024-08-29,40.103648229596
2024-08-30,42.497895885094266
2024-08-31,6.584181052620239
2024-09-01,5.387057224871104
2024-09-02,8.978428708118507
2024-09-03,48.483515023839935
2024-09-04,50.27920076546364
2024-09-05,46.687829282216235
2024-09-06,50.27920076546364
2024-09-07,8.37986679424394
2024-09-08,8.37986679424394
2024-09-09,57.46194373195844
2024-09-10,50.27920076546364
2024-09-11,52.07488650708734
2024-09-12,58.06050564583301
2024-09-13,53.87057224871104
2024-09-14,8.37986679424394
2024-09-15,10.175552535867642
2024-09-16,59.85619138745671
2024-09-17,49.082076937714504
2024-09-18,59.25762947358215
