Time,paypal
2025-12-11,80
2025-12-12,79
2025-12-13,69
2025-12-14,59
2025-12-15,79
2025-12-16,80
2025-12-17,82
2025-12-18,85
2025-12-19,81
2025-12-20,65
2025-12-21,61
2025-12-22,76
2025-12-23,74
2025-12-24,67
2025-12-25,53
2025-12-26,66
2025-12-27,62
2025-12-28,60
2025-12-29,75
2025-12-30,79
2025-12-31,72
2026-01-01,66
2026-01-02,76
2026-01-03,66
2026-01-04,56
2026-01-05,74
2026-01-06,78
2026-01-07,77
2026-01-08,73
2026-01-09,72
2026-01-10,60
2026-01-11,57
2026-01-12,72
2026-01-13,75
2026-01-14,72
2026-01-15,79
2026-01-16,78
2026-01-17,65
2026-01-18,57
2026-01-19,64
2026-01-20,69
2026-01-21,77
2026-01-22,77
2026-01-23,74
2026-01-24,58
2026-01-25,53
2026-01-26,66
2026-01-27,69
2026-01-28,68
2026-01-29,77
2026-01-30,80
2026-01-31,69
2026-02-01,62
2026-02-02,75
2026-02-03,100
2026-02-04,88
2026-02-05,82
2026-02-06,72
2026-02-07,68
2026-02-08,58
2026-02-09,65
2026-02-10,76
2026-02-11,68
2026-02-12,70
2026-02-13,75
2026-02-14,64
2026-02-15,66
2026-02-16,76
2026-02-17,81
2026-02-18,73
2026-02-19,77
2026-02-20,73
2026-02-21,66
2026-02-22,59
2026-02-23,77
2026-02-24,82
2026-02-25,90
2026-02-26,85
2026-02-27,85
2026-02-28,62
2026-03-01,66
2026-03-02,78
2026-03-03,80
2026-03-04,76
2026-03-05,79
2026-03-06,78
2026-03-07,61
2026-03-08,56
2026-03-09,72
2026-03-10,73
2026-03-11,77
2026-03-12,79
2026-03-13,80
2026-03-14,64
2026-03-15,62
2026-03-16,73
2026-03-17,74
2026-03-18,74
2026-03-19,76
2026-03-20,71
2026-03-21,67
2026-03-22,55
2026-03-23,69
2026-03-24,65
2026-03-25,73
2026-03-26,73
2026-03-27,74
2026-03-28,59
2026-03-29,55
2026-03-30,72
2026-03-31,74
2026-04-01,79
2026-04-02,75
2026-04-03,82
2026-04-04,61
2026-04-05,63
2026-04-06,72
2026-04-07,78
2026-04-08,78
2026-04-09,76
2026-04-10,76
2026-04-11,60
2026-04-12,55
2026-04-13,64
2026-04-14,72
2026-04-15,69
2026-04-16,77
2026-04-17,80
2026-04-18,58
2026-04-19,54
2026-04-20,63
2026-04-21,72
2026-04-22,66
2026-04-23,71
2026-04-24,66
2026-04-25,52
2026-04-26,54
2026-04-27,70
2026-04-28,74
2026-04-29,68
2026-04-30,70
2026-05-01,79
2026-05-02,63
2026-05-03,60
2026-05-04,69
2026-05-05,73
2026-05-06,72
2026-05-07,65
2026-05-08,66
2026-05-09,56
2026-05-10,52
2026-05-11,60
2026-05-12,64
2026-05-13,68
2026-05-14,66
2026-05-15,72
2026-05-16,69
2026-05-17,52
2026-05-18,64
2026-05-19,71
2026-05-20,64
2026-05-21,72
2026-05-22,66
2026-05-23,62
2026-05-24,52
2026-05-25,56
2026-05-26,71
2026-05-27,71
2026-05-28,75
2026-05-29,72
2026-05-30,63
2026-05-31,66
