Time,burger_king
2022-06-10,63.0
2022-06-11,70.0
2022-06-12,69.0
2022-06-13,59.0
2022-06-14,58.0
2022-06-15,59.0
2022-06-16,66.0
2022-06-17,64.0
2022-06-18,78.0
2022-06-19,67.0
2022-06-20,57.0
2022-06-21,58.0
2022-06-22,62.0
2022-06-23,61.0
2022-06-24,86.0
2022-06-25,88.0
2022-06-26,78.0
2022-06-27,61.0
2022-06-28,63.0
2022-06-29,76.0
2022-06-30,71.0
2022-07-01,77.0
2022-07-02,85.0
2022-07-03,79.0
2022-07-04,93.0
2022-07-05,67.0
2022-07-06,56.0
2022-07-07,60.0
2022-07-08,65.0
2022-07-09,73.0
2022-07-10,69.0
2022-07-11,62.0
2022-07-12,53.0
2022-07-13,62.0
2022-07-14,64.0
2022-07-15,66.0
2022-07-16,73.0
2022-07-17,73.0
2022-07-18,56.0
2022-07-19,62.0
2022-07-20,57.0
2022-07-21,58.0
2022-07-22,61.0
2022-07-23,68.0
2022-07-24,68.0
2022-07-25,53.0
2022-07-26,56.0
2022-07-27,57.0
2022-07-28,59.0
2022-07-29,67.0
2022-07-30,65.0
2022-07-31,73.0
2022-08-01,56.0
2022-08-02,51.0
2022-08-03,55.0
2022-08-04,57.0
2022-08-05,59.0
2022-08-06,62.0
2022-08-07,62.0
2022-08-08,57.0
2022-08-09,87.0
2022-08-10,63.0
2022-08-11,55.0
2022-08-12,58.0
2022-08-13,64.0
2022-08-14,66.0
2022-08-15,54.0
2022-08-16,54.0
2022-08-17,53.0
2022-08-18,59.0
2022-08-19,63.0
2022-08-20,66.0
2022-08-21,68.0
2022-08-22,49.0
2022-08-23,52.0
2022-08-24,51.0
2022-08-25,53.0
2022-08-26,57.0
2022-08-27,66.0
2022-08-28,69.0
2022-08-29,50.13458128078818
2022-08-30,50.13458128078818
2022-08-31,49.58817733990148
2022-09-01,53.27379310344828
2022-09-02,57.959408866995076
2022-09-03,66.33064039408868
2022-09-04,68.92344827586207
2022-09-05,67.87704433497538
2022-09-06,46.99536945812808
2022-09-07,50.13458128078818
2022-09-08,49.08817733990148
2022-09-09,52.72738916256158
2022-09-10,64.23783251231526
2022-09-11,60.05221674876847
2022-09-12,53.77379310344828
2022-09-13,51.680985221674874
2022-09-14,53.77379310344828
2022-09-15,52.22738916256158
2022-09-16,59.005812807881775
2022-09-17,71.01625615763547
2022-09-18,72.06266009852217
2022-09-19,53.27379310344828
2022-09-20,51.680985221674874
2022-09-21,50.13458128078818
2022-09-22,45.948965517241376
2022-09-23,54.820197044334975
2022-09-24,64.23783251231526
2022-09-25,64.73783251231526
2022-09-26,45.948965517241376
2022-09-27,48.04177339901478
2022-09-28,49.176354679802955
2022-09-29,52.45477832512316
2022-09-30,53.547586206896554
2022-10-01,61.19724137931035
2022-10-02,59.01162561576355
2022-10-03,45.89793103448276
2022-10-04,49.176354679802955
2022-10-05,50.26916256157636
2022-10-06,50.26916256157636
2022-10-07,54.64039408866995
2022-10-08,64.47566502463054
2022-10-09,60.104433497536945
2022-10-10,52.45477832512316
2022-10-11,50.26916256157636
2022-10-12,49.176354679802955
2022-10-13,52.45477832512316
2022-10-14,62.290049261083745
2022-10-15,68.84689655172414
2022-10-16,68.84689655172414
2022-10-17,52.45477832512316
2022-10-18,49.176354679802955
2022-10-19,57.91881773399015
2022-10-20,55.73320197044335
2022-10-21,60.104433497536945
2022-10-22,67.75408866995075
2022-10-23,71.03251231527094
2022-10-24,46.990738916256156
2022-10-25,55.73320197044335
2022-10-26,53.547586206896554
2022-10-27,56.82600985221675
2022-10-28,61.19724137931035
2022-10-29,77.58935960591133
2022-10-30,75.40374384236453
2022-10-31,53.547586206896554
2022-11-01,52.45477832512316
2022-11-02,51.361970443349755
2022-11-03,52.45477832512316
2022-11-04,59.01162561576355
2022-11-05,64.47566502463054
2022-11-06,65.56847290640394
2022-11-07,49.176354679802955
2022-11-08,49.176354679802955
2022-11-09,46.990738916256156
2022-11-10,54.64039408866995
2022-11-11,60.104433497536945
2022-11-12,60.104433497536945
2022-11-13,62.290049261083745
2022-11-14,45.89793103448276
2022-11-15,45.89793103448276
2022-11-16,49.176354679802955
2022-11-17,52.45477832512316
2022-11-18,54.64039408866995
2022-11-19,59.01162561576355
2022-11-20,61.19724137931035
2022-11-21,50.26916256157636
2022-11-22,48.08354679802956
2022-11-23,60.104433497536945
2022-11-24,73.21812807881774
2022-11-25,50.26916256157636
2022-11-26,49.176354679802955
2022-11-27,59.01162561576355
2022-11-28,45.89793103448276
2022-11-29,45.89793103448276
2022-11-30,44.80512315270936
2022-12-01,48.08354679802956
2022-12-02,53.547586206896554
2022-12-03,56.82600985221675
2022-12-04,57.91881773399015
2022-12-05,45.89793103448276
2022-12-06,44.80512315270936
2022-12-07,45.89793103448276
2022-12-08,46.990738916256156
2022-12-09,49.176354679802955
2022-12-10,55.73320197044335
2022-12-11,57.91881773399015
2022-12-12,46.990738916256156
2022-12-13,46.990738916256156
2022-12-14,46.990738916256156
2022-12-15,44.80512315270936
2022-12-16,52.45477832512316
2022-12-17,57.91881773399015
2022-12-18,53.547586206896554
2022-12-19,50.26916256157636
2022-12-20,48.08354679802956
2022-12-21,49.176354679802955
2022-12-22,54.64039408866995
2022-12-23,50.26916256157636
2022-12-24,61.19724137931035
2022-12-25,109.2807881773399
2022-12-26,64.47566502463054
2022-12-27,51.361970443349755
2022-12-28,61.19724137931035
2022-12-29,55.73320197044335
2022-12-30,56.82600985221675
2022-12-31,60.104433497536945
2023-01-01,77.58935960591133
2023-01-02,52.45477832512316
2023-01-03,43.71231527093596
2023-01-04,45.89793103448276
2023-01-05,49.176354679802955
2023-01-06,53.547586206896554
2023-01-07,61.19724137931035
2023-01-08,63.38285714285715
2023-01-09,57.91881773399015
2023-01-10,46.990738916256156
2023-01-11,44.80512315270936
2023-01-12,49.176354679802955
2023-01-13,52.45477832512316
2023-01-14,59.01162561576355
2023-01-15,56.82600985221675
2023-01-16,57.91881773399015
2023-01-17,50.26916256157636
2023-01-18,48.08354679802956
2023-01-19,45.89793103448276
2023-01-20,53.547586206896554
2023-01-21,56.82600985221675
2023-01-22,63.38285714285715
2023-01-23,51.361970443349755
2023-01-24,51.361970443349755
2023-01-25,49.176354679802955
2023-01-26,51.361970443349755
2023-01-27,54.64039408866995
2023-01-28,62.290049261083745
2023-01-29,63.38285714285715
2023-01-30,53.547586206896554
2023-01-31,46.990738916256156
2023-02-01,52.45477832512316
2023-02-02,54.64039408866995
2023-02-03,55.73320197044335
2023-02-04,69.93970443349754
2023-02-05,60.104433497536945
2023-02-06,55.73320197044335
2023-02-07,48.08354679802956
2023-02-08,52.45477832512316
2023-02-09,53.547586206896554
2023-02-10,52.45477832512316
2023-02-11,64.47566502463054
2023-02-12,59.01162561576355
2023-02-13,45.89793103448276
2023-02-14,46.990738916256156
2023-02-15,48.08354679802956
2023-02-16,52.45477832512316
2023-02-17,55.73320197044335
2023-02-18,61.19724137931035
2023-02-19,61.19724137931035
2023-02-20,53.547586206896554
2023-02-21,48.08354679802956
2023-02-22,49.176354679802955
2023-02-23,49.176354679802955
2023-02-24,53.547586206896554
2023-02-25,64.47566502463054
2023-02-26,62.290049261083745
2023-02-27,48.08354679802956
2023-02-28,42.619507389162564
2023-03-01,52.45477832512316
2023-03-02,51.361970443349755
2023-03-03,50.26916256157636
2023-03-04,60.104433497536945
2023-03-05,63.38285714285715
2023-03-06,48.08354679802956
2023-03-07,46.990738916256156
2023-03-08,52.45477832512316
2023-03-09,52.45477832512316
2023-03-10,54.64039408866995
2023-03-11,61.19724137931035
2023-03-12,61.19724137931035
2023-03-13,48.08354679802956
2023-03-14,49.176354679802955
2023-03-15,50.26916256157636
2023-03-16,52.45477832512316
2023-03-17,52.45477832512316
2023-03-18,61.19724137931035
2023-03-19,60.104433497536945
2023-03-20,51.361970443349755
2023-03-21,48.08354679802956
2023-03-22,53.547586206896554
2023-03-23,56.82600985221675
2023-03-24,57.91881773399015
2023-03-25,66.66128078817734
2023-03-26,65.56847290640394
2023-03-27,52.45477832512316
2023-03-28,64.47566502463054
2023-03-29,75.40374384236453
2023-03-30,67.75408866995075
2023-03-31,57.91881773399015
2023-04-01,66.66128078817734
2023-04-02,65.56847290640394
2023-04-03,50.26916256157636
2023-04-04,48.08354679802956
2023-04-05,50.26916256157636
2023-04-06,49.176354679802955
2023-04-07,53.547586206896554
2023-04-08,60.104433497536945
2023-04-09,64.47566502463054
2023-04-10,57.91881773399015
2023-04-11,50.26916256157636
2023-04-12,46.990738916256156
2023-04-13,46.990738916256156
2023-04-14,57.91881773399015
2023-04-15,67.75408866995075
2023-04-16,65.56847290640394
2023-04-17,49.176354679802955
2023-04-18,48.08354679802956
2023-04-19,48.08354679802956
2023-04-20,50.26916256157636
2023-04-21,55.73320197044335
2023-04-22,68.84689655172414
2023-04-23,64.47566502463054
2023-04-24,45.89793103448276
2023-04-25,45.89793103448276
2023-04-26,43.815059760720615
2023-04-27,51.3889681975804
2023-04-28,51.3889681975804
2023-04-29,56.79890279533739
2023-04-30,65.45479815174858
2023-05-01,44.89704668027201
2023-05-02,48.143007438926205
2023-05-03,50.306981278029
2023-05-04,51.3889681975804
2023-05-05,54.63492895623459
2023-05-06,74.11069350815976
2023-05-07,74.11069350815976
2023-05-08,61.12685047354299
2023-05-09,54.63492895623459
2023-05-10,55.71691587578599
2023-05-11,53.5529420366832
2023-05-12,52.4709551171318
2023-05-13,63.29082431264578
2023-05-14,59.498459613104885
2023-05-15,49.2249943584776
2023-05-16,55.71691587578599
2023-05-17,61.12685047354299
2023-05-18,76.27466734726255
2023-05-19,83.30217184323564
2023-05-20,87.63011952144123
2023-05-21,82.22018492368423
2023-05-22,63.29082431264578
2023-05-23,64.90839421086187
2023-05-24,68.70075891040277
2023-05-25,70.31832880861887
2023-05-26,76.05278297038717
2023-05-27,83.55094467169295
2023-05-28,85.69327658635174
2023-05-29,87.83560850101054
2023-05-30,57.84296169578742
2023-05-31,63.19879148243441
2023-06-01,68.5546212690814
2023-06-02,68.5546212690814
2023-06-03,80.33744679970476
2023-06-04,79.26628084237537
2023-06-05,59.98529361044622
2023-06-06,57.84296169578742
2023-06-07,59.98529361044622
2023-06-08,61.05645956777562
2023-06-09,61.05645956777562
2023-06-10,67.483455311752
2023-06-11,67.483455311752
2023-06-12,54.629463823799234
2023-06-13,54.629463823799234
2023-06-14,54.629463823799234
2023-06-15,58.91412765311682
2023-06-16,62.12762552510502
2023-06-17,63.19879148243441
2023-06-18,65.3411233970932
2023-06-19,58.91412765311682
2023-06-20,53.55829786646984
2023-06-21,53.55829786646984
2023-06-22,55.70062978112863
2023-06-23,59.98529361044622
2023-06-24,64.2699574397638
2023-06-25,67.483455311752
2023-06-26,56.77179573845803
2023-06-27,52.487131909140444
2023-06-28,52.487131909140444
2023-06-29,56.77179573845803
2023-06-30,64.2699574397638
2023-07-01,68.5546212690814
2023-07-02,65.3411233970932
2023-07-03,57.84296169578742
2023-07-04,69.6257872264108
2023-07-05,54.629463823799234
2023-07-06,52.487131909140444
2023-07-07,56.77179573845803
2023-07-08,63.19879148243441
2023-07-09,62.12762552510502
2023-07-10,51.415965951811046
2023-07-11,53.55829786646984
2023-07-12,67.483455311752
2023-07-13,74.98161701305777
2023-07-14,74.98161701305777
2023-07-15,71.76811914106959
2023-07-16,73.91045105572837
2023-07-17,59.98529361044622
2023-07-18,55.70062978112863
2023-07-19,57.84296169578742
2023-07-20,61.05645956777562
2023-07-21,62.12762552510502
2023-07-22,65.3411233970932
2023-07-23,67.483455311752
2023-07-24,55.70062978112863
2023-07-25,55.70062978112863
2023-07-26,54.629463823799234
2023-07-27,55.70062978112863
2023-07-28,57.84296169578742
2023-07-29,62.12762552510502
2023-07-30,63.19879148243441
2023-07-31,52.487131909140444
2023-08-01,51.415965951811046
2023-08-02,54.629463823799234
2023-08-03,55.70062978112863
2023-08-04,55.70062978112863
2023-08-05,58.91412765311682
2023-08-06,61.05645956777562
2023-08-07,53.55829786646984
2023-08-08,53.55829786646984
2023-08-09,53.55829786646984
2023-08-10,52.487131909140444
2023-08-11,51.415965951811046
2023-08-12,54.629463823799234
2023-08-13,67.483455311752
2023-08-14,51.415965951811046
2023-08-15,52.487131909140444
2023-08-16,51.415965951811046
2023-08-17,57.84296169578742
2023-08-18,62.12762552510502
2023-08-19,66.4122893544226
2023-08-20,64.2699574397638
2023-08-21,54.629463823799234
2023-08-22,57.84296169578742
2023-08-23,54.629463823799234
2023-08-24,52.487131909140444
2023-08-25,53.55829786646984
2023-08-26,57.84296169578742
2023-08-27,65.3411233970932
2023-08-28,51.415965951811046
2023-08-29,49.27363403715225
2023-08-30,55.70062978112863
2023-08-31,64.2699574397638
2023-09-01,65.3411233970932
2023-09-02,58.91412765311682
2023-09-03,58.91412765311682
2023-09-04,61.05645956777562
2023-09-05,47.13130212249346
2023-09-06,43.91780425050527
2023-09-07,50.34479999448165
2023-09-08,49.27363403715225
2023-09-09,58.91412765311682
2023-09-10,61.05645956777562
2023-09-11,44.98897020783467
2023-09-12,46.06013616516406
2023-09-13,48.20246807982286
2023-09-14,48.20246807982286
2023-09-15,51.415965951811046
2023-09-16,59.98529361044622
2023-09-17,59.98529361044622
2023-09-18,86.76444254368114
2023-09-19,56.77179573845803
2023-09-20,50.34479999448165
2023-09-21,48.20246807982286
2023-09-22,51.415965951811046
2023-09-23,55.70062978112863
2023-09-24,59.98529361044622
2023-09-25,49.27363403715225
2023-09-26,49.27363403715225
2023-09-27,50.34479999448165
2023-09-28,49.27363403715225
2023-09-29,56.77179573845803
2023-09-30,64.2699574397638
2023-10-01,62.12762552510502
2023-10-02,46.06013616516406
2023-10-03,47.13130212249346
2023-10-04,49.27363403715225
2023-10-05,50.34479999448165
2023-10-06,52.487131909140444
2023-10-07,58.91412765311682
2023-10-08,59.98529361044622
2023-10-09,48.20246807982286
2023-10-10,44.98897020783467
2023-10-11,46.06013616516406
2023-10-12,49.27363403715225
2023-10-13,51.415965951811046
2023-10-14,61.05645956777562
2023-10-15,61.05645956777562
2023-10-16,50.34479999448165
2023-10-17,48.20246807982286
2023-10-18,49.27363403715225
2023-10-19,54.629463823799234
2023-10-20,61.05645956777562
2023-10-21,63.19879148243441
2023-10-22,61.05645956777562
2023-10-23,49.27363403715225
2023-10-24,47.13130212249346
2023-10-25,51.415965951811046
2023-10-26,48.20246807982286
2023-10-27,52.487131909140444
2023-10-28,57.84296169578742
2023-10-29,62.12762552510502
2023-10-30,47.13130212249346
2023-10-31,52.487131909140444
2023-11-01,52.487131909140444
2023-11-02,50.34479999448165
2023-11-03,50.34479999448165
2023-11-04,62.12762552510502
2023-11-05,62.12762552510502
2023-11-06,46.06013616516406
2023-11-07,47.13130212249346
2023-11-08,48.20246807982286
2023-11-09,51.415965951811046
2023-11-10,52.487131909140444
2023-11-11,62.12762552510502
2023-11-12,57.84296169578742
2023-11-13,43.91780425050527
2023-11-14,43.91780425050527
2023-11-15,48.20246807982286
2023-11-16,49.27363403715225
2023-11-17,52.487131909140444
2023-11-18,61.05645956777562
2023-11-19,56.77179573845803
2023-11-20,48.20246807982286
2023-11-21,48.20246807982286
2023-11-22,54.629463823799234
2023-11-23,74.98161701305777
2023-11-24,47.13130212249346
2023-11-25,49.27363403715225
2023-11-26,55.70062978112863
2023-11-27,42.84663829317587
2023-11-28,43.91780425050527
2023-11-29,51.415965951811046
2023-11-30,44.98897020783467
2023-12-01,49.27363403715225
2023-12-02,57.84296169578742
2023-12-03,54.629463823799234
2023-12-04,43.91780425050527
2023-12-05,46.06013616516406
2023-12-06,42.84663829317587
2023-12-07,47.13130212249346
2023-12-08,52.487131909140444
2023-12-09,58.91412765311682
2023-12-10,58.91412765311682
2023-12-11,44.98897020783467
2023-12-12,46.06013616516406
2023-12-13,50.34479999448165
2023-12-14,51.415965951811046
2023-12-15,51.415965951811046
2023-12-16,58.91412765311682
2023-12-17,57.84296169578742
2023-12-18,48.20246807982286
2023-12-19,48.20246807982286
2023-12-20,56.77179573845803
2023-12-21,49.27363403715225
2023-12-22,58.91412765311682
2023-12-23,63.19879148243441
2023-12-24,68.5546212690814
2023-12-25,107.11659573293969
2023-12-26,65.3411233970932
2023-12-27,54.629463823799234
2023-12-28,54.629463823799234
2023-12-29,58.91412765311682
2023-12-30,59.98529361044622
2023-12-31,62.12762552510502
2024-01-01,71.76811914106959
2024-01-02,53.55829786646984
2024-01-03,58.91412765311682
2024-01-04,62.12762552510502
2024-01-05,56.77179573845803
2024-01-06,54.629463823799234
2024-01-07,54.629463823799234
2024-01-08,42.84663829317587
2024-01-09,41.77547233584647
2024-01-10,44.98897020783467
2024-01-11,43.91780425050527
2024-01-12,47.13130212249346
2024-01-13,52.487131909140444
2024-01-14,48.20246807982286
2024-01-15,44.98897020783467
2024-01-16,41.77547233584647
2024-01-17,49.27363403715225
2024-01-18,47.13130212249346
2024-01-19,43.91780425050527
2024-01-20,56.77179573845803
2024-01-21,48.20246807982286
2024-01-22,44.98897020783467
2024-01-23,48.20246807982286
2024-01-24,48.20246807982286
2024-01-25,49.27363403715225
2024-01-26,49.27363403715225
2024-01-27,56.77179573845803
2024-01-28,55.70062978112863
2024-01-29,57.84296169578742
2024-01-30,67.483455311752
2024-01-31,58.91412765311682
2024-02-01,49.27363403715225
2024-02-02,51.415965951811046
2024-02-03,56.77179573845803
2024-02-04,53.55829786646984
2024-02-05,46.06013616516406
2024-02-06,50.34479999448165
2024-02-07,50.34479999448165
2024-02-08,51.415965951811046
2024-02-09,48.20246807982286
2024-02-10,61.05645956777562
2024-02-11,54.629463823799234
2024-02-12,41.77547233584647
2024-02-13,44.98897020783467
2024-02-14,44.98897020783467
2024-02-15,47.13130212249346
2024-02-16,53.55829786646984
2024-02-17,53.55829786646984
2024-02-18,55.70062978112863
2024-02-19,48.20246807982286
2024-02-20,50.34479999448165
2024-02-21,46.06013616516406
2024-02-22,46.06013616516406
2024-02-23,48.20246807982286
2024-02-24,54.629463823799234
2024-02-25,55.70062978112863
2024-02-26,44.98897020783467
2024-02-27,42.84663829317587
2024-02-28,47.13130212249346
2024-02-29,53.55829786646984
2024-03-01,59.98529361044622
2024-03-02,68.5546212690814
2024-03-03,63.19879148243441
2024-03-04,49.27363403715225
2024-03-05,43.91780425050527
2024-03-06,42.84663829317587
2024-03-07,46.06013616516406
2024-03-08,50.34479999448165
2024-03-09,54.629463823799234
2024-03-10,57.84296169578742
2024-03-11,52.487131909140444
2024-03-12,52.487131909140444
2024-03-13,59.98529361044622
2024-03-14,58.91412765311682
2024-03-15,54.629463823799234
2024-03-16,55.70062978112863
2024-03-17,58.91412765311682
2024-03-18,47.13130212249346
2024-03-19,46.06013616516406
2024-03-20,47.13130212249346
2024-03-21,44.98897020783467
2024-03-22,49.27363403715225
2024-03-23,53.55829786646984
2024-03-24,59.98529361044622
2024-03-25,43.91780425050527
2024-03-26,46.06013616516406
2024-03-27,49.27363403715225
2024-03-28,49.27363403715225
2024-03-29,52.487131909140444
2024-03-30,54.629463823799234
2024-03-31,58.91412765311682
2024-04-01,48.20246807982286
2024-04-02,44.98897020783467
2024-04-03,48.20246807982286
2024-04-04,48.20246807982286
2024-04-05,50.34479999448165
2024-04-06,58.91412765311682
2024-04-07,56.77179573845803
2024-04-08,48.20246807982286
2024-04-09,46.06013616516406
2024-04-10,47.13130212249346
2024-04-11,48.20246807982286
2024-04-12,50.34479999448165
2024-04-13,56.77179573845803
2024-04-14,55.70062978112863
2024-04-15,47.13130212249346
2024-04-16,48.20246807982286
2024-04-17,47.13130212249346
2024-04-18,47.13130212249346
2024-04-19,50.34479999448165
2024-04-20,64.2699574397638
2024-04-21,59.98529361044622
2024-04-22,46.06013616516406
2024-04-23,44.98897020783467
2024-04-24,49.27363403715225
2024-04-25,49.27363403715225
2024-04-26,49.27363403715225
2024-04-27,57.84296169578742
2024-04-28,59.98529361044622
2024-04-29,50.34479999448165
2024-04-30,43.91780425050527
2024-05-01,46.06013616516406
2024-05-02,50.34479999448165
2024-05-03,51.415965951811046
2024-05-04,58.91412765311682
2024-05-05,55.70062978112863
2024-05-06,43.91780425050527
2024-05-07,42.84663829317587
2024-05-08,42.84663829317587
2024-05-09,62.12762552510502
2024-05-10,65.3411233970932
2024-05-11,64.2699574397638
2024-05-12,58.91412765311682
2024-05-13,46.06013616516406
2024-05-14,46.06013616516406
2024-05-15,50.34479999448165
2024-05-16,49.27363403715225
2024-05-17,57.84296169578742
2024-05-18,61.05645956777562
2024-05-19,65.3411233970932
2024-05-20,50.34479999448165
2024-05-21,51.415965951811046
2024-05-22,51.415965951811046
2024-05-23,55.70062978112863
2024-05-24,64.2699574397638
2024-05-25,62.12762552510502
2024-05-26,63.19879148243441
2024-05-27,62.12762552510502
2024-05-28,57.84296169578742
2024-05-29,62.12762552510502
2024-05-30,59.98529361044622
2024-05-31,57.84296169578742
2024-06-01,68.5546212690814
2024-06-02,65.3411233970932
2024-06-03,55.70062978112863
2024-06-04,57.84296169578742
2024-06-05,53.55829786646984
2024-06-06,56.77179573845803
2024-06-07,57.84296169578742
2024-06-08,61.05645956777562
2024-06-09,58.91412765311682
2024-06-10,50.34479999448165
2024-06-11,49.27363403715225
2024-06-12,51.415965951811046
2024-06-13,53.55829786646984
2024-06-14,56.77179573845803
2024-06-15,58.91412765311682
2024-06-16,58.91412765311682
2024-06-17,53.55829786646984
2024-06-18,52.487131909140444
2024-06-19,54.629463823799234
2024-06-20,51.415965951811046
2024-06-21,57.84296169578742
2024-06-22,63.19879148243441
2024-06-23,57.84296169578742
2024-06-24,50.34479999448165
2024-06-25,48.20246807982286
2024-06-26,53.55829786646984
2024-06-27,54.629463823799234
2024-06-28,56.77179573845803
2024-06-29,62.12762552510502
2024-06-30,63.19879148243441
2024-07-01,54.629463823799234
2024-07-02,54.629463823799234
2024-07-03,54.629463823799234
2024-07-04,65.3411233970932
2024-07-05,61.05645956777562
2024-07-06,57.84296169578742
2024-07-07,58.91412765311682
2024-07-08,50.34479999448165
2024-07-09,51.415965951811046
2024-07-10,51.415965951811046
2024-07-11,51.415965951811046
2024-07-12,55.70062978112863
2024-07-13,57.84296169578742
2024-07-14,57.84296169578742
2024-07-15,49.27363403715225
2024-07-16,48.20246807982286
2024-07-17,51.415965951811046
2024-07-18,56.77179573845803
2024-07-19,58.91412765311682
2024-07-20,64.2699574397638
2024-07-21,61.05645956777562
2024-07-22,51.415965951811046
2024-07-23,51.415965951811046
2024-07-24,51.415965951811046
2024-07-25,55.70062978112863
2024-07-26,62.12762552510502
2024-07-27,63.19879148243441
2024-07-28,58.91412765311682
2024-07-29,50.34479999448165
2024-07-30,53.55829786646984
2024-07-31,52.487131909140444
2024-08-01,52.487131909140444
2024-08-02,52.487131909140444
2024-08-03,58.91412765311682
2024-08-04,59.98529361044622
2024-08-05,48.20246807982286
2024-08-06,47.13130212249346
2024-08-07,51.415965951811046
2024-08-08,48.20246807982286
2024-08-09,51.415965951811046
2024-08-10,52.487131909140444
2024-08-11,58.91412765311682
2024-08-12,49.27363403715225
2024-08-13,46.06013616516406
2024-08-14,48.20246807982286
2024-08-15,48.20246807982286
2024-08-16,50.34479999448165
2024-08-17,56.77179573845803
2024-08-18,54.69932247319028
2024-08-19,52.65013542438622
2024-08-20,47.038157256638726
2024-08-21,44.98897020783467
2024-08-22,51.136531354246856
2024-08-23,54.69932247319028
2024-08-24,57.77310304639638
2024-08-25,58.79769657079841
2024-08-26,43.96437668343263
2024-08-27,47.038157256638726
2024-08-28,44.98897020783467
2024-08-29,49.08734430544279
2024-08-30,50.11193782984482
2024-08-31,59.822290095200444
2024-09-01,57.77310304639638
2024-09-02,55.723915997592314
2024-09-03,41.91518963462857
2024-09-04,43.96437668343263
2024-09-05,47.038157256638726
2024-09-06,46.0135637322367
2024-09-07,54.69932247319028
2024-09-08,54.21031192745295
2024-09-09,44.98897020783467
2024-09-10,42.45077261329327
2024-09-11,41.91518963462857
2024-09-12,47.52716780237606
2024-09-13,43.96437668343263
2024-09-14,56.74850952199435
2024-09-15,51.136531354246856
2024-09-16,42.9397831590306
2024-09-17,44.01094911636
2024-09-18,54.76918112258133
2024-09-19,47.92303348225867
2024-09-20,49.879075665208
2024-09-21,56.72522330553067
2024-09-22,53.79116003110666
