Time,temperature
2022-08-29,27
2022-08-30,28
2022-08-31,30
2022-09-01,29
2022-09-02,29
2022-09-03,33
2022-09-04,36
2022-09-05,40
2022-09-06,40
2022-09-07,37
2022-09-08,30
2022-09-09,30
2022-09-10,32
2022-09-11,30
2022-09-12,30
2022-09-13,28
2022-09-14,28
2022-09-15,28
2022-09-16,27
2022-09-17,28
2022-09-18,29
2022-09-19,31
2022-09-20,29
2022-09-21,29
2022-09-22,31
2022-09-23,32
2022-09-24,33
2022-09-25,33
2022-09-26,31
2022-09-27,31
2022-09-28,33
2022-09-29,31
2022-09-30,30
2022-10-01,29
2022-10-02,32
2022-10-03,32
2022-10-04,31
2022-10-05,30
2022-10-06,31
2022-10-07,32
2022-10-08,34
2022-10-09,36
2022-10-10,33
2022-10-11,29
2022-10-12,30
2022-10-13,29
2022-10-14,30
2022-10-15,30
2022-10-16,33
2022-10-17,35
2022-10-18,41
2022-10-19,44
2022-10-20,38
2022-10-21,32
2022-10-22,33
2022-10-23,33
2022-10-24,34
2022-10-25,32
2022-10-26,32
2022-10-27,33
2022-10-28,30
2022-10-29,30
2022-10-30,30
2022-10-31,30
2022-11-01,28
2022-11-02,29
2022-11-03,31
2022-11-04,31
2022-11-05,31
2022-11-06,30
2022-11-07,33
2022-11-08,29
2022-11-09,29
2022-11-10,30
2022-11-11,30
2022-11-12,35
2022-11-13,39
2022-11-14,37
2022-11-15,37
2022-11-16,34
2022-11-17,35
2022-11-18,37
2022-11-19,38
2022-11-20,40
2022-11-21,36
2022-11-22,34
2022-11-23,36
2022-11-24,86
2022-11-25,33
2022-11-26,29
2022-11-27,31
2022-11-28,29
2022-11-29,30
2022-11-30,30
2022-12-01,32
2022-12-02,30
2022-12-03,29
2022-12-04,30
2022-12-05,31
2022-12-06,30
2022-12-07,29
2022-12-08,29
2022-12-09,26
2022-12-10,27
2022-12-11,30
2022-12-12,31
2022-12-13,32
2022-12-14,31
2022-12-15,30
2022-12-16,31
2022-12-17,32
2022-12-18,40
2022-12-19,38
2022-12-20,40
2022-12-21,42
2022-12-22,57
2022-12-23,89
2022-12-24,100
2022-12-25,90
2022-12-26,52
2022-12-27,39
2022-12-28,36
2022-12-29,31
2022-12-30,29
2022-12-31,31
2023-01-01,34
2023-01-02,29
2023-01-03,27
2023-01-04,28
2023-01-05,28
2023-01-06,27
2023-01-07,28
2023-01-08,32
2023-01-09,32
2023-01-10,28
2023-01-11,28
2023-01-12,28
2023-01-13,29
2023-01-14,33
2023-01-15,36
2023-01-16,31
2023-01-17,30
2023-01-18,29
2023-01-19,29
2023-01-20,28
2023-01-21,28
2023-01-22,33
2023-01-23,31
2023-01-24,32
2023-01-25,30
2023-01-26,32
2023-01-27,30
2023-01-28,28
2023-01-29,33
2023-01-30,40
2023-01-31,41
2023-02-01,36
2023-02-02,35
2023-02-03,41
2023-02-04,50
2023-02-05,37
2023-02-06,32
2023-02-07,32
2023-02-08,29
2023-02-09,30
2023-02-10,30
2023-02-11,29
2023-02-12,34
2023-02-13,31
2023-02-14,31
2023-02-15,33
2023-02-16,31
2023-02-17,32
2023-02-18,31
2023-02-19,31
2023-02-20,30
2023-02-21,29
2023-02-22,32
2023-02-23,33
2023-02-24,32
2023-02-25,31
2023-02-26,33
2023-02-27,31
2023-02-28,30
2023-03-01,30
2023-03-02,29
2023-03-03,28
2023-03-04,28
2023-03-05,30
2023-03-06,30
2023-03-07,29
2023-03-08,29
2023-03-09,28
2023-03-10,27
2023-03-11,25
2023-03-12,30
2023-03-13,28
2023-03-14,29
2023-03-15,31
2023-03-16,29
2023-03-17,28
2023-03-18,30
2023-03-19,34
2023-03-20,33
2023-03-21,31
2023-03-22,26
2023-03-23,29
2023-03-24,28
2023-03-25,28
2023-03-26,31
2023-03-27,30
2023-03-28,30
2023-03-29,30
2023-03-30,30
2023-03-31,26
2023-04-01,29
2023-04-02,30
2023-04-03,28
2023-04-04,31
2023-04-05,30
2023-04-06,30
2023-04-07,27
2023-04-08,30
2023-04-09,39
2023-04-10,32
2023-04-11,30
2023-04-12,30
2023-04-13,32
2023-04-14,31
2023-04-15,29
2023-04-16,31
2023-04-17,31
2023-04-18,30
2023-04-19,30
2023-04-20,28
2023-04-21,28
2023-04-22,29
2023-04-23,32
2023-04-24,32
2023-04-25,31
2023-04-26,30
2023-04-27,28
2023-04-28,27
2023-04-29,28
2023-04-30,29
2023-05-01,30
2023-05-02,27
2023-05-03,26
2023-05-04,28
2023-05-05,27
2023-05-06,26
2023-05-07,27
2023-05-08,28
2023-05-09,28
2023-05-10,27
2023-05-11,27
2023-05-12,26
2023-05-13,26
2023-05-14,30
2023-05-15,30
2023-05-16,28
2023-05-17,28
2023-05-18,28
2023-05-19,26
2023-05-20,25
2023-05-21,26
2023-05-22,26
2023-05-23,25
2023-05-24,24
2023-05-25,24
