Time,hole
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,54.534926470588246
2022-05-02,50.41848124603654
2022-05-03,50.43346984501426
2022-05-04,47.96738671723827
2022-05-05,48.80890779565921
2022-05-06,50.47843564194741
2022-05-07,56.28775161283456
2022-05-08,55.476453447106394
2022-05-09,50.52340143888055
2022-05-10,53.02388462988408
2022-05-11,51.382122548915255
2022-05-12,82.89896268166179
2022-05-13,81.26506347228784
2022-05-14,66.35848450330377
2022-05-15,62.229507827147756
2022-05-16,58.09807400361834
2022-05-17,53.96418303271554
2022-05-18,55.641082321123925
2022-05-19,59.81109335841565
2022-05-20,58.16687413007343
2022-05-21,63.17128051840325
2022-05-22,65.6842951610111
2022-05-23,58.21847422491474
2022-05-24,55.73985964553444
2022-05-25,54.09195469613212
2022-05-26,52.443066887780454
2022-05-27,55.78924830773969
2022-05-28,65.80076394651006
2022-05-29,68.31967574281406
2022-05-30,69.17323684336463
2022-05-31,50.01949240956421
2022-06-01,55.03765882318504
2022-06-02,55.8880256321502
2022-06-03,54.23569781747578
2022-06-04,62.59807993315714
2022-06-05,65.1211688799959
2022-06-06,54.283612191257
2022-06-07,55.134961859171526
2022-06-08,54.31555510711115
2022-06-09,54.331526565038224
2022-06-10,56.01972873136423
2022-06-11,59.38163589451321
2022-06-12,62.7455087755609
2022-06-13,55.232264895158
2022-06-14,53.57428564152477
2022-06-15,55.26469924048683
2022-06-16,56.95609569839825
2022-06-17,57.810639657898186
2022-06-18,63.6941614794619
2022-06-19,64.55116258633522
2022-06-20,58.70007511010034
2022-06-21,54.5231840601631
2022-06-22,54.539155518090176
2022-06-23,54.55512697601725
2022-06-24,53.7315430734221
2022-06-25,60.465677418688315
2022-06-26,60.48336887977676
2022-06-27,56.29959781719402
2022-06-28,54.63498426565261
2022-06-29,52.969387855161855
2022-06-30,53.825897532560504
2022-07-01,56.36544936680103
2022-07-02,69.00472843051685
2022-07-03,66.49957665950386
2022-07-04,70.72905066323177
2022-07-05,65.69614136537056
