Time,arsenal
2022-08-11,17.0
2022-08-12,17.0
2022-08-13,44.0
2022-08-14,20.0
2022-08-15,16.0
2022-08-16,15.0
2022-08-17,15.0
2022-08-18,15.0
2022-08-19,16.0
2022-08-20,57.0
2022-08-21,23.0
2022-08-22,17.0
2022-08-23,16.0
2022-08-24,14.0
2022-08-25,15.0
2022-08-26,17.0
2022-08-27,58.0
2022-08-28,22.0
2022-08-29,16.571724137931035
2022-08-30,17.30551724137931
2022-08-31,38.57862068965517
2022-09-01,27.942068965517237
2022-09-02,17.80551724137931
2022-09-03,20.77310344827586
2022-09-04,100.63172413793103
2022-09-05,19.039310344827584
2022-09-06,11.870344827586205
2022-09-07,11.370344827586205
2022-09-08,32.14344827586207
2022-09-09,13.104137931034483
2022-09-10,11.370344827586205
2022-09-11,10.13655172413793
2022-09-12,8.902758620689655
2022-09-13,8.902758620689655
2022-09-14,8.902758620689655
2022-09-15,11.870344827586205
2022-09-16,11.370344827586205
2022-09-17,13.104137931034483
2022-09-18,32.14344827586207
2022-09-19,11.870344827586205
2022-09-20,10.13655172413793
2022-09-21,8.902758620689655
2022-09-22,8.402758620689655
2022-09-23,7.668965517241379
2022-09-24,11.370344827586205
2022-09-25,8.902758620689655
2022-09-26,8.402758620689655
2022-09-27,7.668965517241379
2022-09-28,8.80551724137931
2022-09-29,8.80551724137931
2022-09-30,10.27310344827586
2022-10-01,49.89793103448275
2022-10-02,14.675862068965515
2022-10-03,10.27310344827586
2022-10-04,10.27310344827586
2022-10-05,10.27310344827586
2022-10-06,26.41655172413793
2022-10-07,14.675862068965515
2022-10-08,17.61103448275862
2022-10-09,89.52275862068964
2022-10-10,19.07862068965517
2022-10-11,11.740689655172412
2022-10-12,10.27310344827586
2022-10-13,26.41655172413793
2022-10-14,13.208275862068964
2022-10-15,14.675862068965515
2022-10-16,54.300689655172405
2022-10-17,14.675862068965515
2022-10-18,13.208275862068964
2022-10-19,16.143448275862067
2022-10-20,30.81931034482758
2022-10-21,13.208275862068964
2022-10-22,16.143448275862067
2022-10-23,30.81931034482758
2022-10-24,10.27310344827586
2022-10-25,8.80551724137931
2022-10-26,10.27310344827586
2022-10-27,27.884137931034477
2022-10-28,11.740689655172412
2022-10-29,13.208275862068964
2022-10-30,39.62482758620689
2022-10-31,13.208275862068964
2022-11-01,10.27310344827586
2022-11-02,10.27310344827586
2022-11-03,23.481379310344824
2022-11-04,13.208275862068964
2022-11-05,16.143448275862067
2022-11-06,46.96275862068965
2022-11-07,16.143448275862067
2022-11-08,10.27310344827586
2022-11-09,23.481379310344824
2022-11-10,13.208275862068964
2022-11-11,10.27310344827586
2022-11-12,41.09241379310344
2022-11-13,17.61103448275862
2022-11-14,10.27310344827586
2022-11-15,8.80551724137931
2022-11-16,7.337931034482757
2022-11-17,7.337931034482757
2022-11-18,7.337931034482757
2022-11-19,8.80551724137931
2022-11-20,8.80551724137931
2022-11-21,8.80551724137931
2022-11-22,7.337931034482757
2022-11-23,8.80551724137931
2022-11-24,8.80551724137931
2022-11-25,13.208275862068964
2022-11-26,8.80551724137931
2022-11-27,8.80551724137931
2022-11-28,7.337931034482757
2022-11-29,7.337931034482757
2022-11-30,7.337931034482757
2022-12-01,7.337931034482757
2022-12-02,7.337931034482757
2022-12-03,10.27310344827586
2022-12-04,10.27310344827586
2022-12-05,8.80551724137931
2022-12-06,7.337931034482757
2022-12-07,8.80551724137931
2022-12-08,17.61103448275862
2022-12-09,8.80551724137931
2022-12-10,8.80551724137931
2022-12-11,10.27310344827586
2022-12-12,8.80551724137931
2022-12-13,17.61103448275862
2022-12-14,8.80551724137931
2022-12-15,10.27310344827586
2022-12-16,8.80551724137931
2022-12-17,19.07862068965517
2022-12-18,11.740689655172412
2022-12-19,10.27310344827586
2022-12-20,10.27310344827586
2022-12-21,11.740689655172412
2022-12-22,10.27310344827586
2022-12-23,10.27310344827586
2022-12-24,10.27310344827586
2022-12-25,11.740689655172412
2022-12-26,54.300689655172405
2022-12-27,23.481379310344824
2022-12-28,13.208275862068964
2022-12-29,13.208275862068964
2022-12-30,13.208275862068964
2022-12-31,46.96275862068965
2023-01-01,17.61103448275862
2023-01-02,16.143448275862067
2023-01-03,42.559999999999995
2023-01-04,20.54620689655172
2023-01-05,14.675862068965515
2023-01-06,13.208275862068964
2023-01-07,16.143448275862067
2023-01-08,14.675862068965515
2023-01-09,35.22206896551724
2023-01-10,19.07862068965517
2023-01-11,14.675862068965515
2023-01-12,14.675862068965515
2023-01-13,14.675862068965515
2023-01-14,26.41655172413793
2023-01-15,80.71724137931034
2023-01-16,24.948965517241376
2023-01-17,17.61103448275862
2023-01-18,17.61103448275862
2023-01-19,19.07862068965517
2023-01-20,20.54620689655172
2023-01-21,22.013793103448272
2023-01-22,105.66620689655171
2023-01-23,27.884137931034477
2023-01-24,19.07862068965517
2023-01-25,17.61103448275862
2023-01-26,19.07862068965517
2023-01-27,68.97655172413792
2023-01-28,30.81931034482758
2023-01-29,19.07862068965517
2023-01-30,17.61103448275862
2023-01-31,22.013793103448272
2023-02-01,14.675862068965515
2023-02-02,11.740689655172412
2023-02-03,13.208275862068964
2023-02-04,45.4951724137931
2023-02-05,16.143448275862067
2023-02-06,11.740689655172412
2023-02-07,10.27310344827586
2023-02-08,10.27310344827586
2023-02-09,10.27310344827586
2023-02-10,11.740689655172412
2023-02-11,38.15724137931034
2023-02-12,16.143448275862067
2023-02-13,11.740689655172412
2023-02-14,13.208275862068964
2023-02-15,104.19862068965516
2023-02-16,24.948965517241376
2023-02-17,13.208275862068964
2023-02-18,63.10620689655171
2023-02-19,19.07862068965517
2023-02-20,13.208275862068964
2023-02-21,11.740689655172412
2023-02-22,11.740689655172412
2023-02-23,13.208275862068964
2023-02-24,14.675862068965515
2023-02-25,39.62482758620689
2023-02-26,16.143448275862067
2023-02-27,11.740689655172412
2023-02-28,11.740689655172412
2023-03-01,45.4951724137931
2023-03-02,20.54620689655172
2023-03-03,13.208275862068964
2023-03-04,64.57379310344827
2023-03-05,24.948965517241376
2023-03-06,14.675862068965515
2023-03-07,13.208275862068964
2023-03-08,13.208275862068964
2023-03-09,42.559999999999995
2023-03-10,14.675862068965515
2023-03-11,19.07862068965517
2023-03-12,44.027586206896544
2023-03-13,13.208275862068964
2023-03-14,13.208275862068964
2023-03-15,13.208275862068964
2023-03-16,63.10620689655171
2023-03-17,26.41655172413793
2023-03-18,17.61103448275862
2023-03-19,44.027586206896544
2023-03-20,14.675862068965515
2023-03-21,14.675862068965515
2023-03-22,11.740689655172412
2023-03-23,11.740689655172412
2023-03-24,10.27310344827586
2023-03-25,11.740689655172412
2023-03-26,10.27310344827586
2023-03-27,10.27310344827586
2023-03-28,10.27310344827586
2023-03-29,11.740689655172412
2023-03-30,11.740689655172412
2023-03-31,11.740689655172412
2023-04-01,46.96275862068965
2023-04-02,17.61103448275862
2023-04-03,11.740689655172412
2023-04-04,11.740689655172412
2023-04-05,11.740689655172412
2023-04-06,10.27310344827586
2023-04-07,13.208275862068964
2023-04-08,20.54620689655172
2023-04-09,98.32827586206895
2023-04-10,19.07862068965517
2023-04-11,13.208275862068964
2023-04-12,10.27310344827586
2023-04-13,10.27310344827586
2023-04-14,11.740689655172412
2023-04-15,19.07862068965517
2023-04-16,63.10620689655171
2023-04-17,14.675862068965515
2023-04-18,11.740689655172412
2023-04-19,11.740689655172412
2023-04-20,11.740689655172412
2023-04-21,89.52275862068964
2023-04-22,26.41655172413793
2023-04-23,16.143448275862067
2023-04-24,14.675862068965515
2023-04-25,16.143448275862067
2023-04-26,146.75862068965515
2023-04-27,24.948965517241376
2023-04-28,16.143448275862067
2023-04-29,16.143448275862067
2023-04-30,17.61103448275862
2023-05-01,17.61103448275862
2023-05-02,70.44413793103448
2023-05-03,20.54620689655172
2023-05-04,13.208275862068964
2023-05-05,11.740689655172412
2023-05-06,17.61103448275862
2023-05-07,64.57379310344827
2023-05-08,14.675862068965515
2023-05-09,10.27310344827586
2023-05-10,10.27310344827586
2023-05-11,10.27310344827586
2023-05-12,13.208275862068964
2023-05-13,16.143448275862067
2023-05-14,66.04137931034482
2023-05-15,16.143448275862067
2023-05-16,10.27310344827586
2023-05-17,11.740689655172412
2023-05-18,10.27310344827586
2023-05-19,11.740689655172412
2023-05-20,57.23586206896551
2023-05-21,17.61103448275862
2023-05-22,10.27310344827586
2023-05-23,10.27310344827586
2023-05-24,8.80551724137931
2023-05-25,8.80551724137931
2023-05-26,11.740689655172412
2023-05-27,11.740689655172412
2023-05-28,26.41655172413793
2023-05-29,13.208275862068964
2023-05-30,10.27310344827586
2023-05-31,10.27310344827586
2023-06-01,10.27310344827586
2023-06-02,10.27310344827586
2023-06-03,10.27310344827586
2023-06-04,10.27310344827586
2023-06-05,10.27310344827586
2023-06-06,10.27310344827586
2023-06-07,10.27310344827586
2023-06-08,10.27310344827586
2023-06-09,10.27310344827586
2023-06-10,13.208275862068964
2023-06-11,10.27310344827586
2023-06-12,11.740689655172412
2023-06-13,13.208275862068964
2023-06-14,11.740689655172412
2023-06-15,13.208275862068964
2023-06-16,13.208275862068964
2023-06-17,11.740689655172412
2023-06-18,11.740689655172412
2023-06-19,11.740689655172412
2023-06-20,11.740689655172412
2023-06-21,13.208275862068964
2023-06-22,13.208275862068964
2023-06-23,13.208275862068964
2023-06-24,13.208275862068964
2023-06-25,13.208275862068964
2023-06-26,13.208275862068964
2023-06-27,14.675862068965515
2023-06-28,16.143448275862067
2023-06-29,14.675862068965515
2023-06-30,13.208275862068964
2023-07-01,13.208275862068964
2023-07-02,13.208275862068964
2023-07-03,13.208275862068964
2023-07-04,14.675862068965515
2023-07-05,14.675862068965515
2023-07-06,13.208275862068964
2023-07-07,13.208275862068964
2023-07-08,14.675862068965515
2023-07-09,13.208275862068964
2023-07-10,14.675862068965515
2023-07-11,13.208275862068964
2023-07-12,13.208275862068964
2023-07-13,29.35172413793103
2023-07-14,16.143448275862067
2023-07-15,17.61103448275862
2023-07-16,14.675862068965515
2023-07-17,16.143448275862067
2023-07-18,19.07862068965517
2023-07-19,27.884137931034477
2023-07-20,58.70344827586206
2023-07-21,20.54620689655172
2023-07-22,82.18482758620688
2023-07-23,33.75448275862068
2023-07-24,16.143448275862067
2023-07-25,16.143448275862067
2023-07-26,24.948965517241376
2023-07-27,88.05517241379309
2023-07-28,14.675862068965515
2023-07-29,16.143448275862067
2023-07-30,14.675862068965515
2023-07-31,13.208275862068964
2023-08-01,13.208275862068964
2023-08-02,27.884137931034477
2023-08-03,14.675862068965515
2023-08-04,11.740689655172412
2023-08-05,16.143448275862067
2023-08-06,89.52275862068964
2023-08-07,20.54620689655172
2023-08-08,13.208275862068964
2023-08-09,13.208275862068964
2023-08-10,13.208275862068964
2023-08-11,16.143448275862067
2023-08-12,51.3655172413793
2023-08-13,16.143448275862067
2023-08-14,13.208275862068964
2023-08-15,11.740689655172412
2023-08-16,11.740689655172412
2023-08-17,11.740689655172412
2023-08-18,13.208275862068964
2023-08-19,16.143448275862067
2023-08-20,16.143448275862067
2023-08-21,54.300689655172405
2023-08-22,22.013793103448272
2023-08-23,11.740689655172412
2023-08-24,11.740689655172412
2023-08-25,13.208275862068964
2023-08-26,51.3655172413793
2023-08-27,14.675862068965515
2023-08-28,10.27310344827586
2023-08-29,11.740689655172412
2023-08-30,11.740689655172412
2023-08-31,14.675862068965515
2023-09-01,14.675862068965515
2023-09-02,17.61103448275862
2023-09-03,96.8606896551724
2023-09-04,20.54620689655172
2023-09-05,11.740689655172412
2023-09-06,11.740689655172412
2023-09-07,10.27310344827586
2023-09-08,8.80551724137931
2023-09-09,11.740689655172412
2023-09-10,8.80551724137931
2023-09-11,8.80551724137931
2023-09-12,8.80551724137931
2023-09-13,8.80551724137931
2023-09-14,8.80551724137931
2023-09-15,8.80551724137931
2023-09-16,14.675862068965515
2023-09-17,45.4951724137931
2023-09-18,13.208275862068964
2023-09-19,13.208275862068964
2023-09-20,45.4951724137931
2023-09-21,17.61103448275862
2023-09-22,13.208275862068964
2023-09-23,17.61103448275862
2023-09-24,63.10620689655171
2023-09-25,13.208275862068964
2023-09-26,11.740689655172412
2023-09-27,24.948965517241376
2023-09-28,11.740689655172412
2023-09-29,11.740689655172412
2023-09-30,30.81931034482758
2023-10-01,14.675862068965515
2023-10-02,11.740689655172412
2023-10-03,32.28689655172413
2023-10-04,14.675862068965515
2023-10-05,8.80551724137931
2023-10-06,13.208275862068964
2023-10-07,16.143448275862067
2023-10-08,92.45793103448274
2023-10-09,19.07862068965517
2023-10-10,11.740689655172412
2023-10-11,10.27310344827586
2023-10-12,10.27310344827586
2023-10-13,8.80551724137931
2023-10-14,10.27310344827586
2023-10-15,10.27310344827586
2023-10-16,8.80551724137931
2023-10-17,8.80551724137931
2023-10-18,8.80551724137931
2023-10-19,10.27310344827586
2023-10-20,11.740689655172412
2023-10-21,76.31448275862068
2023-10-22,17.61103448275862
2023-10-23,11.740689655172412
2023-10-24,33.75448275862068
2023-10-25,14.675862068965515
2023-10-26,10.27310344827586
2023-10-27,11.740689655172412
2023-10-28,38.15724137931034
2023-10-29,13.208275862068964
2023-10-30,10.27310344827586
2023-10-31,11.740689655172412
2023-11-01,38.15724137931034
2023-11-02,14.675862068965515
2023-11-03,11.740689655172412
2023-11-04,54.300689655172405
2023-11-05,19.07862068965517
2023-11-06,11.740689655172412
2023-11-07,11.740689655172412
2023-11-08,29.35172413793103
2023-11-09,14.675862068965515
2023-11-10,10.27310344827586
2023-11-11,32.28689655172413
2023-11-12,13.208275862068964
2023-11-13,10.27310344827586
2023-11-14,8.80551724137931
2023-11-15,8.80551724137931
2023-11-16,8.80551724137931
2023-11-17,7.337931034482757
2023-11-18,8.80551724137931
2023-11-19,8.80551724137931
2023-11-20,8.80551724137931
2023-11-21,7.337931034482757
2023-11-22,8.80551724137931
2023-11-23,10.27310344827586
2023-11-24,11.740689655172412
2023-11-25,49.89793103448275
2023-11-26,17.61103448275862
2023-11-27,11.740689655172412
2023-11-28,11.740689655172412
2023-11-29,32.28689655172413
2023-11-30,17.61103448275862
2023-12-01,11.740689655172412
2023-12-02,36.68965517241379
2023-12-03,14.675862068965515
2023-12-04,11.740689655172412
2023-12-05,48.4303448275862
2023-12-06,24.948965517241376
2023-12-07,11.740689655172412
2023-12-08,11.740689655172412
2023-12-09,55.768275862068954
2023-12-10,19.07862068965517
2023-12-11,11.740689655172412
2023-12-12,30.81931034482758
2023-12-13,13.208275862068964
2023-12-14,10.27310344827586
2023-12-15,10.27310344827586
2023-12-16,16.143448275862067
2023-12-17,36.68965517241379
2023-12-18,14.675862068965515
2023-12-19,11.740689655172412
2023-12-20,11.740689655172412
2023-12-21,11.740689655172412
2023-12-22,13.37761273209549
2023-12-23,78.40297082228116
2023-12-24,19.135066312997346
2023-12-25,12.079363395225462
2023-12-26,15.97411140583554
2023-12-27,14.675862068965515
2023-12-28,55.54249336870025
2023-12-29,21.731564986737396
2023-12-30,14.675862068965515
2023-12-31,44.027586206896544
2024-01-01,13.37761273209549
2024-01-02,10.781114058355435
2024-01-03,11.514907161803713
2024-01-04,11.514907161803713
2024-01-05,12.079363395225462
2024-01-06,15.97411140583554
2024-01-07,75.24201591511935
2024-01-08,14.675862068965515
2024-01-09,10.216657824933684
2024-01-10,10.216657824933684
2024-01-11,10.781114058355435
2024-01-12,10.216657824933684
2024-01-13,13.37761273209549
2024-01-14,13.37761273209549
2024-01-15,8.918408488063658
2024-01-16,8.918408488063658
2024-01-17,10.216657824933684
2024-01-18,10.216657824933684
2024-01-19,10.216657824933684
2024-01-20,38.27013262599469
2024-01-21,13.546949602122012
2024-01-22,9.031299734748009
2024-01-23,10.16021220159151
2024-01-24,11.289124668435012
2024-01-25,9.031299734748009
2024-01-26,10.16021220159151
2024-01-27,12.418037135278512
2024-01-28,13.546949602122012
2024-01-29,10.16021220159151
2024-01-30,36.125198938992035
2024-01-31,14.675862068965515
2024-02-01,11.289124668435012
2024-02-02,11.289124668435012
2024-02-03,14.675862068965515
2024-02-04,88.05517241379309
2024-02-05,16.933687002652515
2024-02-06,10.16021220159151
2024-02-07,10.16021220159151
2024-02-08,9.031299734748009
2024-02-09,10.16021220159151
2024-02-10,14.675862068965515
2024-02-11,54.18779840848805
2024-02-12,12.418037135278512
2024-02-13,11.289124668435012
2024-02-14,12.418037135278512
2024-02-15,11.289124668435012
2024-02-16,12.418037135278512
2024-02-17,45.156498673740046
2024-02-18,15.804774535809015
2024-02-19,11.289124668435012
2024-02-20,14.675862068965515
2024-02-21,57.574535809018556
2024-02-22,21.44933687002652
2024-02-23,14.675862068965515
2024-02-24,58.70344827586206
2024-02-25,23.70716180371352
2024-02-26,15.804774535809015
2024-02-27,12.418037135278512
2024-02-28,11.289124668435012
2024-02-29,11.289124668435012
2024-03-01,10.16021220159151
2024-03-02,14.675862068965515
2024-03-03,15.804774535809015
2024-03-04,59.83236074270556
2024-03-05,21.44933687002652
2024-03-06,13.546949602122012
2024-03-07,12.418037135278512
2024-03-08,12.418037135278512
2024-03-09,58.70344827586206
2024-03-10,27.093899204244025
2024-03-11,16.933687002652515
2024-03-12,100.4732095490716
2024-03-13,27.093899204244025
2024-03-14,13.546949602122012
2024-03-15,23.70716180371352
2024-03-16,20.32042440318302
2024-03-17,15.804774535809015
2024-03-18,12.418037135278512
2024-03-19,10.16021220159151
2024-03-20,10.16021220159151
2024-03-21,10.16021220159151
2024-03-22,9.031299734748009
2024-03-23,10.16021220159151
2024-03-24,12.418037135278512
2024-03-25,10.16021220159151
2024-03-26,10.16021220159151
2024-03-27,10.16021220159151
2024-03-28,11.289124668435012
2024-03-29,13.546949602122012
2024-03-30,19.19151193633952
2024-03-31,103.8599469496021
2024-04-01,19.19151193633952
2024-04-02,13.546949602122012
2024-04-03,42.89867374005304
2024-04-04,16.933687002652515
2024-04-05,13.546949602122012
2024-04-06,58.70344827586206
2024-04-07,24.836074270557024
2024-04-08,15.804774535809015
2024-04-09,112.89124668435011
2024-04-10,23.70716180371352
2024-04-11,14.675862068965515
2024-04-12,13.546949602122012
2024-04-13,19.19151193633952
2024-04-14,83.53952254641908
2024-04-15,18.062599469496018
2024-04-16,19.19151193633952
2024-04-17,112.89124668435011
2024-04-18,21.44933687002652
2024-04-19,12.418037135278512
2024-04-20,56.445623342175054
2024-04-21,20.32042440318302
2024-04-22,14.675862068965515
2024-04-23,88.05517241379309
2024-04-24,24.836074270557024
2024-04-25,15.804774535809015
2024-04-26,13.546949602122012
2024-04-27,19.19151193633952
2024-04-28,75.63713527851458
2024-04-29,16.933687002652515
2024-04-30,12.418037135278512
2024-05-01,11.289124668435012
2024-05-02,11.289124668435012
2024-05-03,12.418037135278512
2024-05-04,42.89867374005304
2024-05-05,16.933687002652515
2024-05-06,11.289124668435012
2024-05-07,10.16021220159151
2024-05-08,10.16021220159151
2024-05-09,10.16021220159151
2024-05-10,12.418037135278512
2024-05-11,21.44933687002652
2024-05-12,91.4419098143236
2024-05-13,19.19151193633952
2024-05-14,21.44933687002652
2024-05-15,15.804774535809015
2024-05-16,13.546949602122012
2024-05-17,13.546949602122012
2024-05-18,20.32042440318302
2024-05-19,97.08647214854109
2024-05-20,16.933687002652515
2024-05-21,10.16021220159151
2024-05-22,10.16021220159151
2024-05-23,9.031299734748009
2024-05-24,10.16021220159151
2024-05-25,11.289124668435012
2024-05-26,11.289124668435012
2024-05-27,10.16021220159151
2024-05-28,9.031299734748009
2024-05-29,9.031299734748009
2024-05-30,9.031299734748009
2024-05-31,9.031299734748009
2024-06-01,9.031299734748009
2024-06-02,10.16021220159151
2024-06-03,9.031299734748009
2024-06-04,9.031299734748009
2024-06-05,9.031299734748009
2024-06-06,9.031299734748009
2024-06-07,7.9023872679045075
2024-06-08,7.9023872679045075
2024-06-09,7.9023872679045075
2024-06-10,9.031299734748009
2024-06-11,9.031299734748009
2024-06-12,6.773474801061006
2024-06-13,9.031299734748009
2024-06-14,7.9023872679045075
2024-06-15,7.9023872679045075
2024-06-16,9.031299734748009
2024-06-17,7.9023872679045075
2024-06-18,10.16021220159151
2024-06-19,9.031299734748009
2024-06-20,9.031299734748009
2024-06-21,9.031299734748009
2024-06-22,7.9023872679045075
2024-06-23,9.031299734748009
2024-06-24,9.031299734748009
2024-06-25,9.031299734748009
2024-06-26,7.9023872679045075
2024-06-27,7.9023872679045075
2024-06-28,9.031299734748009
2024-06-29,7.9023872679045075
2024-06-30,7.9023872679045075
2024-07-01,9.031299734748009
2024-07-02,9.031299734748009
2024-07-03,9.031299734748009
2024-07-04,10.16021220159151
2024-07-05,10.16021220159151
2024-07-06,10.16021220159151
2024-07-07,10.16021220159151
2024-07-08,10.16021220159151
2024-07-09,9.031299734748009
2024-07-10,10.16021220159151
2024-07-11,9.031299734748009
2024-07-12,10.16021220159151
2024-07-13,9.031299734748009
2024-07-14,10.16021220159151
2024-07-15,10.16021220159151
2024-07-16,10.16021220159151
2024-07-17,10.16021220159151
2024-07-18,11.289124668435012
2024-07-19,11.289124668435012
2024-07-20,11.289124668435012
2024-07-21,12.418037135278512
2024-07-22,11.289124668435012
2024-07-23,12.418037135278512
2024-07-24,16.933687002652515
2024-07-25,34.99628647214853
2024-07-26,13.546949602122012
2024-07-27,29.35172413793103
2024-07-28,57.574535809018556
2024-07-29,14.675862068965515
2024-07-30,14.675862068965515
2024-07-31,30.48063660477453
2024-08-01,38.38302387267904
2024-08-02,12.418037135278512
2024-08-03,12.418037135278512
2024-08-04,11.289124668435012
2024-08-05,10.16021220159151
2024-08-06,11.289124668435012
2024-08-07,36.125198938992035
2024-08-08,13.546949602122012
2024-08-09,11.289124668435012
2024-08-10,13.546949602122012
2024-08-11,28.222811671087527
2024-08-12,13.546949602122012
2024-08-13,12.418037135278512
2024-08-14,12.418037135278512
2024-08-15,12.418037135278512
2024-08-16,15.804774535809015
2024-08-17,54.18779840848805
2024-08-18,19.06076218735482
2024-08-19,12.519022713762629
2024-08-20,12.519022713762629
2024-08-21,12.519022713762629
2024-08-22,12.519022713762629
2024-08-23,13.083478947184378
2024-08-24,63.72402603565665
2024-08-25,21.76717569072916
2024-08-26,13.083478947184378
2024-08-27,13.083478947184378
2024-08-28,15.225436217136973
2024-08-29,15.789892450558725
2024-08-30,19.62521842077657
2024-08-31,59.8887000654388
2024-09-01,15.225436217136973
2024-09-02,9.812609210388285
2024-09-03,9.248152976966534
2024-09-04,9.812609210388285
2024-09-05,8.683696743544784
2024-09-06,9.248152976966534
2024-09-07,10.377065443810036
2024-09-08,9.248152976966534
2024-09-09,9.248152976966534
2024-09-10,9.248152976966534
2024-09-11,9.248152976966534
2024-09-12,9.812609210388285
2024-09-13,9.812609210388285
2024-09-14,16.354348683980476
2024-09-15,66.99489577245274
2024-09-16,13.083478947184378
2024-09-17,12.620008292246746
2024-09-18,12.620008292246746
2024-09-19,44.17002902286361
2024-09-20,15.775010365308432
2024-09-21,18.93001243837012
