Time,quizlet_live
2022-07-10,1.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,5.0
2022-08-05,6.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,8.0
2022-08-09,11.0
2022-08-10,12.0
2022-08-11,16.0
2022-08-12,20.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,22.0
2022-08-16,27.0
2022-08-17,30.0
2022-08-18,42.0
2022-08-19,39.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,40.0
2022-08-23,50.0
2022-08-24,56.0
2022-08-25,62.0
2022-08-26,61.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,56.15909090909091
2022-08-30,58.11363636363636
2022-08-31,72.77272727272728
2022-09-01,75.20454545454545
2022-09-02,63.0
2022-09-03,1.4545454545454546
2022-09-04,1.9545454545454546
2022-09-05,0.9772727272727273
2022-09-06,69.8409090909091
2022-09-07,82.04545454545453
2022-09-08,84.0
2022-09-09,87.4090909090909
2022-09-10,1.9545454545454546
2022-09-11,2.9318181818181817
2022-09-12,78.63636363636363
2022-09-13,80.0909090909091
2022-09-14,86.93181818181819
2022-09-15,95.22727272727272
2022-09-16,81.06818181818181
2022-09-17,1.9545454545454546
2022-09-18,1.9545454545454546
2022-09-19,86.93181818181819
2022-09-20,82.52272727272727
2022-09-21,90.3409090909091
2022-09-22,90.3409090909091
2022-09-23,78.13636363636363
2022-09-24,1.9545454545454546
2022-09-25,2.9318181818181817
2022-09-26,68.36363636363636
2022-09-27,72.77272727272728
2022-09-28,78.27272727272727
2022-09-29,92.59090909090908
2022-09-30,78.27272727272727
2022-10-01,1.909090909090909
2022-10-02,1.909090909090909
2022-10-03,84.95454545454545
2022-10-04,79.22727272727272
2022-10-05,71.59090909090908
2022-10-06,88.77272727272727
2022-10-07,68.72727272727272
2022-10-08,1.909090909090909
2022-10-09,1.909090909090909
2022-10-10,51.54545454545454
2022-10-11,75.4090909090909
2022-10-12,63.95454545454545
2022-10-13,84.95454545454545
2022-10-14,73.5
2022-10-15,1.909090909090909
2022-10-16,2.8636363636363633
2022-10-17,69.68181818181817
2022-10-18,74.45454545454545
2022-10-19,75.4090909090909
2022-10-20,74.45454545454545
2022-10-21,62.99999999999999
2022-10-22,1.909090909090909
2022-10-23,1.909090909090909
2022-10-24,65.86363636363636
2022-10-25,76.36363636363636
2022-10-26,73.5
2022-10-27,75.4090909090909
2022-10-28,62.04545454545454
2022-10-29,1.909090909090909
2022-10-30,1.909090909090909
2022-10-31,59.18181818181818
2022-11-01,63.95454545454545
2022-11-02,64.9090909090909
2022-11-03,73.5
2022-11-04,65.86363636363636
2022-11-05,1.909090909090909
2022-11-06,1.909090909090909
2022-11-07,65.86363636363636
2022-11-08,47.72727272727273
2022-11-09,63.95454545454545
2022-11-10,65.86363636363636
2022-11-11,36.27272727272727
2022-11-12,1.909090909090909
2022-11-13,2.8636363636363633
2022-11-14,72.54545454545455
2022-11-15,71.59090909090908
2022-11-16,69.68181818181817
2022-11-17,81.13636363636363
2022-11-18,58.22727272727272
2022-11-19,0.9545454545454545
2022-11-20,1.909090909090909
2022-11-21,43.90909090909091
2022-11-22,29.59090909090909
2022-11-23,7.636363636363636
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.9545454545454545
2022-11-27,1.909090909090909
2022-11-28,62.04545454545454
2022-11-29,66.81818181818181
2022-11-30,70.63636363636363
2022-12-01,76.36363636363636
2022-12-02,64.9090909090909
2022-12-03,1.909090909090909
2022-12-04,1.909090909090909
2022-12-05,64.9090909090909
2022-12-06,60.13636363636363
2022-12-07,64.9090909090909
2022-12-08,70.63636363636363
2022-12-09,60.13636363636363
2022-12-10,1.909090909090909
2022-12-11,2.8636363636363633
2022-12-12,77.31818181818181
2022-12-13,66.81818181818181
2022-12-14,55.36363636363636
2022-12-15,49.63636363636363
2022-12-16,42.95454545454545
2022-12-17,0.9545454545454545
2022-12-18,1.909090909090909
2022-12-19,34.36363636363636
2022-12-20,26.727272727272727
2022-12-21,19.09090909090909
2022-12-22,7.636363636363636
2022-12-23,1.909090909090909
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.9545454545454545
2022-12-30,0.9545454545454545
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,5.727272727272727
2023-01-03,29.59090909090909
2023-01-04,42.0
2023-01-05,52.49999999999999
2023-01-06,58.22727272727272
2023-01-07,0.9545454545454545
2023-01-08,0.9545454545454545
2023-01-09,64.9090909090909
2023-01-10,73.5
2023-01-11,71.59090909090908
2023-01-12,80.18181818181817
2023-01-13,63.95454545454545
2023-01-14,0.9545454545454545
2023-01-15,0.9545454545454545
2023-01-16,4.7727272727272725
2023-01-17,65.86363636363636
2023-01-18,64.9090909090909
2023-01-19,75.4090909090909
2023-01-20,64.9090909090909
2023-01-21,0.9545454545454545
2023-01-22,1.909090909090909
2023-01-23,64.9090909090909
2023-01-24,66.81818181818181
2023-01-25,59.18181818181818
2023-01-26,68.72727272727272
2023-01-27,62.04545454545454
2023-01-28,1.909090909090909
2023-01-29,1.909090909090909
2023-01-30,63.95454545454545
2023-01-31,63.95454545454545
2023-02-01,68.72727272727272
2023-02-02,76.36363636363636
2023-02-03,66.81818181818181
2023-02-04,1.909090909090909
2023-02-05,1.909090909090909
2023-02-06,68.72727272727272
2023-02-07,75.4090909090909
2023-02-08,69.68181818181817
2023-02-09,68.72727272727272
2023-02-10,63.95454545454545
2023-02-11,1.909090909090909
2023-02-12,1.909090909090909
2023-02-13,57.272727272727266
2023-02-14,65.86363636363636
2023-02-15,66.81818181818181
2023-02-16,60.13636363636363
2023-02-17,40.090909090909086
2023-02-18,1.909090909090909
2023-02-19,1.909090909090909
2023-02-20,11.454545454545453
2023-02-21,51.54545454545454
2023-02-22,49.63636363636363
2023-02-23,52.49999999999999
2023-02-24,50.590909090909086
2023-02-25,1.909090909090909
2023-02-26,1.909090909090909
2023-02-27,63.95454545454545
2023-02-28,59.18181818181818
2023-03-01,61.090909090909086
2023-03-02,62.04545454545454
2023-03-03,49.63636363636363
2023-03-04,1.909090909090909
2023-03-05,0.9545454545454545
2023-03-06,60.13636363636363
2023-03-07,60.13636363636363
2023-03-08,60.13636363636363
2023-03-09,62.99999999999999
2023-03-10,42.0
2023-03-11,0.9545454545454545
2023-03-12,1.909090909090909
2023-03-13,45.81818181818181
2023-03-14,48.68181818181818
2023-03-15,48.68181818181818
2023-03-16,49.63636363636363
2023-03-17,34.36363636363636
2023-03-18,0.9545454545454545
2023-03-19,1.909090909090909
2023-03-20,54.40909090909091
2023-03-21,53.45454545454545
2023-03-22,52.49999999999999
2023-03-23,61.090909090909086
2023-03-24,46.772727272727266
2023-03-25,0.9545454545454545
2023-03-26,1.909090909090909
2023-03-27,52.49999999999999
2023-03-28,51.54545454545454
2023-03-29,49.63636363636363
2023-03-30,53.45454545454545
2023-03-31,37.22727272727273
2023-04-01,1.909090909090909
2023-04-02,1.909090909090909
2023-04-03,44.86363636363636
2023-04-04,41.04545454545454
2023-04-05,42.0
2023-04-06,33.40909090909091
2023-04-07,9.545454545454545
2023-04-08,1.909090909090909
2023-04-09,1.909090909090909
2023-04-10,34.36363636363636
2023-04-11,50.590909090909086
2023-04-12,47.72727272727273
2023-04-13,52.49999999999999
2023-04-14,49.63636363636363
2023-04-15,1.909090909090909
2023-04-16,1.909090909090909
2023-04-17,62.04545454545454
2023-04-18,62.04545454545454
2023-04-19,59.18181818181818
2023-04-20,62.99999999999999
2023-04-21,51.54545454545454
2023-04-22,1.909090909090909
2023-04-23,1.909090909090909
2023-04-24,63.95454545454545
2023-04-25,62.04545454545454
2023-04-26,57.272727272727266
2023-04-27,61.0
2023-04-28,50.29545454545455
2023-04-29,1.8636363636363635
2023-04-30,2.795454545454545
2023-05-01,61.93181818181817
2023-05-02,57.272727272727266
2023-05-03,51.68181818181817
2023-05-04,53.54545454545455
2023-05-05,42.36363636363636
2023-05-06,1.8636363636363635
2023-05-07,1.8636363636363635
2023-05-08,55.40909090909091
2023-05-09,48.88636363636363
2023-05-10,47.5
2023-05-11,48.88636363636363
2023-05-12,42.36363636363636
2023-05-13,0.9318181818181818
2023-05-14,0.9318181818181818
2023-05-15,53.54545454545455
2023-05-16,43.772727272727266
2023-05-17,43.29545454545455
2023-05-18,44.22727272727273
2023-05-19,37.25
2023-05-20,0.9318181818181818
2023-05-21,0.9318181818181818
2023-05-22,40.04545454545455
2023-05-23,33.522727272727266
2023-05-24,28.86363636363636
2023-05-25,27.0
2023-05-26,17.272727272727273
2023-05-27,0.9090909090909091
2023-05-28,0.9090909090909091
2023-05-29,0.9090909090909091
2023-05-30,21.818181818181817
2023-05-31,19.09090909090909
2023-06-01,17.272727272727273
2023-06-02,14.545454545454545
2023-06-03,0.0
2023-06-04,0.9090909090909091
2023-06-05,14.545454545454545
2023-06-06,13.636363636363637
2023-06-07,11.818181818181818
2023-06-08,10.0
2023-06-09,7.2727272727272725
2023-06-10,0.9090909090909091
2023-06-11,0.9090909090909091
2023-06-12,8.181818181818182
2023-06-13,7.2727272727272725
2023-06-14,5.454545454545454
2023-06-15,3.6363636363636362
2023-06-16,1.8181818181818181
2023-06-17,0.0
2023-06-18,0.9090909090909091
2023-06-19,1.8181818181818181
2023-06-20,2.727272727272727
2023-06-21,2.727272727272727
2023-06-22,1.8181818181818181
2023-06-23,1.8181818181818181
2023-06-24,0.9090909090909091
2023-06-25,0.9090909090909091
2023-06-26,1.8181818181818181
2023-06-27,1.8181818181818181
2023-06-28,1.8181818181818181
2023-06-29,1.8181818181818181
2023-06-30,0.9090909090909091
2023-07-01,0.0
2023-07-02,0.9090909090909091
2023-07-03,0.9090909090909091
2023-07-04,0.9090909090909091
2023-07-05,1.8181818181818181
2023-07-06,1.8181818181818181
2023-07-07,0.9090909090909091
2023-07-08,0.9090909090909091
2023-07-09,0.9090909090909091
2023-07-10,0.9090909090909091
2023-07-11,1.8181818181818181
2023-07-12,1.8181818181818181
2023-07-13,1.8181818181818181
2023-07-14,0.9090909090909091
2023-07-15,0.9090909090909091
2023-07-16,0.9090909090909091
2023-07-17,1.8181818181818181
2023-07-18,0.9090909090909091
2023-07-19,1.8181818181818181
2023-07-20,0.9090909090909091
2023-07-21,0.9090909090909091
2023-07-22,0.9090909090909091
2023-07-23,0.9090909090909091
2023-07-24,0.9090909090909091
2023-07-25,1.8181818181818181
2023-07-26,1.8181818181818181
2023-07-27,1.8181818181818181
2023-07-28,2.727272727272727
2023-07-29,0.9090909090909091
2023-07-30,0.9090909090909091
2023-07-31,1.8181818181818181
2023-08-01,1.8181818181818181
2023-08-02,2.727272727272727
2023-08-03,4.545454545454545
2023-08-04,4.545454545454545
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,4.545454545454545
2023-08-08,6.363636363636363
2023-08-09,7.2727272727272725
2023-08-10,11.818181818181818
2023-08-11,12.727272727272727
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,16.363636363636363
2023-08-15,20.0
2023-08-16,23.636363636363637
2023-08-17,30.0
2023-08-18,30.909090909090907
2023-08-19,0.9090909090909091
2023-08-20,0.9090909090909091
2023-08-21,33.63636363636363
2023-08-22,40.0
2023-08-23,44.54545454545455
2023-08-24,53.63636363636363
2023-08-25,50.0
2023-08-26,0.9090909090909091
2023-08-27,0.9090909090909091
2023-08-28,52.72727272727273
2023-08-29,57.27272727272727
2023-08-30,59.090909090909086
2023-08-31,61.81818181818181
2023-09-01,53.63636363636363
2023-09-02,1.8181818181818181
2023-09-03,0.9090909090909091
2023-09-04,0.9090909090909091
2023-09-05,65.45454545454545
2023-09-06,70.9090909090909
2023-09-07,77.27272727272727
2023-09-08,76.36363636363636
2023-09-09,1.8181818181818181
2023-09-10,1.8181818181818181
2023-09-11,72.72727272727272
2023-09-12,77.27272727272727
2023-09-13,86.36363636363636
2023-09-14,90.9090909090909
2023-09-15,70.9090909090909
2023-09-16,1.8181818181818181
2023-09-17,1.8181818181818181
2023-09-18,76.36363636363636
2023-09-19,83.63636363636364
2023-09-20,80.0
2023-09-21,87.27272727272727
2023-09-22,70.9090909090909
2023-09-23,0.9090909090909091
2023-09-24,1.8181818181818181
2023-09-25,60.0
2023-09-26,75.45454545454545
2023-09-27,69.0909090909091
2023-09-28,70.9090909090909
2023-09-29,59.090909090909086
2023-09-30,1.8181818181818181
2023-10-01,1.8181818181818181
2023-10-02,61.81818181818181
2023-10-03,65.45454545454545
2023-10-04,66.36363636363636
2023-10-05,73.63636363636364
2023-10-06,47.27272727272727
2023-10-07,1.8181818181818181
2023-10-08,1.8181818181818181
2023-10-09,39.090909090909086
2023-10-10,63.63636363636363
2023-10-11,55.45454545454545
2023-10-12,61.81818181818181
2023-10-13,47.27272727272727
2023-10-14,1.8181818181818181
2023-10-15,1.8181818181818181
2023-10-16,61.81818181818181
2023-10-17,63.63636363636363
2023-10-18,61.81818181818181
2023-10-19,63.63636363636363
2023-10-20,53.63636363636363
2023-10-21,0.9090909090909091
2023-10-22,1.8181818181818181
2023-10-23,69.0909090909091
2023-10-24,65.45454545454545
2023-10-25,58.18181818181818
2023-10-26,65.45454545454545
2023-10-27,50.0
2023-10-28,0.9090909090909091
2023-10-29,1.8181818181818181
2023-10-30,55.45454545454545
2023-10-31,50.90909090909091
2023-11-01,52.72727272727273
2023-11-02,60.0
2023-11-03,46.36363636363636
2023-11-04,1.8181818181818181
2023-11-05,1.8181818181818181
2023-11-06,56.36363636363636
2023-11-07,49.090909090909086
2023-11-08,57.27272727272727
2023-11-09,57.27272727272727
2023-11-10,31.818181818181817
2023-11-11,0.9090909090909091
2023-11-12,1.8181818181818181
2023-11-13,56.36363636363636
2023-11-14,60.90909090909091
2023-11-15,60.0
2023-11-16,58.18181818181818
2023-11-17,50.90909090909091
2023-11-18,1.8181818181818181
2023-11-19,1.8181818181818181
2023-11-20,38.18181818181818
2023-11-21,26.363636363636363
2023-11-22,5.454545454545454
2023-11-23,0.0
2023-11-24,0.9090909090909091
2023-11-25,0.9090909090909091
2023-11-26,0.9090909090909091
2023-11-27,54.54545454545455
2023-11-28,62.72727272727273
2023-11-29,59.090909090909086
2023-11-30,62.72727272727273
2023-12-01,51.81818181818181
2023-12-02,1.8181818181818181
2023-12-03,1.8181818181818181
2023-12-04,57.27272727272727
2023-12-05,55.45454545454545
2023-12-06,54.54545454545455
2023-12-07,56.36363636363636
2023-12-08,51.81818181818181
2023-12-09,1.8181818181818181
2023-12-10,1.8181818181818181
2023-12-11,54.54545454545455
2023-12-12,55.45454545454545
2023-12-13,57.27272727272727
2023-12-14,54.54545454545455
2023-12-15,41.81818181818182
2023-12-16,0.9090909090909091
2023-12-17,0.9090909090909091
2023-12-18,39.090909090909086
2023-12-19,33.63636363636363
2023-12-20,20.0
2023-12-21,12.727272727272727
2023-12-22,5.210643015521065
2023-12-23,0.8093126385809313
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,15.532150776053214
2024-01-03,29.09090909090909
2024-01-04,36.274944567627486
2024-01-05,33.03769401330376
2024-01-06,0.8093126385809313
2024-01-07,0.8093126385809313
2024-01-08,44.62305986696231
2024-01-09,41.031042128603104
2024-01-10,50.99778270509977
2024-01-11,58.18181818181818
2024-01-12,41.84035476718404
2024-01-13,0.8093126385809313
2024-01-14,0.8093126385809313
2024-01-15,2.78270509977827
2024-01-16,31.06430155210643
2024-01-17,42.649667405764966
2024-01-18,50.99778270509977
2024-01-19,37.4390243902439
2024-01-20,1.6186252771618626
2024-01-21,1.4190687361419068
2024-01-22,49.66740576496674
2024-01-23,45.410199556541016
2024-01-24,55.34368070953436
2024-01-25,57.472283813747225
2024-01-26,50.37694013303769
2024-01-27,1.4190687361419068
2024-01-28,1.4190687361419068
2024-01-29,55.34368070953436
2024-01-30,59.60088691796008
2024-01-31,57.472283813747225
2024-02-01,59.60088691796008
2024-02-02,48.95787139689578
2024-02-03,1.4190687361419068
2024-02-04,2.12860310421286
2024-02-05,57.472283813747225
2024-02-06,53.92461197339246
2024-02-07,54.63414634146341
2024-02-08,61.729490022172946
2024-02-09,48.95787139689578
2024-02-10,1.4190687361419068
2024-02-11,2.12860310421286
2024-02-12,47.53880266075387
2024-02-13,46.11973392461197
2024-02-14,49.66740576496674
2024-02-15,53.215077605321504
2024-02-16,36.18625277161862
2024-02-17,1.4190687361419068
2024-02-18,2.12860310421286
2024-02-19,11.352549889135254
2024-02-20,45.410199556541016
2024-02-21,47.53880266075387
2024-02-22,47.53880266075387
2024-02-23,41.152993348115295
2024-02-24,2.12860310421286
2024-02-25,2.12860310421286
2024-02-26,50.37694013303769
2024-02-27,50.37694013303769
2024-02-28,51.796008869179595
2024-02-29,50.37694013303769
2024-03-01,41.152993348115295
2024-03-02,1.4190687361419068
2024-03-03,1.4190687361419068
2024-03-04,49.66740576496674
2024-03-05,44.70066518847006
2024-03-06,46.829268292682926
2024-03-07,46.829268292682926
2024-03-08,39.02439024390244
2024-03-09,1.4190687361419068
2024-03-10,1.4190687361419068
2024-03-11,40.44345898004434
2024-03-12,39.73392461197339
2024-03-13,39.73392461197339
2024-03-14,37.60532150776053
2024-03-15,33.34811529933481
2024-03-16,1.4190687361419068
2024-03-17,1.4190687361419068
2024-03-18,45.410199556541016
2024-03-19,43.99113082039911
2024-03-20,44.70066518847006
2024-03-21,42.572062084257205
2024-03-22,33.34811529933481
2024-03-23,0.7095343680709534
2024-03-24,2.12860310421286
2024-03-25,35.47671840354767
2024-03-26,33.34811529933481
2024-03-27,31.9290465631929
2024-03-28,24.83370288248337
2024-03-29,8.51441241685144
2024-03-30,0.7095343680709534
2024-03-31,1.4190687361419068
2024-04-01,21.286031042128602
2024-04-02,31.21951219512195
2024-04-03,32.63858093126385
2024-04-04,34.76718403547672
2024-04-05,31.9290465631929
2024-04-06,2.12860310421286
2024-04-07,1.4190687361419068
2024-04-08,33.34811529933481
2024-04-09,45.410199556541016
2024-04-10,40.44345898004434
2024-04-11,46.829268292682926
2024-04-12,42.572062084257205
2024-04-13,0.7095343680709534
2024-04-14,1.4190687361419068
2024-04-15,53.215077605321504
2024-04-16,50.37694013303769
2024-04-17,53.215077605321504
2024-04-18,48.95787139689578
2024-04-19,42.572062084257205
2024-04-20,0.7095343680709534
2024-04-21,2.12860310421286
2024-04-22,52.50554323725055
2024-04-23,46.11973392461197
2024-04-24,47.53880266075387
2024-04-25,47.53880266075387
2024-04-26,37.60532150776053
2024-04-27,2.12860310421286
2024-04-28,1.4190687361419068
2024-04-29,51.08647450110864
2024-04-30,46.11973392461197
2024-05-01,43.28159645232816
2024-05-02,45.410199556541016
2024-05-03,39.02439024390244
2024-05-04,2.12860310421286
2024-05-05,1.4190687361419068
2024-05-06,45.410199556541016
2024-05-07,43.99113082039911
2024-05-08,41.86252771618625
2024-05-09,36.895787139689574
2024-05-10,33.34811529933481
2024-05-11,1.4190687361419068
2024-05-12,0.7095343680709534
2024-05-13,43.28159645232816
2024-05-14,34.76718403547672
2024-05-15,35.47671840354767
2024-05-16,35.47671840354767
2024-05-17,26.252771618625275
2024-05-18,0.7095343680709534
2024-05-19,1.4190687361419068
2024-05-20,33.34811529933481
2024-05-21,26.252771618625275
2024-05-22,21.995565410199553
2024-05-23,21.995565410199553
2024-05-24,14.190687361419068
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.7095343680709534
2024-05-28,18.447893569844787
2024-05-29,17.02882483370288
2024-05-30,15.609756097560975
2024-05-31,13.481152993348115
2024-06-01,0.7095343680709534
2024-06-02,0.7095343680709534
2024-06-03,14.90022172949002
2024-06-04,12.062084257206207
2024-06-05,11.352549889135254
2024-06-06,9.223946784922394
2024-06-07,7.095343680709534
2024-06-08,0.0
2024-06-09,1.4190687361419068
2024-06-10,8.51441241685144
2024-06-11,7.095343680709534
2024-06-12,5.676274944567627
2024-06-13,4.966740576496674
2024-06-14,2.8381374722838135
2024-06-15,0.0
2024-06-16,0.7095343680709534
2024-06-17,2.8381374722838135
2024-06-18,2.12860310421286
2024-06-19,0.7095343680709534
2024-06-20,2.12860310421286
2024-06-21,1.4190687361419068
2024-06-22,0.0
2024-06-23,1.4190687361419068
2024-06-24,1.4190687361419068
2024-06-25,1.4190687361419068
2024-06-26,1.4190687361419068
2024-06-27,2.12860310421286
2024-06-28,1.4190687361419068
2024-06-29,0.7095343680709534
2024-06-30,0.7095343680709534
2024-07-01,1.4190687361419068
2024-07-02,1.4190687361419068
2024-07-03,0.7095343680709534
2024-07-04,0.7095343680709534
2024-07-05,0.7095343680709534
2024-07-06,0.0
2024-07-07,0.7095343680709534
2024-07-08,1.4190687361419068
2024-07-09,1.4190687361419068
2024-07-10,1.4190687361419068
2024-07-11,1.4190687361419068
2024-07-12,0.7095343680709534
2024-07-13,0.7095343680709534
2024-07-14,0.7095343680709534
2024-07-15,1.4190687361419068
2024-07-16,0.7095343680709534
2024-07-17,1.4190687361419068
2024-07-18,1.4190687361419068
2024-07-19,1.4190687361419068
2024-07-20,0.0
2024-07-21,0.7095343680709534
2024-07-22,1.4190687361419068
2024-07-23,1.4190687361419068
2024-07-24,1.4190687361419068
2024-07-25,1.4190687361419068
2024-07-26,1.4190687361419068
2024-07-27,0.0
2024-07-28,0.7095343680709534
2024-07-29,1.4190687361419068
2024-07-30,1.4190687361419068
2024-07-31,1.4190687361419068
2024-08-01,2.12860310421286
2024-08-02,2.12860310421286
2024-08-03,1.4190687361419068
2024-08-04,0.0
2024-08-05,2.8381374722838135
2024-08-06,3.547671840354767
2024-08-07,5.676274944567627
2024-08-08,7.095343680709534
2024-08-09,9.223946784922394
2024-08-10,0.0
2024-08-11,0.7095343680709534
2024-08-12,10.643015521064301
2024-08-13,12.77161862527716
2024-08-14,17.738359201773836
2024-08-15,22.705099778270508
2024-08-16,23.414634146341463
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,24.83370288248337
2024-08-20,34.76718403547672
2024-08-21,35.47671840354767
2024-08-22,42.572062084257205
2024-08-23,41.152993348115295
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,42.572062084257205
2024-08-27,46.11973392461197
2024-08-28,48.95787139689578
2024-08-29,56.053215077605316
2024-08-30,44.70066518847006
2024-08-31,0.7095343680709534
2024-09-01,0.7095343680709534
2024-09-02,2.12860310421286
2024-09-03,51.796008869179595
2024-09-04,58.18181818181818
2024-09-05,70.95343680709534
2024-09-06,61.729490022172946
2024-09-07,0.7095343680709534
2024-09-08,1.4190687361419068
2024-09-09,66.69623059866962
2024-09-10,69.53436807095343
2024-09-11,61.01995565410199
2024-09-12,70.95343680709534
2024-09-13,62.4390243902439
2024-09-14,2.12860310421286
2024-09-15,1.4190687361419068
2024-09-16,60.31042128603104
2024-09-17,67.40576496674058
2024-09-18,65.2771618625277
2024-09-19,66.69623059866962
2024-09-20,57.472283813747225
2024-09-21,1.4190687361419068
2024-09-22,1.4190687361419068
2024-09-23,59.60088691796008
2024-09-24,59.60088691796008
2024-09-25,58.89135254988913
