Time,49ers
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,2.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,3.0
2022-08-13,10.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,4.0
2022-08-21,5.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,3.0
2022-08-26,6.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,2.0
2022-08-30,2.5
2022-08-31,2.0
2022-09-01,2.0
2022-09-02,2.0
2022-09-03,2.0
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,2.0
2022-09-09,2.0
2022-09-10,2.5
2022-09-11,19.5
2022-09-12,5.5
2022-09-13,2.5
2022-09-14,2.0
2022-09-15,2.0
2022-09-16,2.0
2022-09-17,2.0
2022-09-18,18.5
2022-09-19,6.5
2022-09-20,2.5
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,2.0
2022-09-24,2.0
2022-09-25,8.0
2022-09-26,18.5
2022-09-27,2.0
2022-09-28,2.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-01,2.0
2022-10-02,4.0
2022-10-03,8.0
2022-10-04,23.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,2.0
2022-10-08,2.0
2022-10-09,14.0
2022-10-10,5.0
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,2.0
2022-10-14,2.0
2022-10-15,2.0
2022-10-16,13.0
2022-10-17,3.0
2022-10-18,2.0
2022-10-19,2.0
2022-10-20,2.0
2022-10-21,7.0
2022-10-22,3.0
2022-10-23,20.0
2022-10-24,7.0
2022-10-25,2.0
2022-10-26,1.0
2022-10-27,2.0
2022-10-28,2.0
2022-10-29,2.0
2022-10-30,15.0
2022-10-31,6.0
2022-11-01,2.0
2022-11-02,2.0
2022-11-03,2.0
2022-11-04,2.0
2022-11-05,2.0
2022-11-06,4.0
2022-11-07,3.0
2022-11-08,2.0
2022-11-09,2.0
2022-11-10,2.0
2022-11-11,2.0
2022-11-12,2.0
2022-11-13,6.0
2022-11-14,17.0
2022-11-15,2.0
2022-11-16,2.0
2022-11-17,2.0
2022-11-18,2.0
2022-11-19,2.0
2022-11-20,4.0
2022-11-21,6.0
2022-11-22,20.0
2022-11-23,2.0
2022-11-24,2.0
2022-11-25,2.0
2022-11-26,2.0
2022-11-27,12.0
2022-11-28,8.0
2022-11-29,2.0
2022-11-30,2.0
2022-12-01,2.0
2022-12-02,2.0
2022-12-03,2.0
2022-12-04,14.0
2022-12-05,13.0
2022-12-06,4.0
2022-12-07,2.0
2022-12-08,2.0
2022-12-09,2.0
2022-12-10,2.0
2022-12-11,17.0
2022-12-12,15.0
2022-12-13,3.0
2022-12-14,3.0
2022-12-15,6.0
2022-12-16,28.0
2022-12-17,4.0
2022-12-18,4.0
2022-12-19,3.0
2022-12-20,2.0
2022-12-21,2.0
2022-12-22,2.0
2022-12-23,2.0
2022-12-24,15.0
2022-12-25,13.0
2022-12-26,3.0
2022-12-27,2.0
2022-12-28,2.0
2022-12-29,2.0
2022-12-30,2.0
2022-12-31,3.0
2023-01-01,20.0
2023-01-02,18.0
2023-01-03,3.0
2023-01-04,2.0
2023-01-05,2.0
2023-01-06,2.0
2023-01-07,3.0
2023-01-08,16.0
2023-01-09,12.0
2023-01-10,3.0
2023-01-11,3.0
2023-01-12,3.0
2023-01-13,4.0
2023-01-14,34.0
2023-01-15,30.0
2023-01-16,6.0
2023-01-17,10.0
2023-01-18,6.0
2023-01-19,6.0
2023-01-20,6.0
2023-01-21,9.0
2023-01-22,41.0
2023-01-23,80.0
2023-01-24,8.0
2023-01-25,6.0
2023-01-26,5.0
2023-01-27,6.0
2023-01-28,10.0
2023-01-29,100.0
2023-01-30,23.0
2023-01-31,4.0
2023-02-01,3.0
2023-02-02,2.0
2023-02-03,2.0
2023-02-04,2.0
2023-02-05,2.0
2023-02-06,1.0
2023-02-07,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,1.0
2023-02-11,1.0
2023-02-12,2.0
2023-02-13,2.0
2023-02-14,1.0
2023-02-15,1.0
2023-02-16,1.0
2023-02-17,1.0
2023-02-18,1.0
2023-02-19,1.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,1.0
2023-02-23,1.0
2023-02-24,1.0
2023-02-25,1.0
2023-02-26,1.0
2023-02-27,1.0
2023-02-28,1.0
2023-03-01,1.0
2023-03-02,1.0
2023-03-03,1.0
2023-03-04,1.0
2023-03-05,1.0
2023-03-06,1.0
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,1.0
2023-03-12,1.0
2023-03-13,2.0
2023-03-14,2.0
2023-03-15,2.0
2023-03-16,2.0
2023-03-17,1.0
2023-03-18,1.0
2023-03-19,1.0
2023-03-20,1.0
2023-03-21,1.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-24,1.0
2023-03-25,1.0
2023-03-26,1.0
2023-03-27,1.0
2023-03-28,1.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,1.0
2023-04-16,1.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,1.0
2023-04-23,1.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0
2023-04-27,1.5
2023-04-28,3.0
2023-04-29,5.5
2023-04-30,2.5
2023-05-01,1.5
2023-05-02,1.5
2023-05-03,1.0
2023-05-04,1.0
2023-05-05,1.5
2023-05-06,1.0
2023-05-07,1.0
2023-05-08,1.0
2023-05-09,1.0
2023-05-10,1.0
2023-05-11,2.5
2023-05-12,3.0
2023-05-13,1.5
2023-05-14,1.5
2023-05-15,1.0
2023-05-16,1.0
2023-05-17,1.0
2023-05-18,1.0
2023-05-19,1.0
2023-05-20,1.0
2023-05-21,1.0
2023-05-22,1.0
2023-05-23,1.0
2023-05-24,1.0
2023-05-25,1.0
2023-05-26,1.0
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.0
2023-05-30,1.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,1.0
2023-06-03,1.0
2023-06-04,1.0
2023-06-05,1.0
2023-06-06,1.0
2023-06-07,1.0
2023-06-08,1.0
2023-06-09,1.0
2023-06-10,1.0
2023-06-11,1.0
2023-06-12,1.0
2023-06-13,1.0
2023-06-14,1.0
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,1.0
2023-06-18,1.0
2023-06-19,1.0
2023-06-20,1.0
2023-06-21,1.0
2023-06-22,1.0
2023-06-23,1.0
2023-06-24,1.0
2023-06-25,1.0
2023-06-26,1.0
2023-06-27,1.0
2023-06-28,1.0
2023-06-29,1.0
2023-06-30,1.0
2023-07-01,1.0
2023-07-02,1.0
2023-07-03,1.0
2023-07-04,1.0
2023-07-05,1.0
2023-07-06,1.0
2023-07-07,1.0
2023-07-08,1.0
2023-07-09,1.0
2023-07-10,1.0
2023-07-11,1.0
2023-07-12,1.0
2023-07-13,1.0
2023-07-14,1.0
2023-07-15,1.0
2023-07-16,1.0
2023-07-17,2.0
2023-07-18,1.0
2023-07-19,1.0
2023-07-20,2.0
2023-07-21,2.0
2023-07-22,2.0
2023-07-23,2.0
2023-07-24,1.0
2023-07-25,2.0
2023-07-26,2.0
2023-07-27,2.0
2023-07-28,2.0
2023-07-29,3.0
2023-07-30,2.0
2023-07-31,2.0
2023-08-01,2.0
2023-08-02,2.0
2023-08-03,2.0
2023-08-04,3.0
2023-08-05,3.0
2023-08-06,3.0
2023-08-07,2.0
2023-08-08,2.0
2023-08-09,3.0
2023-08-10,3.0
2023-08-11,3.0
2023-08-12,4.0
2023-08-13,20.0
2023-08-14,8.0
2023-08-15,4.0
2023-08-16,3.0
2023-08-17,3.0
2023-08-18,3.0
2023-08-19,5.0
2023-08-20,13.0
2023-08-21,4.0
2023-08-22,3.0
2023-08-23,3.0
2023-08-24,4.0
2023-08-25,5.0
2023-08-26,14.0
2023-08-27,5.0
2023-08-28,4.0
2023-08-29,3.0
2023-08-30,4.0
2023-08-31,3.0
2023-09-01,3.0
2023-09-02,4.0
2023-09-03,4.0
2023-09-04,4.0
2023-09-05,3.0
2023-09-06,4.0
2023-09-07,4.0
2023-09-08,5.0
2023-09-09,5.0
2023-09-10,39.0
2023-09-11,12.0
2023-09-12,5.0
2023-09-13,4.0
2023-09-14,4.0
2023-09-15,4.0
2023-09-16,5.0
2023-09-17,39.0
2023-09-18,13.0
2023-09-19,6.0
2023-09-20,5.0
2023-09-21,17.0
2023-09-22,65.0
2023-09-23,7.0
2023-09-24,10.0
2023-09-25,7.0
2023-09-26,5.0
2023-09-27,4.0
2023-09-28,4.0
2023-09-29,4.0
2023-09-30,5.0
2023-10-01,38.0
2023-10-02,14.0
2023-10-03,7.0
2023-10-04,5.0
2023-10-05,5.0
2023-10-06,6.0
2023-10-07,8.0
2023-10-08,28.0
2023-10-09,83.0
2023-10-10,10.0
2023-10-11,6.0
2023-10-12,5.0
2023-10-13,6.0
2023-10-14,6.0
2023-10-15,76.0
2023-10-16,15.0
2023-10-17,7.0
2023-10-18,4.0
2023-10-19,4.0
2023-10-20,4.0
2023-10-21,6.0
2023-10-22,13.0
2023-10-23,17.0
2023-10-24,62.0
2023-10-25,5.0
2023-10-26,4.0
2023-10-27,4.0
2023-10-28,5.0
2023-10-29,42.0
2023-10-30,16.0
2023-10-31,10.0
2023-11-01,5.0
2023-11-02,4.0
2023-11-03,4.0
2023-11-04,4.0
2023-11-05,11.0
2023-11-06,8.0
2023-11-07,4.0
2023-11-08,3.0
2023-11-09,3.0
2023-11-10,3.0
2023-11-11,4.0
2023-11-12,38.0
2023-11-13,11.0
2023-11-14,4.0
2023-11-15,4.0
2023-11-16,3.0
2023-11-17,4.0
2023-11-18,4.0
2023-11-19,31.0
2023-11-20,17.0
2023-11-21,6.0
2023-11-22,5.0
2023-11-23,17.0
2023-11-24,63.0
2023-11-25,6.0
2023-11-26,8.0
2023-11-27,8.0
2023-11-28,5.0
2023-11-29,4.0
2023-11-30,5.0
2023-12-01,6.0
2023-12-02,6.0
2023-12-03,51.0
2023-12-04,41.0
2023-12-05,8.0
2023-12-06,5.0
2023-12-07,4.0
2023-12-08,5.0
2023-12-09,6.0
2023-12-10,37.0
2023-12-11,26.0
2023-12-12,7.0
2023-12-13,5.0
2023-12-14,4.0
2023-12-15,5.0
2023-12-16,6.0
2023-12-17,39.0
2023-12-18,21.0
2023-12-19,10.0
2023-12-20,5.0
2023-12-21,5.0
2023-12-22,5.559821925431274
2023-12-23,5.559821925431274
2023-12-24,10.619643850862548
2023-12-25,26.29910962715637
2023-12-26,99.91652754590984
2023-12-27,7.339732888146911
2023-12-28,5.059821925431274
2023-12-29,5.059821925431274
2023-12-30,5.059821925431274
2023-12-31,39.19866444073456
2024-01-01,10.619643850862548
2024-01-02,5.059821925431274
2024-01-03,3.279910962715637
2024-01-04,4.559821925431274
2024-01-05,3.279910962715637
2024-01-06,5.059821925431274
2024-01-07,29.07902058987201
2024-01-08,23.019198664440733
2024-01-09,4.559821925431274
2024-01-10,3.279910962715637
2024-01-11,3.279910962715637
2024-01-12,4.559821925431274
2024-01-13,5.059821925431274
2024-01-14,10.119643850862548
2024-01-15,17.45937673900946
2024-01-16,10.619643850862548
2024-01-17,7.339732888146911
2024-01-18,7.339732888146911
2024-01-19,7.839732888146911
2024-01-20,30.858931552587645
2024-01-21,171.50806900389537
2024-01-22,23.038397328881466
2024-01-23,10.239287701725097
2024-01-24,10.239287701725097
2024-01-25,10.239287701725097
2024-01-26,10.239287701725097
2024-01-27,17.91875347801892
2024-01-28,102.39287701725097
2024-01-29,255.9821925431274
2024-01-30,17.91875347801892
2024-01-31,10.239287701725097
2024-02-01,10.239287701725097
2024-02-02,7.6794657762938225
2024-02-03,7.6794657762938225
2024-02-04,7.6794657762938225
2024-02-05,7.6794657762938225
2024-02-06,7.6794657762938225
2024-02-07,7.6794657762938225
2024-02-08,10.239287701725097
2024-02-09,15.358931552587645
2024-02-10,17.91875347801892
2024-02-11,81.91430161380077
2024-02-12,186.86700055648302
2024-02-13,10.239287701725097
2024-02-14,7.6794657762938225
2024-02-15,7.6794657762938225
2024-02-16,5.119643850862548
2024-02-17,2.559821925431274
2024-02-18,2.559821925431274
2024-02-19,2.559821925431274
2024-02-20,2.559821925431274
2024-02-21,2.559821925431274
2024-02-22,2.559821925431274
2024-02-23,2.559821925431274
2024-02-24,2.559821925431274
2024-02-25,2.559821925431274
2024-02-26,2.559821925431274
2024-02-27,2.559821925431274
2024-02-28,2.559821925431274
2024-02-29,2.559821925431274
2024-03-01,2.559821925431274
2024-03-02,2.559821925431274
2024-03-03,2.559821925431274
2024-03-04,2.559821925431274
2024-03-05,2.559821925431274
2024-03-06,2.559821925431274
2024-03-07,2.559821925431274
2024-03-08,2.559821925431274
2024-03-09,2.559821925431274
2024-03-10,2.559821925431274
2024-03-11,2.559821925431274
2024-03-12,2.559821925431274
2024-03-13,2.559821925431274
2024-03-14,2.559821925431274
2024-03-15,2.559821925431274
2024-03-16,2.559821925431274
2024-03-17,2.559821925431274
2024-03-18,2.559821925431274
2024-03-19,2.559821925431274
2024-03-20,2.559821925431274
2024-03-21,2.559821925431274
2024-03-22,2.559821925431274
2024-03-23,2.559821925431274
2024-03-24,2.559821925431274
2024-03-25,2.559821925431274
2024-03-26,2.559821925431274
2024-03-27,2.559821925431274
2024-03-28,2.559821925431274
2024-03-29,2.559821925431274
2024-03-30,2.559821925431274
2024-03-31,2.559821925431274
2024-04-01,2.559821925431274
2024-04-02,2.559821925431274
2024-04-03,2.559821925431274
2024-04-04,2.559821925431274
2024-04-05,2.559821925431274
2024-04-06,2.559821925431274
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,2.559821925431274
2024-04-12,2.559821925431274
2024-04-13,0.0
2024-04-14,2.559821925431274
2024-04-15,0.0
2024-04-16,2.559821925431274
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,2.559821925431274
2024-04-20,2.559821925431274
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,2.559821925431274
2024-04-24,2.559821925431274
2024-04-25,2.559821925431274
2024-04-26,5.119643850862548
2024-04-27,7.6794657762938225
2024-04-28,2.559821925431274
2024-04-29,2.559821925431274
2024-04-30,2.559821925431274
2024-05-01,2.559821925431274
2024-05-02,2.559821925431274
2024-05-03,2.559821925431274
2024-05-04,2.559821925431274
2024-05-05,2.559821925431274
2024-05-06,2.559821925431274
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,2.559821925431274
2024-05-10,2.559821925431274
2024-05-11,2.559821925431274
2024-05-12,0.0
2024-05-13,2.559821925431274
2024-05-14,2.559821925431274
2024-05-15,2.559821925431274
2024-05-16,2.559821925431274
2024-05-17,2.559821925431274
2024-05-18,2.559821925431274
2024-05-19,2.559821925431274
2024-05-20,2.559821925431274
2024-05-21,2.559821925431274
2024-05-22,2.559821925431274
2024-05-23,2.559821925431274
2024-05-24,2.559821925431274
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,2.559821925431274
2024-06-05,2.559821925431274
2024-06-06,2.559821925431274
2024-06-07,0.0
2024-06-08,2.559821925431274
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,2.559821925431274
2024-06-12,2.559821925431274
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,2.559821925431274
2024-06-16,2.559821925431274
2024-06-17,2.559821925431274
2024-06-18,2.559821925431274
2024-06-19,2.559821925431274
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,2.559821925431274
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,2.559821925431274
2024-06-26,0.0
2024-06-27,2.559821925431274
2024-06-28,2.559821925431274
2024-06-29,2.559821925431274
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,2.559821925431274
2024-07-11,2.559821925431274
2024-07-12,2.559821925431274
2024-07-13,2.559821925431274
2024-07-14,2.559821925431274
2024-07-15,2.559821925431274
2024-07-16,2.559821925431274
2024-07-17,2.559821925431274
2024-07-18,2.559821925431274
2024-07-19,2.559821925431274
2024-07-20,2.559821925431274
2024-07-21,2.559821925431274
2024-07-22,2.559821925431274
2024-07-23,2.559821925431274
2024-07-24,2.559821925431274
2024-07-25,2.559821925431274
2024-07-26,2.559821925431274
2024-07-27,2.559821925431274
2024-07-28,2.559821925431274
2024-07-29,2.559821925431274
2024-07-30,2.559821925431274
2024-07-31,2.559821925431274
2024-08-01,2.559821925431274
2024-08-02,2.559821925431274
2024-08-03,2.559821925431274
2024-08-04,2.559821925431274
2024-08-05,2.559821925431274
2024-08-06,2.559821925431274
2024-08-07,2.559821925431274
2024-08-08,2.559821925431274
2024-08-09,2.559821925431274
2024-08-10,7.6794657762938225
2024-08-11,10.239287701725097
2024-08-12,2.559821925431274
2024-08-13,2.559821925431274
2024-08-14,2.559821925431274
2024-08-15,2.559821925431274
2024-08-16,2.559821925431274
2024-08-17,5.119643850862548
2024-08-18,8.0846637192641
2024-08-19,12.959902461668387
2024-08-20,3.2094249768598138
2024-08-21,2.8235221740309786
2024-08-22,2.8235221740309786
2024-08-23,4.875238742404287
2024-08-24,20.272760575274816
2024-08-25,5.261141545233122
2024-08-26,3.2094249768598138
2024-08-27,4.489335939575451
2024-08-28,4.489335939575451
2024-08-29,4.489335939575451
2024-08-30,3.2094249768598138
2024-08-31,3.2094249768598138
2024-09-01,8.0846637192641
2024-09-02,4.875238742404287
2024-09-03,3.2094249768598138
2024-09-04,4.489335939575451
2024-09-05,4.489335939575451
2024-09-06,4.875238742404287
2024-09-07,4.875238742404287
2024-09-08,10.136380287637408
2024-09-09,25.919804923336773
2024-09-10,76.98760916435265
2024-09-11,5.647044348061957
2024-09-12,4.875238742404287
2024-09-13,4.875238742404287
2024-09-14,5.647044348061957
2024-09-15,51.06780424101588
2024-09-16,10.136380287637408
2024-09-17,4.6308336339460245
2024-09-18,3.859028028288354
2024-09-19,3.859028028288354
2024-09-20,4.6308336339460245
2024-09-21,4.6308336339460245
2024-09-22,45.53653073380257
2024-09-23,16.979723324468758
2024-09-24,4.6308336339460245
2024-09-25,3.087222422630683
2024-09-26,3.859028028288354
2024-09-27,3.859028028288354
2024-09-28,4.6308336339460245
2024-09-29,41.67750270551422
2024-09-30,11.577084084865062
2024-10-01,3.859028028288354
2024-10-02,3.859028028288354
2024-10-03,3.087222422630683
2024-10-04,4.6308336339460245
2024-10-05,4.6308336339460245
2024-10-06,40.90569709985655
2024-10-07,12.348889690522732
2024-10-08,5.402639239603696
2024-10-09,3.859028028288354
2024-10-10,14.664306507495745
2024-10-11,59.42903163564065
2024-10-12,5.402639239603696
2024-10-13,8.489861662234379
2024-10-14,5.402639239603696
2024-10-15,4.6308336339460245
2024-10-16,3.859028028288354
2024-10-17,3.859028028288354
2024-10-18,4.6308336339460245
2024-10-19,4.6308336339460245
2024-10-20,54.026392396036954
2024-10-21,19.29514014144177
2024-10-22,5.402639239603696
2024-10-23,3.859028028288354
2024-10-24,3.859028028288354
2024-10-25,3.859028028288354
2024-10-26,3.859028028288354
2024-10-27,19.29514014144177
2024-10-28,62.51625405827133
2024-10-29,4.6308336339460245
2024-10-30,3.087222422630683
2024-10-31,3.087222422630683
2024-11-01,3.087222422630683
2024-11-02,3.087222422630683
2024-11-03,9.261667267892049
2024-11-04,4.6308336339460245
2024-11-05,3.859028028288354
2024-11-06,2.3154168169730123
2024-11-07,3.087222422630683
2024-11-08,3.087222422630683
2024-11-09,3.859028028288354
2024-11-10,35.50305786025285
2024-11-11,9.261667267892049
2024-11-12,3.859028028288354
2024-11-13,3.087222422630683
2024-11-14,3.087222422630683
2024-11-15,3.087222422630683
2024-11-16,3.859028028288354
2024-11-17,29.32861301499149
2024-11-18,17.751528930126426
2024-11-19,3.859028028288354
2024-11-20,3.087222422630683
2024-11-21,3.087222422630683
2024-11-22,3.859028028288354
2024-11-23,4.6308336339460245
2024-11-24,29.32861301499149
2024-11-25,16.979723324468758
2024-11-26,3.859028028288354
2024-11-27,3.087222422630683
2024-11-28,3.859028028288354
2024-11-29,3.859028028288354
2024-11-30,3.859028028288354
2024-12-01,11.577084084865062
2024-12-02,39.36208588854121
2024-12-03,5.402639239603696
2024-12-04,3.859028028288354
2024-12-05,3.087222422630683
2024-12-06,3.859028028288354
2024-12-07,3.087222422630683
2024-12-08,23.925973775387792
2024-12-09,13.892500901838073
2024-12-10,3.859028028288354
2024-12-11,3.859028028288354
2024-12-12,10.03347287354972
2024-12-13,48.62375315643326
2024-12-14,5.402639239603696
2024-12-15,5.402639239603696
2024-12-16,3.859028028288354
2024-12-17,3.087222422630683
2024-12-18,2.3154168169730123
2024-12-19,3.087222422630683
2024-12-20,3.087222422630683
2024-12-21,3.859028028288354
2024-12-22,18.523334535784098
2024-12-23,13.892500901838073
2024-12-24,3.087222422630683
2024-12-25,3.087222422630683
2024-12-26,3.087222422630683
2024-12-27,3.087222422630683
2024-12-28,3.087222422630683
2024-12-29,6.174444845261366
2024-12-30,10.805278479207391
2024-12-31,62.51625405827133
2025-01-01,3.859028028288354
2025-01-02,2.3154168169730123
2025-01-03,2.3154168169730123
2025-01-04,2.3154168169730123
2025-01-05,13.120695296180402
2025-01-06,10.805278479207391
2025-01-07,3.087222422630683
2025-01-08,2.3154168169730123
2025-01-09,2.3154168169730123
2025-01-10,2.3154168169730123
2025-01-11,2.3154168169730123
2025-01-12,3.087222422630683
2025-01-13,2.3154168169730123
2025-01-14,2.3154168169730123
2025-01-15,1.5436112113153415
2025-01-16,2.3154168169730123
2025-01-17,1.5436112113153415
2025-01-18,2.3154168169730123
2025-01-19,3.087222422630683
2025-01-20,1.5436112113153415
2025-01-21,1.5436112113153415
2025-01-22,1.5436112113153415
2025-01-23,1.5436112113153415
2025-01-24,2.3154168169730123
2025-01-25,2.3154168169730123
2025-01-26,2.3154168169730123
2025-01-27,2.3154168169730123
2025-01-28,1.5436112113153415
2025-01-29,1.5436112113153415
2025-01-30,1.5436112113153415
2025-01-31,1.5436112113153415
2025-02-01,1.5436112113153415
2025-02-02,1.5436112113153415
2025-02-03,1.5436112113153415
2025-02-04,1.5436112113153415
