Time,president
2022-05-05,48.0
2022-05-06,44.0
2022-05-07,31.0
2022-05-08,31.0
2022-05-09,51.0
2022-05-10,51.0
2022-05-11,52.0
2022-05-12,42.0
2022-05-13,40.0
2022-05-14,26.0
2022-05-15,29.0
2022-05-16,39.0
2022-05-17,39.0
2022-05-18,38.0
2022-05-19,38.0
2022-05-20,37.0
2022-05-21,27.0
2022-05-22,24.0
2022-05-23,37.0
2022-05-24,39.0
2022-05-25,43.0
2022-05-26,33.0
2022-05-27,28.0
2022-05-28,22.0
2022-05-29,24.0
2022-05-30,25.0
2022-05-31,33.0
2022-06-01,31.0
2022-06-02,35.0
2022-06-03,28.0
2022-06-04,22.0
2022-06-05,24.0
2022-06-06,30.0
2022-06-07,29.0
2022-06-08,30.0
2022-06-09,34.0
2022-06-10,32.0
2022-06-11,25.0
2022-06-12,27.0
2022-06-13,30.0
2022-06-14,29.0
2022-06-15,29.0
2022-06-16,30.0
2022-06-17,27.0
2022-06-18,28.0
2022-06-19,29.0
2022-06-20,30.0
2022-06-21,27.0
2022-06-22,26.0
2022-06-23,26.0
2022-06-24,34.0
2022-06-25,31.0
2022-06-26,29.0
2022-06-27,27.0
2022-06-28,29.0
2022-06-29,30.0
2022-06-30,29.0
2022-07-01,28.0
2022-07-02,24.0
2022-07-03,26.0
2022-07-04,27.0
2022-07-05,27.0
2022-07-06,25.0
2022-07-07,27.0
2022-07-08,33.0
2022-07-09,30.0
2022-07-10,28.0
2022-07-11,28.0
2022-07-12,27.0
2022-07-13,29.0
2022-07-14,28.0
2022-07-15,29.0
2022-07-16,26.0
2022-07-17,27.0
2022-07-18,24.0
2022-07-19,25.0
2022-07-20,25.0
2022-07-21,41.0
2022-07-22,34.0
2022-07-23,28.0
2022-07-24,27.0
2022-07-25,26.0
2022-07-26,25.0
2022-07-27,25.0
2022-07-28,26.0
2022-07-29,25.0
2022-07-30,24.0
2022-07-31,26.0
2022-08-01,26.0
2022-08-02,26.0
2022-08-03,24.0
2022-08-04,25.0
2022-08-05,25.0
2022-08-06,23.0
2022-08-07,26.0
2022-08-08,25.0
2022-08-09,35.0
2022-08-10,31.0
2022-08-11,30.0
2022-08-12,31.0
2022-08-13,25.0
2022-08-14,25.0
2022-08-15,26.0
2022-08-16,27.0
2022-08-17,28.0
2022-08-18,27.0
2022-08-19,24.0
2022-08-20,21.0
2022-08-21,23.0
2022-08-22,23.0
2022-08-23,28.0
2022-08-24,32.0
2022-08-25,32.0
2022-08-26,31.0
2022-08-27,23.0
2022-08-28,24.0
2022-08-29,26.965526456440408
2022-08-30,29.02859433458044
2022-08-31,30.23730625334046
2022-09-01,31.091662212720472
2022-09-02,38.135221806520576
2022-09-03,24.048102618920364
2022-09-04,25.756814537680384
2022-09-05,25.756814537680384
2022-09-06,29.382950293960448
2022-09-07,31.091662212720472
2022-09-08,36.072153928380544
2022-09-09,34.86344200962053
2022-09-10,24.048102618920364
2022-09-11,28.674238375200428
2022-09-12,34.86344200962053
2022-09-13,33.154730090860504
2022-09-14,33.654730090860504
2022-09-15,34.00908605024051
2022-09-16,34.00908605024051
2022-09-17,23.193746659540352
2022-09-18,25.756814537680384
2022-09-19,38.98957776590059
2022-09-20,38.135221806520576
2022-09-21,37.78086584714057
2022-09-22,38.98957776590059
2022-09-23,37.78086584714057
2022-09-24,29.882950293960448
2022-09-25,34.00908605024051
2022-09-26,32.800374131480496
2022-09-27,32.800374131480496
2022-09-28,33.30946018172101
2022-09-29,32.600748262960984
2022-09-30,31.89203634420096
2022-10-01,26.222340994120792
2022-10-02,31.89203634420096
2022-10-03,35.43559593800107
2022-10-04,32.600748262960984
2022-10-05,33.30946018172101
2022-10-06,37.561731694281136
2022-10-07,35.43559593800107
2022-10-08,22.678781400320684
2022-10-09,25.513629075360768
2022-10-10,31.89203634420096
2022-10-11,33.30946018172101
2022-10-12,31.89203634420096
2022-10-13,38.979155531801176
2022-10-14,34.018172100481024
2022-10-15,23.387493319080704
2022-10-16,24.096205237840728
2022-10-17,35.43559593800107
2022-10-18,34.018172100481024
2022-10-19,35.43559593800107
2022-10-20,37.561731694281136
2022-10-21,33.30946018172101
2022-10-22,24.804917156600748
2022-10-23,26.931052912880812
2022-10-24,36.14430785676109
2022-10-25,36.85301977552111
2022-10-26,39.6878674505612
2022-10-27,36.14430785676109
2022-10-28,34.018172100481024
2022-10-29,21.970069481560664
2022-10-30,26.222340994120792
2022-10-31,37.561731694281136
2022-11-01,35.43559593800107
2022-11-02,41.10529128808124
2022-11-03,42.52271512560128
2022-11-04,41.10529128808124
2022-11-05,26.222340994120792
2022-11-06,26.931052912880812
2022-11-07,41.10529128808124
2022-11-08,48.192410475681456
2022-11-09,53.862105825761624
2022-11-10,42.52271512560128
2022-11-11,34.018172100481024
2022-11-12,23.387493319080704
2022-11-13,28.348476750400856
2022-11-14,41.10529128808124
2022-11-15,46.77498663816141
2022-11-16,70.16247995724211
2022-11-17,51.73597006948156
2022-11-18,41.10529128808124
2022-11-19,29.057188669160876
2022-11-20,30.47461250668092
2022-11-21,33.30946018172101
2022-11-22,32.600748262960984
2022-11-23,25.513629075360768
2022-11-24,25.513629075360768
2022-11-25,24.096205237840728
2022-11-26,19.135221806520576
2022-11-27,21.970069481560664
2022-11-28,31.18332442544094
2022-11-29,37.561731694281136
2022-11-30,36.14430785676109
2022-12-01,39.6878674505612
2022-12-02,37.561731694281136
2022-12-03,24.096205237840728
2022-12-04,24.804917156600748
2022-12-05,43.231427044361304
2022-12-06,36.14430785676109
2022-12-07,42.52271512560128
2022-12-08,47.48369855692143
2022-12-09,38.979155531801176
2022-12-10,21.970069481560664
2022-12-11,23.387493319080704
2022-12-12,36.85301977552111
2022-12-13,37.561731694281136
2022-12-14,36.14430785676109
2022-12-15,38.27044361304115
2022-12-16,36.14430785676109
2022-12-17,20.55264564404062
2022-12-18,41.814003206841264
2022-12-19,31.89203634420096
2022-12-20,27.639764831640832
2022-12-21,26.931052912880812
2022-12-22,28.348476750400856
2022-12-23,19.8439337252806
2022-12-24,17.009086050240512
2022-12-25,20.55264564404062
2022-12-26,19.135221806520576
2022-12-27,19.135221806520576
2022-12-28,19.8439337252806
2022-12-29,20.55264564404062
2022-12-30,21.26135756280064
2022-12-31,19.135221806520576
2023-01-01,19.8439337252806
2023-01-02,21.26135756280064
2023-01-03,25.513629075360768
2023-01-04,32.600748262960984
2023-01-05,32.600748262960984
2023-01-06,33.30946018172101
2023-01-07,22.678781400320684
2023-01-08,26.222340994120792
2023-01-09,34.72688401924105
2023-01-10,34.72688401924105
2023-01-11,36.85301977552111
2023-01-12,36.85301977552111
2023-01-13,34.72688401924105
2023-01-14,23.387493319080704
2023-01-15,24.096205237840728
2023-01-16,24.096205237840728
2023-01-17,34.72688401924105
2023-01-18,36.14430785676109
2023-01-19,38.27044361304115
2023-01-20,38.979155531801176
2023-01-21,25.513629075360768
2023-01-22,27.639764831640832
2023-01-23,36.85301977552111
2023-01-24,36.14430785676109
2023-01-25,33.30946018172101
2023-01-26,38.27044361304115
2023-01-27,34.72688401924105
2023-01-28,21.26135756280064
2023-01-29,23.387493319080704
2023-01-30,34.72688401924105
2023-01-31,36.85301977552111
2023-02-01,36.14430785676109
2023-02-02,37.561731694281136
2023-02-03,36.85301977552111
2023-02-04,24.096205237840728
2023-02-05,26.931052912880812
2023-02-06,37.561731694281136
2023-02-07,45.35756280064137
2023-02-08,60.94922501336184
2023-02-09,45.35756280064137
2023-02-10,40.396579369321216
2023-02-11,26.222340994120792
2023-02-12,30.47461250668092
2023-02-13,42.52271512560128
2023-02-14,40.396579369321216
2023-02-15,45.35756280064137
2023-02-16,46.77498663816141
2023-02-17,44.648850881881344
2023-02-18,36.14430785676109
2023-02-19,48.90112239444147
2023-02-20,70.87119187600214
2023-02-21,65.91020844468198
2023-02-22,53.862105825761624
2023-02-23,48.192410475681456
2023-02-24,44.648850881881344
2023-02-25,33.30946018172101
2023-02-26,35.43559593800107
2023-02-27,49.609834313201496
2023-02-28,46.06627471940139
2023-03-01,46.06627471940139
2023-03-02,41.814003206841264
2023-03-03,36.85301977552111
2023-03-04,26.222340994120792
2023-03-05,27.639764831640832
2023-03-06,41.10529128808124
2023-03-07,38.979155531801176
2023-03-08,42.52271512560128
2023-03-09,41.10529128808124
2023-03-10,39.6878674505612
2023-03-11,25.513629075360768
2023-03-12,27.639764831640832
2023-03-13,36.14430785676109
2023-03-14,37.561731694281136
2023-03-15,38.27044361304115
2023-03-16,36.85301977552111
2023-03-17,34.018172100481024
2023-03-18,31.89203634420096
2023-03-19,32.600748262960984
2023-03-20,40.396579369321216
2023-03-21,43.94013896312133
2023-03-22,40.396579369321216
2023-03-23,41.10529128808124
2023-03-24,37.561731694281136
2023-03-25,25.513629075360768
2023-03-26,28.348476750400856
2023-03-27,38.979155531801176
2023-03-28,41.10529128808124
2023-03-29,43.94013896312133
2023-03-30,53.1533939070016
2023-03-31,53.862105825761624
2023-04-01,38.27044361304115
2023-04-02,32.600748262960984
2023-04-03,42.52271512560128
2023-04-04,57.40566541956173
2023-04-05,51.73597006948156
2023-04-06,46.77498663816141
2023-04-07,32.600748262960984
2023-04-08,26.931052912880812
2023-04-09,27.639764831640832
2023-04-10,35.43559593800107
2023-04-11,43.94013896312133
2023-04-12,43.94013896312133
2023-04-13,40.396579369321216
2023-04-14,40.396579369321216
2023-04-15,24.096205237840728
2023-04-16,26.222340994120792
2023-04-17,36.14430785676109
2023-04-18,37.561731694281136
2023-04-19,48.192410475681456
2023-04-20,43.231427044361304
2023-04-21,40.396579369321216
2023-04-22,26.222340994120792
2023-04-23,26.931052912880812
2023-04-24,43.94013896312133
2023-04-25,55.98824158204169
2023-04-26,54.57081774452165
2023-04-27,52.405309103866024
2023-04-28,47.44432567254587
2023-04-29,30.671476928558704
2023-04-30,30.671476928558704
2023-05-01,42.758952431854624
2023-05-02,40.317833600570104
2023-05-03,39.6878674505612
2023-05-04,41.853376091216816
2023-05-05,40.593443791199
2023-05-06,25.434883306609656
2023-05-07,25.434883306609656
2023-05-08,40.317833600570104
2023-05-09,41.223409941207905
2023-05-10,43.38891858186353
2023-05-11,43.11330839123463
2023-05-12,39.05790130055229
2023-05-13,24.804917156600748
2023-05-14,25.434883306609656
2023-05-15,41.853376091216816
2023-05-16,41.223409941207905
2023-05-17,38.78229110992339
2023-05-18,38.42793515054338
2023-05-19,38.42793515054338
2023-05-20,23.899340815962944
2023-05-21,26.34045964724746
2023-05-22,37.522358809905576
2023-05-23,37.79796900053447
2023-05-24,37.522358809905576
2023-05-25,39.6878674505612
2023-05-26,29.765900587920896
2023-05-27,23.70247639408516
2023-05-28,27.009798681631924
2023-05-29,31.41956173169428
2023-05-30,32.52200249420987
2023-05-31,30.868341350436484
2023-06-01,35.27810440049884
2023-06-02,37.482985925530016
2023-06-03,30.868341350436484
2023-06-04,30.868341350436484
2023-06-05,33.624443256725456
2023-06-06,32.52200249420987
2023-06-07,35.82932478175663
2023-06-08,33.624443256725456
2023-06-09,39.1366470693034
2023-06-10,27.56101906288972
2023-06-11,28.112239444147512
2023-06-12,29.2146802066631
2023-06-13,34.17566363798325
2023-06-14,33.073222875467664
2023-06-15,29.2146802066631
2023-06-16,27.56101906288972
2023-06-17,24.253696775342952
2023-06-18,27.56101906288972
2023-06-19,30.868341350436484
2023-06-20,29.765900587920896
2023-06-21,25.35613753785854
2023-06-22,24.253696775342952
2023-06-23,25.907357919116336
2023-06-24,28.663459825405308
2023-06-25,24.804917156600748
2023-06-26,28.663459825405308
2023-06-27,31.41956173169428
2023-06-28,25.907357919116336
2023-06-29,25.35613753785854
2023-06-30,25.35613753785854
2023-07-01,23.70247639408516
2023-07-02,26.45857830037413
2023-07-03,23.70247639408516
2023-07-04,27.56101906288972
2023-07-05,25.907357919116336
2023-07-06,23.151256012827364
2023-07-07,23.151256012827364
2023-07-08,25.35613753785854
2023-07-09,28.112239444147512
2023-07-10,24.804917156600748
2023-07-11,22.60003563156957
2023-07-12,24.804917156600748
2023-07-13,24.804917156600748
2023-07-14,24.804917156600748
2023-07-15,21.49759486905398
2023-07-16,21.49759486905398
2023-07-17,22.60003563156957
2023-07-18,22.048815250311776
2023-07-19,27.009798681631924
2023-07-20,27.009798681631924
2023-07-21,27.009798681631924
2023-07-22,22.60003563156957
2023-07-23,23.70247639408516
2023-07-24,23.151256012827364
2023-07-25,22.60003563156957
2023-07-26,27.009798681631924
2023-07-27,24.253696775342952
2023-07-28,23.70247639408516
2023-07-29,22.048815250311776
2023-07-30,23.70247639408516
2023-07-31,24.804917156600748
2023-08-01,24.804917156600748
2023-08-02,27.009798681631924
2023-08-03,30.317120969178692
2023-08-04,29.2146802066631
2023-08-05,23.151256012827364
2023-08-06,22.60003563156957
2023-08-07,23.151256012827364
2023-08-08,23.70247639408516
2023-08-09,24.253696775342952
2023-08-10,27.009798681631924
2023-08-11,25.35613753785854
2023-08-12,21.49759486905398
2023-08-13,22.60003563156957
2023-08-14,24.804917156600748
2023-08-15,31.970782112952072
2023-08-16,29.2146802066631
2023-08-17,27.56101906288972
2023-08-18,26.45857830037413
2023-08-19,22.048815250311776
2023-08-20,23.70247639408516
2023-08-21,31.41956173169428
2023-08-22,33.624443256725456
2023-08-23,33.624443256725456
2023-08-24,46.30251202565473
2023-08-25,41.34152859433458
2023-08-26,27.56101906288972
2023-08-27,27.009798681631924
2023-08-28,31.41956173169428
2023-08-29,30.868341350436484
2023-08-30,30.317120969178692
2023-08-31,30.317120969178692
2023-09-01,28.112239444147512
2023-09-02,22.60003563156957
2023-09-03,24.253696775342952
2023-09-04,24.804917156600748
2023-09-05,29.765900587920896
2023-09-06,31.970782112952072
2023-09-07,33.624443256725456
2023-09-08,31.970782112952072
2023-09-09,22.60003563156957
2023-09-10,25.35613753785854
2023-09-11,36.38054516301443
2023-09-12,35.82932478175663
2023-09-13,36.38054516301443
2023-09-14,36.38054516301443
2023-09-15,34.17566363798325
2023-09-16,23.151256012827364
2023-09-17,24.253696775342952
2023-09-18,36.931765544272224
2023-09-19,40.23908783181899
2023-09-20,41.34152859433458
2023-09-21,40.23908783181899
2023-09-22,34.17566363798325
2023-09-23,21.49759486905398
2023-09-24,24.253696775342952
2023-09-25,32.52200249420987
2023-09-26,37.482985925530016
2023-09-27,36.931765544272224
2023-09-28,42.44396935685017
2023-09-29,36.931765544272224
2023-09-30,26.45857830037413
2023-10-01,28.112239444147512
2023-10-02,36.38054516301443
2023-10-03,36.38054516301443
2023-10-04,38.03420630678781
2023-10-05,35.27810440049884
2023-10-06,32.52200249420987
2023-10-07,25.907357919116336
2023-10-08,23.70247639408516
2023-10-09,32.52200249420987
2023-10-10,38.58542668804561
2023-10-11,36.38054516301443
2023-10-12,39.1366470693034
2023-10-13,35.82932478175663
2023-10-14,23.70247639408516
2023-10-15,25.35613753785854
2023-10-16,35.82932478175663
2023-10-17,38.03420630678781
2023-10-18,39.68786745056119
2023-10-19,43.54641011936575
2023-10-20,41.892748975592376
2023-10-21,25.35613753785854
2023-10-22,28.112239444147512
2023-10-23,39.1366470693034
2023-10-24,39.1366470693034
2023-10-25,37.482985925530016
2023-10-26,38.58542668804561
2023-10-27,35.82932478175663
2023-10-28,25.35613753785854
2023-10-29,25.907357919116336
2023-10-30,39.1366470693034
2023-10-31,38.03420630678781
2023-11-01,37.482985925530016
2023-11-02,39.1366470693034
2023-11-03,36.931765544272224
2023-11-04,22.60003563156957
2023-11-05,25.907357919116336
2023-11-06,44.648850881881344
2023-11-07,46.85373240691252
2023-11-08,45.751291644396936
2023-11-09,47.95617316942811
2023-11-10,36.38054516301443
2023-11-11,26.45857830037413
2023-11-12,28.112239444147512
2023-11-13,46.85373240691252
2023-11-14,41.892748975592376
2023-11-15,45.20007126313914
2023-11-16,46.85373240691252
2023-11-17,41.892748975592376
2023-11-18,29.2146802066631
2023-11-19,36.38054516301443
2023-11-20,55.12203812577944
2023-11-21,41.34152859433458
2023-11-22,33.073222875467664
2023-11-23,31.41956173169428
2023-11-24,24.253696775342952
2023-11-25,26.45857830037413
2023-11-26,27.56101906288972
2023-11-27,38.03420630678781
2023-11-28,46.85373240691252
2023-11-29,52.365936219490465
2023-11-30,45.20007126313914
2023-12-01,39.68786745056119
2023-12-02,24.253696775342952
2023-12-03,24.253696775342952
2023-12-04,37.482985925530016
2023-12-05,42.99518973810796
2023-12-06,42.99518973810796
2023-12-07,51.26349545697488
2023-12-08,54.01959736326385
2023-12-09,37.482985925530016
2023-12-10,40.790308213076784
2023-12-11,52.365936219490465
2023-12-12,50.71227507571708
2023-12-13,46.30251202565473
2023-12-14,45.20007126313914
2023-12-15,39.1366470693034
2023-12-16,25.907357919116336
2023-12-17,24.253696775342952
2023-12-18,33.624443256725456
2023-12-19,34.72688401924105
2023-12-20,40.23908783181899
2023-12-21,35.82932478175663
2023-12-22,29.29505753356269
2023-12-23,23.60141214122749
2023-12-24,19.989388673423292
2023-12-25,21.519790216696492
2023-12-26,17.632156558263397
2023-12-27,21.519790216696492
2023-12-28,21.519790216696492
2023-12-29,25.1318136845007
2023-12-30,23.325801950598596
2023-12-31,22.071010597954288
2024-01-01,23.877022331856388
2024-01-02,34.00952176388249
2024-01-03,43.039580433392985
2024-01-04,37.62154523168668
2024-01-05,37.897155422315585
2024-01-06,25.958644256387387
2024-01-07,25.407423875129595
2024-01-08,34.9887029258979
2024-01-09,37.345935041057785
2024-01-10,39.15194677495989
2024-01-11,43.039580433392985
2024-01-12,39.70316715621769
2024-01-13,27.213435609031695
2024-01-14,27.213435609031695
2024-01-15,31.101069267464794
2024-01-16,47.47843447308388
2024-01-17,43.31519062402188
2024-01-18,41.78478908074868
2024-01-19,40.95795850886199
2024-01-20,29.84627791482049
2024-01-21,31.333797184493104
2024-01-22,48.95905810077048
2024-01-23,48.95905810077048
2024-01-24,56.792507396893754
2024-01-25,45.04233345270884
2024-01-26,41.1256088046472
2024-01-27,33.29215950852392
2024-01-28,31.333797184493104
2024-01-29,39.16724648061638
2024-01-30,45.04233345270884
2024-01-31,43.083971128678016
2024-02-01,43.083971128678016
2024-02-02,37.20888415658556
2024-02-03,27.417072536431466
2024-02-04,29.375434860462285
2024-02-05,45.04233345270884
2024-02-06,45.04233345270884
2024-02-07,48.95905810077048
2024-02-08,50.91742042480129
2024-02-09,58.75086972092457
2024-02-10,35.25052183255474
2024-02-11,39.16724648061638
2024-02-12,60.70923204495539
2024-02-13,47.000695776739654
2024-02-14,41.1256088046472
2024-02-15,47.000695776739654
2024-02-16,48.95905810077048
2024-02-17,31.333797184493104
2024-02-18,37.20888415658556
2024-02-19,64.62595669301703
2024-02-20,54.83414507286293
2024-02-21,50.91742042480129
2024-02-22,50.91742042480129
2024-02-23,45.04233345270884
2024-02-24,29.375434860462285
2024-02-25,35.25052183255474
2024-02-26,48.95905810077048
2024-02-27,47.000695776739654
2024-02-28,47.000695776739654
2024-02-29,48.95905810077048
2024-03-01,43.083971128678016
2024-03-02,27.417072536431466
2024-03-03,29.375434860462285
2024-03-04,48.95905810077048
2024-03-05,52.875782748832115
2024-03-06,60.70923204495539
2024-03-07,50.91742042480129
2024-03-08,66.58431901704785
2024-03-09,31.333797184493104
2024-03-10,29.375434860462285
2024-03-11,41.1256088046472
2024-03-12,39.16724648061638
2024-03-13,45.04233345270884
2024-03-14,43.083971128678016
2024-03-15,35.25052183255474
2024-03-16,25.458710212400646
2024-03-17,27.417072536431466
2024-03-18,41.1256088046472
2024-03-19,41.1256088046472
2024-03-20,43.083971128678016
2024-03-21,41.1256088046472
2024-03-22,37.20888415658556
2024-03-23,25.458710212400646
2024-03-24,27.417072536431466
2024-03-25,37.20888415658556
2024-03-26,41.1256088046472
2024-03-27,43.083971128678016
2024-03-28,41.1256088046472
2024-03-29,31.333797184493104
2024-03-30,25.458710212400646
2024-03-31,33.29215950852392
2024-04-01,35.25052183255474
2024-04-02,37.20888415658556
2024-04-03,37.20888415658556
2024-04-04,37.20888415658556
2024-04-05,35.25052183255474
2024-04-06,23.500347888369827
2024-04-07,27.417072536431466
2024-04-08,33.29215950852392
2024-04-09,37.20888415658556
2024-04-10,37.20888415658556
2024-04-11,39.16724648061638
2024-04-12,41.1256088046472
2024-04-13,23.500347888369827
2024-04-14,27.417072536431466
2024-04-15,43.083971128678016
2024-04-16,41.1256088046472
2024-04-17,43.083971128678016
2024-04-18,45.04233345270884
2024-04-19,41.1256088046472
2024-04-20,23.500347888369827
2024-04-21,27.417072536431466
2024-04-22,43.083971128678016
2024-04-23,43.083971128678016
2024-04-24,43.083971128678016
2024-04-25,47.000695776739654
2024-04-26,39.16724648061638
2024-04-27,25.458710212400646
2024-04-28,27.417072536431466
2024-04-29,43.083971128678016
2024-04-30,43.083971128678016
2024-05-01,45.04233345270884
2024-05-02,43.083971128678016
2024-05-03,39.16724648061638
2024-05-04,23.500347888369827
2024-05-05,27.417072536431466
2024-05-06,43.083971128678016
2024-05-07,41.1256088046472
2024-05-08,41.1256088046472
2024-05-09,43.083971128678016
2024-05-10,41.1256088046472
2024-05-11,25.458710212400646
2024-05-12,23.500347888369827
2024-05-13,39.16724648061638
2024-05-14,37.20888415658556
2024-05-15,41.1256088046472
2024-05-16,41.1256088046472
2024-05-17,35.25052183255474
2024-05-18,21.541985564339008
2024-05-19,97.91811620154095
2024-05-20,144.91881197828062
2024-05-21,56.792507396893754
2024-05-22,43.083971128678016
2024-05-23,37.20888415658556
2024-05-24,33.29215950852392
2024-05-25,23.500347888369827
2024-05-26,23.500347888369827
2024-05-27,31.333797184493104
2024-05-28,31.333797184493104
2024-05-29,35.25052183255474
2024-05-30,113.58501479378751
2024-05-31,101.83484084960259
2024-06-01,43.083971128678016
2024-06-02,43.083971128678016
2024-06-03,70.50104366510948
2024-06-04,47.000695776739654
2024-06-05,43.083971128678016
2024-06-06,39.16724648061638
2024-06-07,35.25052183255474
2024-06-08,29.375434860462285
2024-06-09,29.375434860462285
2024-06-10,31.333797184493104
2024-06-11,33.29215950852392
2024-06-12,33.29215950852392
2024-06-13,29.375434860462285
2024-06-14,29.375434860462285
2024-06-15,25.458710212400646
2024-06-16,27.417072536431466
2024-06-17,27.417072536431466
2024-06-18,29.375434860462285
2024-06-19,23.500347888369827
2024-06-20,31.333797184493104
2024-06-21,27.417072536431466
2024-06-22,25.458710212400646
2024-06-23,27.417072536431466
2024-06-24,27.417072536431466
2024-06-25,27.417072536431466
2024-06-26,29.375434860462285
2024-06-27,39.16724648061638
2024-06-28,178.21097148680454
2024-06-29,60.70923204495539
2024-06-30,48.95905810077048
2024-07-01,47.000695776739654
2024-07-02,47.000695776739654
2024-07-03,47.000695776739654
2024-07-04,48.95905810077048
2024-07-05,48.95905810077048
2024-07-06,48.95905810077048
2024-07-07,43.083971128678016
2024-07-08,39.16724648061638
2024-07-09,37.20888415658556
2024-07-10,39.16724648061638
2024-07-11,54.83414507286293
2024-07-12,66.58431901704785
2024-07-13,95.95975387751012
2024-07-14,158.62734824649633
2024-07-15,103.7932031736334
2024-07-16,80.29285528526358
2024-07-17,66.58431901704785
2024-07-18,78.33449296123275
2024-07-19,84.20957993332522
2024-07-20,50.91742042480129
2024-07-21,195.8362324030819
2024-07-22,164.5024352185888
2024-07-23,113.58501479378751
2024-07-24,88.12630458138686
2024-07-25,84.20957993332522
2024-07-26,64.62595669301703
2024-07-27,52.875782748832115
2024-07-28,48.95905810077048
2024-07-29,82.2512176092944
2024-07-30,62.66759436898621
2024-07-31,52.875782748832115
2024-08-01,50.91742042480129
2024-08-02,45.04233345270884
2024-08-03,41.1256088046472
2024-08-04,39.16724648061638
2024-08-05,43.083971128678016
2024-08-06,68.54268134107866
2024-08-07,45.04233345270884
2024-08-08,39.16724648061638
2024-08-09,31.333797184493104
2024-08-10,33.29215950852392
2024-08-11,35.25052183255474
2024-08-12,31.333797184493104
2024-08-13,33.29215950852392
2024-08-14,35.25052183255474
2024-08-15,37.20888415658556
2024-08-16,35.25052183255474
2024-08-17,29.375434860462285
2024-08-18,30.354616022477693
2024-08-19,35.9849077040663
2024-08-20,44.55274287170113
2024-08-21,51.162215715305145
2024-08-22,52.14139687732056
2024-08-23,56.792507396893754
2024-08-24,36.96408886608171
2024-08-25,35.005726542050894
2024-08-26,36.96408886608171
2024-08-27,36.96408886608171
2024-08-28,36.96408886608171
2024-08-29,36.96408886608171
2024-08-30,35.9849077040663
2024-08-31,29.375434860462285
2024-09-01,29.375434860462285
2024-09-02,30.354616022477693
2024-09-03,35.005726542050894
2024-09-04,35.9849077040663
2024-09-05,36.96408886608171
2024-09-06,35.9849077040663
2024-09-07,29.375434860462285
2024-09-08,29.375434860462285
2024-09-09,37.94327002809712
2024-09-10,49.20385339127432
2024-09-11,102.32443143061029
2024-09-12,57.77168855890916
2024-09-13,50.18303455328974
2024-09-14,36.96408886608171
2024-09-15,44.55274287170113
2024-09-16,51.162215715305145
2024-09-17,51.407011005809
2024-09-18,44.063152290693424
2024-09-19,51.407011005809
2024-09-20,44.063152290693424
2024-09-21,29.375434860462285
2024-09-22,36.71929357557786
