Time,ny_yankees
2022-08-17,45.0
2022-08-18,54.0
2022-08-19,39.0
2022-08-20,65.0
2022-08-21,51.0
2022-08-22,26.0
2022-08-23,38.0
2022-08-24,42.0
2022-08-25,22.0
2022-08-26,38.0
2022-08-27,54.0
2022-08-28,64.0
2022-08-29,22.481776416539052
2022-08-30,35.74456355283308
2022-08-31,39.83215926493109
2022-09-01,37.28836140888208
2022-09-02,22.981776416539052
2022-09-03,50.05114854517611
2022-09-04,62.31393568147014
2022-09-05,43.9197549770291
2022-09-06,27.06937212863706
2022-09-07,54.13874425727412
2022-09-08,44.4197549770291
2022-09-09,39.83215926493109
2022-09-10,64.85773353751915
2022-09-11,56.68254211332312
2022-09-12,22.981776416539052
2022-09-13,22.981776416539052
2022-09-14,43.4197549770291
2022-09-15,37.28836140888208
2022-09-16,25.025574272588056
2022-09-17,52.594946401225116
2022-09-18,65.35773353751915
2022-09-19,24.525574272588056
2022-09-20,27.56937212863706
2022-09-21,56.68254211332312
2022-09-22,54.13874425727412
2022-09-23,70.98912710566616
2022-09-24,100.10229709035222
2022-09-25,48.00735068912711
2022-09-26,62.31393568147014
2022-09-27,52.094946401225116
2022-09-28,52.18989280245023
2022-09-29,48.014701378254216
2022-09-30,29.22633996937213
2022-10-01,68.8906584992343
2022-10-02,58.45267993874426
2022-10-03,25.051148545176112
2022-10-04,50.102297090352224
2022-10-05,54.27748851454824
2022-10-06,18.788361408882082
2022-10-07,14.613169984686065
2022-10-08,16.700765696784075
2022-10-09,18.788361408882082
2022-10-10,18.788361408882082
2022-10-11,33.40153139356815
2022-10-12,70.97825421133231
2022-10-13,35.48912710566616
2022-10-14,81.41623277182237
2022-10-15,52.18989280245023
2022-10-16,118.99295558958653
2022-10-17,108.55497702909648
2022-10-18,208.75957120980092
2022-10-19,75.15344563552833
2022-10-20,98.11699846860644
2022-10-21,81.41623277182237
2022-10-22,85.59142419601838
2022-10-23,123.16814701378254
2022-10-24,114.81776416539051
2022-10-25,14.613169984686065
2022-10-26,10.437978560490047
2022-10-27,8.350382848392037
2022-10-28,6.262787136294028
2022-10-29,6.262787136294028
2022-10-30,8.350382848392037
2022-10-31,6.262787136294028
2022-11-01,6.262787136294028
2022-11-02,6.262787136294028
2022-11-03,6.262787136294028
2022-11-04,6.262787136294028
2022-11-05,6.262787136294028
2022-11-06,6.262787136294028
2022-11-07,6.262787136294028
2022-11-08,6.262787136294028
2022-11-09,6.262787136294028
2022-11-10,8.350382848392037
2022-11-11,6.262787136294028
2022-11-12,8.350382848392037
2022-11-13,6.262787136294028
2022-11-14,6.262787136294028
2022-11-15,6.262787136294028
2022-11-16,8.350382848392037
2022-11-17,8.350382848392037
2022-11-18,8.350382848392037
2022-11-19,8.350382848392037
2022-11-20,10.437978560490047
2022-11-21,8.350382848392037
2022-11-22,8.350382848392037
2022-11-23,8.350382848392037
2022-11-24,8.350382848392037
2022-11-25,8.350382848392037
2022-11-26,8.350382848392037
2022-11-27,8.350382848392037
2022-11-28,6.262787136294028
2022-11-29,6.262787136294028
2022-11-30,8.350382848392037
2022-12-01,8.350382848392037
2022-12-02,8.350382848392037
2022-12-03,10.437978560490047
2022-12-04,10.437978560490047
2022-12-05,10.437978560490047
2022-12-06,14.613169984686065
2022-12-07,22.963552833078104
2022-12-08,14.613169984686065
2022-12-09,12.525574272588056
2022-12-10,14.613169984686065
2022-12-11,12.525574272588056
2022-12-12,12.525574272588056
2022-12-13,14.613169984686065
2022-12-14,14.613169984686065
2022-12-15,12.525574272588056
2022-12-16,16.700765696784075
2022-12-17,14.613169984686065
2022-12-18,12.525574272588056
2022-12-19,10.437978560490047
2022-12-20,10.437978560490047
2022-12-21,12.525574272588056
2022-12-22,12.525574272588056
2022-12-23,10.437978560490047
2022-12-24,8.350382848392037
2022-12-25,10.437978560490047
2022-12-26,10.437978560490047
2022-12-27,10.437978560490047
2022-12-28,8.350382848392037
2022-12-29,10.437978560490047
2022-12-30,8.350382848392037
2022-12-31,8.350382848392037
2023-01-01,8.350382848392037
2023-01-02,8.350382848392037
2023-01-03,6.262787136294028
2023-01-04,8.350382848392037
2023-01-05,8.350382848392037
2023-01-06,8.350382848392037
2023-01-07,8.350382848392037
2023-01-08,6.262787136294028
2023-01-09,6.262787136294028
2023-01-10,8.350382848392037
2023-01-11,6.262787136294028
2023-01-12,6.262787136294028
2023-01-13,6.262787136294028
2023-01-14,6.262787136294028
2023-01-15,8.350382848392037
2023-01-16,6.262787136294028
2023-01-17,6.262787136294028
2023-01-18,6.262787136294028
2023-01-19,6.262787136294028
2023-01-20,6.262787136294028
2023-01-21,6.262787136294028
2023-01-22,6.262787136294028
2023-01-23,6.262787136294028
2023-01-24,6.262787136294028
2023-01-25,6.262787136294028
2023-01-26,6.262787136294028
2023-01-27,6.262787136294028
2023-01-28,6.262787136294028
2023-01-29,6.262787136294028
2023-01-30,6.262787136294028
2023-01-31,6.262787136294028
2023-02-01,6.262787136294028
2023-02-02,6.262787136294028
2023-02-03,6.262787136294028
2023-02-04,6.262787136294028
2023-02-05,6.262787136294028
2023-02-06,6.262787136294028
2023-02-07,6.262787136294028
2023-02-08,6.262787136294028
2023-02-09,6.262787136294028
2023-02-10,6.262787136294028
2023-02-11,6.262787136294028
2023-02-12,6.262787136294028
2023-02-13,6.262787136294028
2023-02-14,6.262787136294028
2023-02-15,6.262787136294028
2023-02-16,6.262787136294028
2023-02-17,6.262787136294028
2023-02-18,6.262787136294028
2023-02-19,6.262787136294028
2023-02-20,6.262787136294028
2023-02-21,8.350382848392037
2023-02-22,6.262787136294028
2023-02-23,6.262787136294028
2023-02-24,6.262787136294028
2023-02-25,10.437978560490047
2023-02-26,10.437978560490047
2023-02-27,8.350382848392037
2023-02-28,8.350382848392037
2023-03-01,8.350382848392037
2023-03-02,8.350382848392037
2023-03-03,8.350382848392037
2023-03-04,10.437978560490047
2023-03-05,10.437978560490047
2023-03-06,8.350382848392037
2023-03-07,8.350382848392037
2023-03-08,8.350382848392037
2023-03-09,10.437978560490047
2023-03-10,10.437978560490047
2023-03-11,10.437978560490047
2023-03-12,10.437978560490047
2023-03-13,8.350382848392037
2023-03-14,8.350382848392037
2023-03-15,10.437978560490047
2023-03-16,8.350382848392037
2023-03-17,10.437978560490047
2023-03-18,8.350382848392037
2023-03-19,10.437978560490047
2023-03-20,8.350382848392037
2023-03-21,8.350382848392037
2023-03-22,8.350382848392037
2023-03-23,10.437978560490047
2023-03-24,8.350382848392037
2023-03-25,12.525574272588056
2023-03-26,14.613169984686065
2023-03-27,14.613169984686065
2023-03-28,14.613169984686065
2023-03-29,14.613169984686065
2023-03-30,48.014701378254216
2023-03-31,25.051148545176112
2023-04-01,41.751914241960186
2023-04-02,39.66431852986218
2023-04-03,22.963552833078104
2023-04-04,33.40153139356815
2023-04-05,37.576722817764164
2023-04-06,16.700765696784075
2023-04-07,27.13874425727412
2023-04-08,25.051148545176112
2023-04-09,43.839509954058194
2023-04-10,20.875957120980093
2023-04-11,25.051148545176112
2023-04-12,31.31393568147014
2023-04-13,22.963552833078104
2023-04-14,29.22633996937213
2023-04-15,37.576722817764164
2023-04-16,31.31393568147014
2023-04-17,16.700765696784075
2023-04-18,16.700765696784075
2023-04-19,31.31393568147014
2023-04-20,39.66431852986218
2023-04-21,27.13874425727412
2023-04-22,43.839509954058194
2023-04-23,35.48912710566616
2023-04-24,14.613169984686065
2023-04-25,20.875957120980093
2023-04-26,27.047183041831225
2023-04-27,16.70662561457242
2023-04-28,26.777626823567342
2023-04-29,31.021672281776418
2023-04-30,35.80483017651326
2023-05-01,16.976181832836303
2023-05-02,22.803137583622153
2023-05-03,26.50807060530346
2023-05-04,27.316739260095108
2023-05-05,16.976181832836303
2023-05-06,35.53527395824938
2023-05-07,33.41325122914484
2023-05-08,16.437069396308537
2023-05-09,22.533581365358266
2023-05-10,28.89964955267188
2023-05-11,18.828648343676957
2023-05-12,20.950671072781496
2023-05-13,43.48425243813976
2023-05-14,33.68280744740872
2023-05-15,16.70662561457242
2023-05-16,25.194716530990572
2023-05-17,32.874138792617075
2023-05-18,31.560784718304184
2023-05-19,28.630093334407995
2023-05-20,45.875831385508185
2023-05-21,47.99785411461272
2023-05-22,16.437069396308537
2023-05-23,16.976181832836303
2023-05-24,37.38774046909003
2023-05-25,41.90134214556299
2023-05-26,29.651184009027165
2023-05-27,45.82455710486016
2023-05-28,36.12053324736036
2023-05-29,23.181834770693964
2023-05-30,26.95562182638833
2023-05-31,29.651184009027165
2023-06-01,27.494734262916097
2023-06-02,18.86893527847183
2023-06-03,35.04230837430483
2023-06-04,42.0507700491658
2023-06-05,26.416509389860565
2023-06-06,18.329822841944065
2023-06-07,32.885858628193766
2023-06-08,32.885858628193766
2023-06-09,30.729408882082698
2023-06-10,33.42497106472153
2023-06-11,40.972545176110266
2023-06-12,26.416509389860565
2023-06-13,16.712485532360766
2023-06-14,33.42497106472153
2023-06-15,31.268521318610464
2023-06-16,18.86893527847183
2023-06-17,36.65964568388813
2023-06-18,42.589882485693565
2023-06-19,29.1120715724994
2023-06-20,17.251597968888532
2023-06-21,25.8773969533328
2023-06-22,25.8773969533328
2023-06-23,28.033846699443863
2023-06-24,36.12053324736036
2023-06-25,34.503195937777065
2023-06-26,16.173373095833
2023-06-27,16.173373095833
2023-06-28,24.2600596437495
2023-06-29,43.6681073587491
2023-06-30,19.947160151527367
2023-07-01,53.91124365277666
2023-07-02,50.676569033610065
2023-07-03,19.947160151527367
2023-07-04,47.981006850971234
2023-07-05,24.799172080277266
2023-07-06,32.885858628193766
2023-07-07,27.494734262916097
2023-07-08,40.972545176110266
2023-07-09,39.894320303054734
2023-07-10,16.173373095833
2023-07-11,11.860473603610867
2023-07-12,12.9386984766664
2023-07-13,13.477810913194165
2023-07-14,16.173373095833
2023-07-15,31.268521318610464
2023-07-16,44.20721979527686
2023-07-17,18.86893527847183
2023-07-18,27.494734262916097
2023-07-19,29.1120715724994
2023-07-20,29.1120715724994
2023-07-21,18.329822841944065
2023-07-22,36.65964568388813
2023-07-23,31.80763375513823
2023-07-24,17.251597968888532
2023-07-25,20.486272588055133
2023-07-26,24.799172080277266
2023-07-27,25.338284516805032
2023-07-28,23.720947207221734
2023-07-29,48.520119287499
2023-07-30,47.44189441444347
2023-07-31,35.5814208108326
2023-08-01,43.6681073587491
2023-08-02,33.9640835012493
2023-08-03,36.12053324736036
2023-08-04,37.198758120415896
2023-08-05,47.981006850971234
2023-08-06,47.44189441444347
2023-08-07,18.86893527847183
2023-08-08,27.494734262916097
2023-08-09,28.033846699443863
2023-08-10,26.416509389860565
2023-08-11,18.86893527847183
2023-08-12,34.503195937777065
2023-08-13,33.42497106472153
2023-08-14,18.86893527847183
2023-08-15,24.799172080277266
2023-08-16,26.416509389860565
2023-08-17,25.8773969533328
2023-08-18,20.486272588055133
2023-08-19,44.20721979527686
2023-08-20,41.51165761263803
2023-08-21,17.7907104054163
2023-08-22,16.712485532360766
2023-08-23,25.338284516805032
2023-08-24,30.19029644555493
2023-08-25,16.173373095833
2023-08-26,31.80763375513823
2023-08-27,33.42497106472153
2023-08-28,16.712485532360766
2023-08-29,21.0253850245829
2023-08-30,23.181834770693964
2023-08-31,27.494734262916097
2023-09-01,18.329822841944065
2023-09-02,33.42497106472153
2023-09-03,33.42497106472153
2023-09-04,33.9640835012493
2023-09-05,15.634260659305232
2023-09-06,26.416509389860565
2023-09-07,25.338284516805032
2023-09-08,24.799172080277266
2023-09-09,40.4334327395825
2023-09-10,31.80763375513823
2023-09-11,18.86893527847183
2023-09-12,29.651184009027165
2023-09-13,27.494734262916097
2023-09-14,35.04230837430483
2023-09-15,25.338284516805032
2023-09-16,34.503195937777065
2023-09-17,31.80763375513823
2023-09-18,13.477810913194165
2023-09-19,15.095148222777466
2023-09-20,18.86893527847183
2023-09-21,21.0253850245829
2023-09-22,20.486272588055133
2023-09-23,25.8773969533328
2023-09-24,26.95562182638833
2023-09-25,18.329822841944065
2023-09-26,12.9386984766664
2023-09-27,17.7907104054163
2023-09-28,18.329822841944065
2023-09-29,15.095148222777466
2023-09-30,22.10360989763843
2023-10-01,23.181834770693964
2023-10-02,12.9386984766664
2023-10-03,7.547574111388733
2023-10-04,7.008461674860966
2023-10-05,5.9302368018054334
2023-10-06,5.9302368018054334
2023-10-07,5.9302368018054334
2023-10-08,6.4693492383332
2023-10-09,4.852011928749899
2023-10-10,4.852011928749899
2023-10-11,5.391124365277666
2023-10-12,5.9302368018054334
2023-10-13,4.852011928749899
2023-10-14,4.852011928749899
2023-10-15,4.852011928749899
2023-10-16,4.852011928749899
2023-10-17,3.2346746191666
2023-10-18,4.312899492222133
2023-10-19,4.312899492222133
2023-10-20,3.7737870556943665
2023-10-21,4.852011928749899
2023-10-22,4.852011928749899
2023-10-23,3.7737870556943665
2023-10-24,5.391124365277666
2023-10-25,4.852011928749899
2023-10-26,4.312899492222133
2023-10-27,4.852011928749899
2023-10-28,4.852011928749899
2023-10-29,4.312899492222133
2023-10-30,3.7737870556943665
2023-10-31,4.852011928749899
2023-11-01,4.312899492222133
2023-11-02,4.852011928749899
2023-11-03,4.852011928749899
2023-11-04,4.312899492222133
2023-11-05,5.391124365277666
2023-11-06,5.391124365277666
2023-11-07,5.9302368018054334
2023-11-08,5.9302368018054334
2023-11-09,5.9302368018054334
2023-11-10,5.391124365277666
2023-11-11,5.9302368018054334
2023-11-12,5.391124365277666
2023-11-13,5.391124365277666
2023-11-14,5.391124365277666
2023-11-15,5.391124365277666
2023-11-16,6.4693492383332
2023-11-17,5.9302368018054334
2023-11-18,6.4693492383332
2023-11-19,6.4693492383332
2023-11-20,6.4693492383332
2023-11-21,6.4693492383332
2023-11-22,7.008461674860966
2023-11-23,5.391124365277666
2023-11-24,5.9302368018054334
2023-11-25,6.4693492383332
2023-11-26,5.391124365277666
2023-11-27,6.4693492383332
2023-11-28,7.008461674860966
2023-11-29,7.008461674860966
2023-11-30,7.547574111388733
2023-12-01,7.008461674860966
2023-12-02,8.0866865479165
2023-12-03,8.625798984444266
2023-12-04,9.164911420972032
2023-12-05,9.704023857499799
2023-12-06,16.712485532360766
2023-12-07,19.408047714999597
2023-12-08,12.9386984766664
2023-12-09,11.860473603610867
2023-12-10,11.321361167083099
2023-12-11,9.704023857499799
2023-12-12,10.243136294027567
2023-12-13,9.164911420972032
2023-12-14,9.704023857499799
2023-12-15,11.321361167083099
2023-12-16,10.243136294027567
2023-12-17,10.782248730555333
2023-12-18,9.704023857499799
2023-12-19,10.782248730555333
2023-12-20,11.321361167083099
2023-12-21,10.243136294027567
2023-12-22,14.168548722495366
2023-12-23,11.388750221649069
2023-12-24,8.608951720802773
2023-12-25,8.33939550253889
2023-12-26,9.164911420972032
2023-12-27,9.164911420972032
2023-12-28,7.497032320464255
2023-12-29,8.052992020633514
2023-12-30,8.608951720802773
2023-12-31,9.164911420972032
2024-01-01,9.164911420972032
2024-01-02,7.497032320464255
2024-01-03,8.052992020633514
2024-01-04,8.33939550253889
2024-01-05,9.164911420972032
2024-01-06,8.33939550253889
2024-01-07,8.608951720802773
2024-01-08,8.052992020633514
2024-01-09,8.608951720802773
2024-01-10,8.608951720802773
2024-01-11,9.164911420972032
2024-01-12,11.94470992181833
2024-01-13,8.89535520270815
2024-01-14,8.33939550253889
2024-01-15,8.33939550253889
2024-01-16,7.227476102200371
2024-01-17,8.608951720802773
2024-01-18,6.941072620294995
2024-01-19,7.497032320464255
2024-01-20,7.497032320464255
2024-01-21,7.446490529539776
2024-01-22,7.446490529539776
2024-01-23,7.446490529539776
2024-01-24,6.873683565729024
2024-01-25,7.446490529539776
2024-01-26,6.873683565729024
2024-01-27,6.300876601918272
2024-01-28,8.019297493350528
2024-01-29,6.300876601918272
2024-01-30,7.446490529539776
2024-01-31,7.446490529539776
2024-02-01,6.300876601918272
2024-02-02,7.446490529539776
2024-02-03,8.019297493350528
2024-02-04,8.59210445716128
2024-02-05,7.446490529539776
2024-02-06,6.873683565729024
2024-02-07,6.873683565729024
2024-02-08,6.873683565729024
2024-02-09,6.300876601918272
2024-02-10,6.300876601918272
2024-02-11,5.72806963810752
2024-02-12,6.300876601918272
2024-02-13,6.873683565729024
2024-02-14,6.873683565729024
2024-02-15,6.873683565729024
2024-02-16,7.446490529539776
2024-02-17,8.019297493350528
2024-02-18,8.019297493350528
2024-02-19,9.164911420972032
2024-02-20,8.59210445716128
2024-02-21,9.164911420972032
2024-02-22,9.164911420972032
2024-02-23,9.164911420972032
2024-02-24,13.174560167647297
2024-02-25,16.038594986701057
2024-02-26,10.883332312404288
2024-02-27,12.601753203836545
2024-02-28,10.310525348593536
2024-02-29,9.737718384782784
2024-03-01,10.310525348593536
2024-03-02,13.747367131458049
2024-03-03,12.028946240025792
2024-03-04,9.737718384782784
2024-03-05,9.737718384782784
2024-03-06,9.737718384782784
2024-03-07,8.019297493350528
2024-03-08,9.164911420972032
2024-03-09,11.45613927621504
2024-03-10,12.028946240025792
2024-03-11,10.883332312404288
2024-03-12,12.028946240025792
2024-03-13,13.174560167647297
2024-03-14,10.883332312404288
2024-03-15,9.737718384782784
2024-03-16,12.028946240025792
2024-03-17,12.601753203836545
2024-03-18,10.310525348593536
2024-03-19,8.59210445716128
2024-03-20,10.310525348593536
2024-03-21,10.883332312404288
2024-03-22,10.310525348593536
2024-03-23,11.45613927621504
2024-03-24,13.747367131458049
2024-03-25,11.45613927621504
2024-03-26,11.45613927621504
2024-03-27,12.028946240025792
2024-03-28,30.93157604578061
2024-03-29,29.213155154348353
2024-03-30,49.83420585153543
2024-03-31,56.707889417264454
2024-04-01,24.630699443862337
2024-04-02,32.64999693721286
2024-04-03,35.514031756266625
2024-04-04,19.47543676956557
2024-04-05,35.514031756266625
2024-04-06,24.630699443862337
2024-04-07,49.83420585153543
2024-04-08,22.33947158861933
2024-04-09,25.77631337148384
2024-04-10,32.07718997340211
2024-04-11,26.921927299105345
2024-04-12,20.621050697187073
2024-04-13,36.08683872007738
2024-04-14,44.1061362134279
2024-04-15,17.757015878133313
2024-04-16,21.766664624808577
2024-04-17,31.50438300959136
2024-04-18,18.329822841944065
2024-04-19,18.329822841944065
2024-04-20,40.6692944305634
2024-04-21,34.36841782864512
2024-04-22,25.77631337148384
2024-04-23,17.757015878133313
2024-04-24,29.785962118159105
2024-04-25,30.358769081969857
2024-04-26,25.20350640767309
2024-04-27,38.37806657532039
2024-04-28,45.25175014104941
2024-04-29,21.193857660997825
2024-04-30,20.04824373337632
2024-05-01,24.630699443862337
2024-05-02,28.06754122672685
2024-05-03,16.038594986701057
2024-05-04,35.514031756266625
2024-05-05,40.09648746675264
2024-05-06,16.038594986701057
2024-05-07,18.329822841944065
2024-05-08,29.213155154348353
2024-05-09,37.23245264769888
2024-05-10,21.766664624808577
2024-05-11,37.80525961150963
2024-05-12,33.79561086483437
2024-05-13,16.038594986701057
2024-05-14,17.757015878133313
2024-05-15,27.494734262916097
2024-05-16,34.94122479245587
2024-05-17,22.91227855243008
2024-05-18,42.960522285806405
2024-05-19,34.36841782864512
2024-05-20,21.193857660997825
2024-05-21,24.630699443862337
2024-05-22,27.494734262916097
2024-05-23,38.95087353913114
2024-05-24,18.902629805754817
2024-05-25,36.08683872007738
2024-05-26,49.83420585153543
2024-05-27,22.91227855243008
2024-05-28,16.038594986701057
2024-05-29,28.6403481905376
2024-05-30,29.785962118159105
2024-05-31,32.07718997340211
2024-06-01,34.94122479245587
2024-06-02,54.416661562021446
2024-06-03,20.04824373337632
2024-06-04,18.902629805754817
2024-06-05,30.93157604578061
2024-06-06,33.79561086483437
2024-06-07,42.38771532199565
2024-06-08,48.11578496010317
2024-06-09,48.11578496010317
2024-06-10,36.65964568388813
2024-06-11,29.785962118159105
2024-06-12,31.50438300959136
2024-06-13,44.67894317723866
2024-06-14,22.91227855243008
2024-06-15,44.1061362134279
2024-06-16,41.242101394374146
2024-06-17,29.785962118159105
2024-06-18,20.621050697187073
2024-06-19,41.814908358184894
2024-06-20,52.12543370677844
2024-06-21,29.213155154348353
2024-06-22,45.25175014104941
2024-06-23,49.261398887724674
2024-06-24,16.61140195051181
2024-06-25,18.902629805754817
2024-06-26,32.64999693721286
2024-06-27,40.6692944305634
2024-06-28,28.06754122672685
2024-06-29,48.68859192391392
2024-06-30,35.514031756266625
2024-07-01,17.18420891432256
2024-07-02,20.621050697187073
2024-07-03,30.93157604578061
2024-07-04,48.68859192391392
2024-07-05,22.33947158861933
2024-07-06,52.12543370677844
2024-07-07,30.358769081969857
2024-07-08,29.213155154348353
2024-07-09,18.329822841944065
2024-07-10,27.494734262916097
2024-07-11,32.64999693721286
2024-07-12,29.785962118159105
2024-07-13,45.25175014104941
2024-07-14,50.40701281534618
2024-07-15,13.174560167647297
2024-07-16,9.737718384782784
2024-07-17,10.883332312404288
2024-07-18,12.601753203836545
2024-07-19,16.61140195051181
2024-07-20,37.80525961150963
2024-07-21,33.22280390102362
2024-07-22,27.494734262916097
2024-07-23,21.766664624808577
2024-07-24,30.93157604578061
2024-07-25,33.79561086483437
2024-07-26,21.193857660997825
2024-07-27,44.67894317723866
2024-07-28,53.84385459821069
2024-07-29,46.970171032481666
2024-07-30,55.56227548964294
2024-07-31,57.2806963810752
2024-08-01,22.91227855243008
2024-08-02,25.20350640767309
2024-08-03,57.2806963810752
2024-08-04,53.271047634399935
2024-08-05,20.621050697187073
2024-08-06,18.902629805754817
2024-08-07,33.22280390102362
2024-08-08,37.80525961150963
2024-08-09,29.785962118159105
2024-08-10,40.09648746675264
2024-08-11,38.37806657532039
2024-08-12,18.902629805754817
2024-08-13,30.93157604578061
2024-08-14,30.93157604578061
2024-08-15,38.37806657532039
2024-08-16,20.621050697187073
2024-08-17,38.37806657532039
2024-08-18,29.077490347130016
2024-08-19,27.494734262916097
2024-08-20,18.57100472144333
2024-08-21,36.1320603224835
2024-08-22,39.5839759728167
2024-08-23,21.450113407965794
2024-08-24,45.34219334586163
2024-08-25,42.17668117743379
2024-08-26,23.032869492179714
2024-08-27,30.37384294943856
2024-08-28,29.363893829035394
2024-08-29,27.208330781010723
2024-08-30,18.857408203348704
2024-08-31,39.011169009005954
2024-09-01,35.12211120208032
2024-09-02,24.32922209448826
2024-09-03,25.911978178702178
2024-09-04,29.363893829035394
2024-09-05,31.670195551747106
2024-09-06,23.319272974085088
2024-09-07,30.37384294943856
2024-09-08,31.670195551747106
2024-09-09,16.264702998731618
2024-09-10,26.198381660607552
2024-09-11,25.911978178702178
2024-09-12,34.54930423826957
2024-09-13,35.4085146839857
2024-09-14,54.989468525832194
2024-09-15,40.59392509321988
2024-09-16,15.97829951682624
2024-09-17,15.918004046951426
2024-09-18,28.941825539911683
2024-09-19,40.518555755876356
2024-09-20,18.812186600942596
2024-09-21,36.177281924889606
