Time,zoom
2022-10-07,62.36043859003607
2022-10-08,30.714842887629704
2022-10-09,30.714842887629704
2022-10-10,57.70667451615278
2022-10-11,67.94495547869602
2022-10-12,69.80646110824932
2022-10-13,69.80646110824932
2022-10-14,56.77592170137612
2022-10-15,31.64559570240636
2022-10-16,30.714842887629704
2022-10-17,65.15269703436604
2022-10-18,67.01420266391935
2022-10-19,73.52947236735596
2022-10-20,71.66796673780264
2022-10-21,55.84516888659947
2022-10-22,28.85333725807639
2022-10-23,31.64559570240636
2022-10-24,63.29119140481272
2022-10-25,69.80646110824932
2022-10-26,70.73721392302599
2022-10-27,70.73721392302599
2022-10-28,56.77592170137612
2022-10-29,26.061078813746416
2022-10-30,28.85333725807639
2022-10-31,59.568180145706094
2022-11-01,64.22194421958939
2022-11-02,68.87570829347267
2022-11-03,77.25248362646259
2022-11-04,55.84516888659947
2022-11-05,31.64559570240636
2022-11-06,28.85333725807639
2022-11-07,65.15269703436604
2022-11-08,67.94495547869602
2022-11-09,68.87570829347267
2022-11-10,67.94495547869602
2022-11-11,51.19140481271617
2022-11-12,29.784090072853047
2022-11-13,32.57634851718302
2022-11-14,65.15269703436604
2022-11-15,71.66796673780264
2022-11-16,71.66796673780264
2022-11-17,73.52947236735596
2022-11-18,61.42968577525941
2022-11-19,30.714842887629704
2022-11-20,29.784090072853047
2022-11-21,56.77592170137612
2022-11-22,58.637427330929434
2022-11-23,44.67613510927957
2022-11-24,23.268820369416442
2022-11-25,26.991831628523073
2022-11-26,25.13032599896976
2022-11-27,29.784090072853047
2022-11-28,57.70667451615278
2022-11-29,66.0834498491427
2022-11-30,64.22194421958939
2022-12-01,65.15269703436604
2022-12-02,58.637427330929434
2022-12-03,33.507101331959674
2022-12-04,31.64559570240636
2022-12-05,60.498932960482755
2022-12-06,67.94495547869602
2022-12-07,65.15269703436604
2022-12-08,67.94495547869602
2022-12-09,55.84516888659947
2022-12-10,31.64559570240636
2022-12-11,30.714842887629704
2022-12-12,59.568180145706094
2022-12-13,64.22194421958939
2022-12-14,65.15269703436604
2022-12-15,64.22194421958939
2022-12-16,54.91441607182281
2022-12-17,26.991831628523073
2022-12-18,29.784090072853047
2022-12-19,51.19140481271617
2022-12-20,55.84516888659947
2022-12-21,45.60688792405623
2022-12-22,45.60688792405623
2022-12-23,29.784090072853047
2022-12-24,23.268820369416442
2022-12-25,26.061078813746416
2022-12-26,24.1995731841931
2022-12-27,35.368606961512995
2022-12-28,39.09161822061962
2022-12-29,38.16086540584297
2022-12-30,32.57634851718302
2022-12-31,22.338067554639785
2023-01-01,22.338067554639785
2023-01-02,29.784090072853047
2023-01-03,50.26065199793952
2023-01-04,61.42968577525941
2023-01-05,58.637427330929434
2023-01-06,54.91441607182281
2023-01-07,31.64559570240636
2023-01-08,32.57634851718302
2023-01-09,63.29119140481272
2023-01-10,67.94495547869602
2023-01-11,72.5987195525793
2023-01-12,70.73721392302599
2023-01-13,59.568180145706094
2023-01-14,33.507101331959674
2023-01-15,29.784090072853047
2023-01-16,41.8838766649496
2023-01-17,69.80646110824932
2023-01-18,71.66796673780264
2023-01-19,76.32173081168594
2023-01-20,62.36043859003607
2023-01-21,37.23011259106631
2023-01-22,34.437854146736335
2023-01-23,67.94495547869602
2023-01-24,74.46022518213262
2023-01-25,78.18323644123925
2023-01-26,73.52947236735596
2023-01-27,60.498932960482755
2023-01-28,35.368606961512995
2023-01-29,33.507101331959674
2023-01-30,62.36043859003607
2023-01-31,73.52947236735596
2023-02-01,70.73721392302599
2023-02-02,71.66796673780264
2023-02-03,65.15269703436604
2023-02-04,37.23011259106631
2023-02-05,34.437854146736335
2023-02-06,69.80646110824932
2023-02-07,78.18323644123925
2023-02-08,75.39097799690927
2023-02-09,72.5987195525793
2023-02-10,63.29119140481272
2023-02-11,36.29935977628965
2023-02-12,31.64559570240636
2023-02-13,60.498932960482755
2023-02-14,66.0834498491427
2023-02-15,72.5987195525793
2023-02-16,69.80646110824932
2023-02-17,58.637427330929434
2023-02-18,33.507101331959674
2023-02-19,34.437854146736335
2023-02-20,50.26065199793952
2023-02-21,67.01420266391935
2023-02-22,72.5987195525793
2023-02-23,67.01420266391935
2023-02-24,61.42968577525941
2023-02-25,37.23011259106631
2023-02-26,35.368606961512995
2023-02-27,65.15269703436604
2023-02-28,70.73721392302599
2023-03-01,67.01420266391935
2023-03-02,69.80646110824932
2023-03-03,58.637427330929434
2023-03-04,35.368606961512995
2023-03-05,31.64559570240636
2023-03-06,60.498932960482755
2023-03-07,67.94495547869602
2023-03-08,66.0834498491427
2023-03-09,68.87570829347267
2023-03-10,59.568180145706094
2023-03-11,31.64559570240636
2023-03-12,31.64559570240636
2023-03-13,58.637427330929434
2023-03-14,66.0834498491427
2023-03-15,62.36043859003607
2023-03-16,63.29119140481272
2023-03-17,52.12215762749283
2023-03-18,31.64559570240636
2023-03-19,33.507101331959674
2023-03-20,62.36043859003607
2023-03-21,67.94495547869602
2023-03-22,64.22194421958939
2023-03-23,69.80646110824932
2023-03-24,53.05291044226949
2023-03-25,31.64559570240636
2023-03-26,34.437854146736335
2023-03-27,60.498932960482755
2023-03-28,62.36043859003607
2023-03-29,65.15269703436604
2023-03-30,62.36043859003607
2023-03-31,48.3991463683862
2023-04-01,27.922584443299733
2023-04-02,30.714842887629704
2023-04-03,59.568180145706094
2023-04-04,59.568180145706094
2023-04-05,62.36043859003607
2023-04-06,58.637427330929434
2023-04-07,47.468393553609545
2023-04-08,26.061078813746416
2023-04-09,25.13032599896976
2023-04-10,56.77592170137612
2023-04-11,60.498932960482755
2023-04-12,64.22194421958939
2023-04-13,58.637427330929434
2023-04-14,52.12215762749283
2023-04-15,29.784090072853047
2023-04-16,31.64559570240636
2023-04-17,56.77592170137612
2023-04-18,62.36043859003607
2023-04-19,65.15269703436604
2023-04-20,59.568180145706094
2023-04-21,50.26065199793952
2023-04-22,27.922584443299733
2023-04-23,30.714842887629704
2023-04-24,57.70667451615278
2023-04-25,61.42968577525941
2023-04-26,62.16149905710671
2023-04-27,56.95958552016984
2023-04-28,51.41343554143198
2023-04-29,28.07498633549026
2023-04-30,30.848061324859188
2023-05-01,54.99612337999022
2023-05-02,59.38842406773777
2023-05-03,58.92304766034945
2023-05-04,58.578811218548466
2023-05-05,47.48651126107275
2023-05-06,26.92113704449996
2023-05-07,26.92113704449996
2023-05-08,58.578811218548466
2023-05-09,59.73266050953876
2023-05-10,59.38842406773777
2023-05-11,58.578811218548466
2023-05-12,48.64036055206305
2023-05-13,26.111524195310647
2023-05-14,25.767287753509663
2023-05-15,55.80573622917954
2023-05-16,57.424961927558165
2023-05-17,56.61534907836885
2023-05-18,56.95958552016984
2023-05-19,47.48651126107275
2023-05-20,24.95767490432035
2023-05-21,24.95767490432035
2023-05-22,53.03266123981061
2023-05-23,57.769198369359145
2023-05-24,54.99612337999022
2023-05-25,57.769198369359145
2023-05-26,41.9968458997202
2023-05-27,22.719605158865026
2023-05-28,24.096550926068964
2023-05-29,26.85044246047685
2023-05-30,56.454776455361575
2023-05-31,63.33950529138128
2023-06-01,57.14324933896355
2023-06-02,49.57004761934187
2023-06-03,26.85044246047685
2023-06-04,27.538915344078816
2023-06-05,53.7008849209537
2023-06-06,59.89714087337143
2023-06-07,55.07783068815763
2023-06-08,59.20866798976946
2023-06-09,48.19310185213793
2023-06-10,26.161969576874878
2023-06-11,27.538915344078816
2023-06-12,54.389357804555665
2023-06-13,56.454776455361575
2023-06-14,57.14324933896355
2023-06-15,55.07783068815763
2023-06-16,40.61990013251626
2023-06-17,24.096550926068964
2023-06-18,23.408078042466997
2023-06-19,39.93142724891429
2023-06-20,56.454776455361575
2023-06-21,54.389357804555665
2023-06-22,53.7008849209537
2023-06-23,46.12768320133202
2023-06-24,24.096550926068964
2023-06-25,26.161969576874878
2023-06-26,52.323939153749755
2023-06-27,57.83172222256552
2023-06-28,54.389357804555665
2023-06-29,53.7008849209537
2023-06-30,44.75073743412808
2023-07-01,22.031132275263055
2023-07-02,23.408078042466997
2023-07-03,36.48906283090444
2023-07-04,23.408078042466997
2023-07-05,48.8815747357399
2023-07-06,51.63546627014778
2023-07-07,44.06226455052611
2023-07-08,24.785023809670935
2023-07-09,25.473496693272907
2023-07-10,56.454776455361575
2023-07-11,61.27408664057537
2023-07-12,57.14324933896355
2023-07-13,57.14324933896355
2023-07-14,43.37379166692414
2023-07-15,24.096550926068964
2023-07-16,25.473496693272907
2023-07-17,57.14324933896355
2023-07-18,54.389357804555665
2023-07-19,57.14324933896355
2023-07-20,53.7008849209537
2023-07-21,42.68531878332217
2023-07-22,24.096550926068964
2023-07-23,24.096550926068964
2023-07-24,49.57004761934187
2023-07-25,52.323939153749755
2023-07-26,52.323939153749755
2023-07-27,51.63546627014778
2023-07-28,41.9968458997202
2023-07-29,24.785023809670935
2023-07-30,26.85044246047685
2023-07-31,46.81615608493399
2023-08-01,51.63546627014778
2023-08-02,51.63546627014778
2023-08-03,52.323939153749755
2023-08-04,43.37379166692414
2023-08-05,22.031132275263055
2023-08-06,26.85044246047685
2023-08-07,59.20866798976946
2023-08-08,59.89714087337143
2023-08-09,57.14324933896355
2023-08-10,56.454776455361575
2023-08-11,46.81615608493399
2023-08-12,26.85044246047685
2023-08-13,26.161969576874878
2023-08-14,51.63546627014778
2023-08-15,55.07783068815763
2023-08-16,57.83172222256552
2023-08-17,53.7008849209537
2023-08-18,48.19310185213793
2023-08-19,29.60433399488473
2023-08-20,37.86600859810837
2023-08-21,59.20866798976946
2023-08-22,58.52019510616749
2023-08-23,59.89714087337143
2023-08-24,56.454776455361575
2023-08-25,46.12768320133202
2023-08-26,27.538915344078816
2023-08-27,29.60433399488473
2023-08-28,53.7008849209537
2023-08-29,60.5856137569734
2023-08-30,59.89714087337143
2023-08-31,56.454776455361575
2023-09-01,45.43921031773005
2023-09-02,24.785023809670935
2023-09-03,24.785023809670935
2023-09-04,27.538915344078816
2023-09-05,58.52019510616749
2023-09-06,59.20866798976946
2023-09-07,59.89714087337143
2023-09-08,50.94699338654581
2023-09-09,27.538915344078816
2023-09-10,25.473496693272907
2023-09-11,58.52019510616749
2023-09-12,61.27408664057537
2023-09-13,60.5856137569734
2023-09-14,60.5856137569734
2023-09-15,48.8815747357399
2023-09-16,25.473496693272907
2023-09-17,28.227388227680787
2023-09-18,56.454776455361575
2023-09-19,61.27408664057537
2023-09-20,65.4049239421872
2023-09-21,60.5856137569734
2023-09-22,48.19310185213793
2023-09-23,28.91586111128276
2023-09-24,26.85044246047685
2023-09-25,55.76630357175961
2023-09-26,59.20866798976946
2023-09-27,57.83172222256552
2023-09-28,59.89714087337143
2023-09-29,48.8815747357399
2023-09-30,28.227388227680787
2023-10-01,24.096550926068964
2023-10-02,52.323939153749755
2023-10-03,57.83172222256552
2023-10-04,59.89714087337143
2023-10-05,57.14324933896355
2023-10-06,48.8815747357399
2023-10-07,26.161969576874878
2023-10-08,24.785023809670935
2023-10-09,50.94699338654581
2023-10-10,57.14324933896355
2023-10-11,60.5856137569734
2023-10-12,55.76630357175961
2023-10-13,45.43921031773005
2023-10-14,24.096550926068964
2023-10-15,26.85044246047685
2023-10-16,52.323939153749755
2023-10-17,58.52019510616749
2023-10-18,59.20866798976946
2023-10-19,59.20866798976946
2023-10-20,48.8815747357399
2023-10-21,24.096550926068964
2023-10-22,25.473496693272907
2023-10-23,53.01241203735172
2023-10-24,57.83172222256552
2023-10-25,58.52019510616749
2023-10-26,59.20866798976946
2023-10-27,49.57004761934187
2023-10-28,24.785023809670935
2023-10-29,24.785023809670935
2023-10-30,53.7008849209537
2023-10-31,55.76630357175961
2023-11-01,54.389357804555665
2023-11-02,57.83172222256552
2023-11-03,47.50462896853596
2023-11-04,25.473496693272907
2023-11-05,26.161969576874878
2023-11-06,57.14324933896355
2023-11-07,61.962559524177344
2023-11-08,58.52019510616749
2023-11-09,61.27408664057537
2023-11-10,48.19310185213793
2023-11-11,27.538915344078816
2023-11-12,28.227388227680787
2023-11-13,54.389357804555665
2023-11-14,59.89714087337143
2023-11-15,62.65103240777931
2023-11-16,62.65103240777931
2023-11-17,49.57004761934187
2023-11-18,26.85044246047685
2023-11-19,26.161969576874878
2023-11-20,50.94699338654581
2023-11-21,50.94699338654581
2023-11-22,38.55448148171035
2023-11-23,22.031132275263055
2023-11-24,25.473496693272907
2023-11-25,22.031132275263055
2023-11-26,26.85044246047685
2023-11-27,48.8815747357399
2023-11-28,58.52019510616749
2023-11-29,57.14324933896355
2023-11-30,53.7008849209537
2023-12-01,48.19310185213793
2023-12-02,25.473496693272907
2023-12-03,26.85044246047685
2023-12-04,53.7008849209537
2023-12-05,57.14324933896355
2023-12-06,60.5856137569734
2023-12-07,55.76630357175961
2023-12-08,48.19310185213793
2023-12-09,26.161969576874878
2023-12-10,26.161969576874878
2023-12-11,50.94699338654581
2023-12-12,52.323939153749755
2023-12-13,54.389357804555665
2023-12-14,50.258520502943846
2023-12-15,46.12768320133202
2023-12-16,27.538915344078816
2023-12-17,23.408078042466997
2023-12-18,43.37379166692414
2023-12-19,48.8815747357399
2023-12-20,48.19310185213793
2023-12-21,41.9968458997202
2023-12-22,28.943037672477573
2023-12-23,24.060315511142544
2023-12-24,20.92595212000726
2023-12-25,24.060315511142544
2023-12-26,25.455378985809695
2023-12-27,29.28727411427856
2023-12-28,29.64056940981115
2023-12-29,27.547974197810422
2023-12-30,24.060315511142544
2023-12-31,21.270188561808247
2024-01-01,20.92595212000726
2024-01-02,40.44778191161576
2024-01-03,49.51569449695224
2024-01-04,53.7008849209537
2024-01-05,46.72556754761794
2024-01-06,27.547974197810422
2024-01-07,26.152910723143272
2024-01-08,54.398416658287275
2024-01-09,63.810565685424734
2024-01-10,59.978670556955876
2024-01-11,59.2811388196223
2024-01-12,54.398416658287275
2024-01-13,28.943037672477573
2024-01-14,26.85044246047685
2024-01-15,39.05271843694861
2024-01-16,68.69328784675976
2024-01-17,66.25645619295805
2024-01-18,63.810565685424734
2024-01-19,59.2811388196223
2024-01-20,30.338101147144727
2024-01-21,28.970214233672387
2024-01-22,56.527247285214415
2024-01-23,61.47338142267068
2024-01-24,63.593153195866215
2024-01-25,62.179972013735856
2024-01-26,53.7008849209537
2024-01-27,28.970214233672387
2024-01-28,29.676804824737566
2024-01-29,54.40747551201888
2024-01-30,60.7667908316055
2024-01-31,61.47338142267068
2024-02-01,60.06020024054032
2024-02-02,52.28770373882333
2024-02-03,28.970214233672387
2024-02-04,29.676804824737566
2024-02-05,56.527247285214415
2024-02-06,62.886562604801036
2024-02-07,62.886562604801036
2024-02-08,60.7667908316055
2024-02-09,53.7008849209537
2024-02-10,29.676804824737566
2024-02-11,25.437261278346487
2024-02-12,51.58111314775815
2024-02-13,70.65905910651801
2024-02-14,58.64701905840995
2024-02-15,60.06020024054032
2024-02-16,54.40747551201888
2024-02-17,28.263623642607207
2024-02-18,28.263623642607207
2024-02-19,48.04816019243225
2024-02-20,59.35360964947513
2024-02-21,57.94042846734477
2024-02-22,60.06020024054032
2024-02-23,52.99429432988851
2024-02-24,28.263623642607207
2024-02-25,28.970214233672387
2024-02-26,56.527247285214415
2024-02-27,60.7667908316055
2024-02-28,59.35360964947513
2024-02-29,57.233837876279594
2024-03-01,51.58111314775815
2024-03-02,28.970214233672387
2024-03-03,30.38339541580275
2024-03-04,54.40747551201888
2024-03-05,54.40747551201888
2024-03-06,59.35360964947513
2024-03-07,59.35360964947513
2024-03-08,50.87452255669297
2024-03-09,27.557033051542028
2024-03-10,27.557033051542028
2024-03-11,51.58111314775815
2024-03-12,57.233837876279594
2024-03-13,59.35360964947513
2024-03-14,55.820656694149235
2024-03-15,45.92838841923671
2024-03-16,26.85044246047685
2024-03-17,29.676804824737566
2024-03-18,54.40747551201888
2024-03-19,57.233837876279594
2024-03-20,60.7667908316055
2024-03-21,56.527247285214415
2024-03-22,48.04816019243225
2024-03-23,26.143851869411666
2024-03-24,29.676804824737566
2024-03-25,51.58111314775815
2024-03-26,55.114066103084056
2024-03-27,55.114066103084056
2024-03-28,52.99429432988851
2024-03-29,40.27566369071527
2024-03-30,24.024080096216125
2024-03-31,22.610898914085766
2024-04-01,49.461341374562615
2024-04-02,53.7008849209537
2024-04-03,55.820656694149235
2024-04-04,53.7008849209537
2024-04-05,45.22179782817153
2024-04-06,26.143851869411666
2024-04-07,26.85044246047685
2024-04-08,50.167931965627794
2024-04-09,60.7667908316055
2024-04-10,57.94042846734477
2024-04-11,54.40747551201888
2024-04-12,47.34156960136707
2024-04-13,26.85044246047685
2024-04-14,30.38339541580275
2024-04-15,52.28770373882333
2024-04-16,57.94042846734477
2024-04-17,57.233837876279594
2024-04-18,57.94042846734477
2024-04-19,47.34156960136707
2024-04-20,26.85044246047685
2024-04-21,27.557033051542028
2024-04-22,55.820656694149235
2024-04-23,55.820656694149235
2024-04-24,57.233837876279594
2024-04-25,52.28770373882333
2024-04-26,49.461341374562615
2024-04-27,25.437261278346487
2024-04-28,26.85044246047685
2024-04-29,50.87452255669297
2024-04-30,53.7008849209537
2024-05-01,52.99429432988851
2024-05-02,52.28770373882333
2024-05-03,46.63497901030189
2024-05-04,24.024080096216125
2024-05-05,26.143851869411666
2024-05-06,53.7008849209537
2024-05-07,52.28770373882333
2024-05-08,52.99429432988851
2024-05-09,52.28770373882333
2024-05-10,43.102026054975994
2024-05-11,24.730670687281307
2024-05-12,26.143851869411666
2024-05-13,50.167931965627794
2024-05-14,57.233837876279594
2024-05-15,53.7008849209537
2024-05-16,51.58111314775815
2024-05-17,43.80861664604117
2024-05-18,26.143851869411666
2024-05-19,28.263623642607207
2024-05-20,50.87452255669297
2024-05-21,50.87452255669297
2024-05-22,53.7008849209537
2024-05-23,52.99429432988851
2024-05-24,40.27566369071527
2024-05-25,22.610898914085766
2024-05-26,23.317489505150945
2024-05-27,26.143851869411666
2024-05-28,49.461341374562615
2024-05-29,51.58111314775815
2024-05-30,55.114066103084056
2024-05-31,43.80861664604117
2024-06-01,25.437261278346487
2024-06-02,25.437261278346487
2024-06-03,50.167931965627794
2024-06-04,52.99429432988851
2024-06-05,53.7008849209537
2024-06-06,55.114066103084056
2024-06-07,45.92838841923671
2024-06-08,24.730670687281307
2024-06-09,25.437261278346487
2024-06-10,50.87452255669297
2024-06-11,54.40747551201888
2024-06-12,52.28770373882333
2024-06-13,51.58111314775815
2024-06-14,40.98225428178045
2024-06-15,23.317489505150945
2024-06-16,22.610898914085766
2024-06-17,50.167931965627794
2024-06-18,54.40747551201888
2024-06-19,41.68884487284563
2024-06-20,48.04816019243225
2024-06-21,42.395435463910815
2024-06-22,22.610898914085766
2024-06-23,25.437261278346487
2024-06-24,49.461341374562615
2024-06-25,53.7008849209537
2024-06-26,54.40747551201888
2024-06-27,50.87452255669297
2024-06-28,42.395435463910815
2024-06-29,24.024080096216125
2024-06-30,25.437261278346487
2024-07-01,45.92838841923671
2024-07-02,48.04816019243225
2024-07-03,45.22179782817153
2024-07-04,23.317489505150945
2024-07-05,26.85044246047685
2024-07-06,22.610898914085766
2024-07-07,23.317489505150945
2024-07-08,47.34156960136707
2024-07-09,50.167931965627794
2024-07-10,52.99429432988851
2024-07-11,50.167931965627794
2024-07-12,42.395435463910815
2024-07-13,22.610898914085766
2024-07-14,24.730670687281307
2024-07-15,44.51520723710635
2024-07-16,50.87452255669297
2024-07-17,52.28770373882333
2024-07-18,49.461341374562615
2024-07-19,40.98225428178045
2024-07-20,23.317489505150945
2024-07-21,24.024080096216125
2024-07-22,55.114066103084056
2024-07-23,52.99429432988851
2024-07-24,51.58111314775815
2024-07-25,52.28770373882333
2024-07-26,45.22179782817153
2024-07-27,24.730670687281307
2024-07-28,25.437261278346487
2024-07-29,49.461341374562615
2024-07-30,54.40747551201888
2024-07-31,50.87452255669297
2024-08-01,46.63497901030189
2024-08-02,40.98225428178045
2024-08-03,25.437261278346487
2024-08-04,26.143851869411666
2024-08-05,49.461341374562615
2024-08-06,52.99429432988851
2024-08-07,52.99429432988851
2024-08-08,48.754750783497435
2024-08-09,42.395435463910815
2024-08-10,23.317489505150945
2024-08-11,26.143851869411666
2024-08-12,50.167931965627794
2024-08-13,51.58111314775815
2024-08-14,55.820656694149235
2024-08-15,52.28770373882333
2024-08-16,45.92838841923671
2024-08-17,25.437261278346487
2024-08-18,27.013129928074132
2024-08-19,51.60758309976693
2024-08-20,55.41224588210523
2024-08-21,54.379555151680854
2024-08-22,54.732850447213444
2024-08-23,45.03094826551468
2024-08-24,25.62714390211717
2024-08-25,28.399115954031096
2024-08-26,56.11883647317041
2024-08-27,56.79823190806219
2024-08-28,56.79823190806219
2024-08-29,55.41224588210523
2024-08-30,43.29166694402513
2024-08-31,24.59445317169279
2024-09-01,24.2411578761602
2024-09-02,24.59445317169279
2024-09-03,55.76554117763782
2024-09-04,58.53751322955175
2024-09-05,57.15152720359478
2024-09-06,46.41693429147165
2024-09-07,27.013129928074132
2024-09-08,27.366425223606722
2024-09-09,55.41224588210523
2024-09-10,55.76554117763782
2024-09-11,56.79823190806219
2024-09-12,58.18421793401916
2024-09-13,48.4823157523204
2024-09-14,25.98043919764976
2024-09-15,25.98043919764976
2024-09-16,50.57489236934255
2024-09-17,58.428007400693545
2024-09-18,59.78679827047712
2024-09-19,54.35163479134283
2024-09-20,47.55768044242498
2024-09-21,24.458235656104275
2024-09-22,27.175817395671416
