Time,harris
2023-05-10,45.87015721956081
2023-05-11,45.247066199401985
2023-05-12,54.25811015014629
2023-05-13,47.83535350287753
2023-05-14,49.08153554319519
2023-05-15,50.423640806353085
2023-05-16,45.87015721956081
2023-05-17,46.493248239719634
2023-05-18,45.247066199401985
2023-05-19,45.247066199401985
2023-05-20,34.27082596534096
2023-05-21,34.27082596534096
2023-05-22,45.247066199401985
2023-05-23,45.87015721956081
2023-05-24,45.87015721956081
2023-05-25,43.28186991608526
2023-05-26,41.12400733048259
2023-05-27,38.63164324984728
2023-05-28,37.38546120952962
2023-05-29,43.616371411117896
2023-05-30,42.37018937080025
2023-05-31,44.86255345143555
2023-06-01,44.86255345143555
2023-06-02,48.60109957238851
2023-06-03,38.63164324984728
2023-06-04,36.139279169211974
2023-06-05,47.35491753207086
2023-06-06,49.84728161270617
2023-06-07,48.60109957238851
2023-06-08,44.86255345143555
2023-06-09,42.37018937080025
2023-06-10,34.89309712889432
2023-06-11,34.89309712889432
2023-06-12,44.86255345143555
2023-06-13,44.86255345143555
2023-06-14,48.60109957238851
2023-06-15,46.10873549175321
2023-06-16,43.616371411117896
2023-06-17,39.877825290164935
2023-06-18,46.10873549175321
2023-06-19,46.10873549175321
2023-06-20,46.10873549175321
2023-06-21,46.10873549175321
2023-06-22,42.37018937080025
2023-06-23,47.35491753207086
2023-06-24,42.37018937080025
2023-06-25,46.10873549175321
2023-06-26,46.10873549175321
2023-06-27,51.093463653023825
2023-06-28,51.093463653023825
2023-06-29,44.86255345143555
2023-06-30,47.35491753207086
2023-07-01,39.877825290164935
2023-07-02,37.38546120952962
2023-07-03,44.86255345143555
2023-07-04,42.37018937080025
2023-07-05,46.10873549175321
2023-07-06,46.10873549175321
2023-07-07,46.10873549175321
2023-07-08,54.832009773976786
2023-07-09,42.37018937080025
2023-07-10,43.616371411117896
2023-07-11,47.35491753207086
2023-07-12,48.60109957238851
2023-07-13,53.58582773365913
2023-07-14,53.58582773365913
2023-07-15,37.38546120952962
2023-07-16,42.37018937080025
2023-07-17,52.33964569334148
2023-07-18,46.10873549175321
2023-07-19,47.35491753207086
2023-07-20,56.07819181429444
2023-07-21,59.8167379352474
2023-07-22,47.35491753207086
2023-07-23,47.35491753207086
2023-07-24,47.35491753207086
2023-07-25,46.10873549175321
2023-07-26,47.35491753207086
2023-07-27,44.86255345143555
2023-07-28,43.616371411117896
2023-07-29,41.12400733048259
2023-07-30,36.139279169211974
2023-07-31,48.60109957238851
2023-08-01,48.60109957238851
2023-08-02,48.60109957238851
2023-08-03,44.86255345143555
2023-08-04,42.37018937080025
2023-08-05,38.63164324984728
2023-08-06,36.139279169211974
2023-08-07,47.35491753207086
2023-08-08,43.616371411117896
2023-08-09,44.86255345143555
2023-08-10,46.10873549175321
2023-08-11,44.86255345143555
2023-08-12,38.63164324984728
2023-08-13,34.89309712889432
2023-08-14,47.35491753207086
2023-08-15,48.60109957238851
2023-08-16,48.60109957238851
2023-08-17,67.29383017715332
2023-08-18,46.10873549175321
2023-08-19,41.12400733048259
2023-08-20,41.12400733048259
2023-08-21,46.10873549175321
2023-08-22,52.33964569334148
2023-08-23,43.616371411117896
2023-08-24,44.86255345143555
2023-08-25,44.86255345143555
2023-08-26,39.877825290164935
2023-08-27,42.37018937080025
2023-08-28,48.60109957238851
2023-08-29,44.86255345143555
2023-08-30,46.10873549175321
2023-08-31,46.10873549175321
2023-09-01,51.093463653023825
2023-09-02,38.63164324984728
2023-09-03,38.63164324984728
2023-09-04,43.616371411117896
2023-09-05,46.10873549175321
2023-09-06,51.093463653023825
2023-09-07,49.84728161270617
2023-09-08,47.35491753207086
2023-09-09,37.38546120952962
2023-09-10,48.60109957238851
2023-09-11,56.07819181429444
2023-09-12,52.33964569334148
2023-09-13,47.35491753207086
2023-09-14,44.86255345143555
2023-09-15,42.37018937080025
2023-09-16,36.139279169211974
2023-09-17,37.38546120952962
2023-09-18,47.35491753207086
2023-09-19,51.093463653023825
2023-09-20,46.10873549175321
2023-09-21,46.10873549175321
2023-09-22,41.12400733048259
2023-09-23,33.64691508857666
2023-09-24,41.12400733048259
2023-09-25,49.84728161270617
2023-09-26,42.37018937080025
2023-09-27,41.12400733048259
2023-09-28,54.832009773976786
2023-09-29,46.10873549175321
2023-09-30,37.38546120952962
2023-10-01,43.616371411117896
2023-10-02,42.37018937080025
2023-10-03,42.37018937080025
2023-10-04,44.86255345143555
2023-10-05,42.37018937080025
2023-10-06,46.10873549175321
2023-10-07,38.63164324984728
2023-10-08,36.139279169211974
2023-10-09,42.37018937080025
2023-10-10,46.10873549175321
2023-10-11,48.60109957238851
2023-10-12,49.84728161270617
2023-10-13,47.35491753207086
2023-10-14,52.33964569334148
2023-10-15,38.63164324984728
2023-10-16,124.61820403176543
2023-10-17,56.07819181429444
2023-10-18,64.80146609651803
2023-10-19,52.33964569334148
2023-10-20,49.84728161270617
2023-10-21,46.10873549175321
2023-10-22,41.12400733048259
2023-10-23,44.86255345143555
2023-10-24,42.37018937080025
2023-10-25,43.616371411117896
2023-10-26,43.616371411117896
2023-10-27,44.86255345143555
2023-10-28,34.89309712889432
2023-10-29,41.12400733048259
2023-10-30,47.35491753207086
2023-10-31,46.10873549175321
2023-11-01,46.10873549175321
2023-11-02,49.84728161270617
2023-11-03,49.84728161270617
2023-11-04,39.877825290164935
2023-11-05,34.89309712889432
2023-11-06,46.10873549175321
2023-11-07,51.093463653023825
2023-11-08,52.33964569334148
2023-11-09,44.86255345143555
2023-11-10,44.86255345143555
2023-11-11,36.139279169211974
2023-11-12,36.139279169211974
2023-11-13,43.616371411117896
2023-11-14,43.616371411117896
2023-11-15,49.84728161270617
2023-11-16,44.86255345143555
2023-11-17,42.37018937080025
2023-11-18,38.63164324984728
2023-11-19,42.37018937080025
2023-11-20,44.86255345143555
2023-11-21,46.10873549175321
2023-11-22,47.35491753207086
2023-11-23,51.093463653023825
2023-11-24,33.64691508857666
2023-11-25,36.139279169211974
2023-11-26,37.38546120952962
2023-11-27,58.57055589492975
2023-11-28,56.07819181429444
2023-11-29,58.57055589492975
2023-11-30,51.093463653023825
2023-12-01,49.84728161270617
2023-12-02,41.12400733048259
2023-12-03,36.139279169211974
2023-12-04,42.37018937080025
2023-12-05,41.12400733048259
2023-12-06,43.616371411117896
2023-12-07,47.35491753207086
2023-12-08,47.35491753207086
2023-12-09,38.63164324984728
2023-12-10,37.38546120952962
2023-12-11,43.616371411117896
2023-12-12,42.37018937080025
2023-12-13,44.86255345143555
2023-12-14,43.616371411117896
2023-12-15,43.616371411117896
2023-12-16,48.60109957238851
2023-12-17,36.139279169211974
2023-12-18,42.37018937080025
2023-12-19,43.616371411117896
2023-12-20,51.093463653023825
2023-12-21,47.35491753207086
2023-12-22,46.73182651191203
2023-12-23,49.84728161270617
2023-12-24,49.224190592547345
2023-12-25,49.224190592547345
2023-12-26,37.634697617593154
2023-12-27,47.97800855222968
2023-12-28,46.10873549175321
2023-12-29,45.48564447159438
2023-12-30,39.503970678069635
2023-12-31,48.60109957238851
2024-01-01,49.224190592547345
2024-01-02,47.97800855222968
2024-01-03,49.224190592547345
2024-01-04,47.35491753207086
2024-01-05,45.48564447159438
2024-01-06,55.20586438607208
2024-01-07,46.10873549175321
2024-01-08,47.35491753207086
2024-01-09,45.48564447159438
2024-01-10,46.73182651191203
2024-01-11,46.73182651191203
2024-01-12,49.224190592547345
2024-01-13,44.86255345143555
2024-01-14,37.01160659743433
2024-01-15,55.20586438607208
2024-01-16,47.97800855222968
2024-01-17,48.60109957238851
2024-01-18,46.10873549175321
2024-01-19,44.86255345143555
2024-01-20,38.88087965791081
2024-01-21,37.883934025656686
2024-01-22,47.35491753207086
2024-01-23,47.35491753207086
2024-01-24,47.35491753207086
2024-01-25,47.35491753207086
2024-01-26,37.883934025656686
2024-01-27,37.883934025656686
2024-01-28,28.412950519242514
2024-01-29,37.883934025656686
2024-01-30,47.35491753207086
2024-01-31,47.35491753207086
2024-02-01,47.35491753207086
2024-02-02,47.35491753207086
2024-02-03,37.883934025656686
2024-02-04,37.883934025656686
2024-02-05,47.35491753207086
2024-02-06,47.35491753207086
2024-02-07,47.35491753207086
2024-02-08,47.35491753207086
2024-02-09,47.35491753207086
2024-02-10,37.883934025656686
2024-02-11,37.883934025656686
2024-02-12,47.35491753207086
2024-02-13,47.35491753207086
2024-02-14,47.35491753207086
2024-02-15,47.35491753207086
2024-02-16,47.35491753207086
2024-02-17,37.883934025656686
2024-02-18,37.883934025656686
2024-02-19,37.883934025656686
2024-02-20,47.35491753207086
2024-02-21,47.35491753207086
2024-02-22,47.35491753207086
2024-02-23,47.35491753207086
2024-02-24,37.883934025656686
2024-02-25,37.883934025656686
2024-02-26,37.883934025656686
2024-02-27,47.35491753207086
2024-02-28,47.35491753207086
2024-02-29,47.35491753207086
2024-03-01,47.35491753207086
2024-03-02,28.412950519242514
2024-03-03,37.883934025656686
2024-03-04,47.35491753207086
2024-03-05,56.82590103848503
2024-03-06,56.82590103848503
2024-03-07,47.35491753207086
2024-03-08,66.2968845448992
2024-03-09,37.883934025656686
2024-03-10,37.883934025656686
2024-03-11,47.35491753207086
2024-03-12,47.35491753207086
2024-03-13,47.35491753207086
2024-03-14,47.35491753207086
2024-03-15,47.35491753207086
2024-03-16,37.883934025656686
2024-03-17,37.883934025656686
2024-03-18,47.35491753207086
2024-03-19,47.35491753207086
2024-03-20,37.883934025656686
2024-03-21,37.883934025656686
2024-03-22,37.883934025656686
2024-03-23,37.883934025656686
2024-03-24,37.883934025656686
2024-03-25,47.35491753207086
2024-03-26,47.35491753207086
2024-03-27,47.35491753207086
2024-03-28,37.883934025656686
2024-03-29,37.883934025656686
2024-03-30,37.883934025656686
2024-03-31,37.883934025656686
2024-04-01,47.35491753207086
2024-04-02,37.883934025656686
2024-04-03,37.883934025656686
2024-04-04,47.35491753207086
2024-04-05,47.35491753207086
2024-04-06,37.883934025656686
2024-04-07,37.883934025656686
2024-04-08,37.883934025656686
2024-04-09,47.35491753207086
2024-04-10,47.35491753207086
2024-04-11,47.35491753207086
2024-04-12,47.35491753207086
2024-04-13,37.883934025656686
2024-04-14,37.883934025656686
2024-04-15,47.35491753207086
2024-04-16,47.35491753207086
2024-04-17,47.35491753207086
2024-04-18,37.883934025656686
2024-04-19,47.35491753207086
2024-04-20,47.35491753207086
2024-04-21,37.883934025656686
2024-04-22,47.35491753207086
2024-04-23,37.883934025656686
2024-04-24,47.35491753207086
2024-04-25,56.82590103848503
2024-04-26,66.2968845448992
2024-04-27,56.82590103848503
2024-04-28,56.82590103848503
2024-04-29,56.82590103848503
2024-04-30,56.82590103848503
2024-05-01,47.35491753207086
2024-05-02,47.35491753207086
2024-05-03,66.2968845448992
2024-05-04,37.883934025656686
2024-05-05,47.35491753207086
2024-05-06,47.35491753207086
2024-05-07,56.82590103848503
2024-05-08,47.35491753207086
2024-05-09,37.883934025656686
2024-05-10,37.883934025656686
2024-05-11,37.883934025656686
2024-05-12,37.883934025656686
2024-05-13,37.883934025656686
2024-05-14,47.35491753207086
2024-05-15,47.35491753207086
2024-05-16,47.35491753207086
2024-05-17,47.35491753207086
2024-05-18,37.883934025656686
2024-05-19,37.883934025656686
2024-05-20,37.883934025656686
2024-05-21,37.883934025656686
2024-05-22,37.883934025656686
2024-05-23,37.883934025656686
2024-05-24,37.883934025656686
2024-05-25,37.883934025656686
2024-05-26,37.883934025656686
2024-05-27,37.883934025656686
2024-05-28,47.35491753207086
2024-05-29,47.35491753207086
2024-05-30,47.35491753207086
2024-05-31,47.35491753207086
2024-06-01,37.883934025656686
2024-06-02,37.883934025656686
2024-06-03,37.883934025656686
2024-06-04,47.35491753207086
2024-06-05,47.35491753207086
2024-06-06,47.35491753207086
2024-06-07,37.883934025656686
2024-06-08,37.883934025656686
2024-06-09,37.883934025656686
2024-06-10,47.35491753207086
2024-06-11,47.35491753207086
2024-06-12,47.35491753207086
2024-06-13,47.35491753207086
2024-06-14,47.35491753207086
2024-06-15,37.883934025656686
2024-06-16,37.883934025656686
2024-06-17,47.35491753207086
2024-06-18,47.35491753207086
2024-06-19,47.35491753207086
2024-06-20,37.883934025656686
2024-06-21,37.883934025656686
2024-06-22,37.883934025656686
2024-06-23,37.883934025656686
2024-06-24,47.35491753207086
2024-06-25,47.35491753207086
2024-06-26,47.35491753207086
2024-06-27,47.35491753207086
2024-06-28,75.76786805131337
2024-06-29,56.82590103848503
2024-06-30,47.35491753207086
2024-07-01,75.76786805131337
2024-07-02,66.2968845448992
2024-07-03,85.23885155772754
2024-07-04,85.23885155772754
2024-07-05,75.76786805131337
2024-07-06,56.82590103848503
2024-07-07,66.2968845448992
2024-07-08,66.2968845448992
2024-07-09,56.82590103848503
2024-07-10,56.82590103848503
2024-07-11,85.23885155772754
2024-07-12,85.23885155772754
2024-07-13,66.2968845448992
2024-07-14,56.82590103848503
2024-07-15,56.82590103848503
2024-07-16,56.82590103848503
2024-07-17,66.2968845448992
2024-07-18,104.18081857055589
2024-07-19,104.18081857055589
2024-07-20,75.76786805131337
2024-07-21,681.9108124618203
2024-07-22,947.0983506414171
2024-07-23,786.0916310323762
2024-07-24,615.6139279169212
2024-07-25,672.4398289554061
2024-07-26,501.9621258399511
2024-07-27,359.8973732437385
2024-07-28,284.12950519242514
2024-07-29,274.658521686011
2024-07-30,303.0714722052535
2024-07-31,369.36835675015266
2024-08-01,397.7813072693952
2024-08-02,293.6004886988393
2024-08-03,255.71655467318263
2024-08-04,255.71655467318263
2024-08-05,255.71655467318263
2024-08-06,511.43310934636526
2024-08-07,369.36835675015266
2024-08-08,274.658521686011
2024-08-09,246.24557116676846
2024-08-10,246.24557116676846
2024-08-11,227.3036041539401
2024-08-12,208.36163714111177
2024-08-13,189.41967012828343
2024-08-14,179.94868662186926
2024-08-15,179.94868662186926
2024-08-16,189.41967012828343
2024-08-17,179.94868662186926
2024-08-18,170.9060390529311
2024-08-19,170.9060390529311
2024-08-20,251.62356682618957
2024-08-21,276.5384405227113
2024-08-22,256.3590585793967
2024-08-23,582.7272464951513
2024-08-24,236.17967663608204
2024-08-25,195.82091274945282
2024-08-26,191.08542099624572
2024-08-27,191.08542099624572
2024-08-28,170.9060390529311
2024-08-29,236.17967663608204
2024-08-30,301.453314219233
2024-08-31,150.7266571096165
2024-09-01,150.7266571096165
2024-09-02,150.7266571096165
2024-09-03,150.7266571096165
2024-09-04,150.7266571096165
2024-09-05,150.7266571096165
2024-09-06,130.54727516630186
2024-09-07,130.54727516630186
2024-09-08,145.9911653564094
2024-09-09,170.9060390529311
2024-09-10,236.17967663608204
2024-09-11,773.8126674913971
2024-09-12,316.89720440934053
2024-09-13,236.17967663608204
2024-09-14,211.26480293956035
2024-09-15,186.34992924303862
2024-09-16,166.17054729972403
2024-09-17,171.33437499040713
2024-09-18,149.91757811660625
2024-09-19,149.91757811660625
2024-09-20,171.33437499040713
2024-09-21,171.33437499040713
2024-09-22,149.91757811660625
2024-09-23,149.91757811660625
2024-09-24,149.91757811660625
2024-09-25,171.33437499040713
2024-09-26,149.91757811660625
2024-09-27,128.50078124280535
2024-09-28,128.50078124280535
2024-09-29,149.91757811660625
2024-09-30,149.91757811660625
2024-10-01,128.50078124280535
2024-10-02,149.91757811660625
2024-10-03,149.91757811660625
