Time,canva
2022-07-25,50.0
2022-07-26,51.0
2022-07-27,53.0
2022-07-28,53.0
2022-07-29,46.0
2022-07-30,29.0
2022-07-31,32.0
2022-08-01,48.0
2022-08-02,57.0
2022-08-03,55.0
2022-08-04,56.0
2022-08-05,52.0
2022-08-06,33.0
2022-08-07,34.0
2022-08-08,55.0
2022-08-09,63.0
2022-08-10,66.0
2022-08-11,66.0
2022-08-12,55.0
2022-08-13,34.0
2022-08-14,36.0
2022-08-15,61.0
2022-08-16,74.0
2022-08-17,74.0
2022-08-18,78.0
2022-08-19,70.0
2022-08-20,36.0
2022-08-21,41.0
2022-08-22,78.0
2022-08-23,92.0
2022-08-24,85.0
2022-08-25,100.0
2022-08-26,81.0
2022-08-27,38.0
2022-08-28,41.0
2022-08-29,85.98610662358644
2022-08-30,92.14684975767366
2022-08-31,98.30759289176092
2022-09-01,88.25040387722133
2022-09-02,72.03247172859452
2022-09-03,35.20016155088853
2022-09-04,36.83231017770598
2022-09-05,46.38949919224556
2022-09-06,91.01470113085622
2022-09-07,94.41114701130857
2022-09-08,87.61825525040388
2022-09-09,82.08966074313409
2022-09-10,37.96445880452343
2022-09-11,41.360904684975765
2022-09-12,88.25040387722133
2022-09-13,86.48610662358644
2022-09-14,93.27899838449112
2022-09-15,97.17544426494345
2022-09-16,79.8253634894992
2022-09-17,37.96445880452343
2022-09-18,39.09660743134087
2022-09-19,89.88255250403878
2022-09-20,96.54329563812601
2022-09-21,92.64684975767366
2022-09-22,91.01470113085622
2022-09-23,79.8253634894992
2022-09-24,35.70016155088853
2022-09-25,44.625201938610665
2022-09-26,83.72180936995153
2022-09-27,91.51470113085622
2022-09-28,88.50080775444266
2022-09-29,89.76510500807755
2022-09-30,82.17932148626818
2022-10-01,36.664620355411955
2022-10-02,40.45751211631664
2022-10-03,89.76510500807755
2022-10-04,93.55799676898224
2022-10-05,93.55799676898224
2022-10-06,89.76510500807755
2022-10-07,79.65072697899839
2022-10-08,40.45751211631664
2022-10-09,37.928917609046856
2022-10-10,77.1221324717286
2022-10-11,91.02940226171245
2022-10-12,87.23651050080777
2022-10-13,94.82229402261713
2022-10-14,75.85783521809371
2022-10-15,37.928917609046856
2022-10-16,41.721809369951536
2022-10-17,83.44361873990307
2022-10-18,91.02940226171245
2022-10-19,93.55799676898224
2022-10-20,88.50080775444266
2022-10-21,77.1221324717286
2022-10-22,36.664620355411955
2022-10-23,44.25040387722133
2022-10-24,88.50080775444266
2022-10-25,101.14378029079161
2022-10-26,94.82229402261713
2022-10-27,92.29369951534734
2022-10-28,77.1221324717286
2022-10-29,35.40032310177706
2022-10-30,45.514701130856224
2022-10-31,85.97221324717286
2022-11-01,85.97221324717286
2022-11-02,94.82229402261713
2022-11-03,93.55799676898224
2022-11-04,82.17932148626818
2022-11-05,39.19321486268175
2022-11-06,37.928917609046856
2022-11-07,88.50080775444266
2022-11-08,84.70791599353797
2022-11-09,92.29369951534734
2022-11-10,87.23651050080777
2022-11-11,72.06494345718902
2022-11-12,39.19321486268175
2022-11-13,42.98610662358643
2022-11-14,92.29369951534734
2022-11-15,97.35088852988692
2022-11-16,99.87948303715672
2022-11-17,102.4080775444265
2022-11-18,84.70791599353797
2022-11-19,41.721809369951536
2022-11-20,40.45751211631664
2022-11-21,72.06494345718902
2022-11-22,72.06494345718902
2022-11-23,50.571890145395805
2022-11-24,31.607431340872377
2022-11-25,32.871728594507275
2022-11-26,34.13602584814217
2022-11-27,41.721809369951536
2022-11-28,88.50080775444266
2022-11-29,98.61518578352182
2022-11-30,108.72956381260097
2022-12-01,102.4080775444265
2022-12-02,96.08659127625202
2022-12-03,40.45751211631664
2022-12-04,45.514701130856224
2022-12-05,102.4080775444265
2022-12-06,102.4080775444265
2022-12-07,103.6723747980614
2022-12-08,99.87948303715672
2022-12-09,85.97221324717286
2022-12-10,41.721809369951536
2022-12-11,44.25040387722133
2022-12-12,93.55799676898224
2022-12-13,91.02940226171245
2022-12-14,91.02940226171245
2022-12-15,85.97221324717286
2022-12-16,70.80064620355412
2022-12-17,36.664620355411955
2022-12-18,34.13602584814217
2022-12-19,68.27205169628434
2022-12-20,63.214862681744755
2022-12-21,58.157673667205174
2022-12-22,49.30759289176091
2022-12-23,41.721809369951536
2022-12-24,32.871728594507275
2022-12-25,29.078836833602587
2022-12-26,30.34313408723748
2022-12-27,41.721809369951536
2022-12-28,44.25040387722133
2022-12-29,44.25040387722133
2022-12-30,42.98610662358643
2022-12-31,36.664620355411955
2023-01-01,36.664620355411955
2023-01-02,49.30759289176091
2023-01-03,70.80064620355412
2023-01-04,83.44361873990307
2023-01-05,87.23651050080777
2023-01-06,83.44361873990307
2023-01-07,42.98610662358643
2023-01-08,42.98610662358643
2023-01-09,89.76510500807755
2023-01-10,99.87948303715672
2023-01-11,102.4080775444265
2023-01-12,91.02940226171245
2023-01-13,93.55799676898224
2023-01-14,44.25040387722133
2023-01-15,41.721809369951536
2023-01-16,55.62907915993539
2023-01-17,98.61518578352182
2023-01-18,97.35088852988692
2023-01-19,96.08659127625202
2023-01-20,91.02940226171245
2023-01-21,45.514701130856224
2023-01-22,45.514701130856224
2023-01-23,96.08659127625202
2023-01-24,106.20096930533118
2023-01-25,104.93667205169629
2023-01-26,104.93667205169629
2023-01-27,96.08659127625202
2023-01-28,51.8361873990307
2023-01-29,42.98610662358643
2023-01-30,94.82229402261713
2023-01-31,107.46526655896608
2023-02-01,107.46526655896608
2023-02-02,102.4080775444265
2023-02-03,98.61518578352182
2023-02-04,51.8361873990307
2023-02-05,46.77899838449112
2023-02-06,103.6723747980614
2023-02-07,113.78675282714056
2023-02-08,112.52245557350567
2023-02-09,108.72956381260097
2023-02-10,101.14378029079161
2023-02-11,48.04329563812601
2023-02-12,46.77899838449112
2023-02-13,99.87948303715672
2023-02-14,112.52245557350567
2023-02-15,109.99386106623588
2023-02-16,109.99386106623588
2023-02-17,89.76510500807755
2023-02-18,42.98610662358643
2023-02-19,44.25040387722133
2023-02-20,67.00775444264944
2023-02-21,101.14378029079161
2023-02-22,99.87948303715672
2023-02-23,96.08659127625202
2023-02-24,99.87948303715672
2023-02-25,46.77899838449112
2023-02-26,46.77899838449112
2023-02-27,102.4080775444265
2023-02-28,108.72956381260097
2023-03-01,111.25815831987077
2023-03-02,112.52245557350567
2023-03-03,96.08659127625202
2023-03-04,45.514701130856224
2023-03-05,49.30759289176091
2023-03-06,101.14378029079161
2023-03-07,103.6723747980614
2023-03-08,111.25815831987077
2023-03-09,108.72956381260097
2023-03-10,92.29369951534734
2023-03-11,42.98610662358643
2023-03-12,41.721809369951536
2023-03-13,85.97221324717286
2023-03-14,94.82229402261713
2023-03-15,94.82229402261713
2023-03-16,94.82229402261713
2023-03-17,82.17932148626818
2023-03-18,39.19321486268175
2023-03-19,46.77899838449112
2023-03-20,93.55799676898224
2023-03-21,104.93667205169629
2023-03-22,102.4080775444265
2023-03-23,107.46526655896608
2023-03-24,94.82229402261713
2023-03-25,41.721809369951536
2023-03-26,44.25040387722133
2023-03-27,101.14378029079161
2023-03-28,107.46526655896608
2023-03-29,104.93667205169629
2023-03-30,106.20096930533118
2023-03-31,87.23651050080777
2023-04-01,42.98610662358643
2023-04-02,44.25040387722133
2023-04-03,94.82229402261713
2023-04-04,98.61518578352182
2023-04-05,96.08659127625202
2023-04-06,93.55799676898224
2023-04-07,59.42197092084007
2023-04-08,41.721809369951536
2023-04-09,41.721809369951536
2023-04-10,88.50080775444266
2023-04-11,104.93667205169629
2023-04-12,103.6723747980614
2023-04-13,104.93667205169629
2023-04-14,97.35088852988692
2023-04-15,45.514701130856224
2023-04-16,46.77899838449112
2023-04-17,103.6723747980614
2023-04-18,113.78675282714056
2023-04-19,116.31534733441035
2023-04-20,113.78675282714056
2023-04-21,99.87948303715672
2023-04-22,46.77899838449112
2023-04-23,53.10048465266559
2023-04-24,115.05105008077545
2023-04-25,120.10823909531503
2023-04-26,117.47002710147049
2023-04-27,117.47002710147049
2023-04-28,95.8257481241907
2023-04-29,48.964167008966
2023-04-30,53.37547880973753
2023-05-01,121.04305026213562
2023-05-02,121.88133890224202
2023-05-03,123.98392479598331
2023-05-04,122.51348752905946
2023-05-05,100.86920855177968
2023-05-06,48.33201838214855
2023-05-07,48.33201838214855
2023-05-08,115.99958983454664
2023-05-09,124.61607342280075
2023-05-10,123.98392479598331
2023-05-11,120.41090163531817
2023-05-12,112.4265666738815
2023-05-13,51.90504154281369
2023-05-14,48.33201838214855
2023-05-15,118.94046436839433
2023-05-16,126.924799329831
2023-05-17,121.88133890224202
2023-05-18,115.99958983454664
2023-05-19,107.38310624629251
2023-05-20,43.288557954559565
2023-05-21,46.229432488407255
2023-05-22,107.38310624629251
2023-05-23,118.94046436839433
2023-05-24,107.38310624629251
2023-05-25,102.33964581870353
2023-05-26,80.47570945021421
2023-05-27,41.9144320053199
2023-05-28,38.56127744489431
2023-05-29,48.62074112617108
2023-05-30,90.53517313149099
2023-05-31,97.24148225234217
2023-06-01,88.8585958512782
2023-06-02,82.15228673042701
2023-06-03,45.267586565745496
2023-06-04,45.267586565745496
2023-06-05,88.8585958512782
2023-06-06,93.88832769191657
2023-06-07,90.53517313149099
2023-06-08,85.5054412908526
2023-06-09,73.76940032936302
2023-06-10,41.9144320053199
2023-06-11,43.5910092855327
2023-06-12,82.15228673042701
2023-06-13,78.79913217000141
2023-06-14,82.15228673042701
2023-06-15,78.79913217000141
2023-06-16,62.03335936787345
2023-06-17,43.5910092855327
2023-06-18,41.9144320053199
2023-06-19,58.680204807447865
2023-06-20,70.41624576893743
2023-06-21,72.09282304915023
2023-06-22,68.73966848872463
2023-06-23,57.00362752723507
2023-06-24,40.237854725107105
2023-06-25,41.9144320053199
2023-06-26,65.38651392829905
2023-06-27,78.79913217000141
2023-06-28,70.41624576893743
2023-06-29,72.09282304915023
2023-06-30,57.00362752723507
2023-07-01,40.237854725107105
2023-07-02,38.56127744489431
2023-07-03,51.97389568659668
2023-07-04,41.9144320053199
2023-07-05,55.32705024702227
2023-07-06,67.06309120851185
2023-07-07,60.35678208766066
2023-07-08,46.944163845958286
2023-07-09,45.267586565745496
2023-07-10,68.73966848872463
2023-07-11,75.44597760957582
2023-07-12,75.44597760957582
2023-07-13,68.73966848872463
2023-07-14,63.70993664808625
2023-07-15,41.9144320053199
2023-07-16,45.267586565745496
2023-07-17,70.41624576893743
2023-07-18,80.47570945021421
2023-07-19,80.47570945021421
2023-07-20,68.73966848872463
2023-07-21,62.03335936787345
2023-07-22,41.9144320053199
2023-07-23,45.267586565745496
2023-07-24,70.41624576893743
2023-07-25,87.1820185710654
2023-07-26,85.5054412908526
2023-07-27,82.15228673042701
2023-07-28,70.41624576893743
2023-07-29,46.944163845958286
2023-07-30,45.267586565745496
2023-07-31,83.8288640106398
2023-08-01,90.53517313149099
2023-08-02,92.21175041170379
2023-08-03,88.8585958512782
2023-08-04,85.5054412908526
2023-08-05,48.62074112617108
2023-08-06,51.97389568659668
2023-08-07,97.24148225234217
2023-08-08,103.94779137319335
2023-08-09,107.30094593361895
2023-08-10,108.97752321383174
2023-08-11,103.94779137319335
2023-08-12,48.62074112617108
2023-08-13,57.00362752723507
2023-08-14,102.27121409298056
2023-08-15,115.68383233468293
2023-08-16,124.0667187357469
2023-08-17,124.0667187357469
2023-08-18,108.97752321383174
2023-08-19,51.97389568659668
2023-08-20,58.680204807447865
2023-08-21,120.71356417532132
2023-08-22,129.0964505763853
2023-08-23,139.15591425766206
2023-08-24,135.80275969723647
2023-08-25,115.68383233468293
2023-08-26,55.32705024702227
2023-08-27,58.680204807447865
2023-08-28,127.4198732961725
2023-08-29,142.50906881808766
2023-08-30,135.80275969723647
2023-08-31,137.47933697744926
2023-09-01,132.4496051368109
2023-09-02,50.29731840638388
2023-09-03,50.29731840638388
2023-09-04,62.03335936787345
2023-09-05,132.4496051368109
2023-09-06,137.47933697744926
2023-09-07,147.53880065872605
2023-09-08,130.7730278565981
2023-09-09,50.29731840638388
2023-09-10,57.00362752723507
2023-09-11,132.4496051368109
2023-09-12,164.30457346085402
2023-09-13,145.86222337851325
2023-09-14,149.21537793893884
2023-09-15,122.3901414555341
2023-09-16,51.97389568659668
2023-09-17,58.680204807447865
2023-09-18,137.47933697744926
2023-09-19,145.86222337851325
2023-09-20,139.15591425766206
2023-09-21,147.53880065872605
2023-09-22,125.7432960159597
2023-09-23,51.97389568659668
2023-09-24,57.00362752723507
2023-09-25,132.4496051368109
2023-09-26,145.86222337851325
2023-09-27,144.18564609830045
2023-09-28,149.21537793893884
2023-09-29,132.4496051368109
2023-09-30,53.650472966809474
2023-10-01,57.00362752723507
2023-10-02,134.1261824170237
2023-10-03,147.53880065872605
2023-10-04,142.50906881808766
2023-10-05,142.50906881808766
2023-10-06,122.3901414555341
2023-10-07,57.00362752723507
2023-10-08,55.32705024702227
2023-10-09,117.36040961489573
2023-10-10,137.47933697744926
2023-10-11,137.47933697744926
2023-10-12,125.7432960159597
2023-10-13,117.36040961489573
2023-10-14,51.97389568659668
2023-10-15,60.35678208766066
2023-10-16,134.1261824170237
2023-10-17,139.15591425766206
2023-10-18,144.18564609830045
2023-10-19,145.86222337851325
2023-10-20,127.4198732961725
2023-10-21,51.97389568659668
2023-10-22,57.00362752723507
2023-10-23,140.83249153787486
2023-10-24,145.86222337851325
2023-10-25,147.53880065872605
2023-10-26,139.15591425766206
2023-10-27,122.3901414555341
2023-10-28,51.97389568659668
2023-10-29,51.97389568659668
2023-10-30,137.47933697744926
2023-10-31,137.47933697744926
2023-11-01,142.50906881808766
2023-11-02,147.53880065872605
2023-11-03,124.0667187357469
2023-11-04,55.32705024702227
2023-11-05,58.680204807447865
2023-11-06,137.47933697744926
2023-11-07,145.86222337851325
2023-11-08,147.53880065872605
2023-11-09,147.53880065872605
2023-11-10,112.33067777425734
2023-11-11,60.35678208766066
2023-11-12,60.35678208766066
2023-11-13,140.83249153787486
2023-11-14,154.24510977957723
2023-11-15,155.92168705979003
2023-11-16,155.92168705979003
2023-11-17,130.7730278565981
2023-11-18,55.32705024702227
2023-11-19,55.32705024702227
2023-11-20,114.00725505447014
2023-11-21,110.65410049404454
2023-11-22,78.79913217000141
2023-11-23,48.62074112617108
2023-11-24,45.267586565745496
2023-11-25,48.62074112617108
2023-11-26,58.680204807447865
2023-11-27,145.86222337851325
2023-11-28,159.27484162021562
2023-11-29,164.30457346085402
2023-11-30,162.62799618064122
2023-12-01,152.56853249936444
2023-12-02,62.03335936787345
2023-12-03,67.06309120851185
2023-12-04,157.59826434000283
2023-12-05,165.9811507410668
2023-12-06,165.9811507410668
2023-12-07,167.6577280212796
2023-12-08,135.80275969723647
2023-12-09,57.00362752723507
2023-12-10,62.03335936787345
2023-12-11,142.50906881808766
2023-12-12,145.86222337851325
2023-12-13,140.83249153787486
2023-12-14,154.24510977957723
2023-12-15,132.4496051368109
2023-12-16,57.00362752723507
2023-12-17,58.680204807447865
2023-12-18,112.33067777425734
2023-12-19,120.71356417532132
2023-12-20,114.00725505447014
2023-12-21,93.88832769191657
2023-12-22,66.4991712953743
2023-12-23,50.423838899716024
2023-12-24,50.423838899716024
2023-12-25,48.486629403239014
2023-12-26,48.486629403239014
2023-12-27,57.07375602925345
2023-12-28,63.72367315879088
2023-12-29,63.72367315879088
2023-12-30,50.423838899716024
2023-12-31,57.91204466935985
2024-01-01,52.361048396193034
2024-01-02,96.97325880647803
2024-01-03,118.02193105146094
2024-01-04,125.51013682110475
2024-01-05,112.2103025620299
2024-01-06,59.84925416583687
2024-01-07,63.72367315879088
2024-01-08,129.38455581405879
2024-01-09,134.93555208722557
2024-01-10,152.10980533925448
2024-01-11,151.27151669914807
2024-01-12,132.16005395064218
2024-01-13,57.91204466935985
2024-01-14,57.07375602925345
2024-01-15,83.67342454740317
2024-01-16,122.73463868452134
2024-01-17,151.27151669914807
2024-01-18,154.0470148357315
2024-01-19,134.0972634471192
2024-01-20,63.72367315879088
2024-01-21,61.53956795675429
2024-01-22,140.66186961543838
2024-01-23,156.04676160462694
2024-01-24,160.4424450301094
2024-01-25,156.04676160462694
2024-01-26,147.25539475366205
2024-01-27,63.73740966949551
2024-01-28,70.33093480771919
2024-01-29,158.24460331736816
2024-01-30,167.03597016833308
2024-01-31,173.62949530655675
2024-02-01,171.43165359381553
2024-02-02,151.6510781791445
2024-02-03,65.93525138223674
2024-02-04,63.73740966949551
2024-02-05,153.8489198918857
2024-02-06,169.2338118810743
2024-02-07,171.43165359381553
2024-02-08,167.03597016833308
2024-02-09,149.45323646640327
2024-02-10,65.93525138223674
2024-02-11,70.33093480771919
2024-02-12,145.05755304092082
2024-02-13,164.83812845559186
2024-02-14,164.83812845559186
2024-02-15,160.4424450301094
2024-02-16,138.46402790269715
2024-02-17,59.34172624401307
2024-02-18,63.73740966949551
2024-02-19,105.49640221157878
2024-02-20,153.8489198918857
2024-02-21,162.64028674285063
2024-02-22,158.24460331736816
2024-02-23,145.05755304092082
2024-02-24,63.73740966949551
2024-02-25,68.13309309497797
2024-02-26,162.64028674285063
2024-02-27,169.2338118810743
2024-02-28,171.43165359381553
2024-02-29,169.2338118810743
2024-03-01,156.04676160462694
2024-03-02,68.13309309497797
2024-03-03,68.13309309497797
2024-03-04,158.24460331736816
2024-03-05,162.64028674285063
2024-03-06,169.2338118810743
2024-03-07,171.43165359381553
2024-03-08,140.66186961543838
2024-03-09,65.93525138223674
2024-03-10,65.93525138223674
2024-03-11,138.46402790269715
2024-03-12,153.8489198918857
2024-03-13,160.4424450301094
2024-03-14,145.05755304092082
2024-03-15,127.47481933899103
2024-03-16,57.14388453127184
2024-03-17,63.73740966949551
2024-03-18,151.6510781791445
2024-03-19,162.64028674285063
2024-03-20,167.03597016833308
2024-03-21,158.24460331736816
2024-03-22,138.46402790269715
2024-03-23,61.53956795675429
2024-03-24,68.13309309497797
2024-03-25,147.25539475366205
2024-03-26,153.8489198918857
2024-03-27,160.4424450301094
2024-03-28,151.6510781791445
2024-03-29,96.70503536061389
2024-03-30,54.946042818530614
2024-03-31,54.946042818530614
2024-04-01,129.67266105173226
2024-04-02,151.6510781791445
2024-04-03,153.8489198918857
2024-04-04,151.6510781791445
2024-04-05,134.0683444772147
2024-04-06,59.34172624401307
2024-04-07,70.33093480771919
2024-04-08,136.26618618995593
2024-04-09,175.82733701929797
2024-04-10,171.43165359381553
2024-04-11,164.83812845559186
2024-04-12,158.24460331736816
2024-04-13,63.73740966949551
2024-04-14,70.33093480771919
2024-04-15,171.43165359381553
2024-04-16,178.0251787320392
2024-04-17,180.22302044478042
2024-04-18,184.61870387026286
2024-04-19,158.24460331736816
2024-04-20,68.13309309497797
2024-04-21,76.92445994594286
2024-04-22,182.42086215752164
2024-04-23,197.80575414671023
2024-04-24,193.41007072122778
2024-04-25,195.607912433969
2024-04-26,162.64028674285063
2024-04-27,68.13309309497797
2024-04-28,76.92445994594286
2024-04-29,184.61870387026286
2024-04-30,200.00359585945145
2024-05-01,186.81654558300409
2024-05-02,206.59712099767512
2024-05-03,178.0251787320392
2024-05-04,68.13309309497797
2024-05-05,70.33093480771919
2024-05-06,186.81654558300409
2024-05-07,200.00359585945145
2024-05-08,200.00359585945145
2024-05-09,200.00359585945145
2024-05-10,175.82733701929797
2024-05-11,65.93525138223674
2024-05-12,70.33093480771919
2024-05-13,184.61870387026286
2024-05-14,197.80575414671023
2024-05-15,184.61870387026286
2024-05-16,184.61870387026286
2024-05-17,164.83812845559186
2024-05-18,65.93525138223674
2024-05-19,72.52877652046041
2024-05-20,173.62949530655675
2024-05-21,173.62949530655675
2024-05-22,167.03597016833308
2024-05-23,164.83812845559186
2024-05-24,140.66186961543838
2024-05-25,72.52877652046041
2024-05-26,57.14388453127184
2024-05-27,72.52877652046041
2024-05-28,156.04676160462694
2024-05-29,164.83812845559186
2024-05-30,151.6510781791445
2024-05-31,131.87050276447349
2024-06-01,65.93525138223674
2024-06-02,63.73740966949551
2024-06-03,136.26618618995593
2024-06-04,138.46402790269715
2024-06-05,134.0683444772147
2024-06-06,127.47481933899103
2024-06-07,103.29856049883756
2024-06-08,57.14388453127184
2024-06-09,61.53956795675429
2024-06-10,114.28776906254367
2024-06-11,118.68345248802613
2024-06-12,116.48561077528491
2024-06-13,114.28776906254367
2024-06-14,96.70503536061389
2024-06-15,61.53956795675429
2024-06-16,57.14388453127184
2024-06-17,103.29856049883756
2024-06-18,105.49640221157878
2024-06-19,94.50719364787265
2024-06-20,101.10071878609634
2024-06-21,90.11151022239021
2024-06-22,57.14388453127184
2024-06-23,54.946042818530614
2024-06-24,101.10071878609634
2024-06-25,103.29856049883756
2024-06-26,101.10071878609634
2024-06-27,96.70503536061389
2024-06-28,85.71582679690776
2024-06-29,54.946042818530614
2024-06-30,54.946042818530614
2024-07-01,96.70503536061389
2024-07-02,98.90287707335511
2024-07-03,92.30935193513143
2024-07-04,54.946042818530614
2024-07-05,59.34172624401307
2024-07-06,52.74820110578939
2024-07-07,54.946042818530614
2024-07-08,94.50719364787265
2024-07-09,103.29856049883756
2024-07-10,105.49640221157878
2024-07-11,101.10071878609634
2024-07-12,87.91366850964899
2024-07-13,57.14388453127184
2024-07-14,54.946042818530614
2024-07-15,92.30935193513143
2024-07-16,101.10071878609634
2024-07-17,107.69424392432
2024-07-18,107.69424392432
2024-07-19,90.11151022239021
2024-07-20,57.14388453127184
2024-07-21,54.946042818530614
2024-07-22,98.90287707335511
2024-07-23,107.69424392432
2024-07-24,120.88129420076736
2024-07-25,114.28776906254367
2024-07-26,94.50719364787265
2024-07-27,57.14388453127184
2024-07-28,63.73740966949551
2024-07-29,109.89208563706123
2024-07-30,120.88129420076736
2024-07-31,125.2769776262498
2024-08-01,125.2769776262498
2024-08-02,105.49640221157878
2024-08-03,63.73740966949551
2024-08-04,68.13309309497797
2024-08-05,120.88129420076736
2024-08-06,136.26618618995593
2024-08-07,145.05755304092082
2024-08-08,142.8597113281796
2024-08-09,134.0683444772147
2024-08-10,63.73740966949551
2024-08-11,70.33093480771919
2024-08-12,145.05755304092082
2024-08-13,160.4424450301094
2024-08-14,169.2338118810743
2024-08-15,180.22302044478042
2024-08-16,164.83812845559186
2024-08-17,81.32014337142532
2024-08-18,76.05736896685238
2024-08-19,175.13439097545282
2024-08-20,192.94859118494915
2024-08-21,195.551317601075
2024-08-22,195.551317601075
2024-08-23,180.3398438077045
2024-08-24,77.56117452660763
2024-08-25,90.16992190385226
2024-08-26,199.25296487357144
2024-08-27,208.1600649783196
2024-08-28,217.06716508306778
2024-08-29,204.45841770582317
2024-08-30,175.13439097545282
2024-08-31,66.05134800573362
2024-09-01,66.05134800573362
2024-09-02,101.67974842472628
2024-09-03,200.75677043332672
2024-09-04,215.96824422669718
2024-09-05,219.66989149919362
2024-09-06,200.75677043332672
2024-09-07,76.05736896685238
2024-09-08,90.16992190385226
2024-09-09,207.061144121949
2024-09-10,204.45841770582317
2024-09-11,210.76279139444546
2024-09-12,213.3655178105713
2024-09-13,195.551317601075
2024-09-14,81.2628217991041
2024-09-15,83.86554821522995
2024-09-16,208.1600649783196
2024-09-17,219.55561172426482
2024-09-18,225.57083396328576
2024-09-19,225.57083396328576
2024-09-20,192.48711164867052
2024-09-21,72.18266686825145
2024-09-22,87.22072246580383
2024-09-23,201.50994500720196
