Time,what_time_is_it
2022-05-21,34.0
2022-05-22,33.0
2022-05-23,40.0
2022-05-24,39.0
2022-05-25,39.0
2022-05-26,38.0
2022-05-27,38.0
2022-05-28,35.0
2022-05-29,35.0
2022-05-30,32.0
2022-05-31,43.0
2022-06-01,45.0
2022-06-02,41.0
2022-06-03,39.0
2022-06-04,36.0
2022-06-05,42.0
2022-06-06,41.0
2022-06-07,41.0
2022-06-08,41.0
2022-06-09,44.0
2022-06-10,42.0
2022-06-11,35.0
2022-06-12,37.0
2022-06-13,43.0
2022-06-14,43.0
2022-06-15,42.0
2022-06-16,42.0
2022-06-17,40.0
2022-06-18,39.0
2022-06-19,37.0
2022-06-20,39.0
2022-06-21,44.0
2022-06-22,42.0
2022-06-23,44.0
2022-06-24,42.0
2022-06-25,37.0
2022-06-26,38.0
2022-06-27,44.0
2022-06-28,42.0
2022-06-29,44.0
2022-06-30,43.0
2022-07-01,45.0
2022-07-02,39.0
2022-07-03,36.0
2022-07-04,38.0
2022-07-05,46.0
2022-07-06,42.0
2022-07-07,41.0
2022-07-08,43.0
2022-07-09,38.0
2022-07-10,39.0
2022-07-11,43.0
2022-07-12,41.0
2022-07-13,42.0
2022-07-14,45.0
2022-07-15,41.0
2022-07-16,37.0
2022-07-17,38.0
2022-07-18,43.0
2022-07-19,47.0
2022-07-20,41.0
2022-07-21,41.0
2022-07-22,41.0
2022-07-23,36.0
2022-07-24,36.0
2022-07-25,41.0
2022-07-26,40.0
2022-07-27,40.0
2022-07-28,40.0
2022-07-29,41.0
2022-07-30,35.0
2022-07-31,36.0
2022-08-01,40.0
2022-08-02,39.0
2022-08-03,37.0
2022-08-04,38.0
2022-08-05,38.0
2022-08-06,34.0
2022-08-07,33.0
2022-08-08,37.0
2022-08-09,37.0
2022-08-10,37.0
2022-08-11,37.0
2022-08-12,37.0
2022-08-13,31.0
2022-08-14,30.0
2022-08-15,36.0
2022-08-16,38.0
2022-08-17,36.0
2022-08-18,36.0
2022-08-19,37.0
2022-08-20,31.0
2022-08-21,32.0
2022-08-22,36.0
2022-08-23,37.0
2022-08-24,36.0
2022-08-25,36.0
2022-08-26,36.0
2022-08-27,34.0
2022-08-28,29.0
2022-08-29,36.0
2022-08-30,37.0625
2022-08-31,36.0
2022-09-01,36.0
2022-09-02,33.875
2022-09-03,33.375
2022-09-04,28.0625
2022-09-05,29.125
2022-09-06,36.0
2022-09-07,36.0
2022-09-08,42.875
2022-09-09,39.6875
2022-09-10,31.75
2022-09-11,31.75
2022-09-12,38.625
2022-09-13,37.0625
2022-09-14,39.1875
2022-09-15,38.625
2022-09-16,37.5625
2022-09-17,31.75
2022-09-18,33.875
2022-09-19,50.8125
2022-09-20,38.125
2022-09-21,37.0625
2022-09-22,38.625
2022-09-23,34.9375
2022-09-24,30.6875
2022-09-25,30.6875
2022-09-26,38.125
2022-09-27,39.1875
2022-09-28,37.125
2022-09-29,37.125
2022-09-30,36.0
2022-10-01,30.375
2022-10-02,34.875
2022-10-03,36.0
2022-10-04,38.25
2022-10-05,33.75
2022-10-06,39.375
2022-10-07,37.125
2022-10-08,32.625
2022-10-09,36.0
2022-10-10,38.25
2022-10-11,38.25
2022-10-12,37.125
2022-10-13,40.5
2022-10-14,37.125
2022-10-15,32.625
2022-10-16,30.375
2022-10-17,38.25
2022-10-18,36.0
2022-10-19,38.25
2022-10-20,37.125
2022-10-21,37.125
2022-10-22,32.625
2022-10-23,29.25
2022-10-24,38.25
2022-10-25,37.125
2022-10-26,39.375
2022-10-27,39.375
2022-10-28,34.875
2022-10-29,30.375
2022-10-30,33.75
2022-10-31,39.375
2022-11-01,38.25
2022-11-02,38.25
2022-11-03,39.375
2022-11-04,39.375
2022-11-05,34.875
2022-11-06,112.5
2022-11-07,65.25
2022-11-08,45.0
2022-11-09,39.375
2022-11-10,38.25
2022-11-11,37.125
2022-11-12,33.75
2022-11-13,39.375
2022-11-14,39.375
2022-11-15,40.5
2022-11-16,39.375
2022-11-17,39.375
2022-11-18,37.125
2022-11-19,32.625
2022-11-20,36.0
2022-11-21,42.75
2022-11-22,40.5
2022-11-23,38.25
2022-11-24,33.75
2022-11-25,33.75
2022-11-26,29.25
2022-11-27,30.375
2022-11-28,36.0
2022-11-29,38.25
2022-11-30,36.0
2022-12-01,37.125
2022-12-02,38.25
2022-12-03,32.625
2022-12-04,29.25
2022-12-05,37.125
2022-12-06,37.125
2022-12-07,37.125
2022-12-08,37.125
2022-12-09,37.125
2022-12-10,31.5
2022-12-11,28.125
2022-12-12,38.25
2022-12-13,37.125
2022-12-14,34.875
2022-12-15,36.0
2022-12-16,33.75
2022-12-17,30.375
2022-12-18,37.125
2022-12-19,34.875
2022-12-20,33.75
2022-12-21,33.75
2022-12-22,33.75
2022-12-23,33.75
2022-12-24,40.5
2022-12-25,40.5
2022-12-26,30.375
2022-12-27,32.625
2022-12-28,34.875
2022-12-29,33.75
2022-12-30,37.125
2022-12-31,43.875
2023-01-01,70.875
2023-01-02,29.25
2023-01-03,32.625
2023-01-04,34.875
2023-01-05,37.125
2023-01-06,33.75
2023-01-07,29.25
2023-01-08,28.125
2023-01-09,36.0
2023-01-10,36.0
2023-01-11,37.125
2023-01-12,34.875
2023-01-13,33.75
2023-01-14,30.375
2023-01-15,27.0
2023-01-16,31.5
2023-01-17,37.125
2023-01-18,37.125
2023-01-19,37.125
2023-01-20,36.0
2023-01-21,29.25
2023-01-22,32.625
2023-01-23,37.125
2023-01-24,37.125
2023-01-25,33.75
2023-01-26,34.875
2023-01-27,36.0
2023-01-28,28.125
2023-01-29,29.25
2023-01-30,34.875
2023-01-31,36.0
2023-02-01,36.0
2023-02-02,33.75
2023-02-03,36.0
2023-02-04,29.25
2023-02-05,31.5
2023-02-06,39.375
2023-02-07,38.25
2023-02-08,37.125
2023-02-09,34.875
2023-02-10,36.0
2023-02-11,31.5
2023-02-12,39.375
2023-02-13,38.25
2023-02-14,37.125
2023-02-15,37.125
2023-02-16,37.125
2023-02-17,38.25
2023-02-18,30.375
2023-02-19,30.375
2023-02-20,36.0
2023-02-21,39.375
2023-02-22,39.375
2023-02-23,39.375
2023-02-24,39.375
2023-02-25,32.625
2023-02-26,36.0
2023-02-27,41.625
2023-02-28,34.875
2023-03-01,38.25
2023-03-02,38.25
2023-03-03,37.125
2023-03-04,33.75
2023-03-05,31.5
2023-03-06,38.25
2023-03-07,39.375
2023-03-08,40.5
2023-03-09,40.5
2023-03-10,40.5
2023-03-11,36.0
2023-03-12,108.0
2023-03-13,64.125
2023-03-14,48.375
2023-03-15,47.25
2023-03-16,47.25
2023-03-17,42.75
2023-03-18,38.25
2023-03-19,36.0
2023-03-20,46.125
2023-03-21,43.875
2023-03-22,40.5
2023-03-23,43.875
2023-03-24,43.875
2023-03-25,34.875
2023-03-26,37.125
2023-03-27,45.0
2023-03-28,42.75
2023-03-29,39.375
2023-03-30,43.875
2023-03-31,40.5
2023-04-01,34.875
2023-04-02,34.875
2023-04-03,42.75
2023-04-04,41.625
2023-04-05,39.375
2023-04-06,41.625
2023-04-07,37.125
2023-04-08,32.625
2023-04-09,33.75
2023-04-10,39.375
2023-04-11,38.25
2023-04-12,39.375
2023-04-13,41.625
2023-04-14,39.375
2023-04-15,33.75
2023-04-16,34.875
2023-04-17,41.625
2023-04-18,38.25
2023-04-19,38.25
2023-04-20,40.5
2023-04-21,39.375
2023-04-22,34.875
2023-04-23,33.75
2023-04-24,40.5
2023-04-25,39.375
2023-04-26,39.375
2023-04-27,38.3203125
2023-04-28,39.375
2023-04-29,30.4453125
2023-04-30,31.5
2023-05-01,39.375
2023-05-02,39.375
2023-05-03,37.265625
2023-05-04,38.3203125
2023-05-05,39.375
2023-05-06,41.484375
2023-05-07,31.5
2023-05-08,41.484375
2023-05-09,39.375
2023-05-10,40.4296875
2023-05-11,40.4296875
2023-05-12,40.4296875
2023-05-13,31.5
2023-05-14,32.5546875
2023-05-15,39.375
2023-05-16,38.3203125
2023-05-17,39.375
2023-05-18,39.8671875
2023-05-19,39.375
2023-05-20,32.5546875
2023-05-21,32.5546875
2023-05-22,40.4296875
2023-05-23,38.3203125
2023-05-24,39.375
2023-05-25,40.4296875
2023-05-26,38.390625
2023-05-27,35.4375
2023-05-28,34.453125
2023-05-29,34.453125
2023-05-30,40.359375
2023-05-31,41.34375
2023-06-01,41.34375
2023-06-02,41.34375
2023-06-03,34.453125
2023-06-04,34.453125
2023-06-05,43.3125
2023-06-06,40.359375
2023-06-07,42.328125
2023-06-08,42.328125
2023-06-09,42.328125
2023-06-10,38.390625
2023-06-11,37.40625
2023-06-12,43.3125
2023-06-13,42.328125
2023-06-14,44.296875
2023-06-15,42.328125
2023-06-16,43.3125
2023-06-17,39.375
2023-06-18,37.40625
2023-06-19,42.328125
2023-06-20,46.265625
2023-06-21,45.28125
2023-06-22,46.265625
2023-06-23,44.296875
2023-06-24,40.359375
2023-06-25,40.359375
2023-06-26,43.3125
2023-06-27,44.296875
2023-06-28,43.3125
2023-06-29,41.34375
2023-06-30,43.3125
2023-07-01,40.359375
2023-07-02,40.359375
2023-07-03,41.34375
2023-07-04,38.390625
2023-07-05,43.3125
2023-07-06,44.296875
2023-07-07,45.28125
2023-07-08,40.359375
2023-07-09,37.40625
2023-07-10,41.34375
2023-07-11,39.375
2023-07-12,40.359375
2023-07-13,40.359375
2023-07-14,41.34375
2023-07-15,38.390625
2023-07-16,37.40625
2023-07-17,41.34375
2023-07-18,42.328125
2023-07-19,40.359375
2023-07-20,40.359375
2023-07-21,40.359375
2023-07-22,39.375
2023-07-23,36.421875
2023-07-24,40.359375
2023-07-25,38.390625
2023-07-26,37.40625
2023-07-27,38.390625
2023-07-28,37.40625
2023-07-29,33.46875
2023-07-30,33.46875
2023-07-31,36.421875
2023-08-01,35.4375
2023-08-02,33.46875
2023-08-03,37.40625
2023-08-04,34.453125
2023-08-05,35.4375
2023-08-06,34.453125
2023-08-07,34.453125
2023-08-08,36.421875
2023-08-09,35.4375
2023-08-10,37.40625
2023-08-11,36.421875
2023-08-12,28.546875
2023-08-13,28.546875
2023-08-14,34.453125
2023-08-15,31.5
2023-08-16,34.453125
2023-08-17,33.46875
2023-08-18,32.484375
2023-08-19,27.5625
2023-08-20,27.5625
2023-08-21,34.453125
2023-08-22,35.4375
2023-08-23,34.453125
2023-08-24,35.4375
2023-08-25,33.46875
2023-08-26,28.546875
2023-08-27,27.5625
2023-08-28,33.46875
2023-08-29,33.46875
2023-08-30,33.46875
2023-08-31,35.4375
2023-09-01,33.46875
2023-09-02,27.5625
2023-09-03,25.59375
2023-09-04,28.546875
2023-09-05,36.421875
2023-09-06,35.4375
2023-09-07,36.421875
2023-09-08,34.453125
2023-09-09,28.546875
2023-09-10,32.484375
2023-09-11,36.421875
2023-09-12,37.40625
2023-09-13,35.4375
2023-09-14,36.421875
2023-09-15,35.4375
2023-09-16,28.546875
2023-09-17,32.484375
2023-09-18,38.390625
2023-09-19,37.40625
2023-09-20,35.4375
2023-09-21,36.421875
2023-09-22,35.4375
2023-09-23,29.53125
2023-09-24,29.53125
2023-09-25,38.390625
2023-09-26,36.421875
2023-09-27,36.421875
2023-09-28,37.40625
2023-09-29,35.4375
2023-09-30,29.53125
2023-10-01,32.484375
2023-10-02,38.390625
2023-10-03,37.40625
2023-10-04,44.296875
2023-10-05,35.4375
2023-10-06,35.4375
2023-10-07,28.546875
2023-10-08,31.5
2023-10-09,38.390625
2023-10-10,38.390625
2023-10-11,35.4375
2023-10-12,37.40625
2023-10-13,38.390625
2023-10-14,34.453125
2023-10-15,32.484375
2023-10-16,35.4375
2023-10-17,36.421875
2023-10-18,36.421875
2023-10-19,35.4375
2023-10-20,34.453125
2023-10-21,27.5625
2023-10-22,27.5625
2023-10-23,36.421875
2023-10-24,35.4375
2023-10-25,34.453125
2023-10-26,37.40625
2023-10-27,34.453125
2023-10-28,25.59375
2023-10-29,27.5625
2023-10-30,36.421875
2023-10-31,32.484375
2023-11-01,34.453125
2023-11-02,35.4375
2023-11-03,36.421875
2023-11-04,29.53125
2023-11-05,98.4375
2023-11-06,55.125
2023-11-07,41.34375
2023-11-08,38.390625
2023-11-09,40.359375
2023-11-10,36.421875
2023-11-11,30.515625
2023-11-12,31.5
2023-11-13,39.375
2023-11-14,36.421875
2023-11-15,38.390625
2023-11-16,37.40625
2023-11-17,36.421875
2023-11-18,28.546875
2023-11-19,30.515625
2023-11-20,37.40625
2023-11-21,35.4375
2023-11-22,31.5
2023-11-23,30.515625
2023-11-24,26.578125
2023-11-25,26.578125
2023-11-26,30.515625
2023-11-27,36.421875
2023-11-28,33.46875
2023-11-29,37.40625
2023-11-30,34.453125
2023-12-01,32.484375
2023-12-02,29.53125
2023-12-03,25.59375
2023-12-04,35.4375
2023-12-05,35.4375
2023-12-06,35.4375
2023-12-07,35.4375
2023-12-08,33.46875
2023-12-09,27.5625
2023-12-10,28.546875
2023-12-11,35.4375
2023-12-12,37.40625
2023-12-13,34.453125
2023-12-14,35.4375
2023-12-15,32.484375
2023-12-16,26.578125
2023-12-17,26.578125
2023-12-18,32.484375
2023-12-19,33.46875
2023-12-20,32.484375
2023-12-21,31.5
2023-12-22,29.738486842105264
2023-12-23,26.500411184210527
2023-12-24,35.33388157894737
2023-12-25,34.401315789473685
2023-12-26,28.365542763157897
2023-12-27,31.16324013157895
2023-12-28,30.67105263157895
2023-12-29,31.60361842105263
2023-12-30,25.567845394736842
2023-12-31,44.16735197368421
2024-01-01,70.17557565789474
2024-01-02,32.536184210526315
2024-01-03,33.46875
2024-01-04,33.46875
2024-01-05,31.60361842105263
2024-01-06,26.500411184210527
2024-01-07,24.635279605263158
2024-01-08,33.909128289473685
2024-01-09,32.536184210526315
2024-01-10,33.46875
2024-01-11,34.401315789473685
2024-01-12,32.536184210526315
2024-01-13,24.194901315789473
2024-01-14,22.770148026315788
2024-01-15,28.805921052631582
2024-01-16,34.84169407894737
2024-01-17,34.401315789473685
2024-01-18,35.33388157894737
2024-01-19,32.536184210526315
2024-01-20,25.567845394736842
2024-01-21,24.66118421052632
2024-01-22,33.46875
2024-01-23,34.34950657894737
2024-01-24,35.23026315789474
2024-01-25,36.11101973684211
2024-01-26,34.34950657894737
2024-01-27,24.66118421052632
2024-01-28,26.422697368421055
2024-01-29,37.87253289473684
2024-01-30,35.23026315789474
2024-01-31,35.23026315789474
2024-02-01,36.11101973684211
2024-02-02,34.34950657894737
2024-02-03,24.66118421052632
2024-02-04,24.66118421052632
2024-02-05,36.99177631578947
2024-02-06,36.11101973684211
2024-02-07,36.11101973684211
2024-02-08,36.11101973684211
2024-02-09,36.11101973684211
2024-02-10,32.58799342105263
2024-02-11,36.11101973684211
2024-02-12,36.99177631578947
2024-02-13,36.11101973684211
2024-02-14,35.23026315789474
2024-02-15,37.87253289473684
2024-02-16,38.75328947368421
2024-02-17,29.06496710526316
2024-02-18,30.826480263157897
2024-02-19,32.58799342105263
2024-02-20,36.99177631578947
2024-02-21,39.63404605263158
2024-02-22,40.51480263157895
2024-02-23,39.63404605263158
2024-02-24,31.707236842105264
2024-02-25,27.30345394736842
2024-02-26,38.75328947368421
2024-02-27,38.75328947368421
2024-02-28,36.99177631578947
2024-02-29,37.87253289473684
2024-03-01,36.99177631578947
2024-03-02,30.826480263157897
2024-03-03,28.18421052631579
2024-03-04,41.395559210526315
2024-03-05,36.99177631578947
2024-03-06,36.99177631578947
2024-03-07,39.63404605263158
2024-03-08,40.51480263157895
2024-03-09,32.58799342105263
2024-03-10,88.07565789473685
2024-03-11,59.010690789473685
2024-03-12,44.918585526315795
2024-03-13,44.037828947368425
2024-03-14,42.276315789473685
2024-03-15,38.75328947368421
2024-03-16,30.826480263157897
2024-03-17,32.58799342105263
2024-03-18,42.276315789473685
2024-03-19,40.51480263157895
2024-03-20,40.51480263157895
2024-03-21,37.87253289473684
2024-03-22,37.87253289473684
2024-03-23,30.826480263157897
2024-03-24,30.826480263157897
2024-03-25,40.51480263157895
2024-03-26,37.87253289473684
2024-03-27,39.63404605263158
2024-03-28,38.75328947368421
2024-03-29,36.11101973684211
2024-03-30,29.06496710526316
2024-03-31,29.945723684210527
2024-04-01,40.51480263157895
2024-04-02,38.75328947368421
2024-04-03,37.87253289473684
2024-04-04,37.87253289473684
2024-04-05,38.75328947368421
2024-04-06,29.945723684210527
2024-04-07,33.46875
2024-04-08,59.010690789473685
2024-04-09,38.75328947368421
2024-04-10,36.11101973684211
2024-04-11,36.11101973684211
2024-04-12,38.75328947368421
2024-04-13,29.06496710526316
2024-04-14,30.826480263157897
2024-04-15,38.75328947368421
2024-04-16,36.99177631578947
2024-04-17,36.99177631578947
2024-04-18,37.87253289473684
2024-04-19,36.99177631578947
2024-04-20,29.06496710526316
2024-04-21,28.18421052631579
2024-04-22,37.87253289473684
2024-04-23,36.11101973684211
2024-04-24,36.99177631578947
2024-04-25,37.87253289473684
2024-04-26,36.99177631578947
2024-04-27,23.78042763157895
2024-04-28,25.541940789473685
2024-04-29,38.75328947368421
2024-04-30,37.87253289473684
2024-05-01,35.23026315789474
2024-05-02,36.11101973684211
2024-05-03,36.11101973684211
2024-05-04,28.18421052631579
2024-05-05,26.422697368421055
2024-05-06,37.87253289473684
2024-05-07,37.87253289473684
2024-05-08,36.99177631578947
2024-05-09,38.75328947368421
2024-05-10,35.23026315789474
2024-05-11,27.30345394736842
2024-05-12,29.06496710526316
2024-05-13,36.99177631578947
2024-05-14,36.11101973684211
2024-05-15,36.11101973684211
2024-05-16,36.99177631578947
2024-05-17,34.34950657894737
2024-05-18,26.422697368421055
2024-05-19,26.422697368421055
2024-05-20,36.99177631578947
2024-05-21,36.11101973684211
2024-05-22,33.46875
2024-05-23,35.23026315789474
2024-05-24,36.11101973684211
2024-05-25,29.06496710526316
2024-05-26,27.30345394736842
2024-05-27,29.945723684210527
2024-05-28,36.99177631578947
2024-05-29,35.23026315789474
2024-05-30,36.99177631578947
2024-05-31,36.11101973684211
2024-06-01,31.707236842105264
2024-06-02,35.23026315789474
2024-06-03,35.23026315789474
2024-06-04,36.99177631578947
2024-06-05,37.87253289473684
2024-06-06,38.75328947368421
2024-06-07,37.87253289473684
2024-06-08,32.58799342105263
2024-06-09,33.46875
2024-06-10,41.395559210526315
2024-06-11,40.51480263157895
2024-06-12,40.51480263157895
2024-06-13,44.037828947368425
2024-06-14,37.87253289473684
2024-06-15,36.11101973684211
2024-06-16,36.11101973684211
2024-06-17,40.51480263157895
2024-06-18,39.63404605263158
2024-06-19,37.87253289473684
2024-06-20,39.63404605263158
2024-06-21,40.51480263157895
2024-06-22,35.23026315789474
2024-06-23,35.23026315789474
2024-06-24,41.395559210526315
2024-06-25,40.51480263157895
2024-06-26,38.75328947368421
2024-06-27,43.157072368421055
2024-06-28,38.75328947368421
2024-06-29,35.23026315789474
2024-06-30,33.46875
2024-07-01,38.75328947368421
2024-07-02,38.75328947368421
2024-07-03,36.99177631578947
2024-07-04,33.46875
2024-07-05,36.11101973684211
2024-07-06,34.34950657894737
2024-07-07,34.34950657894737
2024-07-08,39.63404605263158
2024-07-09,38.75328947368421
2024-07-10,39.63404605263158
2024-07-11,38.75328947368421
2024-07-12,38.75328947368421
2024-07-13,34.34950657894737
2024-07-14,35.23026315789474
2024-07-15,39.63404605263158
2024-07-16,37.87253289473684
2024-07-17,40.51480263157895
2024-07-18,38.75328947368421
2024-07-19,37.87253289473684
2024-07-20,33.46875
2024-07-21,32.58799342105263
2024-07-22,37.87253289473684
2024-07-23,37.87253289473684
2024-07-24,37.87253289473684
2024-07-25,37.87253289473684
2024-07-26,49.32236842105264
2024-07-27,48.44161184210527
2024-07-28,49.32236842105264
2024-07-29,41.395559210526315
2024-07-30,40.51480263157895
2024-07-31,37.87253289473684
2024-08-01,37.87253289473684
2024-08-02,38.75328947368421
2024-08-03,35.23026315789474
2024-08-04,36.11101973684211
2024-08-05,36.11101973684211
2024-08-06,36.99177631578947
2024-08-07,35.23026315789474
2024-08-08,35.23026315789474
2024-08-09,35.23026315789474
2024-08-10,33.46875
2024-08-11,33.46875
2024-08-12,34.34950657894737
2024-08-13,33.46875
2024-08-14,33.46875
2024-08-15,33.46875
2024-08-16,31.707236842105264
2024-08-17,27.30345394736842
2024-08-18,28.481763424608822
2024-08-19,35.71824991109531
2024-08-20,37.063189011379805
2024-08-21,32.54038495732575
2024-08-22,34.34950657894737
2024-08-23,36.158628200569
2024-08-24,25.76808099217639
2024-08-25,26.208459281650075
2024-08-26,33.44494576813656
2024-08-27,35.254067389758184
2024-08-28,34.34950657894737
2024-08-29,34.34950657894737
2024-08-30,34.34950657894737
2024-08-31,26.208459281650075
2024-09-01,27.57720261379801
2024-09-02,26.208459281650075
2024-09-03,34.34950657894737
2024-09-04,36.158628200569
2024-09-05,36.158628200569
2024-09-06,37.50356730085349
2024-09-07,29.826702524893317
2024-09-08,27.113020092460886
2024-09-09,38.872310633001426
2024-09-10,37.063189011379805
2024-09-11,37.063189011379805
2024-09-12,36.158628200569
2024-09-13,35.254067389758184
2024-09-14,28.017580903271696
2024-09-15,28.017580903271696
2024-09-16,38.872310633001426
2024-09-17,35.27787162162163
2024-09-18,37.13460170697013
2024-09-19,37.13460170697013
2024-09-20,36.20623666429588
2024-09-21,28.779316322901852
2024-09-22,29.707681365576107
2024-09-23,38.99133179231864
2024-09-24,39.91969683499289
2024-09-25,34.34950657894738
2024-09-26,36.20623666429588
2024-09-27,34.34950657894738
2024-09-28,25.06585615220484
2024-09-29,27.8509512802276
2024-09-30,36.20623666429588
2024-10-01,37.13460170697013
2024-10-02,35.27787162162163
2024-10-03,37.13460170697013
2024-10-04,36.20623666429588
2024-10-05,27.8509512802276
2024-10-06,31.564411450924613
2024-10-07,37.13460170697013
2024-10-08,35.27787162162163
2024-10-09,36.20623666429588
2024-10-10,38.06296674964439
2024-10-11,34.34950657894738
2024-10-12,27.8509512802276
2024-10-13,28.779316322901852
2024-10-14,37.13460170697013
2024-10-15,38.06296674964439
2024-10-16,37.13460170697013
2024-10-17,37.13460170697013
2024-10-18,38.06296674964439
2024-10-19,25.994221194879096
2024-10-20,26.922586237553347
2024-10-21,38.99133179231864
2024-10-22,38.06296674964439
2024-10-23,36.20623666429588
2024-10-24,38.99133179231864
2024-10-25,38.99133179231864
2024-10-26,26.922586237553347
2024-10-27,30.636046408250362
2024-10-28,40.84806187766715
2024-10-29,36.20623666429588
2024-10-30,34.34950657894738
2024-10-31,36.20623666429588
2024-11-01,36.20623666429588
2024-11-02,31.564411450924613
2024-11-03,92.83650426742534
2024-11-04,57.558632645803705
2024-11-05,43.63315700568991
2024-11-06,38.06296674964439
2024-11-07,38.99133179231864
2024-11-08,38.06296674964439
2024-11-09,29.707681365576107
2024-11-10,32.49277649359887
2024-11-11,38.06296674964439
2024-11-12,40.84806187766715
2024-11-13,39.91969683499289
2024-11-14,38.06296674964439
2024-11-15,40.84806187766715
2024-11-16,36.20623666429588
2024-11-17,28.779316322901852
2024-11-18,40.84806187766715
2024-11-19,36.20623666429588
2024-11-20,38.99133179231864
2024-11-21,38.99133179231864
2024-11-22,36.20623666429588
2024-11-23,28.779316322901852
2024-11-24,28.779316322901852
2024-11-25,38.99133179231864
2024-11-26,35.27787162162163
2024-11-27,34.34950657894738
2024-11-28,31.564411450924613
2024-11-29,30.636046408250362
2024-11-30,28.779316322901852
2024-12-01,28.779316322901852
2024-12-02,39.91969683499289
2024-12-03,38.06296674964439
2024-12-04,36.20623666429588
2024-12-05,37.13460170697013
2024-12-06,38.06296674964439
2024-12-07,27.8509512802276
2024-12-08,27.8509512802276
2024-12-09,40.84806187766715
2024-12-10,37.13460170697013
2024-12-11,37.13460170697013
2024-12-12,36.20623666429588
2024-12-13,36.20623666429588
2024-12-14,27.8509512802276
2024-12-15,25.994221194879096
2024-12-16,37.13460170697013
2024-12-17,36.20623666429588
2024-12-18,34.34950657894738
2024-12-19,36.20623666429588
2024-12-20,34.34950657894738
2024-12-21,25.994221194879096
2024-12-22,25.994221194879096
2024-12-23,32.49277649359887
2024-12-24,37.13460170697013
2024-12-25,40.84806187766715
2024-12-26,31.564411450924613
2024-12-27,33.42114153627312
2024-12-28,30.636046408250362
2024-12-29,27.8509512802276
2024-12-30,32.49277649359887
2024-12-31,49.20334726173543
2025-01-01,73.34083837126602
2025-01-02,32.49277649359887
2025-01-03,32.49277649359887
2025-01-04,27.8509512802276
2025-01-05,28.779316322901852
2025-01-06,35.27787162162163
2025-01-07,36.20623666429588
2025-01-08,38.06296674964439
2025-01-09,37.13460170697013
2025-01-10,36.20623666429588
2025-01-11,25.06585615220484
2025-01-12,26.922586237553347
2025-01-13,37.13460170697013
2025-01-14,38.06296674964439
