Time,credit_one
2022-05-21,72.0
2022-05-22,60.0
2022-05-23,70.0
2022-05-24,71.0
2022-05-25,76.0
2022-05-26,73.0
2022-05-27,75.0
2022-05-28,69.0
2022-05-29,55.0
2022-05-30,60.0
2022-05-31,77.0
2022-06-01,81.0
2022-06-02,80.0
2022-06-03,86.0
2022-06-04,75.0
2022-06-05,64.0
2022-06-06,75.0
2022-06-07,74.0
2022-06-08,77.0
2022-06-09,88.0
2022-06-10,98.0
2022-06-11,85.0
2022-06-12,64.0
2022-06-13,75.0
2022-06-14,79.0
2022-06-15,83.0
2022-06-16,80.0
2022-06-17,83.0
2022-06-18,75.0
2022-06-19,57.0
2022-06-20,69.0
2022-06-21,72.0
2022-06-22,83.0
2022-06-23,75.0
2022-06-24,80.0
2022-06-25,67.0
2022-06-26,61.0
2022-06-27,77.0
2022-06-28,77.0
2022-06-29,74.0
2022-06-30,78.0
2022-07-01,92.0
2022-07-02,77.0
2022-07-03,66.0
2022-07-04,67.0
2022-07-05,78.0
2022-07-06,83.0
2022-07-07,81.0
2022-07-08,85.0
2022-07-09,73.0
2022-07-10,65.0
2022-07-11,84.0
2022-07-12,82.0
2022-07-13,80.0
2022-07-14,84.0
2022-07-15,87.0
2022-07-16,75.0
2022-07-17,65.0
2022-07-18,72.0
2022-07-19,81.0
2022-07-20,78.0
2022-07-21,78.0
2022-07-22,81.0
2022-07-23,71.0
2022-07-24,63.0
2022-07-25,81.0
2022-07-26,74.0
2022-07-27,76.0
2022-07-28,76.0
2022-07-29,87.0
2022-07-30,67.0
2022-07-31,69.0
2022-08-01,89.0
2022-08-02,83.0
2022-08-03,81.0
2022-08-04,79.0
2022-08-05,81.0
2022-08-06,70.0
2022-08-07,66.0
2022-08-08,77.0
2022-08-09,84.0
2022-08-10,78.0
2022-08-11,79.0
2022-08-12,85.0
2022-08-13,71.0
2022-08-14,65.0
2022-08-15,78.0
2022-08-16,82.0
2022-08-17,78.0
2022-08-18,78.0
2022-08-19,80.0
2022-08-20,70.0
2022-08-21,59.0
2022-08-22,69.0
2022-08-23,80.0
2022-08-24,71.0
2022-08-25,71.0
2022-08-26,74.0
2022-08-27,67.0
2022-08-28,65.0
2022-08-29,69.05026753027316
2022-08-30,71.98986201070122
2022-08-31,73.94959166431991
2022-09-01,85.2079695860321
2022-09-02,90.10729372007884
2022-09-03,68.07040270346381
2022-09-04,58.77175443537032
2022-09-05,71.00999718389187
2022-09-06,76.88918614474795
2022-09-07,73.94959166431991
2022-09-08,71.98986201070122
2022-09-09,83.24823993241341
2022-09-10,68.07040270346381
2022-09-11,58.27175443537032
2022-09-12,71.98986201070122
2022-09-13,76.88918614474795
2022-09-14,77.8690509715573
2022-09-15,84.72810475922276
2022-09-16,81.28851027879472
2022-09-17,70.03013235708252
2022-09-18,60.73148408898902
2022-09-19,72.96972683751056
2022-09-20,74.92945649112926
2022-09-21,72.96972683751056
2022-09-22,71.00999718389187
2022-09-23,71.00999718389187
2022-09-24,63.17107856941706
2022-09-25,54.85229512813292
2022-09-26,71.00999718389187
2022-09-27,69.05026753027316
2022-09-28,70.06026471416503
2022-09-29,70.06026471416503
2022-09-30,76.77837228949592
2022-10-01,66.22134609969024
2022-10-02,71.97972402140242
2022-10-03,78.69783159673332
2022-10-04,71.97972402140242
2022-10-05,76.77837228949592
2022-10-06,72.93945367502113
2022-10-07,86.37566882568291
2022-10-08,67.18107575330893
2022-10-09,58.54350887074064
2022-10-10,70.06026471416503
2022-10-11,73.89918332863982
2022-10-12,75.81864263587723
2022-10-13,73.89918332863982
2022-10-14,82.53675021120812
2022-10-15,69.10053506054632
2022-10-16,59.50323852435934
2022-10-17,71.97972402140242
2022-10-18,71.97972402140242
2022-10-19,79.65756125035202
2022-10-20,75.81864263587723
2022-10-21,76.77837228949592
2022-10-22,63.34215713883413
2022-10-23,55.66431990988454
2022-10-24,69.10053506054632
2022-10-25,67.18107575330893
2022-10-26,66.22134609969024
2022-10-27,65.26161644607153
2022-10-28,70.06026471416503
2022-10-29,68.14080540692763
2022-10-30,53.744860602647144
2022-10-31,67.18107575330893
2022-11-01,76.77837228949592
2022-11-02,85.41593917206421
2022-11-03,82.53675021120812
2022-11-04,88.29512813292031
2022-11-05,67.18107575330893
2022-11-06,58.54350887074064
2022-11-07,72.93945367502113
2022-11-08,67.18107575330893
2022-11-09,68.14080540692763
2022-11-10,72.93945367502113
2022-11-11,71.97972402140242
2022-11-12,63.34215713883413
2022-11-13,58.54350887074064
2022-11-14,69.10053506054632
2022-11-15,85.41593917206421
2022-11-16,78.69783159673332
2022-11-17,74.85891298225852
2022-11-18,75.81864263587723
2022-11-19,66.22134609969024
2022-11-20,58.54350887074064
2022-11-21,70.06026471416503
2022-11-22,71.01999436778372
2022-11-23,81.57702055758942
2022-11-24,47.02675302731625
2022-11-25,68.14080540692763
2022-11-26,60.462968177978034
2022-11-27,62.38242748521544
2022-11-28,74.85891298225852
2022-11-29,68.14080540692763
2022-11-30,70.06026471416503
2022-12-01,75.81864263587723
2022-12-02,95.9729653618699
2022-12-03,70.06026471416503
2022-12-04,60.462968177978034
2022-12-05,74.85891298225852
2022-12-06,66.22134609969024
2022-12-07,73.89918332863982
2022-12-08,75.81864263587723
2022-12-09,77.73810194311461
2022-12-10,67.18107575330893
2022-12-11,64.30188679245283
2022-12-12,71.97972402140242
2022-12-13,71.97972402140242
2022-12-14,75.81864263587723
2022-12-15,78.69783159673332
2022-12-16,83.49647986482681
2022-12-17,70.06026471416503
2022-12-18,56.62404956350324
2022-12-19,72.93945367502113
2022-12-20,75.81864263587723
2022-12-21,71.01999436778372
2022-12-22,66.22134609969024
2022-12-23,69.10053506054632
2022-12-24,49.905941988172344
2022-12-25,32.630808223035764
2022-12-26,60.462968177978034
2022-12-27,75.81864263587723
2022-12-28,77.73810194311461
2022-12-29,75.81864263587723
2022-12-30,83.49647986482681
2022-12-31,69.10053506054632
2023-01-01,47.98648268093495
2023-01-02,73.89918332863982
2023-01-03,70.06026471416503
2023-01-04,79.65756125035202
2023-01-05,76.77837228949592
2023-01-06,71.01999436778372
2023-01-07,67.18107575330893
2023-01-08,59.50323852435934
2023-01-09,70.06026471416503
2023-01-10,74.85891298225852
2023-01-11,71.01999436778372
2023-01-12,72.93945367502113
2023-01-13,75.81864263587723
2023-01-14,69.10053506054632
2023-01-15,57.58377921712194
2023-01-16,64.30188679245283
2023-01-17,70.06026471416503
2023-01-18,71.97972402140242
2023-01-19,73.89918332863982
2023-01-20,80.61729090397071
2023-01-21,68.14080540692763
2023-01-22,58.54350887074064
2023-01-23,70.06026471416503
2023-01-24,71.01999436778372
2023-01-25,69.10053506054632
2023-01-26,68.14080540692763
2023-01-27,77.73810194311461
2023-01-28,71.97972402140242
2023-01-29,55.66431990988454
2023-01-30,70.06026471416503
2023-01-31,71.97972402140242
2023-02-01,81.57702055758942
2023-02-02,84.45620951844552
2023-02-03,80.61729090397071
2023-02-04,73.89918332863982
2023-02-05,70.06026471416503
2023-02-06,72.93945367502113
2023-02-07,74.85891298225852
2023-02-08,71.01999436778372
2023-02-09,76.77837228949592
2023-02-10,83.49647986482681
2023-02-11,71.01999436778372
2023-02-12,59.50323852435934
2023-02-13,66.22134609969024
2023-02-14,68.14080540692763
2023-02-15,82.53675021120812
2023-02-16,74.85891298225852
2023-02-17,84.45620951844552
2023-02-18,73.89918332863982
2023-02-19,61.422697831596736
2023-02-20,71.01999436778372
2023-02-21,70.06026471416503
2023-02-22,74.85891298225852
2023-02-23,78.69783159673332
2023-02-24,83.49647986482681
2023-02-25,65.26161644607153
2023-02-26,59.50323852435934
2023-02-27,74.85891298225852
2023-02-28,79.65756125035202
2023-03-01,88.29512813292031
2023-03-02,82.53675021120812
2023-03-03,83.49647986482681
2023-03-04,76.77837228949592
2023-03-05,68.14080540692763
2023-03-06,79.65756125035202
2023-03-07,77.73810194311461
2023-03-08,75.81864263587723
2023-03-09,79.65756125035202
2023-03-10,87.3353984793016
2023-03-11,74.85891298225852
2023-03-12,63.34215713883413
2023-03-13,73.89918332863982
2023-03-14,74.85891298225852
2023-03-15,77.73810194311461
2023-03-16,76.77837228949592
2023-03-17,82.53675021120812
2023-03-18,68.14080540692763
2023-03-19,61.422697831596736
2023-03-20,71.97972402140242
2023-03-21,76.77837228949592
2023-03-22,74.85891298225852
2023-03-23,73.89918332863982
2023-03-24,80.61729090397071
2023-03-25,67.18107575330893
2023-03-26,62.38242748521544
2023-03-27,72.93945367502113
2023-03-28,70.06026471416503
2023-03-29,68.14080540692763
2023-03-30,74.85891298225852
2023-03-31,86.37566882568291
2023-04-01,72.93945367502113
2023-04-02,67.18107575330893
2023-04-03,77.73810194311461
2023-04-04,75.81864263587723
2023-04-05,73.89918332863982
2023-04-06,91.17431709377641
2023-04-07,83.49647986482681
2023-04-08,74.85891298225852
2023-04-09,60.462968177978034
2023-04-10,80.61729090397071
2023-04-11,95.0132357082512
2023-04-12,93.0937764010138
2023-04-13,80.61729090397071
2023-04-14,84.45620951844552
2023-04-15,69.10053506054632
2023-04-16,62.38242748521544
2023-04-17,72.93945367502113
2023-04-18,75.81864263587723
2023-04-19,76.77837228949592
2023-04-20,71.01999436778372
2023-04-21,74.85891298225852
2023-04-22,68.14080540692763
2023-04-23,60.462968177978034
2023-04-24,68.14080540692763
2023-04-25,72.93945367502113
2023-04-26,74.9338361150689
2023-04-27,68.1204315725669
2023-04-28,78.33373146009339
2023-04-29,70.06711858471033
2023-04-30,63.253714042208344
2023-05-01,85.14713600259537
2023-05-02,72.98714910292547
2023-05-03,82.22710548438025
2023-05-04,81.25376197830853
2023-05-05,77.36038795402168
2023-05-06,69.09377507863861
2023-05-07,60.3336835239932
2023-05-08,77.85386663328404
2023-05-09,70.06711858471033
2023-05-10,70.06711858471033
2023-05-11,73.96049260899719
2023-05-12,80.77389715149917
2023-05-13,71.52032691759139
2023-05-14,56.440309499706345
2023-05-15,79.3070749661651
2023-05-16,76.38704444794996
2023-05-17,82.7205841636426
2023-05-18,74.9338361150689
2023-05-19,78.82721013935576
2023-05-20,70.06711858471033
2023-05-21,59.36034001792149
2023-05-22,72.4936704236631
2023-05-23,71.04046209078204
2023-05-24,74.9338361150689
2023-05-25,75.90717962114061
2023-05-26,76.98267396492874
2023-05-27,69.08701509673091
2023-05-28,56.256569435909455
2023-05-29,57.24352679443418
2023-05-30,71.06092981378036
2023-05-31,74.02180188935455
2023-06-01,81.91746075755236
2023-06-02,84.87833283312655
2023-06-03,72.0478871723051
2023-06-04,65.139185662632
2023-06-05,71.06092981378036
2023-06-06,77.96963132345346
2023-06-07,77.96963132345346
2023-06-08,78.95658868197819
2023-06-09,79.94354604050291
2023-06-10,71.06092981378036
2023-06-11,71.06092981378036
2023-06-12,72.0478871723051
2023-06-13,78.95658868197819
2023-06-14,71.06092981378036
2023-06-15,81.91746075755236
2023-06-16,81.91746075755236
2023-06-17,65.139185662632
2023-06-18,58.230484152958915
2023-06-19,70.07397245525564
2023-06-20,76.98267396492874
2023-06-21,76.98267396492874
2023-06-22,73.03484453082982
2023-06-23,77.96963132345346
2023-06-24,67.11310037968146
2023-06-25,60.20439887000837
2023-06-26,73.03484453082982
2023-06-27,75.00875924787928
2023-06-28,73.03484453082982
2023-06-29,98.69573585247274
2023-06-30,81.91746075755236
2023-07-01,73.03484453082982
2023-07-02,64.15222830410728
2023-07-03,80.93050339902764
2023-07-04,63.16527094558255
2023-07-05,78.95658868197819
2023-07-06,83.89137547460182
2023-07-07,83.89137547460182
2023-07-08,73.03484453082982
2023-07-09,63.16527094558255
2023-07-10,78.95658868197819
2023-07-11,82.9044181160771
2023-07-12,84.87833283312655
2023-07-13,76.98267396492874
2023-07-14,81.91746075755236
2023-07-15,75.00875924787928
2023-07-16,68.10005773820619
2023-07-17,77.96963132345346
2023-07-18,80.93050339902764
2023-07-19,75.00875924787928
2023-07-20,77.96963132345346
2023-07-21,77.96963132345346
2023-07-22,65.139185662632
2023-07-23,59.21744151148364
2023-07-24,76.98267396492874
2023-07-25,75.995716606404
2023-07-26,72.0478871723051
2023-07-27,75.00875924787928
2023-07-28,81.91746075755236
2023-07-29,70.07397245525564
2023-07-30,60.20439887000837
2023-07-31,73.03484453082982
2023-08-01,81.91746075755236
2023-08-02,71.06092981378036
2023-08-03,83.89137547460182
2023-08-04,80.93050339902764
2023-08-05,71.06092981378036
2023-08-06,62.17831358705782
2023-08-07,71.06092981378036
2023-08-08,74.02180188935455
2023-08-09,76.98267396492874
2023-08-10,79.94354604050291
2023-08-11,82.9044181160771
2023-08-12,67.11310037968146
2023-08-13,64.15222830410728
2023-08-14,75.00875924787928
2023-08-15,82.9044181160771
2023-08-16,78.95658868197819
2023-08-17,78.95658868197819
2023-08-18,77.96963132345346
2023-08-19,70.07397245525564
2023-08-20,60.20439887000837
2023-08-21,78.95658868197819
2023-08-22,76.98267396492874
2023-08-23,82.9044181160771
2023-08-24,71.06092981378036
2023-08-25,73.03484453082982
2023-08-26,66.12614302115674
2023-08-27,58.230484152958915
2023-08-28,71.06092981378036
2023-08-29,69.08701509673091
2023-08-30,72.0478871723051
2023-08-31,71.06092981378036
2023-09-01,87.83920490870074
2023-09-02,79.94354604050291
2023-09-03,61.191356228533095
2023-09-04,64.15222830410728
2023-09-05,76.98267396492874
2023-09-06,76.98267396492874
2023-09-07,76.98267396492874
2023-09-08,80.93050339902764
2023-09-09,70.07397245525564
2023-09-10,60.20439887000837
2023-09-11,70.07397245525564
2023-09-12,70.07397245525564
2023-09-13,70.07397245525564
2023-09-14,77.96963132345346
2023-09-15,81.91746075755236
2023-09-16,69.08701509673091
2023-09-17,60.20439887000837
2023-09-18,75.995716606404
2023-09-19,73.03484453082982
2023-09-20,71.06092981378036
2023-09-21,74.02180188935455
2023-09-22,75.995716606404
2023-09-23,64.15222830410728
2023-09-24,57.24352679443418
2023-09-25,69.08701509673091
2023-09-26,73.03484453082982
2023-09-27,67.11310037968146
2023-09-28,75.00875924787928
2023-09-29,77.96963132345346
2023-09-30,66.12614302115674
2023-10-01,64.15222830410728
2023-10-02,78.95658868197819
2023-10-03,75.00875924787928
2023-10-04,72.0478871723051
2023-10-05,74.02180188935455
2023-10-06,78.95658868197819
2023-10-07,68.10005773820619
2023-10-08,57.24352679443418
2023-10-09,70.07397245525564
2023-10-10,75.995716606404
2023-10-11,74.02180188935455
2023-10-12,75.995716606404
2023-10-13,76.98267396492874
2023-10-14,67.11310037968146
2023-10-15,62.17831358705782
2023-10-16,72.0478871723051
2023-10-17,73.03484453082982
2023-10-18,72.0478871723051
2023-10-19,72.0478871723051
2023-10-20,70.07397245525564
2023-10-21,65.139185662632
2023-10-22,57.24352679443418
2023-10-23,71.06092981378036
2023-10-24,66.12614302115674
2023-10-25,66.12614302115674
2023-10-26,71.06092981378036
2023-10-27,71.06092981378036
2023-10-28,61.191356228533095
2023-10-29,51.32178264328582
2023-10-30,66.12614302115674
2023-10-31,65.139185662632
2023-11-01,75.995716606404
2023-11-02,72.0478871723051
2023-11-03,77.96963132345346
2023-11-04,65.139185662632
2023-11-05,59.21744151148364
2023-11-06,69.08701509673091
2023-11-07,72.0478871723051
2023-11-08,73.03484453082982
2023-11-09,76.98267396492874
2023-11-10,77.96963132345346
2023-11-11,67.11310037968146
2023-11-12,56.256569435909455
2023-11-13,74.02180188935455
2023-11-14,68.10005773820619
2023-11-15,75.00875924787928
2023-11-16,74.02180188935455
2023-11-17,73.03484453082982
2023-11-18,69.08701509673091
2023-11-19,57.24352679443418
2023-11-20,68.10005773820619
2023-11-21,75.995716606404
2023-11-22,75.00875924787928
2023-11-23,47.37395320918691
2023-11-24,65.139185662632
2023-11-25,60.20439887000837
2023-11-26,58.230484152958915
2023-11-27,73.03484453082982
2023-11-28,69.08701509673091
2023-11-29,69.08701509673091
2023-11-30,74.02180188935455
2023-12-01,83.89137547460182
2023-12-02,82.9044181160771
2023-12-03,64.15222830410728
2023-12-04,75.995716606404
2023-12-05,77.96963132345346
2023-12-06,79.94354604050291
2023-12-07,73.03484453082982
2023-12-08,73.03484453082982
2023-12-09,76.98267396492874
2023-12-10,64.15222830410728
2023-12-11,73.03484453082982
2023-12-12,74.02180188935455
2023-12-13,72.0478871723051
2023-12-14,73.03484453082982
2023-12-15,78.95658868197819
2023-12-16,64.15222830410728
2023-12-17,55.26961207738473
2023-12-18,67.11310037968146
2023-12-19,72.0478871723051
2023-12-20,70.07397245525564
2023-12-21,69.08701509673091
2023-12-22,72.07239071737862
2023-12-23,63.17565655409054
2023-12-24,45.382188227514355
2023-12-25,32.48634568811916
2023-12-26,66.76972619838611
2023-12-27,73.37594686026405
2023-12-28,74.76794295060031
2023-12-29,77.86853391563352
2023-12-30,62.27713914301665
2023-12-31,50.27981401469535
2024-01-01,56.07595721295023
2024-01-02,69.37683848415696
2024-01-03,80.96912488066673
2024-01-04,76.97001650455962
2024-01-05,76.56497777274811
2024-01-06,65.37773010804986
2024-01-07,56.974474624024126
2024-01-08,66.27624751912376
2024-01-09,68.07328234127154
2024-01-10,76.07149909348573
2024-01-11,69.37683848415696
2024-01-12,71.17387330630473
2024-01-13,64.97269137623832
2024-01-14,53.87388365899092
2024-01-15,60.97358300013123
2024-01-16,63.17565655409054
2024-01-17,72.97090812845252
2024-01-18,67.17476493019764
2024-01-19,71.17387330630473
2024-01-20,66.27624751912376
2024-01-21,53.46511259912184
2024-01-22,64.80619708984464
2024-01-23,67.23642948071382
2024-01-24,68.85658440795994
2024-01-25,68.85658440795994
2024-01-26,72.09689426245217
2024-01-27,60.75580977172936
2024-01-28,53.46511259912184
2024-01-29,63.18604216259853
2024-01-30,65.6162745534677
2024-01-31,66.42635201709076
2024-02-01,72.09689426245217
2024-02-02,76.14728158056747
2024-02-03,68.85658440795994
2024-02-04,59.13565484448324
2024-02-05,64.80619708984464
2024-02-06,66.42635201709076
2024-02-07,66.42635201709076
2024-02-08,65.6162745534677
2024-02-09,68.04650694433688
2024-02-10,63.18604216259853
2024-02-11,49.41472528100655
2024-02-12,62.37596469897547
2024-02-13,66.42635201709076
2024-02-14,63.99611962622159
2024-02-15,67.23642948071382
2024-02-16,74.52712665332135
2024-02-17,68.85658440795994
2024-02-18,59.13565484448324
2024-02-19,63.99611962622159
2024-02-20,72.90697172607523
2024-02-21,70.47673933520605
2024-02-22,78.57751397143663
2024-02-23,77.76743650781358
2024-02-24,67.23642948071382
2024-02-25,55.08526752636795
2024-02-26,72.90697172607523
2024-02-27,67.23642948071382
2024-02-28,67.23642948071382
2024-02-29,75.3372041169444
2024-03-01,81.00774636230581
2024-03-02,76.14728158056747
2024-03-03,57.51549991723712
2024-03-04,72.90697172607523
2024-03-05,77.76743650781358
2024-03-06,70.47673933520605
2024-03-07,72.09689426245217
2024-03-08,74.52712665332135
2024-03-09,63.99611962622159
2024-03-10,52.65503513549878
2024-03-11,63.99611962622159
2024-03-12,63.18604216259853
2024-03-13,68.85658440795994
2024-03-14,67.23642948071382
2024-03-15,72.90697172607523
2024-03-16,63.18604216259853
2024-03-17,55.89534498999101
2024-03-18,65.6162745534677
2024-03-19,69.666661871583
2024-03-20,66.42635201709076
2024-03-21,64.80619708984464
2024-03-22,71.28681679882911
2024-03-23,56.70542245361407
2024-03-24,51.03488020825266
2024-03-25,65.6162745534677
2024-03-26,65.6162745534677
2024-03-27,63.18604216259853
2024-03-28,68.04650694433688
2024-03-29,72.09689426245217
2024-03-30,59.13565484448324
2024-03-31,47.79457035376043
2024-04-01,75.3372041169444
2024-04-02,72.09689426245217
2024-04-03,72.90697172607523
2024-04-04,76.14728158056747
2024-04-05,74.52712665332135
2024-04-06,68.85658440795994
2024-04-07,58.32557738086018
2024-04-08,60.75580977172936
2024-04-09,66.42635201709076
2024-04-10,69.666661871583
2024-04-11,67.23642948071382
2024-04-12,71.28681679882911
2024-04-13,63.99611962622159
2024-04-14,56.70542245361407
2024-04-15,68.04650694433688
2024-04-16,68.04650694433688
2024-04-17,68.04650694433688
2024-04-18,69.666661871583
2024-04-19,72.09689426245217
2024-04-20,60.75580977172936
2024-04-21,56.70542245361407
2024-04-22,66.42635201709076
2024-04-23,67.23642948071382
2024-04-24,68.04650694433688
2024-04-25,65.6162745534677
2024-04-26,69.666661871583
2024-04-27,55.89534498999101
2024-04-28,53.46511259912184
2024-04-29,68.04650694433688
2024-04-30,68.04650694433688
2024-05-01,74.52712665332135
2024-05-02,72.09689426245217
2024-05-03,72.90697172607523
2024-05-04,62.37596469897547
2024-05-05,54.27519006274489
2024-05-06,68.04650694433688
2024-05-07,64.80619708984464
2024-05-08,68.04650694433688
2024-05-09,68.04650694433688
2024-05-10,69.666661871583
2024-05-11,57.51549991723712
2024-05-12,47.79457035376043
2024-05-13,66.42635201709076
2024-05-14,68.04650694433688
2024-05-15,72.09689426245217
2024-05-16,68.04650694433688
2024-05-17,71.28681679882911
2024-05-18,62.37596469897547
2024-05-19,52.65503513549878
2024-05-20,72.09689426245217
2024-05-21,68.85658440795994
2024-05-22,62.37596469897547
2024-05-23,62.37596469897547
2024-05-24,63.99611962622159
2024-05-25,63.18604216259853
2024-05-26,56.70542245361407
2024-05-27,62.37596469897547
2024-05-28,74.52712665332135
2024-05-29,72.09689426245217
2024-05-30,68.04650694433688
2024-05-31,79.38759143505969
2024-06-01,61.56588723535241
2024-06-02,54.27519006274489
2024-06-03,77.76743650781358
2024-06-04,68.85658440795994
2024-06-05,67.23642948071382
2024-06-06,68.04650694433688
2024-06-07,78.57751397143663
2024-06-08,59.13565484448324
2024-06-09,52.65503513549878
2024-06-10,68.85658440795994
2024-06-11,63.99611962622159
2024-06-12,73.71704918969829
2024-06-13,68.04650694433688
2024-06-14,71.28681679882911
2024-06-15,62.37596469897547
2024-06-16,51.03488020825266
2024-06-17,67.23642948071382
2024-06-18,72.09689426245217
2024-06-19,65.6162745534677
2024-06-20,68.85658440795994
2024-06-21,75.3372041169444
2024-06-22,58.32557738086018
2024-06-23,53.46511259912184
2024-06-24,64.80619708984464
2024-06-25,65.6162745534677
2024-06-26,63.99611962622159
2024-06-27,72.90697172607523
2024-06-28,75.3372041169444
2024-06-29,68.04650694433688
2024-06-30,59.13565484448324
2024-07-01,71.28681679882911
2024-07-02,73.71704918969829
2024-07-03,70.47673933520605
2024-07-04,60.75580977172936
2024-07-05,69.666661871583
2024-07-06,61.56588723535241
2024-07-07,57.51549991723712
2024-07-08,68.04650694433688
2024-07-09,70.47673933520605
2024-07-10,71.28681679882911
2024-07-11,68.85658440795994
2024-07-12,71.28681679882911
2024-07-13,62.37596469897547
2024-07-14,48.60464781738349
2024-07-15,65.6162745534677
2024-07-16,72.90697172607523
2024-07-17,74.52712665332135
2024-07-18,67.23642948071382
2024-07-19,72.90697172607523
2024-07-20,59.9457323081063
2024-07-21,51.03488020825266
2024-07-22,63.99611962622159
2024-07-23,63.18604216259853
2024-07-24,63.99611962622159
2024-07-25,75.3372041169444
2024-07-26,69.666661871583
2024-07-27,59.9457323081063
2024-07-28,56.70542245361407
2024-07-29,66.42635201709076
2024-07-30,63.18604216259853
2024-07-31,75.3372041169444
2024-08-01,76.14728158056747
2024-08-02,74.52712665332135
2024-08-03,65.6162745534677
2024-08-04,54.27519006274489
2024-08-05,70.47673933520605
2024-08-06,67.23642948071382
2024-08-07,67.23642948071382
2024-08-08,68.85658440795994
2024-08-09,68.85658440795994
2024-08-10,61.56588723535241
2024-08-11,58.32557738086018
2024-08-12,66.42635201709076
2024-08-13,71.28681679882911
2024-08-14,72.90697172607523
2024-08-15,80.19766889868275
2024-08-16,71.28681679882911
2024-08-17,60.75580977172936
2024-08-18,52.64076388341533
2024-08-19,63.24518693927424
2024-08-20,65.60435732234649
2024-08-21,63.24518693927424
2024-08-22,68.74991783310946
2024-08-23,64.81796719465572
2024-08-24,59.71827503263204
2024-08-25,51.85437375572459
2024-08-26,60.09962642851126
2024-08-27,64.81796719465572
2024-08-28,63.24518693927424
2024-08-29,63.24518693927424
2024-08-30,68.74991783310946
2024-08-31,57.359104649559804
2024-09-01,54.99993426648757
2024-09-02,56.95406591774828
2024-09-03,69.13126922898869
2024-09-04,67.55848897360718
2024-09-05,66.39074745003722
2024-09-06,67.17713757772796
2024-09-07,58.9318849049413
2024-09-08,52.64076388341533
2024-09-09,64.03157706696499
2024-09-10,65.60435732234649
2024-09-11,63.24518693927424
2024-09-12,70.32269808849094
2024-09-13,69.5363079608002
2024-09-14,59.71827503263204
2024-09-15,51.06798362803384
2024-09-16,62.4587968115835
2024-09-17,64.82973729946681
2024-09-18,67.88054846650056
2024-09-19,73.21946800880959
2024-09-20,74.74487359232644
2024-09-21,67.11784567474211
2024-09-22,55.67730379836562
2024-09-23,67.88054846650056
