Time,jack_black
2022-04-15,54.0
2022-04-16,63.0
2022-04-17,66.0
2022-04-18,54.0
2022-04-19,50.0
2022-04-20,47.0
2022-04-21,48.0
2022-04-22,60.0
2022-04-23,64.0
2022-04-24,68.0
2022-04-25,58.0
2022-04-26,51.0
2022-04-27,53.0
2022-04-28,51.0
2022-04-29,49.0
2022-04-30,60.0
2022-05-01,65.0
2022-05-02,51.0
2022-05-03,48.0
2022-05-04,51.0
2022-05-05,50.0
2022-05-06,60.0
2022-05-07,76.0
2022-05-08,68.0
2022-05-09,55.0
2022-05-10,48.0
2022-05-11,65.0
2022-05-12,57.0
2022-05-13,59.0
2022-05-14,60.0
2022-05-15,63.0
2022-05-16,52.0
2022-05-17,53.0
2022-05-18,54.0
2022-05-19,55.0
2022-05-20,59.0
2022-05-21,73.0
2022-05-22,68.0
2022-05-23,54.0
2022-05-24,51.0
2022-05-25,49.0
2022-05-26,52.0
2022-05-27,65.0
2022-05-28,60.0
2022-05-29,62.0
2022-05-30,58.0
2022-05-31,54.0
2022-06-01,55.0
2022-06-02,48.0
2022-06-03,54.0
2022-06-04,64.0
2022-06-05,68.0
2022-06-06,85.0
2022-06-07,56.0
2022-06-08,58.0
2022-06-09,57.0
2022-06-10,58.0
2022-06-11,63.0
2022-06-12,66.0
2022-06-13,53.0
2022-06-14,52.0
2022-06-15,55.0
2022-06-16,54.0
2022-06-17,55.0
2022-06-18,63.0
2022-06-19,67.0
2022-06-20,61.0
2022-06-21,49.0
2022-06-22,56.0
2022-06-23,54.0
2022-06-24,54.0
2022-06-25,69.0
2022-06-26,75.0
2022-06-27,63.0
2022-06-28,56.0
2022-06-29,62.0
2022-06-30,54.0
2022-07-01,56.0
2022-07-02,66.0
2022-07-03,68.0
2022-07-04,68.0
2022-07-05,52.0
2022-07-06,52.0
2022-07-07,61.0
2022-07-08,58.0
2022-07-09,67.0
2022-07-10,70.0
2022-07-11,68.0
2022-07-12,63.0
2022-07-13,64.0
2022-07-14,56.0
2022-07-15,65.0
2022-07-16,81.0
2022-07-17,78.0
2022-07-18,66.0
2022-07-19,64.0
2022-07-20,63.0
2022-07-21,59.0
2022-07-22,54.0
2022-07-23,75.0
2022-07-24,74.0
2022-07-25,58.0
2022-07-26,62.0
2022-07-27,55.0
2022-07-28,53.0
2022-07-29,63.0
2022-07-30,64.0
2022-07-31,62.0
2022-08-01,59.0
2022-08-02,53.0
2022-08-03,51.0
2022-08-04,50.0
2022-08-05,51.0
2022-08-06,61.0
2022-08-07,61.0
2022-08-08,100.0
2022-08-09,61.0
2022-08-10,56.0
2022-08-11,61.0
2022-08-12,60.0
2022-08-13,74.0
2022-08-14,76.0
2022-08-15,60.0
2022-08-16,51.0
2022-08-17,52.0
2022-08-18,57.0
2022-08-19,58.0
2022-08-20,63.0
2022-08-21,67.0
2022-08-22,51.0
2022-08-23,54.0
2022-08-24,50.0
2022-08-25,51.0
2022-08-26,56.0
2022-08-27,70.0
2022-08-28,85.0
2022-08-29,64.5
2022-08-30,55.5
2022-08-31,55.5
2022-09-01,54.166666666666664
2022-09-02,55.5
2022-09-03,64.0
2022-09-04,66.83333333333333
2022-09-05,64.5
2022-09-06,53.166666666666664
2022-09-07,48.5
2022-09-08,45.666666666666664
2022-09-09,53.166666666666664
2022-09-10,58.33333333333333
2022-09-11,61.166666666666664
2022-09-12,50.33333333333333
2022-09-13,50.83333333333333
2022-09-14,56.0
2022-09-15,53.666666666666664
2022-09-16,53.166666666666664
2022-09-17,61.166666666666664
2022-09-18,56.5
2022-09-19,50.83333333333333
2022-09-20,50.83333333333333
2022-09-21,54.166666666666664
2022-09-22,51.33333333333333
2022-09-23,61.166666666666664
2022-09-24,64.5
2022-09-25,61.166666666666664
2022-09-26,53.666666666666664
2022-09-27,53.166666666666664
2022-09-28,48.0
2022-09-29,50.666666666666664
2022-09-30,53.33333333333333
2022-10-01,61.33333333333333
2022-10-02,58.666666666666664
2022-10-03,53.33333333333333
2022-10-04,48.0
2022-10-05,50.666666666666664
2022-10-06,82.66666666666666
2022-10-07,128.0
2022-10-08,112.0
2022-10-09,77.33333333333333
2022-10-10,66.66666666666666
2022-10-11,66.66666666666666
2022-10-12,69.33333333333333
2022-10-13,69.33333333333333
2022-10-14,64.0
2022-10-15,69.33333333333333
2022-10-16,74.66666666666666
2022-10-17,58.666666666666664
2022-10-18,61.33333333333333
2022-10-19,56.0
2022-10-20,56.0
2022-10-21,64.0
2022-10-22,69.33333333333333
2022-10-23,72.0
2022-10-24,58.666666666666664
2022-10-25,64.0
2022-10-26,58.666666666666664
2022-10-27,66.66666666666666
2022-10-28,61.33333333333333
2022-10-29,77.33333333333333
2022-10-30,74.66666666666666
2022-10-31,69.33333333333333
2022-11-01,53.33333333333333
2022-11-02,50.666666666666664
2022-11-03,56.0
2022-11-04,61.33333333333333
2022-11-05,61.33333333333333
2022-11-06,66.66666666666666
2022-11-07,53.33333333333333
2022-11-08,48.0
2022-11-09,53.33333333333333
2022-11-10,56.0
2022-11-11,61.33333333333333
2022-11-12,69.33333333333333
2022-11-13,72.0
2022-11-14,53.33333333333333
2022-11-15,58.666666666666664
2022-11-16,53.33333333333333
2022-11-17,64.0
2022-11-18,66.66666666666666
2022-11-19,74.66666666666666
2022-11-20,66.66666666666666
2022-11-21,61.33333333333333
2022-11-22,69.33333333333333
2022-11-23,72.0
2022-11-24,85.33333333333333
2022-11-25,101.33333333333333
2022-11-26,88.0
2022-11-27,69.33333333333333
2022-11-28,66.66666666666666
2022-11-29,69.33333333333333
2022-11-30,58.666666666666664
2022-12-01,58.666666666666664
2022-12-02,66.66666666666666
2022-12-03,74.66666666666666
2022-12-04,82.66666666666666
2022-12-05,64.0
2022-12-06,64.0
2022-12-07,138.66666666666666
2022-12-08,72.0
2022-12-09,64.0
2022-12-10,82.66666666666666
2022-12-11,82.66666666666666
2022-12-12,69.33333333333333
2022-12-13,64.0
2022-12-14,64.0
2022-12-15,82.66666666666666
2022-12-16,69.33333333333333
2022-12-17,82.66666666666666
2022-12-18,80.0
2022-12-19,69.33333333333333
2022-12-20,72.0
2022-12-21,66.66666666666666
2022-12-22,69.33333333333333
2022-12-23,133.33333333333331
2022-12-24,101.33333333333333
2022-12-25,114.66666666666666
2022-12-26,93.33333333333333
2022-12-27,77.33333333333333
2022-12-28,72.0
2022-12-29,64.0
2022-12-30,72.0
2022-12-31,80.0
2023-01-01,128.0
2023-01-02,72.0
2023-01-03,53.33333333333333
2023-01-04,64.0
2023-01-05,85.33333333333333
2023-01-06,82.66666666666666
2023-01-07,82.66666666666666
2023-01-08,90.66666666666666
2023-01-09,66.66666666666666
2023-01-10,74.66666666666666
2023-01-11,72.0
2023-01-12,72.0
2023-01-13,66.66666666666666
2023-01-14,77.33333333333333
2023-01-15,69.33333333333333
2023-01-16,66.66666666666666
2023-01-17,58.666666666666664
2023-01-18,61.33333333333333
2023-01-19,61.33333333333333
2023-01-20,56.0
2023-01-21,64.0
2023-01-22,74.66666666666666
2023-01-23,58.666666666666664
2023-01-24,61.33333333333333
2023-01-25,56.0
2023-01-26,56.0
2023-01-27,58.666666666666664
2023-01-28,69.33333333333333
2023-01-29,74.66666666666666
2023-01-30,61.33333333333333
2023-01-31,53.33333333333333
2023-02-01,53.33333333333333
2023-02-02,56.0
2023-02-03,64.0
2023-02-04,74.66666666666666
2023-02-05,77.33333333333333
2023-02-06,61.33333333333333
2023-02-07,56.0
2023-02-08,53.33333333333333
2023-02-09,56.0
2023-02-10,58.666666666666664
2023-02-11,64.0
2023-02-12,64.0
2023-02-13,50.666666666666664
2023-02-14,53.33333333333333
2023-02-15,56.0
2023-02-16,58.666666666666664
2023-02-17,50.666666666666664
2023-02-18,64.0
2023-02-19,64.0
2023-02-20,61.33333333333333
2023-02-21,53.33333333333333
2023-02-22,53.33333333333333
2023-02-23,50.666666666666664
2023-02-24,61.33333333333333
2023-02-25,72.0
2023-02-26,85.33333333333333
2023-02-27,64.0
2023-02-28,56.0
2023-03-01,61.33333333333333
2023-03-02,61.33333333333333
2023-03-03,66.66666666666666
2023-03-04,69.33333333333333
2023-03-05,74.66666666666666
2023-03-06,58.666666666666664
2023-03-07,53.33333333333333
2023-03-08,56.0
2023-03-09,61.33333333333333
2023-03-10,66.66666666666666
2023-03-11,74.66666666666666
2023-03-12,77.33333333333333
2023-03-13,61.33333333333333
2023-03-14,64.0
2023-03-15,64.0
2023-03-16,58.666666666666664
2023-03-17,61.33333333333333
2023-03-18,72.0
2023-03-19,82.66666666666666
2023-03-20,64.0
2023-03-21,58.666666666666664
2023-03-22,56.0
2023-03-23,61.33333333333333
2023-03-24,61.33333333333333
2023-03-25,72.0
2023-03-26,74.66666666666666
2023-03-27,64.0
2023-03-28,64.0
2023-03-29,58.666666666666664
2023-03-30,58.666666666666664
2023-03-31,64.0
2023-04-01,69.33333333333333
2023-04-02,82.66666666666666
2023-04-03,80.0
2023-04-04,66.66666666666666
2023-04-05,157.33333333333331
2023-04-06,221.33333333333331
2023-04-07,194.66666666666666
2023-04-08,234.66666666666666
2023-04-09,266.66666666666663
2023-04-10,232.0
2023-04-11,240.0
2023-04-12,218.66666666666666
2023-04-13,202.66666666666666
2023-04-14,208.0
2023-04-15,258.66666666666663
2023-04-16,253.33333333333331
2023-04-17,192.0
2023-04-18,194.66666666666666
2023-04-19,181.33333333333331
2023-04-20,170.66666666666666
2023-04-21,178.66666666666666
2023-04-22,216.0
2023-04-23,210.66666666666666
2023-04-24,160.0
2023-04-25,141.33333333333331
2023-04-26,146.58008658008657
2023-04-27,127.53935221405101
2023-04-28,135.95180722891564
2023-04-29,176.24910029729307
2023-04-30,159.42419026756374
2023-05-01,123.10770354143847
2023-05-02,114.69524852657382
2023-05-03,109.38110885098837
2023-05-04,103.18447817242998
2023-05-05,106.28279351170917
2023-05-06,127.53935221405101
2023-05-07,120.00938820215927
2023-05-08,100.9686538361237
2023-05-09,104.0669691754029
2023-05-10,96.53700516351118
2023-05-11,98.75282949981744
2023-05-12,106.28279351170917
2023-05-13,129.75517655035725
2023-05-14,151.89422625567204
2023-05-15,117.79356386585302
2023-05-16,125.32352787774474
2023-05-17,162.52250560684294
2023-05-18,146.58008658008657
2023-05-19,158.09085693423043
2023-05-20,175.36660929432014
2023-05-21,160.30668127053667
2023-05-22,120.00938820215927
2023-05-23,109.38110885098837
2023-05-24,104.94946017837583
2023-05-25,104.0669691754029
2023-05-26,100.60397433891409
2023-05-27,118.2537943983727
2023-05-28,118.2537943983727
2023-05-29,123.54874041621028
2023-05-30,88.24910029729305
2023-05-31,75.89422625567204
2023-06-01,91.77906430918478
2023-06-02,97.07401032702236
2023-06-03,105.89892035675167
2023-06-04,118.2537943983727
2023-06-05,90.01408230323892
2023-06-06,88.24910029729305
2023-06-07,91.77906430918478
2023-06-08,84.71913628540133
2023-06-09,90.01408230323892
2023-06-10,102.36895634485995
2023-06-11,100.60397433891409
2023-06-12,72.3642622437803
2023-06-13,67.06931622594273
2023-06-14,70.59928023783445
2023-06-15,74.12924424972617
2023-06-16,74.12924424972617
2023-06-17,90.01408230323892
2023-06-18,91.77906430918478
2023-06-19,81.18917227350961
2023-06-20,67.06931622594273
2023-06-21,70.59928023783445
2023-06-22,63.539352214051
2023-06-23,70.59928023783445
2023-06-24,84.71913628540133
2023-06-25,86.4841182913472
2023-06-26,72.3642622437803
2023-06-27,63.539352214051
2023-06-28,70.59928023783445
2023-06-29,68.83429823188858
2023-06-30,72.3642622437803
2023-07-01,82.95415427945548
2023-07-02,86.4841182913472
2023-07-03,74.12924424972617
2023-07-04,86.4841182913472
2023-07-05,70.59928023783445
2023-07-06,67.06931622594273
2023-07-07,74.12924424972617
2023-07-08,84.71913628540133
2023-07-09,90.01408230323892
2023-07-10,65.30433421999686
2023-07-11,65.30433421999686
2023-07-12,67.06931622594273
2023-07-13,61.77437020810514
2023-07-14,68.83429823188858
2023-07-15,82.95415427945548
2023-07-16,86.4841182913472
2023-07-17,65.30433421999686
2023-07-18,68.83429823188858
2023-07-19,68.83429823188858
2023-07-20,68.83429823188858
2023-07-21,68.83429823188858
2023-07-22,86.4841182913472
2023-07-23,88.24910029729305
2023-07-24,68.83429823188858
2023-07-25,61.77437020810514
2023-07-26,93.54404631513064
2023-07-27,63.539352214051
2023-07-28,67.06931622594273
2023-07-29,81.18917227350961
2023-07-30,81.18917227350961
2023-07-31,61.77437020810514
2023-08-01,60.00938820215928
2023-08-02,61.77437020810514
2023-08-03,61.77437020810514
2023-08-04,79.42419026756376
2023-08-05,88.24910029729305
2023-08-06,111.19386637458925
2023-08-07,70.59928023783445
2023-08-08,63.539352214051
2023-08-09,68.83429823188858
2023-08-10,63.539352214051
2023-08-11,67.06931622594273
2023-08-12,68.83429823188858
2023-08-13,82.95415427945548
2023-08-14,60.00938820215928
2023-08-15,58.24440619621342
2023-08-16,65.30433421999686
2023-08-17,68.83429823188858
2023-08-18,72.3642622437803
2023-08-19,84.71913628540133
2023-08-20,82.95415427945548
2023-08-21,65.30433421999686
2023-08-22,58.24440619621342
2023-08-23,61.77437020810514
2023-08-24,60.00938820215928
2023-08-25,61.77437020810514
2023-08-26,77.65920826161789
2023-08-27,75.89422625567204
2023-08-28,74.12924424972617
2023-08-29,70.59928023783445
2023-08-30,68.83429823188858
2023-08-31,60.00938820215928
2023-09-01,67.06931622594273
2023-09-02,70.59928023783445
2023-09-03,91.77906430918478
2023-09-04,82.95415427945548
2023-09-05,63.539352214051
2023-09-06,58.24440619621342
2023-09-07,67.06931622594273
2023-09-08,68.83429823188858
2023-09-09,72.3642622437803
2023-09-10,79.42419026756376
2023-09-11,60.00938820215928
2023-09-12,61.77437020810514
2023-09-13,63.539352214051
2023-09-14,63.539352214051
2023-09-15,67.06931622594273
2023-09-16,72.3642622437803
2023-09-17,72.3642622437803
2023-09-18,58.24440619621342
2023-09-19,54.7144421843217
2023-09-20,58.24440619621342
2023-09-21,58.24440619621342
2023-09-22,56.47942419026756
2023-09-23,74.12924424972617
2023-09-24,75.89422625567204
2023-09-25,75.89422625567204
2023-09-26,65.30433421999686
2023-09-27,54.7144421843217
2023-09-28,60.00938820215928
2023-09-29,61.77437020810514
2023-09-30,67.06931622594273
2023-10-01,70.59928023783445
2023-10-02,61.77437020810514
2023-10-03,58.24440619621342
2023-10-04,61.77437020810514
2023-10-05,68.83429823188858
2023-10-06,65.30433421999686
2023-10-07,70.59928023783445
2023-10-08,84.71913628540133
2023-10-09,65.30433421999686
2023-10-10,61.77437020810514
2023-10-11,68.83429823188858
2023-10-12,70.59928023783445
2023-10-13,70.59928023783445
2023-10-14,79.42419026756376
2023-10-15,91.77906430918478
2023-10-16,75.89422625567204
2023-10-17,63.539352214051
2023-10-18,58.24440619621342
2023-10-19,65.30433421999686
2023-10-20,67.06931622594273
2023-10-21,68.83429823188858
2023-10-22,77.65920826161789
2023-10-23,65.30433421999686
2023-10-24,65.30433421999686
2023-10-25,61.77437020810514
2023-10-26,75.89422625567204
2023-10-27,75.89422625567204
2023-10-28,91.77906430918478
2023-10-29,75.89422625567204
2023-10-30,65.30433421999686
2023-10-31,74.12924424972617
2023-11-01,63.539352214051
2023-11-02,60.00938820215928
2023-11-03,63.539352214051
2023-11-04,72.3642622437803
2023-11-05,72.3642622437803
2023-11-06,61.77437020810514
2023-11-07,68.83429823188858
2023-11-08,74.12924424972617
2023-11-09,67.06931622594273
2023-11-10,67.06931622594273
2023-11-11,79.42419026756376
2023-11-12,79.42419026756376
2023-11-13,60.00938820215928
2023-11-14,61.77437020810514
2023-11-15,60.00938820215928
2023-11-16,61.77437020810514
2023-11-17,61.77437020810514
2023-11-18,75.89422625567204
2023-11-19,77.65920826161789
2023-11-20,67.06931622594273
2023-11-21,63.539352214051
2023-11-22,72.3642622437803
2023-11-23,102.36895634485995
2023-11-24,120.01877640431856
2023-11-25,95.30902832107651
2023-11-26,86.4841182913472
2023-11-27,67.06931622594273
2023-11-28,61.77437020810514
2023-11-29,61.77437020810514
2023-11-30,56.47942419026756
2023-12-01,60.00938820215928
2023-12-02,81.18917227350961
2023-12-03,75.89422625567204
2023-12-04,63.539352214051
2023-12-05,65.30433421999686
2023-12-06,67.06931622594273
2023-12-07,65.30433421999686
2023-12-08,63.539352214051
2023-12-09,81.18917227350961
2023-12-10,91.77906430918478
2023-12-11,75.89422625567204
2023-12-12,70.59928023783445
2023-12-13,81.18917227350961
2023-12-14,72.3642622437803
2023-12-15,79.42419026756376
2023-12-16,91.77906430918478
2023-12-17,148.25848849945234
2023-12-18,77.65920826161789
2023-12-19,70.59928023783445
2023-12-20,79.42419026756376
2023-12-21,75.89422625567204
2023-12-22,80.30668127053669
2023-12-23,97.07401032702236
2023-12-24,99.72148333594116
2023-12-25,126.19621342512907
2023-12-26,95.30902832107651
2023-12-27,77.65920826161789
2023-12-28,142.96354248161475
2023-12-29,86.4841182913472
2023-12-30,82.07166327648255
2023-12-31,81.18917227350963
2024-01-01,97.07401032702236
2024-01-02,81.18917227350963
2024-01-03,113.84133938350806
2024-01-04,86.4841182913472
2024-01-05,79.42419026756376
2024-01-06,105.89892035675167
2024-01-07,105.01642935377873
2024-01-08,88.24910029729307
2024-01-09,97.95650132999529
2024-01-10,96.19151932404944
2024-01-11,87.36660929432014
2024-01-12,79.42419026756376
2024-01-13,105.01642935377873
2024-01-14,89.131591300266
2024-01-15,77.65920826161789
2024-01-16,62.656861211078066
2024-01-17,63.539352214051
2024-01-18,62.656861211078066
2024-01-19,87.36660929432014
2024-01-20,107.66390236269754
2024-01-21,105.89892035675167
2024-01-22,70.59928023783445
2024-01-23,61.77437020810514
2024-01-24,61.77437020810514
2024-01-25,70.59928023783445
2024-01-26,70.59928023783445
2024-01-27,88.24910029729307
2024-01-28,88.24910029729307
2024-01-29,61.77437020810514
2024-01-30,61.77437020810514
2024-01-31,61.77437020810514
2024-02-01,61.77437020810514
2024-02-02,70.59928023783445
2024-02-03,79.42419026756376
2024-02-04,88.24910029729307
2024-02-05,61.77437020810514
2024-02-06,61.77437020810514
2024-02-07,52.94946017837584
2024-02-08,61.77437020810514
2024-02-09,70.59928023783445
2024-02-10,79.42419026756376
2024-02-11,97.07401032702236
2024-02-12,70.59928023783445
2024-02-13,61.77437020810514
2024-02-14,70.59928023783445
2024-02-15,70.59928023783445
2024-02-16,70.59928023783445
2024-02-17,88.24910029729307
2024-02-18,88.24910029729307
2024-02-19,70.59928023783445
2024-02-20,79.42419026756376
2024-02-21,79.42419026756376
2024-02-22,70.59928023783445
2024-02-23,70.59928023783445
2024-02-24,88.24910029729307
2024-02-25,88.24910029729307
2024-02-26,70.59928023783445
2024-02-27,70.59928023783445
2024-02-28,70.59928023783445
2024-02-29,79.42419026756376
2024-03-01,114.72383038648098
2024-03-02,132.3736504459396
2024-03-03,114.72383038648098
2024-03-04,97.07401032702236
2024-03-05,114.72383038648098
2024-03-06,114.72383038648098
2024-03-07,97.07401032702236
2024-03-08,150.0234705053982
2024-03-09,176.49820059458614
2024-03-10,167.6732905648568
2024-03-11,114.72383038648098
2024-03-12,105.89892035675167
2024-03-13,97.07401032702236
2024-03-14,97.07401032702236
2024-03-15,88.24910029729307
2024-03-16,123.54874041621028
2024-03-17,123.54874041621028
2024-03-18,79.42419026756376
2024-03-19,79.42419026756376
2024-03-20,79.42419026756376
2024-03-21,70.59928023783445
2024-03-22,79.42419026756376
2024-03-23,105.89892035675167
2024-03-24,114.72383038648098
2024-03-25,79.42419026756376
2024-03-26,70.59928023783445
2024-03-27,88.24910029729307
2024-03-28,70.59928023783445
2024-03-29,88.24910029729307
2024-03-30,123.54874041621028
2024-03-31,141.1985604756689
2024-04-01,97.07401032702236
2024-04-02,70.59928023783445
2024-04-03,70.59928023783445
2024-04-04,70.59928023783445
2024-04-05,79.42419026756376
2024-04-06,79.42419026756376
2024-04-07,79.42419026756376
2024-04-08,61.77437020810514
2024-04-09,70.59928023783445
2024-04-10,70.59928023783445
2024-04-11,70.59928023783445
2024-04-12,79.42419026756376
2024-04-13,88.24910029729307
2024-04-14,79.42419026756376
2024-04-15,61.77437020810514
2024-04-16,70.59928023783445
2024-04-17,61.77437020810514
2024-04-18,70.59928023783445
2024-04-19,70.59928023783445
2024-04-20,79.42419026756376
2024-04-21,88.24910029729307
2024-04-22,70.59928023783445
2024-04-23,70.59928023783445
2024-04-24,61.77437020810514
2024-04-25,70.59928023783445
2024-04-26,61.77437020810514
2024-04-27,79.42419026756376
2024-04-28,88.24910029729307
2024-04-29,61.77437020810514
2024-04-30,61.77437020810514
2024-05-01,61.77437020810514
2024-05-02,70.59928023783445
2024-05-03,70.59928023783445
2024-05-04,79.42419026756376
2024-05-05,79.42419026756376
2024-05-06,70.59928023783445
2024-05-07,61.77437020810514
2024-05-08,61.77437020810514
2024-05-09,61.77437020810514
2024-05-10,70.59928023783445
2024-05-11,88.24910029729307
2024-05-12,79.42419026756376
2024-05-13,70.59928023783445
2024-05-14,61.77437020810514
2024-05-15,61.77437020810514
2024-05-16,61.77437020810514
2024-05-17,79.42419026756376
2024-05-18,79.42419026756376
2024-05-19,79.42419026756376
2024-05-20,70.59928023783445
2024-05-21,61.77437020810514
2024-05-22,61.77437020810514
2024-05-23,70.59928023783445
2024-05-24,70.59928023783445
2024-05-25,79.42419026756376
2024-05-26,79.42419026756376
2024-05-27,79.42419026756376
2024-05-28,61.77437020810514
2024-05-29,61.77437020810514
2024-05-30,61.77437020810514
2024-05-31,61.77437020810514
2024-06-01,61.77437020810514
2024-06-02,79.42419026756376
2024-06-03,61.77437020810514
2024-06-04,52.94946017837584
2024-06-05,52.94946017837584
2024-06-06,61.77437020810514
2024-06-07,61.77437020810514
2024-06-08,70.59928023783445
2024-06-09,79.42419026756376
2024-06-10,61.77437020810514
2024-06-11,61.77437020810514
2024-06-12,61.77437020810514
2024-06-13,61.77437020810514
2024-06-14,61.77437020810514
2024-06-15,79.42419026756376
2024-06-16,79.42419026756376
2024-06-17,114.72383038648098
2024-06-18,132.3736504459396
2024-06-19,88.24910029729307
2024-06-20,61.77437020810514
2024-06-21,79.42419026756376
2024-06-22,88.24910029729307
2024-06-23,79.42419026756376
2024-06-24,61.77437020810514
2024-06-25,61.77437020810514
2024-06-26,61.77437020810514
2024-06-27,61.77437020810514
2024-06-28,52.94946017837584
2024-06-29,70.59928023783445
2024-06-30,79.42419026756376
2024-07-01,61.77437020810514
2024-07-02,52.94946017837584
2024-07-03,52.94946017837584
2024-07-04,79.42419026756376
2024-07-05,70.59928023783445
2024-07-06,79.42419026756376
2024-07-07,79.42419026756376
2024-07-08,61.77437020810514
2024-07-09,61.77437020810514
2024-07-10,52.94946017837584
2024-07-11,52.94946017837584
2024-07-12,61.77437020810514
2024-07-13,70.59928023783445
2024-07-14,61.77437020810514
2024-07-15,167.6732905648568
2024-07-16,882.4910029729306
2024-07-17,547.144421843217
2024-07-18,255.92239086214988
2024-07-19,185.32311062431543
2024-07-20,158.84838053512752
2024-07-21,123.54874041621028
2024-07-22,97.07401032702236
2024-07-23,79.42419026756376
2024-07-24,79.42419026756376
2024-07-25,88.24910029729307
2024-07-26,88.24910029729307
2024-07-27,88.24910029729307
2024-07-28,79.42419026756376
2024-07-29,61.77437020810514
2024-07-30,70.59928023783445
2024-07-31,61.77437020810514
2024-08-01,61.77437020810514
2024-08-02,61.77437020810514
2024-08-03,70.59928023783445
2024-08-04,70.59928023783445
2024-08-05,88.24910029729307
2024-08-06,79.42419026756376
2024-08-07,79.42419026756376
2024-08-08,79.42419026756376
2024-08-09,79.42419026756376
2024-08-10,88.24910029729307
2024-08-11,88.24910029729307
2024-08-12,79.42419026756376
2024-08-13,61.77437020810514
2024-08-14,61.77437020810514
2024-08-15,61.77437020810514
2024-08-16,70.59928023783445
2024-08-17,79.42419026756376
2024-08-18,72.17515702885754
2024-08-19,59.252967342468196
2024-08-20,62.089545566309766
2024-08-21,106.84444643136553
2024-08-22,82.26076849140532
2024-08-23,79.42419026756376
2024-08-24,89.50980173011155
2024-08-25,86.67322350626998
2024-08-26,69.33857880501597
2024-08-27,62.089545566309766
2024-08-28,72.17515702885754
2024-08-29,69.33857880501597
2024-08-30,62.089545566309766
2024-08-31,72.17515702885754
2024-09-01,79.42419026756376
2024-09-02,72.17515702885754
2024-09-03,59.252967342468196
2024-09-04,104.00786820752397
2024-09-05,141.5137358338735
2024-09-06,116.93005789391331
2024-09-07,121.34251290877796
2024-09-08,121.34251290877796
2024-09-09,89.50980173011155
2024-09-10,86.67322350626998
2024-09-11,76.5876120437222
2024-09-12,79.42419026756376
2024-09-13,76.5876120437222
2024-09-14,86.67322350626998
2024-09-15,79.42419026756376
2024-09-16,69.33857880501597
2024-09-17,62.404720924514386
2024-09-18,62.404720924514386
2024-09-19,68.0778773721975
2024-09-20,68.0778773721975
2024-09-21,73.75103381988063
2024-09-22,73.75103381988063
2024-09-23,62.404720924514386
2024-09-24,62.404720924514386
2024-09-25,56.73156447683126
2024-09-26,62.404720924514386
2024-09-27,62.404720924514386
2024-09-28,68.0778773721975
2024-09-29,68.0778773721975
2024-09-30,62.404720924514386
2024-10-01,56.73156447683126
2024-10-02,56.73156447683126
2024-10-03,62.404720924514386
2024-10-04,56.73156447683126
2024-10-05,68.0778773721975
2024-10-06,68.0778773721975
2024-10-07,51.05840802914813
2024-10-08,56.73156447683126
2024-10-09,56.73156447683126
2024-10-10,56.73156447683126
2024-10-11,62.404720924514386
2024-10-12,68.0778773721975
2024-10-13,68.0778773721975
