Time,hilary_duff
2022-04-05,5.0
2022-04-06,5.0
2022-04-07,5.0
2022-04-08,5.0
2022-04-09,6.0
2022-04-10,6.0
2022-04-11,4.0
2022-04-12,4.0
2022-04-13,4.0
2022-04-14,5.0
2022-04-15,4.0
2022-04-16,5.0
2022-04-17,5.0
2022-04-18,4.0
2022-04-19,4.0
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,4.0
2022-04-23,4.0
2022-04-24,4.0
2022-04-25,3.0
2022-04-26,4.0
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,4.0
2022-05-01,5.0
2022-05-02,4.0
2022-05-03,4.0
2022-05-04,4.0
2022-05-05,4.0
2022-05-06,3.0
2022-05-07,4.0
2022-05-08,5.0
2022-05-09,3.0
2022-05-10,43.0
2022-05-11,100.0
2022-05-12,46.0
2022-05-13,22.0
2022-05-14,15.0
2022-05-15,13.0
2022-05-16,9.0
2022-05-17,10.0
2022-05-18,15.0
2022-05-19,9.0
2022-05-20,12.0
2022-05-21,12.0
2022-05-22,10.0
2022-05-23,7.0
2022-05-24,8.0
2022-05-25,34.0
2022-05-26,35.0
2022-05-27,19.0
2022-05-28,11.0
2022-05-29,12.0
2022-05-30,9.0
2022-05-31,6.0
2022-06-01,7.0
2022-06-02,7.0
2022-06-03,8.0
2022-06-04,10.0
2022-06-05,8.0
2022-06-06,6.0
2022-06-07,6.0
2022-06-08,7.0
2022-06-09,7.0
2022-06-10,6.0
2022-06-11,7.0
2022-06-12,7.0
2022-06-13,5.0
2022-06-14,5.0
2022-06-15,5.0
2022-06-16,5.0
2022-06-17,6.0
2022-06-18,7.0
2022-06-19,7.0
2022-06-20,6.0
2022-06-21,5.0
2022-06-22,4.0
2022-06-23,5.0
2022-06-24,5.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,4.0
2022-06-28,5.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,5.0
2022-07-02,5.0
2022-07-03,5.0
2022-07-04,5.0
2022-07-05,4.0
2022-07-06,4.0
2022-07-07,4.0
2022-07-08,5.0
2022-07-09,4.0
2022-07-10,5.0
2022-07-11,6.0
2022-07-12,6.0
2022-07-13,6.0
2022-07-14,5.0
2022-07-15,5.0
2022-07-16,5.0
2022-07-17,6.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,4.0
2022-07-21,4.0
2022-07-22,3.0
2022-07-23,5.0
2022-07-24,5.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,4.0
2022-07-28,3.0
2022-07-29,6.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,6.0
2022-08-02,6.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,4.0
2022-08-06,5.0
2022-08-07,5.0
2022-08-08,4.0
2022-08-09,5.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,5.0
2022-08-13,5.0
2022-08-14,5.0
2022-08-15,4.0
2022-08-16,3.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,6.0
2022-08-20,5.0
2022-08-21,6.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,5.0
2022-08-25,4.0
2022-08-26,5.0
2022-08-27,5.0
2022-08-28,7.0
2022-08-29,6.25
2022-08-30,5.25
2022-08-31,5.75
2022-09-01,4.75
2022-09-02,4.75
2022-09-03,5.75
2022-09-04,5.25
2022-09-05,6.0
2022-09-06,5.0
2022-09-07,3.75
2022-09-08,3.25
2022-09-09,4.75
2022-09-10,5.0
2022-09-11,4.25
2022-09-12,4.0
2022-09-13,3.75
2022-09-14,4.0
2022-09-15,3.75
2022-09-16,3.0
2022-09-17,4.25
2022-09-18,4.75
2022-09-19,3.75
2022-09-20,4.0
2022-09-21,6.75
2022-09-22,5.25
2022-09-23,4.25
2022-09-24,5.0
2022-09-25,4.0
2022-09-26,4.0
2022-09-27,3.75
2022-09-28,5.5
2022-09-29,4.0
2022-09-30,3.5
2022-10-01,4.0
2022-10-02,4.5
2022-10-03,4.0
2022-10-04,4.5
2022-10-05,4.0
2022-10-06,3.5
2022-10-07,4.0
2022-10-08,3.5
2022-10-09,4.0
2022-10-10,3.5
2022-10-11,3.0
2022-10-12,3.0
2022-10-13,3.5
2022-10-14,4.0
2022-10-15,3.5
2022-10-16,3.5
2022-10-17,2.5
2022-10-18,3.0
2022-10-19,4.0
2022-10-20,4.0
2022-10-21,4.0
2022-10-22,4.5
2022-10-23,4.5
2022-10-24,3.0
2022-10-25,3.5
2022-10-26,4.0
2022-10-27,3.0
2022-10-28,4.0
2022-10-29,3.5
2022-10-30,4.5
2022-10-31,3.5
2022-11-01,5.0
2022-11-02,9.0
2022-11-03,11.5
2022-11-04,9.5
2022-11-05,16.5
2022-11-06,50.0
2022-11-07,17.5
2022-11-08,11.0
2022-11-09,8.0
2022-11-10,11.5
2022-11-11,16.0
2022-11-12,11.5
2022-11-13,8.5
2022-11-14,6.5
2022-11-15,5.0
2022-11-16,4.5
2022-11-17,5.5
2022-11-18,5.0
2022-11-19,5.5
2022-11-20,4.5
2022-11-21,4.0
2022-11-22,5.0
2022-11-23,7.0
2022-11-24,4.5
2022-11-25,3.5
2022-11-26,4.0
2022-11-27,5.0
2022-11-28,5.0
2022-11-29,3.5
2022-11-30,4.0
2022-12-01,3.0
2022-12-02,3.5
2022-12-03,3.5
2022-12-04,3.5
2022-12-05,3.0
2022-12-06,8.0
2022-12-07,10.0
2022-12-08,8.0
2022-12-09,9.0
2022-12-10,9.0
2022-12-11,8.0
2022-12-12,4.5
2022-12-13,5.0
2022-12-14,4.5
2022-12-15,4.0
2022-12-16,3.5
2022-12-17,4.5
2022-12-18,4.5
2022-12-19,4.5
2022-12-20,4.5
2022-12-21,4.5
2022-12-22,7.5
2022-12-23,6.5
2022-12-24,6.5
2022-12-25,6.5
2022-12-26,8.0
2022-12-27,9.0
2022-12-28,8.5
2022-12-29,6.5
2022-12-30,6.5
2022-12-31,5.0
2023-01-01,5.0
2023-01-02,4.5
2023-01-03,4.0
2023-01-04,3.5
2023-01-05,3.5
2023-01-06,4.0
2023-01-07,4.0
2023-01-08,5.5
2023-01-09,5.5
2023-01-10,6.0
2023-01-11,5.0
2023-01-12,4.0
2023-01-13,4.0
2023-01-14,4.5
2023-01-15,5.0
2023-01-16,4.0
2023-01-17,4.0
2023-01-18,9.0
2023-01-19,5.0
2023-01-20,6.5
2023-01-21,6.5
2023-01-22,7.0
2023-01-23,8.5
2023-01-24,9.5
2023-01-25,10.0
2023-01-26,14.5
2023-01-27,12.5
2023-01-28,12.5
2023-01-29,11.5
2023-01-30,11.5
2023-01-31,8.0
2023-02-01,7.5
2023-02-02,7.5
2023-02-03,5.5
2023-02-04,8.0
2023-02-05,8.0
2023-02-06,5.0
2023-02-07,5.0
2023-02-08,5.0
2023-02-09,5.5
2023-02-10,4.5
2023-02-11,6.0
2023-02-12,5.5
2023-02-13,4.5
2023-02-14,4.0
2023-02-15,4.0
2023-02-16,4.0
2023-02-17,4.0
2023-02-18,5.0
2023-02-19,5.0
2023-02-20,4.5
2023-02-21,5.0
2023-02-22,5.0
2023-02-23,4.5
2023-02-24,4.5
2023-02-25,6.0
2023-02-26,5.5
2023-02-27,6.5
2023-02-28,10.5
2023-03-01,6.5
2023-03-02,5.5
2023-03-03,6.0
2023-03-04,7.5
2023-03-05,6.5
2023-03-06,4.5
2023-03-07,4.5
2023-03-08,5.0
2023-03-09,5.0
2023-03-10,4.0
2023-03-11,5.5
2023-03-12,7.5
2023-03-13,5.0
2023-03-14,5.0
2023-03-15,5.0
2023-03-16,4.0
2023-03-17,4.0
2023-03-18,5.5
2023-03-19,5.0
2023-03-20,3.5
2023-03-21,6.0
2023-03-22,7.0
2023-03-23,6.0
2023-03-24,5.0
2023-03-25,6.5
2023-03-26,6.5
2023-03-27,5.0
2023-03-28,6.0
2023-03-29,6.5
2023-03-30,5.5
2023-03-31,4.5
2023-04-01,5.5
2023-04-02,5.5
2023-04-03,4.5
2023-04-04,4.0
2023-04-05,4.0
2023-04-06,4.0
2023-04-07,4.0
2023-04-08,5.5
2023-04-09,5.5
2023-04-10,4.5
2023-04-11,4.5
2023-04-12,4.0
2023-04-13,4.5
2023-04-14,4.5
2023-04-15,4.5
2023-04-16,5.0
2023-04-17,3.5
2023-04-18,3.0
2023-04-19,3.5
2023-04-20,3.5
2023-04-21,4.5
2023-04-22,5.0
2023-04-23,5.0
2023-04-24,3.0
2023-04-25,4.5
2023-04-26,5.888888888888889
2023-04-27,4.472222222222222
2023-04-28,4.472222222222222
2023-04-29,5.416666666666666
2023-04-30,4.944444444444445
2023-05-01,3.5277777777777777
2023-05-02,3.0555555555555554
2023-05-03,3.3055555555555554
2023-05-04,3.3055555555555554
2023-05-05,3.3055555555555554
2023-05-06,4.0
2023-05-07,3.3055555555555554
2023-05-08,2.833333333333333
2023-05-09,3.3055555555555554
2023-05-10,3.5277777777777777
2023-05-11,3.5277777777777777
2023-05-12,4.0
2023-05-13,4.0
2023-05-14,4.472222222222222
2023-05-15,2.833333333333333
2023-05-16,4.0
2023-05-17,3.0555555555555554
2023-05-18,3.5277777777777777
2023-05-19,4.0
2023-05-20,3.5277777777777777
2023-05-21,4.472222222222222
2023-05-22,2.833333333333333
2023-05-23,3.0555555555555554
2023-05-24,3.5277777777777777
2023-05-25,3.0555555555555554
2023-05-26,3.5555555555555554
2023-05-27,3.5555555555555554
2023-05-28,3.5555555555555554
2023-05-29,4.444444444444445
2023-05-30,3.5555555555555554
2023-05-31,3.5555555555555554
2023-06-01,3.5555555555555554
2023-06-02,3.1111111111111107
2023-06-03,4.444444444444445
2023-06-04,4.444444444444445
2023-06-05,4.0
2023-06-06,4.0
2023-06-07,4.444444444444445
2023-06-08,4.444444444444445
2023-06-09,4.444444444444445
2023-06-10,4.0
2023-06-11,4.888888888888888
2023-06-12,3.5555555555555554
2023-06-13,4.444444444444445
2023-06-14,4.888888888888888
2023-06-15,6.222222222222221
2023-06-16,4.888888888888888
2023-06-17,4.888888888888888
2023-06-18,4.0
2023-06-19,4.888888888888888
2023-06-20,3.5555555555555554
2023-06-21,3.5555555555555554
2023-06-22,3.5555555555555554
2023-06-23,4.444444444444445
2023-06-24,4.444444444444445
2023-06-25,4.888888888888888
2023-06-26,3.5555555555555554
2023-06-27,3.1111111111111107
2023-06-28,4.0
2023-06-29,3.1111111111111107
2023-06-30,3.5555555555555554
2023-07-01,4.444444444444445
2023-07-02,6.666666666666666
2023-07-03,6.222222222222221
2023-07-04,5.777777777777778
2023-07-05,4.888888888888888
2023-07-06,5.777777777777778
2023-07-07,5.777777777777778
2023-07-08,5.333333333333333
2023-07-09,5.333333333333333
2023-07-10,4.0
2023-07-11,4.888888888888888
2023-07-12,5.333333333333333
2023-07-13,4.888888888888888
2023-07-14,5.777777777777778
2023-07-15,5.333333333333333
2023-07-16,6.222222222222221
2023-07-17,4.444444444444445
2023-07-18,7.111111111111111
2023-07-19,4.444444444444445
2023-07-20,4.0
2023-07-21,4.444444444444445
2023-07-22,4.888888888888888
2023-07-23,3.5555555555555554
2023-07-24,4.444444444444445
2023-07-25,5.333333333333333
2023-07-26,3.5555555555555554
2023-07-27,3.5555555555555554
2023-07-28,5.333333333333333
2023-07-29,4.888888888888888
2023-07-30,4.888888888888888
2023-07-31,3.5555555555555554
2023-08-01,4.0
2023-08-02,4.888888888888888
2023-08-03,4.0
2023-08-04,4.0
2023-08-05,4.444444444444445
2023-08-06,6.222222222222221
2023-08-07,4.0
2023-08-08,4.0
2023-08-09,3.5555555555555554
2023-08-10,3.5555555555555554
2023-08-11,4.0
2023-08-12,3.5555555555555554
2023-08-13,3.5555555555555554
2023-08-14,3.5555555555555554
2023-08-15,3.5555555555555554
2023-08-16,4.0
2023-08-17,3.1111111111111107
2023-08-18,4.0
2023-08-19,5.333333333333333
2023-08-20,7.555555555555555
2023-08-21,5.777777777777778
2023-08-22,5.333333333333333
2023-08-23,4.0
2023-08-24,4.0
2023-08-25,3.5555555555555554
2023-08-26,3.5555555555555554
2023-08-27,3.5555555555555554
2023-08-28,3.1111111111111107
2023-08-29,2.6666666666666665
2023-08-30,2.6666666666666665
2023-08-31,3.1111111111111107
2023-09-01,3.5555555555555554
2023-09-02,4.444444444444445
2023-09-03,6.666666666666666
2023-09-04,7.111111111111111
2023-09-05,4.888888888888888
2023-09-06,4.0
2023-09-07,5.333333333333333
2023-09-08,7.111111111111111
2023-09-09,8.0
2023-09-10,9.333333333333332
2023-09-11,11.11111111111111
2023-09-12,7.555555555555555
2023-09-13,6.666666666666666
2023-09-14,6.222222222222221
2023-09-15,5.333333333333333
2023-09-16,6.222222222222221
2023-09-17,4.888888888888888
2023-09-18,4.0
2023-09-19,3.5555555555555554
2023-09-20,3.5555555555555554
2023-09-21,4.0
2023-09-22,3.5555555555555554
2023-09-23,6.666666666666666
2023-09-24,13.333333333333332
2023-09-25,5.333333333333333
2023-09-26,4.0
2023-09-27,4.444444444444445
2023-09-28,4.888888888888888
2023-09-29,4.888888888888888
2023-09-30,6.666666666666666
2023-10-01,5.777777777777778
2023-10-02,6.222222222222221
2023-10-03,4.888888888888888
2023-10-04,4.444444444444445
2023-10-05,6.666666666666666
2023-10-06,6.222222222222221
2023-10-07,6.222222222222221
2023-10-08,6.222222222222221
2023-10-09,4.888888888888888
2023-10-10,4.0
2023-10-11,4.0
2023-10-12,8.88888888888889
2023-10-13,5.333333333333333
2023-10-14,6.666666666666666
2023-10-15,5.777777777777778
2023-10-16,3.5555555555555554
2023-10-17,4.0
2023-10-18,3.5555555555555554
2023-10-19,4.444444444444445
2023-10-20,4.888888888888888
2023-10-21,4.888888888888888
2023-10-22,5.777777777777778
2023-10-23,4.0
2023-10-24,4.888888888888888
2023-10-25,4.0
2023-10-26,4.0
2023-10-27,3.5555555555555554
2023-10-28,4.888888888888888
2023-10-29,4.0
2023-10-30,3.5555555555555554
2023-10-31,3.1111111111111107
2023-11-01,4.0
2023-11-02,3.5555555555555554
2023-11-03,3.5555555555555554
2023-11-04,4.0
2023-11-05,4.0
2023-11-06,4.0
2023-11-07,6.222222222222221
2023-11-08,4.444444444444445
2023-11-09,4.0
2023-11-10,7.555555555555555
2023-11-11,6.666666666666666
2023-11-12,4.888888888888888
2023-11-13,4.888888888888888
2023-11-14,4.0
2023-11-15,3.5555555555555554
2023-11-16,4.0
2023-11-17,4.888888888888888
2023-11-18,4.888888888888888
2023-11-19,4.888888888888888
2023-11-20,4.444444444444445
2023-11-21,4.0
2023-11-22,3.5555555555555554
2023-11-23,4.444444444444445
2023-11-24,4.444444444444445
2023-11-25,4.444444444444445
2023-11-26,5.777777777777778
2023-11-27,4.444444444444445
2023-11-28,4.444444444444445
2023-11-29,4.444444444444445
2023-11-30,3.1111111111111107
2023-12-01,4.0
2023-12-02,5.333333333333333
2023-12-03,8.444444444444445
2023-12-04,18.22222222222222
2023-12-05,25.333333333333332
2023-12-06,16.0
2023-12-07,24.0
2023-12-08,14.666666666666666
2023-12-09,11.555555555555555
2023-12-10,13.333333333333332
2023-12-11,9.777777777777777
2023-12-12,28.444444444444443
2023-12-13,44.44444444444444
2023-12-14,15.11111111111111
2023-12-15,12.0
2023-12-16,12.888888888888888
2023-12-17,8.0
2023-12-18,6.666666666666666
2023-12-19,6.666666666666666
2023-12-20,8.0
2023-12-21,7.111111111111111
2023-12-22,7.693324802729793
2023-12-23,6.258903817445084
2023-12-24,9.0509703561527
2023-12-25,7.08722542119855
2023-12-26,5.729579867775645
2023-12-27,5.729579867775645
2023-12-28,4.824482832160376
2023-12-29,5.27703134996801
2023-12-30,7.539773939006185
2023-12-31,6.711452335252719
2024-01-01,5.883130731499254
2024-01-02,3.9193857965451055
2024-01-03,4.90125826402218
2024-01-04,3.466837278737471
2024-01-05,3.620388142461079
2024-01-06,5.27703134996801
2024-01-07,4.52548517807635
2024-01-08,4.448709746214545
2024-01-09,6.335679249306889
2024-01-10,7.4629985071443805
2024-01-11,5.729579867775645
2024-01-12,5.806355299637449
2024-01-13,6.18212838558328
2024-01-14,5.806355299637449
2024-01-15,5.353806781829815
2024-01-16,4.072936660268715
2024-01-17,3.99616122840691
2024-01-18,5.729579867775645
2024-01-19,5.806355299637449
2024-01-20,6.258903817445084
2024-01-21,4.913627639155471
2024-01-22,3.99232245681382
2024-01-23,3.8387715930902115
2024-01-24,4.606525911708254
2024-01-25,4.452975047984645
2024-01-26,5.220729366602687
2024-01-27,8.445297504798466
2024-01-28,7.831094049904031
2024-01-29,4.7600767754318625
2024-01-30,3.99232245681382
2024-01-31,4.1458733205374285
2024-02-01,3.99232245681382
2024-02-02,3.99232245681382
2024-02-03,4.7600767754318625
2024-02-04,7.216890595009597
2024-02-05,4.7600767754318625
2024-02-06,4.7600767754318625
2024-02-07,5.98848368522073
2024-02-08,4.299424184261037
2024-02-09,3.5316698656429946
2024-02-10,4.606525911708254
2024-02-11,4.913627639155471
2024-02-12,2.9174664107485606
2024-02-13,2.6103646833013436
2024-02-14,3.685220729366603
2024-02-15,5.527831094049905
2024-02-16,10.287907869481767
2024-02-17,9.0595009596929
2024-02-18,5.834932821497121
2024-02-19,4.913627639155471
2024-02-20,4.606525911708254
2024-02-21,3.99232245681382
2024-02-22,3.3781190019193863
2024-02-23,3.5316698656429946
2024-02-24,4.299424184261037
2024-02-25,3.99232245681382
2024-02-26,3.0710172744721693
2024-02-27,3.5316698656429946
2024-02-28,3.3781190019193863
2024-02-29,3.3781190019193863
2024-03-01,4.1458733205374285
2024-03-02,4.606525911708254
2024-03-03,4.1458733205374285
2024-03-04,2.303262955854127
2024-03-05,2.9174664107485606
2024-03-06,3.0710172744721693
2024-03-07,4.1458733205374285
2024-03-08,3.2245681381957776
2024-03-09,4.1458733205374285
2024-03-10,4.913627639155471
2024-03-11,3.3781190019193863
2024-03-12,3.8387715930902115
2024-03-13,5.220729366602687
2024-03-14,4.299424184261037
2024-03-15,4.606525911708254
2024-03-16,5.220729366602687
2024-03-17,5.220729366602687
2024-03-18,3.685220729366603
2024-03-19,3.8387715930902115
2024-03-20,4.913627639155471
2024-03-21,7.216890595009597
2024-03-22,5.067178502879079
2024-03-23,5.681381957773513
2024-03-24,6.295585412667947
2024-03-25,5.220729366602687
2024-03-26,5.527831094049905
2024-03-27,4.1458733205374285
2024-03-28,3.99232245681382
2024-03-29,4.1458733205374285
2024-03-30,4.7600767754318625
2024-03-31,4.299424184261037
2024-04-01,4.1458733205374285
2024-04-02,4.606525911708254
2024-04-03,3.8387715930902115
2024-04-04,3.2245681381957776
2024-04-05,3.3781190019193863
2024-04-06,3.685220729366603
2024-04-07,5.98848368522073
2024-04-08,5.220729366602687
2024-04-09,3.2245681381957776
2024-04-10,5.374280230326296
2024-04-11,3.99232245681382
2024-04-12,3.3781190019193863
2024-04-13,4.299424184261037
2024-04-14,4.1458733205374285
2024-04-15,3.2245681381957776
2024-04-16,3.2245681381957776
2024-04-17,3.685220729366603
2024-04-18,6.142034548944339
2024-04-19,5.834932821497121
2024-04-20,6.142034548944339
2024-04-21,5.067178502879079
2024-04-22,4.299424184261037
2024-04-23,5.220729366602687
2024-04-24,3.685220729366603
2024-04-25,3.8387715930902115
2024-04-26,5.067178502879079
2024-04-27,7.370441458733206
2024-04-28,5.374280230326296
2024-04-29,3.685220729366603
2024-04-30,3.5316698656429946
2024-05-01,4.1458733205374285
2024-05-02,3.8387715930902115
2024-05-03,4.452975047984645
2024-05-04,6.142034548944339
2024-05-05,5.374280230326296
2024-05-06,4.1458733205374285
2024-05-07,10.134357005758158
2024-05-08,15.355086372360846
2024-05-09,11.362763915547026
2024-05-10,14.280230326295587
2024-05-11,10.441458733205375
2024-05-12,8.598848368522074
2024-05-13,4.913627639155471
2024-05-14,4.7600767754318625
2024-05-15,3.99232245681382
2024-05-16,4.913627639155471
2024-05-17,3.685220729366603
2024-05-18,3.685220729366603
2024-05-19,4.606525911708254
2024-05-20,4.299424184261037
2024-05-21,3.5316698656429946
2024-05-22,3.685220729366603
2024-05-23,6.295585412667947
2024-05-24,5.220729366602687
2024-05-25,4.606525911708254
2024-05-26,4.606525911708254
2024-05-27,4.1458733205374285
2024-05-28,3.5316698656429946
2024-05-29,3.5316698656429946
2024-05-30,3.8387715930902115
2024-05-31,3.3781190019193863
2024-06-01,4.1458733205374285
2024-06-02,4.452975047984645
2024-06-03,3.685220729366603
2024-06-04,3.0710172744721693
2024-06-05,3.3781190019193863
2024-06-06,3.0710172744721693
2024-06-07,3.3781190019193863
2024-06-08,3.8387715930902115
2024-06-09,4.913627639155471
2024-06-10,3.99232245681382
2024-06-11,3.5316698656429946
2024-06-12,3.8387715930902115
2024-06-13,3.0710172744721693
2024-06-14,4.452975047984645
2024-06-15,5.374280230326296
2024-06-16,4.606525911708254
2024-06-17,4.7600767754318625
2024-06-18,4.452975047984645
2024-06-19,4.452975047984645
2024-06-20,3.99232245681382
2024-06-21,4.452975047984645
2024-06-22,4.606525911708254
2024-06-23,5.220729366602687
2024-06-24,4.606525911708254
2024-06-25,3.0710172744721693
2024-06-26,3.5316698656429946
2024-06-27,3.8387715930902115
2024-06-28,3.3781190019193863
2024-06-29,4.299424184261037
2024-06-30,2.9174664107485606
2024-07-01,5.067178502879079
2024-07-02,4.299424184261037
2024-07-03,3.8387715930902115
2024-07-04,4.7600767754318625
2024-07-05,4.299424184261037
2024-07-06,3.3781190019193863
2024-07-07,3.99232245681382
2024-07-08,3.8387715930902115
2024-07-09,3.0710172744721693
2024-07-10,3.5316698656429946
2024-07-11,4.299424184261037
2024-07-12,3.8387715930902115
2024-07-13,4.1458733205374285
2024-07-14,3.5316698656429946
2024-07-15,2.9174664107485606
2024-07-16,3.2245681381957776
2024-07-17,3.2245681381957776
2024-07-18,3.5316698656429946
2024-07-19,4.299424184261037
2024-07-20,3.3781190019193863
2024-07-21,4.299424184261037
2024-07-22,3.0710172744721693
2024-07-23,3.5316698656429946
2024-07-24,2.6103646833013436
2024-07-25,2.7639155470249523
2024-07-26,3.5316698656429946
2024-07-27,3.2245681381957776
2024-07-28,4.452975047984645
2024-07-29,3.0710172744721693
2024-07-30,3.685220729366603
2024-07-31,2.9174664107485606
2024-08-01,3.0710172744721693
2024-08-02,3.2245681381957776
2024-08-03,4.299424184261037
2024-08-04,3.8387715930902115
2024-08-05,3.685220729366603
2024-08-06,3.2245681381957776
2024-08-07,3.5316698656429946
2024-08-08,3.2245681381957776
2024-08-09,2.7639155470249523
2024-08-10,3.0710172744721693
2024-08-11,4.913627639155471
2024-08-12,4.7600767754318625
2024-08-13,3.8387715930902115
2024-08-14,3.2245681381957776
2024-08-15,3.2245681381957776
2024-08-16,3.5316698656429946
2024-08-17,5.681381957773513
2024-08-18,7.938151425010132
2024-08-19,4.597349565270588
2024-08-20,2.926948635400815
2024-08-21,2.7584097391623525
2024-08-22,3.1722629635010824
2024-08-23,3.095487531639278
2024-08-24,3.67787965221647
2024-08-25,4.260271772793662
2024-08-26,2.7584097391623525
2024-08-27,2.7584097391623525
2024-08-28,2.926948635400815
2024-08-29,3.095487531639278
2024-08-30,4.934427357747513
2024-08-31,4.352035237170321
2024-09-01,4.014957444693396
2024-09-02,4.352035237170321
2024-09-03,3.2640264278777407
2024-09-04,2.58987084292389
2024-09-05,2.58987084292389
2024-09-06,2.5130954110620856
2024-09-07,2.926948635400815
2024-09-08,4.597349565270588
2024-09-09,2.926948635400815
2024-09-10,2.6816343073005484
2024-09-11,3.846418548454933
2024-09-12,2.58987084292389
2024-09-13,3.1722629635010824
2024-09-14,3.846418548454933
2024-09-15,3.67787965221647
2024-09-16,2.2527930504469644
2024-09-17,2.385850073793119
2024-09-18,2.7529039312997527
2024-09-19,2.385850073793119
2024-09-20,2.9364308600530697
2024-09-21,4.221119361326288
2024-09-22,4.404646290079604
2024-09-23,2.385850073793119
2024-09-24,2.202323145039802
2024-09-25,3.6705385750663373
2024-09-26,3.4870116463130203
2024-09-27,3.1199577888063867
2024-09-28,5.689334791352823
2024-09-29,6.974023292626041
2024-09-30,5.689334791352823
2024-10-01,5.8728617201061395
2024-10-02,4.588173218832922
2024-10-03,3.854065503819654
2024-10-04,4.771700147586238
2024-10-05,4.771700147586238
2024-10-06,4.955227076339555
2024-10-07,2.7529039312997527
2024-10-08,3.3034847175597033
2024-10-09,2.9364308600530697
2024-10-10,3.3034847175597033
2024-10-11,3.4870116463130203
2024-10-12,4.588173218832922
2024-10-13,5.689334791352823
2024-10-14,4.771700147586238
2024-10-15,3.4870116463130203
2024-10-16,4.037592432572971
2024-10-17,2.7529039312997527
2024-10-18,3.854065503819654
2024-10-19,4.221119361326288
2024-10-20,4.404646290079604
2024-10-21,3.1199577888063867
2024-10-22,3.3034847175597033
2024-10-23,3.6705385750663373
2024-10-24,3.1199577888063867
2024-10-25,3.1199577888063867
2024-10-26,4.404646290079604
2024-10-27,4.588173218832922
2024-10-28,2.9364308600530697
2024-10-29,2.385850073793119
2024-10-30,2.569377002546436
2024-10-31,3.4870116463130203
2024-11-01,5.138754005092872
2024-11-02,5.8728617201061395
2024-11-03,4.955227076339555
2024-11-04,4.037592432572971
2024-11-05,2.9364308600530697
2024-11-06,2.0187962162864856
2024-11-07,3.3034847175597033
2024-11-08,2.569377002546436
2024-11-09,3.4870116463130203
2024-11-10,3.854065503819654
2024-11-11,3.6705385750663373
2024-11-12,3.1199577888063867
2024-11-13,3.1199577888063867
2024-11-14,2.9364308600530697
2024-11-15,2.569377002546436
2024-11-16,2.9364308600530697
2024-11-17,4.037592432572971
2024-11-18,2.9364308600530697
2024-11-19,3.6705385750663373
2024-11-20,3.1199577888063867
2024-11-21,4.037592432572971
2024-11-22,3.3034847175597033
2024-11-23,4.404646290079604
2024-11-24,3.854065503819654
