Time,ebay
2022-12-29,85.1566265060241
2022-12-30,83.32530120481928
2022-12-31,78.74698795180723
2023-01-01,74.16867469879519
2023-01-02,83.32530120481928
2023-01-03,75.0843373493976
2023-01-04,78.74698795180723
2023-01-05,76.0
2023-01-06,75.0843373493976
2023-01-07,81.49397590361447
2023-01-08,84.2409638554217
2023-01-09,76.91566265060241
2023-01-10,76.0
2023-01-11,77.83132530120483
2023-01-12,80.57831325301206
2023-01-13,76.91566265060241
2023-01-14,86.98795180722892
2023-01-15,86.07228915662651
2023-01-16,85.1566265060241
2023-01-17,81.49397590361447
2023-01-18,81.49397590361447
2023-01-19,75.0843373493976
2023-01-20,76.91566265060241
2023-01-21,85.1566265060241
2023-01-22,84.2409638554217
2023-01-23,79.66265060240964
2023-01-24,77.83132530120483
2023-01-25,79.66265060240964
2023-01-26,75.0843373493976
2023-01-27,77.83132530120483
2023-01-28,84.2409638554217
2023-01-29,83.32530120481928
2023-01-30,78.74698795180723
2023-01-31,80.57831325301206
2023-02-01,79.66265060240964
2023-02-02,76.91566265060241
2023-02-03,79.66265060240964
2023-02-04,88.81927710843374
2023-02-05,86.98795180722892
2023-02-06,80.57831325301206
2023-02-07,80.57831325301206
2023-02-08,79.66265060240964
2023-02-09,77.83132530120483
2023-02-10,77.83132530120483
2023-02-11,86.07228915662651
2023-02-12,86.07228915662651
2023-02-13,68.67469879518073
2023-02-14,74.16867469879519
2023-02-15,78.74698795180723
2023-02-16,79.66265060240964
2023-02-17,81.49397590361447
2023-02-18,83.32530120481928
2023-02-19,90.65060240963857
2023-02-20,83.32530120481928
2023-02-21,81.49397590361447
2023-02-22,79.66265060240964
2023-02-23,81.49397590361447
2023-02-24,76.91566265060241
2023-02-25,85.1566265060241
2023-02-26,91.56626506024097
2023-02-27,82.40963855421687
2023-02-28,77.83132530120483
2023-03-01,76.91566265060241
2023-03-02,78.74698795180723
2023-03-03,76.91566265060241
2023-03-04,85.1566265060241
2023-03-05,85.1566265060241
2023-03-06,79.66265060240964
2023-03-07,80.57831325301206
2023-03-08,77.83132530120483
2023-03-09,76.91566265060241
2023-03-10,79.66265060240964
2023-03-11,81.49397590361447
2023-03-12,86.98795180722892
2023-03-13,78.74698795180723
2023-03-14,79.66265060240964
2023-03-15,75.0843373493976
2023-03-16,77.83132530120483
2023-03-17,75.0843373493976
2023-03-18,83.32530120481928
2023-03-19,88.81927710843374
2023-03-20,80.57831325301206
2023-03-21,78.74698795180723
2023-03-22,79.66265060240964
2023-03-23,79.66265060240964
2023-03-24,76.0
2023-03-25,83.32530120481928
2023-03-26,84.2409638554217
2023-03-27,84.2409638554217
2023-03-28,75.0843373493976
2023-03-29,79.66265060240964
2023-03-30,76.91566265060241
2023-03-31,76.91566265060241
2023-04-01,81.49397590361447
2023-04-02,81.49397590361447
2023-04-03,79.66265060240964
2023-04-04,74.16867469879519
2023-04-05,74.16867469879519
2023-04-06,75.0843373493976
2023-04-07,78.74698795180723
2023-04-08,79.66265060240964
2023-04-09,76.0
2023-04-10,77.83132530120483
2023-04-11,77.83132530120483
2023-04-12,77.83132530120483
2023-04-13,74.16867469879519
2023-04-14,73.25301204819277
2023-04-15,77.83132530120483
2023-04-16,78.74698795180723
2023-04-17,79.66265060240964
2023-04-18,74.16867469879519
2023-04-19,76.91566265060241
2023-04-20,73.25301204819277
2023-04-21,74.16867469879519
2023-04-22,79.66265060240964
2023-04-23,85.1566265060241
2023-04-24,75.0843373493976
2023-04-25,71.42168674698796
2023-04-26,76.08049781543758
2023-04-27,72.49834502846551
2023-04-28,70.26956176353767
2023-04-29,79.66265060240964
2023-04-30,82.34926519263868
2023-05-01,76.9760360121806
2023-05-02,82.34926519263868
2023-05-03,74.74725274725276
2023-05-04,72.0606381570237
2023-05-05,72.0606381570237
2023-05-06,79.66265060240964
2023-05-07,77.87157420892362
2023-05-08,74.74725274725276
2023-05-09,74.74725274725276
2023-05-10,74.28942142195154
2023-05-11,71.60280683172249
2023-05-12,72.95617635376672
2023-05-13,78.76711240566662
2023-05-14,75.18495961869456
2023-05-15,76.9760360121806
2023-05-16,73.85171455050974
2023-05-17,72.95617635376672
2023-05-18,73.39388322520853
2023-05-19,74.28942142195154
2023-05-20,80.12048192771084
2023-05-21,80.55818879915266
2023-05-22,72.95617635376672
2023-05-23,72.49834502846551
2023-05-24,71.16509996028068
2023-05-25,74.28942142195154
2023-05-26,73.53475440222428
2023-05-27,77.03640937375877
2023-05-28,77.03640937375877
2023-05-29,83.16430557394413
2023-05-30,75.28558188799153
2023-05-31,73.53475440222428
2023-06-01,75.28558188799153
2023-06-02,75.28558188799153
2023-06-03,79.66265060240964
2023-06-04,84.91513305971137
2023-06-05,75.28558188799153
2023-06-06,77.9118231166424
2023-06-07,77.03640937375877
2023-06-08,78.78723685952602
2023-06-09,76.16099563087515
2023-06-10,81.41347808817689
2023-06-11,80.53806434529326
2023-06-12,80.53806434529326
2023-06-13,75.28558188799153
2023-06-14,79.66265060240964
2023-06-15,76.16099563087515
2023-06-16,76.16099563087515
2023-06-17,84.91513305971137
2023-06-18,78.78723685952602
2023-06-19,79.66265060240964
2023-06-20,76.16099563087515
2023-06-21,78.78723685952602
2023-06-22,73.53475440222428
2023-06-23,78.78723685952602
2023-06-24,81.41347808817689
2023-06-25,78.78723685952602
2023-06-26,79.66265060240964
2023-06-27,74.4101681451079
2023-06-28,75.28558188799153
2023-06-29,75.28558188799153
2023-06-30,72.65934065934066
2023-07-01,77.9118231166424
2023-07-02,81.41347808817689
2023-07-03,78.78723685952602
2023-07-04,80.53806434529326
2023-07-05,77.03640937375877
2023-07-06,76.16099563087515
2023-07-07,77.03640937375877
2023-07-08,83.16430557394413
2023-07-09,82.28889183106051
2023-07-10,77.9118231166424
2023-07-11,80.53806434529326
2023-07-12,77.9118231166424
2023-07-13,78.78723685952602
2023-07-14,75.28558188799153
2023-07-15,81.41347808817689
2023-07-16,80.53806434529326
2023-07-17,79.66265060240964
2023-07-18,76.16099563087515
2023-07-19,76.16099563087515
2023-07-20,76.16099563087515
2023-07-21,76.16099563087515
2023-07-22,80.53806434529326
2023-07-23,80.53806434529326
2023-07-24,77.03640937375877
2023-07-25,78.78723685952602
2023-07-26,77.9118231166424
2023-07-27,76.16099563087515
2023-07-28,77.9118231166424
2023-07-29,80.53806434529326
2023-07-30,79.66265060240964
2023-07-31,77.9118231166424
2023-08-01,77.9118231166424
2023-08-02,78.78723685952602
2023-08-03,82.28889183106051
2023-08-04,83.16430557394413
2023-08-05,78.78723685952602
2023-08-06,80.53806434529326
2023-08-07,77.03640937375877
2023-08-08,71.78392691645703
2023-08-09,77.9118231166424
2023-08-10,74.4101681451079
2023-08-11,80.53806434529326
2023-08-12,78.78723685952602
2023-08-13,78.78723685952602
2023-08-14,74.4101681451079
2023-08-15,77.9118231166424
2023-08-16,75.28558188799153
2023-08-17,76.16099563087515
2023-08-18,75.28558188799153
2023-08-19,81.41347808817689
2023-08-20,83.16430557394413
2023-08-21,77.03640937375877
2023-08-22,71.78392691645703
2023-08-23,77.03640937375877
2023-08-24,74.4101681451079
2023-08-25,71.78392691645703
2023-08-26,77.03640937375877
2023-08-27,80.53806434529326
2023-08-28,75.28558188799153
2023-08-29,72.65934065934066
2023-08-30,72.65934065934066
2023-08-31,73.53475440222428
2023-09-01,76.16099563087515
2023-09-02,72.65934065934066
2023-09-03,74.4101681451079
2023-09-04,79.66265060240964
2023-09-05,70.90851317357341
2023-09-06,70.90851317357341
2023-09-07,69.15768568780616
2023-09-08,68.28227194492254
2023-09-09,78.78723685952602
2023-09-10,70.90851317357341
2023-09-11,69.15768568780616
2023-09-12,70.90851317357341
2023-09-13,73.53475440222428
2023-09-14,70.90851317357341
2023-09-15,70.03309943068979
2023-09-16,78.78723685952602
2023-09-17,74.4101681451079
2023-09-18,72.65934065934066
2023-09-19,71.78392691645703
2023-09-20,71.78392691645703
2023-09-21,72.65934065934066
2023-09-22,70.90851317357341
2023-09-23,74.4101681451079
2023-09-24,77.9118231166424
2023-09-25,75.28558188799153
2023-09-26,70.90851317357341
2023-09-27,73.53475440222428
2023-09-28,70.03309943068979
2023-09-29,70.03309943068979
2023-09-30,73.53475440222428
2023-10-01,74.4101681451079
2023-10-02,70.03309943068979
2023-10-03,72.65934065934066
2023-10-04,70.03309943068979
2023-10-05,70.03309943068979
2023-10-06,70.03309943068979
2023-10-07,72.65934065934066
2023-10-08,71.78392691645703
2023-10-09,73.53475440222428
2023-10-10,70.90851317357341
2023-10-11,75.28558188799153
2023-10-12,69.15768568780616
2023-10-13,67.40685820203892
2023-10-14,76.16099563087515
2023-10-15,76.16099563087515
2023-10-16,72.65934065934066
2023-10-17,70.90851317357341
2023-10-18,70.03309943068979
2023-10-19,70.90851317357341
2023-10-20,69.15768568780616
2023-10-21,70.90851317357341
2023-10-22,76.16099563087515
2023-10-23,71.78392691645703
2023-10-24,70.90851317357341
2023-10-25,70.03309943068979
2023-10-26,68.28227194492254
2023-10-27,66.5314444591553
2023-10-28,70.90851317357341
2023-10-29,67.40685820203892
2023-10-30,69.15768568780616
2023-10-31,68.28227194492254
2023-11-01,69.15768568780616
2023-11-02,70.03309943068979
2023-11-03,69.15768568780616
2023-11-04,74.4101681451079
2023-11-05,72.65934065934066
2023-11-06,70.90851317357341
2023-11-07,74.4101681451079
2023-11-08,67.40685820203892
2023-11-09,70.90851317357341
2023-11-10,71.78392691645703
2023-11-11,75.28558188799153
2023-11-12,77.03640937375877
2023-11-13,73.53475440222428
2023-11-14,71.78392691645703
2023-11-15,73.53475440222428
2023-11-16,69.15768568780616
2023-11-17,73.53475440222428
2023-11-18,76.16099563087515
2023-11-19,80.53806434529326
2023-11-20,74.4101681451079
2023-11-21,73.53475440222428
2023-11-22,75.28558188799153
2023-11-23,76.16099563087515
2023-11-24,83.16430557394413
2023-11-25,87.54137428836223
2023-11-26,87.54137428836223
2023-11-27,81.41347808817689
2023-11-28,87.54137428836223
2023-11-29,79.66265060240964
2023-11-30,73.53475440222428
2023-12-01,77.03640937375877
2023-12-02,87.54137428836223
2023-12-03,79.66265060240964
2023-12-04,78.78723685952602
2023-12-05,79.66265060240964
2023-12-06,77.9118231166424
2023-12-07,74.4101681451079
2023-12-08,73.53475440222428
2023-12-09,81.41347808817689
2023-12-10,84.03971931682776
2023-12-11,77.9118231166424
2023-12-12,77.9118231166424
2023-12-13,77.9118231166424
2023-12-14,77.03640937375877
2023-12-15,80.53806434529326
2023-12-16,84.03971931682776
2023-12-17,82.28889183106051
2023-12-18,79.66265060240964
2023-12-19,75.28558188799153
2023-12-20,77.03640937375877
2023-12-21,74.4101681451079
2023-12-22,75.30017211703958
2023-12-23,76.16099563087515
2023-12-24,69.71211439163247
2023-12-25,74.43934860320402
2023-12-26,82.18676022772408
2023-12-27,81.74905335628227
2023-12-28,77.88264265854627
2023-12-29,84.76923076923076
2023-12-30,78.74346617238183
2023-12-31,72.7177015755329
2024-01-01,69.27440752019065
2024-01-02,73.15540844697472
2024-01-03,77.88264265854627
2024-01-04,76.16099563087515
2024-01-05,77.88264265854627
2024-01-06,82.18676022772408
2024-01-07,80.46511320005297
2024-01-08,72.7177015755329
2024-01-09,76.16099563087515
2024-01-10,71.85687806169733
2024-01-11,74.01623196081027
2024-01-12,71.85687806169733
2024-01-13,78.74346617238183
2024-01-14,78.74346617238183
2024-01-15,72.7177015755329
2024-01-16,69.27440752019065
2024-01-17,75.7378789884814
2024-01-18,73.57852508936847
2024-01-19,73.57852508936847
2024-01-20,78.74346617238183
2024-01-21,77.85346220045015
2024-01-22,73.62229577651264
2024-01-23,75.31476234608765
2024-01-24,71.92982920693764
2024-01-25,75.31476234608765
2024-01-26,72.77606249172514
2024-01-27,76.16099563087515
2024-01-28,76.16099563087515
2024-01-29,71.92982920693764
2024-01-30,72.77606249172514
2024-01-31,69.39112935257513
2024-02-01,66.00619621342513
2024-02-02,66.85242949821263
2024-02-03,76.16099563087515
2024-02-04,77.00722891566265
2024-02-05,70.23736263736264
2024-02-06,71.08359592215014
2024-02-07,66.85242949821263
2024-02-08,66.00619621342513
2024-02-09,68.54489606778763
2024-02-10,75.31476234608765
2024-02-11,71.92982920693764
2024-02-12,60.082563219912615
2024-02-13,67.69866278300013
2024-02-14,65.15996292863763
2024-02-15,65.15996292863763
2024-02-16,69.39112935257513
2024-02-17,76.16099563087515
2024-02-18,78.69969548523765
2024-02-19,75.31476234608765
2024-02-20,71.92982920693764
2024-02-21,69.39112935257513
2024-02-22,68.54489606778763
2024-02-23,67.69866278300013
2024-02-24,75.31476234608765
2024-02-25,75.31476234608765
2024-02-26,74.46852906130015
2024-02-27,67.69866278300013
2024-02-28,66.85242949821263
2024-02-29,70.23736263736264
2024-03-01,69.39112935257513
2024-03-02,74.46852906130015
2024-03-03,78.69969548523765
2024-03-04,73.62229577651264
2024-03-05,73.62229577651264
2024-03-06,71.08359592215014
2024-03-07,69.39112935257513
2024-03-08,66.85242949821263
2024-03-09,76.16099563087515
2024-03-10,80.39216205481266
2024-03-11,72.77606249172514
2024-03-12,72.77606249172514
2024-03-13,71.92982920693764
2024-03-14,70.23736263736264
2024-03-15,66.85242949821263
2024-03-16,77.00722891566265
2024-03-17,79.54592877002516
2024-03-18,71.92982920693764
2024-03-19,70.23736263736264
2024-03-20,69.39112935257513
2024-03-21,66.85242949821263
2024-03-22,67.69866278300013
2024-03-23,74.46852906130015
2024-03-24,78.69969548523765
2024-03-25,70.23736263736264
2024-03-26,71.92982920693764
2024-03-27,72.77606249172514
2024-03-28,69.39112935257513
2024-03-29,69.39112935257513
2024-03-30,71.92982920693764
2024-03-31,71.92982920693764
2024-04-01,70.23736263736264
2024-04-02,70.23736263736264
2024-04-03,70.23736263736264
2024-04-04,66.85242949821263
2024-04-05,67.69866278300013
2024-04-06,72.77606249172514
2024-04-07,75.31476234608765
2024-04-08,60.92879650470012
2024-04-09,66.85242949821263
2024-04-10,68.54489606778763
2024-04-11,67.69866278300013
2024-04-12,71.08359592215014
2024-04-13,73.62229577651264
2024-04-14,75.31476234608765
2024-04-15,66.00619621342513
2024-04-16,66.00619621342513
2024-04-17,66.00619621342513
2024-04-18,68.54489606778763
2024-04-19,66.85242949821263
2024-04-20,73.62229577651264
2024-04-21,74.46852906130015
2024-04-22,68.54489606778763
2024-04-23,67.69866278300013
2024-04-24,63.46749635906262
2024-04-25,65.15996292863763
2024-04-26,66.85242949821263
2024-04-27,71.08359592215014
2024-04-28,77.00722891566265
2024-04-29,71.92982920693764
2024-04-30,66.00619621342513
2024-05-01,64.31372964385012
2024-05-02,66.00619621342513
2024-05-03,64.31372964385012
2024-05-04,69.39112935257513
2024-05-05,73.62229577651264
2024-05-06,67.69866278300013
2024-05-07,66.00619621342513
2024-05-08,66.00619621342513
2024-05-09,66.00619621342513
2024-05-10,64.31372964385012
2024-05-11,67.69866278300013
2024-05-12,68.54489606778763
2024-05-13,66.00619621342513
2024-05-14,68.54489606778763
2024-05-15,66.00619621342513
2024-05-16,62.62126307427512
2024-05-17,64.31372964385012
2024-05-18,73.62229577651264
2024-05-19,77.00722891566265
2024-05-20,67.69866278300013
2024-05-21,66.85242949821263
2024-05-22,68.54489606778763
2024-05-23,66.85242949821263
2024-05-24,66.85242949821263
2024-05-25,70.23736263736264
2024-05-26,69.39112935257513
2024-05-27,76.16099563087515
2024-05-28,66.00619621342513
2024-05-29,69.39112935257513
2024-05-30,68.54489606778763
2024-05-31,64.31372964385012
2024-06-01,74.46852906130015
2024-06-02,72.77606249172514
2024-06-03,68.54489606778763
2024-06-04,68.54489606778763
2024-06-05,69.39112935257513
2024-06-06,71.08359592215014
2024-06-07,69.39112935257513
2024-06-08,67.69866278300013
2024-06-09,70.23736263736264
2024-06-10,72.77606249172514
2024-06-11,71.08359592215014
2024-06-12,71.08359592215014
2024-06-13,68.54489606778763
2024-06-14,66.85242949821263
2024-06-15,69.39112935257513
2024-06-16,67.69866278300013
2024-06-17,69.39112935257513
2024-06-18,71.92982920693764
2024-06-19,77.00722891566265
2024-06-20,66.85242949821263
2024-06-21,69.39112935257513
2024-06-22,72.77606249172514
2024-06-23,75.31476234608765
2024-06-24,71.08359592215014
2024-06-25,72.77606249172514
2024-06-26,68.54489606778763
2024-06-27,66.85242949821263
2024-06-28,66.00619621342513
2024-06-29,69.39112935257513
2024-06-30,69.39112935257513
2024-07-01,71.92982920693764
2024-07-02,68.54489606778763
2024-07-03,71.08359592215014
2024-07-04,67.69866278300013
2024-07-05,69.39112935257513
2024-07-06,70.23736263736264
2024-07-07,71.92982920693764
2024-07-08,70.23736263736264
2024-07-09,68.54489606778763
2024-07-10,66.00619621342513
2024-07-11,72.77606249172514
2024-07-12,69.39112935257513
2024-07-13,70.23736263736264
2024-07-14,62.62126307427512
2024-07-15,68.54489606778763
2024-07-16,67.69866278300013
2024-07-17,69.39112935257513
2024-07-18,73.62229577651264
2024-07-19,66.00619621342513
2024-07-20,71.08359592215014
2024-07-21,66.85242949821263
2024-07-22,70.23736263736264
2024-07-23,71.08359592215014
2024-07-24,71.08359592215014
2024-07-25,71.08359592215014
2024-07-26,69.39112935257513
2024-07-27,68.54489606778763
2024-07-28,71.92982920693764
2024-07-29,69.39112935257513
2024-07-30,70.23736263736264
2024-07-31,66.00619621342513
2024-08-01,64.31372964385012
2024-08-02,68.54489606778763
2024-08-03,73.62229577651264
2024-08-04,67.69866278300013
2024-08-05,66.85242949821263
2024-08-06,66.85242949821263
2024-08-07,69.39112935257513
2024-08-08,66.00619621342513
2024-08-09,64.31372964385012
2024-08-10,69.39112935257513
2024-08-11,71.92982920693764
2024-08-12,69.39112935257513
2024-08-13,68.54489606778763
2024-08-14,71.08359592215014
2024-08-15,68.54489606778763
2024-08-16,67.69866278300013
2024-08-17,71.08359592215014
2024-08-18,76.70500274252426
2024-08-19,68.49452503893124
2024-08-20,71.77871612036844
2024-08-21,66.85242949821263
2024-08-22,67.25036062617818
2024-08-23,67.67347726857193
2024-08-24,72.17664724833399
2024-08-25,74.63979055941189
2024-08-26,70.95766835000914
2024-08-27,70.53455170761539
2024-08-28,69.31557280929053
2024-08-29,62.747190646416115
2024-08-30,66.03138172785333
2024-08-31,68.49452503893124
2024-09-01,70.95766835000914
2024-09-02,74.63979055941189
2024-09-03,66.03138172785333
2024-09-04,63.568238416775415
2024-09-05,68.49452503893124
2024-09-06,65.21033395749402
2024-09-07,69.31557280929053
2024-09-08,67.67347726857193
2024-09-09,66.03138172785333
2024-09-10,63.568238416775415
2024-09-11,59.06506843701335
2024-09-12,66.85242949821263
2024-09-13,65.21033395749402
2024-09-14,69.31557280929053
2024-09-15,66.85242949821263
2024-09-16,66.42931285581888
2024-09-17,65.26070498635042
2024-09-18,65.26070498635042
2024-09-19,63.668980474488215
2024-09-20,64.46484273041932
2024-09-21,66.85242949821263
2024-09-22,68.44415401007484
2024-09-23,64.46484273041932
2024-09-24,62.07725596262601
2024-09-25,62.87311821855712
2024-09-26,64.46484273041932
